landmass	zone	area	population	language	religion	bars	stripes	colours	circles	crosses	saltires	quarters	sunstars	crescent	triangle	icon	animate	text	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	4	#	#	#	#	0	#	6	0	#	1	1	#	#	#	1	#	1	0000001	0.000	-0.429	1	17.33	900	255	0.42		6	6
#	4	#	#	#	#	0	#	6	0	#	1	1	#	#	#	1	#	1	1111100	0.035	0.714	1	17.33	900	255	0.42		6	6
#	#	#	-158.320;174.320	#	1	3	0	#	0	0	#	#	1	#	#	#	0	#	1101000	1.000	1.000	1	49.60	772	256	0.42		5	5
#	#	1298.280;17427.720	-126.840;588.840	#	#	#	#	3	0	0	#	1	#	0	#	0	#	0	0000100	0.000	0.429	1	12.50	905	260	0.47		6	6
#	#	1298.280;17427.720	-126.840;588.840	#	#	#	#	3	0	0	#	1	#	0	#	0	#	0	1010000	0.035	0.714	1	12.50	905	260	0.47		6	6
1	#	1298.280;7313.326	-126.840;588.840	#	#	#	#	#	0	0	#	1	50	0	0	0	#	0	1010100	0.100	1.000	1	2.00	260	260	0.58		0	0
#	1	#	#	#	3	0	5	3	#	0	#	0	0	#	#	0	#	0	1010100	1.000	1.000	1	64.60	906	261	0.53		5	5
5	1	-3182.330;4210.330	#	#	3	#	#	3	#	0	#	0	0	#	#	#	#	0	1010100	1.000	1.000	1	64.60	906	261	0.47		5	5
#	4	-6273.600;7167.600	-267.280;307.280	8	#	0	0	#	#	0	0	#	#	#	0	0	#	#	1100000	0.035	0.714	1	36.00	908	263	0.53		5	10
#	4	-6273.600;7167.600	-267.280;307.280	8	#	0	0	#	#	0	#	#	#	#	0	0	0	#	1100000	0.035	0.714	1	36.00	908	263	0.53		5	10
#	#	#	-128.040;134.040	1	0	3	#	#	0	0	0	0	#	#	#	0	#	0	0100101	1.000	1.000	1	61.60	909	264	0.53		5	5
4	2	-7495.750;9305.750	#	10	#	#	#	4	#	0	0	0	#	0	#	1	#	#	1101001	1.000	1.000	1	45.20	910	265	0.53		5	5
#	#	-6496.580;6496.580	#	1	#	0	#	6	0	#	#	1	#	0	#	#	1	0	1111100	0.035	0.714	1	23.00	782	266	0.47		6	6
#	#	-6496.580;6496.580	#	1	#	0	#	6	0	#	#	1	#	0	#	#	1	0	0000001	0.000	-0.429	1	23.00	782	266	0.47		6	6
4	#	-4256.380;4256.380	#	#	0	#	#	#	#	0	0	#	#	0	1	0	#	0	0000010	0.000	0.143	1	14.67	912	267	0.47		6	6
4	#	-4256.380;4256.380	#	#	0	#	#	#	#	0	0	#	#	0	1	0	#	0	1101000	0.035	0.714	2	14.67	912	267	0.47		6	6
4	#	-4256.380;4256.380	#	#	0	#	3	#	#	0	0	0	#	0	1	0	#	0	1101010	1.000	1.000	1	16.80	912	267	0.58		5	5
4	#	-4256.380;4256.380	#	#	0	#	#	#	0	0	0	0	#	0	1	0	#	0	1101010	1.000	1.000	2	16.80	912	267	0.58		5	5
5	1	#	#	6	4	0	#	#	1	0	#	#	0	0	#	#	0	#	0110101	1.000	1.000	1	18.00	913	268	0.53		5	5
5	1	#	#	#	4	0	#	#	1	0	#	#	#	0	#	#	0	#	0110101	1.000	1.000	1	18.00	913	268	0.42		5	5
5	1	-3632.350;4208.350	-295.360;299.360	8	#	#	#	4	0	0	#	#	#	#	1	#	0	0	0000010	0.000	0.143	1	26.16	847	269	0.58		12	12
5	1	-6048.540;6048.540	#	8	#	#	#	#	#	0	#	#	#	#	#	0	#	#	0000100	0.000	0.217	1	54.73	954	269	0.32		46	46
#	#	#	-152.320;180.320	#	0	2	0	#	0	0	0	#	#	#	0	1	#	#	1000100	0.000	0.429	1	48.80	786	270	0.47		5	5
4	2	-7495.750;9305.750	-128.240;184.240	10	#	#	#	4	#	0	0	0	#	#	0	#	#	#	1001001	0.000	0.403	1	37.66	910	272	0.53		5	11
4	2	-7495.750;9305.750	-128.240;184.240	10	#	#	#	4	#	0	0	0	#	#	0	#	#	#	0100000	0.000	0.143	1	37.66	917	272	0.53		11	11
#	#	-6468.580;6524.580	-166.320;166.320	10	5	0	#	#	#	#	#	#	#	0	#	0	#	0	0110000	0.000	0.184	1	56.17	990	273	0.42		17	35
4	1	-4020.380;4492.380	-188.600;214.600	10	#	0	#	5	#	0	0	#	0	0	#	#	1	#	1001110	1.000	1.000	1	40.40	789	273	0.63		5	5
6	#	#	-181.560;211.560	1	1	0	#	3	0	#	1	#	6	#	0	#	#	0	0000100	0.000	0.429	1	15.50	919	274	0.58		6	6
6	#	#	-181.560;211.560	1	1	0	#	3	0	#	1	#	6	#	0	#	#	0	1010000	0.035	0.714	1	15.50	919	274	0.58		6	6
6	#	#	-268.942;211.560	#	1	0	#	3	0	#	1	#	6	#	0	#	#	0	1010100	1.000	1.000	2	17.80	919	274	0.53		5	5
6	#	#	-181.560;211.560	1	#	#	#	3	0	#	1	#	6	#	0	#	#	0	1010100	1.000	1.000	3	17.80	919	274	0.47		5	5
#	3	#	#	2	0	0	2	#	0	#	0	#	1	0	#	#	#	#	1010100	1.000	1.000	1	40.80	920	275	0.47		5	5
1	4	#	#	2	#	0	0	3	#	1	0	#	#	#	#	0	0	#	0010100	0.035	0.714	1	27.50	923	278	0.53		6	6
1	4	#	#	2	#	0	0	3	#	1	0	#	#	#	#	0	0	#	1000000	0.000	0.429	1	27.50	923	278	0.53		6	6
1	#	#	#	2	#	#	#	#	#	#	0	#	0	#	#	0	0	0	1000000	0.000	0.280	1	50.72	923	278	0.37		11	23
#	4	#	-151.200;151.200	1	#	0	2	8	1	0	#	0	#	#	0	1	1	#	1111111	1.000	1.000	1	25.17	924	279	0.63		6	6
#	#	-6048.540;6048.540	-221.760;221.760	#	#	#	#	#	#	0	#	#	0	0	0	#	#	#	1001000	0.000	0.195	1	66.38	1000	279	0.32		95	309
#	1	#	#	#	6	#	#	#	#	#	#	#	1	#	#	1	#	0	1001000	0.009	0.625	1	20.35	968	280	0.26		16	16
3	1	-6272.560;6272.560	#	10	#	#	0	3	0	#	0	0	0	0	#	#	#	0	0000100	0.000	0.429	1	21.33	926	281	0.63		6	6
3	1	-6272.560;6272.560	#	10	#	#	0	3	0	#	0	0	0	0	#	#	#	0	1000010	0.035	0.714	1	21.33	926	281	0.63		6	6
3	1	-6272.560;6272.560	#	10	#	#	0	3	0	#	0	0	0	#	#	#	#	0	1000110	1.000	1.000	2	24.60	926	281	0.58		5	5
1	#	-6933.620;6955.620	#	#	#	#	#	3	0	0	1	0	#	0	#	#	0	#	0101010	1.000	1.000	1	23.60	927	282	0.47		5	5
#	#	-7677.690;7779.690	#	2	#	#	5	#	#	#	#	0	0	#	0	0	0	#	1010100	1.000	1.000	1	49.33	283	283	0.42		6	6
1	4	#	#	#	6	0	#	3	#	#	0	0	#	0	#	0	#	#	0000100	0.000	0.429	1	17.67	929	284	0.47		6	6
1	4	#	#	#	6	0	#	3	#	#	0	0	#	0	#	0	#	#	1010000	0.035	0.714	1	17.67	929	284	0.47		6	6
1	#	#	#	2	#	0	5	3	0	0	#	0	#	0	#	0	0	0	1010000	0.035	0.714	1	38.20	929	284	0.63		10	10
1	#	#	#	#	#	0	5	3	0	0	0	0	1	0	#	0	0	0	1010000	0.035	0.714	1	20.40	929	284	0.68		5	5
3	4	#	#	6	1	#	#	#	0	#	0	0	0	0	0	#	0	#	1000100	0.035	0.714	1	37.48	932	287	0.58		11	11
3	4	-8287.740;8289.740	#	#	#	#	0	#	#	1	#	0	0	#	#	0	0	#	1010100	1.000	1.000	1	35.38	989	287	0.47		17	17
6	3	#	#	1	#	#	0	4	#	1	1	#	#	0	#	#	0	0	0010100	0.000	0.429	1	12.33	933	288	0.53		6	6
6	3	#	#	1	#	#	0	4	#	1	1	#	#	0	#	#	0	0	1001000	0.000	0.429	1	12.33	933	288	0.53		6	6
#	#	-7880.710;6048.540	-309.480;315.480	#	#	#	#	3	#	0	0	#	#	#	0	#	0	#	0000100	0.000	0.231	1	72.33	997	290	0.37		127	194
4	4	-6048.540;8024.710	#	1	#	#	3	#	#	0	#	#	0	0	0	#	#	0	0110100	1.000	1.000	1	77.60	677	290	0.53		5	5
6	2	-3472.310;3472.310	-220.760;222.760	#	#	0	3	3	#	#	#	#	1	#	0	0	#	#	0001000	0.000	0.429	1	51.80	936	291	0.53		5	5
#	1	-5939.560;6605.560	#	#	#	#	#	2	#	#	0	0	1	#	#	0	#	#	1001000	0.000	0.221	1	50.55	940	295	0.37		5	33
6	#	#	-341.720;343.720	1	1	0	0	#	0	2	1	#	0	#	#	#	#	#	1111101	1.000	1.000	1	20.67	943	298	0.53		6	6
#	1	#	#	#	#	0	3	#	0	0	#	0	#	#	0	0	0	0	1011100	0.000	0.255	1	69.97	299	299	0.53		5	51
3	1	-5610.610;8054.610	#	#	6	#	3	#	0	#	0	#	#	0	#	#	#	#	1001000	0.000	0.364	1	54.00	1000	299	0.42		16	22
#	#	#	#	#	#	#	#	#	1	0	0	0	#	0	#	#	1	#	1001000	0.000	0.187	1	34.83	945	300	0.32		26	26
#	#	-7880.710;6048.540	-221.760;315.480	#	#	#	#	#	#	0	#	#	#	0	0	#	0	#	0000100	0.000	0.276	1	64.19	997	302	0.32		256	364
#	#	#	-309.480;221.760	#	#	#	#	3	#	0	0	#	#	#	0	#	#	#	0000100	0.000	0.232	1	68.84	997	302	0.26		143	218
#	3	-2532.250;11177.750	-220.760;222.760	#	#	#	3	3	0	#	0	#	#	0	#	#	#	0	0001000	0.000	0.429	1	61.62	787	307	0.47		15	15
#	1	-4703.420;4705.420	-367.960;377.960	#	3	#	#	6	1	1	1	1	#	0	0	#	1	#	0000001	0.000	-0.429	1	16.00	824	308	0.63		6	6
#	1	-4703.420;4705.420	-367.960;377.960	#	3	#	#	6	1	1	1	1	#	0	0	#	1	#	1111100	0.035	0.714	1	16.00	824	308	0.63		6	6
#	#	-6048.540;6048.540	-221.760;221.760	#	0	#	#	#	#	0	#	#	0	0	0	#	#	#	1001000	0.000	0.221	1	66.01	957	312	0.37		20	84
#	#	-5623.750;3068.250	#	#	#	#	3	#	0	0	#	0	#	0	0	0	#	#	0010100	0.000	0.223	1	71.24	967	313	0.42		47	114
#	#	4184.520;14937.480	781.200;1234.800	#	6	0	#	2	0	#	#	#	#	#	0	0	0	0	1001000	1.000	1.000	1	12.00	959	314	0.53		5	5
#	1	#	-309.480;221.760	#	#	#	#	#	#	#	#	#	#	#	0	#	#	#	0000100	0.000	0.268	1	57.35	998	315	0.16		200	253
#	#	#	-266.120;221.760	#	#	#	#	3	#	0	0	#	#	0	0	1	#	0	1000000	0.000	0.325	1	56.88	1000	315	0.42		27	33
#	#	#	-362.000;394.000	10	2	#	3	#	#	0	#	0	#	0	#	1	#	0	1101110	1.000	1.000	1	41.33	316	316	0.47		6	6
#	1	-6468.580;6524.580	-166.320;166.320	10	5	0	#	#	#	#	#	#	0	0	#	#	0	0	0110000	0.000	0.429	1	19.00	833	317	0.53		6	6
#	1	-6468.580;6524.580	-166.320;166.320	10	5	0	#	#	#	#	#	#	0	0	#	#	0	0	1000100	0.000	0.429	1	19.00	833	317	0.53		6	6
#	1	#	-221.760;268.120	#	#	3	0	#	#	0	0	0	#	#	1	#	#	0	1011000	1.000	1.000	1	13.20	968	323	0.47		5	5
#	1	-6048.540;6048.540	#	#	#	#	0	#	2	#	0	#	1	#	#	#	0	#	1001000	0.035	0.714	1	13.20	968	323	0.37		5	5
6	2	-3472.310;3472.310	#	10	#	0	#	#	#	#	#	#	#	#	0	#	0	0	0000100	0.009	0.625	1	37.72	969	324	0.42		16	16
6	2	-3472.310;3472.310	#	10	#	0	#	#	#	#	#	#	#	#	0	#	0	0	0011000	0.000	0.125	1	37.72	936	324	0.42		5	16
6	#	#	#	10	1	0	0	#	0	#	#	1	0	0	#	0	0	#	1000100	1.000	1.000	2	23.80	969	324	0.58		5	5
6	#	#	#	10	1	0	0	2	0	#	#	1	0	0	0	0	0	#	1000100	1.000	1.000	1	23.80	969	324	0.68		5	5
#	#	-6443.690;9013.690	-152.320;180.320	#	0	#	0	#	0	0	0	0	0	#	0	0	1	0	1000100	0.000	0.429	1	40.20	970	325	0.68		5	5
#	#	-6443.690;9013.690	-99.400;253.400	#	0	#	0	#	0	0	0	#	0	#	#	#	#	0	1000100	0.002	0.537	1	61.59	970	325	0.47		26	42
#	1	#	#	#	#	0	#	#	#	0	#	#	#	#	0	#	#	#	0000100	0.000	0.260	1	60.40	997	327	0.21		158	210
2	#	111.250;16912.750	#	#	0	0	0	#	#	#	#	#	22	0	#	0	#	1	0111100	1.000	1.000	1	10.60	974	329	0.47		5	5
5	#	#	#	8	#	#	#	#	#	#	#	#	#	#	#	#	0	#	0100010	0.000	0.259	1	58.39	954	331	0.16		27	42
5	#	-6244.570;6524.570	#	10	#	0	0	#	#	#	#	#	#	#	0	0	#	#	0010101	0.000	0.351	1	41.90	851	335	0.37		6	11
5	1	-6484.600;6956.600	-284.280;290.280	10	#	0	#	#	#	#	0	#	#	#	#	0	#	0	1000000	0.000	0.291	1	57.29	940	335	0.47		15	27
5	1	-6484.600;6956.600	-284.280;290.280	10	#	0	#	#	#	#	0	#	#	#	#	0	#	0	0010100	0.008	0.619	1	57.29	985	335	0.47		22	27
1	#	-4928.440;4928.440	-221.760;221.760	#	1	0	#	#	1	#	#	#	4	#	#	#	1	#	0111000	0.000	0.143	1	17.67	982	337	0.42		6	6
1	#	-4928.440;4928.440	-221.760;221.760	#	1	0	#	#	1	#	#	#	4	#	#	#	1	#	1000101	0.000	0.143	1	17.67	982	337	0.42		6	6
1	4	#	-221.760;221.760	#	1	0	0	#	1	#	#	#	4	#	#	#	1	#	1111101	1.000	1.000	2	20.40	982	337	0.47		5	5
4	#	-5376.480;5376.480	#	1	1	0	#	7	#	1	#	#	#	#	0	1	#	#	0000001	0.000	-0.429	1	21.67	983	338	0.47		6	6
4	#	-5376.480;5376.480	#	1	1	0	#	7	#	1	#	#	#	#	0	1	#	#	1111100	0.035	0.714	1	21.67	983	338	0.47		6	6
4	#	-7280.650;7280.650	#	1	#	0	0	7	#	1	1	#	0	#	0	1	#	#	0000001	0.000	-0.429	1	24.60	983	338	0.58		5	5
#	#	#	#	#	1	0	#	#	#	#	#	#	#	#	#	1	#	#	1111100	0.011	0.638	1	40.70	983	338	0.16		50	75
3	4	#	#	6	1	#	#	3	0	#	0	0	0	#	#	0	0	#	1010100	1.000	1.000	1	39.90	932	339	0.58		10	10
5	1	#	-309.480;290.280	#	#	0	#	#	#	#	#	#	#	#	#	#	#	#	0000100	0.000	0.266	1	54.72	985	340	0.21		96	116
#	1	-6484.600;6956.600	-284.280;221.760	10	#	#	#	#	#	#	0	#	#	#	0	0	#	0	0010100	0.000	0.429	1	64.82	985	340	0.42		25	45
#	#	#	-365.960;379.960	#	#	#	0	#	#	0	0	0	#	0	0	#	#	#	1000100	0.000	0.366	1	61.29	970	341	0.37		71	182
#	4	#	-309.480;221.760	#	#	#	#	3	#	#	#	#	0	#	0	#	0	#	0000100	0.000	0.378	1	63.06	989	341	0.32		51	56
#	#	#	#	3	#	3	#	3	0	0	0	0	0	0	0	0	#	0	0010000	0.000	0.209	1	64.65	817	342	0.63		16	26
#	#	#	#	3	#	3	#	3	0	0	0	0	0	0	0	0	#	0	1001000	0.000	0.363	1	64.65	817	342	0.63		10	26
#	4	-4683.440;5173.440	-311.920;423.920	1	1	#	0	3	#	#	#	#	0	0	#	0	#	0	1010100	0.000	0.143	1	26.50	989	344	0.58		5	10
#	2	#	#	10	#	#	3	#	0	#	#	0	#	#	#	0	#	0	0110000	0.000	0.321	1	66.78	990	345	0.37		5	16
#	#	#	#	6	1	0	9	2	#	1	0	#	#	#	#	0	0	0	0010100	1.000	1.000	1	22.40	991	346	0.53		5	5
3	#	#	#	6	1	0	#	2	#	1	0	#	#	#	#	0	0	#	0010100	1.000	1.000	1	22.40	991	346	0.47		5	5
1	#	#	#	1	#	0	1	#	0	0	#	0	#	0	#	#	1	#	0010101	1.000	1.000	2	39.60	992	347	0.47		5	5
4	1	-3196.300;3524.300	#	8	2	#	#	#	#	#	#	0	#	#	0	0	0	#	1000100	0.002	0.532	2	44.45	993	348	0.47		5	11
4	#	-7722.700;7958.700	-225.840;237.840	10	5	#	3	3	0	0	0	0	#	0	0	0	#	0	1100010	0.000	0.429	1	74.20	994	349	0.79		5	10
#	#	-7722.700;7958.700	#	10	5	#	3	3	0	0	0	0	#	0	0	0	#	0	1100010	0.000	0.429	1	74.20	994	349	0.68		5	10
#	#	#	-221.760;221.760	2	#	#	#	#	#	0	#	#	#	0	0	#	#	#	0000100	0.000	0.265	1	54.23	970	350	0.26		55	70
#	1	-4460.470;6068.470	-397.944;361.200	#	#	1	0	2	#	#	0	#	1	1	#	0	0	0	0100100	1.000	1.000	1	26.40	998	353	0.63		5	5
#	1	#	-193.200;361.200	#	2	1	0	2	#	#	0	#	1	1	#	0	0	0	0100100	1.000	1.000	1	26.40	998	353	0.63		5	5
#	#	-7880.710;6048.540	#	#	#	#	#	#	#	#	#	#	#	0	0	#	#	#	1001000	0.000	0.180	1	54.62	1000	354	0.16		211	521
#	#	-6048.540;6048.540	-221.760;315.480	#	#	#	#	#	#	0	#	#	#	0	0	#	0	#	0000100	0.000	0.278	1	64.19	997	354	0.32		235	336
#	#	-7880.710;6048.540	-144.280;178.280	4	6	#	#	#	#	0	0	#	#	0	0	#	0	#	1001000	0.035	0.714	1	66.00	1000	355	0.47		5	5
3	#	-6384.570;6384.570	#	3	0	0	#	#	#	#	#	#	#	#	0	#	0	0	1000100	1.000	1.000	1	46.50	872	356	0.42		4	4
3	#	-6384.570;-4320.544	#	3	0	0	#	#	#	#	0	0	#	0	0	#	0	0	1000100	0.100	1.000	1	17.00	356	356	0.58		0	0
6	1	#	-143.520;239.520	10	0	0	#	4	0	#	0	0	#	#	1	#	#	#	0011000	0.000	0.429	1	11.20	873	357	0.58		5	5
6	1	#	-143.520;239.520	10	0	0	#	4	0	#	0	0	#	#	1	#	#	#	1000100	0.000	0.429	1	11.20	873	357	0.58		5	5
#	#	-5975.550;6345.550	#	8	#	0	3	4	0	0	#	0	#	#	0	0	#	#	1100110	1.000	1.000	1	57.03	358	358	0.53		15	15
3	#	#	-166.440;196.440	#	#	#	0	#	#	#	#	0	#	0	1	0	0	#	0010100	0.035	0.714	1	23.00	876	360	0.42		5	5
3	#	#	-166.440;196.440	#	#	#	0	#	#	#	#	0	#	0	1	0	0	#	1000000	0.000	0.429	1	23.00	876	360	0.42		5	5
3	1	#	-166.440;196.440	#	6	0	#	#	#	0	0	0	0	0	1	#	0	#	0010100	0.035	0.714	1	27.25	876	360	0.63		4	4
#	1	-4556.410;4628.410	#	7	3	0	#	#	#	0	#	#	#	0	#	0	#	0	0010000	0.000	0.429	1	38.60	748	361	0.47		5	5
#	1	-4556.410;4628.410	#	7	3	0	#	#	#	0	#	#	#	0	#	0	#	0	1000100	0.035	0.714	1	38.60	748	361	0.47		5	5
5	1	-3777.350;4063.350	-91.440;271.440	#	#	0	0	#	1	#	0	#	#	0	#	0	0	#	1100000	0.001	0.516	1	47.77	880	364	0.58		4	13
#	#	-5488.490;5488.490	-236.880;236.880	#	1	#	0	#	#	#	0	#	0	#	0	#	1	1	0111100	0.035	0.714	1	36.24	882	366	0.47		13	13
4	#	#	#	#	5	0	7	#	0	#	0	0	1	0	1	#	1	0	1001010	0.000	0.429	1	9.60	886	370	0.63		5	5
4	#	#	#	#	5	0	7	#	0	#	0	0	1	0	1	#	1	0	0100100	0.000	0.143	1	9.60	886	370	0.63		5	5
4	#	#	#	#	#	0	7	#	0	#	0	#	#	0	1	#	#	0	1101110	1.000	1.000	2	11.00	886	370	0.42		4	4
4	#	#	#	#	#	0	7	#	0	#	0	#	1	0	#	#	#	0	1101110	1.000	1.000	1	11.00	886	370	0.42		4	4
6	2	-4212.400;4748.400	#	#	1	#	0	3	#	1	#	1	#	#	0	0	0	0	1000000	0.000	0.429	1	12.80	887	371	0.63		5	5
6	2	-4212.400;4748.400	#	#	1	#	0	3	#	1	#	1	#	#	0	0	0	0	0010100	0.035	0.714	1	12.80	887	371	0.63		5	5
4	#	#	#	10	5	#	0	4	#	#	#	#	0	#	#	#	0	0	0111010	1.000	1.000	2	36.00	888	372	0.42		4	4
4	#	#	#	10	5	#	0	4	#	#	#	0	#	#	#	#	0	0	0111010	1.000	1.000	1	36.00	888	372	0.42		4	4
#	#	-6048.540;3068.250	-220.760;221.760	#	#	#	#	#	0	0	#	0	#	#	0	#	#	#	1001000	0.000	0.214	2	58.08	1000	373	0.32		138	361
#	#	-2532.250;6048.540	-221.760;222.760	#	#	#	3	3	#	#	#	#	#	0	#	0	#	#	0001000	0.000	0.176	1	78.17	990	373	0.32		38	68
#	#	#	#	#	#	#	#	#	1	0	0	0	#	0	#	#	1	#	0100000	0.000	-0.200	1	35.03	945	374	0.32		20	25
1	4	#	#	#	#	#	0	#	1	0	#	#	7	0	1	#	1	0	1101000	1.000	1.000	1	17.50	890	374	0.53		4	4
#	#	#	#	#	#	#	#	3	1	#	0	#	#	#	#	#	1	#	1001000	0.035	0.714	1	17.50	890	374	0.21		4	4
3	1	-7880.710;6201.550	#	6	#	#	#	#	#	#	#	#	#	0	0	0	0	#	0000100	0.000	0.429	1	41.10	991	375	0.42		14	14
#	1	-4593.420;4815.420	#	#	6	0	3	5	#	0	#	#	1	#	0	#	1	#	1111100	1.000	1.000	2	32.40	892	376	0.53		5	5
3	1	-5123.460;5181.460	-221.760;239.880	#	#	#	#	#	#	0	#	#	#	0	0	#	1	#	1001000	0.000	0.319	1	44.69	892	381	0.42		8	13
#	#	-6048.540;6048.540	-699.789;221.760	#	6	0	#	3	#	0	#	0	#	0	#	#	1	#	1001010	1.000	1.000	1	38.50	768	381	0.47		4	4
#	#	-6048.540;6048.540	-221.760;221.760	#	#	#	#	#	#	0	#	#	1	0	0	#	#	#	1001000	0.000	0.322	1	52.39	945	382	0.32		73	126
#	#	#	-226.800;226.800	#	#	#	0	6	#	#	#	#	#	0	#	1	1	#	1111101	0.203	0.853	1	29.72	982	384	0.32		20	33
#	#	#	-158.320;174.320	3	1	3	0	#	0	#	#	#	1	#	#	#	0	#	1101000	1.000	1.000	1	55.25	772	385	0.42		4	4
#	#	#	#	#	1	3	0	#	0	0	#	#	1	#	#	#	0	#	1101000	1.000	1.000	1	55.25	772	385	0.37		4	4
4	#	#	-281.240;283.240	#	5	1	2	4	#	0	#	#	#	0	#	#	0	0	0100000	0.000	0.143	1	30.80	903	387	0.53		5	5
4	#	#	-281.240;283.240	#	5	1	2	4	#	0	#	#	#	0	#	#	0	0	1001010	0.035	0.714	1	30.80	903	387	0.53		5	5
#	#	#	-221.760;315.480	#	#	#	#	3	#	0	0	#	#	0	#	#	0	#	0000100	0.000	0.236	1	72.57	997	389	0.32		120	181
#	#	#	-221.760;315.480	#	#	#	#	3	#	0	0	#	#	0	#	#	0	#	1010000	0.000	0.367	1	72.57	967	389	0.32		76	181
#	#	1298.280;17427.720	-126.840;588.840	#	#	#	#	#	#	0	#	1	#	0	#	0	#	0	1010000	0.035	0.714	1	16.00	905	389	0.37		4	4
5	1	#	#	#	#	0	#	3	#	#	0	0	#	#	0	#	0	#	0010100	0.001	0.476	1	56.84	906	390	0.42		14	24
#	1	-3348.320;3820.320	#	10	6	0	3	#	#	0	0	0	#	#	#	#	0	0	1010100	1.000	1.000	1	48.40	391	391	0.58		5	5
#	4	-6273.600;7167.600	-267.280;307.280	8	#	0	0	#	#	0	#	#	#	0	0	0	#	#	1100000	1.000	1.000	1	50.75	908	392	0.53		4	4
#	4	#	-128.040;315.480	1	#	3	#	#	#	0	#	#	#	#	0	0	#	#	0100101	1.000	1.000	1	69.00	909	393	0.37		4	4
#	#	-7880.710;6048.540	-309.480;134.040	#	#	#	0	3	0	0	0	0	#	#	#	#	0	0	0000100	0.000	0.216	1	68.21	963	393	0.53		32	51
#	#	#	#	10	#	#	#	#	#	0	0	0	#	0	0	1	#	#	1001000	0.000	0.316	1	52.74	910	394	0.37		23	28
4	2	-7495.750;9305.750	-128.240;184.240	#	#	#	0	4	#	#	#	#	#	0	0	1	#	#	1101001	1.000	1.000	1	50.25	910	394	0.47		4	4
4	#	-4256.380;4256.380	#	#	0	#	3	#	#	0	0	#	2	0	1	0	#	0	0000010	0.000	0.143	1	19.25	912	396	0.58		4	4
5	1	#	#	6	4	0	#	#	1	0	0	#	#	0	#	#	0	#	0110101	1.000	1.000	1	20.75	913	397	0.53		4	4
#	1	-6048.540;6048.540	#	8	#	#	3	#	#	#	#	#	#	#	#	#	#	#	1000100	0.000	0.429	2	51.79	954	398	0.21		32	32
#	#	-6443.690;9013.690	-152.320;180.320	#	0	#	0	4	0	0	0	0	0	#	#	#	#	0	1000100	0.000	0.429	1	46.56	970	399	0.58		9	9
#	#	#	-365.960;379.960	#	#	#	0	#	#	0	0	0	#	0	0	#	0	#	1000100	0.001	0.469	1	64.80	963	399	0.42		46	120
#	2	-4287.450;5793.450	-120.000;132.000	10	5	#	0	4	0	0	0	#	0	0	#	#	#	#	1100011	0.000	0.429	1	38.25	917	401	0.63		4	8
#	2	-4287.450;5793.450	132.000;350.710	#	#	3	#	4	0	0	0	#	0	0	#	#	#	#	1100011	0.000	0.510	1	7.29	401	401	0.53		0	0
6	#	#	-181.560;211.560	1	1	#	#	3	0	#	1	#	6	#	0	#	#	0	1010000	0.035	0.714	2	17.80	919	403	0.53		5	5
6	#	#	-181.560;211.560	1	1	#	#	3	0	#	1	#	6	#	0	#	#	0	0000100	0.000	0.429	1	17.80	919	403	0.53		5	5
6	2	#	#	1	#	0	#	3	0	#	1	#	6	#	0	#	#	0	1010000	0.035	0.714	1	20.50	919	403	0.53		4	4
#	#	#	-126.840;588.840	#	#	#	#	3	0	0	#	1	#	0	0	0	#	0	1000100	0.035	0.714	1	38.20	930	404	0.47		19	19
#	#	#	-126.840;588.840	#	#	#	#	3	0	0	#	1	#	0	0	0	#	0	0010000	0.000	0.429	1	38.20	930	404	0.47		19	19
#	#	#	#	2	#	#	0	3	#	1	#	#	0	0	0	#	#	#	1010100	1.000	1.000	1	31.20	923	407	0.37		5	5
1	4	#	#	2	#	#	0	3	0	#	0	#	#	#	#	0	0	0	0010100	0.035	0.714	1	35.25	923	407	0.53		4	4
1	#	-5551.500;5649.500	#	2	#	0	#	#	#	1	#	#	0	#	#	0	0	#	0010100	0.035	0.714	1	35.25	923	407	0.42		4	4
#	1	15233.360;29570.640	#	#	6	#	#	2	#	#	#	#	1	#	#	1	#	0	1001000	1.000	1.000	1	17.25	925	409	0.37		4	4
3	1	-6272.560;6272.560	#	10	#	#	0	#	0	#	0	0	0	0	#	#	#	0	0000100	0.000	0.429	1	27.50	926	410	0.58		4	4
3	1	-6272.560;6272.560	#	10	#	#	0	3	0	#	0	0	0	0	0	#	#	0	1000010	0.035	0.714	1	27.50	926	410	0.68		4	4
1	4	#	-236.960;256.960	2	6	0	#	#	#	#	0	0	#	#	1	0	#	0	1010100	1.000	1.000	1	20.40	929	413	0.58		5	5
1	4	#	#	#	6	0	5	3	0	#	0	0	#	0	#	0	0	0	0000100	0.000	0.429	1	23.00	929	413	0.68		4	4
1	#	#	#	2	#	0	#	3	#	0	0	#	#	0	#	0	#	#	1010000	0.035	0.714	1	42.62	929	413	0.42		8	8
3	4	-8287.740;8289.740	#	6	1	#	#	#	0	1	0	0	0	#	#	0	0	#	1000000	0.000	0.429	1	39.90	932	416	0.63		10	10
3	4	-8287.740;8289.740	#	6	1	#	#	#	0	1	0	0	0	#	#	0	0	#	0010100	0.035	0.714	1	39.90	932	416	0.63		10	10
