-	/	0	00	04	0;	0cm	1	1-1/2	1-1/2-year	1-month	1-year	1-year-1-month	1-year-4-month	1-year-5-month	1/2	1/2/01	10	10-month	10-year	10-year-9-month	101	102	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	loss
1	#	#	0	0	#	0	0	0	0	0	#	0	1	1	0	#	1	0	0	0	1	0	000010000000000000000000000000000000000000000	0.824	0.990	1	79.89	9798	2648	0.78		65	83	0.010
#	0	0	0	0	0	0	0	0	1	1	#	0	0	0	0	#	#	0	0	0	0	0	000000000000000000000000000000000000100000000	1.000	1.000	1	44.90	9800	2650	0.83		10	10	0.000
0	0	0	0	0	0	#	0	#	#	1	1	0	0	#	0	0	0	#	0	0	#	0	000000000000000000000000000000000000100000000	0.589	0.974	1	62.21	9800	2650	0.74		19	46	0.026
0	0	0	0	0	1	0	0	0	1	#	1	0	0	#	1	1	0	1	#	#	0	0	000000000000000000000000000000000001100000000	1.000	1.000	1	14.67	9807	2657	0.83		9	9	0.000
0	0	0	0	0	1	0	0	0	#	0	1	0	#	0	1	1	0	1	1	0	#	0	000000000000000000000000000000000001100000000	1.000	1.000	1	14.67	9807	2657	0.87		9	9	0.000
0	0	1	1	0	#	0	#	#	0	#	0	0	0	#	0	0	0	0	1	0	0	0	100000000100000000000000000000000000000000000	1.000	1.000	1	23.33	9813	2663	0.78		9	9	0.000
#	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	#	0	0	0	1	000000000000000000000000100000000000000100000	1.000	1.000	1	16.33	9814	2664	0.91		9	9	0.000
0	0	0	1	#	0	0	0	0	0	0	1	0	0	#	1	#	0	0	1	0	0	#	000000000000000000000000000000000000000001000	1.000	1.000	1	37.00	9815	2665	0.83		9	9	0.000
0	0	0	0	0	0	0	0	0	0	#	0	0	#	#	#	0	0	0	1	0	0	#	000000000100000000000000000000000000000000000	0.788	0.988	1	209.53	9988	2666	0.78		300	421	0.012
#	0	#	1	0	1	#	0	0	0	0	#	0	0	#	0	1	0	1	0	0	0	0	000000000000000000000000000000000000000001000	1.000	1.000	1	21.33	9822	2672	0.78		9	9	0.000
0	1	0	0	0	0	#	0	0	#	0	0	0	0	#	0	0	#	0	0	#	#	0	000000000000000000000000000000001000000000000	0.948	0.997	1	161.25	9984	2677	0.74		131	149	0.003
0	0	1	1	0	#	0	0	0	#	1	0	#	0	0	0	0	0	#	0	0	0	#	100000000000000000000000000000000000000001000	1.000	1.000	1	61.89	9833	2683	0.78		9	9	0.000
0	0	0	#	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	#	#	0	000000000000000000000000000000000000001000000	0.638	0.978	1	35.68	9835	2685	0.87		9	18	0.022
0	0	1	#	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	#	0	0	100000000000000000000000000000000000000000000	1.000	1.000	1	112.97	9900	2688	0.91		28	28	0.000
0	0	#	0	0	#	0	0	0	0	0	1	#	0	0	1	1	0	0	0	0	#	0	000000000000000000000000000000000000010000000	1.000	1.000	2	27.67	9839	2689	0.83		9	9	0.000
#	0	0	0	0	#	0	0	0	0	0	#	0	0	0	1	1	0	0	0	0	#	0	000000000000000000000000000000000000010000000	0.542	0.970	3	49.48	9839	2689	0.83		9	28	0.030
#	0	0	0	0	0	#	0	0	0	0	1	#	#	0	1	0	0	0	0	0	0	0	000000000000000000000000000000000000001000000	0.508	0.967	1	43.68	9842	2692	0.83		9	18	0.033
0	0	0	1	#	0	0	#	0	1	0	1	0	0	0	0	1	#	1	0	0	0	0	000000000000000000000000000000000000100001000	1.000	1.000	1	23.78	9843	2693	0.87		9	9	0.000
0	0	0	1	#	0	0	0	0	#	1	1	0	0	#	#	1	0	0	1	0	#	0	000000000100000000000000000000000000000000000	1.000	1.000	3	19.67	9844	2694	0.78		9	9	0.000
1	0	0	#	0	#	#	0	0	0	0	#	0	0	0	0	1	0	#	0	0	0	0	001010000000000000000000000000000000000000000	0.632	0.977	1	154.30	9847	2697	0.78		9	46	0.023
1	#	0	0	0	#	#	0	0	0	0	#	0	0	0	0	1	0	#	0	0	0	0	001010000000000000000000000000000000000000000	0.633	0.977	1	137.37	9847	2697	0.78		9	56	0.023
#	0	0	0	0	0	0	0	0	#	#	#	0	1	#	0	0	#	0	0	#	1	0	000000000000000000000000000000010000000000000	0.711	0.983	1	144.36	9962	2702	0.70		150	242	0.017
#	0	0	0	0	1	0	#	0	#	#	0	0	0	0	#	#	#	0	0	0	0	0	000000000000000000000000000000000000000000010	0.956	0.998	1	131.53	9976	2703	0.70		159	177	0.002
#	0	#	1	0	0	0	0	0	0	#	1	0	0	0	0	#	0	0	0	0	0	0	000000000000000000000000000000000000000001000	0.672	0.980	1	109.64	9948	2718	0.83		55	139	0.020
0	0	0	#	0	0	#	1	0	0	0	0	0	0	0	1	0	0	0	0	#	0	#	000000000100000000000000000000000000000000000	0.953	0.998	1	156.49	9999	2721	0.83		74	83	0.002
0	#	0	0	#	0	#	#	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	000000000000000000000000100000000000000000000	1.000	1.000	1	19.33	9873	2723	0.83		9	9	0.000
0	0	#	#	0	0	0	0	0	#	#	1	0	0	0	0	1	#	1	0	#	#	1	000000000000000000000000000000000000000001000	0.638	0.978	1	24.56	9881	2731	0.70		9	18	0.022
0	0	0	0	0	0	0	#	0	1	0	0	#	0	0	1	1	0	1	1	0	0	#	000000000000000000000000000000000000101000000	1.000	1.000	1	18.44	9882	2732	0.87		9	9	0.000
0	0	0	0	0	0	#	#	0	1	0	0	#	0	0	1	1	0	1	1	0	0	0	000000000000000000000000000000000000101000000	1.000	1.000	1	18.44	9882	2732	0.87		9	9	0.000
0	0	1	0	0	0	0	0	#	0	#	#	0	0	0	0	#	0	0	#	#	#	0	100000000000000000000000000000000000000000000	0.868	0.993	1	180.16	9915	2739	0.70		414	497	0.007
0	0	#	1	0	0	0	0	0	0	1	1	#	0	0	0	1	0	0	#	0	#	1	000000000000000000000000000000000000000001000	1.000	1.000	1	32.22	9891	2741	0.83		9	9	0.000
0	0	0	1	#	0	0	0	0	#	#	1	0	#	0	#	1	#	#	0	0	1	1	000000000000000000000000000000000000000001000	1.000	1.000	2	31.36	9891	2741	0.70		18	18	0.000
0	0	0	0	0	0	0	0	0	0	0	0	0	#	0	#	1	#	#	#	0	#	0	000000000000000000010000000000000000010000000	0.358	0.950	2	99.66	9892	2742	0.74		9	36	0.050
0	#	1	0	#	0	0	0	0	0	0	0	1	#	0	1	1	0	0	0	0	#	0	100000000000000000000000000000000000000000000	1.000	1.000	1	22.33	9898	2748	0.83		9	9	0.000
0	0	0	1	#	0	1	0	0	0	1	#	0	0	0	1	0	0	#	0	0	0	1	000000000000000000000000100000000000000001000	0.800	0.989	1	22.12	9906	2756	0.87		9	18	0.011
#	0	0	0	0	0	0	#	0	0	0	#	0	0	0	0	0	0	1	#	0	0	0	000000000000000000000000000000000000001000000	0.638	0.978	1	73.72	9909	2759	0.83		9	18	0.022
#	1	0	0	0	#	0	0	#	0	0	0	0	#	0	0	0	0	#	#	0	0	#	000000000000000000000000000000001000000000000	0.649	0.979	1	196.60	9984	2761	0.70		178	764	0.021
#	0	0	#	0	0	0	0	0	0	0	#	0	#	0	0	0	0	1	#	0	0	#	000000000000000000000000000000000000100001000	0.403	0.956	1	54.27	9914	2764	0.74		9	27	0.044
0	0	1	0	#	#	#	0	0	#	0	0	0	0	#	0	0	0	0	0	#	0	#	100000000000000000000000000000000000000000000	0.943	0.997	2	239.14	9915	2765	0.70		254	272	0.003
1	0	0	0	0	#	0	0	0	#	0	0	0	#	0	#	#	#	#	#	0	1	0	000010000000000000000000000000000000000000000	0.560	0.971	1	151.09	9918	2768	0.65		18	63	0.029
0	#	#	0	0	0	0	0	#	0	0	0	0	1	1	#	0	1	0	0	#	#	0	000000000010000000000000000000000000000000000	0.632	0.977	1	58.34	9922	2772	0.74		18	46	0.023
#	1	#	0	0	#	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	#	#	100000000000000100000000000000000000000000000	1.000	1.000	1	13.44	9942	2792	0.78		9	9	0.000
0	0	0	0	#	0	#	0	0	0	0	1	0	1	0	0	1	1	1	#	0	1	0	000000000000000000000000000000010000000000000	1.000	1.000	1	14.67	9943	2793	0.87		9	9	0.000
#	0	0	1	0	#	0	0	0	0	#	#	0	0	0	0	1	0	0	0	0	0	#	000000000000000000000000000000000000000001000	0.931	0.996	2	138.14	9993	2798	0.78		47	56	0.004
0	1	1	#	0	0	0	0	#	0	#	1	0	0	0	0	0	0	0	1	#	0	0	000000000100000000000000000000000000000000000	1.000	1.000	2	17.44	9949	2799	0.83		9	9	0.000
0	0	0	1	0	0	0	#	0	0	1	1	0	0	0	0	1	0	1	0	0	#	0	000000000000000000000000000000000000000001000	0.864	0.993	1	108.42	9952	2802	0.91		37	55	0.007
0	0	0	1	#	0	#	#	0	0	1	1	0	0	0	0	1	0	1	#	0	#	#	000000000000000000000000000000000000000001000	0.864	0.993	1	108.42	9952	2802	0.74		37	55	0.007
0	0	0	#	0	0	0	0	0	0	#	#	0	1	1	#	0	#	0	0	#	0	0	000000000000000000000000000000010000000000000	0.800	0.989	1	69.56	9955	2805	0.74		9	18	0.011
0	0	0	0	0	#	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	000000000000000000000000100000000000000000000	1.000	1.000	3	20.33	9958	2808	0.96		9	9	0.000
0	0	#	0	0	#	0	0	0	0	0	0	0	0	#	0	0	1	0	0	0	#	0	000000000000000000000100000000000000000000000	0.638	0.978	1	103.66	9960	2810	0.83		9	18	0.022
0	1	0	0	0	0	#	0	#	0	0	#	0	#	0	0	0	0	#	0	0	#	#	000000000000000000000000000000001000000000000	0.901	0.995	3	139.19	9984	2814	0.70		185	230	0.005
0	#	0	0	0	0	1	0	0	1	0	1	0	0	#	1	#	0	0	0	0	0	1	000000000000000000000000100000000000100000000	1.000	1.000	2	13.89	9974	2824	0.87		9	9	0.000
0	#	0	0	0	0	1	0	0	1	#	1	0	0	#	1	1	0	0	0	0	0	1	000000000000000000000000100000000000100000000	1.000	1.000	2	13.89	9974	2824	0.87		9	9	0.000
0	#	0	#	0	0	0	1	#	0	1	1	0	0	0	1	0	0	0	0	0	0	0	000000000000000000000000000000000001000000000	1.000	1.000	1	20.22	9977	2827	0.87		9	9	0.000
#	1	0	#	0	0	0	1	#	0	#	1	0	0	0	1	0	0	0	0	0	0	0	000000000000000000000000000000000001000000000	1.000	1.000	1	20.22	9977	2827	0.83		9	9	0.000
0	0	#	#	0	0	1	#	0	#	0	0	#	0	0	1	0	#	0	0	0	0	#	000000000000000000000000100000000000000000000	0.865	0.993	3	144.33	9998	2833	0.70		158	221	0.007
0	0	0	#	#	0	0	1	0	0	1	#	0	0	0	0	0	0	#	0	0	0	0	000000000100000000000000000000000000010000000	0.800	0.989	1	46.14	9987	2837	0.83		9	18	0.011
0	0	0	#	#	0	0	1	0	0	1	1	0	0	0	0	0	0	#	0	#	0	0	000000000100000000000000000000000000010000000	0.800	0.989	2	46.14	9987	2837	0.83		9	18	0.011
0	0	1	0	0	0	#	0	0	1	#	1	0	0	0	0	0	0	0	0	0	0	#	100000000000000000000000000000000000100000000	0.862	0.993	2	68.80	9990	2840	0.87		18	27	0.007
0	#	0	0	0	0	0	0	0	#	1	1	0	0	0	#	0	0	0	0	0	0	1	000000000000000000000000000010000000000001000	1.000	1.000	1	48.44	9994	2844	0.87		9	9	0.000
0	#	#	0	0	0	0	0	0	#	1	1	0	0	0	0	0	0	0	0	#	0	1	000000000000000000000000000010000000000001000	0.345	0.948	1	65.24	9994	2844	0.83		9	27	0.052
1	0	0	0	0	#	#	#	0	#	#	0	#	#	0	#	0	0	0	#	0	#	#	000010000000000000000000000000000000000000000	0.964	0.998	1	273.88	9969	2850	0.52		728	784	0.002
0	0	0	0	0	0	#	0	1	0	0	1	#	0	0	0	#	0	0	0	#	0	0	000000000000000000000001000000000000000000000	0.795	0.989	1	90.70	9979	2855	0.83		26	35	0.011
0	0	0	#	0	0	0	#	1	0	0	1	0	0	0	0	0	0	0	0	0	#	0	000000000000000000000010000000000000000000000	0.479	0.964	1	83.01	9226	2858	0.87		8	43	0.036
0	0	0	1	0	0	#	0	0	0	1	#	#	0	#	0	0	0	1	0	0	0	0	000000000001000000000000000000000000000001000	0.848	0.992	1	66.45	9275	2859	0.83		17	27	0.008
#	0	0	1	0	0	#	0	0	0	1	1	0	0	0	0	#	0	1	0	0	0	0	000000000001000000000000000000000000000001000	0.634	0.977	2	101.88	9275	2859	0.87		17	72	0.023
0	#	0	0	1	0	0	#	#	0	0	0	#	1	0	0	0	0	0	0	0	0	0	000000000000000000000000000000001000000000001	0.706	0.983	1	111.28	9231	2863	0.83		8	36	0.017
0	#	0	0	0	0	0	0	0	#	1	1	0	0	0	#	1	0	0	1	0	0	#	000000000000000000000000000000000000110000000	1.000	1.000	1	13.50	9238	2870	0.83		8	8	0.000
0	#	0	1	0	#	0	0	0	1	1	#	0	#	0	#	1	0	#	0	0	#	0	000000000000000000000000000000000000100001000	1.000	1.000	1	32.00	9245	2877	0.70		8	8	0.000
0	#	0	1	0	0	0	#	0	1	1	#	0	#	0	#	1	0	1	0	0	#	0	000000000000000000000000000000000000100001000	1.000	1.000	1	32.00	9245	2877	0.74		8	8	0.000
#	#	#	0	0	0	0	0	#	0	#	0	0	1	0	0	0	1	0	0	0	0	0	000000000000000000000000000000010000000000000	0.742	0.985	2	170.85	9933	2888	0.78		81	108	0.015
0	#	0	0	0	#	0	#	#	0	0	0	0	0	0	0	#	#	0	0	#	0	0	000000000000000000000001000000000000000000000	0.478	0.964	1	197.00	9997	2889	0.70		171	848	0.036
0	#	1	0	#	0	0	0	0	#	0	1	0	#	#	0	0	0	0	0	0	0	1	100000000000000000000000000000000000000000000	1.000	1.000	1	68.88	9260	2892	0.78		8	8	0.000
#	0	1	0	0	#	0	0	0	0	0	0	0	0	#	0	1	0	0	0	0	0	0	100000000000000000000000000000000000100000000	1.000	1.000	1	111.62	9264	2896	0.87		8	8	0.000
0	#	#	0	0	1	0	0	#	0	0	0	1	0	0	#	0	0	#	0	0	0	#	000000000000000000000000000000000000001000010	1.000	1.000	1	37.25	9269	2901	0.74		8	8	0.000
0	0	0	#	#	0	0	#	0	#	0	0	1	0	#	1	0	0	0	#	0	0	0	000000000000000000000000000000000000001000000	1.000	1.000	1	116.44	9809	2902	0.74		71	71	0.000
0	0	0	#	#	1	0	#	#	0	0	1	#	0	#	1	#	0	0	0	#	0	0	000000000000000000000010000000000000000000010	0.789	0.988	1	29.66	9272	2904	0.65		8	17	0.012
#	#	0	#	#	1	0	#	0	#	0	0	0	#	0	#	#	#	0	0	0	0	#	000000000000000000000000000000000000000000010	0.954	0.998	1	131.53	9976	2914	0.52		152	170	0.002
0	0	0	1	0	0	1	0	0	0	0	#	0	0	0	#	0	0	0	0	#	#	1	000000000000000000000000100000000000000000000	1.000	1.000	1	29.54	9509	2915	0.83		17	17	0.000
#	1	#	0	0	#	0	#	#	#	1	0	#	0	0	0	0	#	0	0	0	1	0	000000000100000000000000000000000000000001000	1.000	1.000	1	15.62	9285	2917	0.65		8	8	0.000
#	1	#	0	#	#	0	1	#	0	1	0	0	0	0	0	0	#	0	0	0	1	#	000000000100000000000000000000000000000001000	1.000	1.000	1	15.62	9285	2917	0.70		8	8	0.000
0	0	0	0	0	#	0	0	0	0	0	#	0	1	0	#	0	1	0	0	0	#	0	000000000000000000000000000000010000000000000	1.000	1.000	1	198.75	9981	2919	0.83		80	80	0.000
1	1	#	0	0	0	0	0	0	0	0	#	0	1	1	0	0	1	#	#	0	1	0	000010000000000000000000000000000000000000000	1.000	1.000	1	67.54	9709	2922	0.83		18	18	0.000
1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	#	#	0	0	#	0	0	0	000010000000000000000000000000000000000000001	1.000	1.000	1	101.82	9924	2928	0.87		45	45	0.000
0	0	0	0	0	1	0	0	0	1	#	0	0	0	0	0	1	0	0	0	0	#	0	000000000000000000000000000000000000100000010	1.000	1.000	1	45.25	9299	2931	0.91		8	8	0.000
0	0	0	0	0	1	0	0	0	1	#	0	0	0	0	0	#	0	0	0	0	0	0	000000000000000000000000000000000000100000010	1.000	1.000	1	45.25	9299	2931	0.91		8	8	0.000
#	#	0	0	#	0	#	#	0	0	#	1	#	1	0	0	0	1	0	0	#	1	0	000000000000000000000000000000010000000000000	0.796	0.989	1	151.48	9971	2933	0.65		109	135	0.011
0	0	1	0	0	#	0	0	0	0	#	1	0	0	0	0	#	0	0	0	#	#	0	100000000000000000000000000000000000000000000	0.973	0.999	1	154.71	9900	2937	0.78		136	145	0.001
0	#	0	0	#	#	0	#	0	#	0	0	0	#	#	0	0	#	0	0	0	0	0	000000000000000000000000000000000000000000010	0.415	0.957	1	164.55	9976	2944	0.65		70	1053	0.043
0	#	0	0	0	#	0	1	#	0	0	0	0	0	0	1	0	0	0	#	0	0	#	000000000100000000000000000000000000000000000	0.961	0.998	1	144.93	9999	2946	0.78		91	100	0.002
0	0	#	#	0	0	#	1	0	0	0	0	0	0	#	#	#	0	#	0	#	0	0	000000000100000000000000000000000000000000000	0.976	0.999	1	160.99	9999	2946	0.65		154	163	0.001
0	#	0	0	0	0	0	#	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	000000000000000000000000000000000000010000000	0.726	0.984	1	89.58	9742	2947	0.91		18	28	0.016
#	#	#	0	0	#	#	1	#	#	#	0	0	0	0	1	#	0	0	0	#	0	0	000000000100000000000000000000000000000000000	0.968	0.998	1	137.90	9999	2949	0.57		116	125	0.002
0	0	#	0	0	0	0	0	#	#	0	0	#	1	0	#	#	0	0	0	#	0	#	000000000000000000000000000000010000000000000	0.778	0.988	1	166.06	9908	2952	0.65		118	164	0.012
0	0	0	#	0	0	#	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	#	000000000000000000000000100000000000000000000	0.770	0.987	1	144.75	9998	2959	0.87		144	241	0.013
0	0	0	0	0	#	0	0	0	0	#	#	0	1	0	0	0	1	0	0	0	0	0	000000000000000000000000000000010000000000000	1.000	1.000	2	209.01	9981	2960	0.87		35	35	0.000
0	0	0	1	0	0	#	0	0	#	1	1	0	0	0	1	0	#	0	0	0	0	1	000000000000000000000000100000000000000000000	1.000	1.000	1	18.38	9329	2961	0.87		8	8	0.000
0	#	0	0	0	0	#	#	1	#	0	0	0	0	#	0	0	0	0	0	0	0	0	000000000000000000000001000000000000000000000	0.836	0.991	1	176.09	9997	2969	0.78		161	207	0.009
0	0	0	0	#	0	#	0	#	#	0	0	1	0	#	1	0	0	0	#	0	0	0	000000000000000000000000000000000000001000000	1.000	1.000	1	107.79	9932	2973	0.74		79	79	0.000
#	0	0	0	0	0	1	0	0	0	0	1	#	#	#	1	#	0	#	0	0	#	0	000000000000000000000000100000000000000000000	0.789	0.988	1	37.02	9343	2975	0.70		8	17	0.012
#	0	0	0	0	0	1	0	0	0	0	1	#	0	0	1	#	#	#	0	0	#	0	000000000000000000000000100000000000000000000	0.789	0.988	1	37.02	9343	2975	0.74		8	17	0.012
0	#	0	0	0	0	0	#	#	0	1	1	0	0	0	1	0	0	1	#	0	0	1	000000000000000000000000000000000000100000000	1.000	1.000	2	15.38	9347	2979	0.83		8	8	0.000
0	#	0	0	0	0	0	0	1	#	0	0	0	0	0	0	#	0	0	0	0	0	0	000000000000000000000001000000000000000000000	0.836	0.991	1	176.09	9997	2986	0.87		160	205	0.009
0	#	1	0	0	0	#	0	0	1	#	1	0	0	#	0	0	0	0	0	0	0	#	100000000000000000000000000000000000100000000	0.867	0.993	1	70.16	9990	2992	0.78		17	25	0.007
0	#	#	0	0	#	#	1	#	0	0	0	0	0	0	1	#	0	0	#	0	0	#	000000000100000000000000000000000000000000000	0.968	0.998	1	137.90	9999	2999	0.65		115	124	0.002
0	1	0	#	0	0	0	0	#	0	0	1	0	0	0	1	0	0	0	0	0	#	#	000000000000000000000000000000001000000000000	1.000	1.000	1	19.38	9369	3001	0.83		8	8	0.000
0	1	0	#	0	0	0	0	#	0	0	1	0	0	0	1	#	0	0	#	0	#	#	000000000000000000000000000000001000000000000	1.000	1.000	1	19.38	9369	3001	0.74		8	8	0.000
0	1	0	#	0	0	#	0	0	0	0	0	#	#	0	#	#	#	#	0	0	#	#	000000000000000000000000000000001000000000000	0.882	0.994	3	142.45	9984	3008	0.57		178	223	0.006
0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	#	0	#	0	0	0	0	0	000000000000000001000000000000000000000000000	0.373	0.952	2	111.50	9380	3012	0.91		8	72	0.048
#	#	0	#	0	#	0	0	#	0	#	1	0	1	#	0	0	1	0	0	0	0	0	000010000000000000000000000000000000000000000	0.581	0.973	1	119.52	9528	3016	0.70		17	54	0.027
0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	#	1	#	0	0	#	0	0	000000000000000000000000000000001000000000000	1.000	1.000	1	13.62	9385	3017	0.87		8	8	0.000
0	1	1	0	0	1	0	0	0	0	1	1	0	#	0	#	#	0	0	1	0	1	#	100000000100000000000000000000000000000000000	1.000	1.000	2	13.75	9388	3020	0.83		8	8	0.000
0	1	#	0	0	1	0	0	0	0	1	1	0	0	0	#	0	#	#	1	0	1	#	100000000100000000000000000000000000000000000	1.000	1.000	1	13.75	9388	3020	0.78		8	8	0.000
0	0	1	0	0	#	#	0	0	0	#	1	0	0	0	0	#	#	0	0	0	0	0	100000000000000000000000000000000000000000000	0.975	0.999	1	154.71	9900	3021	0.78		132	140	0.001
0	0	1	0	#	0	#	0	#	0	0	#	0	0	0	0	1	0	0	#	0	#	#	100000000000000000000000000000000000000000000	0.622	0.977	1	98.24	9900	3021	0.70		26	53	0.023
1	0	0	0	0	#	0	#	#	#	#	0	0	#	0	0	0	0	0	0	0	0	#	000010000000000000000000000000000000000000000	0.964	0.998	1	273.55	9969	3024	0.70		712	766	0.002
0	#	0	0	0	1	0	0	0	1	0	0	0	#	0	1	#	0	0	1	0	0	0	000000000000000000000000000000000000100000010	1.000	1.000	1	23.88	9403	3035	0.87		8	8	0.000
0	#	0	0	0	1	#	0	0	#	0	0	0	#	0	1	1	#	0	1	0	0	0	000000000000000000000000000000000000100000010	1.000	1.000	1	23.88	9403	3035	0.78		8	8	0.000
0	#	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	#	0	0	#	0	000000000000000000000000000000000000000000010	1.000	1.000	1	14.00	9406	3038	0.87		8	8	0.000
0	0	0	0	0	0	0	0	#	0	0	0	0	1	0	0	0	0	0	0	0	0	#	000000000000000000000000000000010000000000000	0.807	0.989	1	168.48	9908	3039	0.91		117	154	0.011
0	0	0	0	1	#	0	#	#	0	0	0	0	#	0	0	0	#	0	#	0	0	0	000000000000000000000000000000000000000000001	0.918	0.996	1	148.81	9950	3040	0.74		127	146	0.004
0	0	0	0	#	#	0	0	0	0	0	0	0	1	0	0	0	1	#	0	#	#	0	000000000000000000000000000000010000000000000	1.000	1.000	1	207.83	9933	3041	0.78		43	43	0.000
0	0	1	0	0	0	0	0	#	#	#	0	0	0	0	0	0	0	0	0	#	#	#	100000000000000000000000000000000000000000000	0.954	0.998	1	212.72	9915	3042	0.74		285	301	0.002
1	#	0	0	1	0	#	#	0	0	0	#	0	1	0	0	#	#	0	0	0	0	0	000010000000000000000000000000001000000000001	0.643	0.978	1	55.31	9697	3049	0.74		18	63	0.022
#	0	0	1	0	0	#	0	#	0	#	1	0	0	0	0	#	0	0	0	#	0	#	000000000000000000000000000000000000000001000	0.740	0.985	1	111.54	9948	3050	0.70		79	125	0.015
1	0	0	#	0	0	0	#	0	0	#	0	0	1	1	0	0	#	0	0	0	1	0	000000000010000000000000000000000000000000000	0.541	0.970	1	92.61	9421	3053	0.83		8	25	0.030
0	0	1	0	0	#	0	0	#	0	#	1	0	0	0	0	1	0	0	#	0	0	#	100000000000000000000000000000000000000000000	1.000	1.000	1	108.96	9900	3054	0.78		34	34	0.000
1	1	#	0	0	0	0	0	#	0	0	#	0	0	#	0	0	0	#	0	0	#	0	000010000000000000000000000000001000000000000	0.904	0.995	2	232.76	9985	3056	0.74		254	328	0.005
#	0	0	0	0	1	0	#	#	0	0	0	0	0	#	1	0	0	0	0	#	0	0	000000000000000000000000000000000000000000010	1.000	1.000	2	147.44	9966	3076	0.78		62	62	0.000
1	1	#	0	0	#	#	0	0	0	#	#	0	0	#	0	0	#	0	0	0	#	0	000010000000000000000000000000001000000000000	0.907	0.995	1	232.25	9985	3080	0.65		260	333	0.005
0	0	0	#	0	0	0	#	0	0	0	0	0	0	#	1	0	#	#	0	0	#	0	000000000000000000010000000000000000000000000	0.439	0.960	2	139.85	9449	3081	0.74		16	123	0.040
0	0	0	0	0	0	0	0	0	#	1	1	#	#	0	0	0	#	0	1	0	0	0	000000000100000000000000000000000000100000000	0.789	0.988	1	39.17	9452	3084	0.83		8	17	0.012
0	#	0	#	0	#	#	#	1	0	#	1	0	0	0	0	0	0	#	0	0	1	0	000000000000000000000001000000000000000000000	1.000	1.000	1	41.50	9454	3086	0.70		8	8	0.000
#	0	0	0	0	#	#	#	1	0	0	1	0	0	0	0	0	0	#	0	0	1	0	000000000000000000000001000000000000000000000	1.000	1.000	1	41.50	9454	3086	0.78		8	8	0.000
1	0	0	0	1	#	0	0	0	0	#	0	0	1	#	0	#	0	0	0	0	0	0	000010000000000000000000000000000000000000001	0.862	0.993	1	71.16	9787	3087	0.83		18	27	0.007
1	#	0	0	1	0	0	0	#	0	#	#	#	1	0	0	#	0	0	0	0	#	#	000010000000000000000000000000000000000000001	0.765	0.987	1	63.78	9787	3087	0.65		18	45	0.013
0	#	1	#	0	0	0	0	0	#	0	0	0	0	0	#	0	0	0	0	0	0	#	100000000000000000000000000000000000000000000	0.956	0.998	2	219.42	9992	3094	0.78		299	315	0.002
0	0	#	#	0	0	0	1	0	0	0	0	0	0	#	#	#	0	#	0	#	0	#	000000000100000000000000000000000000000000000	0.976	0.999	1	160.99	9999	3095	0.65		153	162	0.001
0	0	1	0	0	0	0	0	0	0	#	#	0	0	0	0	0	0	0	0	#	#	0	100000000000000000000000000000000000000000000	0.951	0.998	1	212.53	9915	3096	0.83		334	358	0.002
0	0	#	#	0	0	0	1	0	0	0	0	0	0	#	0	0	#	0	#	0	0	#	000000000100000000000000000000000000000000000	1.000	1.000	1	179.99	9775	3097	0.74		55	55	0.000
1	1	#	0	0	0	0	0	#	0	0	#	0	#	#	0	0	0	0	0	0	0	0	000010000000000000000000000000001000000000000	0.858	0.992	1	214.18	9985	3098	0.78		422	563	0.008
0	0	0	1	0	0	0	0	0	#	1	1	0	0	0	0	0	0	0	0	0	0	0	000000000000000000000000000010000000000001000	0.412	0.957	1	119.33	9473	3105	0.96		8	61	0.043
0	0	0	1	0	0	#	0	0	#	1	1	0	0	0	0	#	0	0	0	0	0	0	000000000000000000000000000010000000000001000	0.432	0.959	1	118.76	9473	3105	0.87		8	79	0.041
0	#	0	#	0	#	0	#	0	0	#	0	0	0	0	#	0	#	#	1	0	0	0	000000000100000000000000000000000000000000000	0.752	0.986	1	179.01	9989	3110	0.65		325	491	0.014
0	0	1	1	0	0	#	0	0	0	1	#	0	#	0	0	1	0	0	0	0	1	0	100000000000000000000000000000000000100000000	1.000	1.000	1	24.62	9481	3113	0.87		8	8	0.000
0	0	1	0	0	0	0	0	0	0	1	1	0	0	#	1	0	#	0	0	0	0	0	100000000001000000000000000000000000000000000	0.800	0.989	1	62.11	9484	3116	0.91		8	16	0.011
1	#	0	0	1	0	0	#	0	0	0	0	0	1	1	0	0	1	0	0	0	#	0	000010000000000000000000000001000000000000000	1.000	1.000	2	26.88	9485	3117	0.87		8	8	0.000
