Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Att18	Att19	Att20	Att21	Att22	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	0.091;0.112	#	#	#	0.063;0.336	-0.002;0.244	-0.043;0.697	#	-0.061;0.568	#	#	0.121;0.166	0.007;0.013	#	#	-0.501;0.411	0.170;0.537	#	0.063;1.700	-0.185;0.443	110000	0.000	0.000	1	60.90	6206	6206	0.50		0	10
-67.942;-55.104	0.005;0.100	0.120;0.158	#	-0.274;0.448	#	#	#	0.071;0.515	-1.660;5.623	#	#	0.079;0.283	#	#	-0.742;0.009	#	#	0.086;0.642	0.070;0.101	#	-0.141;0.487	010000	0.024	0.474	1	47.42	9728	6209	0.50		9	19
#	#	#	0.009;0.126	-0.364;0.448	#	0.150;0.153	#	#	-1.660;5.623	#	#	#	#	#	-0.898;0.009	#	-0.097;1.883	#	0.070;0.101	#	-0.141;0.487	010000	0.100	1.000	1	59.00	6209	6209	0.36		0	0
-87.153;-70.891	#	0.146;0.311	0.116;0.181	#	-2.630;6.682	#	0.114;0.265	#	1.817;10.827	#	0.441;0.623	-0.037;0.227	#	0.007;0.012	#	#	0.276;1.070	#	#	0.108;1.206	#	011000	0.121	0.655	1	60.60	9893	6210	0.50		19	29
-87.153;-70.891	-0.000;0.144	#	0.116;0.181	#	#	#	0.114;0.265	#	1.817;10.827	#	0.441;0.623	-0.037;0.227	#	0.007;0.012	-0.748;0.178	-0.200;0.838	0.276;1.315	0.358;0.810	#	0.108;1.206	#	011000	0.121	0.655	1	74.39	9991	6210	0.59		19	29
-77.019;-62.469	0.127;0.207	-0.032;0.094	-0.051;0.123	#	0.030;3.275	#	#	#	-2.827;3.607	-0.165;0.666	#	#	#	#	#	#	#	0.029;0.660	#	#	-0.417;0.894	100001	1.000	1.000	1	82.00	9734	6215	0.41		9	9
#	-0.020;0.110	#	#	#	0.030;4.939	0.344;0.462	#	#	0.198;3.777	-0.366;0.473	#	#	-0.033;0.079	#	0.380;1.055	-0.453;0.659	#	#	#	#	#	100001	0.205	0.728	1	83.51	9888	6218	0.36		75	103
-82.133;-53.889	#	-0.016;0.120	#	#	0.030;3.275	0.201;0.421	#	#	0.398;3.777	#	#	#	#	#	#	-0.453;0.719	1.730;2.689	#	#	#	#	100001	0.055	0.559	1	81.51	9931	6228	0.32		85	152
#	0.021;0.065	#	0.138;0.227	-0.247;0.589	#	-0.102;0.367	0.050;0.272	0.108;0.742	#	0.324;0.669	#	-0.015;0.249	0.013;0.131	#	0.803;2.076	-0.250;0.933	#	#	0.066;0.103	0.066;1.493	0.078;0.850	011000	1.000	1.000	1	34.44	9760	6241	0.64		9	9
-111.729;-86.053	0.201;0.268	#	#	-0.191;0.282	#	#	#	#	#	#	0.130;0.463	#	#	#	#	-0.134;0.636	#	#	0.056;0.097	#	#	000100	1.000	1.000	1	20.11	9761	6242	0.27		9	9
-82.062;-49.310	-0.025;0.128	#	-0.037;0.139	0.792;2.008	#	0.062;0.235	-0.010;0.143	#	#	0.123;0.629	0.242;0.601	#	#	0.002;0.012	-0.248;1.018	#	1.749;3.563	#	#	#	0.894;1.540	100000	0.031	0.500	1	45.34	9765	6246	0.55		9	18
#	0.006;0.128	#	-0.051;0.142	#	#	0.344;0.671	#	#	#	#	0.178;0.522	#	#	#	0.380;1.055	#	#	#	0.029;0.103	-0.230;1.718	0.217;0.526	100001	1.000	1.000	1	93.05	9962	6248	0.36		38	38
-63.667;-52.541	#	#	#	-0.553;0.699	0.397;4.939	#	#	-0.046;0.293	0.198;3.607	#	0.295;0.514	#	#	#	#	#	#	#	#	#	#	100001	0.054	0.559	1	75.00	9983	6249	0.27		124	222
-83.784;-61.531	-0.074;0.059	-0.030;0.120	#	#	#	0.194;0.353	#	#	#	-0.132;0.312	#	#	-0.019;0.088	0.004;0.010	0.296;1.665	-0.396;0.252	1.351;2.114	#	#	-0.115;1.532	0.321;1.218	100001	0.126	0.661	1	54.17	9960	6253	0.55		39	59
#	#	#	0.082;0.207	#	#	0.124;0.401	#	#	1.584;9.733	0.081;0.586	0.484;0.752	0.047;0.450	0.028;0.100	#	0.343;0.437	-0.030;0.707	#	0.215;0.629	#	#	#	001000	0.090	0.618	1	94.16	9873	6254	0.45		47	76
#	-0.001;0.155	#	0.082;0.207	#	#	#	-0.042;0.234	-0.025;0.830	0.683;9.733	#	0.484;0.752	-0.047;0.369	0.028;0.100	#	0.343;0.437	-0.001;0.038	#	0.215;0.629	#	#	#	001000	0.013	0.667	1	122.00	6255	6255	0.50		0	0
#	-0.017;0.059	#	#	-0.174;1.007	2.842;11.015	-0.222;0.234	#	#	#	-0.132;0.312	#	#	-0.019;0.088	0.004;0.010	#	-0.396;0.252	1.351;2.114	#	0.069;0.094	-0.115;1.532	#	100001	1.000	1.000	1	93.17	9910	6257	0.50		38	38
-91.970;-66.722	#	#	#	#	3.936;10.065	0.292;0.569	#	-0.092;0.193	#	#	#	0.198;0.487	-0.006;0.056	#	#	-0.194;0.443	#	-0.014;0.438	#	-0.098;1.109	0.761;1.008	100000	0.000	0.333	1	91.56	6270	6270	0.45		0	0
#	0.050;0.154	0.155;0.317	#	#	#	#	0.213;0.359	0.948;1.415	#	0.491;0.898	#	#	#	#	0.272;0.985	#	#	0.262;0.657	#	#	#	000110	1.000	1.000	1	37.78	9790	6271	0.32		9	9
-73.739;-60.473	-0.047;0.098	0.102;0.188	#	#	1.078;4.202	0.170;0.336	#	#	0.741;4.074	#	0.719;0.877	#	#	0.004;0.012	0.722;1.111	#	#	#	0.079;0.123	#	#	000001	1.000	1.000	1	52.67	9792	6273	0.45		9	9
#	0.152;0.208	#	#	#	#	-0.149;0.154	#	#	1.506;8.912	#	0.220;0.542	#	#	0.005;0.011	-0.551;0.602	-0.013;0.738	-0.402;1.352	0.426;0.982	#	#	-0.015;0.556	001110	0.024	0.474	1	45.43	9797	6278	0.45		9	19
-93.746;-78.260	-0.017;0.095	#	0.160;0.230	-0.329;0.341	#	#	#	#	#	#	0.581;0.843	#	0.005;0.102	0.004;0.011	0.146;0.859	#	#	#	0.055;0.094	#	#	001100	0.024	0.474	1	54.05	9799	6280	0.41		9	19
-95.146;-82.308	#	#	#	-0.616;0.671	4.871;11.361	#	-0.032;0.198	#	#	#	0.511;0.730	#	#	0.006;0.011	0.463;0.983	#	#	#	0.058;0.125	#	-0.231;0.776	001100	0.063	0.576	2	44.56	9946	6281	0.41		38	66
#	#	#	#	#	#	0.072;0.217	#	#	0.398;3.607	#	#	#	#	#	#	#	#	-0.208;0.255	0.053;0.102	#	0.217;0.526	100001	0.416	0.839	1	91.46	9915	6285	0.23		47	56
-71.858;-59.448	#	#	#	#	#	#	#	#	#	-0.101;0.566	0.307;0.683	#	#	0.007;0.013	0.596;1.117	-0.293;0.627	#	0.081;0.350	#	0.143;0.933	0.519;1.058	110000	0.055	0.561	1	51.13	9866	6290	0.41		37	66
#	#	#	#	#	#	#	0.310;0.417	0.334;0.961	#	#	#	#	0.016;0.120	-0.006;0.011	#	0.213;1.117	#	#	#	1.399;2.225	0.517;1.828	001110	1.000	1.000	1	39.00	9810	6291	0.32		9	9
-113.654;-84.127	0.124;0.227	#	0.031;0.190	-0.511;0.282	2.238;8.848	0.078;0.219	#	#	#	#	#	#	0.115;0.209	#	#	#	#	#	#	#	#	000100	1.000	1.000	1	51.56	9831	6312	0.32		9	9
-96.547;-70.872	0.012;0.153	#	#	#	#	0.094;0.299	-0.024;0.167	0.257;0.611	#	#	#	#	#	0.005;0.012	0.115;1.214	#	0.914;1.770	0.235;0.877	#	#	#	001000	0.085	0.611	1	69.04	9989	6313	0.41		58	95
-110.645;-87.537	#	#	#	-0.445;0.671	#	#	#	#	2.237;12.339	#	0.298;0.478	0.127;0.332	0.136;0.182	#	0.328;1.332	#	#	#	#	#	#	001100	1.000	1.000	1	34.44	9840	6321	0.32		9	9
#	0.016;0.144	#	0.128;0.221	#	#	#	0.017;0.253	#	#	#	#	#	#	#	#	0.151;0.821	0.554;2.676	0.196;0.610	0.105;0.148	#	#	100000	1.000	1.000	1	31.44	9843	6324	0.32		9	9
-103.496;-71.361	-0.017;0.110	#	#	#	5.190;12.641	-0.076;0.175	#	0.198;0.916	6.935;10.144	#	#	0.002;0.239	#	0.001;0.008	0.107;1.123	#	#	0.447;0.739	#	#	0.094;0.871	001100	0.248	0.757	1	69.94	9907	6339	0.50		28	37
-87.153;-70.891	#	0.082;0.272	0.130;0.181	-0.626;0.626	#	-0.102;0.168	#	#	#	0.376;0.469	#	#	0.013;0.127	0.007;0.013	-0.923;0.505	#	0.276;2.522	#	#	0.108;1.217	-0.172;1.601	011000	0.063	0.574	2	69.61	9864	6345	0.55		27	47
#	#	#	0.130;0.227	#	#	#	-0.013;0.265	#	6.583;15.261	#	#	#	0.013;0.094	#	0.019;0.675	-0.263;0.933	0.378;2.055	#	#	0.854;1.206	0.097;0.779	011000	1.000	1.000	1	108.04	9865	6346	0.41		18	18
#	#	#	#	#	#	#	#	#	-2.044;4.498	#	#	#	#	#	-0.481;0.252	#	1.772;3.141	#	0.061;0.100	#	#	110000	0.075	0.596	1	48.39	9881	6357	0.18		28	47
#	0.024;0.174	0.003;0.317	#	#	5.856;10.423	#	#	-0.299;0.465	#	#	#	0.210;0.527	-0.001;0.053	#	0.050;1.497	-0.180;0.328	0.435;2.557	#	#	0.647;1.333	#	000001	1.000	1.000	2	29.11	9890	6371	0.45		9	9
-87.153;-70.891	-0.009;0.088	0.027;0.224	0.138;0.227	-0.046;0.618	#	#	#	-0.189;0.597	0.900;12.984	#	0.441;0.623	-0.015;0.249	#	0.004;0.014	#	-0.076;0.727	0.276;1.315	#	0.068;0.103	0.194;1.206	#	011000	0.044	0.535	1	69.60	9991	6375	0.64		84	157
-91.562;-75.903	#	0.017;0.218	#	#	3.452;8.620	-0.057;0.084	0.007;0.184	#	#	#	0.297;0.548	-0.028;0.137	0.017;0.144	#	0.442;0.944	-0.145;0.743	#	#	#	#	#	000110	0.078	0.600	1	66.01	9902	6383	0.45		27	45
-83.784;-61.531	#	-0.030;0.120	#	#	2.842;11.015	-0.222;0.234	#	#	0.398;6.061	-0.132;0.312	#	#	0.008;0.088	#	0.296;0.971	-0.396;0.659	1.351;2.114	#	#	-0.115;1.532	0.115;1.013	100001	0.132	0.667	1	81.84	9910	6391	0.55		36	54
#	-0.017;0.059	-0.030;0.120	#	#	2.842;11.015	-0.222;0.234	#	#	#	#	#	#	#	0.004;0.010	#	-0.396;0.252	1.351;2.114	#	#	-0.115;1.469	#	100001	1.000	1.000	1	96.66	9910	6391	0.36		45	45
-82.895;-81.875	0.085;0.224	#	0.158;0.312	-0.308;0.684	#	0.090;0.244	0.237;0.352	-0.067;0.537	1.219;5.169	#	0.389;0.706	0.040;0.509	#	#	0.379;1.093	#	#	#	0.068;0.122	#	0.139;0.983	100000	0.100	1.000	1	56.00	6410	6410	0.59		0	0
#	#	#	#	#	1.327;4.452	#	#	#	2.174;6.247	#	#	#	#	#	#	#	#	0.355;0.684	#	0.625;1.723	1.066;2.090	100001	0.144	0.679	1	36.80	9937	6415	0.23		19	28
#	-0.001;0.133	0.120;0.165	0.009;0.126	-0.274;0.290	#	0.191;0.386	#	-0.239;0.515	#	-0.240;0.524	#	#	0.016;0.167	#	#	-0.042;0.662	0.384;1.883	0.086;0.591	0.070;0.101	#	-0.303;0.344	010000	1.000	1.000	1	101.67	9940	6421	0.59		9	9
#	-0.007;0.103	#	#	#	2.163;6.249	#	-0.022;0.210	#	0.398;3.777	-0.132;0.651	0.379;0.559	#	#	#	#	#	0.999;2.114	-0.208;0.204	0.053;0.102	-0.115;1.321	#	100001	1.000	1.000	1	102.90	9942	6423	0.45		18	18
-92.504;-65.544	#	#	#	#	2.193;5.318	#	#	#	4.962;10.517	#	0.366;0.578	-0.086;0.343	#	#	#	0.166;0.719	1.268;2.671	#	0.056;0.111	0.911;2.557	0.120;0.748	010100	1.000	1.000	1	34.89	9944	6425	0.45		9	9
-92.504;-65.544	#	#	#	#	2.193;5.318	#	-0.000;0.276	0.042;0.771	4.962;10.517	0.055;0.426	0.308;0.636	#	#	0.006;0.011	-0.128;0.740	0.166;0.719	1.268;2.671	0.252;0.676	0.056;0.111	0.911;2.557	0.084;0.784	010100	1.000	1.000	1	34.89	9944	6425	0.68		9	9
-93.838;-82.273	#	#	#	-0.573;0.573	#	-0.149;0.187	#	0.019;0.600	1.506;8.912	#	#	-0.073;0.107	#	#	#	#	#	#	#	-0.073;1.367	#	001110	0.078	0.600	1	56.56	9948	6429	0.32		54	90
-63.667;-52.541	#	#	#	-0.502;0.699	#	#	#	-0.046;0.293	0.398;3.777	-0.215;0.312	#	#	#	#	#	-0.453;0.719	#	0.029;0.660	#	#	#	100001	0.050	0.549	2	71.96	9983	6433	0.32		145	264
#	#	#	0.234;0.359	#	0.267;6.276	-0.018;0.272	#	0.333;0.732	1.942;5.151	0.309;1.111	#	#	#	0.002;0.012	#	0.145;0.631	0.006;2.505	-0.062;0.587	0.052;0.111	#	#	000001	1.000	1.000	1	38.11	9956	6437	0.50		9	9
#	#	#	0.234;0.359	-0.288;0.717	#	#	#	#	#	#	0.648;0.997	#	#	#	#	0.145;0.631	0.006;2.505	-0.062;0.587	#	-0.184;1.215	#	000001	1.000	1.000	1	38.11	9956	6437	0.32		9	9
-83.784;-61.531	-0.017;0.059	-0.030;0.120	#	#	#	-0.222;0.234	#	#	#	-0.132;0.312	#	#	-0.019;0.168	0.004;0.010	#	#	1.351;2.114	#	#	-0.115;1.532	#	100001	0.088	0.615	1	69.00	9960	6441	0.41		72	117
#	#	-0.013;0.120	0.018;0.096	#	#	#	#	#	11.102;15.792	#	#	#	#	0.001;0.014	-0.270;1.080	-0.209;0.662	-0.518;1.502	#	#	-0.214;1.707	-0.133;0.315	100001	1.000	1.000	1	37.78	9961	6442	0.41		9	9
#	0.006;0.128	-0.035;0.094	#	-0.553;0.699	-0.083;4.939	0.344;0.671	#	#	0.198;3.777	-0.366;0.473	0.253;0.449	#	#	#	0.380;1.055	#	#	#	#	#	0.217;1.238	100001	1.000	1.000	1	109.42	9962	6443	0.45		36	36
#	#	0.010;0.239	#	0.214;1.484	-1.235;5.255	0.256;0.406	#	-0.041;0.426	3.499;8.190	-0.239;0.674	#	#	#	0.013;0.025	#	#	#	#	0.096;0.150	#	#	010010	1.000	1.000	1	30.67	9966	6447	0.41		9	9
#	#	#	#	#	#	0.344;0.462	-0.001;0.107	-0.181;0.495	#	-0.132;0.651	#	#	#	#	#	#	0.945;4.444	0.355;0.684	#	#	#	100001	0.061	0.571	1	59.78	9972	6453	0.27		36	63
#	0.097;0.153	0.227;0.338	#	-0.573;0.592	#	#	0.206;0.417	#	#	#	0.347;0.713	0.108;0.385	#	#	#	0.129;0.882	-0.640;1.653	#	0.057;0.107	#	#	001110	1.000	1.000	1	40.78	9973	6454	0.41		9	9
-90.813;-70.891	0.071;0.182	-0.012;0.162	0.084;0.154	#	1.001;6.245	#	-0.046;0.210	#	2.284;5.740	#	#	0.164;0.389	-0.008;0.131	#	-0.266;1.138	#	0.254;1.183	#	#	#	-0.172;0.793	011000	0.070	0.587	1	66.45	9997	6455	0.55		64	109
-96.975;-79.002	0.024;0.095	#	-0.006;0.161	#	#	#	#	#	#	-0.159;0.687	#	0.477;0.642	#	0.017;0.029	#	#	#	#	#	#	#	000001	0.051	0.705	1	23.00	6461	6461	0.27		0	0
-102.082;-70.843	#	0.017;0.150	#	#	8.748;11.753	-0.114;0.177	-0.040;0.248	#	#	-0.244;0.499	#	#	0.003;0.119	0.003;0.013	0.232;1.061	#	0.186;1.966	#	#	#	-0.324;0.718	000110	0.023	0.471	2	67.85	9611	6483	0.50		8	17
#	0.006;0.128	#	-0.036;0.142	0.388;1.188	1.694;4.939	0.344;0.462	#	#	0.198;3.777	-0.366;0.473	#	#	0.011;0.079	0.001;0.012	0.380;1.055	-0.453;0.659	0.945;2.058	#	0.055;0.103	#	#	100001	1.000	1.000	1	143.23	9888	6484	0.59		26	26
#	#	#	#	-0.316;0.543	6.718;10.324	-0.098;0.175	#	0.350;0.916	6.935;10.144	0.303;1.016	#	#	0.030;0.078	#	#	#	-0.481;1.709	#	0.058;0.125	#	-0.188;0.469	001100	0.318	0.795	1	50.89	9907	6485	0.45		35	44
#	0.006;0.128	-0.016;0.094	#	#	#	0.344;0.671	#	-0.088;0.242	#	#	#	#	#	#	0.296;0.971	#	0.945;4.444	#	#	#	0.217;0.526	100001	1.000	1.000	1	118.69	9888	6489	0.32		26	26
-96.547;-70.872	0.012;0.153	#	#	#	#	0.094;0.299	-0.024;0.167	0.257;0.611	#	#	#	-0.054;0.283	0.056;0.094	#	0.115;1.214	-0.001;0.585	0.914;2.183	#	#	#	#	001000	0.050	0.550	1	69.86	9989	6492	0.45		44	80
-73.739;-60.473	-0.047;0.098	0.017;0.117	#	#	#	#	#	#	#	-0.171;0.471	0.523;0.599	0.217;0.435	#	0.003;0.009	-0.266;0.756	-0.233;0.355	#	0.381;0.616	0.085;0.107	-0.294;1.139	-0.464;0.739	000001	1.000	1.000	1	210.47	9945	6494	0.59		35	35
#	-0.047;0.098	0.017;0.117	-0.023;0.154	#	#	0.170;0.336	#	#	#	#	0.270;0.599	#	#	0.003;0.009	-0.266;0.756	-0.233;0.355	-0.678;1.410	#	#	-0.315;1.139	-0.464;0.739	000001	0.106	0.638	2	113.38	9992	6494	0.50		143	224
#	#	#	#	#	#	0.195;0.522	#	#	0.398;3.777	#	#	#	#	#	#	#	1.679;2.491	#	#	#	#	100001	0.091	0.620	1	82.23	9931	6495	0.14		88	142
-100.247;-50.504	0.108;0.166	0.200;0.330	#	-0.191;0.479	#	-0.067;0.238	#	0.399;0.877	3.146;12.280	#	#	-0.080;0.362	#	#	#	-0.134;0.636	#	#	#	#	-0.227;0.617	000100	0.023	0.471	1	37.55	9626	6498	0.45		8	17
-63.667;-52.541	#	#	#	-0.553;0.699	-0.001;0.397	#	#	#	0.198;3.607	#	0.295;0.514	#	#	#	#	#	#	#	#	#	#	100001	0.100	1.000	1	75.00	6499	6499	0.23		0	0
-92.573;-66.897	#	#	#	#	#	#	#	#	4.429;10.107	-0.333;0.592	#	#	#	0.015;0.028	-0.084;0.939	#	2.149;3.621	0.262;0.742	#	#	#	110001	1.000	1.000	1	30.12	9628	6500	0.32		8	8
#	0.037;0.100	-0.001;0.177	-0.040;0.104	#	#	#	#	-0.217;0.581	0.398;3.607	#	#	#	#	#	#	#	#	0.308;0.759	#	1.779;3.042	#	100001	1.000	1.000	2	31.50	9630	6502	0.32		8	8
#	0.011;0.097	#	0.130;0.227	#	3.431;8.959	-0.102;0.203	-0.013;0.229	#	6.583;12.984	#	#	#	#	0.003;0.014	#	-0.037;0.815	#	0.284;0.594	#	#	0.097;2.466	011000	1.000	1.000	1	89.03	9947	6507	0.45		44	44
#	#	#	#	#	#	0.344;0.462	#	#	0.398;4.784	#	0.642;0.986	0.168;0.583	-0.033;0.106	0.012;0.017	#	-0.453;0.719	1.679;2.491	0.167;0.468	#	-0.217;0.771	#	100001	1.000	1.000	1	92.25	9636	6508	0.45		8	8
#	#	#	0.017;0.165	-0.450;0.450	#	-0.149;0.187	0.003;0.214	0.019;0.600	1.506;14.244	#	#	-0.069;0.288	#	#	#	0.202;0.738	-0.402;0.899	0.564;1.100	0.059;0.107	0.476;1.519	-0.278;0.637	001110	0.065	0.579	1	76.19	9959	6518	0.59		62	107
-81.039;-68.137	0.097;0.153	#	#	#	#	-0.012;0.160	#	0.019;0.600	#	#	0.220;0.542	#	#	#	#	#	#	#	#	#	#	001110	0.226	0.743	1	90.49	9675	6519	0.23		26	35
#	#	0.154;0.256	0.097;0.186	-0.326;0.379	#	#	0.099;0.283	0.252;0.316	#	0.533;0.841	0.356;0.651	0.036;0.294	#	0.006;0.014	#	0.031;0.589	-0.451;1.569	0.319;0.658	0.050;0.100	0.414;2.143	-0.002;0.447	001010	0.000	0.200	1	73.26	6522	6522	0.68		0	0
-113.654;-84.127	#	#	#	#	2.238;8.848	#	#	#	1.265;8.344	-0.063;0.492	#	-0.123;0.359	#	#	#	#	-0.190;1.076	#	#	1.606;2.649	#	000100	0.120	0.654	1	44.06	9831	6526	0.32		17	26
#	0.114;0.233	0.026;0.197	#	#	2.760;10.452	#	#	-0.042;0.555	2.425;7.486	#	#	#	#	#	#	0.358;1.745	#	0.562;0.976	0.055;0.108	1.598;2.559	-0.626;0.747	000010	1.000	1.000	2	55.25	9674	6546	0.45		8	8
-89.314;-68.137	0.097;0.153	0.005;0.135	#	#	#	-0.149;0.160	#	0.122;0.600	#	#	#	#	#	#	#	0.202;0.896	#	0.426;0.774	#	#	-0.227;0.581	001110	1.000	1.000	1	118.45	9675	6547	0.36		24	24
#	0.097;0.153	0.005;0.135	#	#	3.299;9.668	-0.149;0.187	0.022;0.195	#	#	#	#	#	0.114;0.130	#	#	#	#	#	#	#	#	001110	0.100	1.000	1	207.30	6547	6547	0.27		0	0
-79.277;-67.723	#	0.046;0.177	#	#	#	#	#	-0.046;0.501	1.906;5.239	#	0.484;0.752	#	0.026;0.097	0.003;0.014	0.343;0.437	-0.070;0.767	#	#	#	#	#	001000	0.156	0.690	1	92.20	9873	6548	0.41		60	87
#	#	-0.016;0.120	#	#	0.030;3.275	#	#	-0.140;0.336	0.398;3.777	#	#	#	#	#	#	-0.453;0.719	1.679;2.491	#	0.065;0.117	#	#	100001	0.103	0.634	2	78.99	9931	6552	0.32		78	123
#	#	0.030;0.141	-0.006;0.111	#	0.030;3.275	0.195;0.522	#	#	#	#	0.199;0.597	#	#	#	#	#	2.095;2.491	-0.208;0.625	#	#	#	100001	0.215	0.735	1	81.20	9931	6552	0.32		25	34
-87.153;-70.891	#	0.064;0.243	#	-0.226;0.427	#	0.047;0.211	-0.013;0.265	0.282;0.715	6.583;15.261	#	0.381;0.637	#	#	0.007;0.011	#	#	#	#	#	0.854;1.206	0.097;2.466	011000	0.203	0.727	1	81.34	9683	6555	0.50		24	33
-96.547;-67.723	#	#	0.082;0.207	#	#	0.124;0.299	#	-0.025;0.830	1.584;9.733	#	0.484;0.752	-0.054;0.450	0.056;0.100	#	0.343;0.437	#	#	0.215;0.629	#	#	#	001000	0.318	0.795	1	110.18	9873	6556	0.45		35	44
-109.279;-85.742	#	0.048;0.172	#	#	#	#	-0.039;0.206	0.041;0.383	8.810;13.130	#	0.276;0.549	-0.008;0.243	0.072;0.159	0.004;0.012	-0.190;1.006	0.122;1.127	#	#	#	#	#	101000	1.000	1.000	1	45.12	9690	6562	0.50		8	8
-91.777;-76.800	#	0.032;0.150	#	-0.573;0.573	5.118;8.363	-0.085;0.187	#	0.223;0.600	#	#	0.220;0.542	#	#	#	-0.551;0.568	#	#	0.165;0.982	#	#	#	001110	0.048	0.544	1	60.94	9959	6563	0.41		43	79
#	-0.100;0.113	-0.032;0.120	#	0.074;1.188	-0.688;7.229	#	-0.033;0.200	#	-0.368;3.088	0.251;0.706	#	0.061;0.436	0.014;0.070	#	0.296;0.746	#	0.309;2.226	0.137;0.660	#	#	-0.219;0.756	100001	0.081	0.605	1	68.37	9983	6567	0.59		26	43
-103.496;-71.365	#	0.037;0.155	#	-0.445;0.671	6.718;10.324	-0.099;0.125	-0.013;0.167	#	#	#	#	#	#	0.004;0.011	0.463;0.769	-0.117;0.619	#	#	#	0.150;1.083	-0.231;0.469	001100	0.031	0.500	1	51.68	9698	6570	0.50		8	16
#	-0.003;0.075	-0.016;0.120	#	0.951;1.621	0.030;3.275	#	#	-0.140;0.336	0.398;3.777	#	#	#	#	#	#	-0.453;0.719	1.679;2.491	#	0.065;0.117	#	0.569;1.647	100001	0.054	0.557	1	79.46	9878	6571	0.45		34	61
#	#	#	#	#	2.168;7.697	#	-0.024;0.252	#	#	0.116;0.643	0.484;0.752	#	0.028;0.134	#	#	#	#	0.088;0.756	#	2.157;3.694	#	001000	0.031	0.500	1	38.03	9701	6573	0.32		8	16
-73.739;-60.473	-0.047;0.098	#	#	#	#	0.170;0.336	#	#	#	-0.111;0.494	0.446;0.599	#	#	-0.001;0.013	0.108;0.756	-0.233;0.355	-0.256;1.284	0.279;0.534	0.061;0.127	#	-0.464;0.739	000001	0.109	0.642	1	128.67	9992	6574	0.55		113	176
-73.739;-60.473	-0.047;0.098	#	-0.023;0.154	#	#	0.170;0.336	#	#	#	-0.111;0.494	#	#	#	-0.001;0.013	0.108;0.756	-0.233;0.355	-0.256;1.284	0.279;0.534	#	#	-0.464;0.739	000001	0.080	0.603	1	117.04	9992	6574	0.50		149	247
-87.153;-70.891	-0.000;0.144	-0.000;0.149	#	-0.484;0.609	1.136;4.502	0.120;0.420	#	-0.035;0.742	#	-0.769;0.665	#	#	#	#	#	#	#	-0.093;0.472	#	#	0.697;2.026	011000	0.132	0.667	1	48.69	9997	6583	0.45		34	51
-87.153;-70.891	0.055;0.111	#	#	-0.590;0.715	1.136;4.502	0.120;0.420	#	-0.182;0.742	#	#	#	#	#	#	#	#	#	-0.093;0.472	0.076;0.099	#	0.697;2.026	011000	0.250	0.758	1	57.44	9997	6583	0.41		25	33
#	#	#	0.227;0.302	#	#	-0.034;0.207	#	#	#	0.094;0.847	#	#	0.003;0.126	0.003;0.013	#	0.213;0.793	-0.748;1.512	0.507;0.874	0.053;0.097	0.909;2.363	#	000110	0.145	0.680	1	35.93	9905	6587	0.45		17	25
#	#	0.054;0.133	#	#	#	-0.020;0.370	#	-0.290;0.442	#	#	#	0.435;0.653	#	#	#	-0.073;0.479	#	-0.003;0.279	#	-0.366;0.979	#	100000	1.000	1.000	1	96.00	9988	6589	0.32		17	17
#	#	#	0.112;0.297	0.616;1.846	0.376;8.909	0.025;0.298	#	-0.113;0.593	#	-0.077;0.564	#	#	#	#	0.309;1.235	0.170;0.756	#	#	#	0.182;1.582	0.697;2.026	011000	1.000	1.000	1	39.62	9720	6592	0.45		8	8
-86.110;-60.862	#	0.098;0.329	#	#	#	-0.085;0.187	0.206;0.388	#	3.119;10.155	0.168;0.883	0.220;0.542	-0.141;0.327	#	#	-1.401;0.568	#	#	0.167;0.704	#	0.883;2.941	#	001110	0.058	0.567	2	40.26	9987	6594	0.50		34	60
#	#	#	#	#	#	-0.085;0.106	0.310;0.417	#	#	#	#	#	#	#	0.265;0.805	0.213;1.117	-0.677;1.178	#	#	1.399;3.309	#	001110	1.000	1.000	1	39.12	9724	6596	0.27		8	8
-80.119;-68.137	#	-0.032;0.094	-0.051;0.104	-0.117;1.188	#	0.038;0.217	#	#	0.398;3.607	-0.215;0.651	#	#	#	#	#	-0.396;0.504	#	-0.208;0.255	0.053;0.103	#	0.217;0.526	100001	1.000	1.000	1	70.29	9853	6599	0.50		17	17
-79.635;-68.137	#	0.005;0.135	#	#	#	-0.149;0.187	0.003;0.214	0.019;0.600	#	-0.049;0.580	0.220;0.542	0.020;0.288	#	#	#	0.202;1.241	#	0.426;1.100	0.053;0.111	#	#	001110	0.045	0.538	1	68.17	9993	6605	0.50		121	225
#	0.127;0.207	#	-0.051;0.123	#	0.030;3.275	#	-0.022;0.210	#	#	-0.165;0.666	0.379;0.514	#	#	#	#	#	#	#	0.053;0.102	#	#	100001	1.000	1.000	1	51.32	9937	6606	0.32		17	17
#	-0.001;0.155	#	0.082;0.207	#	#	0.124;0.401	#	-0.025;0.830	1.584;14.858	#	0.484;0.752	0.047;0.450	0.028;0.100	#	0.343;0.437	-0.001;0.618	#	0.215;0.629	#	#	#	001000	0.094	0.623	1	94.14	9873	6608	0.50		43	69
