Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	-0.186;0.297	#	0.512;0.912	0.306;0.696	#	#	-0.210;0.733	-0.063;0.197	-0.008;0.709	#	#	-0.142;0.208	-0.140;0.101	0.507;0.827	#	0.149;0.565	010000	0.051	0.743	1	64.49	49395	35243	0.59		17	35
#	#	#	#	#	#	#	-0.080;0.190	#	#	#	#	#	-0.006;0.101	#	-0.242;0.165	#	010000	0.453	0.924	1	155.13	49996	35245	0.18		500	648
#	#	0.860;1.140	#	#	#	0.679;1.109	-0.136;0.364	0.508;0.958	0.442;0.892	0.079;0.479	0.317;0.789	0.803;1.083	0.097;0.597	#	0.286;0.573	0.284;0.691	010000	1.000	1.000	1	35.75	48624	35256	0.65		8	8
#	#	-0.577;0.230	0.114;0.404	#	#	0.019;0.790	#	#	#	#	0.670;0.903	0.104;0.742	0.101;0.592	#	#	0.747;1.045	001000	0.055	0.749	1	153.97	49445	35261	0.41		17	69
#	0.322;0.622	#	#	0.475;0.945	0.556;0.876	#	0.459;1.278	0.675;0.965	0.628;0.938	-0.114;0.166	0.316;0.778	0.472;0.541	#	#	0.558;1.053	#	000010	0.100	1.000	1	27.18	35270	35270	0.59		0	0
#	-0.128;0.558	#	0.264;0.594	#	0.077;0.889	#	#	0.237;0.617	0.093;0.593	0.519;0.769	#	0.084;0.742	#	0.680;1.048	0.109;0.675	#	001000	1.000	1.000	1	81.00	48652	35284	0.53		8	8
0.533;1.034	-0.234;0.802	#	#	-0.012;0.263	#	-0.234;0.191	-0.165;0.165	#	#	-0.098;0.192	#	#	0.037;0.377	0.072;0.342	#	-0.096;0.181	100000	0.143	0.824	1	109.14	48654	35286	0.53		8	17
#	-0.119;0.368	0.199;0.529	0.870;1.130	#	#	#	0.647;1.080	0.062;0.452	#	#	#	#	#	-0.148;0.292	0.197;0.563	#	100000	1.000	1.000	1	43.88	48657	35289	0.41		8	8
-0.094;0.446	#	#	#	#	#	#	#	0.062;0.452	0.624;0.954	0.331;0.721	#	0.125;0.525	0.341;0.611	-0.148;0.292	#	#	100000	1.000	1.000	1	43.88	48657	35289	0.41		8	8
#	#	#	-0.149;0.161	#	0.760;1.155	#	0.703;1.083	0.527;0.977	0.682;1.122	-0.133;0.177	0.746;1.011	#	#	#	#	0.702;1.079	000010	1.000	1.000	1	59.92	49046	35297	0.47		17	17
#	0.755;1.035	0.180;0.696	0.269;0.699	#	0.066;0.612	0.806;1.086	#	#	#	#	#	#	0.135;0.578	#	0.276;0.832	#	001000	0.143	0.824	1	81.56	48723	35355	0.41		8	17
0.684;1.114	0.700;1.081	0.562;0.787	#	#	0.167;0.432	#	#	#	#	#	#	#	0.661;1.136	#	#	0.120;0.567	001000	1.000	1.000	1	61.12	48729	35361	0.35		8	8
#	0.134;0.444	#	-0.181;0.417	0.430;0.790	0.154;0.404	0.079;0.559	-0.125;0.265	-0.125;0.148	#	-0.193;0.494	0.094;0.458	-0.115;0.265	-0.175;0.260	#	-0.161;0.229	#	010000	1.000	1.000	1	73.50	48730	35362	0.71		8	8
0.639;0.969	-0.142;0.423	#	#	#	0.310;0.800	#	#	#	0.400;0.416	-0.155;0.245	#	#	#	#	#	0.539;0.846	100000	0.067	0.949	1	101.67	35397	35397	0.35		0	0
#	0.601;1.021	#	#	0.750;1.461	0.107;0.547	0.845;1.155	#	-0.007;0.578	#	0.835;1.165	0.085;0.497	#	#	#	0.222;0.578	0.197;0.663	010000	1.000	1.000	1	65.75	48798	35430	0.53		8	8
-0.111;0.511	0.115;0.541	#	#	0.054;0.335	#	#	#	-0.220;0.481	#	-0.264;0.482	-0.037;0.546	-0.144;0.566	-0.091;0.229	#	0.002;0.684	0.207;0.623	000010	0.069	0.765	1	206.44	49918	35431	0.59		243	847
0.680;0.970	0.690;1.140	0.540;1.000	0.645;1.135	#	#	#	#	0.742;1.042	0.397;1.086	0.465;0.965	#	0.479;0.779	0.757;1.127	#	#	0.268;0.654	001010	1.000	1.000	1	39.75	48802	35434	0.59		8	8
#	-0.683;0.284	#	#	-0.216;0.224	0.477;0.827	#	#	-0.183;0.069	#	-0.153;0.247	0.501;0.919	-0.443;0.213	0.146;0.772	#	0.411;1.355	#	000110	1.000	1.000	2	101.38	48809	35441	0.53		8	8
#	0.850;1.150	#	-0.221;0.629	0.800;1.200	0.193;0.683	#	#	#	0.173;0.453	0.596;0.986	#	-0.161;1.044	-0.134;0.306	#	0.418;0.814	0.453;0.929	010000	1.000	1.000	1	65.88	48832	35464	0.59		8	8
#	#	#	#	#	#	#	#	-0.143;0.269	-0.008;0.462	#	#	#	#	-0.160;0.370	-0.331;0.388	#	010000	0.215	0.858	1	164.21	49996	35484	0.24		1088	1893
#	0.171;0.621	#	#	0.285;0.675	0.450;0.695	#	0.087;0.427	0.399;0.719	0.249;0.589	#	#	#	0.844;0.952	0.255;0.715	-0.189;0.503	0.378;0.849	000001	1.000	1.000	1	67.12	48857	35489	0.59		8	8
-0.072;0.268	0.063;0.458	0.187;0.647	0.414;0.814	0.274;0.644	0.363;0.683	0.402;0.732	#	#	#	-0.050;0.250	0.044;0.358	0.575;1.050	0.485;0.775	#	#	0.226;0.474	001000	1.000	1.000	1	64.75	48859	35491	0.71		8	8
-0.112;0.148	-0.171;0.219	-0.151;0.229	-0.149;0.251	-0.172;0.238	0.507;0.987	-0.152;0.208	0.697;0.954	0.614;1.024	0.815;1.185	-0.147;0.213	0.594;0.909	#	#	0.595;0.875	#	0.617;0.974	010000	1.000	1.000	1	69.88	48862	35494	0.82		8	8
#	-0.196;0.548	#	-0.077;0.323	#	#	0.541;1.011	#	-0.021;0.724	#	#	#	0.700;1.070	0.376;0.716	0.407;0.777	#	#	100001	1.000	1.000	1	47.88	48884	35516	0.41		8	8
#	-0.129;0.141	-0.137;0.173	#	0.413;0.794	-0.262;0.735	#	#	#	#	0.228;0.598	0.663;0.961	-0.094;0.213	-0.202;0.747	#	#	#	100000	0.279	0.880	1	124.45	48893	35525	0.47		16	25
0.611;0.971	-0.042;0.209	#	0.791;1.041	#	0.635;0.945	-0.002;0.377	#	#	#	#	0.345;0.590	#	#	#	-0.198;0.208	#	000001	1.000	1.000	2	37.75	48923	35555	0.41		8	8
0.600;1.100	#	0.430;0.910	#	#	0.180;0.366	0.294;0.724	#	#	0.743;1.170	0.398;0.778	0.273;0.693	-0.095;0.315	0.363;0.623	#	#	0.403;0.750	000001	1.000	1.000	1	61.50	49035	35667	0.59		8	8
#	#	-0.186;0.214	0.198;0.500	0.331;0.781	#	0.351;0.681	-0.198;0.723	#	#	#	#	#	-0.210;0.260	0.447;0.766	#	0.322;0.758	000001	0.155	0.830	1	124.18	49070	35702	0.47		24	49
#	#	-0.223;0.237	#	-0.145;0.145	0.079;0.301	#	0.494;0.938	#	0.239;0.489	-0.209;0.079	#	-0.195;0.410	#	0.671;1.062	0.601;1.032	0.637;1.104	100010	0.094	0.789	3	135.32	49072	35704	0.59		14	83
0.674;0.994	0.084;0.424	#	0.086;0.526	#	0.234;0.574	0.504;0.754	0.476;0.886	0.293;0.683	0.372;0.722	0.309;0.579	0.147;0.550	-0.162;0.198	0.307;0.637	0.027;0.696	0.327;0.762	0.349;0.716	000100	1.000	1.000	1	102.75	49109	35741	0.88		8	8
#	-0.175;0.190	#	#	#	#	-0.226;0.142	0.576;1.026	-0.222;0.228	#	#	-0.505;0.478	0.713;1.213	-0.178;0.272	-0.081;0.195	#	#	010000	1.000	1.000	1	42.62	49116	35748	0.47		8	8
#	0.523;0.963	#	#	#	0.043;0.473	#	-0.165;0.594	#	0.029;0.369	0.392;0.742	-0.030;0.572	#	-0.122;0.178	0.295;0.694	#	0.274;0.562	010000	0.054	0.747	1	119.02	49127	35759	0.53		8	33
-0.136;0.254	-0.159;0.291	0.113;0.543	0.469;0.969	0.392;0.802	0.440;0.790	-0.158;0.232	0.303;0.386	-0.124;0.196	0.439;0.859	-0.183;0.227	0.305;0.648	#	-0.114;0.176	0.298;0.708	0.433;0.809	0.115;0.521	000100	0.100	1.000	1	38.25	35760	35760	0.94		0	0
-0.304;0.260	0.048;0.508	0.691;1.101	#	0.025;0.501	#	#	-0.048;0.212	#	0.179;1.119	-0.198;0.272	#	#	#	#	#	#	000001	1.000	1.000	1	76.75	49130	35762	0.41		8	8
0.266;0.965	0.875;1.125	#	0.518;0.606	0.545;0.985	0.559;0.989	0.800;1.200	0.075;0.505	0.126;0.486	0.563;1.138	#	#	-0.147;0.584	0.021;0.401	-0.009;0.367	-0.039;0.426	#	000001	0.100	1.000	1	42.61	35784	35784	0.76		0	0
0.420;0.730	0.289;0.789	0.716;1.066	#	0.575;0.945	0.368;0.848	0.400;0.870	0.418;1.067	0.699;1.029	0.473;0.733	0.337;0.737	0.029;0.622	0.163;0.738	#	#	0.448;0.765	0.308;0.764	000001	1.000	1.000	1	66.38	49168	35800	0.82		8	8
0.420;0.730	0.289;0.789	#	0.622;1.102	#	0.368;0.848	#	#	0.699;1.029	0.733;0.845	0.407;0.667	0.357;0.622	#	#	0.400;0.790	#	0.308;0.764	000001	0.100	1.000	1	37.43	35800	35800	0.59		0	0
#	0.845;1.155	-0.186;0.214	#	#	#	0.770;1.230	0.233;0.723	-0.100;0.290	-0.219;0.231	#	#	#	-0.210;0.260	0.447;0.766	0.250;0.332	0.501;0.758	000001	0.057	0.912	1	104.60	35803	35803	0.59		0	0
#	0.820;1.180	-0.186;0.214	0.090;0.500	#	#	0.153;1.230	#	#	#	#	0.487;0.821	-0.089;0.331	-0.210;0.210	0.447;0.956	#	#	000001	1.000	1.000	1	80.48	49177	35809	0.47		16	16
-0.113;0.321	#	#	0.009;0.369	#	-0.112;0.215	#	-0.235;0.235	0.520;0.940	-0.196;0.240	#	#	#	#	#	#	#	000010	1.000	1.000	1	89.25	49197	35829	0.35		8	8
0.266;0.766	0.176;0.476	#	0.310;0.620	#	#	#	#	#	0.743;1.022	#	0.314;0.785	0.020;0.375	-0.169;0.171	0.212;0.612	0.006;0.497	#	000001	1.000	1.000	3	103.00	49202	35834	0.53		8	8
#	#	0.380;0.620	0.313;0.623	0.329;0.659	0.034;0.638	#	0.455;0.924	0.143;1.005	#	#	#	#	#	#	#	0.417;0.695	001000	0.131	0.816	1	144.85	49544	35854	0.41		35	88
0.018;0.286	-0.225;0.235	-0.135;0.457	#	#	#	#	0.502;0.540	#	-0.027;0.293	0.002;0.021	0.324;0.881	#	-0.244;0.564	#	0.200;0.908	0.186;0.642	001000	0.077	0.773	1	162.54	49227	35859	0.59		8	25
-0.525;0.215	-0.142;0.423	#	-0.200;0.200	#	-0.118;0.395	-0.234;0.514	0.551;1.148	#	#	#	#	#	#	#	#	0.844;1.194	100000	0.303	0.888	1	180.98	49986	35864	0.41		371	572
0.750;1.250	0.204;0.502	0.845;1.155	0.780;1.220	#	#	0.776;1.036	#	#	0.483;0.953	#	0.431;0.706	0.066;0.478	0.162;0.622	0.153;1.004	#	0.161;0.890	000001	1.000	1.000	1	42.62	49244	35876	0.65		8	8
#	0.152;0.797	#	#	0.864;1.134	0.339;0.866	#	0.049;0.429	0.865;1.170	#	0.759;1.009	#	#	#	#	0.354;0.651	#	000001	0.143	0.824	1	41.61	49244	35876	0.41		8	17
#	#	0.600;0.950	0.463;0.987	#	0.181;0.704	#	#	0.452;0.719	0.118;0.670	#	#	#	0.240;0.703	0.337;0.715	#	0.406;0.713	000001	1.000	1.000	1	124.10	49765	35887	0.47		41	41
0.855;1.145	#	#	#	#	#	#	0.310;0.630	#	0.612;0.912	#	-0.074;0.300	-0.221;0.259	-0.165;0.165	0.199;0.679	#	-0.039;0.209	010000	1.000	1.000	1	47.38	49264	35896	0.47		8	8
0.052;0.522	0.078;0.398	0.101;0.391	-0.022;0.428	0.243;0.553	0.009;0.279	0.032;0.352	0.488;0.898	-0.093;0.347	-0.029;0.281	0.003;0.503	0.497;0.919	-0.072;0.358	-0.076;0.224	0.423;0.893	0.494;0.989	0.502;0.869	000110	0.071	0.767	2	203.45	49271	35903	1.00		9	58
0.418;0.878	#	0.332;0.762	#	#	0.180;0.530	0.855;1.145	0.075;0.505	#	0.606;0.996	0.603;0.993	0.273;0.840	-0.163;0.287	#	#	-0.039;0.426	#	000001	1.000	1.000	1	87.00	49277	35909	0.59		8	8
-0.079;0.361	#	0.281;0.571	#	#	0.331;0.581	0.253;0.553	0.434;0.854	#	#	#	#	0.297;0.667	-0.050;0.350	#	#	#	000010	0.079	0.776	1	182.99	49279	35911	0.41		16	49
0.375;0.855	#	#	0.543;0.802	0.311;0.781	-0.016;0.334	#	0.290;0.760	#	0.029;0.299	0.292;0.602	0.283;0.559	#	-0.066;1.051	0.152;0.532	0.367;0.723	0.145;0.682	000100	1.000	1.000	1	93.88	49280	35912	0.71		8	8
#	#	#	#	-0.195;0.205	0.767;1.077	#	#	#	#	#	#	#	0.051;0.449	-0.235;0.235	#	-0.658;0.146	010000	1.000	1.000	1	83.95	49296	35928	0.29		24	24
-0.170;0.220	#	#	#	-0.184;0.186	0.400;0.900	-0.153;0.167	0.804;1.094	-0.194;0.236	#	-0.176;0.142	0.732;1.113	-0.115;0.237	-0.125;0.285	0.742;1.032	#	#	000010	0.077	0.773	1	119.66	49311	35943	0.65		8	25
#	#	0.380;0.787	0.269;0.699	#	-0.105;0.612	-0.123;0.347	0.118;0.508	0.261;0.681	#	-0.113;0.479	#	0.084;1.236	0.087;0.578	-0.036;0.354	#	#	001000	0.162	0.833	1	138.60	49558	35949	0.59		17	34
#	#	#	#	0.472;0.972	#	#	0.170;0.480	#	#	#	0.187;0.667	#	#	0.260;0.670	#	0.305;0.643	000001	0.180	0.842	1	105.50	49915	35956	0.29		150	276
#	-0.101;0.159	0.527;1.007	#	#	-0.262;0.496	#	0.552;1.083	#	#	#	0.542;1.472	-0.207;0.264	#	#	#	#	100000	0.221	0.860	1	118.47	49384	35962	0.35		25	50
#	#	-0.124;0.166	#	#	-0.052;0.218	#	#	#	0.780;1.220	-0.043;0.317	-0.231;0.231	#	#	-0.150;0.150	#	#	010000	1.000	1.000	1	29.12	49348	35980	0.35		8	8
#	#	0.380;0.665	#	#	-0.105;0.638	0.102;0.287	#	0.143;1.005	#	-0.010;0.234	#	#	#	#	0.244;0.521	0.333;0.691	001000	1.000	1.000	1	147.38	49353	35985	0.41		8	8
0.297;0.747	#	#	#	#	#	-0.173;0.641	0.050;0.783	#	0.245;0.728	-0.113;0.483	#	0.144;0.444	#	#	-0.013;0.921	#	001000	0.053	0.745	1	178.04	49880	35985	0.41		152	646
#	#	-0.143;0.237	-0.180;-0.041	#	0.253;0.553	#	-0.245;0.190	0.023;0.283	#	#	-0.211;0.325	-0.062;0.268	#	-0.195;0.226	#	#	010000	0.100	1.000	1	148.42	35991	35991	0.47		0	0
#	#	#	#	0.066;0.416	#	#	0.077;0.917	#	#	#	#	0.263;0.931	0.174;0.558	-0.107;0.780	#	#	001000	0.090	0.786	1	196.71	49922	36004	0.29		367	1047
0.140;0.766	#	#	0.140;0.397	-0.087;0.344	-0.008;0.038	#	#	0.086;0.594	0.568;0.917	-0.163;0.267	#	#	#	#	#	-0.026;0.460	000001	0.069	0.954	1	62.57	36012	36012	0.47		0	0
#	-0.119;0.371	#	#	#	0.799;1.179	0.341;0.731	#	#	#	0.232;1.196	0.764;1.020	-0.103;0.187	#	#	#	0.726;1.112	000010	0.162	0.833	1	52.80	49382	36014	0.41		8	16
0.750;1.235	0.207;0.310	#	#	#	#	#	#	#	#	0.678;0.978	#	0.348;0.598	-0.070;0.360	#	0.077;0.478	0.384;0.860	000010	0.100	1.000	1	45.00	36072	36072	0.41		0	0
#	0.790;1.210	#	#	#	#	0.763;1.215	#	#	#	#	#	#	#	#	#	#	001000	0.069	0.766	1	62.84	49699	36085	0.12		57	205
0.039;0.359	0.064;0.072	0.558;0.868	0.450;0.870	#	0.619;0.899	0.000;0.360	0.427;0.707	0.069;0.399	0.610;0.930	0.025;0.515	#	-0.173;0.177	#	0.088;0.508	0.442;0.768	0.229;0.725	000001	0.100	1.000	1	36.35	36089	36089	0.82		0	0
0.067;0.387	-0.186;0.254	-0.087;0.163	-0.122;0.188	-0.202;0.268	0.078;0.558	-0.205;0.275	0.235;0.938	0.144;0.424	0.005;0.305	-0.102;0.338	0.556;0.840	-0.162;0.338	0.367;0.817	0.484;0.744	0.554;0.880	0.570;0.838	000110	0.397	0.912	1	136.55	49478	36110	1.00		8	17
0.107;0.587	#	-0.118;0.222	-0.134;0.166	-0.054;0.226	0.544;0.964	-0.163;0.217	#	#	#	-0.033;0.217	#	#	-0.013;0.527	0.415;0.711	0.604;1.010	0.588;1.044	000110	1.000	1.000	1	85.00	49493	36125	0.65		8	8
-0.135;0.135	#	0.395;0.885	0.092;0.620	#	0.293;0.861	#	-0.225;0.225	-0.225;0.225	#	#	#	#	-0.155;0.155	#	#	0.440;0.718	000001	1.000	1.000	1	51.12	49506	36138	0.47		8	8
#	#	#	0.793;1.203	#	0.688;1.170	#	#	0.082;0.583	0.415;0.685	#	#	#	-0.178;0.758	#	#	0.227;0.596	000001	0.162	0.833	1	55.25	49520	36152	0.35		16	32
0.046;0.436	-0.068;0.412	#	#	0.366;1.229	#	0.797;1.197	0.536;0.846	-0.114;0.176	#	0.422;0.752	#	#	-0.116;0.134	#	#	#	100010	1.000	1.000	1	74.50	49542	36174	0.47		8	8
#	#	#	-0.180;0.234	0.795;1.205	#	#	-0.180;0.190	#	#	0.765;1.235	-0.237;0.325	#	#	#	#	-0.188;0.188	010000	0.162	0.833	1	42.16	49562	36194	0.35		8	16
-0.100;0.400	-0.147;0.243	0.596;0.926	0.755;1.245	0.390;0.750	#	-0.094;0.206	#	-0.147;0.203	0.120;0.719	-0.096;0.304	#	#	#	#	0.597;1.032	0.179;0.606	100010	1.000	1.000	1	51.75	49569	36201	0.65		8	8
0.865;1.135	0.318;0.795	0.415;0.725	0.485;0.855	0.870;1.225	#	#	-0.017;0.293	0.745;1.135	0.519;0.889	0.875;1.125	#	#	#	0.429;0.709	0.509;0.562	0.645;1.032	010000	0.100	1.000	1	40.00	36205	36205	0.71		0	0
#	#	0.587;0.907	#	#	#	#	#	#	#	#	#	#	#	#	#	#	000001	0.129	0.815	1	95.01	49897	36234	0.06		314	699
0.047;0.260	0.411;0.741	0.314;0.694	0.395;0.845	#	-0.040;0.390	0.336;0.596	-0.043;0.328	0.027;0.477	0.069;0.359	0.259;0.569	0.216;0.678	0.238;0.548	0.272;0.682	0.300;0.730	0.130;0.467	0.165;0.621	000100	0.100	1.000	1	70.81	36237	36237	0.94		0	0
#	#	#	#	#	0.032;0.492	#	#	#	-0.008;0.462	#	#	#	#	-0.160;0.370	#	#	010000	0.068	0.765	1	182.93	49954	36288	0.18		849	2722
-0.641;0.228	#	#	#	0.782;1.132	0.674;0.934	0.519;0.809	-0.159;0.191	0.765;1.235	#	0.705;1.075	-0.221;0.230	0.369;0.629	-0.202;0.228	-0.185;0.185	-0.082;0.294	0.084;0.461	000010	1.000	1.000	1	38.12	49673	36305	0.76		8	8
#	0.460;0.780	0.587;1.087	#	0.795;1.205	#	0.810;1.190	#	-0.178;0.192	-0.166;0.296	0.865;1.135	-0.125;0.287	-0.118;0.152	#	-0.195;0.326	#	-0.375;0.520	010000	1.000	1.000	1	39.00	49676	36308	0.65		8	8
0.536;0.856	#	0.587;1.087	0.830;1.170	#	-0.249;0.251	#	#	#	-0.166;0.174	#	#	#	#	#	-0.013;0.372	#	010000	1.000	1.000	1	39.00	49676	36308	0.35		8	8
-0.215;0.215	#	-0.175;0.245	#	#	-0.120;0.195	#	-0.165;0.467	#	-0.186;0.462	-0.098;0.222	#	-0.163;0.167	#	#	#	#	010000	0.155	0.830	1	187.39	49996	36319	0.41		753	1494
0.486;0.926	0.089;0.409	0.816;1.146	#	#	-0.186;0.314	0.242;0.662	0.530;1.060	0.585;0.945	#	#	0.112;0.476	-0.080;0.205	#	0.013;0.423	#	#	000001	1.000	1.000	1	42.62	49695	36327	0.59		8	8
#	0.738;1.168	0.608;1.179	#	#	-0.136;0.432	#	0.273;0.613	#	#	#	#	#	0.593;1.215	#	#	#	001000	1.000	1.000	1	53.13	49699	36331	0.29		32	32
#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.199;0.447	0.081;0.985	000001	0.052	0.744	1	167.33	49995	36335	0.12		755	3016
-0.072;0.238	#	0.023;0.273	#	0.284;0.952	#	-0.192;0.308	#	-0.081;0.309	-0.106;0.184	-0.128;0.312	-0.198;0.225	#	0.198;0.618	-0.150;0.160	0.360;0.676	0.136;0.384	000110	1.000	1.000	1	113.12	49725	36357	0.71		16	16
#	#	#	#	0.055;0.434	0.181;0.866	0.351;0.681	0.279;0.659	#	#	#	#	-0.070;0.658	0.485;0.571	0.153;1.004	#	#	000001	0.279	0.880	1	141.51	49732	36364	0.41		16	25
#	#	#	#	#	0.169;0.669	0.108;0.418	#	#	-0.100;0.170	0.311;0.761	0.367;0.819	#	0.687;1.007	#	#	0.195;0.672	000001	1.000	1.000	1	61.12	49739	36371	0.41		8	8
#	#	#	0.418;0.878	0.472;0.972	#	#	#	#	0.136;0.670	#	0.164;0.667	#	#	0.153;0.756	#	0.305;0.643	000001	0.206	0.854	1	118.63	49897	36394	0.35		197	351
#	0.320;0.927	#	0.034;0.737	0.310;0.518	#	#	#	#	#	#	0.438;0.874	#	#	#	#	#	000001	0.085	0.781	1	148.96	49947	36410	0.24		133	386
0.014;0.394	0.203;0.663	#	0.088;0.448	#	-0.039;0.704	0.351;0.642	0.589;0.839	0.076;0.624	#	#	0.488;0.920	-0.070;0.658	0.123;0.423	#	#	#	000001	0.324	0.893	1	158.18	49786	36418	0.59		17	25
0.533;0.913	#	-0.068;0.427	-0.152;0.337	0.557;1.057	#	-0.093;0.307	-0.447;0.300	-0.405;0.191	#	0.160;0.430	0.635;1.081	0.065;0.425	-0.179;0.181	#	-0.025;0.262	0.565;1.011	000010	1.000	1.000	1	64.88	49837	36469	0.76		8	8
#	-0.315;0.005	-0.175;0.235	#	#	#	-0.186;0.314	0.294;0.724	#	#	-0.098;0.271	#	#	#	-0.372;0.659	#	#	010000	0.141	0.822	1	160.34	49840	36472	0.35		56	120
-0.202;0.310	#	0.548;0.798	0.320;0.660	0.342;0.722	0.013;0.263	#	#	-0.092;0.218	0.535;0.915	0.625;0.985	0.114;0.463	#	-0.193;0.277	0.487;0.747	#	#	000100	1.000	1.000	1	51.62	49841	36473	0.65		8	8
0.574;1.245	0.190;1.004	#	-0.204;0.582	#	#	-0.293;0.744	0.490;0.750	#	0.755;1.245	#	0.035;0.526	-0.207;0.171	-0.079;0.311	#	#	0.647;1.104	100000	1.000	1.000	1	59.62	49856	36488	0.59		8	8
#	#	-0.115;0.304	0.755;1.215	#	0.749;1.009	#	0.231;0.621	#	#	#	-0.071;0.175	#	0.641;1.071	-0.145;0.235	0.356;0.771	#	000001	1.000	1.000	1	43.50	49873	36505	0.47		8	8
-0.343;0.671	0.339;0.809	#	-0.109;0.369	#	-0.047;0.433	#	#	#	#	0.070;0.679	#	-0.058;0.335	#	-0.170;0.786	0.587;1.052	#	000010	0.053	0.746	1	172.42	49886	36518	0.47		32	135
#	#	#	0.751;1.141	#	0.813;1.083	#	#	#	0.621;0.991	0.775;1.225	0.261;0.752	-0.279;-0.076	#	0.374;0.674	0.324;1.041	#	000001	0.100	1.000	1	25.43	36535	36535	0.47		0	0
#	0.144;0.394	0.784;1.104	#	0.870;1.190	0.813;1.083	0.758;1.138	#	#	0.190;1.119	#	0.261;0.705	#	0.593;0.853	0.374;0.674	#	0.343;0.710	000001	1.000	1.000	1	34.12	49903	36535	0.59		8	8
#	#	#	#	-0.072;0.100	#	#	#	#	#	-0.077;0.193	0.009;0.294	#	0.050;1.417	#	0.002;0.898	#	000010	0.096	0.791	2	158.39	49965	36557	0.29		161	421
-0.110;0.150	#	#	-0.214;0.256	#	0.240;0.570	#	#	#	0.179;0.670	#	#	#	#	0.353;0.633	0.357;0.686	0.176;0.643	000001	0.068	0.765	1	196.92	49948	36580	0.41		56	177
-0.111;0.142	#	-0.194;0.427	#	#	#	0.394;0.774	-0.449;0.838	#	-0.084;0.401	#	#	-0.034;0.585	0.000;0.185	#	0.246;0.692	#	000010	0.063	0.758	2	107.53	49956	36588	0.47		40	160
0.071;0.201	#	#	#	0.356;0.826	#	#	#	0.023;0.283	#	#	-0.211;0.325	#	#	-0.197;0.130	#	#	010000	0.056	0.750	1	106.67	49958	36590	0.29		16	32
#	#	#	-0.224;0.802	#	#	#	#	#	#	-0.155;0.245	#	-0.207;0.213	#	0.541;0.903	0.640;1.105	#	100000	0.101	0.795	1	187.95	49986	36595	0.29		868	2233
0.284;0.654	#	0.356;0.816	0.356;0.756	0.321;0.614	#	0.322;0.622	#	-0.172;0.188	-0.181;0.219	0.176;0.816	0.101;0.364	#	#	#	#	#	010000	1.000	1.000	1	54.25	49977	36609	0.53		8	8
0.253;0.707	#	#	0.131;0.451	0.152;0.462	#	0.770;1.080	0.234;0.776	#	#	#	0.241;0.585	0.328;0.688	-0.152;0.285	#	0.418;0.685	0.344;0.741	000001	1.000	1.000	1	118.75	49987	36619	0.59		8	8
#	#	0.210;0.235	#	#	0.326;0.704	#	0.085;0.661	#	0.068;0.468	#	#	0.106;0.409	0.159;0.414	#	0.134;0.787	0.176;0.985	000001	1.000	1.000	1	192.05	49527	36627	0.47		16	16
#	#	#	#	#	#	#	#	#	#	#	#	0.239;0.589	#	0.792;1.112	#	0.647;1.194	100000	0.088	0.784	1	110.47	49668	36632	0.18		85	241
0.154;0.711	0.440;0.868	#	#	#	#	0.689;1.069	#	0.329;0.582	#	#	#	0.114;0.712	0.127;0.703	#	0.263;0.720	0.427;0.725	000001	1.000	1.000	2	115.02	49915	36634	0.47		29	29
-0.113;0.202	#	#	-0.424;0.497	#	#	-0.183;0.223	#	0.588;0.768	0.401;0.781	#	#	#	#	#	0.532;0.938	#	000010	0.077	0.774	1	95.58	49784	36650	0.35		13	53
0.266;0.766	#	#	#	#	0.651;1.071	#	#	#	0.426;1.138	0.314;0.634	0.339;0.775	#	#	#	#	#	000001	0.401	0.913	2	105.21	49664	36653	0.29		45	61
0.067;0.778	#	0.201;0.475	#	0.126;0.586	-0.110;0.445	#	-0.025;0.242	#	#	#	-0.064;0.669	0.135;0.545	#	-0.143;0.197	#	#	000010	0.045	0.733	1	132.41	48338	36654	0.47		5	45
0.382;0.642	-0.142;0.441	0.257;0.617	#	0.875;1.125	0.815;1.185	-0.217;0.514	0.275;1.012	-0.066;0.284	#	-0.207;0.228	#	#	#	0.250;0.630	0.711;1.008	#	100000	1.000	1.000	1	45.00	48342	36658	0.65		5	5
-0.135;0.135	0.060;0.170	-0.114;0.166	0.766;1.086	0.135;0.385	1.100;1.135	-0.088;0.292	-0.170;0.170	-0.140;0.140	-0.005;0.285	0.536;0.976	-0.147;0.147	-0.446;0.089	#	#	-0.204;0.242	0.233;0.491	000001	0.100	1.000	1	51.00	36677	36677	0.88		0	0
#	#	0.269;0.759	#	#	#	#	0.800;1.100	0.122;0.283	0.127;0.476	-0.071;0.570	0.107;0.578	0.178;0.438	0.264;0.624	#	#	#	000010	1.000	1.000	1	97.00	48371	36687	0.47		7	7
0.373;0.743	0.780;1.272	0.762;1.032	0.778;1.038	0.048;0.348	0.765;1.035	0.820;1.180	0.308;0.648	-0.145;0.175	0.285;0.745	0.447;0.503	0.296;0.581	#	0.576;0.966	0.374;0.714	0.427;0.764	0.339;0.736	010000	0.100	1.000	1	24.33	36711	36711	0.94		0	0
