Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	0.022;0.512	-0.232;0.248	-0.083;0.187	#	#	#	#	#	#	0.301;0.654	#	#	-0.209;1.014	-0.240;0.545	-0.150;0.041	-0.223;0.223	010000	1.000	1.000	1	70.30	49881	31513	0.47		11	11
-0.228;0.252	#	#	#	#	#	-0.084;0.276	0.064;0.470	#	#	0.080;0.560	#	-0.011;0.239	0.489;0.932	-0.155;0.155	0.370;0.726	-0.145;0.192	000010	1.000	1.000	1	99.41	49941	31573	0.53		11	11
-0.195;0.285	#	-0.202;0.195	-0.164;0.216	-0.152;0.208	0.298;1.062	#	0.447;0.807	0.026;0.496	#	-0.206;0.191	-0.015;0.756	-0.622;0.183	#	#	0.495;0.743	#	000110	0.077	0.774	1	168.35	49945	31577	0.65		44	155
0.516;0.816	#	#	#	0.810;1.190	#	0.342;0.585	0.245;0.635	-0.150;0.842	-0.010;0.350	-0.007;0.333	0.744;1.010	#	-0.146;0.580	0.224;0.612	#	#	000001	1.000	1.000	1	80.95	49968	31600	0.59		11	11
#	-0.164;0.176	#	-0.057;0.693	-0.160;0.330	0.114;0.584	#	0.791;1.151	#	#	#	0.687;1.097	#	-0.167;0.219	0.698;1.018	0.712;1.023	#	100000	0.771	0.974	2	180.69	49976	31608	0.53		132	143
#	#	0.371;0.801	#	#	-0.155;0.215	#	#	-0.152;0.168	#	0.439;0.699	#	#	-0.034;0.227	-0.135;0.203	0.066;0.335	#	010000	1.000	1.000	1	73.88	49977	31609	0.41		11	11
#	-0.008;0.452	#	0.279;0.529	0.820;1.180	0.810;1.190	#	0.552;1.520	#	0.597;1.047	-0.167;0.193	0.196;0.520	0.028;0.438	#	0.265;0.615	0.736;0.983	-0.178;0.543	100000	1.000	1.000	1	47.14	48342	31658	0.71		7	7
#	#	#	0.279;0.529	0.550;1.180	0.810;1.190	-0.106;0.344	0.552;1.012	-0.157;0.333	0.597;1.047	-0.167;0.193	0.196;0.520	0.013;0.453	#	0.265;0.615	#	#	100000	1.000	1.000	1	47.14	48342	31658	0.65		7	7
-0.129;0.150	#	#	0.383;0.843	0.302;0.508	0.359;0.797	#	#	#	#	#	-0.231;0.231	#	#	#	0.313;0.728	0.045;0.585	000001	1.000	1.000	1	46.29	48367	31683	0.41		7	7
#	-0.147;0.153	-0.119;0.131	#	0.435;1.092	0.719;1.566	0.144;0.612	#	#	#	#	#	-0.213;0.253	-0.188;0.392	#	0.440;0.909	0.557;1.486	100000	1.000	1.000	1	52.00	48403	31719	0.53		10	10
#	#	0.592;1.032	#	#	#	#	#	#	#	#	0.586;0.842	0.191;0.531	#	#	0.385;0.632	#	010000	0.178	0.842	1	101.27	49845	31773	0.24		32	61
0.155;0.525	0.450;1.002	#	0.112;0.362	#	#	-0.014;0.286	-0.131;0.319	#	0.472;0.957	-0.193;0.297	0.250;1.161	#	#	-0.049;0.241	#	#	000001	1.000	1.000	1	67.90	48465	31781	0.53		10	10
#	#	#	-0.082;0.338	0.218;0.518	#	-0.162;0.168	0.725;1.520	#	-0.193;0.325	#	#	#	#	#	0.633;1.060	0.830;1.008	100000	0.554	0.943	1	136.65	49818	31791	0.41		21	32
#	-0.145;0.325	#	0.820;1.180	0.795;1.205	#	0.363;0.763	#	#	#	0.795;1.205	#	#	#	-0.172;0.235	#	0.273;0.660	010000	1.000	1.000	1	44.90	48561	31877	0.41		10	10
-0.129;0.654	#	#	#	0.760;1.056	0.419;0.778	#	#	0.161;0.573	0.367;0.677	#	#	#	#	#	#	0.324;0.713	000001	1.000	1.000	1	56.80	48576	31892	0.35		10	10
-0.067;0.330	-0.169;0.229	-0.119;0.143	0.172;0.555	0.023;0.283	#	#	#	#	-0.026;0.284	#	0.480;0.915	#	-0.188;0.219	#	#	#	100000	0.056	0.749	1	187.02	49729	31944	0.47		31	111
0.348;0.847	0.454;0.914	0.358;0.838	0.547;0.832	#	0.482;0.892	0.660;0.940	#	0.202;0.726	-0.090;0.380	#	0.141;0.707	0.273;0.872	-0.009;0.421	#	0.272;0.718	0.240;0.575	000001	1.000	1.000	1	119.10	48656	31972	0.76		10	10
#	-0.611;0.178	#	-0.184;0.357	#	0.765;1.130	-0.123;0.197	#	#	0.502;1.037	#	#	#	#	#	#	0.667;1.376	000010	1.000	1.000	1	76.00	49046	31981	0.35		21	21
-0.084;0.196	0.392;0.702	#	-0.134;0.316	#	#	0.486;0.766	0.268;0.538	-0.127;0.323	-0.099;0.321	0.261;0.701	-0.200;0.223	#	#	-0.063;0.367	0.093;0.479	-0.339;0.250	000010	1.000	1.000	2	90.10	48667	31983	0.71		10	10
#	-0.070;0.045	#	#	#	#	#	#	#	#	#	#	-0.059;0.253	-0.161;0.189	#	#	0.830;1.099	100000	0.396	0.912	1	209.40	49986	32027	0.24		311	430
0.487;0.797	0.565;0.965	#	#	0.168;0.468	0.248;0.608	#	0.290;0.750	0.250;0.730	0.137;0.660	0.341;0.781	0.086;0.536	#	#	#	0.355;0.781	0.174;0.621	001000	1.000	1.000	1	80.10	48713	32029	0.65		10	10
0.825;1.175	0.810;1.190	0.723;1.203	0.704;1.194	#	0.010;0.791	0.919;1.145	-0.151;0.690	0.683;1.180	#	#	0.433;0.741	0.850;1.080	0.442;0.948	0.265;0.673	#	#	001000	1.000	1.000	2	52.34	49699	32036	0.71		21	21
0.699;1.260	0.635;1.015	0.527;0.947	#	#	0.217;0.547	#	#	0.591;0.861	0.118;0.368	0.757;1.067	0.088;0.652	0.199;0.699	#	#	0.164;0.510	0.220;0.468	001000	1.000	1.000	1	57.90	48729	32045	0.65		10	10
#	0.052;0.522	#	#	0.037;0.347	0.770;1.230	#	#	#	#	0.684;1.164	#	#	#	#	#	0.231;0.727	000001	1.000	1.000	1	53.60	48736	32052	0.29		10	10
#	#	0.323;0.783	#	0.780;1.585	0.367;0.737	#	#	#	0.775;1.225	0.835;1.165	0.145;0.386	#	0.479;0.739	-0.075;0.415	#	#	000010	0.100	1.000	1	50.60	32068	32068	0.47		0	0
0.521;0.911	#	0.211;0.541	#	0.208;0.628	#	#	0.026;0.496	0.117;0.199	#	0.478;0.838	0.052;0.376	#	0.338;0.838	0.063;0.463	#	0.093;0.559	000100	0.100	1.000	1	92.50	32078	32078	0.59		0	0
#	0.397;0.847	#	#	-0.142;0.578	-0.182;0.208	#	#	#	#	0.422;0.712	0.541;1.026	#	-0.236;0.175	0.619;1.039	0.357;0.673	0.603;0.890	000100	1.000	1.000	1	79.90	48779	32095	0.53		10	10
0.281;0.596	#	0.750;0.938	-0.057;0.193	-0.171;0.189	#	#	#	#	#	#	#	#	-0.106;0.219	#	#	0.534;0.991	100000	1.000	1.000	1	139.50	49330	32097	0.35		32	32
-0.185;0.235	#	#	#	#	#	0.750;1.250	-0.210;0.602	0.061;0.371	#	#	#	#	#	#	#	#	010000	0.243	0.868	1	79.90	49104	32148	0.24		32	53
#	#	0.241;0.691	#	#	#	0.482;0.772	0.215;0.545	0.557;0.857	0.474;0.844	-0.108;0.605	#	#	#	#	#	#	000010	0.074	0.771	1	86.13	48833	32149	0.35		10	32
-0.200;0.418	#	0.451;0.633	0.245;0.675	0.224;0.524	0.314;0.624	#	#	0.680;1.040	#	#	#	-0.178;0.400	0.215;0.726	-0.145;0.145	0.273;0.592	0.086;0.434	000001	1.000	1.000	2	100.70	48834	32150	0.65		10	10
-0.167;0.203	0.165;0.525	#	#	#	#	0.359;0.609	0.667;0.927	#	0.356;0.726	-0.060;0.315	#	0.625;0.975	#	#	0.558;1.043	#	001000	1.000	1.000	1	61.80	48859	32175	0.47		10	10
-0.185;0.235	0.875;1.125	#	#	#	0.149;0.439	#	-0.210;0.602	#	0.093;0.533	#	#	#	#	#	#	0.100;0.437	010000	1.000	1.000	1	84.70	48865	32181	0.35		10	10
-0.071;0.360	-0.166;0.651	-0.111;0.691	#	#	#	#	#	#	#	#	0.053;0.555	#	#	#	#	#	000010	0.053	0.746	1	231.78	49998	32192	0.24		1440	6311
0.571;1.011	#	#	#	0.186;0.702	#	0.017;0.357	-0.073;0.187	0.185;0.605	#	-0.048;0.342	0.141;0.695	#	#	0.377;0.657	#	#	000001	1.000	1.000	1	70.00	48923	32239	0.47		10	10
-0.440;0.138	#	-0.218;0.664	-0.138;0.215	#	#	#	#	-0.118;0.229	-0.194;0.385	-0.151;0.246	0.836;1.084	-0.170;0.145	-0.102;0.178	0.629;1.009	0.743;1.022	#	100010	0.105	0.798	1	209.80	48937	32253	0.65		20	305
-0.208;0.498	-0.215;0.233	#	#	#	-0.038;0.342	-0.227;0.263	0.395;0.805	-0.156;0.346	#	#	#	-0.183;0.206	-0.208;0.212	0.332;0.782	#	#	000100	0.125	0.812	1	257.31	49959	32261	0.53		1097	2762
0.442;0.742	0.473;0.853	#	0.782;1.032	0.705;1.125	#	0.398;0.758	0.004;0.650	0.457;0.858	0.242;0.706	0.777;1.047	#	#	#	0.187;1.083	-0.207;0.465	0.158;0.394	000001	1.000	1.000	1	68.60	48964	32280	0.71		10	10
0.827;1.167	0.531;0.781	#	#	0.288;0.678	0.664;1.094	#	#	0.495;0.985	0.870;1.130	0.492;0.787	#	#	0.084;0.414	0.145;0.629	0.254;0.739	#	000010	1.000	1.000	3	50.90	49037	32353	0.59		10	10
#	#	#	-0.184;0.357	#	0.765;1.016	-0.355;0.237	#	#	0.767;1.037	#	#	#	-0.034;0.350	#	0.737;1.034	#	000010	1.000	1.000	1	76.72	49046	32362	0.35		20	20
#	0.820;1.180	#	#	-0.054;0.396	#	#	-0.210;0.602	#	0.459;0.809	#	#	#	#	-0.170;0.170	0.195;0.651	-0.243;0.243	010000	1.000	1.000	1	56.30	49076	32392	0.41		10	10
-0.167;0.303	-0.132;0.238	-0.113;0.247	#	-0.112;0.198	0.528;0.868	-0.179;0.246	#	0.541;0.971	0.303;0.957	-0.093;0.187	0.194;0.587	#	#	0.142;0.330	#	0.131;0.627	000001	1.000	1.000	1	102.60	49129	32445	0.71		10	10
#	#	0.326;0.786	#	#	#	#	#	-0.022;0.574	#	0.076;0.734	0.223;0.697	-0.010;0.400	#	0.052;1.083	#	#	000001	0.091	0.787	1	167.86	49928	32453	0.35		477	1263
-0.215;0.227	#	0.114;0.414	-0.140;0.160	-0.213;0.204	#	#	#	-0.186;0.282	0.344;0.725	-0.173;0.217	#	0.248;0.873	#	#	#	#	010000	0.147	0.825	1	145.06	49142	32458	0.47		10	21
#	0.463;1.051	#	#	#	0.240;0.670	-0.046;0.424	0.337;0.609	#	0.303;0.957	-0.115;0.135	0.511;0.806	#	#	#	0.594;0.999	#	000001	1.000	1.000	1	97.10	49173	32489	0.47		10	10
#	#	0.592;1.032	#	0.875;1.125	#	#	0.155;0.625	#	#	#	0.586;0.842	0.191;0.531	0.087;0.417	#	#	0.474;0.792	010000	1.000	1.000	1	59.40	49175	32491	0.41		20	20
#	0.857;1.127	#	#	#	0.686;1.056	0.815;1.185	-0.102;0.625	#	#	#	#	#	#	0.734;1.014	0.385;0.632	0.484;0.782	010000	1.000	1.000	1	65.00	49175	32491	0.41		10	10
#	#	-0.224;0.236	-0.194;0.196	-0.169;0.236	#	#	#	-0.127;0.003	-0.195;0.195	-0.178;0.182	#	-0.097;0.421	-0.139;0.263	#	0.668;1.108	0.830;1.486	100000	1.000	1.000	1	216.12	49986	32508	0.59		128	128
#	0.329;0.629	#	#	#	#	-0.664;0.301	0.553;1.023	#	#	#	0.758;0.974	#	#	0.578;1.551	#	0.795;1.497	100000	1.000	1.000	1	130.59	49668	32508	0.35		53	53
0.024;0.342	0.249;0.731	-0.032;0.773	0.033;0.323	#	0.384;1.012	#	0.293;0.991	0.595;0.925	#	#	#	0.452;0.872	-0.143;0.383	#	0.560;1.015	#	001000	1.000	1.000	1	69.40	49206	32522	0.59		10	10
0.265;0.705	0.290;0.547	#	-0.158;0.731	-0.110;0.681	#	0.039;0.701	-0.066;0.204	0.238;0.896	-0.059;0.576	#	#	0.049;0.759	#	0.107;0.418	#	0.205;0.503	001000	0.428	0.919	2	121.96	49237	32542	0.65		31	41
#	#	#	#	#	#	0.016;0.297	-0.009;0.491	#	0.790;1.210	#	#	#	#	#	0.006;0.382	#	010000	0.055	0.748	1	91.56	49251	32567	0.24		10	41
#	#	#	#	#	0.294;0.903	0.412;0.662	-0.179;0.650	0.538;0.858	#	#	#	#	#	0.080;1.083	#	#	000001	0.164	0.834	1	140.82	49763	32571	0.29		84	156
0.790;1.210	#	#	-0.529;0.613	#	#	0.439;0.809	0.238;0.563	0.118;0.726	#	0.346;0.616	0.301;0.963	0.049;0.746	-0.072;0.298	0.127;0.437	0.177;0.837	0.501;0.749	001000	1.000	1.000	1	110.60	49260	32576	0.71		10	10
#	0.820;1.125	#	-0.189;0.333	#	#	#	-0.210;0.602	#	#	#	#	-0.156;0.194	#	-0.175;0.624	#	-0.154;0.300	010000	1.000	1.000	1	51.60	49264	32580	0.35		10	10
0.132;0.803	-0.242;0.520	0.333;0.869	#	#	#	-0.103;0.772	-0.198;0.165	0.452;0.852	#	0.615;0.895	#	0.712;1.072	#	#	-0.190;0.338	#	000010	1.000	1.000	1	55.80	49278	32594	0.53		10	10
#	#	#	#	0.751;1.071	#	-0.248;0.534	-0.135;0.135	-0.193;0.329	-0.009;0.440	#	0.129;0.413	#	#	#	#	#	000010	1.000	1.000	1	60.40	49292	32608	0.35		10	10
-0.140;0.140	#	#	0.658;1.148	#	#	#	#	#	#	-0.033;0.307	#	#	0.755;1.245	#	#	#	010000	1.000	1.000	1	45.10	49348	32664	0.24		10	10
0.867;1.175	#	#	#	0.139;0.569	#	#	0.750;1.000	#	-0.046;0.204	0.452;0.822	0.637;0.892	#	#	#	0.556;0.903	#	000010	1.000	1.000	1	69.50	49412	32728	0.41		10	10
#	0.810;1.019	0.637;1.087	#	#	0.408;0.798	0.753;1.083	#	#	0.090;0.570	0.720;1.150	0.403;0.845	0.800;1.200	0.720;1.090	0.223;0.723	0.467;0.734	0.486;0.764	001000	1.000	1.000	1	51.60	49453	32769	0.71		10	10
0.865;1.145	0.810;1.190	0.612;1.112	#	0.730;1.160	0.408;0.798	0.753;1.083	0.243;0.703	#	0.090;0.370	0.720;1.150	#	0.870;1.130	0.720;1.090	0.223;0.723	0.467;0.734	#	001000	1.000	1.000	1	51.60	49453	32769	0.76		10	10
-0.009;0.451	0.005;0.275	-0.048;0.931	0.065;0.315	-0.174;0.316	0.230;0.620	#	#	0.645;1.075	0.333;0.753	0.020;0.330	-0.049;0.226	-0.113;0.257	0.494;0.744	#	0.188;0.613	-0.225;0.232	000001	1.000	1.000	1	63.80	49465	32781	0.82		10	10
0.058;0.418	#	#	0.048;0.272	-0.211;0.261	-0.079;0.271	#	0.392;0.852	-0.188;0.272	#	0.247;0.517	-0.009;0.482	#	0.211;0.651	-0.162;0.494	#	0.092;0.489	100000	0.178	0.841	2	241.46	49982	32827	0.65		11	21
#	#	-0.137;0.273	0.056;0.406	-0.033;0.526	0.334;0.716	0.466;0.966	0.122;0.582	#	#	#	-0.192;0.192	-0.291;0.774	0.202;0.702	-0.140;0.140	#	#	001000	1.000	1.000	1	79.70	49534	32850	0.59		10	10
0.031;0.053	-0.008;0.352	0.106;0.356	0.404;0.704	0.331;0.711	0.056;0.416	0.777;1.217	0.541;0.841	-0.099;0.161	-0.019;0.401	0.412;0.762	0.523;0.916	0.524;0.924	-0.166;0.184	0.553;0.813	0.296;0.771	0.434;0.900	100010	0.100	1.000	1	47.76	32858	32858	1.00		0	0
#	#	0.248;0.786	0.383;0.803	0.203;0.702	0.074;0.524	0.422;0.832	-0.215;0.292	#	#	0.593;1.003	0.059;0.373	#	0.311;0.601	-0.106;0.779	#	#	000001	0.147	0.825	1	94.30	49559	32875	0.59		10	21
#	#	-0.090;0.350	-0.195;0.195	#	0.591;1.061	#	-0.175;0.246	#	#	#	#	-0.122;0.298	-0.012;0.378	-0.135;0.305	#	#	010000	1.000	1.000	1	98.57	49562	32878	0.41		50	50
#	0.444;0.853	0.830;1.170	#	0.600;0.920	#	#	0.218;0.628	#	#	#	0.413;0.904	0.195;0.565	#	#	0.002;1.255	0.491;0.898	000001	1.000	1.000	1	76.90	49567	32883	0.47		10	10
-0.025;0.325	-0.127;0.223	0.541;0.981	0.755;1.245	#	0.515;0.805	-0.159;0.271	0.686;0.936	-0.122;0.178	0.269;0.669	-0.026;0.234	#	-0.033;0.277	-0.127;0.163	0.547;0.877	0.592;1.136	0.149;0.635	100010	1.000	1.000	1	68.50	49569	32885	0.88		10	10
#	#	0.340;0.800	0.456;0.836	1.065;1.180	0.614;0.914	0.810;1.190	#	0.690;1.190	0.454;0.954	0.805;1.195	#	0.343;0.773	0.257;0.687	#	0.210;0.537	#	010000	0.100	1.000	1	49.71	32889	32889	0.65		0	0
#	-0.051;0.458	#	#	0.156;0.446	0.462;0.742	#	0.142;0.432	#	#	-0.155;0.248	0.283;1.061	#	#	#	#	#	100000	0.065	0.761	3	153.88	49609	32925	0.35		20	71
#	0.147;0.925	#	#	#	0.517;0.935	#	0.141;0.723	0.266;0.726	#	0.527;0.997	#	#	#	#	#	0.468;0.736	000001	0.637	0.956	1	159.23	49915	32935	0.35		131	151
#	#	#	-0.158;0.465	-0.172;1.445	#	#	#	#	#	#	#	0.117;0.559	0.129;0.361	#	#	0.190;0.934	001000	0.074	0.771	1	222.85	49969	32974	0.29		801	2480
#	#	0.354;0.625	#	0.104;0.597	#	#	#	0.557;1.040	0.620;1.090	#	#	-0.050;0.429	-0.183;0.535	#	#	0.408;0.792	000001	1.000	1.000	2	125.68	49666	32982	0.41		20	20
0.485;0.855	0.329;0.928	0.471;0.741	0.190;0.510	#	#	0.413;0.873	-0.057;0.193	0.302;0.692	0.252;0.722	0.045;0.734	#	0.510;0.760	#	#	#	-0.068;0.190	000100	1.000	1.000	1	85.70	49674	32990	0.65		10	10
#	0.329;0.589	0.471;0.741	#	0.233;0.693	#	0.413;0.873	#	0.302;0.692	#	#	0.013;1.251	0.405;0.865	0.446;0.990	#	0.083;0.459	#	000100	1.000	1.000	1	85.70	49674	32990	0.53		10	10
#	0.395;0.845	#	#	#	#	0.805;1.195	#	#	-0.130;0.230	#	-0.066;0.228	#	-0.068;0.137	#	#	#	010000	1.000	1.000	1	45.40	49676	32992	0.29		10	10
0.514;0.844	0.069;0.429	#	#	#	-0.091;0.287	#	#	#	0.415;0.903	0.307;0.940	0.241;0.510	-0.095;0.195	#	0.065;0.667	#	0.324;1.029	000001	1.000	1.000	1	37.10	49695	33011	0.53		10	10
-0.184;0.280	#	#	-0.164;0.196	#	#	0.060;0.380	-0.185;0.294	0.569;1.039	#	-0.145;0.204	-0.185;0.287	#	#	#	#	-0.154;0.229	010000	1.000	1.000	1	105.20	49710	33026	0.47		10	10
-0.123;0.147	#	#	0.317;0.717	#	#	#	#	-0.127;0.308	#	#	0.758;1.500	0.024;0.514	0.061;0.431	0.708;1.109	0.242;0.987	#	100000	1.000	1.000	1	170.39	49729	33045	0.47		77	77
-0.068;0.352	-0.205;0.295	0.369;0.679	0.352;0.822	0.535;0.885	#	0.128;0.398	0.647;0.937	-0.226;0.274	-0.090;0.369	0.194;0.731	0.465;0.721	-0.204;0.276	0.647;1.047	0.602;0.862	0.442;0.887	0.410;0.667	000001	1.000	1.000	1	71.20	49739	33055	0.94		10	10
-0.084;0.316	#	#	0.317;0.757	0.353;0.673	0.240;0.753	#	#	-0.239;0.171	#	#	0.074;0.359	-0.244;0.246	-0.224;0.226	0.080;0.999	#	#	000001	0.162	0.833	1	103.36	49762	33078	0.53		10	20
#	-0.180;0.240	#	#	#	#	#	0.272;0.692	#	-0.044;0.396	0.386;0.646	0.074;0.359	-0.244;0.246	#	#	0.417;0.753	#	000001	1.000	1.000	1	116.60	49762	33078	0.41		20	20
#	-0.148;0.105	#	-0.309;0.175	#	0.256;0.576	0.318;0.718	0.730;1.000	-0.208;0.020	-0.235;0.235	0.800;1.200	#	-0.204;0.206	#	-0.240;0.240	0.784;0.926	-0.228;0.154	010000	1.000	1.000	2	62.10	49766	33082	0.71		10	10
-0.506;0.161	#	#	#	#	0.434;0.952	#	#	-0.219;0.279	0.056;0.558	0.204;0.284	#	#	#	-0.062;0.215	#	#	010000	1.000	1.000	1	137.95	49793	33109	0.35		20	20
-0.097;0.233	-0.163;0.247	#	#	#	#	-0.076;0.254	0.700;1.090	0.356;0.716	0.755;1.245	#	0.030;0.314	0.168;0.538	0.639;0.989	#	0.755;1.022	0.168;0.436	000010	1.000	1.000	1	56.10	49806	33122	0.65		10	10
-0.175;0.586	#	#	0.285;0.314	#	#	-0.103;0.601	-0.086;0.591	#	0.017;0.437	#	0.053;0.556	-0.821;0.276	#	#	#	#	000010	0.186	0.845	1	228.67	49998	33124	0.41		82	153
0.850;1.150	0.144;0.544	0.663;1.113	0.741;1.111	0.606;1.046	#	0.690;1.050	-0.147;0.582	#	0.974;0.985	0.493;0.763	0.115;0.400	0.433;0.833	#	0.223;0.723	0.034;0.499	#	010000	0.100	1.000	1	59.00	33130	33130	0.76		0	0
0.850;1.150	0.144;0.544	0.510;1.113	0.741;1.111	#	0.426;0.776	#	-0.187;0.263	#	0.655;0.985	0.493;0.763	#	#	#	0.223;0.723	#	0.143;0.491	010000	1.000	1.000	1	57.00	49814	33130	0.59		10	10
0.568;0.878	0.120;0.250	#	-0.181;0.336	0.567;1.047	#	#	#	-0.144;0.146	#	#	#	#	#	#	#	#	000010	0.053	0.871	1	68.20	33153	33153	0.29		0	0
0.362;0.742	#	#	#	#	#	-0.664;0.290	0.786;1.520	-0.079;0.160	0.290;0.760	#	0.189;0.566	#	-0.010;0.339	0.447;1.079	0.715;1.061	0.219;0.715	100000	1.000	1.000	1	70.43	49843	33159	0.59		20	20
#	#	0.592;1.032	#	#	#	0.805;1.195	#	-0.060;0.390	-0.130;0.230	0.838;1.185	#	0.147;0.587	0.368;0.698	#	#	#	010000	1.000	1.000	1	56.10	49845	33161	0.41		10	10
-0.200;0.136	0.636;1.016	#	#	#	0.644;1.114	#	0.291;0.681	-0.117;0.263	#	0.737;1.087	#	-0.112;0.866	0.626;1.086	-0.120;0.210	#	#	000001	1.000	1.000	1	58.40	49873	33189	0.53		10	10
-0.200;0.289	#	0.020;0.350	0.320;0.562	#	#	0.031;0.302	#	0.557;0.843	#	-0.187;0.201	#	#	#	0.596;1.206	#	0.603;0.950	000001	1.000	1.000	2	83.20	49890	33206	0.47		10	10
-0.071;0.582	#	#	-0.305;0.317	#	-0.106;0.444	0.095;0.495	-0.086;1.228	#	0.058;0.428	#	0.053;0.556	#	-0.016;0.405	-0.220;0.683	#	#	000010	0.081	0.778	1	261.57	49998	33208	0.53		566	1719
-0.003;0.303	#	#	-0.188;0.582	0.179;0.427	#	0.039;0.470	#	#	0.014;0.449	-0.381;0.440	#	0.249;0.838	#	#	0.345;0.741	#	001000	0.144	0.824	1	254.74	49962	33209	0.47		191	394
-0.184;0.280	-0.070;0.180	-0.016;0.452	-0.164;0.222	#	#	#	-0.175;0.200	0.569;1.039	#	-0.145;0.204	#	0.611;0.931	#	-0.165;0.125	-0.008;0.335	#	010000	1.000	1.000	1	107.90	49932	33248	0.59		40	40
-0.193;0.143	#	-0.064;0.264	-0.177;0.241	-0.146;0.154	#	-0.051;0.209	#	0.400;0.690	0.565;0.845	-0.092;0.228	0.703;1.145	#	#	#	0.085;0.959	0.740;1.116	001000	0.277	0.879	1	115.63	49946	33262	0.65		30	47
#	-0.225;0.225	0.790;1.210	#	#	0.129;0.602	#	#	-0.220;0.947	0.531;1.011	#	0.330;0.575	-0.172;0.175	-0.152;0.437	#	0.748;1.193	0.532;0.929	100000	1.000	1.000	1	83.50	49953	33269	0.59		10	10
#	#	#	-0.083;0.187	#	#	#	-0.195;0.195	#	#	0.301;0.751	-0.192;0.252	0.790;1.210	-0.209;1.014	-0.001;0.545	-0.150;0.041	#	010000	1.000	1.000	1	90.40	49955	33271	0.47		10	10
#	0.237;0.587	#	0.835;1.425	0.810;1.431	0.560;0.862	#	0.245;0.681	0.103;0.842	#	#	#	#	-0.015;0.381	0.155;0.612	#	0.514;0.990	000001	1.000	1.000	1	89.95	49968	33284	0.53		20	20
#	#	#	#	#	#	#	#	0.220;0.610	#	0.294;0.604	#	#	0.341;0.671	#	0.267;0.999	0.455;0.792	000001	0.184	0.844	1	165.33	49981	33297	0.29		147	257
#	0.436;1.051	#	#	#	#	0.407;0.816	0.221;0.601	-0.059;0.726	0.081;0.740	#	0.318;0.740	0.212;0.572	0.500;0.920	0.080;0.779	0.189;0.555	#	000001	0.308	0.889	1	130.83	49995	33311	0.59		20	30
-0.244;0.246	-0.018;0.352	-0.016;0.294	-0.118;0.242	0.238;0.568	0.255;0.745	#	0.568;0.908	-0.305;0.185	0.221;0.481	0.514;0.764	0.694;1.136	0.052;0.482	0.098;0.588	0.752;1.122	0.670;1.036	0.693;1.189	010000	1.000	1.000	1	85.00	48336	33336	0.94		6	6
0.174;0.634	-0.106;0.224	0.056;0.476	0.195;0.535	0.209;0.489	0.066;0.546	0.433;0.913	0.835;1.165	0.072;0.512	#	0.579;0.859	0.290;0.703	#	0.335;0.585	0.220;0.610	0.697;1.024	0.347;0.793	001000	1.000	1.000	1	98.83	48353	33353	0.88		6	6
-0.129;0.150	#	#	0.383;0.843	0.302;0.508	0.307;0.797	#	#	#	#	-0.553;0.296	-0.231;0.231	#	0.511;0.961	#	0.313;0.728	#	000001	1.000	1.000	1	47.33	48367	33367	0.47		6	6
0.418;1.150	#	#	0.678;1.138	0.063;0.363	0.720;1.080	0.810;1.080	#	#	#	0.468;0.918	#	#	0.384;0.896	0.394;0.694	#	0.379;0.696	010000	1.000	1.000	1	70.22	48395	33395	0.53		9	9
#	0.785;1.312	0.565;1.112	#	-0.071;0.333	#	#	0.343;0.613	#	#	#	0.242;1.079	#	0.636;0.906	#	0.447;0.744	#	010000	1.000	1.000	1	70.22	48395	33395	0.41		9	9
#	#	0.853;1.133	0.725;1.125	0.444;1.180	0.639;0.989	#	0.402;0.823	0.277;0.587	0.380;0.690	#	#	0.410;0.755	#	#	0.551;0.907	#	100000	1.000	1.000	1	68.00	48402	33402	0.53		9	9
-0.142;0.158	#	#	-0.238;0.252	-0.215;0.225	0.149;0.639	-0.210;0.220	0.670;1.090	0.102;0.362	#	-0.180;0.190	0.699;1.102	0.446;0.866	0.227;0.577	0.645;1.372	0.765;1.042	0.733;1.070	001100	1.000	1.000	1	95.33	48411	33411	0.82		9	9
0.186;0.656	-0.147;0.045	#	-0.202;0.268	#	#	-0.143;0.157	0.439;0.839	#	-0.256;0.325	#	#	-0.077;0.253	#	#	#	0.830;1.099	100000	1.000	1.000	1	164.91	48903	33412	0.47		19	19
-0.175;0.402	#	0.006;0.406	0.014;0.317	-0.097;0.664	#	-0.059;0.195	#	#	0.119;0.399	-0.233;0.225	#	#	#	-0.097;0.249	-0.386;0.631	#	000010	0.191	0.848	1	213.99	49930	33418	0.53		197	363
0.472;0.976	0.383;0.676	#	0.141;0.441	-0.172;0.481	-0.120;0.290	-0.071;0.376	0.267;0.767	0.021;0.680	-0.046;0.394	0.061;0.331	#	0.284;0.714	0.116;0.546	0.618;0.893	0.288;0.864	0.507;0.934	001000	1.000	1.000	1	151.81	49629	33424	0.88		19	19
#	0.696;0.966	#	0.212;0.482	0.585;0.895	0.765;1.235	#	#	#	#	#	0.141;0.384	0.150;0.550	#	#	#	0.324;0.727	000001	1.000	1.000	1	68.67	48465	33465	0.41		9	9
