landmass	zone	area	population	language	religion	bars	stripes	colours	circles	crosses	saltires	quarters	sunstars	crescent	triangle	icon	animate	text	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
3	1	#	#	#	6	#	3	3	#	#	0	#	#	0	#	#	#	#	1001010	0.001	0.473	1	34.73	742	226	0.37		7	13
6	#	-7540.700;12396.000	#	10	0	#	0	4	0	#	#	#	#	0	1	0	#	0	1011100	1.000	1.000	2	26.40	744	228	0.58		5	5
6	#	#	#	#	0	#	0	#	0	#	#	#	#	0	1	0	#	0	1011100	1.000	1.000	1	26.40	744	228	0.42		5	5
#	#	#	-235.880;237.880	8	#	#	3	4	#	#	0	#	#	#	0	0	#	0	0000010	0.000	0.143	1	36.59	954	229	0.42		24	24
#	#	#	-235.880;237.880	8	#	#	3	4	#	#	0	#	#	#	0	0	#	0	1100100	0.035	0.714	1	36.59	954	229	0.42		24	24
#	#	-5837.550;6483.550	-164.360;178.360	3	#	#	0	#	0	0	#	#	0	0	0	#	#	0	0100000	0.000	0.095	1	63.92	934	230	0.53		12	36
#	#	-5837.550;6483.550	-164.360;178.360	3	#	#	0	#	0	0	#	#	0	0	0	#	#	0	1000100	0.001	0.476	1	63.92	987	230	0.53		18	36
3	#	#	#	#	#	#	0	#	#	0	0	0	0	0	1	0	#	#	0010000	0.000	0.429	1	34.50	876	231	0.47		6	6
3	#	#	#	#	#	#	0	#	#	0	0	0	0	0	1	0	#	#	1000100	0.035	0.714	1	34.50	876	231	0.47		6	6
#	#	-7214.690;8242.690	-233.240;331.240	#	3	#	#	3	#	0	#	#	#	#	0	0	#	0	1000000	0.000	0.429	2	28.29	877	232	0.42		12	12
#	#	-7214.690;8242.690	-233.240;331.240	#	3	#	#	3	#	0	#	#	#	#	0	0	#	0	0010100	0.035	0.714	1	28.29	877	232	0.42		12	12
#	#	-7214.690;8242.690	-233.240;331.240	#	3	#	#	3	#	0	#	#	#	#	#	0	#	0	1010100	1.000	1.000	1	30.08	877	232	0.37		11	11
#	#	#	-302.400;302.400	#	#	0	#	#	#	1	#	#	#	#	0	#	1	#	0000001	0.004	-0.571	1	25.10	982	233	0.26		24	36
#	#	#	-302.400;302.400	#	#	0	#	#	#	1	#	#	#	#	0	#	1	#	1111100	0.066	0.762	1	25.10	982	233	0.26		36	36
#	3	-8164.730;8188.730	-337.680;337.680	1	1	#	0	6	1	#	1	#	0	0	0	#	#	#	1111100	1.000	1.000	1	13.60	878	233	0.63		5	5
6	#	#	#	1	1	#	0	7	#	0	0	0	#	0	0	#	#	1	1111101	1.000	1.000	1	24.20	750	234	0.58		5	5
#	#	-1189.217;7199.630	#	6	2	0	0	2	1	0	0	#	#	0	0	#	#	0	1100000	1.000	1.000	1	23.40	880	235	0.63		5	5
4	#	-4569.500;6631.500	-129.040;133.040	#	2	0	#	#	0	#	#	0	#	1	0	#	#	#	0101000	1.000	1.000	1	29.40	881	236	0.47		5	5
4	#	-4569.500;6631.500	-129.040;133.040	#	2	0	#	#	0	#	0	0	#	1	0	#	#	#	0101000	1.000	1.000	1	29.40	881	236	0.53		5	5
#	4	-6496.580;6496.580	-342.720;342.720	#	#	5	#	4	#	0	0	#	0	0	#	#	#	#	0111100	1.000	1.000	1	15.80	882	237	0.47		5	5
1	#	#	-272.160;272.160	#	1	0	#	#	#	0	0	0	0	#	#	#	#	#	1100100	0.000	0.029	1	38.49	924	238	0.42		12	30
1	#	#	-272.160;272.160	#	1	0	#	#	#	0	0	0	0	#	#	#	#	#	0011000	0.000	0.086	1	38.49	924	238	0.42		18	30
#	#	#	-332.640;332.640	#	#	#	#	#	0	0	0	0	#	0	1	0	0	0	0011010	0.000	0.025	1	51.01	888	238	0.53		11	63
4	#	#	#	10	#	#	#	#	0	0	0	0	#	#	0	#	0	0	0101000	0.000	0.184	1	65.22	965	239	0.47		12	42
4	#	#	#	10	#	#	#	#	0	0	0	0	#	#	0	#	0	0	0010000	0.000	0.061	1	65.22	966	239	0.47		18	42
#	#	#	-307.480;317.480	#	2	0	0	2	#	0	0	0	#	#	#	#	#	0	0010100	0.000	0.238	1	40.83	884	239	0.47		5	33
#	2	#	#	10	1	1	2	#	0	#	0	0	#	0	#	0	0	#	1000100	0.035	0.714	1	31.33	885	240	0.58		6	6
#	2	#	#	10	1	1	2	#	0	#	0	0	#	0	#	0	0	#	0100000	0.000	0.429	1	31.33	885	240	0.58		6	6
4	#	#	#	10	#	#	#	5	#	#	#	#	#	0	#	1	1	#	1101110	1.000	1.000	2	17.40	886	241	0.32		5	5
#	#	-4996.470;5532.470	#	#	#	0	0	3	#	1	#	#	4	#	#	#	0	#	0010100	0.035	0.714	2	17.00	887	242	0.37		6	6
#	#	-4996.470;5532.470	#	#	#	0	0	3	#	1	#	#	4	#	#	#	0	#	1000000	0.000	0.429	1	17.00	887	242	0.37		6	6
#	#	-3311.380;5201.380	#	10	#	0	#	#	0	0	0	#	#	0	#	0	0	#	0101010	0.000	-0.113	1	62.17	888	243	0.47		6	76
#	#	-3311.380;5201.380	#	10	#	0	#	#	0	0	0	#	#	0	#	0	0	#	0010000	0.000	0.271	2	62.17	985	243	0.47		52	76
#	3	#	#	2	0	0	#	#	#	0	#	#	0	0	0	#	0	0	1101000	0.000	0.294	2	43.25	760	244	0.53		5	17
1	#	-7056.630;7056.630	#	1	1	0	#	3	1	#	0	#	#	#	#	#	#	#	1101000	1.000	1.000	1	19.60	761	245	0.42		5	5
#	1	#	#	#	#	0	3	4	#	#	0	#	#	0	1	0	0	0	1100100	0.001	0.478	1	46.96	976	248	0.53		17	29
#	1	#	#	#	#	0	3	4	0	#	#	#	#	0	1	0	0	0	1100100	0.001	0.478	1	46.96	976	248	0.53		17	29
#	#	#	-161.280;161.280	1	#	#	0	#	#	1	1	1	#	#	#	#	1	0	1111110	0.024	0.688	1	24.14	894	249	0.42		5	11
6	2	#	#	#	2	0	#	2	0	0	#	0	0	0	0	0	0	0	1000100	1.000	1.000	1	24.20	895	250	0.74		5	5
1	#	-3536.510;7888.510	-297.360;297.360	#	1	#	0	2	#	0	0	#	#	#	0	0	0	0	1000100	1.000	1.000	1	18.80	767	251	0.63		5	5
#	1	#	-294.360;300.360	#	6	#	#	3	0	#	0	0	1	0	0	0	#	0	1001010	1.000	1.000	1	39.40	639	252	0.63		5	5
#	#	-5102.480;5650.480	#	3	#	0	#	#	0	#	#	#	1	#	0	0	#	0	1101000	0.184	0.844	1	20.00	975	254	0.42		11	11
#	4	-5102.480;5650.480	-285.320;299.320	3	#	0	#	#	0	#	#	#	1	#	0	0	#	#	1101000	1.000	1.000	1	28.60	254	254	0.47		5	5
1	#	-7840.700;7840.700	#	1	#	0	#	6	0	#	#	#	#	#	0	1	#	#	0000001	0.002	-0.524	1	24.45	911	255	0.42		12	18
1	#	-7840.700;7840.700	#	1	#	0	#	6	0	#	#	#	#	#	0	1	#	#	1111100	0.121	0.810	1	24.45	911	255	0.42		18	18
#	1	-2998.310;3946.310	-233.920;249.920	#	#	3	#	3	0	#	0	0	1	#	#	#	#	#	1101000	1.000	1.000	2	35.60	901	256	0.47		5	5
#	1	#	#	#	7	#	0	2	1	0	0	0	1	0	0	#	0	#	1000100	1.000	1.000	1	14.80	902	257	0.63		5	5
4	4	#	-296.360;298.360	6	5	#	2	4	0	0	#	0	#	#	#	#	0	#	1000010	0.000	0.429	1	15.83	903	258	0.58		6	6
4	4	#	-296.360;298.360	6	5	#	2	4	0	0	#	0	#	#	#	#	0	#	0101000	0.000	0.429	2	15.83	903	258	0.58		6	6
4	4	#	-296.360;298.360	6	#	#	#	4	0	0	#	0	#	#	#	#	0	#	1101010	1.000	1.000	1	18.20	903	258	0.47		5	5
4	1	#	-201.040;313.040	10	2	3	#	2	#	#	0	0	0	0	0	#	0	0	0100100	1.000	1.000	1	50.00	904	259	0.74		5	5
#	4	962.250;17763.750	-141.960;603.960	1	#	#	#	#	0	#	0	1	#	0	0	0	#	#	0000100	0.000	0.429	1	14.50	905	260	0.53		6	6
#	4	962.250;17763.750	-141.960;603.960	1	#	#	#	#	0	#	0	1	#	0	0	0	#	#	1010000	0.035	0.714	1	14.50	905	260	0.53		6	6
5	1	-2900.280;3372.280	#	10	6	0	#	3	1	#	0	#	#	#	0	0	#	#	1010100	1.000	1.000	1	35.40	907	262	0.58		5	5
4	4	-3921.390;4815.390	-292.480;332.480	8	2	0	#	#	0	#	#	#	#	#	0	#	#	#	1100000	0.035	0.714	1	32.40	908	263	0.47		5	10
#	4	-3962.360;4102.360	-203.640;209.640	1	#	3	0	3	#	#	0	0	0	#	0	0	0	0	0100101	1.000	1.000	1	39.33	909	264	0.74		6	6
#	4	-6090.550;6230.550	#	1	#	3	0	3	0	0	0	0	0	0	#	#	0	#	0000100	0.000	0.429	1	45.00	909	264	0.68		5	5
#	4	-6090.550;6230.550	#	1	0	3	0	3	0	#	0	0	0	0	#	#	0	0	0000100	0.000	0.429	2	45.00	909	264	0.74		5	5
4	2	-2687.161;7177.560	#	10	5	0	0	4	1	0	0	0	#	#	#	#	1	#	0100001	0.000	0.429	1	13.17	910	265	0.68		6	6
4	2	-2687.161;7177.560	#	10	5	0	0	4	1	0	0	0	#	#	#	#	1	#	1001000	0.000	0.429	1	13.17	910	265	0.68		6	6
4	2	-5367.560;7177.560	-239.120;295.120	10	#	0	0	4	1	#	0	0	#	#	0	#	1	#	1101001	1.000	1.000	1	15.00	910	265	0.68		5	5
5	1	-652.350;7188.350	#	#	4	#	#	#	#	0	0	0	0	#	#	1	#	#	0110101	1.000	1.000	1	13.33	913	268	0.47		6	6
#	#	-4236.670;10772.670	437.040;930.960	#	#	0	3	4	1	#	#	0	0	#	#	1	0	0	0000100	0.000	0.143	1	15.00	913	268	0.58		5	5
#	#	-6768.630;7344.630	#	8	2	#	3	4	#	#	#	#	1	#	#	#	0	0	0010010	0.000	0.025	1	41.78	914	269	0.42		5	17
#	#	#	#	#	#	#	0	#	0	0	0	0	#	#	#	#	#	#	0001000	0.000	0.158	2	58.23	964	270	0.26		118	220
3	#	-5712.510;5712.510	-166.320;166.320	6	#	#	#	#	#	#	#	0	0	#	#	#	#	#	0001000	0.000	0.031	1	52.17	964	270	0.32		11	28
#	#	-2607.300;4113.300	-291.360;303.360	#	#	3	#	#	#	0	#	0	0	0	0	0	#	0	0100011	0.000	-0.189	1	64.41	917	272	0.53		5	62
6	2	2537.540;12842.460	#	1	1	0	#	#	0	#	#	#	6	0	0	#	0	0	1000000	0.000	0.429	1	16.50	790	274	0.63		6	6
6	2	2537.540;12842.460	#	1	1	0	#	#	0	#	#	#	6	0	0	#	0	0	0010100	0.035	0.714	1	16.50	790	274	0.63		6	6
6	#	#	#	1	#	0	#	#	#	#	#	1	#	0	#	0	#	0	0010100	0.011	0.636	1	21.16	933	274	0.37		22	22
6	#	#	#	1	#	#	#	#	#	#	#	1	#	0	#	0	#	#	1000000	0.000	0.351	1	21.16	933	274	0.26		22	22
2	#	-5403.550;6917.550	-326.680;348.680	#	#	0	2	#	0	0	#	1	1	#	0	0	#	#	1010100	1.000	1.000	1	12.67	920	275	0.58		6	6
#	#	#	#	#	#	#	0	#	0	0	0	0	#	#	#	#	#	#	0000010	0.000	-0.062	1	58.23	951	276	0.26		32	218
#	#	#	#	#	#	#	0	#	0	0	0	0	#	#	#	#	#	#	1000100	0.000	0.321	1	58.23	987	276	0.26		85	218
#	4	-5823.520;5825.520	#	#	#	#	#	#	#	1	#	0	#	#	#	0	#	#	1000000	0.000	0.429	1	42.56	989	278	0.26		24	24
#	4	-5823.520;5825.520	#	#	#	#	#	#	#	1	#	0	#	#	#	0	#	#	0010100	0.035	0.714	1	42.56	989	278	0.26		24	24
#	4	-5823.520;5825.520	#	#	0	#	#	#	#	1	#	0	#	#	0	0	#	0	0010100	0.035	0.714	1	43.00	923	278	0.42		5	5
#	4	#	#	#	#	#	#	#	0	#	#	#	0	#	#	0	#	0	1000000	0.000	0.252	1	62.20	989	278	0.26		70	110
1	#	-3225.290;3271.290	#	1	#	#	2	#	1	#	0	#	#	#	#	1	1	1	1111111	1.000	1.000	1	14.00	924	279	0.47		6	6
#	#	#	-272.160;272.160	#	1	0	#	#	#	0	0	0	0	#	#	#	1	#	1111100	0.001	0.471	1	46.13	924	279	0.42		16	34
1	#	#	-272.160;272.160	#	1	0	#	#	#	0	0	#	0	#	#	#	#	#	1100100	0.000	0.037	1	38.93	924	279	0.37		11	27
5	1	#	#	#	#	#	0	2	0	0	0	#	#	0	#	#	#	#	1001000	0.284	0.882	1	37.78	925	280	0.42		23	29
3	1	-8176.730;8176.730	#	#	0	#	#	3	0	1	#	0	#	#	#	1	0	#	0000010	0.000	0.429	1	17.00	926	281	0.53		6	6
3	1	-8176.730;8176.730	#	#	0	#	#	3	0	1	#	0	#	#	#	1	0	#	1000100	0.035	0.714	1	17.00	926	281	0.53		6	6
#	#	-2789.250;12126.471	-144.160;148.160	#	#	#	0	3	0	0	1	0	#	0	#	#	0	0	0101010	1.000	1.000	1	21.60	927	282	0.58		5	5
#	4	#	#	#	0	0	#	#	0	#	0	#	0	#	#	#	0	0	0010100	0.003	0.558	1	47.79	941	283	0.42		16	22
1	#	#	#	#	0	0	#	#	0	#	#	0	0	#	0	0	#	#	0010100	0.140	0.821	1	44.65	941	283	0.42		16	16
1	4	-6605.600;6835.600	-141.200;161.200	#	6	0	#	3	0	0	0	#	1	#	1	#	#	0	1010100	1.000	1.000	1	26.00	929	284	0.68		5	5
#	#	#	#	10	#	0	11	3	0	0	0	1	#	0	#	0	#	#	1010100	1.000	1.000	1	13.60	930	285	0.53		5	5
2	#	#	#	2	0	0	#	#	0	0	0	0	0	#	0	#	0	#	0010100	0.000	0.238	1	45.46	931	286	0.58		5	15
2	#	#	#	#	0	0	#	#	0	0	0	0	0	0	0	#	0	0	0010100	0.000	0.238	1	45.46	931	286	0.63		5	15
6	3	-8064.720;8064.720	#	#	1	0	0	#	1	#	1	#	#	#	0	0	#	0	0010100	0.000	0.429	1	18.50	933	288	0.58		6	6
6	3	-8064.720;8064.720	#	#	1	0	0	#	1	#	1	#	#	#	0	0	#	0	1001000	0.000	0.429	1	18.50	933	288	0.58		6	6
#	4	#	-195.600;207.600	#	#	#	#	#	0	#	0	#	0	0	#	#	#	0	1000000	0.000	0.270	1	64.57	971	289	0.37		67	101
#	4	-6474.600;6966.600	#	3	#	3	0	#	0	#	#	0	#	#	#	0	#	#	1100000	0.005	0.584	2	50.34	934	289	0.42		17	22
#	#	-2952.270;3096.270	-208.680;214.680	1	#	0	3	#	0	#	0	0	0	#	0	#	#	#	0110100	1.000	1.000	1	46.17	935	290	0.53		6	6
#	#	#	#	#	5	0	#	4	0	0	#	#	#	0	0	0	#	#	1010100	0.035	0.714	1	31.50	808	292	0.42		6	6
#	#	#	#	#	5	0	#	4	0	0	#	#	#	0	0	0	#	#	0100000	0.000	0.143	1	31.50	808	292	0.42		6	6
#	#	#	#	#	0	0	#	#	0	#	#	#	0	#	#	#	0	#	0010100	0.000	0.453	1	58.42	941	296	0.26		26	47
1	4	#	#	#	0	0	#	#	0	#	0	#	0	#	0	0	#	0	0010100	0.121	0.810	1	45.73	941	296	0.53		15	15
3	#	#	#	#	#	0	3	#	#	0	#	0	1	0	0	0	0	0	0010000	0.000	0.143	1	20.83	944	299	0.58		6	6
3	#	#	#	#	#	0	3	#	#	0	#	0	1	0	0	0	0	0	1001100	0.035	0.714	1	20.83	944	299	0.58		6	6
3	#	#	#	#	#	0	3	4	0	0	#	0	1	#	0	0	0	0	1011100	1.000	1.000	1	24.20	944	299	0.63		5	5
#	1	-2998.310;3946.310	-233.920;249.920	#	#	3	#	3	0	#	0	#	#	0	#	#	#	#	1001000	0.001	0.513	1	54.81	901	301	0.42		11	17
#	1	-2998.310;3946.310	-233.920;249.920	#	#	3	#	3	0	#	0	#	#	0	#	#	#	#	0100000	0.000	0.025	1	54.81	901	301	0.42		5	17
#	1	-2998.310;3946.310	-233.920;249.920	#	#	3	#	3	0	#	0	#	#	#	#	#	#	#	1001000	0.001	0.500	1	55.54	901	301	0.37		10	16
#	1	-2998.310;3946.310	-233.920;249.920	#	#	3	0	3	0	#	0	#	#	#	#	#	#	#	1001000	0.001	0.500	1	55.54	901	301	0.42		10	16
1	4	#	-195.600;207.600	#	#	#	#	#	0	#	0	#	#	0	#	0	#	0	1000010	0.000	0.046	1	53.45	951	306	0.42		10	59
#	4	#	#	#	#	#	0	2	0	#	0	#	0	0	0	#	#	0	1000000	0.000	0.403	1	34.91	951	306	0.47		5	11
#	#	-4429.400;4531.400	-134.080;138.080	#	#	0	#	3	#	0	0	0	#	0	#	0	#	0	1000000	0.000	0.276	4	74.21	997	307	0.53		91	124
#	#	-4429.400;4531.400	-134.080;138.080	#	#	0	#	3	#	0	0	0	#	0	#	0	#	0	0010100	0.000	0.235	1	74.21	992	307	0.53		58	124
5	1	#	-241.960;251.960	7	#	#	0	6	1	#	#	#	0	0	#	#	#	#	1111101	1.000	1.000	1	14.17	953	308	0.47		6	6
#	#	#	-181.480;302.400	7	#	0	0	#	1	1	#	1	#	0	0	1	#	#	0000001	0.000	-0.429	1	16.00	953	308	0.53		5	5
5	#	#	-302.400;191.480	#	3	#	0	6	#	1	#	1	#	#	0	#	1	1	0111100	0.000	0.429	1	16.00	953	308	0.53		5	5
#	#	#	-235.880;237.880	8	#	#	3	4	#	#	0	0	#	#	0	0	#	0	1100100	0.035	0.714	2	36.99	954	309	0.47		22	22
#	#	#	-378.000;378.000	#	#	#	2	5	#	0	#	0	1	0	#	#	1	#	0000011	0.000	0.143	1	14.50	955	310	0.42		6	6
#	#	#	-378.000;378.000	#	#	#	2	5	#	0	#	0	1	0	#	#	1	#	1101000	0.000	0.429	1	14.50	955	310	0.42		6	6
#	#	#	-246.960;246.960	1	#	#	0	4	#	0	#	0	1	0	#	1	1	#	1011100	1.000	1.000	1	25.00	827	311	0.53		5	5
#	4	-5655.550;6665.550	-552.189;184.160	2	0	0	3	#	0	#	0	#	#	#	0	#	0	#	1001000	0.000	0.214	1	37.96	957	312	0.58		5	16
#	#	-4429.400;4531.400	-134.080;138.080	#	#	0	3	3	#	0	0	0	#	0	#	0	0	0	1000000	0.000	0.230	1	71.94	997	313	0.63		49	75
5	1	#	#	10	3	#	0	3	0	0	#	#	#	0	#	1	#	#	1000000	0.000	0.429	1	13.17	960	315	0.53		6	6
5	1	#	#	10	3	#	0	3	0	0	#	#	#	0	#	1	#	#	0010100	0.035	0.714	1	13.17	960	315	0.53		6	6
5	#	#	#	#	2	#	#	5	0	0	#	#	1	#	0	1	#	0	0001010	0.000	0.143	1	21.33	832	316	0.47		6	6
5	#	#	#	#	2	#	#	5	0	0	#	#	1	#	0	1	#	0	1100100	0.000	0.429	1	21.33	832	316	0.47		6	6
5	#	#	#	10	2	#	#	5	#	0	#	#	1	#	0	1	#	0	1101110	1.000	1.000	1	24.60	832	316	0.47		5	5
#	1	#	#	#	#	0	3	4	0	#	#	#	#	0	1	#	0	0	1100100	0.001	0.495	1	47.35	976	317	0.47		16	26
#	1	#	#	#	#	0	3	4	0	#	0	#	#	0	1	0	0	0	1100100	0.001	0.495	1	47.35	976	317	0.58		16	26
4	2	-8047.720;8081.720	#	#	1	0	#	#	#	#	#	0	#	#	0	#	0	#	0011011	0.000	-0.286	1	46.43	966	318	0.42		6	12
4	2	-8047.720;8081.720	#	#	1	0	#	#	#	#	#	0	#	#	0	#	0	#	1000100	0.000	0.286	1	46.43	966	318	0.42		12	12
4	#	#	#	#	1	#	0	3	#	0	0	0	#	#	#	0	0	0	1000100	0.000	0.429	1	53.70	834	318	0.53		5	10
#	2	-4368.390;4368.390	-221.760;221.760	#	#	#	#	#	0	0	0	0	#	#	#	#	#	0	1100100	0.000	0.256	1	61.18	886	318	0.42		15	58
#	#	-7383.660;7401.660	#	#	#	0	0	#	0	0	0	0	0	0	#	#	1	0	0001000	0.000	0.143	1	43.60	964	319	0.58		10	10
#	#	#	-316.760;378.760	10	#	#	#	3	0	0	#	0	#	0	#	0	#	0	1000000	0.000	0.232	1	67.57	965	320	0.47		21	32
4	#	-4429.400;4531.400	-134.080;138.080	10	#	0	#	#	#	0	0	0	#	#	0	#	0	0	0101000	0.000	0.133	1	62.74	965	320	0.58		11	28
4	2	-8047.720;8081.720	#	10	1	0	5	#	#	#	0	0	#	#	0	#	0	#	1011111	1.000	1.000	2	33.20	966	321	0.58		5	5
5	#	-2354.350;5486.350	-129.040;133.040	10	#	3	#	#	2	0	#	0	1	1	#	#	0	#	1000000	0.000	0.429	1	9.83	968	323	0.58		6	6
5	#	-2354.350;5486.350	-129.040;133.040	10	#	3	#	#	2	0	#	0	1	1	#	#	0	#	0011000	0.035	0.714	1	9.83	968	323	0.58		6	6
5	#	-2354.350;5486.350	-129.040;133.040	10	6	3	#	#	2	#	#	0	1	1	1	#	0	#	1011000	1.000	1.000	2	11.00	968	323	0.63		5	5
#	#	#	#	#	1	#	0	2	0	#	#	1	#	#	0	0	#	#	1000100	1.000	1.000	2	18.80	969	324	0.37		5	5
#	4	#	#	#	#	#	#	4	0	#	#	#	0	0	#	0	#	0	1000000	0.000	0.143	1	36.30	970	325	0.37		10	10
#	4	#	-195.600;207.600	#	#	#	#	#	0	#	#	0	0	0	#	0	#	0	1000000	0.000	0.249	1	62.20	989	325	0.42		63	100
5	1	-4605.420;4803.420	-202.920;280.920	#	#	0	#	#	1	0	#	#	#	0	#	1	0	0	1000100	0.000	0.429	1	20.17	972	327	0.58		6	6
5	1	-4605.420;4803.420	-202.920;280.920	#	#	0	#	#	1	0	#	#	#	0	#	1	0	0	0010010	0.000	0.429	1	20.17	972	327	0.58		6	6
2	3	#	#	#	0	#	#	#	#	#	#	#	22	0	#	0	#	#	0100000	0.000	0.143	1	9.33	974	329	0.32		6	6
2	3	#	#	#	0	#	#	#	#	#	#	#	22	0	#	0	#	#	0011100	0.035	0.714	1	9.33	974	329	0.32		6	6
2	3	#	#	6	0	#	#	#	#	#	#	#	22	0	#	0	#	#	0111100	1.000	1.000	2	10.40	974	329	0.37		5	5
4	1	#	#	#	#	#	#	4	0	#	#	1	1	0	#	0	#	#	1101100	1.000	1.000	1	12.83	975	330	0.42		6	6
#	#	-3751.340;5650.480	#	#	#	0	5	#	0	#	0	1	1	#	#	#	#	#	1101000	0.035	0.714	1	14.20	975	330	0.37		5	5
4	#	-5102.480;3865.340	#	3	#	0	#	#	0	0	#	#	1	#	0	0	#	0	1101000	0.214	0.857	1	21.40	975	330	0.53		10	10
5	1	#	#	#	#	0	#	#	#	#	#	#	#	0	1	0	0	#	1100100	0.000	0.429	1	43.60	976	331	0.37		5	10
6	#	#	#	1	#	0	0	#	#	#	#	1	#	0	0	0	#	#	1000000	0.000	0.357	1	21.52	933	334	0.42		20	20
#	#	#	#	#	1	#	#	#	#	#	#	1	#	#	#	0	#	#	1000100	0.017	0.667	2	21.85	969	334	0.16		30	36
#	4	#	#	#	1	#	#	#	1	1	1	1	4	0	0	1	1	#	0000001	0.000	-0.429	1	18.33	982	337	0.58		6	6
#	4	#	#	#	1	#	#	#	1	1	1	1	4	0	0	1	1	#	1111100	0.035	0.714	1	18.33	982	337	0.58		6	6
#	#	#	-357.840;357.840	#	1	#	0	7	#	1	#	1	0	0	0	#	0	#	0110000	0.000	-0.143	1	9.50	983	338	0.53		6	6
#	#	#	-357.840;357.840	#	1	#	0	7	#	1	#	1	0	0	0	#	0	#	1001101	0.000	0.429	1	9.50	983	338	0.53		6	6
5	1	#	#	#	7	#	2	2	0	0	#	#	1	0	#	0	0	#	0010100	1.000	1.000	1	27.20	985	340	0.58		5	5
4	4	#	#	3	5	#	0	#	0	#	0	#	#	0	0	#	#	0	1100100	1.000	1.000	1	52.83	728	341	0.53		6	6
#	#	#	#	3	0	3	#	#	0	#	#	0	0	0	0	0	0	0	1000100	0.035	0.714	1	55.30	987	342	0.58		10	10
5	1	#	-369.960;375.960	#	#	#	#	#	#	#	0	#	0	#	0	#	1	0	1100101	1.000	1.000	1	28.40	859	343	0.42		5	5
#	#	-5823.520;4552.400	-329.640;335.640	#	1	#	#	3	0	#	#	0	#	0	#	#	#	#	1000000	0.000	0.233	1	65.54	989	344	0.37		50	76
#	4	-4408.400;5825.520	#	1	#	#	#	#	#	1	#	0	#	#	0	0	#	#	0010100	0.035	0.714	1	27.60	989	344	0.37		5	5
#	#	#	#	10	#	#	#	#	0	0	0	0	#	#	0	#	0	0	0101000	0.000	0.086	1	59.88	965	345	0.42		15	76
#	#	#	-116.000;-54.839	#	#	#	#	2	#	#	0	1	#	#	0	0	#	#	0010100	0.007	0.771	1	2.80	346	346	0.32		0	0
#	4	-6160.550;6160.550	-357.840;357.840	#	1	#	#	3	#	#	#	#	#	#	0	#	#	#	0010101	0.000	0.429	1	49.16	992	347	0.32		5	25
4	1	-7228.660;7556.660	#	#	2	0	#	#	#	#	0	#	#	1	0	0	0	#	1000100	1.000	1.000	1	14.00	993	348	0.53		5	5
4	1	-7228.660;7556.660	#	#	2	0	#	#	#	#	0	#	#	1	0	#	0	0	1000100	1.000	1.000	1	14.00	993	348	0.53		5	5
4	#	-4429.400;4531.400	-134.080;138.080	#	#	0	#	3	#	0	0	0	#	0	#	0	#	0	1000000	0.000	0.238	1	72.89	965	349	0.58		20	30
#	#	-4429.400;4531.400	-134.080;138.080	#	#	0	#	3	#	0	0	0	1	0	#	0	#	0	1000000	0.000	0.238	1	50.40	929	349	0.58		20	30
#	4	#	#	#	#	0	3	7	0	#	#	#	7	0	#	#	#	0	0000001	0.035	-0.714	1	20.00	995	350	0.42		6	6
#	4	#	#	#	#	0	3	7	0	#	#	#	7	0	#	#	#	0	1111110	0.035	0.714	1	20.00	995	350	0.42		6	6
2	4	#	#	#	#	0	3	7	0	#	0	#	7	#	#	#	#	0	1111111	1.000	1.000	1	23.20	995	350	0.47		5	5
#	#	#	#	8	2	#	#	1	#	#	0	#	#	0	#	0	#	#	0100000	1.000	1.000	2	53.20	996	351	0.32		5	5
#	#	#	#	8	2	#	#	1	#	#	0	0	#	0	#	0	#	#	0100000	1.000	1.000	2	53.20	996	351	0.37		5	5
3	#	#	#	9	6	#	#	#	0	0	0	0	0	#	0	#	0	0	1100100	1.000	1.000	1	50.40	997	352	0.58		5	5
3	1	#	#	9	#	#	#	#	0	#	0	0	0	0	0	#	0	#	1100100	1.000	1.000	1	50.40	997	352	0.53		5	5
2	4	#	#	6	#	0	#	4	0	0	0	#	1	#	#	#	#	#	0100000	0.000	0.143	1	23.17	999	354	0.47		6	6
2	#	#	#	6	1	0	#	4	0	0	0	#	1	#	#	#	#	#	1101100	1.000	1.000	1	27.00	999	354	0.47		5	5
6	#	-7540.700;12396.000	#	10	0	#	0	4	0	#	#	#	4	0	1	0	#	0	1011100	1.000	1.000	1	30.75	744	357	0.63		4	4
3	1	-7712.700;7968.700	#	#	6	#	#	#	#	0	#	#	#	0	1	0	#	#	1010100	1.000	1.000	1	40.80	876	360	0.42		5	5
#	#	-7214.690;8242.690	#	#	3	#	#	3	#	0	#	#	#	#	0	0	#	0	1010100	1.000	1.000	1	34.44	877	361	0.37		9	9
#	#	-8164.730;8188.730	-337.680;337.680	1	1	0	0	6	1	#	1	#	0	#	0	#	#	#	1111100	0.178	0.841	2	20.56	894	362	0.58		9	9
#	3	-8164.730;8188.730	-337.680;337.680	1	1	#	0	6	1	#	1	#	0	#	0	#	#	1	1111100	1.000	1.000	1	15.75	878	362	0.63		4	4
5	#	-6913.630;7199.630	#	6	2	0	0	2	1	0	0	#	#	0	0	#	#	0	1100000	1.000	1.000	1	27.50	880	364	0.68		4	4
