-	/	0	00	04	0;	0cm	1	1-1/2	1-1/2-year	1-month	1-year	1-year-1-month	1-year-4-month	1-year-5-month	1/2	1/2/01	10	10-month	10-year	10-year-9-month	101	102	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount	loss
0	1	#	0	0	0	#	#	0	0	0	#	#	#	#	0	#	#	0	0	#	#	0	000000000000000000000000000000001000000000000	0.826	0.990	14	120.13	9998	3349	0.52		240	315	0.010
#	0	#	0	0	0	0	#	0	0	#	1	0	0	0	0	0	#	0	#	0	1	1	100000000000000000000000000000000000000000000	0.638	0.978	1	28.61	9723	3352	0.74		9	18	0.022
0	#	1	0	0	0	0	#	0	0	#	1	0	0	0	0	0	#	0	#	0	1	1	100000000000000000000000000000000000000000000	1.000	1.000	1	26.00	9723	3352	0.78		9	9	0.000
0	0	1	1	0	0	0	0	0	#	1	0	0	0	0	#	0	0	0	0	0	0	0	100000000000000000000000000000000000000001000	1.000	1.000	2	36.11	9724	3353	0.91		9	9	0.000
0	0	0	1	#	0	0	0	0	0	1	1	0	#	0	0	1	0	0	0	0	0	0	000000000000000000000000000000000000100001000	0.790	0.988	2	76.65	9734	3363	0.91		9	19	0.012
0	#	0	0	0	0	0	0	0	0	0	#	0	0	0	#	1	#	0	1	0	0	#	000000000100000000000000000000000000000000000	1.000	1.000	1	91.47	9995	3364	0.78		27	27	0.000
0	0	#	0	0	0	1	0	0	0	#	0	0	0	0	1	0	#	0	1	0	0	0	000000000000000000000000100000000000000000000	1.000	1.000	1	100.89	9741	3370	0.87		9	9	0.000
0	0	0	#	0	0	0	0	#	0	#	0	1	0	0	0	#	#	0	1	#	0	0	000000000100000000000000000000000000001000000	0.800	0.989	2	66.71	9742	3371	0.74		9	18	0.011
0	#	0	0	0	#	#	1	#	0	0	0	0	#	0	#	0	0	0	0	0	0	#	000000000100000000000000000000000000000000000	0.955	0.998	2	154.59	9956	3372	0.70		146	154	0.002
1	0	0	0	1	0	0	0	0	0	0	#	0	0	0	0	0	0	0	0	0	0	#	000010000000000000000000000000000000000000001	1.000	1.000	1	103.07	9931	3375	0.91		35	35	0.000
0	0	0	0	#	1	0	#	0	0	0	0	0	0	#	1	0	0	0	0	0	0	0	000000000000000000000000000000000000000000010	1.000	1.000	1	121.39	9876	3379	0.87		58	58	0.000
0	0	0	0	0	1	#	0	0	1	0	#	0	0	#	1	1	#	1	1	0	0	#	000000000000000000000000000000000001100000000	1.000	1.000	1	14.78	9755	3384	0.78		9	9	0.000
0	0	0	0	1	0	0	0	0	0	0	0	0	#	0	#	#	0	#	0	0	#	0	000000000000000000000000000000000000000000001	0.969	0.998	1	114.97	9882	3386	0.78		117	126	0.002
0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	#	0	0	0	1	0	0	000000000010000000000000000000000010000000000	1.000	1.000	2	21.22	9758	3387	0.96		9	9	0.000
0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	#	#	1	0	#	000000000010000000000000000000000010000000000	1.000	1.000	1	21.22	9758	3387	0.87		9	9	0.000
0	0	0	1	0	#	0	0	0	0	#	#	0	0	#	1	0	0	0	0	0	1	0	000000000000000000000000000000000000000001000	1.000	1.000	1	52.33	9759	3388	0.83		9	9	0.000
0	0	#	1	0	0	0	0	0	0	1	1	#	0	#	#	0	0	0	#	0	1	#	000000000000000000000000000000000000000001000	1.000	1.000	1	52.33	9759	3388	0.74		9	9	0.000
#	0	0	0	0	#	0	0	0	0	0	0	#	0	0	1	0	0	1	0	0	0	#	000000000000000000000000000000000100000000010	1.000	1.000	2	47.00	9766	3395	0.83		9	9	0.000
#	#	0	0	1	0	0	0	0	0	0	#	0	#	1	0	#	0	#	0	0	0	0	000010000000000000000000000000000000000000001	0.751	0.986	1	52.81	9772	3401	0.74		9	25	0.014
0	1	0	0	0	#	0	0	0	0	0	1	0	1	#	0	0	0	#	#	0	#	0	000000000000000000000000000000001000000000000	1.000	1.000	1	86.17	9961	3405	0.78		18	18	0.000
0	0	0	0	0	#	0	0	0	0	0	#	0	0	0	#	#	#	0	#	0	0	0	000000000100000000000000000000000000000000010	0.397	0.955	1	182.79	9785	3414	0.74		17	974	0.045
#	0	0	0	0	0	0	0	0	1	0	0	0	#	0	0	1	0	0	0	0	0	0	000000000001000000000000000000000000100000000	1.000	1.000	2	48.44	9788	3417	0.91		9	9	0.000
#	0	0	0	0	0	0	0	0	1	0	#	0	#	0	0	1	0	0	#	0	0	0	000000000001000000000000000000000000100000000	1.000	1.000	1	48.44	9788	3417	0.83		9	9	0.000
1	#	0	0	0	#	0	0	0	#	0	0	0	1	#	0	#	0	0	0	0	0	0	000010000000000000000000000000001000000000000	0.694	0.982	1	183.23	9975	3419	0.78		231	628	0.018
0	0	0	0	0	0	#	0	0	0	0	0	0	0	0	0	#	0	#	0	0	#	#	000000000000000000000000000000100000000000000	0.496	0.966	2	226.61	9863	3425	0.78		84	355	0.034
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	#	0	#	0	1	0	000000000000000000000000000000000000001000000	1.000	1.000	1	26.44	9801	3430	0.91		9	9	0.000
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	#	0	#	0	0	#	1	0	000000000000000000000000000000000000001000000	1.000	1.000	1	26.44	9801	3430	0.87		9	9	0.000
0	0	0	0	1	0	0	0	0	#	0	0	0	#	0	#	#	#	0	0	0	0	0	000000000000000000000000000000000000000000001	0.968	0.998	1	114.97	9882	3431	0.78		116	125	0.002
0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	#	1	#	#	#	000000000001000000000000000000000000000001000	1.000	1.000	1	21.44	9804	3433	0.83		9	9	0.000
0	0	1	0	#	0	0	0	0	1	#	0	0	#	0	0	1	0	0	0	0	0	0	000000000000000000000000000000000000100000000	1.000	1.000	1	38.75	9807	3436	0.87		8	8	0.000
1	0	0	0	0	0	0	0	0	0	#	0	0	0	0	#	1	0	0	0	0	#	#	000010000000000000000000000000000010000000000	0.638	0.978	1	145.50	9809	3438	0.83		8	49	0.022
#	0	1	1	0	0	#	0	#	0	0	1	0	0	0	1	0	0	0	0	0	0	#	100000000000000000000000100000000000000000000	1.000	1.000	1	33.75	9814	3443	0.83		8	8	0.000
1	0	0	0	0	#	0	0	0	0	0	0	0	1	#	0	1	1	#	0	0	1	0	000010000000000000000000000000000000000000000	1.000	1.000	1	50.62	9815	3444	0.87		8	8	0.000
#	1	1	0	#	0	0	0	0	#	1	1	0	0	0	#	1	0	#	0	0	0	0	000000000000000000000000000000001000000000000	1.000	1.000	1	25.88	9826	3455	0.78		8	8	0.000
0	0	0	1	0	0	0	0	#	0	0	#	0	0	0	0	#	0	0	0	#	0	#	000000000000000000000000000000000000000001000	0.944	0.997	1	146.93	9968	3458	0.78		115	132	0.003
0	0	0	1	0	0	#	0	0	0	0	1	0	0	0	0	#	0	#	0	0	0	0	000000000000000001000000000000000000000001000	0.598	0.975	1	136.97	9835	3464	0.87		8	56	0.025
0	#	#	#	0	0	0	1	#	0	0	0	#	#	#	1	0	#	#	0	0	0	#	000000000100000000000000000000000000000000000	1.000	1.000	1	149.68	9996	3483	0.57		102	102	0.000
0	#	#	#	0	#	#	1	0	0	0	0	0	#	0	1	0	#	0	#	#	0	0	000000000100000000000000000000000000000000000	1.000	1.000	1	149.68	9996	3483	0.61		102	102	0.000
0	0	1	0	#	0	0	0	0	0	0	1	0	0	#	#	#	0	0	0	0	#	0	100000000000000000000000000000000000000000000	1.000	1.000	1	175.56	9999	3491	0.78		92	92	0.000
0	#	0	0	0	0	#	#	0	0	0	0	0	0	0	0	#	0	#	0	0	0	#	000000000000000000000000000000100000000000000	0.455	0.961	1	204.58	9863	3492	0.74		82	530	0.039
0	0	#	#	0	0	0	0	0	0	#	#	0	0	0	#	0	0	0	#	0	#	#	100000000000000000000000000000000000000000000	0.520	0.968	1	155.88	9999	3508	0.65		454	1649	0.032
0	1	0	0	0	0	#	#	1	0	0	1	0	1	0	0	#	0	0	0	0	0	0	000000000000000000000000000000001000000000000	1.000	1.000	1	24.12	9883	3512	0.87		8	8	0.000
#	0	0	0	0	0	#	0	0	0	#	1	0	0	0	#	1	0	0	1	0	0	0	000000000100000000000000000000000000000000000	1.000	1.000	1	77.01	9886	3515	0.83		17	17	0.000
0	0	1	0	0	0	0	0	#	0	0	#	0	#	0	#	0	#	0	0	0	0	#	100000000000000000000000000000000000000000000	0.980	0.999	2	193.61	9999	3516	0.74		339	347	0.001
0	0	0	1	0	0	0	0	0	0	0	#	0	#	0	#	0	#	0	1	0	0	0	000000000000000000000000000000000000000001000	1.000	1.000	1	33.38	9888	3517	0.83		8	8	0.000
0	0	#	0	0	0	0	0	1	0	0	0	0	0	#	#	#	0	0	0	0	0	1	000000000000000000000001000000000000000000000	1.000	1.000	1	62.38	9894	3523	0.83		8	8	0.000
0	0	#	1	0	0	0	0	0	0	1	#	0	0	0	#	0	0	#	0	#	#	#	000000000000000000000000000000000000000001000	0.592	0.974	1	87.80	9898	3527	0.70		57	157	0.026
0	0	1	1	0	#	0	#	0	0	1	#	0	0	0	1	0	0	0	0	0	#	#	100000000000000100000000000000000000000000000	0.638	0.978	1	52.44	9899	3528	0.78		8	16	0.022
0	0	1	1	0	0	0	0	0	0	1	1	#	0	0	1	0	#	0	0	0	0	0	100000000000000100000000000000000000000000000	0.638	0.978	1	52.44	9899	3528	0.91		8	16	0.022
0	#	1	0	0	0	#	#	#	0	1	#	0	#	0	#	0	0	0	0	0	0	0	100000000000000000000000000000000000000000000	0.765	0.987	1	65.56	9901	3530	0.70		24	40	0.013
1	1	0	#	0	0	0	0	0	#	#	1	#	#	1	0	#	#	#	#	0	0	#	000010000000000000000000000000001000000000000	1.000	1.000	1	34.23	9903	3532	0.57		16	16	0.000
#	0	1	0	0	0	0	0	0	0	0	1	#	0	0	#	1	0	0	0	0	0	0	100000000000000000000000000000000000000000000	1.000	1.000	1	115.26	9905	3534	0.87		16	16	0.000
0	0	0	0	#	1	0	0	0	0	0	0	0	0	0	0	0	0	#	#	0	0	0	000000000000000000000000000000000000000000010	0.884	0.994	1	108.72	9909	3538	0.87		65	90	0.006
0	0	0	1	0	0	1	#	0	0	0	1	0	0	#	1	1	0	0	0	0	#	#	000000000000000000000000100000000000000001000	1.000	1.000	1	27.62	9913	3542	0.83		8	8	0.000
#	0	0	1	0	0	1	#	0	0	0	1	0	0	0	1	1	0	0	0	0	#	0	000000000000000000000000100000000000000001000	1.000	1.000	1	27.62	9913	3542	0.87		8	8	0.000
#	0	0	#	1	0	0	0	#	0	0	#	0	1	0	0	0	#	0	0	1	0	0	000000000000000000000000000000000010000000000	1.000	1.000	1	31.62	9919	3548	0.78		8	8	0.000
0	0	0	#	0	0	0	0	0	0	1	1	0	0	0	#	1	#	1	0	0	0	0	000000000000000000000000000000000000100001000	0.710	0.983	1	84.25	9921	3550	0.87		8	34	0.017
#	0	0	1	0	0	0	0	0	0	1	1	0	0	#	#	1	0	1	0	0	0	0	000000000000000000000000000000000000100001000	0.710	0.983	1	84.25	9921	3550	0.87		8	34	0.017
1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	#	#	0	000000000010000000000000000000000000000000000	0.398	0.955	1	65.65	9929	3558	0.91		8	41	0.045
1	0	0	0	1	0	0	0	0	0	0	#	#	0	0	0	0	0	0	0	0	0	#	000010000000000000000000000000000000000000001	1.000	1.000	1	103.23	9931	3560	0.87		33	33	0.000
#	0	0	0	#	0	#	0	0	0	0	0	0	0	1	#	0	1	0	0	0	1	0	000010000000000000000000000000000000000000000	1.000	1.000	1	57.83	9938	3567	0.83		16	16	0.000
0	#	0	1	0	0	0	0	#	0	1	1	#	0	0	0	1	0	0	1	0	#	#	000000000100000000000000000000000000000000000	1.000	1.000	1	16.25	9942	3571	0.78		8	8	0.000
#	#	0	0	0	#	0	0	1	0	0	1	0	0	0	0	#	#	#	0	#	0	0	000000000000000000000010000000000000000000000	0.528	0.969	1	67.82	9954	3583	0.70		8	41	0.031
0	0	0	#	0	0	0	0	0	0	1	1	0	0	0	#	#	0	#	0	0	#	#	000000000000000000000000000000000000000001000	0.687	0.981	1	80.80	9972	3584	0.74		100	207	0.019
0	0	0	0	0	0	#	1	0	0	#	0	0	#	0	1	0	0	0	#	0	#	#	000000000100000000000000000000000000000000000	1.000	1.000	1	165.31	9956	3585	0.74		82	82	0.000
0	0	0	1	#	0	0	0	#	0	0	#	0	0	#	0	0	0	0	0	#	0	0	000000000000000000000000000000000000000001000	1.000	1.000	1	199.96	9959	3588	0.78		57	57	0.000
0	1	#	0	0	#	#	#	1	0	0	1	0	0	0	#	0	0	0	0	0	0	0	000000000000000000000000000000001000000000000	1.000	1.000	1	23.50	9963	3592	0.78		8	8	0.000
0	#	0	0	0	0	0	0	0	0	0	1	0	#	0	#	1	#	1	0	0	1	#	000000000000000000000000000000010000000000000	1.000	1.000	1	20.25	9964	3593	0.78		8	8	0.000
0	#	0	1	0	0	0	#	0	0	1	#	0	0	0	#	1	0	1	0	0	0	0	000000000000000000000000000000000000000001000	0.898	0.995	2	84.36	9972	3601	0.83		25	33	0.005
0	#	0	1	0	#	0	#	#	0	1	1	0	0	0	#	1	0	1	0	0	0	0	000000000000000000000000000000000000000001000	0.898	0.995	1	84.36	9972	3601	0.78		25	33	0.005
1	#	0	0	#	0	0	0	0	0	0	0	0	0	#	0	#	1	0	0	0	0	0	000000000010000000000000000000000000000000000	0.638	0.978	1	70.28	9973	3602	0.83		8	16	0.022
1	#	0	0	#	0	0	0	#	0	0	1	#	1	0	0	0	0	#	0	0	0	0	000000000000000000000000000000010000000000000	1.000	1.000	1	62.25	9978	3607	0.78		8	8	0.000
1	#	0	0	#	0	0	0	#	0	0	1	0	1	0	0	0	0	#	#	0	0	0	000000000000000000000000000000010000000000000	1.000	1.000	2	62.25	9978	3607	0.78		8	8	0.000
0	0	#	0	0	1	0	0	1	0	1	1	0	#	0	0	0	0	0	#	0	0	0	000000000000000000000000000000000000000000010	1.000	1.000	1	15.50	9983	3612	0.87		8	8	0.000
0	0	0	0	0	1	0	0	1	0	1	1	0	#	0	0	0	0	0	#	0	0	#	000000000000000000000000000000000000000000010	1.000	1.000	1	15.50	9983	3612	0.87		8	8	0.000
#	#	#	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	#	0	#	000000000000000000000000100000000000000000000	1.000	1.000	1	33.54	9990	3619	0.78		16	16	0.000
0	1	0	0	#	0	0	0	0	0	0	1	0	1	1	0	0	1	0	#	0	#	0	000000000000000000000000000000001000000000000	1.000	1.000	1	31.44	9991	3620	0.87		16	16	0.000
0	1	0	0	#	0	0	0	0	0	0	1	0	1	1	#	0	1	0	0	0	#	#	000000000000000000000000000000001000000000000	1.000	1.000	1	31.44	9991	3620	0.83		16	16	0.000
0	0	#	0	0	0	#	0	0	0	#	#	0	0	0	1	1	#	#	1	#	0	0	000000000100000000000000000000000000000000000	1.000	1.000	1	82.50	9995	3624	0.70		33	33	0.000
0	#	1	#	0	0	#	1	#	0	0	0	0	0	0	1	0	#	0	0	#	0	0	000000000100000000000000000000000000000000000	1.000	1.000	1	57.25	9996	3625	0.74		8	8	0.000
0	#	0	1	0	0	0	#	0	0	1	1	0	0	0	#	#	0	0	0	0	0	0	000000000000000000000000000010000000000001000	0.499	0.966	1	114.00	9480	3630	0.83		15	97	0.034
1	1	0	0	0	0	0	#	0	#	#	0	0	#	#	0	0	0	0	0	0	0	0	000010000000000000000000000000001000000000000	0.872	0.993	2	193.61	9992	3639	0.78		349	446	0.007
#	0	#	#	0	0	0	0	#	#	#	#	0	1	0	0	#	#	0	0	#	#	#	000000000000000000000000000000010000000000000	0.560	0.971	1	192.51	9988	3640	0.48		268	706	0.029
1	0	#	0	0	#	0	0	0	0	#	0	0	1	1	0	0	1	0	0	0	1	0	000000000010000000000000000000000000000000000	0.619	0.976	1	89.65	9232	3644	0.87		7	15	0.024
#	0	#	0	0	0	0	0	#	0	#	0	0	1	#	0	0	#	0	0	0	1	0	000000000010000000000000000000000000000000000	0.449	0.961	1	167.24	9428	3644	0.74		15	90	0.039
0	0	1	0	0	0	0	#	0	0	0	0	0	0	0	0	1	0	0	#	#	0	0	000000000100100000000000000000000000000000000	0.379	0.953	1	85.04	9241	3653	0.87		7	15	0.047
0	0	0	0	#	0	0	0	#	0	0	0	0	0	#	#	#	0	#	1	0	0	0	000000000100000000000000000000000000000000000	0.798	0.989	1	183.28	9995	3662	0.74		272	370	0.011
#	#	0	1	#	0	0	0	0	1	1	1	0	0	#	0	1	0	1	#	#	0	0	000000000000000000000000000000000000100001000	1.000	1.000	1	32.64	9406	3663	0.74		15	15	0.000
#	0	0	1	#	#	0	#	0	1	#	1	#	0	0	0	1	0	1	#	0	#	#	000000000000000000000000000000000000100001000	1.000	1.000	2	32.64	9406	3663	0.61		15	15	0.000
#	#	0	#	0	0	0	#	#	0	#	#	#	1	0	0	0	1	#	#	#	#	#	000000000000000000000000000000010000000000000	0.724	0.984	2	157.35	9985	3674	0.43		261	369	0.016
1	1	0	0	#	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	000010000000000000000000000100001000000000000	0.338	0.947	1	115.48	9812	3679	0.96		15	48	0.053
#	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	#	#	0	0	000010000000000000000000000100001000000000000	1.000	1.000	1	40.14	9267	3679	0.87		7	7	0.000
0	1	#	0	0	0	0	0	0	0	0	#	0	#	0	0	#	#	#	#	0	#	0	000000000000000000000000000000001000000000000	0.825	0.990	1	140.34	9998	3680	0.65		185	251	0.010
0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	#	0	1	100000000000000000000000000000000000000001000	1.000	1.000	2	8.71	9269	3681	0.96		7	7	0.000
0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	#	0	1	0	0	0	1	100000000000000000000000000000000000000001000	1.000	1.000	1	8.71	9269	3681	0.96		7	7	0.000
0	0	0	#	0	0	0	0	#	0	#	0	0	#	0	0	1	0	1	0	0	0	1	000000000001000000000000000000000000000001000	1.000	1.000	1	32.43	9281	3693	0.83		7	7	0.000
0	#	0	#	0	0	0	0	0	0	#	#	#	#	0	0	1	0	#	0	0	#	1	000000000001000000000000000000000000000001000	0.732	0.985	1	27.20	9281	3693	0.65		7	23	0.015
0	0	0	1	#	#	1	0	0	0	#	1	0	0	0	1	0	#	0	#	0	0	1	000000000000000000000000100000000000000000000	1.000	1.000	2	32.27	9333	3694	0.78		15	15	0.000
1	#	0	#	0	#	0	#	#	0	#	#	#	1	0	0	0	1	0	0	#	#	#	000000000000000000000000000000010000000000000	0.668	0.980	2	152.18	9985	3695	0.52		178	278	0.020
0	0	0	1	0	1	0	0	0	0	0	0	#	0	0	0	#	0	0	0	#	0	0	000000000000000000000000000000000000000000010	1.000	1.000	1	53.00	9288	3700	0.87		7	7	0.000
#	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	#	0	0	0	0	#	000000000100000000000000000000000000000000000	1.000	1.000	1	31.43	9290	3702	0.87		7	7	0.000
0	0	1	0	0	0	0	1	0	0	0	#	0	0	0	0	0	#	0	0	0	0	0	000000000100000000000000000000000000000000000	1.000	1.000	1	31.43	9290	3702	0.91		7	7	0.000
0	1	1	#	0	1	0	0	0	0	1	1	#	0	0	0	0	0	0	1	0	1	0	100000000100000000000000000000000000000000000	1.000	1.000	1	12.86	9291	3703	0.91		7	7	0.000
0	1	1	0	0	1	0	0	0	0	1	1	0	#	0	0	0	0	0	#	0	1	0	100000000100000000000000000000000000000000000	1.000	1.000	1	12.86	9291	3703	0.91		7	7	0.000
1	0	0	0	0	0	0	#	#	0	0	1	0	0	0	0	0	#	0	0	0	#	0	000010000000000000000000000000000000000000000	1.000	1.000	1	64.14	9297	3709	0.83		7	7	0.000
1	0	0	0	1	0	0	0	0	0	0	#	0	0	0	0	0	0	0	0	0	0	0	000010000000000000000000000000000000000000001	1.000	1.000	2	103.28	9931	3714	0.96		32	32	0.000
0	0	#	0	0	#	0	#	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	000000000010000000000000000000000000000000000	1.000	1.000	1	33.43	9303	3715	0.87		7	7	0.000
0	0	0	0	0	#	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	#	#	000000000010000000000000000000000000000000000	1.000	1.000	1	35.38	9624	3715	0.87		15	15	0.000
0	#	0	1	0	0	0	#	#	0	0	#	0	0	0	0	#	#	0	0	0	0	#	000000000000000000000000000000000000000001000	0.945	0.997	1	146.93	9968	3716	0.70		110	126	0.003
0	#	#	0	0	#	#	0	0	0	#	0	0	0	#	0	#	0	0	1	0	0	0	000000000100000000000000000000000000000000000	0.743	0.985	1	152.40	9979	3732	0.70		183	273	0.015
0	0	1	0	0	0	0	0	#	0	0	#	0	#	0	0	0	0	0	0	0	#	0	100000000000000000000000000000000000000000000	0.979	0.999	1	205.15	9999	3739	0.83		288	295	0.001
0	0	0	1	#	#	1	0	0	0	#	1	#	0	0	1	0	#	0	#	0	0	1	000000000000000000000000100000000000000000000	1.000	1.000	2	33.43	9333	3745	0.74		14	14	0.000
#	0	#	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	#	#	0	#	000000000000000000000000100000000000000000000	1.000	1.000	2	33.72	9990	3747	0.78		15	15	0.000
0	0	#	1	0	0	0	0	0	0	1	1	#	0	0	1	0	0	0	0	0	0	0	100000000000000000000000000000000000010000000	0.619	0.976	1	53.30	9344	3756	0.91		7	15	0.024
0	0	0	0	0	1	0	0	#	0	0	0	0	#	0	0	0	0	0	0	0	0	0	000000000000010000000000000000000000000000010	0.671	0.980	1	128.87	9347	3759	0.91		7	63	0.020
#	#	#	#	0	0	1	0	0	0	0	#	0	0	0	#	0	#	#	0	0	0	#	000000000000000000000000100000000000000000000	0.881	0.994	1	129.81	9958	3761	0.61		156	218	0.006
1	0	0	0	#	#	0	0	#	0	0	0	0	0	1	0	0	1	0	0	#	1	0	000010000000000000000000000000000000000000000	1.000	1.000	1	58.94	9938	3763	0.83		15	15	0.000
0	#	0	0	#	0	0	#	#	1	#	#	0	0	0	0	#	0	1	0	0	0	1	000000000000000000000000000000000000100000000	1.000	1.000	1	14.14	9353	3765	0.70		7	7	0.000
0	#	1	0	0	0	0	0	#	0	1	1	0	0	0	1	#	0	0	0	#	0	#	100000000001000000000000000000000000000000000	0.534	0.969	1	54.31	9356	3768	0.78		7	23	0.031
0	#	#	1	0	0	0	0	#	#	1	1	0	0	0	#	1	0	1	0	0	0	0	000000000000000000000000000000000000000001000	0.804	0.989	1	74.15	9972	3789	0.78		24	47	0.011
#	0	#	0	#	#	0	0	0	0	0	1	0	#	0	0	0	0	0	0	0	0	0	000000000000000000010000000000000000000000000	0.429	0.959	1	177.43	9378	3790	0.78		7	103	0.041
0	0	0	1	0	0	0	0	0	0	0	#	0	#	#	#	#	#	0	#	0	#	0	000000000000000000000000000000000000000001000	0.913	0.995	1	128.92	9968	3793	0.65		94	118	0.005
0	0	#	1	0	0	0	#	0	0	0	#	0	0	#	0	0	0	#	0	0	0	0	000000000000000000000000000000000000000001000	0.769	0.987	1	149.11	9959	3793	0.78		64	102	0.013
0	0	1	0	0	0	0	#	0	0	0	0	0	#	#	1	0	#	#	1	0	#	0	000000000000100000000000000000000001000000000	0.485	0.964	1	65.60	9382	3794	0.74		7	15	0.036
0	#	0	#	0	0	0	0	#	0	0	#	0	0	0	0	#	0	0	1	0	1	#	000000000100000000000000000000000000000000000	0.619	0.976	1	41.26	9384	3796	0.74		7	15	0.024
1	1	0	0	0	0	#	0	0	0	#	0	0	0	0	0	0	0	#	0	0	0	0	000010000000000000000000000000001000000000000	0.895	0.994	1	212.43	9992	3799	0.87		166	221	0.006
0	0	#	1	0	#	0	0	0	0	0	1	0	0	0	0	1	0	#	#	0	#	0	000000000000000000000000000000000000100001000	0.683	0.981	2	101.94	9622	3800	0.78		15	47	0.019
0	#	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	000000000000000000000000000000000000100000000	1.000	1.000	1	13.57	9389	3801	0.96		7	7	0.000
0	0	0	0	0	0	0	0	#	1	#	1	0	0	0	0	0	0	1	0	0	0	0	000000000000000000000000000000000000100000000	1.000	1.000	1	13.57	9389	3801	0.91		7	7	0.000
#	1	0	0	#	0	0	#	0	0	0	#	#	0	0	0	#	1	0	0	0	#	0	000000000000000000000000000000001000000000000	0.788	0.988	1	45.87	9391	3803	0.70		7	15	0.012
0	0	#	#	0	0	0	0	0	0	1	1	0	0	0	#	0	#	0	#	0	#	#	100000000100000000000000000000000000000000000	0.310	0.943	1	78.48	9394	3806	0.70		7	214	0.057
0	0	0	0	0	0	#	0	0	0	0	0	0	0	#	0	#	#	0	1	0	0	0	000000000100000000000000000000000000000000000	0.904	0.995	1	211.65	9979	3812	0.83		118	133	0.005
0	1	0	#	0	0	0	1	0	0	1	1	0	0	0	0	0	0	#	#	0	0	0	000000000100000000000000000000000000000000000	1.000	1.000	1	17.00	9401	3813	0.87		7	7	0.000
0	0	1	0	0	0	0	0	#	1	1	1	0	0	0	0	0	#	#	0	0	#	0	100000000000000000000000000000000000100000000	0.625	0.977	1	47.82	9407	3819	0.83		7	23	0.023
0	#	1	0	0	0	0	0	#	1	1	#	0	0	#	0	0	0	#	0	0	#	0	100000000000000000000000000000000000100000000	0.625	0.977	1	47.82	9407	3819	0.74		7	23	0.023
0	0	1	0	0	0	0	0	0	1	1	#	0	0	#	0	0	0	0	#	0	0	0	000000000000000000000000000000000000110000000	0.457	0.962	1	48.11	9408	3820	0.87		7	22	0.038
0	0	#	0	0	1	#	#	0	1	0	0	0	0	#	0	1	0	0	0	#	#	#	000000000000000000000000000000000000100000010	1.000	1.000	1	24.00	9410	3822	0.70		7	7	0.000
1	0	0	0	0	0	#	0	#	#	0	0	0	#	0	0	#	#	0	0	#	#	0	000010000000000000000000000000000000000000000	0.863	0.993	2	222.16	9989	3823	0.65		754	949	0.007
#	0	0	0	#	1	0	0	0	0	0	0	0	0	0	#	0	0	0	0	0	0	0	000000000000000000000000000000000000000000010	0.974	0.999	1	123.32	9909	3825	0.87		110	117	0.001
0	0	0	#	0	1	0	#	0	#	#	0	0	#	0	#	0	0	#	0	0	0	0	000000000000000000000000000000000000000000010	0.948	0.997	1	114.40	9909	3825	0.70		117	133	0.003
0	1	#	0	0	#	0	0	0	0	0	0	#	#	0	0	0	0	0	1	0	0	0	000000000100000000000000000000000000000000000	1.000	1.000	1	84.21	9699	3833	0.83		16	16	0.000
#	0	0	0	#	1	0	0	1	0	#	1	0	0	0	1	0	#	#	0	0	0	#	000000000000000000000000000000000000000000010	1.000	1.000	1	15.57	9422	3834	0.74		7	7	0.000
#	0	#	0	0	1	0	0	1	0	#	1	0	0	0	1	0	0	#	0	0	#	0	000000000000000000000000000000000000000000010	1.000	1.000	1	15.57	9422	3834	0.78		7	7	0.000
0	0	1	1	0	0	0	0	0	#	1	1	0	0	0	0	0	0	0	0	#	0	1	100000000001000000000000000000000000000001000	1.000	1.000	2	35.86	9423	3835	0.91		7	7	0.000
1	1	0	0	0	0	#	0	0	0	0	#	0	#	0	0	0	0	0	0	0	0	#	000010000000000000000000000000001000000000001	0.552	0.971	1	182.38	9424	3836	0.83		7	440	0.029
1	0	0	0	0	0	#	0	0	#	0	0	0	#	0	#	#	0	#	#	0	#	0	000010000000000000000000000000000000000000000	0.930	0.996	1	233.61	9989	3844	0.65		729	832	0.004
0	0	0	0	0	0	#	1	0	0	0	0	0	#	0	1	#	0	#	#	0	0	#	000000000100000000000000000000000000000000000	1.000	1.000	1	173.31	9956	3854	0.74		73	73	0.000
