Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	#	0.411;0.732	#	0.312;0.682	#	-0.099;0.371	0.148;0.408	0.169;0.619	0.491;1.078	0.080;0.541	#	#	-0.088;0.563	0.024;0.291	0.222;0.549	000100	1.000	1.000	2	61.50	49938	33254	0.59		10	10
-0.215;0.215	#	#	#	#	-0.340;0.332	#	0.606;0.896	-0.247;0.253	#	-0.204;0.206	#	#	#	#	#	0.827;1.192	100000	0.338	0.897	1	179.32	49986	33302	0.35		377	567
-0.242;0.262	-0.174;0.339	#	0.266;0.716	#	-0.113;0.337	0.183;0.653	0.617;1.087	-0.181;0.259	-0.203;0.277	0.163;0.513	0.542;0.984	0.164;0.664	#	0.725;1.065	#	#	100000	1.000	1.000	2	75.00	48316	33316	0.71		6	6
#	0.396;0.896	#	1.044;1.078	#	0.515;1.158	0.348;0.547	0.378;0.822	#	#	#	0.359;1.005	0.006;0.560	#	-0.354;0.400	#	#	000001	0.100	1.000	1	72.82	33330	33330	0.47		0	0
-0.377;0.549	-0.232;0.184	#	#	#	0.111;0.308	0.433;0.913	#	0.106;0.441	0.111;0.381	0.544;0.894	0.192;0.648	0.371;0.731	0.112;0.650	0.210;0.620	0.623;1.098	0.337;0.803	001000	1.000	1.000	1	71.83	48353	33353	0.76		6	6
#	-0.130;0.976	#	0.696;1.156	0.090;0.430	0.815;1.185	#	#	#	#	0.521;1.152	-0.184;0.288	#	#	#	-0.615;0.760	#	000001	1.000	1.000	1	66.83	48361	33361	0.41		6	6
-0.010;0.280	0.107;0.397	-0.048;0.262	-0.130;0.330	-0.167;0.233	-0.115;0.325	#	-0.014;0.416	-0.168;0.312	0.019;0.269	-0.021;0.005	0.409;0.664	0.169;0.519	-0.113;0.287	0.312;0.672	0.319;0.566	0.439;0.717	000110	0.009	0.784	1	187.13	33368	33368	0.94		0	0
#	0.820;1.160	0.717;1.077	0.713;1.103	#	#	#	0.272;0.608	#	#	0.663;0.933	#	0.418;0.708	#	#	0.472;0.719	0.294;0.780	010000	0.073	0.770	1	58.73	48395	33395	0.47		9	29
0.486;0.926	#	#	0.450;0.950	0.679;0.904	#	0.161;0.642	#	#	0.455;0.838	0.375;0.875	0.299;0.673	#	#	#	0.394;0.800	0.361;0.736	000001	1.000	1.000	1	78.89	49168	33400	0.53		19	19
#	0.299;0.709	0.643;1.073	#	0.594;1.109	0.525;0.855	0.262;0.531	0.361;0.711	#	0.568;0.755	#	#	0.477;0.767	#	#	0.463;0.641	0.270;0.778	000001	1.000	1.000	1	80.33	48400	33400	0.59		9	9
0.034;0.294	0.128;0.691	#	#	0.202;0.632	#	0.069;0.421	0.410;0.880	#	#	0.257;0.627	0.496;0.948	0.245;0.595	0.189;0.439	0.515;0.998	0.456;0.906	0.517;0.973	001000	0.409	0.915	1	158.55	49445	33438	0.71		29	39
-0.003;0.387	-0.145;0.605	#	#	#	#	#	#	#	-0.018;0.402	0.014;0.587	#	0.432;0.702	0.329;0.779	-0.203;0.190	#	#	000010	0.553	0.943	1	132.11	49892	33440	0.41		19	29
-0.502;0.651	0.369;0.779	#	#	0.217;0.507	-0.073;0.398	0.327;0.597	0.152;0.713	#	#	0.234;0.674	0.582;0.945	0.440;0.710	0.004;0.384	#	#	#	000010	0.145	0.825	1	126.27	48445	33445	0.59		9	19
#	#	0.174;0.674	0.031;0.607	#	0.462;1.158	#	#	#	#	#	0.280;0.768	#	#	#	0.074;0.549	0.144;0.536	000001	0.274	0.879	1	137.65	49995	33455	0.35		194	313
0.652;1.152	0.790;1.210	#	#	#	-0.107;0.173	#	0.254;0.544	-0.161;0.209	-0.196;0.204	0.820;1.180	0.694;0.795	0.242;0.492	-0.037;0.248	#	0.350;0.667	0.309;0.755	010000	0.100	1.000	1	33.00	33457	33457	0.71		0	0
0.652;1.152	0.790;1.210	0.865;1.135	0.825;1.175	0.664;1.230	-0.107;0.173	#	#	-0.161;0.209	#	0.820;1.180	0.421;0.795	0.242;0.492	-0.002;0.248	0.375;0.835	0.350;0.667	0.309;0.755	010000	1.000	1.000	1	38.56	48457	33457	0.82		9	9
#	#	#	#	#	-0.147;0.017	#	0.705;1.295	#	-0.131;0.378	-0.246;0.549	0.587;0.960	#	-0.226;0.223	0.548;1.065	#	0.709;1.033	100000	0.283	0.881	1	205.00	49986	33488	0.47		308	478
#	#	#	#	#	#	#	0.705;1.203	#	#	#	#	#	#	0.525;1.074	#	0.897;1.080	100000	0.408	0.914	1	171.17	49986	33525	0.18		272	367
#	0.033;0.533	#	#	#	-0.379;1.444	0.658;1.119	#	-0.119;0.141	#	0.713;0.921	0.459;0.696	#	#	0.399;0.719	0.480;0.737	0.012;0.668	000001	0.100	1.000	1	47.00	33526	33526	0.53		0	0
#	#	#	0.266;0.656	#	#	#	#	#	-0.323;0.378	#	0.658;1.002	#	#	#	#	#	100000	0.175	0.840	1	133.53	49976	33542	0.18		230	462
-0.239;0.406	-0.145;0.145	#	#	0.825;1.175	#	#	#	#	#	#	#	#	#	-0.160;0.330	#	#	010000	0.295	0.885	1	61.13	49637	33561	0.24		19	29
0.409;0.749	0.752;1.112	0.562;0.952	0.647;0.927	0.770;1.143	0.840;1.160	0.750;1.250	0.340;0.495	-0.192;0.238	0.860;1.140	0.646;1.106	0.152;0.624	0.293;1.235	-0.184;0.216	0.236;0.486	0.332;0.639	0.343;0.766	010000	0.100	1.000	1	30.20	33582	33582	1.00		0	0
#	#	-0.146;0.457	#	#	0.248;0.748	#	0.815;0.916	0.122;0.542	0.071;0.521	0.274;0.534	#	#	0.402;0.702	#	0.416;0.752	0.222;0.510	000001	0.100	1.000	1	71.71	33584	33584	0.53		0	0
#	#	#	0.515;0.775	#	0.206;0.685	#	#	#	-0.109;0.311	#	#	#	#	0.599;0.879	0.276;0.813	0.144;0.700	000001	0.071	0.767	1	82.41	49739	33593	0.35		19	48
#	-0.115;0.215	0.755;1.245	0.618;1.235	0.431;0.921	0.815;1.185	#	-0.081;0.281	0.523;0.943	#	#	#	0.758;1.128	#	#	#	0.353;0.621	010000	1.000	1.000	1	36.00	48624	33624	0.53		9	9
0.650;1.130	#	#	0.765;1.235	#	0.815;1.185	0.679;1.109	#	0.563;0.903	0.532;0.802	0.154;0.404	#	#	0.122;0.572	#	#	0.353;0.621	010000	1.000	1.000	1	36.00	48624	33624	0.53		9	9
0.411;0.811	0.302;0.813	#	0.652;0.982	0.560;0.860	#	-0.029;0.301	0.509;0.799	0.600;1.040	0.638;1.006	-0.144;0.196	#	0.132;0.412	#	0.639;0.909	#	#	000010	1.000	1.000	1	67.44	48638	33638	0.65		9	9
#	#	-0.154;0.336	#	0.217;0.507	#	#	0.655;1.095	0.042;0.863	0.048;0.338	#	#	#	#	#	#	#	000010	0.063	0.758	2	181.02	49775	33639	0.29		77	280
#	#	#	#	#	#	-0.041;0.439	0.281;0.711	#	#	-0.108;0.272	0.231;0.574	#	#	#	0.650;1.095	0.725;1.080	100000	0.439	0.921	1	88.84	49856	33648	0.35		29	38
0.155;0.640	0.178;0.438	0.019;0.394	#	#	#	#	#	#	-0.200;0.325	#	#	0.420;0.890	-0.000;0.260	0.176;0.566	#	0.206;0.668	000001	0.189	0.847	2	151.69	49848	33662	0.47		47	87
0.387;0.717	0.785;1.205	#	0.337;0.625	0.276;0.546	0.240;0.660	0.211;0.526	0.234;0.740	0.251;0.731	#	0.180;0.480	#	0.640;0.644	#	#	0.534;1.085	-0.053;0.403	000001	0.100	1.000	1	100.00	33675	33675	0.71		0	0
#	#	0.013;0.503	0.515;0.738	#	0.109;1.071	#	0.165;0.765	#	#	#	0.026;0.331	#	#	#	0.228;0.760	#	000001	0.157	0.831	1	103.23	49929	33680	0.35		39	79
0.568;0.858	0.469;0.759	0.118;0.398	#	-0.102;0.502	#	0.081;0.594	#	#	#	0.133;0.541	0.498;0.930	0.475;0.905	0.469;0.849	0.379;0.669	0.405;0.760	#	000001	1.000	1.000	1	78.22	48697	33697	0.65		9	9
-0.187;0.211	#	#	#	#	0.820;1.436	#	-0.129;0.301	#	#	#	-0.118;0.167	#	#	#	#	-0.371;0.360	010000	1.000	1.000	1	98.36	49955	33707	0.29		77	77
0.472;0.812	#	#	0.706;1.116	#	#	0.845;1.095	0.300;0.740	#	0.152;0.537	#	#	0.706;0.933	-0.127;0.440	#	#	#	001000	1.000	1.000	1	50.89	48713	33713	0.41		9	9
#	0.630;0.900	1.108;1.224	0.706;1.116	#	#	#	0.335;0.705	#	#	#	#	#	#	#	#	#	001000	0.100	1.000	1	42.86	33713	33713	0.24		0	0
#	0.392;0.896	0.720;0.920	#	#	#	0.563;0.843	0.266;0.843	#	0.204;0.683	0.756;1.056	0.214;0.668	#	0.199;0.792	#	0.416;0.737	0.012;0.808	000001	1.000	1.000	1	63.56	48715	33715	0.59		9	9
-0.144;0.282	-0.060;0.340	-0.550;0.272	-0.224;0.310	#	#	#	0.520;0.800	#	-0.182;0.218	#	0.966;1.083	-0.218;0.212	-0.136;0.136	#	#	0.563;0.870	000100	0.019	0.846	1	205.48	33719	33719	0.59		0	0
#	0.805;1.195	#	0.826;1.140	0.756;1.126	#	#	#	0.738;1.088	#	#	#	#	#	#	0.383;0.819	#	001000	1.000	1.000	1	61.43	49699	33720	0.29		38	38
#	#	#	0.465;0.725	0.470;0.913	#	0.811;1.081	0.028;0.528	#	0.201;0.596	0.563;1.117	-0.253;0.384	0.516;1.006	0.077;0.527	#	#	0.152;0.638	001000	1.000	1.000	1	49.56	48723	33723	0.59		9	9
0.065;0.545	-0.176;0.194	0.158;0.568	#	#	#	0.699;0.969	0.472;1.027	0.066;0.696	0.176;0.656	0.126;0.560	#	#	0.074;0.444	#	0.163;0.500	#	100000	1.000	1.000	1	58.22	48725	33725	0.59		9	9
#	#	#	#	#	#	#	-0.020;0.519	#	#	0.596;1.026	0.315;0.874	#	#	#	#	0.175;0.512	001000	0.121	0.810	1	92.39	49253	33729	0.24		28	77
-0.304;0.555	0.058;0.667	#	-0.139;0.355	-0.206;0.661	#	-0.224;0.573	#	-0.144;0.862	-0.069;0.821	-0.064;0.274	-0.064;0.201	0.167;0.452	#	-0.190;0.190	-0.013;0.550	0.013;0.325	000010	0.384	0.909	1	173.56	49460	33738	0.76		53	73
0.077;0.537	#	#	#	#	0.206;0.849	0.113;0.628	#	-0.028;0.262	0.401;0.427	#	0.230;0.770	#	0.009;0.499	0.130;0.824	#	#	000001	1.000	1.000	1	99.78	48748	33748	0.47		9	9
#	0.099;0.569	0.090;0.753	-0.249;0.368	0.780;1.220	0.322;0.782	#	#	0.584;0.954	#	0.845;1.155	#	0.074;0.544	0.414;0.804	-0.080;0.420	#	-0.134;0.213	000010	1.000	1.000	1	48.89	48752	33752	0.65		9	9
0.466;0.966	#	0.181;0.571	0.312;0.802	0.193;0.628	#	#	#	#	#	0.671;1.021	-0.017;0.445	0.429;0.839	0.338;0.728	#	#	0.093;0.559	000100	0.100	1.000	1	83.00	33762	33762	0.53		0	0
0.195;0.505	0.258;0.748	0.393;0.713	0.347;0.667	0.292;0.542	-0.040;0.250	0.296;0.596	0.390;0.870	#	#	0.108;0.488	0.302;0.636	0.141;0.611	-0.102;0.244	0.175;0.595	0.408;0.823	0.311;0.738	100001	1.000	1.000	1	113.89	48763	33763	0.88		9	9
#	#	#	#	-0.246;0.203	#	#	#	#	#	-0.124;0.276	0.508;1.427	0.222;0.572	-0.093;0.220	0.771;1.121	0.650;1.095	#	100000	0.365	0.904	1	136.57	49668	33793	0.41		47	66
0.261;0.561	0.377;0.677	0.137;0.587	#	#	#	0.492;0.822	-0.013;0.427	#	0.060;0.470	0.516;0.776	-0.116;0.365	0.301;0.681	0.010;0.490	-0.011;0.309	#	0.175;0.582	000110	1.000	1.000	1	71.56	48807	33807	0.71		9	9
0.438;0.818	0.405;0.715	0.437;0.887	0.347;0.787	0.406;0.786	0.246;0.516	0.890;0.986	0.360;0.630	#	0.256;0.726	0.381;0.721	0.180;0.612	0.169;0.519	0.143;0.563	0.282;0.532	0.282;0.609	0.146;0.612	000100	0.100	1.000	1	93.36	33827	33827	0.94		0	0
#	0.875;1.125	#	#	#	#	0.825;1.643	0.333;0.613	#	#	#	0.435;0.720	#	#	-0.160;0.564	#	#	010000	0.062	0.758	1	67.00	48832	33832	0.29		18	66
0.134;0.372	#	#	0.229;0.599	0.430;0.720	0.246;0.603	#	#	0.398;0.810	#	#	0.163;0.467	#	#	#	0.394;0.651	#	001000	1.000	1.000	1	139.63	48853	33853	0.41		18	18
-0.173;0.267	-0.173;0.217	-0.200;0.270	-0.173;0.217	-0.109;0.151	-0.152;0.198	0.073;0.216	0.595;0.915	0.609;0.979	#	-0.200;0.240	0.687;1.031	0.051;0.351	0.057;0.547	0.636;0.966	0.668;1.014	0.600;1.096	000110	0.100	1.000	1	105.80	33863	33863	0.94		0	0
0.514;0.844	#	0.248;0.678	#	#	0.560;0.950	0.616;0.936	#	0.369;0.669	#	#	0.491;0.844	0.725;1.045	#	0.452;0.732	0.392;0.758	0.605;0.952	100001	1.000	1.000	1	51.33	48884	33884	0.59		9	9
0.109;0.701	0.477;0.857	#	#	#	#	#	0.192;0.843	#	#	#	#	#	0.299;0.654	#	#	0.144;0.668	000001	0.162	0.834	1	140.27	49920	33902	0.29		182	333
-0.076;0.174	-0.178;0.250	#	-0.185;0.226	#	-0.471;0.332	#	0.573;1.295	-0.177;0.183	#	#	0.766;1.125	-0.240;0.350	#	#	0.650;1.556	0.897;1.080	100000	0.565	0.944	1	200.19	49986	33955	0.59		150	180
#	#	#	#	0.710;1.223	-0.003;0.337	#	#	0.372;0.862	#	#	0.064;0.486	0.142;0.522	0.179;0.489	#	#	#	000001	1.000	1.000	1	61.11	48964	33964	0.35		9	9
#	#	0.417;0.687	#	#	#	-0.104;0.362	-0.256;0.622	#	#	#	0.243;0.523	0.403;0.673	#	#	#	#	000010	0.071	0.767	1	121.30	48983	33971	0.29		19	63
#	#	-0.024;0.463	#	-0.004;0.278	#	-0.213;0.257	0.313;0.754	#	#	#	0.407;0.731	-0.218;0.223	-0.167;0.168	#	0.247;0.564	0.344;0.731	000100	0.127	0.814	1	190.23	49959	33976	0.53		315	780
#	0.558;0.838	-0.230;0.260	-0.566;0.355	-0.130;0.180	0.298;0.598	#	#	#	0.277;0.577	#	#	#	#	#	0.182;0.657	-0.002;0.484	001100	1.000	1.000	1	81.00	48978	33978	0.47		9	9
0.770;1.245	0.793;1.195	#	#	0.605;1.075	#	#	-0.111;0.380	#	-0.043;0.490	0.595;1.024	#	#	#	#	#	#	001000	0.288	0.883	1	51.32	49864	34015	0.35		37	57
0.090;0.580	0.392;0.672	#	#	#	0.009;0.641	#	#	#	0.197;0.447	#	#	0.546;0.856	-0.020;0.513	#	0.095;0.531	0.479;0.621	000001	1.000	1.000	1	87.22	49021	34021	0.47		9	9
#	-0.217;0.438	#	-0.239;0.251	#	0.770;1.230	-0.135;0.175	0.632;0.942	0.291;0.863	#	#	0.537;1.561	0.795;1.205	0.090;0.493	0.680;0.909	0.638;1.133	0.675;1.079	000010	1.000	1.000	1	87.03	49046	34046	0.71		18	18
#	-0.121;0.168	#	#	0.144;0.454	#	-0.051;0.189	#	#	#	#	#	0.753;1.103	-0.150;0.054	-0.160;0.155	#	#	010000	1.000	1.000	1	58.89	49116	34116	0.35		9	9
#	#	0.011;0.472	#	#	#	-0.009;0.321	#	0.413;0.743	0.252;1.265	0.134;0.405	#	0.386;0.766	#	0.545;0.935	#	#	000001	0.308	0.889	2	137.72	49117	34117	0.41		18	27
-0.173;0.257	-0.156;0.254	-0.119;0.281	-0.099;0.151	-0.100;0.160	-0.195;0.245	-0.213;0.287	0.399;0.739	0.004;0.294	0.187;0.667	#	0.374;0.826	-0.133;0.197	0.358;0.688	0.389;0.729	0.402;0.857	0.453;0.859	000110	1.000	1.000	1	131.00	49119	34119	0.94		10	10
#	#	-0.038;0.220	0.027;0.432	-0.617;0.398	0.057;0.636	#	0.309;0.894	-0.037;0.695	#	0.054;0.502	#	#	0.072;0.112	#	0.467;0.784	0.389;0.980	001000	0.092	0.788	1	242.32	49455	34124	0.59		106	267
0.502;0.872	#	#	0.544;0.994	0.668;1.215	0.529;1.019	#	0.120;0.590	-0.201;0.541	#	0.751;1.111	-0.042;0.887	#	#	-0.148;0.212	0.238;0.467	0.012;0.668	000001	1.000	1.000	1	47.11	49152	34152	0.65		9	9
#	#	#	#	#	0.206;1.071	#	0.025;0.843	#	#	#	#	#	#	#	#	#	000001	0.066	0.762	1	133.94	49995	34166	0.12		1859	6041
0.486;0.926	#	#	#	0.668;1.028	#	0.161;0.850	#	#	#	#	0.299;0.673	0.368;0.708	0.685;1.035	#	0.394;0.735	0.361;0.660	000001	1.000	1.000	1	76.00	49168	34168	0.47		9	9
-0.145;0.195	#	#	0.557;1.136	0.750;1.250	#	0.835;1.165	0.225;0.555	#	0.593;0.983	#	#	#	#	#	0.357;0.605	#	010000	1.000	1.000	1	42.56	49175	34175	0.41		9	9
#	#	#	-0.152;0.226	#	#	#	#	#	#	-0.246;0.272	#	#	#	0.525;1.074	#	0.897;1.068	100000	0.377	0.907	1	165.38	49986	34192	0.24		288	393
0.203;0.798	#	#	#	#	#	#	#	#	#	0.059;0.346	#	#	#	0.525;1.074	0.650;1.095	#	100000	0.104	0.798	1	169.54	49976	34217	0.24		175	406
#	#	#	#	#	0.482;0.752	0.706;1.106	0.079;0.399	#	#	0.689;1.079	0.426;0.711	0.133;0.651	0.142;0.642	#	#	#	000001	1.000	1.000	2	50.11	49244	34244	0.41		9	9
0.103;0.583	-0.149;0.237	0.461;0.926	0.170;0.530	0.287;0.602	#	0.141;0.561	0.309;0.609	0.170;0.645	0.272;0.582	0.370;0.749	#	-0.067;0.283	0.298;0.783	0.481;0.771	0.231;0.647	#	000001	1.000	1.000	2	140.78	49257	34257	0.82		9	9
#	#	-0.093;0.297	0.295;0.615	#	#	0.183;0.653	#	#	#	#	0.611;1.394	#	-0.142;0.737	#	#	0.581;1.080	100000	0.250	0.871	1	134.70	49976	34276	0.35		74	121
0.448;0.701	#	0.372;0.722	#	0.078;0.568	-0.379;1.158	0.870;1.130	0.110;0.843	#	#	0.553;1.043	0.344;0.668	-0.153;0.277	#	#	#	0.394;0.668	000001	1.000	1.000	1	62.67	49277	34277	0.59		9	9
#	-0.061;0.695	#	#	0.776;1.046	#	#	#	-0.119;0.863	-0.062;0.808	0.580;0.930	#	0.677;1.107	#	#	#	#	000010	0.056	0.750	1	45.90	49278	34278	0.35		9	18
#	#	#	#	0.776;1.046	#	0.002;0.528	#	-0.119;0.863	#	#	0.124;0.418	#	-0.097;0.153	#	#	#	000010	0.058	0.752	1	42.76	49292	34292	0.29		9	35
0.288;0.558	#	#	-0.124;0.306	#	-0.154;0.236	#	0.719;1.129	#	#	#	#	#	#	-0.190;0.338	#	#	000010	1.000	1.000	1	115.11	49304	34304	0.29		9	9
0.492;0.932	#	#	0.650;1.030	0.645;0.975	#	#	#	0.378;0.776	0.281;0.458	0.743;1.223	#	0.171;0.851	0.144;0.644	0.289;0.759	0.141;0.478	0.257;0.684	000001	1.000	1.000	1	72.23	49528	34324	0.65		19	19
-0.081;0.348	#	-0.528;0.220	-0.129;0.480	#	#	0.063;0.453	#	-0.062;0.567	0.110;0.385	0.112;0.502	0.337;0.950	0.259;0.739	0.172;0.462	#	0.165;0.737	#	001000	0.308	0.889	2	219.54	49800	34331	0.65		96	144
#	#	#	0.693;1.113	#	#	0.790;1.210	#	-0.240;0.394	#	#	-0.118;0.231	#	#	#	#	#	010000	0.322	0.893	1	48.98	49676	34348	0.24		19	28
-0.187;0.375	0.263;0.563	-0.206;0.221	0.016;0.456	0.562;0.932	#	0.407;0.877	-0.569;0.245	#	-0.198;0.222	0.699;0.999	#	#	-0.166;0.372	#	#	#	010000	1.000	1.000	1	65.89	49406	34406	0.59		9	9
-0.025;0.406	#	-0.129;0.309	#	#	0.554;0.834	#	#	-0.108;0.142	#	#	#	0.485;0.785	#	#	-0.019;0.267	0.394;0.661	010000	1.000	1.000	1	65.89	49406	34406	0.41		9	9
#	#	#	#	#	#	0.727;1.207	#	#	0.012;0.492	#	0.603;0.927	0.442;0.862	#	#	#	#	000010	0.071	0.768	1	69.53	49412	34412	0.24		9	46
#	0.150;0.460	0.558;1.043	0.451;1.046	#	#	#	#	#	-0.218;0.490	0.464;0.706	#	#	#	#	#	0.188;0.644	001000	0.239	0.867	1	75.86	49416	34416	0.35		9	15
#	0.218;0.578	#	#	-0.338;0.645	#	#	0.309;0.894	0.106;0.616	0.110;0.744	#	#	#	0.116;0.462	#	0.293;0.679	#	001000	0.091	0.786	1	196.75	49962	34481	0.41		334	879
#	0.185;0.681	#	#	#	#	0.670;1.096	#	#	#	#	0.355;0.768	0.245;0.454	#	#	#	0.267;0.575	000001	0.239	0.867	1	149.61	49491	34491	0.29		27	45
0.102;0.592	-0.045;0.295	-0.113;0.217	#	-0.114;0.286	0.619;0.889	-0.223;0.277	0.485;0.935	0.374;0.644	#	-0.043;0.227	0.569;0.981	-0.067;0.243	0.132;0.572	0.768;0.855	0.614;1.000	0.682;0.950	000110	0.001	0.500	1	118.30	34493	34493	0.88		0	10
#	#	#	#	#	#	#	#	0.043;0.403	#	#	#	#	0.193;0.599	#	#	0.302;0.758	001000	0.051	0.742	1	201.89	49990	34499	0.18		566	2315
#	-0.240;0.240	#	0.062;0.502	#	0.318;0.730	0.503;0.903	-0.210;0.210	-0.055;0.215	0.471;0.871	0.340;0.590	#	-0.175;0.175	-0.210;0.210	#	0.250;1.056	#	000001	1.000	1.000	1	63.33	49506	34506	0.65		9	9
0.065;0.683	0.315;0.725	0.258;0.628	#	#	0.477;0.909	#	0.526;0.838	#	#	#	0.264;0.696	#	0.113;0.755	0.288;0.648	0.433;1.155	0.150;0.557	001000	1.000	1.000	1	143.30	49524	34524	0.59		18	18
#	#	0.161;0.546	#	#	#	#	0.541;0.811	#	-0.053;0.417	#	0.342;0.563	#	#	#	#	0.226;0.514	000010	0.145	0.824	1	209.30	49930	34551	0.29		93	206
-0.118;0.342	-0.031;0.269	#	0.212;0.462	#	#	#	-0.135;0.135	0.531;0.831	0.271;0.701	0.155;0.415	-0.007;0.249	0.580;0.870	0.015;0.465	#	0.030;0.450	0.056;0.482	100000	1.000	1.000	1	68.33	49553	34553	0.71		9	9
#	0.656;0.976	#	0.515;1.273	#	0.067;0.758	#	0.405;0.843	0.028;0.428	#	#	#	#	0.310;0.740	-0.018;0.343	#	#	000001	0.056	0.903	1	96.40	34602	34602	0.41		0	0
#	-0.040;0.521	-0.220;0.270	#	#	-0.162;0.248	#	#	#	#	#	0.337;0.886	#	0.112;0.599	#	#	#	001000	0.055	0.749	1	219.16	49990	34618	0.29		711	2575
0.134;0.444	#	0.800;1.200	0.750;1.250	0.795;1.205	#	#	#	-0.082;0.218	#	-0.240;0.370	#	-0.196;0.169	#	-0.225;0.330	#	#	010000	0.100	1.000	1	27.56	34637	34637	0.47		0	0
#	-0.135;0.347	#	#	-0.126;0.204	-0.340;0.144	#	#	0.713;1.063	-0.170;0.317	#	0.237;0.650	#	#	#	#	-0.019;0.766	100000	1.000	1.000	1	50.44	49644	34644	0.41		9	9
#	#	#	#	#	-0.204;0.206	#	-0.176;0.304	-0.133;0.147	#	0.570;1.225	#	#	#	#	#	#	010000	0.162	0.833	1	56.86	49676	34676	0.24		18	36
0.770;1.230	0.805;1.195	0.774;1.174	0.493;1.140	0.860;1.140	-0.041;0.706	#	0.345;0.593	#	-0.013;0.640	#	#	#	0.452;0.802	#	0.501;0.847	#	001000	1.000	1.000	1	62.17	49699	34699	0.59		27	27
#	#	#	#	0.605;1.075	#	#	-0.084;0.920	0.738;1.088	-0.043;0.490	#	#	#	#	#	0.501;0.847	0.504;0.841	001000	1.000	1.000	1	61.37	49699	34699	0.35		36	36
#	#	#	#	#	#	#	-0.534;0.450	#	0.532;0.922	#	#	0.292;0.371	#	-0.125;0.155	#	#	010000	0.162	0.833	1	96.93	49702	34702	0.24		9	18
-0.087;0.253	-0.562;0.241	#	#	#	#	#	0.391;0.674	-0.314;0.294	#	#	-0.148;0.176	-0.149;0.093	#	#	0.370;0.696	0.106;0.414	000110	1.000	1.000	1	123.54	49725	34725	0.47		18	18
#	#	#	0.266;0.656	0.230;0.720	#	-0.052;0.208	#	-0.627;0.232	#	-0.207;0.223	0.611;1.394	#	-0.063;0.297	#	#	0.447;0.715	100000	0.406	0.914	1	136.34	49776	34729	0.47		37	56
#	-0.328;0.387	#	#	#	#	#	#	#	#	0.570;1.230	-0.162;0.162	#	-0.166;0.054	-0.160;0.155	0.625;0.921	#	010000	1.000	1.000	1	78.34	49766	34766	0.35		18	18
0.202;0.702	#	0.109;0.674	0.032;0.382	0.161;0.598	0.113;0.685	-0.084;0.386	#	#	0.440;0.921	#	#	#	0.522;0.822	#	0.373;0.689	#	000001	1.000	1.000	1	119.93	49788	34788	0.53		36	36
0.083;0.553	0.090;0.420	0.293;0.563	#	0.107;0.647	0.054;0.504	0.149;0.171	0.371;0.701	#	0.185;0.525	0.112;0.582	#	0.154;0.474	0.363;0.703	0.015;0.722	0.188;0.564	0.291;0.559	100000	0.100	1.000	1	81.29	34795	34795	0.82		0	0
#	-0.173;0.257	0.161;0.571	0.375;0.557	0.530;0.870	0.560;0.787	-0.036;0.214	#	0.386;0.686	#	0.376;0.736	#	#	#	#	0.731;1.047	#	000010	1.000	1.000	2	40.78	49806	34806	0.53		9	9
0.629;1.079	0.671;1.447	0.680;1.010	#	0.244;0.554	#	0.408;0.818	#	0.101;0.571	#	0.262;0.752	#	0.124;0.534	-0.138;0.312	#	#	0.388;0.695	100000	1.000	1.000	2	85.33	49813	34813	0.59		9	9
#	#	#	0.279;0.569	0.361;0.821	#	#	#	#	-0.153;1.424	0.248;0.678	0.096;0.470	0.076;0.486	#	-0.155;0.343	#	#	010000	0.075	0.772	1	126.91	49863	34836	0.41		55	174
0.578;0.868	-0.065;0.295	0.041;0.371	-0.124;0.306	#	#	#	#	-0.205;0.402	-0.064;0.500	#	#	-0.058;0.258	#	#	-0.541;0.218	0.604;0.971	000010	1.000	1.000	1	62.33	49837	34837	0.53		9	9
#	0.062;0.344	#	0.310;0.670	0.332;0.732	#	-0.151;0.279	#	-0.087;0.213	#	0.645;0.965	0.188;0.453	#	#	0.392;0.842	0.560;0.827	-0.117;0.240	000100	1.000	1.000	1	79.11	49841	34841	0.59		9	9
#	-0.112;0.178	#	#	#	#	-0.052;0.208	0.841;1.005	#	0.528;0.898	#	0.223;0.508	#	-0.095;0.267	#	#	#	100000	1.000	1.000	2	64.99	49953	34843	0.35		19	19
0.395;0.713	#	#	#	0.684;1.060	#	#	#	#	#	-0.101;0.159	#	-0.127;0.193	-0.203;0.406	#	0.650;1.125	#	100000	1.000	1.000	1	47.67	49843	34843	0.35		9	9
0.825;1.175	0.765;1.235	#	0.765;1.235	0.775;1.225	-0.171;0.209	0.840;1.160	0.143;0.543	#	#	#	#	0.218;0.568	0.138;0.871	#	0.296;0.573	0.420;0.856	010000	1.000	1.000	1	48.11	49845	34845	0.65		9	9
0.818;1.078	0.707;1.037	0.463;0.913	0.572;1.151	0.594;0.844	-0.182;0.198	0.525;0.935	0.120;0.570	#	-0.192;0.208	0.571;0.871	#	0.364;0.764	0.324;0.764	0.480;0.630	0.316;0.751	0.360;0.677	001000	0.100	1.000	1	41.84	34864	34864	0.88		0	0
