-	/	0	00	04	0;	0cm	1	1-1/2	1-1/2-year	1-month	1-year	1-year-1-month	1-year-4-month	1-year-5-month	1/2	1/2/01	10	10-month	10-year	10-year-9-month	101	102	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	0	#	0	0	#	#	#	0	#	1	#	#	#	#	1	1	0	#	0	#	0	#	100000000000000000000000000000000000100000000	0.635	0.956	1	22.67	889	244	0.43		2	3
#	#	1	#	0	0	0	#	0	#	#	1	#	0	#	#	1	#	#	#	0	0	0	100000000000000000000000000000000000000000000	0.635	0.956	1	24.88	889	244	0.48		10	14
#	0	#	0	0	#	#	#	#	#	1	#	#	#	#	1	1	0	#	0	#	0	#	100000000000000000000000000000000000100000000	0.502	0.933	1	31.50	889	244	0.39		1	2
#	0	#	0	#	#	0	0	0	#	0	0	#	0	#	#	0	0	#	0	0	0	0	000000000000000000000000000000100000000000000	0.407	0.914	4	167.01	980	246	0.61		11	170
#	0	#	0	0	0	#	0	#	#	#	#	0	0	0	0	0	#	0	0	#	#	#	000000000000000000000001000000000000000000000	0.434	0.920	1	157.70	994	247	0.52		23	186
0	#	0	0	#	0	0	0	1	0	0	0	#	0	0	#	#	0	#	#	0	0	0	000000000000000000000001000000000000000000000	0.825	0.981	1	103.96	994	247	0.70		17	21
#	#	0	0	0	#	#	#	0	0	0	0	#	#	0	#	0	0	#	#	0	0	#	000000000000000000000000100000000000000000000	0.383	0.908	1	149.69	952	248	0.52		24	329
0	#	#	1	#	#	0	#	#	#	#	1	0	0	0	0	0	0	0	#	0	0	#	000000000000000000000000000000000000000001000	0.785	0.976	2	52.56	896	251	0.57		12	13
#	1	#	#	0	0	0	#	0	0	#	0	0	0	#	#	#	#	#	#	0	0	#	000000000100000000000000000000000000000000000	0.343	0.899	2	109.96	898	253	0.48		6	46
#	0	0	0	0	0	0	#	#	0	1	#	0	0	#	0	#	#	0	#	#	0	#	000000000000000000000000000010000000000001000	0.295	0.885	2	71.56	899	254	0.57		2	12
0	#	0	0	#	0	0	0	#	1	#	1	0	#	0	#	#	0	1	#	#	0	#	000000000000000000000000000000000000100000000	1.000	1.000	1	26.00	901	256	0.57		2	2
0	#	0	0	#	0	#	0	#	1	#	1	0	#	0	0	#	0	1	0	#	0	#	000000000000000000000000000000000000100000000	1.000	1.000	1	26.00	901	256	0.61		2	2
#	0	0	#	0	0	0	#	0	#	#	#	#	#	0	0	0	#	0	#	0	0	0	000000000000000000100000000000000000000000000	0.388	0.910	1	158.22	902	257	0.57		2	203
0	#	0	#	#	#	#	0	#	#	#	0	1	#	0	#	#	0	0	#	0	0	0	000000000000000000000000000000000000001000010	0.649	0.958	1	56.61	903	258	0.48		2	21
#	#	#	#	0	#	0	0	0	0	0	0	1	0	0	1	0	#	0	#	#	0	0	000000000000000000000000000000000000001000000	0.956	0.996	1	57.30	924	259	0.65		10	10
#	#	#	#	0	#	0	0	0	0	0	0	1	0	0	1	0	0	0	#	0	0	0	000000000000000000000000000000000000001000000	0.956	0.996	1	57.30	924	259	0.74		10	10
#	0	0	#	0	#	0	0	#	0	#	#	0	1	#	0	#	1	0	#	0	#	0	000000000000000000000000000000010000000000000	0.666	0.960	2	79.83	982	260	0.57		22	38
#	#	#	0	0	#	#	0	#	0	0	#	0	1	0	0	#	#	0	#	0	#	0	000010000000000000000000000000000000000000000	0.554	0.943	1	139.79	962	268	0.52		69	137
1	0	#	0	#	0	#	#	0	0	#	0	#	#	#	0	#	0	0	#	0	0	0	000010000000000000000000000000000000000000000	0.922	0.992	1	167.77	909	268	0.57		90	94
#	0	0	0	#	0	#	#	#	0	#	#	#	#	#	#	#	#	#	0	#	#	0	000000000000000000000000000000000010000000000	0.388	0.910	1	158.43	977	269	0.30		10	327
0	0	0	#	0	#	#	0	#	0	0	0	#	0	0	#	0	#	0	#	#	0	#	000000000100000000000000000000000000000000000	0.466	0.927	1	146.00	973	270	0.57		35	164
0	0	#	0	#	0	0	0	#	0	#	#	0	0	0	#	0	0	#	#	#	#	0	000000000100000000000000000000000000000000000	0.474	0.928	1	129.73	973	270	0.57		40	193
#	#	1	#	0	#	0	#	1	#	#	#	0	#	#	0	0	0	#	#	0	#	#	100000000000000000000000000000000000000000000	1.000	1.000	1	32.00	919	274	0.39		2	2
0	#	#	#	#	#	0	0	#	#	#	#	0	#	0	#	#	#	#	0	0	#	0	100000000000000000000000000000000000010000000	0.294	0.885	1	126.17	920	275	0.35		2	270
1	#	0	0	#	#	0	#	#	0	#	#	#	1	#	#	0	1	#	#	0	1	#	000000001000000000000000000000010000000000000	0.394	0.911	1	53.46	276	276	0.43		2	26
0	0	#	1	#	0	#	#	0	0	1	#	#	0	0	#	1	#	0	#	#	0	#	100000000000000000000000000000000000000001000	0.587	0.948	1	33.50	277	277	0.52		2	6
#	0	0	#	#	#	0	0	#	0	#	#	0	1	#	0	#	1	0	#	0	#	0	000000000000000000000000000000010000000000000	0.582	0.947	1	79.48	982	280	0.52		18	38
0	#	#	#	#	0	0	#	0	1	0	#	#	0	0	0	0	#	0	#	#	#	#	100000000000000000000000000000000000100000000	0.635	0.956	1	33.50	927	282	0.48		2	4
0	0	#	0	#	#	0	#	0	0	#	#	#	0	#	#	#	0	0	#	#	0	#	000000000000000000000000000000000000010000000	0.394	0.911	2	116.85	965	285	0.43		9	244
#	#	0	1	#	0	#	#	#	#	1	0	0	0	#	#	0	0	0	#	#	#	#	000000000000000000000000100000000000000001000	0.578	0.947	2	22.00	931	286	0.43		2	5
#	0	0	0	#	0	#	0	0	#	0	0	0	#	#	0	#	#	#	0	0	#	#	000000000000000000000000000000000000000000001	0.431	0.919	1	175.53	953	287	0.52		26	192
#	#	0	0	#	0	#	0	0	#	0	0	0	#	0	0	0	0	0	0	#	#	#	000000000000000000000000000000000000000000001	0.384	0.909	1	171.85	953	287	0.61		27	223
0	0	1	#	#	0	0	0	0	0	#	0	#	0	0	0	1	#	0	1	#	0	0	000000000000000000000000000000000001000000000	1.000	1.000	2	14.00	933	288	0.74		2	2
#	0	#	0	#	#	0	0	0	0	0	0	0	#	#	1	#	0	0	#	#	0	0	000000000000000000000000000000000001000000000	0.453	0.924	1	105.18	934	289	0.61		7	42
1	1	#	#	#	0	#	#	0	#	0	1	0	#	0	0	#	1	#	0	#	#	#	000000000000000000000000000000010000000000000	0.825	0.981	1	39.57	938	293	0.48		6	7
1	1	#	#	#	0	#	#	0	#	#	1	0	#	0	0	#	1	#	0	0	#	#	000000000000000000000000000000010000000000000	0.825	0.981	1	39.57	938	293	0.48		6	7
#	#	0	1	0	0	#	#	#	0	0	#	0	0	0	1	1	0	#	0	0	0	0	000000000001000000000000000000000000000001000	0.740	0.970	1	18.67	939	294	0.70		2	3
1	#	0	0	0	#	#	0	#	#	0	#	0	1	#	#	0	#	#	#	0	#	0	000000000000000000000000000000010000000000000	0.420	0.917	1	129.41	938	297	0.48		24	100
1	#	#	#	0	0	#	0	#	0	0	#	0	#	0	#	1	0	#	0	#	#	0	000010000000000000000001000000000000000000000	0.614	0.952	1	73.54	947	302	0.52		2	14
0	0	#	0	#	0	#	#	#	0	0	#	#	#	0	1	0	0	#	0	0	0	#	000000000000000000010000000000000000000000000	0.374	0.906	1	89.28	948	303	0.57		2	47
#	1	#	0	0	#	0	#	#	#	#	0	0	1	0	#	#	#	#	0	0	0	#	000010000000000000000000000100001000000000000	0.463	0.926	1	118.72	950	305	0.48		2	42
#	#	0	0	#	0	#	0	0	0	#	0	0	#	#	#	#	#	#	0	#	#	#	000000000000000000000000100000000000000100000	0.230	0.863	1	160.91	952	307	0.39		7	322
0	#	0	0	#	0	#	0	0	0	#	0	0	#	#	#	#	#	0	0	#	#	#	000000000000000000000000100000000000000100000	0.287	0.883	1	151.28	952	307	0.48		6	140
0	#	0	#	0	#	#	#	0	0	#	0	0	0	#	1	0	0	#	#	0	0	0	000000000000000000000000100000000000000000000	0.503	0.934	1	103.02	952	307	0.61		23	71
#	0	0	0	1	0	#	0	#	#	0	#	0	0	#	#	0	0	0	#	#	0	0	000010000000000000000000000000000000000000001	0.689	0.963	1	77.07	953	308	0.61		5	17
0	#	#	#	0	#	0	#	#	0	#	#	0	0	0	1	#	0	1	1	0	#	0	100000000000000000000000000000000001000000000	0.502	0.933	1	13.00	955	310	0.57		2	4
#	#	0	0	#	0	#	#	#	#	0	#	0	0	#	0	#	0	0	0	#	0	#	000000000000000000000100000000000000000000000	0.383	0.908	1	164.77	959	314	0.48		10	184
#	#	0	#	#	0	#	#	0	0	#	1	#	0	0	#	1	0	#	1	0	#	0	000000000100000000000000000000000000000000000	1.000	1.000	1	22.38	960	315	0.52		8	8
#	#	0	#	#	#	#	0	0	#	#	#	0	0	0	#	1	#	0	0	0	#	#	000000000000000000000000000000000000000001000	0.493	0.932	1	59.98	986	318	0.43		10	26
0	0	#	0	#	0	0	#	0	#	#	1	#	0	#	#	#	#	#	#	#	0	0	100000000000000000000000000000000000000000000	0.556	0.943	1	50.96	927	321	0.43		22	46
0	0	#	#	0	0	0	0	0	#	#	1	#	0	#	#	#	#	#	#	#	0	0	100000000000000000000000000000000000000000000	0.477	0.929	1	54.68	927	321	0.48		29	76
0	#	#	0	#	#	#	0	#	#	#	#	#	#	0	0	0	0	0	0	#	0	#	000000000000000001000000000000000000000000000	0.386	0.909	1	141.15	971	326	0.43		3	179
0	0	0	#	0	#	#	0	#	0	0	#	0	0	0	#	0	#	0	#	0	#	#	000000000100000000000000000000000000000000000	0.465	0.926	1	144.77	973	328	0.57		34	158
1	0	#	0	#	0	#	#	#	0	#	#	#	#	#	0	#	0	0	#	0	0	0	000010000000000000000000000000000000000000000	0.925	0.992	1	157.87	1000	329	0.48		88	91
#	0	#	0	#	#	#	0	#	#	0	0	#	1	0	#	#	#	#	#	#	#	0	000000000000000000000000000000010000000000000	0.530	0.938	2	136.78	982	330	0.35		23	65
#	0	#	0	0	0	0	0	0	#	#	0	0	0	0	#	0	0	#	#	1	#	0	000000000000000000000000000000000010000000000	1.000	1.000	1	83.00	977	332	0.65		3	3
0	#	#	0	0	0	#	0	#	#	1	1	#	0	#	0	#	0	#	1	0	0	#	100000000100000000000000000000000000000000000	0.371	0.906	1	17.62	978	333	0.57		2	8
#	0	#	0	#	#	0	0	0	#	0	0	#	0	#	#	0	#	#	0	0	0	0	000000000000000000000000000000100000000000000	0.404	0.913	1	166.99	980	335	0.57		8	146
0	0	0	#	0	#	0	0	1	#	#	#	0	0	#	0	#	0	0	#	#	#	#	000000000000000000000010000000000000000000010	0.285	0.882	1	94.80	984	339	0.52		2	29
0	0	#	0	#	1	0	0	#	0	0	1	0	0	#	#	0	0	#	0	0	0	0	000000000000000000000000000000000000000000010	0.740	0.970	1	31.67	984	339	0.74		3	3
#	0	#	1	0	0	0	#	#	#	1	#	#	0	#	#	1	#	#	0	0	0	#	000000000000000000000000000010000000000001000	0.493	0.932	1	25.92	985	340	0.48		2	13
#	#	0	1	#	#	0	0	#	0	#	1	0	#	#	#	#	#	#	#	0	#	#	000000000000000000000000000000000000100001000	0.570	0.945	2	49.46	986	341	0.35		4	26
#	0	#	1	0	#	0	#	0	0	#	1	0	0	0	0	#	0	0	#	0	0	#	000000000000000000000000000000000000000001000	0.789	0.977	1	55.79	986	341	0.65		18	19
0	0	#	#	0	#	0	1	0	0	0	0	#	#	#	#	0	#	0	1	0	#	#	000000000000000000000000000000000001000000000	1.000	1.000	2	26.00	987	342	0.57		2	2
0	#	#	#	#	0	#	#	#	1	1	1	0	0	0	0	#	#	0	#	#	0	0	000000000000000000000000000000000000110000000	0.555	0.943	3	20.86	988	343	0.52		3	7
0	#	0	#	#	#	#	0	0	#	0	#	#	#	#	0	0	#	#	#	#	#	0	000010000000000000000000000000000000000000000	0.385	0.909	1	145.57	953	346	0.35		3	148
0	#	0	0	#	#	0	0	#	#	0	#	#	0	0	#	#	#	#	#	0	0	0	000000000000000000000001000000000000000000000	0.421	0.917	1	128.93	994	349	0.48		19	169
0	#	0	0	#	0	#	0	1	0	0	#	0	0	0	0	0	0	#	#	0	0	#	000000000000000000000001000000000000000000000	0.821	0.980	1	102.66	994	349	0.70		20	25
#	#	1	#	0	#	1	#	0	0	#	1	0	0	0	1	0	#	0	0	0	#	0	100000000000000000000000100000000000000000000	1.000	1.000	1	12.50	995	350	0.65		2	2
#	#	1	#	0	0	1	#	#	#	#	#	0	#	0	1	0	#	0	0	#	0	0	000000000000000000000000100000000000000000000	0.799	0.978	1	23.00	995	350	0.52		2	2
#	0	#	#	0	0	0	0	#	#	#	#	#	0	0	#	0	#	#	#	0	#	0	100000000000000000000000000000000000000000000	0.464	0.926	2	135.56	943	352	0.43		55	258
#	0	0	0	0	0	0	0	0	0	#	#	0	0	0	#	#	#	1	1	#	#	#	000000000000000000000000000000000000001000000	0.740	0.970	2	42.00	998	353	0.61		2	3
#	#	0	#	0	#	0	0	#	0	#	#	0	1	#	0	#	1	0	#	0	#	0	000000000000000000000000000000010000000000000	0.594	0.949	2	80.06	982	356	0.52		28	56
#	#	0	#	0	#	0	0	#	0	#	#	0	1	#	0	#	1	0	#	#	1	0	000000000000000000000000000000010000000000000	0.594	0.949	1	62.10	938	356	0.52		14	28
#	#	#	0	0	0	#	#	#	0	#	0	0	#	#	#	#	0	0	0	#	0	#	100000000000000000000000000000000000100000000	0.241	0.867	1	165.35	359	359	0.43		1	292
0	0	#	0	0	#	0	0	#	0	0	0	0	#	#	0	0	0	#	1	#	0	#	000000000100000000000000000000000000001000000	0.482	0.930	1	65.57	360	360	0.65		1	24
0	#	0	0	0	#	#	0	0	#	0	0	0	0	#	#	#	#	#	0	#	0	0	000000000000000000000000000000000000000100000	0.407	0.914	1	160.69	952	364	0.57		7	77
#	#	0	0	0	#	#	0	0	#	0	0	0	0	#	#	#	#	#	#	#	0	0	000000000000000000000000000000000000000100000	0.376	0.907	1	153.18	952	364	0.48		7	195
0	#	0	#	#	0	0	#	#	#	#	0	0	#	#	#	#	0	0	0	#	0	#	000000000100000000000000000000000000000000000	0.421	0.917	1	161.90	874	367	0.43		14	135
#	#	#	0	#	1	#	#	#	0	0	0	0	0	0	#	0	0	1	0	0	#	0	000000000000000000000000000000000100000000010	1.000	1.000	1	15.00	369	369	0.61		1	1
0	#	#	0	#	1	#	0	#	0	#	0	0	#	#	#	#	#	0	0	#	#	#	000000000000000000000000000000000000000000010	0.964	0.996	2	51.81	835	371	0.39		12	12
0	#	0	0	0	#	#	#	#	#	0	#	0	0	#	1	0	0	#	#	0	#	0	000000000000000000000000100000000000000000000	0.498	0.933	2	104.97	952	375	0.52		20	64
#	#	0	#	0	#	#	0	0	0	#	0	0	0	#	#	#	#	#	#	#	#	0	000000000000000000000000000000000000000100000	0.377	0.907	1	149.11	952	375	0.39		7	207
#	#	#	#	0	#	#	0	#	#	0	#	0	#	#	#	#	#	0	#	0	#	0	000010000000000000000000000000000000000000000	0.492	0.931	3	132.27	1000	380	0.30		142	443
#	#	0	#	#	0	#	#	0	0	#	1	#	#	0	#	1	0	#	1	0	#	0	000000000100000000000000000000000000000000000	1.000	1.000	1	30.00	960	381	0.48		5	5
#	#	0	#	#	0	#	#	0	0	0	1	#	0	0	#	1	0	0	1	0	#	0	000000000100000000000000000000000000000000000	1.000	1.000	1	35.00	960	381	0.61		3	3
0	0	0	#	#	#	#	0	#	#	#	1	#	#	0	#	0	0	#	0	#	#	#	000000000000100000000000000000000000010000000	0.227	0.862	1	63.96	382	382	0.39		1	41
#	#	#	#	0	0	0	#	0	#	0	#	0	#	#	0	#	#	1	#	0	#	#	000000000001000000000000000000000000000001000	0.308	0.889	1	30.62	384	384	0.39		1	8
0	0	#	1	0	#	0	#	0	#	#	#	#	#	#	#	#	0	#	0	0	#	1	000000000000000000000000000000000000000001000	0.799	0.978	1	17.50	867	384	0.43		6	6
0	0	#	1	0	#	0	#	0	#	#	#	#	0	#	#	#	0	#	0	0	0	1	000000000000000000000000000000000000000001000	0.799	0.978	1	17.50	867	384	0.52		6	6
1	0	#	0	#	0	#	0	0	0	#	#	#	#	#	0	#	0	0	#	0	0	0	000010000000000000000000000000000000000000000	0.936	0.993	2	162.07	1000	385	0.57		79	81
#	#	#	0	#	0	#	#	#	#	#	0	0	#	#	0	#	0	0	0	#	0	#	000000000000000000000100000000000000000000000	0.364	0.904	1	170.14	959	387	0.39		9	265
#	#	0	0	#	0	#	#	#	#	#	0	0	#	#	0	#	#	0	0	#	0	#	000000000000000000000100000000000000000000000	0.360	0.903	2	168.65	959	387	0.39		9	264
#	#	#	0	#	0	#	#	#	#	#	1	0	#	1	0	0	1	0	#	#	1	#	000000000010000000000000000000000000000000000	0.543	0.941	1	40.83	660	390	0.43		2	6
#	#	#	0	0	0	0	#	0	0	0	1	#	1	#	#	#	0	0	#	#	0	#	000000000000000000000000000000010000000000000	0.526	0.938	1	38.80	394	394	0.52		2	5
0	#	#	#	0	0	0	0	0	#	#	#	0	#	0	0	0	0	#	0	0	1	#	000000000000000000000000000000000000100001000	0.317	0.891	1	21.56	395	395	0.61		1	9
0	0	#	0	0	0	0	0	0	#	#	1	#	0	0	#	0	#	#	#	#	0	0	100000000000000000000000000000000000000000000	0.623	0.954	2	55.34	927	396	0.61		15	25
0	0	#	0	0	0	0	0	0	#	#	1	#	0	#	#	#	#	0	#	#	0	0	100000000000000000000000000000000000000000000	0.595	0.949	1	53.14	927	396	0.57		20	36
#	#	#	#	0	0	#	0	0	#	0	0	#	1	0	#	#	#	#	#	#	#	0	000000000000000000000000000000010000000000000	0.431	0.919	3	146.83	982	398	0.39		23	88
0	0	1	#	0	0	0	#	#	#	#	#	0	0	0	0	#	#	#	#	0	1	#	100000000000000000000000000000000000000000000	0.861	0.985	1	9.67	760	399	0.52		3	3
#	0	1	#	0	0	0	#	0	#	#	#	0	0	0	0	#	0	#	#	0	1	#	100000000000000000000000000000000000000000000	0.861	0.985	1	9.67	760	399	0.57		3	3
0	0	#	#	0	0	#	#	0	0	0	#	#	0	0	#	0	0	0	1	0	0	0	000000000100000000000000000000001000000000000	0.456	0.924	1	85.42	400	400	0.70		1	50
0	#	#	0	#	0	0	0	#	0	0	0	#	#	0	1	0	0	#	#	#	0	0	000000000100000000000000000000000000000000000	0.613	0.952	1	101.70	915	400	0.61		19	40
1	1	#	#	#	0	#	#	0	#	0	1	0	#	0	0	#	#	#	0	0	#	0	000000000000000000000000000000010000000000000	0.635	0.956	1	43.33	938	404	0.52		4	6
1	1	#	#	#	0	#	#	0	#	0	1	0	#	#	#	#	1	#	0	0	#	#	000000000000000000000000000000010000000000000	0.763	0.973	1	48.80	938	404	0.43		4	5
#	#	1	0	#	#	0	0	#	1	#	1	0	#	#	0	#	0	#	#	#	0	0	100000000000000000000000000000000000100000000	0.740	0.970	1	25.00	927	406	0.48		2	3
#	#	0	0	#	0	#	#	#	#	#	0	0	#	#	0	#	0	0	0	#	#	#	000000000000000000000100000000000000000000000	0.360	0.903	2	171.33	959	407	0.39		8	238
0	#	#	#	0	0	#	0	#	#	0	#	0	#	#	#	#	#	#	#	#	#	0	000000000000000001000000000000000000000000000	0.381	0.908	1	118.83	848	408	0.30		2	252
0	1	#	#	#	0	0	1	0	#	1	1	#	0	0	#	0	0	0	#	#	#	0	000000000100000000000000000000000000000000000	0.635	0.956	1	4.00	411	411	0.61		1	2
#	0	#	#	#	#	0	#	0	#	#	#	0	#	#	0	#	0	#	#	#	1	0	000000000000000000000000000000001000000000000	0.478	0.929	1	23.20	415	415	0.35		1	5
#	0	#	0	#	#	0	0	0	#	0	0	#	0	0	#	0	0	#	0	0	0	0	000000000000000000000000000000100000000000000	0.407	0.914	1	166.64	980	416	0.65		7	123
#	0	0	0	0	0	#	0	#	#	#	#	0	#	0	1	0	#	#	#	#	0	0	000000000000000000000000000000000000001000000	0.386	0.909	1	106.99	712	419	0.52		2	46
#	#	0	#	#	#	#	0	0	0	#	1	0	#	0	1	0	0	0	#	#	1	#	000000000000000000000000000000000000000001000	0.543	0.941	1	13.00	422	422	0.52		1	3
#	#	#	0	0	0	0	0	#	#	0	#	1	0	0	0	#	#	0	0	0	#	0	000000000000000000000000000000000000001000000	0.836	0.982	1	60.80	869	424	0.61		4	5
#	#	#	0	0	0	0	0	0	#	0	#	1	0	0	0	0	#	0	#	0	#	0	000000000000000000000000000000000000001000000	0.799	0.978	1	55.50	869	424	0.65		5	6
#	0	0	#	0	#	#	#	0	0	#	0	0	0	#	1	#	#	#	#	0	0	0	000000000000000000000000100000000000000000000	0.515	0.936	1	102.22	952	426	0.52		19	56
0	#	0	#	0	#	1	0	0	0	#	#	0	0	#	1	#	#	#	0	0	0	0	000000000000000000000000100000000000000000000	0.843	0.983	2	71.02	952	426	0.61		21	21
1	0	#	#	1	0	0	#	0	#	#	0	0	1	#	#	0	0	0	#	#	0	0	000010000000000000000000000000000000000000001	1.000	1.000	1	38.00	793	429	0.61		2	2
1	#	0	#	0	0	0	0	0	#	0	0	#	#	0	0	0	0	0	0	#	0	#	000010000000000000000000000000000000000000000	0.801	0.978	1	162.47	962	430	0.70		93	99
0	0	#	0	#	0	0	0	1	#	#	0	#	0	0	#	#	0	0	0	#	#	0	000000000000000000000001000000000000000000000	0.809	0.979	3	104.76	994	431	0.61		13	17
#	0	#	0	0	0	0	0	1	#	#	0	#	0	0	#	#	0	0	0	#	0	0	000000000000000000000001000000000000000000000	0.779	0.975	1	103.69	994	431	0.65		13	18
0	#	0	#	0	#	0	#	#	#	0	#	#	#	#	#	0	0	0	0	0	0	0	000000000100000000000000000000000000000000000	0.408	0.914	1	156.10	874	434	0.52		10	125
#	#	0	0	0	#	#	0	#	0	#	#	0	#	#	0	0	0	#	#	0	0	0	000000000000000000000000000000001000000000000	0.451	0.923	1	154.38	962	435	0.52		51	209
#	#	0	0	0	#	#	0	#	0	#	#	0	1	#	0	0	0	#	#	0	0	0	000000000000000000000000000000001000000000000	0.500	0.933	1	152.05	962	435	0.57		26	61
0	#	0	0	#	0	#	0	0	0	#	0	0	0	#	#	#	#	0	0	#	#	#	000000000000000000000000000000100000000000000	0.427	0.918	1	149.70	980	437	0.52		10	79
#	0	#	0	0	0	0	0	0	#	0	#	#	0	0	#	0	0	#	0	1	#	0	000000000000000000000000000000000010000000000	1.000	1.000	1	102.50	977	440	0.65		2	2
0	#	#	1	0	0	0	0	#	#	1	1	0	0	0	0	#	0	1	0	0	0	1	100000000000000000000000000000000000000001000	0.635	0.956	1	11.00	441	441	0.78		1	2
0	#	1	0	0	0	0	#	0	#	#	#	#	0	0	1	#	0	0	#	0	#	0	000000000000100000000000000000000001000000000	0.252	0.871	1	31.50	443	443	0.61		1	10
#	0	#	0	#	#	0	0	0	0	#	0	0	#	0	1	#	0	0	#	#	0	0	000000000000000000000000000000000001000000000	0.457	0.925	1	105.62	934	443	0.61		5	33
#	0	#	0	#	#	0	#	0	0	0	0	0	#	#	1	#	#	0	#	#	0	0	000000000000000000000000000000000001000000000	0.441	0.921	1	104.85	934	443	0.52		5	39
#	0	#	#	0	0	0	0	0	#	#	0	#	0	0	#	0	0	#	#	0	#	0	100000000000000000000000000000000000000000000	0.465	0.926	1	141.60	943	445	0.57		28	152
#	0	#	#	0	0	0	0	0	#	#	0	#	0	0	#	0	#	#	#	0	0	0	100000000000000000000000000000000000000000000	0.465	0.926	1	141.59	943	445	0.57		28	153
0	1	#	#	0	0	0	0	1	0	0	0	#	0	#	0	0	0	#	0	0	0	#	000000000000000000000001000000001000000000000	1.000	1.000	1	47.00	447	447	0.74		1	1
0	1	#	#	#	#	0	0	0	#	0	#	#	#	#	0	0	0	#	0	#	#	0	000000000000000000000000000000001000000000001	0.635	0.956	1	85.94	588	450	0.48		2	20
#	#	#	#	0	#	0	#	#	#	0	#	0	0	#	#	#	0	#	0	0	#	#	000000000000000000000000000000000000000000010	0.388	0.910	1	147.97	984	451	0.35		13	221
1	#	0	0	1	#	#	0	0	#	#	#	#	1	#	0	0	1	#	#	0	#	#	000010000000000000000000000000000000000000001	0.740	0.970	1	25.67	708	454	0.48		2	3
1	#	0	0	1	#	#	0	0	#	#	#	0	1	1	0	#	1	#	#	0	#	#	000010000000000000000000000000000000000000001	0.394	0.911	1	27.00	454	454	0.52		0	1
0	#	#	#	#	0	#	#	#	1	1	1	0	0	#	0	#	#	0	#	#	0	0	000000000000000000000000000000000000110000000	0.445	0.922	1	26.25	988	456	0.48		1	4
#	#	#	#	0	#	#	0	#	#	0	#	0	1	#	0	1	#	#	0	0	#	0	000010000000000000000000000000000000000000000	0.703	0.965	1	67.89	947	457	0.43		8	9
0	#	0	#	#	#	#	#	0	#	1	1	#	#	#	1	0	0	#	#	#	#	0	000000000000000000000000000000000001000000000	1.000	1.000	1	5.00	459	459	0.39		1	1
#	#	0	0	0	0	0	0	#	0	#	1	#	0	#	#	0	#	1	#	0	#	#	000010000000000000000000000000000000000000000	0.394	0.911	1	10.00	462	462	0.52		0	1
#	0	#	0	0	0	#	0	0	#	#	#	0	#	#	#	#	#	#	#	#	0	0	000000000000000000000000000000000001000000000	0.394	0.911	2	130.78	934	463	0.39		8	240
#	0	0	#	0	#	0	0	0	0	0	#	0	1	#	0	#	1	0	#	0	#	0	000000000000000000000000000000010000000000000	0.655	0.959	1	80.36	982	464	0.65		16	29
#	0	#	#	0	#	0	0	0	0	#	#	0	1	#	0	#	1	0	#	0	#	0	000000000000000000000000000000010000000000000	0.655	0.959	1	80.36	982	464	0.57		16	29
0	0	1	#	0	0	#	#	0	#	#	#	0	0	0	0	#	0	#	#	0	1	#	100000000000000000000000000000000000000000000	0.799	0.978	1	10.50	760	467	0.57		2	2
0	0	1	#	0	0	0	#	0	#	0	#	0	0	0	0	#	0	#	#	0	1	#	100000000000000000000000000000000000000000000	0.635	0.956	1	12.00	760	467	0.65		1	1
0	0	#	#	#	0	#	0	0	#	#	#	1	0	#	1	0	0	#	0	#	#	#	000000000000000000000000000000000000001000000	1.000	1.000	2	64.00	924	468	0.48		7	7
1	0	0	0	0	#	#	#	0	0	#	#	0	0	#	0	0	#	#	#	#	#	0	000010000000000000000000000000001000000000000	0.608	0.951	1	151.46	471	471	0.52		1	43
#	1	0	0	0	#	#	0	#	0	0	#	#	#	#	0	0	0	#	0	0	0	#	000000000000000000000000000000001000000000000	0.659	0.959	2	138.79	962	473	0.57		42	49
#	1	0	0	0	#	#	0	#	#	#	#	#	#	0	0	0	0	#	0	0	#	#	000000000000000000000000000000001000000000000	0.659	0.959	1	138.28	962	473	0.48		43	50
0	#	1	#	#	#	0	0	0	0	#	1	0	#	#	0	0	#	#	1	#	#	0	000000000100000000000000000000000000000000000	1.000	1.000	1	3.00	474	474	0.52		1	1
0	#	#	#	0	0	0	#	#	0	#	#	0	#	#	#	#	0	0	#	0	#	#	000000000100000000000000000000000000000000000	0.475	0.928	2	122.96	978	475	0.39		57	240
#	1	0	#	#	0	0	#	#	#	#	0	0	0	#	#	0	#	0	#	0	0	0	000000000100000000000000000000000000000000000	0.340	0.898	1	111.85	898	475	0.52		3	33
#	#	0	#	#	1	0	#	#	#	0	#	0	#	0	#	#	0	#	#	0	#	#	000000000000000000000010000000000000000000010	0.599	0.950	1	45.72	984	479	0.35		2	16
0	0	#	0	0	1	0	0	#	#	0	1	0	0	#	#	0	0	#	0	0	#	0	000000000000000000000000000000000000000000010	0.799	0.978	1	39.00	984	479	0.70		2	2
0	0	#	0	#	1	0	0	#	0	#	1	#	0	#	#	0	0	#	0	0	#	0	000000000000000000000000000000000000000000010	0.861	0.985	1	33.00	984	479	0.61		3	3
0	#	#	0	0	0	0	#	#	#	1	#	0	#	0	#	1	0	#	0	0	1	#	000000000000000000000000000000000000100000000	1.000	1.000	1	4.00	480	480	0.57		1	1
