landmass	zone	area	population	language	religion	bars	stripes	colours	circles	crosses	saltires	quarters	sunstars	crescent	triangle	icon	animate	text	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
2	4	-6433.580;6559.580	-332.640;332.640	6	1	0	#	#	#	#	0	0	#	0	#	0	0	0	0001100	0.000	0.429	1	30.71	999	225	0.68		7	7
2	4	-6433.580;6559.580	-332.640;332.640	6	1	0	#	#	#	#	0	0	#	0	#	0	0	0	1100000	0.000	0.429	1	30.71	999	225	0.68		7	7
#	1	#	#	3	0	#	2	2	0	#	0	#	#	0	0	0	#	0	1000100	1.000	1.000	1	48.00	872	227	0.58		5	5
#	#	#	-319.920;415.920	10	0	#	#	#	#	0	0	#	#	0	1	0	#	#	1000000	0.000	0.143	2	28.00	744	228	0.42		6	6
#	#	#	-319.920;415.920	10	0	#	#	#	#	0	0	#	#	0	1	0	#	#	0011100	0.035	0.714	1	28.00	744	228	0.42		6	6
#	1	-3456.320;3712.320	#	5	6	0	#	#	0	#	#	#	0	#	#	#	#	0	1010100	1.000	1.000	1	41.40	747	231	0.42		5	5
3	1	-3456.320;3712.320	#	5	6	0	#	#	0	#	#	#	0	#	1	#	#	0	1010100	1.000	1.000	1	41.40	747	231	0.53		5	5
#	#	#	-133.200;169.200	7	#	#	#	3	#	0	0	1	1	0	#	#	0	0	1010100	1.000	1.000	1	28.60	877	232	0.53		5	5
#	#	#	#	1	1	0	#	#	#	#	#	#	0	#	0	#	1	#	0000011	0.014	-0.651	1	37.05	924	233	0.32		6	54
2	#	-5364.480;5388.480	#	#	#	#	0	#	1	1	1	#	0	#	#	1	1	#	1111100	1.000	1.000	2	24.80	878	233	0.47		5	5
2	#	-5364.480;5388.480	#	#	#	#	#	#	1	1	1	#	0	#	0	1	1	1	1111100	1.000	1.000	1	24.80	878	233	0.53		5	5
#	#	-4816.430;4816.430	-312.480;312.480	1	1	#	0	#	0	#	#	0	0	#	#	#	1	1	1000000	0.000	-0.328	1	28.26	821	237	0.53		11	17
#	#	-4816.430;4816.430	-312.480;312.480	1	1	#	0	#	0	#	#	0	0	#	#	#	1	1	0111100	0.044	0.731	1	28.26	882	237	0.53		17	17
1	4	-3472.310;3472.310	#	#	#	5	#	4	0	#	0	#	0	0	0	#	#	1	0111100	1.000	1.000	1	27.40	882	237	0.58		5	5
#	4	#	#	#	1	0	3	#	0	#	0	0	#	#	1	0	0	#	0011010	1.000	1.000	1	47.00	883	238	0.53		5	5
#	2	-5013.500;6187.500	-182.520;200.520	#	#	1	2	3	#	0	0	#	0	#	#	#	0	#	0000100	0.000	0.429	1	33.17	756	240	0.53		6	6
#	2	-5013.500;6187.500	-182.520;200.520	#	#	1	2	3	#	0	0	#	0	#	#	#	0	#	1100000	0.035	0.714	1	33.17	756	240	0.53		6	6
4	2	-4138.380;4374.380	#	10	5	#	#	#	#	0	0	#	1	0	#	#	#	0	1000000	0.000	0.238	1	37.74	886	241	0.53		18	18
4	2	-4138.380;4374.380	#	10	5	#	#	#	#	0	0	#	1	0	#	#	#	0	0100010	0.000	0.333	2	37.74	886	241	0.53		12	18
4	#	-7897.740;8679.740	#	10	#	0	#	#	#	#	0	0	#	#	#	1	#	0	0101000	0.000	0.143	1	29.00	910	241	0.42		17	23
4	2	#	#	10	#	0	#	#	#	0	#	#	#	0	#	#	#	#	0101000	0.000	0.268	1	55.14	990	241	0.32		29	41
6	2	-5668.530;6204.530	#	#	#	#	0	#	#	1	#	1	#	0	#	#	0	#	0010100	0.004	0.571	1	28.62	758	242	0.42		6	12
6	2	-5668.530;6204.530	#	#	#	#	0	#	#	1	#	1	#	0	#	#	0	#	1000000	0.004	0.571	1	28.62	758	242	0.42		12	12
4	2	-3871.430;5761.430	#	#	#	0	0	#	#	#	#	#	0	0	#	0	0	0	0010000	0.000	0.000	1	52.54	888	243	0.53		6	12
4	2	-3871.430;5761.430	#	#	#	0	0	#	#	#	#	#	0	0	#	0	0	0	0101010	0.000	0.286	1	52.54	888	243	0.53		6	12
#	#	#	-207.360;387.360	#	#	#	3	#	#	#	#	#	#	0	#	0	#	#	1100000	0.000	0.203	1	85.14	976	244	0.21		70	165
3	#	-4327.390;4409.390	#	6	#	0	3	#	0	0	0	#	0	#	0	#	#	#	1010100	1.000	1.000	1	59.80	762	246	0.53		5	5
#	#	-7952.710;7952.710	#	1	#	0	0	#	1	1	#	#	#	0	0	1	#	0	1111110	1.000	1.000	1	24.17	765	249	0.53		6	6
1	#	-5211.580;7781.580	-323.680;351.680	#	#	#	0	2	#	#	0	#	0	0	0	0	0	#	1000100	0.006	0.597	2	58.60	896	251	0.58		5	17
#	#	-5211.580;7781.580	-323.680;351.680	#	#	0	0	2	#	#	0	#	0	0	0	0	0	#	1000100	0.249	0.870	2	47.74	896	251	0.58		17	22
3	1	#	-289.320;295.320	#	#	#	#	3	#	#	0	#	#	#	0	#	1	0	1001010	0.000	0.377	1	38.15	897	252	0.42		5	11
3	1	#	-289.320;295.320	#	6	#	#	3	0	#	0	#	#	0	0	#	#	0	1001010	0.006	0.597	1	49.82	1000	252	0.53		11	17
1	4	-6720.600;6720.600	#	1	#	0	0	6	#	#	#	1	0	#	#	1	#	#	1111100	0.035	0.714	1	27.49	900	255	0.53		17	17
1	4	-6720.600;6720.600	#	1	#	0	0	6	#	#	#	1	0	#	#	1	#	#	0000001	0.006	-0.597	1	27.49	900	255	0.53		12	17
1	4	#	#	1	#	0	0	6	#	#	#	1	0	#	#	#	#	#	0000001	0.007	-0.607	1	28.01	900	255	0.42		11	16
1	4	-6720.600;6720.600	#	#	#	#	0	#	#	1	#	1	0	#	#	1	#	#	1111101	0.140	0.821	1	28.01	900	255	0.42		11	16
5	#	-4556.440;5300.440	-144.080;380.080	9	7	#	#	2	1	0	#	#	1	0	#	#	#	#	1000100	1.000	1.000	1	27.60	902	257	0.53		5	5
5	#	-4556.440;5300.440	-144.080;380.080	9	7	#	#	#	#	0	#	#	1	0	#	#	#	#	1000100	1.000	1.000	1	27.60	902	257	0.42		5	5
4	4	-7580.680;7652.680	-286.280;288.280	6	#	1	#	#	#	0	#	#	1	#	0	0	#	#	1100000	0.000	0.286	1	27.03	955	258	0.53		12	12
4	4	-7580.680;7652.680	-286.280;288.280	6	#	1	#	#	#	0	#	#	1	#	0	0	#	#	0001010	0.000	0.286	1	27.03	955	258	0.53		12	12
4	#	#	#	#	2	3	0	#	#	#	0	0	0	#	0	0	#	#	0100100	0.002	0.532	1	47.96	904	259	0.47		5	11
1	4	#	#	#	1	#	13	#	0	#	0	1	50	#	#	0	0	0	0010000	0.000	0.429	1	19.17	905	260	0.58		6	6
1	4	#	#	#	1	#	13	#	0	#	0	1	50	#	#	0	0	0	1000100	0.035	0.714	1	19.17	905	260	0.58		6	6
#	1	#	-273.560;371.560	10	#	0	#	#	#	0	0	0	0	0	#	#	0	0	1010100	0.004	0.571	1	61.07	972	261	0.58		24	36
#	#	-6542.630;7570.630	#	10	#	#	#	#	#	#	0	#	0	#	0	#	#	#	0000100	0.000	0.163	1	61.79	972	261	0.26		56	86
4	#	-5041.490;5935.490	#	#	2	0	0	#	#	0	#	0	1	#	0	#	0	#	1100000	0.000	0.429	1	50.43	908	263	0.53		5	21
3	4	#	-173.400;179.400	#	#	3	0	3	0	#	#	0	0	0	0	0	#	#	0100001	0.035	0.714	1	52.20	909	264	0.63		5	5
3	#	#	-173.400;179.400	#	#	3	0	3	0	#	#	0	0	#	0	0	#	#	0100001	0.000	0.091	1	49.20	909	264	0.53		5	11
4	1	-3696.330;8431.740	-347.760;387.360	6	0	#	#	#	#	#	0	0	2	0	1	0	#	0	1101010	1.000	1.000	1	42.60	783	267	0.68		5	5
#	#	-8145.740;3696.330	#	6	#	#	#	#	#	0	#	#	#	#	1	0	#	#	1100000	0.000	0.429	1	42.60	783	267	0.26		5	5
5	1	#	547.920;820.080	6	4	0	3	4	#	0	#	0	#	0	#	#	#	#	0010001	0.000	0.429	2	13.83	913	268	0.58		6	6
5	1	#	547.920;820.080	6	4	0	3	4	#	0	#	0	#	0	#	#	#	#	0100100	0.000	0.429	2	13.83	913	268	0.58		6	6
5	#	-5068.460;5236.460	-140.120;142.120	#	#	#	#	4	#	#	0	#	#	#	#	0	0	0	1100000	0.000	0.331	1	63.85	976	269	0.42		29	35
5	#	-5068.460;5236.460	-140.120;142.120	#	#	#	#	4	#	#	0	#	#	#	#	0	0	0	0000110	0.000	0.429	2	63.85	976	269	0.42		35	35
#	1	-4080.390;4656.390	-164.320;168.320	8	2	#	3	#	#	0	#	0	#	#	#	0	0	#	0010110	0.000	0.216	1	65.40	785	269	0.53		5	39
#	#	-2912.260;2912.260	-136.080;136.080	6	0	2	0	#	#	0	0	#	0	#	0	#	0	#	1001110	1.000	1.000	1	30.17	915	270	0.58		6	6
3	#	-2916.270;219.945	-295.480;329.480	#	#	#	#	#	#	0	#	#	0	#	#	1	#	#	1000000	0.000	0.214	1	41.01	1000	270	0.32		18	24
3	#	-2916.270;219.945	-295.480;329.480	#	#	#	#	#	#	0	#	#	0	#	#	1	#	#	0001010	0.000	0.357	1	41.01	1000	270	0.32		12	24
3	#	#	-295.480;329.480	#	#	2	#	#	#	0	#	#	0	#	#	1	#	#	0001010	0.000	0.429	1	34.40	915	270	0.32		5	5
3	#	-2916.270;219.945	#	#	#	#	#	#	#	0	#	#	#	#	#	1	#	#	1000000	0.000	0.153	1	39.76	1000	270	0.21		22	28
4	#	-6352.349;8593.700	-160.320;172.320	#	5	3	0	#	#	#	0	#	#	0	#	0	1	#	1100011	1.000	1.000	1	41.20	917	272	0.53		5	5
#	1	-2900.280;3372.280	-153.320;179.320	10	#	0	#	5	1	0	#	0	#	0	0	0	#	0	1001110	1.000	1.000	1	30.67	918	273	0.68		6	6
#	#	#	-113.000;139.000	10	5	0	6	#	1	0	0	0	#	#	#	0	#	#	0001110	0.035	0.714	1	35.20	918	273	0.53		5	5
#	#	#	-113.000;139.000	10	#	0	6	#	1	0	#	0	#	#	#	0	#	0	0001110	0.035	0.714	1	35.20	918	273	0.47		5	5
6	#	2985.580;12394.420	-231.960;261.960	1	#	#	0	3	0	#	1	#	#	0	#	0	0	#	0010100	0.035	0.714	1	27.60	919	274	0.58		5	5
#	3	#	-372.960;372.960	#	#	0	#	#	#	0	#	1	#	0	#	#	#	0	1000000	0.000	0.429	1	37.26	920	275	0.37		12	12
#	3	#	-372.960;372.960	#	#	0	#	#	#	0	#	1	#	0	#	#	#	0	0010100	0.035	0.714	1	37.26	920	275	0.37		12	12
#	#	-3051.340;4565.340	-372.960;372.960	#	#	0	#	#	#	#	#	1	1	0	#	#	#	0	1000000	0.000	0.351	1	44.32	930	275	0.37		22	22
2	3	#	#	2	0	#	#	3	0	0	#	1	#	0	#	#	0	0	1000000	0.000	0.429	1	40.00	920	275	0.58		5	5
#	4	#	-307.440;307.440	#	#	0	0	#	0	0	0	#	#	#	#	0	0	#	0101010	0.000	0.429	1	51.49	921	276	0.47		5	15
#	4	#	#	1	#	0	0	#	0	#	0	#	#	#	#	0	0	#	1101110	1.000	1.000	1	50.20	921	276	0.42		5	5
1	#	#	#	#	#	#	#	#	0	#	0	#	#	0	#	0	0	#	1010100	0.007	0.612	1	70.61	905	278	0.32		22	56
1	#	-13297.573;4081.360	#	#	#	#	#	#	0	#	#	#	#	0	#	0	0	#	1000000	0.000	0.208	2	72.63	921	278	0.32		28	57
1	#	-3897.350;3943.350	-362.880;362.880	1	1	0	2	#	#	0	0	#	#	#	#	1	#	#	1111111	1.000	1.000	1	11.00	924	279	0.53		6	6
5	1	14897.330;29906.670	#	#	6	#	0	#	#	0	#	0	1	0	0	#	0	#	1001000	1.000	1.000	1	14.40	925	280	0.58		5	5
5	1	14897.330;29906.670	#	#	6	#	0	#	#	0	#	0	1	#	#	#	0	#	1001000	1.000	1.000	2	14.40	925	280	0.47		5	5
1	#	#	#	1	#	#	#	3	0	#	1	#	0	0	1	#	#	#	0101010	1.000	1.000	1	45.80	927	282	0.42		5	5
4	#	#	-271.160;267.120	#	#	0	#	#	0	0	#	#	#	0	#	0	#	0	0010100	0.000	0.075	1	80.26	930	285	0.42		28	89
4	#	#	-267.120;273.160	10	#	#	#	#	0	#	0	#	#	#	#	0	0	#	0010000	0.000	0.166	1	78.12	990	285	0.37		27	49
3	4	#	#	6	#	0	0	#	0	#	#	#	0	#	#	0	0	#	1000100	0.035	0.714	1	41.50	984	287	0.47		11	11
4	#	#	#	3	2	3	#	#	0	0	#	#	#	0	#	#	0	0	1001000	0.035	0.714	1	43.51	934	289	0.47		12	12
4	#	#	#	3	2	3	#	#	0	0	#	#	#	0	#	#	0	0	0100000	0.000	0.429	1	43.51	934	289	0.47		12	12
4	#	-2644.260;3180.260	-271.160;267.120	#	#	0	#	#	0	#	#	#	#	#	#	0	0	#	0010000	0.000	0.072	1	80.12	990	290	0.37		38	93
4	#	#	-271.160;273.160	#	#	0	#	#	0	0	0	#	#	0	#	0	#	0	0010100	0.000	0.068	1	80.26	930	290	0.47		27	88
6	2	-4704.420;4704.420	#	10	1	0	#	3	0	#	#	0	#	#	0	0	#	0	0011100	1.000	1.000	1	44.40	936	291	0.63		5	5
6	2	-4704.420;4704.420	#	#	1	0	#	3	0	#	#	0	1	#	0	0	#	0	0011100	1.000	1.000	1	44.40	936	291	0.63		5	5
#	4	#	#	#	5	#	5	#	#	0	#	0	0	#	#	0	0	#	1110100	1.000	1.000	1	43.00	292	292	0.42		6	6
6	#	-5040.450;5040.450	-347.760;347.760	1	1	#	0	#	#	#	0	0	0	#	1	1	1	0	1011101	1.000	1.000	1	15.20	938	293	0.68		5	5
6	#	#	-347.760;347.760	1	1	#	0	#	#	#	#	0	0	#	1	1	1	0	1011101	1.000	1.000	2	15.20	938	293	0.58		5	5
4	#	#	#	#	#	3	#	#	0	0	#	0	1	0	#	#	#	0	1001000	0.035	0.714	1	45.70	772	294	0.42		10	10
4	#	#	-294.400;310.400	3	2	3	#	#	#	0	0	#	#	0	#	0	#	#	1101000	1.000	1.000	1	48.50	934	294	0.47		10	10
#	#	#	#	10	#	#	0	#	#	#	0	0	1	0	0	0	0	0	1001000	0.000	0.429	1	60.80	940	295	0.53		5	10
5	1	#	#	10	#	0	0	#	#	0	#	0	#	0	0	1	0	#	1001000	0.000	0.377	1	36.40	942	297	0.58		5	11
#	#	-6352.590;6864.590	#	6	#	#	#	#	0	0	#	0	1	#	#	#	0	#	1011100	0.000	0.304	1	40.99	686	299	0.37		6	23
#	1	-5288.530;6584.530	-331.760;363.760	6	#	#	#	#	0	#	#	0	1	#	0	#	0	0	0001100	0.000	0.429	2	37.54	686	299	0.53		5	11
#	1	#	-331.760;363.760	#	#	#	#	#	0	#	#	0	1	#	0	#	0	0	0001100	0.000	0.294	1	61.27	961	299	0.42		11	49
5	#	-2608.380;5904.380	#	6	2	0	3	#	0	0	0	0	0	#	0	1	#	#	0100000	0.000	0.429	1	32.00	947	302	0.68		6	6
5	#	-2608.380;5904.380	#	6	2	0	3	#	0	0	0	0	0	#	0	1	#	#	1000100	0.035	0.714	1	32.00	947	302	0.68		6	6
5	#	-2608.380;5904.380	-187.800;265.800	6	2	0	3	3	0	0	0	0	0	#	#	1	#	#	1100100	1.000	1.000	2	37.20	947	302	0.74		5	5
#	#	-5211.580;7781.580	-323.680;388.840	#	#	#	0	2	0	#	0	0	0	0	0	0	#	0	1000100	0.012	0.640	1	67.01	303	303	0.63		10	27
#	#	#	-74.840;351.680	#	#	#	#	#	#	#	0	#	0	#	#	0	0	#	1000100	0.001	0.477	1	81.41	984	303	0.26		140	248
5	1	#	#	8	2	0	2	#	0	0	0	0	#	#	0	1	#	0	1000100	0.035	0.714	1	30.83	820	304	0.68		6	6
5	1	#	#	8	2	0	2	#	0	0	0	0	#	#	0	1	#	0	0100000	0.000	0.429	1	30.83	820	304	0.68		6	6
5	1	-7607.680;7625.680	#	#	#	#	#	#	#	0	0	#	#	#	0	1	#	#	1000100	0.000	0.429	2	40.41	972	304	0.37		28	38
#	1	#	-336.680;338.680	8	2	0	2	3	0	0	0	0	#	#	0	#	#	0	0000100	0.000	0.429	1	35.80	820	304	0.68		5	5
#	#	-4816.430;4816.430	-312.480;312.480	1	1	0	0	#	#	#	#	#	0	#	#	1	1	1	1111100	0.214	0.857	1	30.70	900	305	0.53		20	20
#	#	#	#	1	1	#	#	#	0	#	#	0	0	#	0	#	1	#	1111100	0.002	0.537	1	38.48	821	305	0.37		10	21
#	3	#	-259.120;275.120	2	#	0	3	#	0	0	0	0	#	#	0	0	0	0	1000000	0.000	0.197	1	61.78	916	307	0.68		10	21
#	3	#	-259.120;275.120	2	#	0	3	#	0	0	0	0	#	#	0	0	0	0	0011000	0.001	0.510	1	61.78	916	307	0.68		11	21
#	4	-7580.680;7652.680	-286.280;288.280	#	#	1	#	#	0	0	#	#	1	0	0	0	#	#	1101010	0.214	0.857	1	30.20	955	310	0.53		10	10
4	4	-7580.680;7652.680	-286.280;288.280	6	#	1	#	#	#	0	#	#	1	#	#	0	#	#	1100000	0.000	0.286	1	30.20	955	310	0.47		10	10
6	1	#	#	1	1	#	#	4	0	0	#	#	1	0	0	#	1	#	1010000	0.000	0.429	1	16.17	956	311	0.58		6	6
6	1	#	#	1	1	#	#	4	0	0	#	#	1	0	0	#	1	#	0001100	0.000	0.429	1	16.17	956	311	0.58		6	6
6	1	#	#	1	1	0	#	4	0	0	0	#	1	0	#	#	1	#	1011100	1.000	1.000	1	18.60	956	311	0.63		5	5
6	1	#	#	1	1	#	#	4	0	0	#	#	1	#	0	#	1	#	1011100	1.000	1.000	2	18.60	956	311	0.53		5	5
3	#	-2967.310;3977.310	-203.920;279.920	#	0	#	3	2	0	0	0	#	#	0	#	#	#	0	1001000	1.000	1.000	1	65.00	957	312	0.58		5	5
5	1	-7607.680;7625.680	-332.920;402.920	#	#	#	#	#	#	0	0	#	#	#	0	1	#	#	1000100	0.001	0.509	1	41.55	972	315	0.42		27	32
5	#	-4392.450;5688.450	#	10	2	#	#	#	0	#	#	#	#	#	#	#	0	#	1101110	1.000	1.000	1	31.83	961	316	0.32		6	6
4	1	#	#	10	#	0	3	#	#	#	#	#	0	0	1	0	#	0	1110100	1.000	1.000	1	52.33	317	317	0.53		6	6
#	#	#	#	1	1	#	0	3	0	0	0	#	#	0	#	0	#	#	1100100	0.024	0.688	1	50.60	963	318	0.47		5	11
#	1	-7607.680;7625.680	-336.680;338.680	#	#	0	#	3	#	#	0	#	#	#	0	#	#	#	0000100	0.000	0.271	1	66.90	980	319	0.37		58	80
#	1	-7607.680;7625.680	-336.680;338.680	#	#	#	#	3	#	0	0	#	#	#	0	#	#	#	0000100	0.000	0.238	1	68.48	980	319	0.37		64	96
4	#	#	-267.120;267.120	10	#	#	#	#	0	0	#	#	#	#	#	0	#	0	1100000	0.000	0.346	1	77.44	917	320	0.37		26	52
4	#	#	-267.120;267.120	10	#	#	#	#	0	#	#	#	#	#	#	#	#	0	1100000	0.000	0.265	1	71.69	917	320	0.26		36	68
5	#	#	#	10	#	#	#	3	#	0	0	0	#	1	1	#	0	#	1000000	0.000	0.429	2	11.50	968	323	0.47		6	6
5	#	#	#	10	#	#	#	3	#	0	0	0	#	1	1	#	0	#	0011000	0.035	0.714	1	11.50	968	323	0.47		6	6
5	#	#	#	10	#	#	#	#	2	0	0	0	#	1	1	#	0	#	1011000	1.000	1.000	1	13.00	968	323	0.47		5	5
#	#	-8145.740;8431.740	-207.360;387.360	#	#	#	#	#	#	#	#	#	#	0	#	#	#	#	1100000	0.000	0.197	2	67.82	999	325	0.16		267	621
3	4	-6048.540;6048.540	#	1	#	#	#	3	0	#	#	#	0	#	0	#	0	0	1001100	0.000	0.429	2	49.73	971	326	0.53		5	16
#	4	#	#	1	#	#	#	3	0	#	#	0	0	#	0	#	0	0	0001000	0.000	-0.007	1	56.37	971	326	0.47		5	21
#	4	-5366.480;5386.480	#	#	#	#	#	#	0	0	#	0	0	0	0	#	0	#	1000000	0.000	0.309	2	76.12	971	328	0.47		41	62
#	4	-5366.480;5386.480	#	#	#	#	#	#	0	0	#	0	0	0	0	#	0	#	0010100	0.000	0.364	2	76.12	973	328	0.47		31	62
1	4	-5366.480;5386.480	#	#	0	3	#	#	0	0	0	0	#	0	0	#	0	0	0010100	1.000	1.000	1	75.00	973	328	0.68		5	5
#	4	#	#	2	#	#	0	#	0	0	#	0	0	#	0	#	0	#	0010100	1.000	1.000	1	75.00	973	328	0.47		5	5
#	#	#	-198.520;436.520	6	#	0	#	4	#	#	0	0	#	0	0	0	0	1	0001100	0.000	0.429	1	10.33	974	329	0.58		6	6
#	#	#	-198.520;436.520	6	#	0	#	4	#	#	0	0	#	0	0	0	0	1	0110000	0.000	0.429	1	10.33	974	329	0.58		6	6
5	#	#	-140.120;168.320	8	#	0	#	#	#	0	0	#	#	#	#	0	0	0	1000000	0.000	0.232	1	67.96	976	331	0.47		32	32
#	1	-5068.460;5236.460	-164.320;142.120	#	#	0	3	4	#	#	#	0	#	0	#	0	0	#	0000110	0.000	0.254	1	69.98	976	331	0.53		32	49
#	3	#	-372.960;372.960	#	#	#	#	#	#	0	#	1	#	0	0	#	#	0	1010100	1.000	1.000	2	41.90	920	334	0.37		10	10
#	1	#	#	#	#	0	0	3	#	0	0	0	#	#	#	0	0	0	0010101	0.035	0.714	1	35.40	980	335	0.53		5	10
#	1	-5124.470;5404.470	#	10	#	0	#	3	#	0	0	#	#	1	#	0	0	0	0010101	1.000	1.000	1	29.40	980	335	0.58		5	5
4	3	-7168.640;7168.640	#	1	1	#	0	7	0	#	#	#	0	0	0	#	#	#	1111101	1.000	1.000	1	22.83	983	338	0.58		6	6
5	#	#	#	10	#	0	2	#	#	0	#	#	1	0	0	#	#	0	0010100	1.000	1.000	1	58.40	985	340	0.47		5	5
#	#	-8145.740;8431.740	-207.360;387.360	#	#	#	#	#	#	#	#	0	#	0	#	#	#	#	1100000	0.000	0.229	1	70.92	999	341	0.21		215	511
#	4	#	-276.640;388.640	1	#	#	#	#	0	1	1	0	#	0	0	#	#	0	1010100	1.000	1.000	1	56.80	860	344	0.53		5	5
#	1	-6588.600;6852.600	#	6	1	0	#	#	#	1	#	#	0	0	#	0	0	0	0010100	1.000	1.000	1	38.20	991	346	0.58		5	5
#	4	#	#	1	#	#	#	3	0	#	#	#	0	#	#	#	1	0	0010101	1.000	1.000	2	53.00	992	347	0.37		5	5
4	2	-8058.730;8294.730	#	10	5	0	3	3	0	0	0	#	#	#	0	#	#	#	1100010	0.001	0.481	1	64.44	607	349	0.63		6	11
#	#	-5580.570;7188.570	-248.640;416.640	#	#	1	#	2	#	#	#	#	#	#	#	#	0	#	0100100	1.000	1.000	1	33.00	998	353	0.26		5	5
#	#	-4753.430;4879.430	#	#	#	#	5	#	0	#	0	0	1	#	0	0	0	0	1100000	0.000	0.429	1	35.33	999	354	0.53		6	6
#	#	-4753.430;4879.430	#	#	#	#	5	#	0	#	0	0	1	#	0	0	0	0	0001100	0.000	0.429	1	35.33	999	354	0.53		6	6
3	#	-2916.270;3132.270	-295.480;329.480	#	6	#	#	#	#	0	0	#	0	#	#	1	#	#	1000000	0.000	0.429	1	43.60	1000	355	0.42		5	5
3	#	#	#	#	#	#	#	#	#	0	#	#	#	#	#	1	#	#	1001010	0.000	0.371	1	40.11	1000	355	0.16		10	25
#	#	#	#	3	0	#	2	#	0	#	0	#	#	0	0	0	#	#	1000100	1.000	1.000	1	56.00	872	356	0.42		4	4
#	1	#	#	3	0	#	2	2	0	#	0	#	0	0	0	0	#	#	1000100	1.000	1.000	1	56.00	872	356	0.58		4	4
6	1	#	#	#	0	0	0	#	#	#	0	0	#	#	#	#	#	0	1000000	0.000	0.143	1	33.00	744	357	0.42		5	5
6	1	#	#	#	0	0	0	#	#	#	0	0	#	#	#	#	#	0	0011100	0.035	0.714	1	33.00	744	357	0.42		5	5
#	#	#	#	10	0	#	0	#	#	0	0	#	#	0	1	0	#	#	1000000	0.000	0.143	1	38.75	744	357	0.42		4	4
3	1	-3456.320;3712.320	#	5	6	0	#	3	0	#	#	#	0	#	#	#	#	0	1010100	1.000	1.000	1	48.25	747	360	0.53		4	4
#	#	-3051.340;4565.340	-372.960;372.960	#	#	0	#	3	#	0	#	1	1	0	#	#	#	0	1000000	0.000	0.429	1	42.07	930	361	0.47		14	14
2	#	#	#	#	#	#	#	#	1	1	1	#	#	#	#	1	1	#	1111100	1.000	1.000	1	28.00	878	362	0.32		4	4
2	#	-5364.480;5388.480	#	#	#	#	0	#	1	1	1	#	0	#	#	1	1	1	1111100	1.000	1.000	1	28.00	878	362	0.53		4	4
1	4	-3472.310;3472.310	#	#	#	#	0	#	#	#	0	#	0	0	0	1	#	1	0111100	0.178	0.841	1	31.33	882	366	0.53		9	9
1	4	-3472.310;3472.310	#	#	#	#	0	4	0	#	0	0	0	0	0	1	#	1	0111100	1.000	1.000	1	31.50	882	366	0.68		4	4
1	4	#	#	#	1	0	#	#	0	#	0	0	#	#	#	0	#	#	0011010	0.000	0.184	1	53.53	883	367	0.42		4	14
4	#	#	-271.160;273.160	#	#	0	#	#	0	#	#	#	#	0	#	0	0	#	0010000	0.000	0.063	1	80.26	990	368	0.37		34	79
#	#	-2644.260;3180.260	#	#	#	0	#	#	0	0	0	#	#	#	#	0	#	0	0010100	0.000	0.251	1	78.10	992	368	0.37		117	263
4	#	#	-353.880;371.880	#	#	1	#	3	0	0	0	#	#	0	0	#	0	0	1100100	1.000	1.000	1	38.80	756	369	0.58		5	5
4	#	#	-207.360;387.360	10	#	#	#	#	#	#	#	0	1	0	#	#	#	#	1100000	0.000	0.397	1	50.20	886	370	0.32		14	18
#	2	-8145.740;8431.740	#	#	#	0	#	#	#	0	#	#	#	0	#	#	#	#	0101000	0.000	0.201	1	63.03	990	370	0.26		24	49
#	#	-5887.610;7777.610	#	10	5	#	#	4	#	0	#	#	#	#	1	#	0	0	0111010	0.000	0.429	1	56.60	888	372	0.42		5	10
#	#	#	-278.640;386.640	#	0	#	#	3	0	0	0	0	#	#	0	0	#	0	1000000	0.000	0.282	1	71.04	916	373	0.53		29	39
#	#	#	-278.640;386.640	#	0	#	#	3	0	0	0	0	#	#	0	0	#	0	0010100	0.000	0.421	1	71.04	565	373	0.53		24	39
#	#	-8145.740;8431.740	-207.360;387.360	#	1	#	#	#	#	#	#	#	#	0	#	0	#	#	1100000	0.000	0.202	1	65.78	999	374	0.26		33	111
3	#	-7607.680;7625.680	-336.680;338.680	6	#	#	#	#	0	0	0	#	0	#	0	#	#	#	1010100	0.000	0.286	1	46.89	762	375	0.47		4	14
#	1	#	-278.320;306.320	#	#	#	3	3	#	0	0	#	#	#	0	#	#	#	0000100	0.000	0.209	1	72.80	947	375	0.37		24	39
3	1	#	#	5	#	#	#	#	0	#	0	0	#	#	#	1	1	0	0110100	0.000	0.429	1	16.20	892	376	0.47		5	5
3	1	#	#	5	#	#	#	#	0	#	0	0	#	#	#	1	1	0	1001000	0.000	0.143	1	16.20	892	376	0.47		5	5
#	#	-3136.280;7168.640	-367.920;367.920	#	1	#	0	#	#	#	1	#	0	#	0	#	#	#	0000001	0.001	-0.504	1	39.06	983	378	0.37		20	34
#	#	-3136.280;7168.640	-367.920;367.920	#	1	#	0	#	#	#	1	#	0	#	0	#	#	#	1010100	0.000	0.303	1	39.06	983	378	0.37		34	34
1	#	-4928.440;4928.440	#	#	1	#	#	6	#	1	1	1	#	#	0	1	#	0	0000010	0.053	-0.746	1	28.44	765	378	0.53		4	9
#	#	2532.620;7781.580	-323.680;351.680	#	#	#	0	2	#	#	0	#	0	0	#	#	0	#	1000100	0.021	0.857	1	13.75	380	380	0.42		0	0
