-	/	0	00	04	0;	0cm	1	1-1/2	1-1/2-year	1-month	1-year	1-year-1-month	1-year-4-month	1-year-5-month	1/2	1/2/01	10	10-month	10-year	10-year-9-month	101	102	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
0	0	1	#	#	#	1	0	#	#	#	1	0	#	0	#	0	0	#	0	0	0	1	000000000000000000000000100000000000000001000	1.000	1.000	1	35.48	49907	42327	0.61		12	12
0	0	1	1	#	0	1	#	0	#	#	#	0	#	0	#	#	0	#	0	#	0	1	000000000000000000000000100000000000000001000	1.000	1.000	1	35.48	49907	42327	0.57		12	12
#	0	0	0	0	0	1	0	#	0	#	1	0	#	#	#	0	#	0	#	#	0	0	000000000000000000000000100000000000000000000	0.103	0.956	1	36.25	49920	42340	0.61		12	12
#	0	0	0	#	0	1	0	0	#	#	#	0	#	0	1	#	0	#	#	#	#	#	000000000000000000000000100000000000000000000	0.475	0.985	1	118.36	49984	42340	0.48		319	319
0	1	#	0	0	0	0	#	0	0	0	1	#	1	1	0	0	1	0	0	#	#	0	000000000000000000000000000000001000000000000	1.000	1.000	1	48.89	49921	42341	0.78		24	24
0	1	#	#	#	0	0	0	#	#	#	1	0	1	1	0	0	1	0	#	0	#	#	000000000000000000000000000000001000000000000	1.000	1.000	1	48.89	49921	42341	0.61		24	24
#	0	0	0	#	0	0	0	0	#	1	0	0	0	0	#	0	0	#	0	#	0	#	000000000000000000000000000000000000010000000	0.252	0.973	1	58.31	49933	42347	0.70		25	36
0	#	#	#	#	0	1	#	#	#	0	#	0	#	0	#	0	0	0	#	#	1	#	000000000000000000000000100000000000000000000	1.000	1.000	1	45.47	49930	42350	0.43		24	24
#	0	0	#	#	0	#	#	#	0	0	1	0	#	0	1	0	0	0	#	0	1	#	000000000000000000000000100000000000000000000	1.000	1.000	1	45.47	49930	42350	0.61		24	24
#	0	0	0	0	0	0	0	0	#	1	0	0	0	0	0	0	#	#	0	0	0	#	000000000000000000000000000000000000010000000	0.243	0.972	1	58.33	49933	42353	0.78		24	35
0	0	0	0	0	0	#	#	0	0	1	0	0	#	0	0	#	0	0	0	#	0	#	000000000000000000000000000000000000010000000	0.243	0.972	1	58.33	49933	42353	0.74		24	35
0	#	0	#	0	0	0	#	#	0	#	#	#	0	#	0	#	1	0	0	0	0	0	000000000010000000000000000000000000000000000	1.000	1.000	1	51.02	49990	42361	0.61		25	25
1	1	0	#	0	0	0	0	0	0	#	0	#	#	1	0	0	1	#	0	#	#	0	000010000000000000000000000000001000000000000	0.103	0.956	1	54.11	49946	42366	0.70		24	59
#	0	#	0	#	0	#	#	0	0	#	0	#	#	0	#	#	#	#	#	1	0	0	000000000000000000000000000000000010000000000	1.000	1.000	1	73.30	49947	42367	0.43		59	59
1	#	#	0	0	0	#	#	0	0	0	#	#	#	0	0	#	#	0	0	0	0	#	000010000000000000000000000000000000000000000	0.301	0.976	1	187.34	49998	42372	0.57		1464	1618
0	#	#	0	#	#	1	0	0	#	#	0	0	0	0	#	0	0	#	0	0	0	#	000000000000000000000000100000000000000000000	0.546	0.988	1	135.99	49984	42385	0.61		262	262
0	#	0	1	#	0	0	#	#	1	#	1	0	0	#	0	#	0	#	0	0	#	#	000000000000000000000000000000000000100001000	1.000	1.000	1	67.46	49971	42391	0.57		46	46
0	0	0	#	0	#	0	0	#	#	0	#	#	0	#	0	0	1	0	0	0	#	0	000000000010000000000000000000000000000000000	1.000	1.000	1	55.34	49990	42410	0.65		36	36
0	0	0	#	0	0	#	#	0	0	#	#	#	0	#	#	0	1	0	0	0	#	0	000000000010000000000000000000000000000000000	1.000	1.000	1	55.34	49990	42410	0.61		36	36
#	1	0	0	#	0	#	1	0	0	0	0	#	0	0	1	#	#	#	0	0	#	#	000000000100000000000000000000000000000000000	1.000	1.000	1	94.70	49996	42416	0.61		36	36
0	0	#	0	#	1	0	0	1	0	1	1	#	#	0	0	0	0	0	#	0	#	0	000000000000000000000000000000000000000000010	1.000	1.000	1	31.90	49361	42426	0.74		10	10
#	0	0	0	0	#	0	0	0	1	0	0	0	0	0	1	1	#	0	1	0	#	0	000000000000000000000000000000000000100000010	1.000	1.000	1	39.50	49367	42432	0.83		10	10
1	1	0	0	0	#	0	#	#	0	0	0	0	#	0	#	#	0	#	0	0	#	0	000010000000000000000000000000001000000000000	0.474	0.985	1	180.97	49983	42436	0.65		445	561
0	0	0	#	0	0	1	0	0	1	#	1	0	0	0	1	1	0	0	#	0	0	#	000000000000000000000000100000000000100000000	1.000	1.000	1	31.80	49378	42443	0.83		10	10
0	#	0	0	0	0	0	#	0	#	0	0	0	0	#	0	1	#	0	0	0	0	#	000000000000000000000000000000100000000000000	1.000	1.000	2	55.13	49860	42447	0.74		34	34
0	#	0	1	0	#	1	0	#	0	1	#	0	0	#	1	0	0	#	0	#	0	0	000000000000000000000000100000000000000100000	1.000	1.000	1	29.10	49384	42449	0.70		10	10
1	1	#	0	0	#	0	#	#	0	0	#	#	#	1	0	0	#	#	#	#	1	#	000010000000000000000000000000000000000000000	0.454	0.984	1	59.73	49869	42451	0.48		34	34
0	1	#	0	0	0	0	0	0	#	0	#	0	#	#	#	#	0	0	0	0	#	#	000000000000000000000000000000001000000000000	0.794	0.995	1	124.75	49993	42454	0.61		232	232
#	#	#	0	#	#	1	#	0	0	#	#	#	0	#	#	#	0	0	0	0	0	1	000000000000000000000000100000000000000000000	0.443	0.984	1	71.03	49761	42456	0.48		33	33
1	0	0	0	0	0	#	#	1	0	0	0	0	0	#	0	#	0	0	0	#	1	0	000000000000000000000010000000000000000000000	1.000	1.000	1	48.60	49393	42458	0.78		10	10
0	1	#	0	0	0	0	0	#	#	0	0	0	#	#	#	0	#	0	0	0	#	0	000000000000000000000000000000001000000000000	0.449	0.984	1	115.99	49993	42459	0.65		230	252
0	#	0	#	0	0	#	0	0	0	0	0	0	#	1	0	0	#	0	0	#	1	#	000000000010000000000000000000000000000000000	0.222	0.970	1	56.75	49989	42463	0.70		22	33
1	#	#	#	#	#	#	#	#	#	0	#	#	1	1	0	1	0	#	0	0	0	0	000010000000000000000000000000001000000000000	1.000	1.000	1	61.82	49832	42473	0.48		22	22
#	#	0	1	0	0	0	#	#	0	#	1	#	#	#	0	0	0	#	#	0	0	#	000000000000000000000000000000000000000001000	0.268	0.974	1	72.06	49880	42498	0.52		111	123
0	0	0	0	0	0	0	0	0	0	#	1	0	0	0	#	0	0	0	#	0	0	1	000000000000000000000000000010000000000001000	1.000	1.000	1	31.00	49436	42501	0.87		10	10
#	0	0	#	#	1	0	0	#	0	#	0	1	0	0	1	0	0	0	0	0	#	0	000000000000000000000000000000000000001000010	1.000	1.000	1	35.50	49440	42505	0.74		10	10
0	0	0	1	0	0	#	0	#	#	#	0	0	0	0	#	0	#	1	0	0	0	#	000000000000000000000000000000000000000001000	1.000	1.000	1	28.60	49443	42508	0.70		10	10
0	#	1	#	0	0	0	0	0	#	#	#	#	0	0	#	#	#	#	0	#	#	0	100000000000000000000000000000000000000000000	0.463	0.985	1	153.04	49994	42524	0.48		687	747
0	#	1	0	0	0	0	0	#	1	0	#	0	0	0	#	0	#	0	0	0	0	#	100000000000000000000000000000000000100000000	1.000	1.000	1	50.20	49464	42529	0.74		10	10
0	#	0	1	#	0	#	0	0	0	0	#	#	0	#	0	#	0	0	#	0	#	#	000000000000000000000000000000000000000001000	1.000	1.000	1	126.04	49963	42531	0.57		121	121
#	0	0	1	#	0	0	0	0	#	#	1	0	0	0	1	1	0	0	0	0	0	#	000000000001000000000000000000000000000001000	1.000	1.000	1	34.10	49476	42541	0.78		10	10
#	0	#	#	#	0	0	0	1	#	#	0	#	#	0	0	1	0	#	0	0	#	#	000010000000000000000001000000000000000000000	1.000	1.000	1	57.00	49484	42549	0.52		10	10
0	0	0	0	0	0	0	#	0	#	#	#	0	1	0	0	#	#	0	0	0	0	0	000000000000000000000000000000010000000000000	0.763	0.995	1	117.43	49972	42551	0.74		186	198
0	0	#	0	#	0	#	1	#	0	0	0	0	0	0	1	1	#	1	1	#	0	#	100000000000000000000000000000000001000000000	1.000	1.000	1	32.90	49492	42557	0.70		10	10
#	#	#	0	0	0	#	#	#	0	0	1	#	1	0	0	0	1	#	0	#	1	0	000000000000000000000000000000010000000000000	1.000	1.000	1	109.12	49911	42560	0.61		90	90
0	#	1	0	0	#	#	0	#	0	#	#	#	0	0	#	1	0	0	0	#	#	0	100000000000000000000000000000000000000000000	0.675	0.992	1	96.42	49892	42568	0.57		68	68
0	#	1	#	#	0	0	#	#	0	#	1	0	#	#	#	0	0	#	1	0	#	1	100000000100000000000000000000000000000000000	1.000	1.000	1	42.03	50000	42580	0.52		12	12
0	0	0	0	0	1	0	0	1	0	0	1	#	0	0	0	#	#	0	0	0	0	0	000000000000000000000010000000000000000000010	1.000	1.000	1	36.67	49521	42586	0.87		11	11
#	#	0	0	#	0	#	1	0	#	0	0	0	0	#	0	0	#	0	1	0	0	0	000000000000000000000000000000000001000000000	1.000	1.000	1	49.68	49524	42589	0.70		11	11
0	0	0	#	0	0	0	0	0	0	0	#	0	0	1	0	#	0	0	#	0	#	0	000010000000000000000000000000000000000000000	1.000	1.000	1	41.77	49528	42593	0.78		11	11
0	0	1	1	#	#	1	0	#	0	0	#	0	0	0	1	0	0	0	0	0	0	0	100000000000000000000000100000000000000000000	1.000	1.000	1	34.42	49532	42597	0.83		11	11
#	#	0	0	0	0	#	0	#	0	#	#	0	#	0	#	1	0	#	1	#	0	0	000000000100000000000000000000000000000000000	1.000	1.000	1	130.40	49820	42628	0.57		67	67
0	0	0	#	#	0	0	0	#	0	0	#	#	0	0	0	1	0	1	0	0	0	1	000000000001000000000000000000000000000001000	1.000	1.000	1	33.71	49566	42631	0.78		11	11
0	#	0	1	0	0	0	0	#	1	#	0	0	0	#	0	#	0	#	0	#	#	#	000000000000000000000000000000000000100001000	1.000	1.000	1	60.33	49760	42642	0.61		23	23
#	#	1	0	#	0	0	0	#	0	0	1	#	#	#	0	0	0	#	0	0	#	0	100000000000000000000000000000000000000000000	1.000	1.000	1	215.67	49994	42643	0.61		105	105
1	0	0	0	1	#	#	0	0	#	#	0	#	#	#	#	0	#	0	#	#	#	#	000010000000000000000000000000000000000000001	0.512	0.987	1	61.18	49975	42650	0.43		94	117
#	0	#	0	#	0	#	#	#	0	0	0	0	0	1	#	#	#	0	0	0	1	#	000010000000000000000000000000000000000000000	1.000	1.000	1	57.18	49596	42661	0.57		11	11
#	#	0	0	0	0	0	0	0	0	#	1	0	#	0	#	0	#	#	1	0	#	#	000000000000000000000000000000001000000000000	0.093	0.954	1	54.30	49597	42662	0.61		11	23
#	0	0	1	#	0	0	0	0	0	#	#	0	0	0	1	0	0	0	0	0	1	0	000000000000000000000000000000000000000001000	1.000	1.000	1	36.22	49604	42669	0.83		11	11
1	0	0	0	1	0	#	0	0	0	#	#	0	#	#	#	#	#	#	#	#	#	#	000010000000000000000000000000000000000000001	0.572	0.989	1	58.69	49975	42676	0.43		117	140
0	#	#	0	#	0	1	0	0	#	#	#	0	0	0	#	0	#	#	0	0	0	#	000000000000000000000000100000000000000000000	0.516	0.987	1	126.91	49984	42685	0.57		274	274
0	1	0	0	0	#	#	0	1	#	#	0	0	#	0	0	0	0	0	0	0	#	0	000000000000000000000000000000001000000000000	0.103	0.956	1	41.31	49629	42694	0.74		11	11
0	0	#	0	0	1	0	0	0	0	#	0	0	#	0	#	0	#	0	#	#	0	#	000000000000000000000000000000000000000000010	0.716	0.993	1	99.51	49916	42698	0.65		160	160
0	1	#	#	0	0	0	0	0	#	0	#	#	#	#	0	#	0	#	0	0	#	#	000000000000000000000000000000001000000000000	0.805	0.996	3	124.75	49993	42720	0.52		226	226
0	1	#	0	0	#	0	#	#	0	1	1	#	0	0	#	0	#	0	1	0	0	#	000000000100000000000000000000000000000000000	1.000	1.000	1	40.98	49656	42721	0.65		22	22
0	0	#	#	0	0	#	0	#	1	1	1	0	0	0	#	1	0	0	#	#	#	1	000000000000000000000000000000000000100000000	1.000	1.000	1	59.80	49870	42727	0.65		23	23
1	1	0	0	0	#	#	0	0	0	0	0	#	1	1	0	0	1	#	#	#	1	#	000010000000000000000000000000000000000000000	0.474	0.985	1	59.75	49869	42736	0.70		33	33
1	1	#	0	0	#	0	0	#	0	0	0	#	1	1	#	#	#	#	#	0	1	#	000010000000000000000000000000000000000000000	0.474	0.985	1	59.75	49869	42736	0.57		33	33
#	#	0	0	0	0	0	0	0	1	1	#	#	#	#	0	0	0	0	#	0	0	0	000000000100000000000000000000000000100000000	1.000	1.000	1	39.10	49677	42742	0.70		11	11
0	0	0	1	0	#	0	#	0	#	0	1	0	0	0	#	0	#	1	#	#	0	1	000000000000000000000000000000000000100001000	1.000	1.000	1	41.78	49693	42758	0.70		11	11
#	0	#	#	#	0	0	#	#	#	#	1	#	0	0	0	#	0	0	1	#	1	#	000000000100000000000000000000000000000000000	0.232	0.971	1	49.56	49999	42779	0.48		23	34
0	#	#	#	#	#	#	1	0	#	#	#	0	#	#	1	#	#	#	0	#	#	0	000000000100000000000000000000000000000000000	0.610	0.990	1	97.11	49996	42781	0.30		138	149
0	#	0	#	0	0	#	0	#	0	0	#	1	0	0	#	0	0	0	0	0	#	0	000000000000000000000000000000000000001000000	1.000	1.000	1	103.21	49864	42782	0.70		141	141
#	#	0	#	#	#	#	0	0	0	#	#	#	0	0	0	1	0	1	0	#	0	0	000000000000000000000000000000000000000001000	0.342	0.979	1	62.96	49744	42785	0.57		44	44
0	#	0	0	0	#	0	0	0	0	1	#	0	#	0	0	0	0	#	#	0	1	#	000000000000000001000000000000000000000000000	1.000	1.000	1	43.15	49792	42790	0.70		23	23
0	#	0	1	0	0	1	#	#	0	0	#	0	0	#	#	#	#	0	0	0	0	#	000000000000000000000000100000000000000001000	1.000	1.000	1	34.94	49734	42799	0.61		11	11
#	#	1	1	#	0	#	0	0	0	#	#	0	0	0	0	1	0	#	0	#	0	0	000000000000000000000000000000000000000001000	0.103	0.956	1	41.14	49901	42803	0.65		33	45
#	#	0	0	#	0	#	#	#	0	#	#	1	#	#	#	#	#	#	0	#	0	0	000000000000000000000000000000000000001000000	1.000	1.000	1	99.48	49864	42815	0.35		162	162
0	#	0	0	0	#	0	0	#	1	#	1	0	#	0	0	1	0	#	#	0	#	#	000000000000000000000000000000000000100000000	0.421	0.983	1	53.37	49870	42838	0.61		57	57
1	1	0	0	1	#	0	0	0	0	0	0	#	1	#	0	#	0	0	0	0	0	#	000010000000000000000000000000001000000000001	1.000	1.000	1	61.19	49986	42843	0.78		23	23
1	1	#	#	1	#	0	0	0	0	0	0	#	1	#	0	0	#	#	0	0	0	0	000010000000000000000000000000001000000000001	1.000	1.000	2	61.19	49986	42843	0.70		23	23
0	0	0	0	0	0	#	#	1	#	#	#	0	0	#	0	0	#	#	0	#	#	#	000000000000000000000001000000000000000000000	0.426	0.983	1	116.62	49967	42847	0.52		234	289
0	0	0	1	0	#	0	0	#	0	1	#	#	0	0	#	0	0	0	1	0	#	1	000000000001000000000000000000000000000001000	1.000	1.000	2	27.11	49785	42850	0.74		11	11
#	0	0	0	0	0	0	#	#	0	0	0	1	0	0	0	#	0	0	1	0	0	0	000000000100000000000000000000000000001000000	1.000	1.000	1	34.10	49790	42855	0.83		11	11
0	0	0	0	0	0	#	0	0	0	0	0	1	0	0	0	#	0	0	1	0	0	0	000000000100000000000000000000000000001000000	1.000	1.000	1	34.10	49790	42855	0.91		11	11
0	#	#	0	#	#	1	0	0	0	#	0	#	0	#	#	#	0	#	0	0	#	#	000000000000000000000000100000000000000000000	0.481	0.985	1	133.35	49984	42863	0.48		255	266
0	#	0	#	#	#	#	0	0	0	#	1	#	#	0	1	#	0	1	0	0	0	1	000000000000000000000000000000000000100000000	1.000	1.000	1	32.87	49803	42868	0.61		11	11
0	#	0	0	0	#	#	#	0	0	#	1	#	#	#	1	#	0	1	0	0	0	1	000000000000000000000000000000000000100000000	1.000	1.000	1	32.87	49803	42868	0.61		11	11
1	0	0	0	0	#	#	#	0	0	#	#	0	#	0	#	#	0	0	#	0	#	0	000010000000000000000000000000000000000000000	0.841	0.997	1	216.70	49998	42872	0.57		816	837
0	#	0	0	0	0	#	#	#	0	#	#	1	0	#	#	0	#	#	0	#	0	0	000000000000000000000000000000000000001000000	1.000	1.000	2	99.48	49864	42874	0.52		160	160
1	0	0	0	1	0	0	0	0	0	#	#	0	#	0	0	0	1	0	#	#	#	#	000010000000000000000000000000000000000000001	1.000	1.000	1	49.32	49890	42888	0.70		23	23
0	#	#	0	#	0	#	#	0	0	1	1	1	0	0	0	0	0	0	1	#	0	0	000000000000000000000000000000000000101000000	1.000	1.000	1	34.72	49827	42892	0.74		11	11
1	1	0	#	#	0	#	0	#	0	#	#	0	#	1	0	1	#	#	0	0	0	#	000010000000000000000000000000001000000000000	1.000	1.000	2	62.18	49832	42897	0.57		21	21
#	0	1	1	0	0	#	0	0	0	0	1	#	#	#	0	0	0	0	#	0	#	#	100000000000000000000000000000000000000001000	1.000	1.000	1	76.43	49978	42902	0.65		23	23
1	1	0	0	0	#	0	0	0	0	0	0	0	1	1	0	0	1	#	#	#	1	#	000010000000000000000000000000000000000000000	0.463	0.985	1	59.78	49869	42934	0.78		32	32
0	0	1	#	#	0	0	1	#	#	#	1	0	0	#	0	#	0	#	0	0	0	0	000000000100000000000000000000000000000001000	0.309	0.977	1	39.06	49879	42944	0.65		11	23
0	#	0	#	0	0	0	0	0	0	#	#	0	#	#	0	#	#	0	1	0	0	#	000000000100000000000000000000000000000000000	0.361	0.980	1	157.02	49964	42946	0.61		161	194
0	0	1	#	0	0	#	1	0	0	#	1	0	0	0	0	0	0	0	#	0	0	#	000000000100000000000000000000000000000000000	1.000	1.000	1	41.22	49884	42949	0.78		11	11
0	0	1	#	0	0	0	1	0	0	#	1	0	0	#	0	#	0	0	#	0	0	0	000000000100000000000000000000000000000000000	0.325	0.978	1	38.91	49884	42949	0.78		22	22
#	0	0	#	1	#	0	0	#	#	#	#	0	#	0	#	0	1	0	0	0	#	#	000010000000000000000000000000000000000000001	1.000	1.000	1	49.66	49890	42955	0.52		22	22
#	0	0	0	1	#	0	0	#	0	#	#	#	#	0	0	0	1	0	#	0	#	0	000010000000000000000000000000000000000000001	1.000	1.000	1	49.66	49890	42955	0.61		22	22
0	0	0	0	0	0	#	0	0	1	#	0	#	#	0	#	1	0	#	1	0	0	0	000000000000000000000000000000000000101000000	1.000	1.000	1	31.39	49893	42958	0.74		11	11
0	1	#	#	0	0	0	1	0	0	1	#	#	0	0	0	1	0	0	#	0	0	0	100000000000000100000000000000000000000000000	1.000	1.000	2	36.28	49895	42960	0.78		11	11
0	#	#	0	#	#	1	#	0	0	#	0	0	0	#	#	#	0	#	#	0	#	#	000000000000000000000000100000000000000000000	0.561	0.988	1	135.60	49984	42967	0.43		251	251
0	0	1	1	#	0	1	0	0	#	#	1	0	#	#	1	0	0	0	0	#	0	1	000000000000000000000000100000000000000001000	1.000	1.000	1	35.57	49907	42972	0.74		11	11
0	0	0	1	0	#	0	0	0	#	#	1	#	0	0	#	0	0	#	1	0	0	0	000000000000000000000000000000000000000001000	1.000	1.000	1	41.79	49912	42977	0.74		11	11
0	0	0	#	0	0	#	0	1	#	#	#	0	#	#	#	#	0	0	0	#	#	#	000000000000000000000001000000000000000000000	0.494	0.986	1	117.82	49967	42979	0.48		230	273
0	0	#	#	0	0	0	0	0	0	#	#	#	1	#	#	0	#	0	#	0	#	0	000000000000000000000000000000010000000000000	0.548	0.988	1	111.37	49972	42983	0.57		240	271
#	0	#	0	0	0	1	0	#	#	0	1	0	0	#	1	#	0	0	0	0	0	0	000000000000000000000000100000000000100000000	1.000	1.000	1	36.35	49920	42985	0.74		11	11
0	1	#	0	0	0	#	0	0	#	0	1	#	1	1	0	#	1	0	#	#	#	0	000000000000000000000000000000001000000000000	1.000	1.000	1	48.71	49921	42986	0.65		22	22
#	0	0	0	0	0	0	0	0	0	1	0	0	#	0	0	0	#	#	0	#	#	0	000000000000000000000000000000000000010000000	0.255	0.973	1	58.36	49933	42992	0.74		23	33
#	0	0	0	0	0	#	0	0	0	1	0	0	#	0	0	0	0	#	0	#	0	#	000000000000000000000000000000000000010000000	0.255	0.973	1	58.36	49933	42992	0.74		23	33
0	0	0	0	0	0	0	0	#	0	0	#	0	0	#	#	#	1	0	0	#	0	0	000000000010000000000000000000000000000000000	1.000	1.000	1	50.80	49990	43006	0.74		23	23
1	0	0	#	1	0	0	0	0	0	#	#	#	1	#	#	#	0	#	#	0	0	0	000010000000000000000000000000000000000000001	0.572	0.989	1	57.84	49975	43040	0.61		33	44
1	#	0	0	1	0	#	0	#	#	0	#	#	#	1	#	#	0	#	#	0	#	0	000010000000000000000000000000000000000000001	1.000	1.000	1	63.45	49975	43040	0.48		11	11
#	0	1	0	#	0	0	0	#	#	0	0	1	0	0	#	#	0	0	0	#	#	#	100000000000000000000000000000000000000000000	1.000	1.000	1	90.48	49977	43042	0.61		22	22
0	0	#	0	0	#	#	0	0	#	#	1	0	0	#	#	#	1	0	0	0	#	0	000000000010000000000000000000000000000000000	1.000	1.000	1	58.89	49990	43055	0.61		22	22
1	0	0	0	#	0	#	0	#	0	0	#	#	#	#	0	#	1	0	0	0	#	#	000010000000000000000000000000000000000000000	0.113	0.957	1	79.10	49938	43067	0.57		206	334
#	0	0	0	0	#	0	0	1	#	1	1	#	#	#	0	0	#	0	#	0	#	#	000000000000000000000000000000000000000000010	1.000	1.000	1	31.56	49361	43071	0.57		9	9
#	1	#	0	#	0	0	1	#	0	#	0	#	0	#	0	0	0	0	#	0	0	0	000000000000000000000000000000000001000000000	0.082	0.951	1	53.94	49362	43072	0.65		9	20
0	#	0	#	0	0	0	0	#	1	#	1	0	0	0	0	#	0	#	#	0	#	0	000000000000000000000000000000000000100001000	0.097	0.954	1	53.39	49971	43076	0.65		31	74
0	0	0	#	#	1	0	0	0	0	0	0	0	0	0	#	0	#	0	0	#	0	0	000000000000000000000000000000000000000000010	0.840	0.997	1	112.40	49810	43082	0.78		140	140
0	0	#	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	#	#	#	000000000000000000000000100000000000100000000	1.000	1.000	1	32.11	49378	43088	0.83		9	9
0	0	0	0	0	0	1	0	0	1	0	1	0	#	#	1	1	0	#	0	0	0	#	000000000000000000000000100000000000100000000	1.000	1.000	1	32.11	49378	43088	0.83		9	9
0	1	#	#	0	#	0	0	0	#	0	#	0	0	#	0	#	#	#	0	0	#	#	000000000000000000000000000000001000000000000	1.000	1.000	1	141.09	49993	43093	0.52		97	97
0	0	0	#	1	#	#	0	0	0	0	0	#	1	0	0	#	0	#	0	0	0	#	000000000000000000000000000000000000000000001	1.000	1.000	1	118.45	49997	43097	0.70		31	31
1	0	0	0	0	#	#	0	#	0	#	#	0	#	#	#	#	0	#	0	0	0	#	000010000000000000000000000000000000000000000	0.788	0.995	1	214.45	49998	43098	0.52		847	878
#	0	#	0	0	#	1	#	#	0	1	#	#	0	#	1	#	0	#	0	0	#	#	000000000000000000000000100000000000000000000	1.000	1.000	1	102.63	49800	43101	0.48		30	30
1	0	0	0	0	#	0	0	0	0	#	0	0	0	0	#	0	0	1	#	#	#	#	000000000000000000000000000000100000000000000	1.000	1.000	1	57.33	49399	43109	0.70		9	9
#	0	0	1	#	0	0	#	0	0	#	#	0	0	0	0	0	0	#	0	0	#	#	000000000000000000000000000000000000000001000	0.385	0.981	1	80.03	49963	43113	0.65		170	181
0	#	0	1	#	0	0	0	#	1	1	#	0	0	#	0	#	0	#	0	0	#	#	000000000000000000000000000000000000100001000	1.000	1.000	1	63.87	49971	43114	0.61		40	40
0	0	0	#	0	0	#	0	#	0	0	#	1	#	#	0	#	0	0	0	0	0	0	000000000000000000000000000000000000001000000	1.000	1.000	1	104.16	49724	43116	0.70		51	51
#	#	0	0	0	0	0	#	0	0	#	#	1	#	#	1	#	0	0	1	#	#	0	000000000000000000000000000000000000001000000	1.000	1.000	2	32.67	49412	43122	0.57		9	9
#	#	#	#	#	0	#	0	0	#	#	1	0	#	0	#	1	#	1	0	0	0	#	000000000000000000000000000000000000000001000	0.140	0.961	1	58.52	49971	43123	0.48		73	84
0	0	#	#	0	#	0	0	0	0	0	1	0	#	#	0	1	#	#	0	0	0	0	000000000000000000000000000000000000000001000	0.151	0.963	1	110.55	49901	43123	0.70		40	61
0	#	0	0	0	#	0	1	0	0	1	#	#	0	0	0	0	0	0	0	0	0	0	000000000100000000000000000000000000010000000	1.000	1.000	1	35.78	49418	43128	0.83		9	9
#	0	#	#	0	#	0	0	0	0	#	0	0	1	0	#	0	1	0	0	0	#	0	000000000000000000000000000000010000000000000	0.348	0.979	1	117.65	49979	43130	0.70		93	115
0	#	1	0	#	#	0	0	0	1	#	1	0	#	0	1	#	0	0	0	0	#	0	100000000000000000000000000000000000100000000	1.000	1.000	1	32.78	49426	43136	0.70		9	9
0	0	0	1	#	0	0	#	0	0	#	#	#	#	0	0	0	0	#	0	#	#	#	000000000000000000000000000000000000000001000	0.379	0.981	1	80.03	49963	43143	0.57		167	178
#	0	0	0	0	#	0	0	0	#	#	1	0	#	0	#	0	0	0	#	0	0	1	000000000000000000000000000010000000000001000	1.000	1.000	1	31.67	49436	43146	0.70		9	9
#	0	0	0	#	1	#	#	#	0	#	0	1	0	0	1	#	0	0	0	#	#	0	000000000000000000000000000000000000001000010	1.000	1.000	1	35.11	49440	43150	0.61		9	9
#	#	0	0	#	1	0	0	#	0	#	0	1	0	0	1	#	0	0	#	0	#	#	000000000000000000000000000000000000001000010	1.000	1.000	1	35.11	49440	43150	0.61		9	9
0	0	0	#	#	0	0	#	0	0	1	0	0	#	0	#	0	0	1	0	0	#	1	000000000000000000000000000000000000000001000	1.000	1.000	1	29.11	49443	43153	0.74		9	9
#	0	0	1	#	0	0	0	#	#	1	0	0	#	0	1	0	0	1	#	0	0	1	000000000000000000000000000000000000000001000	1.000	1.000	2	29.11	49443	43153	0.74		9	9
#	0	#	0	0	#	0	0	0	0	0	#	#	1	0	#	0	1	0	0	0	#	0	000000000000000000000000000000010000000000000	0.262	0.974	1	113.12	49979	43168	0.70		145	200
0	0	0	1	#	0	1	0	0	0	1	#	0	#	#	1	#	0	#	0	#	#	1	000000000000000000000000100000000000000001000	1.000	1.000	1	32.71	49845	43178	0.65		20	20
0	#	1	#	0	#	#	#	#	0	#	#	0	0	#	#	0	0	#	0	0	#	0	100000000000000000000000000000000000000000000	0.503	0.986	1	157.07	49994	43190	0.48		512	567
#	0	0	#	0	0	#	0	1	#	#	0	#	#	#	#	1	#	#	#	0	0	#	000010000000000000000001000000000000000000000	1.000	1.000	1	55.44	49484	43194	0.43		9	9
0	0	0	0	1	#	0	0	0	#	0	#	#	0	#	#	#	#	0	0	0	0	#	000000000000000000000000000000000000000000001	0.564	0.989	1	112.35	49910	43200	0.61		110	121
0	0	#	0	#	#	#	1	#	0	0	0	#	0	#	1	1	#	1	1	#	0	#	100000000000000000000000000000000001000000000	1.000	1.000	1	31.78	49492	43202	0.57		9	9
0	0	0	0	0	0	0	0	0	0	1	#	0	0	0	0	#	0	#	0	0	0	0	000000000000000000000000000000000000010000000	0.161	0.964	1	50.80	49933	43212	0.87		31	52
#	0	0	#	#	0	#	0	0	0	0	0	0	#	0	#	#	#	0	0	1	0	0	000000000000000000000000000000000010000000000	1.000	1.000	1	73.30	49947	43224	0.65		53	53
#	#	0	0	0	1	#	#	#	#	0	1	0	0	0	0	0	0	0	#	#	0	0	000000000000000000000010000000000000000000010	1.000	1.000	1	37.20	49521	43231	0.65		10	10
