Mean_Acc1000_Mean_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-1.278;4.254	#	#	-0.041;0.449	#	#	0.078;0.542	#	-0.019;0.256	#	0.101;0.702	0.049;0.130	#	#	#	#	#	#	#	-17576751666692676203931586324538002750252147855129064324068219131209364181310391659099925933370110655485240568877590730274221053135797810312908968135786850581279020691750912.000;17776751868692678100988928529829206305199575113760329694824788019169688995456989198860562609098800904594937233070529441132847934812311333875918306382791186844707721297526784.000	#	0.060;0.309	#	-0.016;0.064	#	-0.000;0.038	0.003;0.022	#	0.032;0.372	#	#	#	#	000100000101000001010101000100100101000000000000000000000000000000100000000000000000000000100000101010001100010100000100000000000010000000000000000000000000000000001000000000	0.095	0.790	1	691.12	7555	7555	0.36		0	14
#	0.033;0.051	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.469;0.799	#	0.229;0.602	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	010001001010100010001010001010011010000000000000000000000000000100000100000100000000000000000100000000010000010111100000000010000000000000100000000000000000000001000000000000	0.093	0.789	3	620.62	9669	7563	0.09		6	1096
#	#	#	#	#	0.016;1.000	#	#	#	#	#	#	0.217;0.589	#	#	#	0.096;0.151	#	#	-5150401515065150928142538959887249915501631517978586731459182056286173269872288007779932276558875636309050255849805898539882965615239075505319682370842338853752612358979584.000;25152601515265151535932605891961480170974702619392105058049949047019906346916992158767775153118753536159737741988840859577549132718701255741891552981395298123159543075569664.000	#	#	#	#	#	#	#	#	#	#	-0.077;0.485	0.240;0.668	#	010001100000100000000100100010000000100000000000000001000000000001000110010100000000000000000010101001000100010110000100000000000010000000100100000011000000000000000000000000	1.000	1.000	1	273.67	9674	7568	0.18		6	6
#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.015;0.034	#	#	65656606666625650117906767501724080585436370790339451726921629378785904896784824165809112866012531261714229281362591594693483650113352852151242368054554087359014161822515200.000;134343413535374345542687075353121793588840540185043297869332923418350772160238150709262479243255498761645633691215053047217709400792847456186437301113482195862788931405742080.000	#	#	#	#	#	#	-0.004;0.025	#	#	0.025;1.641	#	#	#	100000010101000001010101010110010101000000000000010000000000000000000001000000010010101000000000010100001100110011000000100000000000010000000000010000000000000000000000000000	0.218	0.859	1	557.04	9678	7572	0.12		6	188
#	0.035;0.055	#	0.444;0.802	#	#	0.416;1.163	-3.193;-0.240	-0.001;0.198	#	#	0.052;0.140	0.478;0.922	#	#	#	#	#	#	#	#	#	#	0.084;0.290	#	0.002;0.051	#	#	#	#	-0.145;0.527	#	0.076;0.157	010000000100000101000101000000011001000000000000000000000001000000001000000100000000101000000000100100000000010001010000000000000000001000000000000000000000000000000000000000	0.325	0.894	1	264.32	9687	7581	0.33		6	12
3.707;7.856	0.027;0.063	-0.001;0.027	-0.053;0.507	#	#	#	#	#	#	#	#	#	-0.054;0.169	#	#	#	#	#	#	#	-0.049;0.487	#	#	#	#	#	#	#	#	#	0.245;0.665	#	000000000100100000000100100110100000100010000000010000000000000101010110111000010000000000000000000001000100010110000100010010000000000000000000000010000000000000010011000000	0.090	0.786	2	735.21	9689	7583	0.21		6	1048
#	#	#	#	#	#	0.232;0.934	#	#	0.117;0.249	#	0.042;0.116	0.131;0.648	#	-138.637;-74.750	#	#	#	#	#	#	#	2.638;5.034	#	1.692;4.696	-0.013;0.042	#	0.227;0.495	#	#	#	#	-0.039;0.095	010010000001010100000101000000010001000000000000000000000001000000001001000000000010001000001100100000010100010011000100010001000000000000000000000000000000010000000000000000	0.404	0.913	1	256.02	9690	7584	0.30		6	13
-0.532;7.997	#	#	0.469;0.784	#	#	#	#	#	0.109;0.241	0.287;0.713	0.048;0.119	0.310;0.664	-0.075;0.213	-85.007;-55.543	-0.505;1.110	#	0.259;0.768	#	#	#	#	#	#	#	#	#	#	#	#	0.110;0.375	#	0.065;0.224	011000011010001010011001101010010101000000000000000000000000000000000110110000010000000001010011000101010001010110001010000101000000000000000000000100000000000000000000000000	0.099	0.793	1	524.70	9695	7589	0.36		6	54
4.905;13.434	#	#	0.663;1.082	#	#	#	#	-0.082;0.188	#	#	0.043;0.109	#	#	#	#	#	#	#	#	#	#	5.651;10.922	#	#	-0.001;0.043	#	#	0.214;0.520	#	#	#	#	010001001000010010001001100000010101000000000000000000000000000000000000110000000000000000001011010100010100010010100000100000000000000000000000000000000000000000000010000000	1.000	1.000	1	111.50	9706	7600	0.21		6	6
#	#	0.001;0.033	#	0.034;0.067	#	0.389;0.819	#	0.025;0.200	0.123;0.236	0.411;0.905	0.067;0.126	#	#	-102.895;-38.511	#	-0.005;0.068	#	#	#	#	0.159;0.796	#	#	#	#	#	0.620;0.868	#	#	#	0.303;0.906	#	010001011000000010011000001000010100000000000000000000000000000100000001000000010000101000000011000100010100010011101010000000000000001000000100000000000000000000000000000000	0.131	0.816	1	505.42	9711	7605	0.36		6	59
#	0.022;0.054	#	0.141;0.473	0.050;0.095	#	-0.333;0.793	#	#	#	#	#	#	#	#	#	#	#	#	#	0.782;2.597	#	#	#	#	0.018;0.063	#	#	0.016;0.389	#	#	#	#	011001001000000010000000101000010000000000000000000000100000000000000000100000010100010000000000000101010001010100100000000000000000100000000000000010000000000000000000000000	0.133	0.817	1	517.86	9713	7607	0.21		6	124
#	#	-0.007;0.033	#	#	#	#	-1.348;2.121	#	0.052;0.184	#	0.065;0.120	#	#	#	#	#	#	#	-35353493434385351013744558876305078768874438969933938045160473553526609802442542343065642333744531270452891417982844779348150347877290642770767212302337772957817509943181312.000;35353513636385357596096470832429339342029006967844849992625540747231496551092219372855334751193291849707464185913395563465987628018927645606887336734818301894155974035374080.000	#	#	#	0.044;0.282	#	-0.007;0.043	#	#	0.037;0.509	#	#	#	#	000000010101000000010100000100010101000010000000000000000000000001000010110000010000000000000000000100101000100010000100000000000000000000000000010000100000000000000000000000	0.116	0.806	1	704.36	9722	7616	0.24		6	1596
#	#	#	#	#	#	#	#	0.043;0.176	#	#	#	#	#	#	#	0.004;0.049	0.377;0.722	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	001000000000001000010001000000000001000000000100000000000001000100000100000100000000001000010001000100010100010001001000010001000000000000000000000000000000000000000000000000	0.116	0.806	1	646.30	9723	7617	0.09		7	1868
4.314;10.192	#	#	#	#	#	-0.190;0.501	#	#	#	#	#	#	#	-110.189;-39.258	#	#	#	#	83333358434318330702765854994212542604112631815480757371085783025628136182400244187560948836075013103034138513063929169045173839827836442806650005172165012359021678374682624.000;116666661767681664957827987860633331570164279159901992225168769771508540874622730687510643273193016920325724459513715472866019211078363865531029663995871270862781414853574656.000	#	#	#	-0.054;0.245	4.799;10.206	0.006;0.033	#	#	-0.039;0.218	-0.230;1.122	-0.264;0.390	#	#	100000010101000001010101000100000100000000000000000000000000100001010010100000010000000000000000000100001100010100010100000000000000000000000000000000000000000000010000000000	0.324	0.893	1	432.44	9729	7623	0.30		6	20
#	#	0.004;0.020	#	#	#	#	#	#	#	#	0.056;0.126	#	#	#	#	#	#	#	86364658737351355601235439517503022958478091332554955859816758212747548222461845461391239826265240831590600974805875116363060553134751462088756325085855424525939061613920256.000;113637361464648636571520086550694266638230310884964930488904983888437416855513108072851735344986573543076052016215214794721546465773391757541781136541590158837046072676712448.000	#	#	#	#	#	-0.002;0.067	#	0.176;0.705	#	#	#	0.171;0.713	#	100001010101000001010101010110000101000000000000001000000000000000000110101000010000000000000001010100000000010010100000010000000000010010000001010000001000000000000000001000	0.199	0.851	1	513.47	9730	7624	0.18		6	183
#	#	0.022;0.056	#	#	#	#	0.492;5.069	-0.080;0.143	#	#	#	#	#	#	1.759;2.729	0.006;0.055	#	0.149;0.735	#	#	0.232;0.804	-0.739;5.682	0.157;0.395	0.399;6.007	#	#	#	0.015;0.579	#	#	#	#	010100100100100101100000100000101000000001000000000000000000100000000000010101000000000000000010100010000100010100010100000010100000000100100000000000000000000000000000010000	1.000	1.000	1	231.17	9750	7644	0.33		6	6
#	0.025;0.060	0.026;0.049	#	0.060;0.105	#	#	#	#	#	0.188;0.748	#	#	0.045;0.347	#	0.449;1.145	0.015;0.064	#	#	-21727252262746716174908183195459238534982139228321077721838041032167484764437938688669915029095324789451808263576124405614935948913369465075351327501044371925316129328726016.000;23727252282748738379304241598640070967469961862909112121105068140704810835053913959344544040128125484571328815863665103723251122522648286435714025491892560111805640212480000.000	#	#	#	#	#	#	#	0.205;0.846	#	#	#	0.447;0.771	#	001000000010001010010000101000010101000000100100000000100000000010000101000000010001001000010000010100000100010011001000100000000000000000100100110100000000000000100000000000	0.132	0.817	1	489.96	9756	7650	0.30		6	47
#	#	0.004;0.033	#	0.002;0.056	0.246;0.877	#	#	#	0.215;0.440	#	#	#	#	#	0.220;1.811	#	#	#	-3131301313143029957641782456752839667102627913689148828126746242480107535510298407321270754645970654293864827124857280165008265227439878550607928945224730441986424969363456.000;23131301313143230690517183386550621495098355204396920314403519016002322763573328246819052614915830001957829294353482998455898751841122500487211075088108395546964646665650176.000	-0.376;2.085	#	#	#	#	#	#	#	#	0.331;1.418	#	#	#	010000000000000100100000001000000010000010000000000010000000000000000000100000010100010000010010101011000011000100000101010010000100000000100000000000000000000000000000001000	0.142	0.823	1	449.41	9763	7657	0.24		6	31
#	#	#	#	0.035;0.093	#	#	#	#	#	0.297;0.700	#	0.465;0.746	0.048;0.216	#	#	-0.000;0.058	#	#	-15251492525274241128148901631085814466758148473152850275620962055732840440842516002779481905468049871176767632396020687302217375976896091417812755520986216956237579238244352.000;35253512525276258402111233034922259022768542368202824527270723020907019324163978151104574878890630667898118589698687258029295193592432435912880636921647302955930485742632960.000	#	#	-0.164;3.478	#	2.082;6.388	#	#	#	#	#	#	0.411;0.831	#	010001010000001010011001000000010101000000000100000000000000000100000000100100000100001000010010000101010101010111000000010001000000000000000000000000000000000001000000100000	0.110	0.802	1	691.61	9764	7658	0.27		6	669
#	0.031;0.050	#	#	#	#	#	-3.336;1.389	#	#	0.169;0.778	0.069;0.118	#	0.000;0.202	#	0.126;1.816	#	#	#	#	-1.402;1.260	#	1.933;4.617	#	#	#	#	#	#	#	#	#	0.029;0.140	010110100101010000000001100000000001000000000000000000000001000000001000000000000010000000000010101010000100010001000100000010000000000000000000000000000000010000000000000000	0.116	0.806	2	651.10	9765	7659	0.27		6	849
#	#	#	#	#	0.081;0.582	#	#	#	0.046;0.245	#	#	#	-0.055;0.241	#	#	#	#	#	-10101902020120100825078184677122066198086240607980328936305181820752514014189077648481915914910747731848707688826539395893072779898912294570955006130669879353184521723838464.000;30302102020320300172089455081806335589915271881382854359895226269220455676708809511733966192107407123923129421140137955831399554052722134717997307766765699091355588483874816.000	#	-0.037;0.498	#	#	#	#	#	#	#	#	-0.026;0.229	0.398;0.773	#	010100100000100100000001100000000010000010000000000000000000000000010110000000010000000000000000000000000100000100000100010000000000000000000000000000000000000000000000000000	0.154	0.829	1	673.49	9766	7660	0.21		6	1234
#	0.022;0.050	#	#	#	#	0.392;0.731	#	#	0.100;0.242	#	#	#	#	-95.568;-63.922	#	#	0.264;0.609	#	#	-0.418;3.020	#	#	#	#	#	#	#	0.156;0.728	#	#	#	0.009;0.109	010001101000100100100000100000001000000000001000000000000010000000010000100000010000000000001010000010010000110100000100000000000000000000000000000000000000000000000000000000	0.145	0.825	1	590.73	9772	7666	0.24		6	337
#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.125;1.287	-0.083;0.563	#	0.065;0.190	#	#	#	#	#	#	0.097;0.352	0.425;1.320	#	010001100001000000000010100000000000000000100000000000100000000010000100100000010000010000000010101011000001010100000000000000001000000000100100000010000010000000100000000000	0.082	0.779	1	692.42	9776	7670	0.15		6	1392
#	#	#	0.066;0.520	#	-0.136;1.090	#	#	#	0.031;0.141	#	#	0.206;0.796	0.011;0.170	#	-0.267;1.597	-0.042;0.077	#	#	#	-1.016;1.365	#	#	0.046;0.207	-0.198;3.608	#	#	0.221;0.724	#	-0.560;1.409	-0.051;0.621	0.227;0.743	#	000000000001000001010101010100000000000000000000000000000000100000010000000100000000000100001000001000101100110100010100000000000000000000000000000000000000001000000000000000	0.101	0.795	3	701.65	9777	7671	0.42		6	909
#	#	#	-0.005;0.441	#	-0.018;0.613	#	#	-0.090;0.216	#	#	0.076;0.114	#	#	#	#	#	0.217;0.817	#	#	0.254;2.674	0.148;0.582	#	#	3.529;6.833	#	0.020;0.033	#	#	#	#	#	#	010101101010000010101010101000010010000000100001000000100000000010000010110000010000000000010010001001010001010111100000010000000000000000110100000010000010000000000000000000	0.061	0.756	1	635.09	9778	7672	0.27		6	233
5.202;8.545	#	#	#	#	#	#	#	#	#	#	#	#	#	-98.564;-45.093	#	#	#	#	-2525151262637624712910190068553862992646816960005473645504225223859171206983983677898663561162963593498488055715827459698504263543263168420368419357788153374262051955802112.000;22727351262637625910319584780776388124854128345846515914621029832373934849827195797236262755723383191358910138013345885129290945176508349885226776828109083153575516924018688.000	#	#	#	#	#	#	0.003;0.017	#	#	#	#	#	0.001;0.092	010101100000000000100000100000001000000000000000000000000000001000000000100010000000000000000000000001010101010110000000010000000000000000000000000000000000000010000000000000	0.175	0.840	1	622.05	9780	7674	0.15		6	359
#	0.030;0.060	#	#	#	0.142;1.219	#	#	-0.089;0.163	-0.023;0.209	#	#	#	0.311;0.423	#	#	#	0.220;0.711	#	#	#	-0.155;0.454	#	0.003;0.265	#	#	#	#	#	0.033;1.532	-0.001;0.634	#	#	001000000000001000000001000000000001000000000100000000000000010000000000000000010010000000010000010100000101010001001011000000000000000000000000100000000000000100000000000000	0.217	0.858	1	404.50	9782	7676	0.30		6	26
#	#	#	0.037;0.526	-0.002;0.038	#	#	-2.043;2.238	-0.080;0.148	#	#	0.068;0.116	#	#	#	0.032;1.076	-0.027;0.045	#	#	-16767552676691767903307907062559730631718211520435678940068044105830250763713149488699281612146513394276668764914225760395531441367734448133316368704381624014163060132413440.000;36767752676891766850338045683325259228334192068667147562115146685036638773958280591358353878480567850900835736518899219287550096858610189235539447068042423711866731450335232.000	#	#	#	#	#	#	-0.005;0.028	#	#	#	-0.113;0.247	0.286;0.689	#	010000100000100001000000100100101010000010000000000000000010000000000100000000010000000000010010001011000101010100001000010010000000000000100000000000100000000000000000000000	0.103	0.797	1	709.15	9784	7678	0.33		6	784
1.803;8.603	#	-0.006;0.031	#	#	-0.131;0.426	#	#	#	0.033;0.182	#	#	#	#	-88.881;-46.322	#	#	#	#	-17181801818197181881218609037228934319485826535054757110293124365832772796762775011903848592673171069125873226667656791692627652703994016516926424749992816384720217940426752.000;19181801818199179016232266745806627289715534705372107856287242915142899925045323432290445303643168301068780172302352824859397447852476969843130657757699204215365881246515200.000	#	0.253;0.677	#	0.042;0.228	#	#	-0.000;0.019	#	#	#	#	#	0.076;0.134	001000000000001000000000000010000000000000000000000000000000010000001101000000010000001000000000010100000100010011000000010000000000001000100000100100000000000100000000000000	0.135	0.819	1	730.11	9790	7684	0.30		6	151
#	#	#	#	#	#	#	#	-0.061;0.243	#	#	#	0.466;0.793	#	#	#	#	#	#	#	#	#	0.349;3.225	#	#	#	#	#	#	#	#	#	#	010001001000100010001000100000010000000000000000000001000000000000000000100100000000001000000010000000000100010110100000000000000010000000000000000100000100000000000001000000	0.122	0.810	1	645.60	9797	7691	0.09		6	1894
#	#	0.005;0.025	#	#	#	#	#	#	#	#	#	#	#	-90.142;-44.310	#	#	#	#	#	-0.493;1.766	#	#	#	#	#	#	#	#	#	#	#	#	000100000101000100000100010001010001000000000000000000001010000000000010101000010000000000001000000010100000110110000100000000000000000000000000000000000000000000000000000000	0.118	0.808	2	637.78	9809	7703	0.09		6	1695
#	#	#	-0.061;0.472	#	#	-0.064;0.536	#	-0.067;0.203	-0.031;0.138	#	#	#	-0.040;0.249	#	0.131;1.622	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.397;1.278	#	#	#	100001010101100000000100010110000001100000000000000000000000000000000010110100000000000000000000000100000100010010000100000000000000000000100000000001000000000000000000000000	0.132	0.817	3	655.17	9811	7705	0.21		6	1523
4.519;6.442	#	0.001;0.024	#	0.020;0.065	#	#	-0.461;2.270	#	-0.009;0.127	#	#	#	0.346;0.466	#	0.283;1.501	#	#	#	#	-0.843;2.062	0.044;0.422	0.121;3.571	#	#	#	#	#	#	#	0.164;0.647	#	0.036;0.098	001001010000011010010001000010010101000000000000000000000000010010000100000000010000101000010001010101010001010011101010010000000000010000000000100000000000000100000000000000	0.013	0.814	1	652.00	7707	7707	0.36		0	0
#	#	#	#	-0.007;0.062	#	0.201;0.563	#	-0.043;0.208	#	0.250;0.744	0.046;0.134	#	-0.047;0.211	#	0.605;1.624	-0.032;0.069	0.342;0.597	#	#	#	#	#	#	#	#	#	#	-0.216;0.545	-0.395;1.280	#	#	0.024;0.179	000101000001000000000000000000010000000000000000000001000000000100000100000000010000000000000000000100010100010111000000110000000010000000000000000000000100000000000000000000	0.143	0.823	3	644.36	9815	7709	0.36		6	1219
2.534;9.450	#	#	#	#	#	#	#	#	#	#	#	0.483;1.081	#	-110.239;-34.943	#	#	0.192;0.746	#	-16666651665671567070224128258528527635647389311435158178107807128391082203799764054883349311737584237999585227096423818059657409211965507803935523007983361581068616499986432.000;16666651667691767184838004607892261330404258032986076675975179617489322488422722445066345125380419579292000719353362485761187962038561914920444135815722896922691119978905600.000	#	#	#	#	#	-0.007;0.094	#	0.425;0.928	#	-0.624;1.404	#	0.349;0.978	0.017;0.124	000000000001010100000001000100000101000000000000000000000001010000000000000000010000000000000010100000001100010011000010000000100000001000000000001000000000010000000000000000	0.110	0.802	2	663.57	9816	7710	0.30		6	1346
#	#	#	#	#	-0.017;0.763	#	#	#	#	#	0.068;0.104	0.399;0.839	-0.064;0.211	-107.962;-43.578	#	#	#	#	#	#	0.138;0.368	#	0.008;0.250	#	#	0.004;0.031	0.267;0.873	#	-0.044;1.161	#	#	#	000001000101000101000101000100000101000000000000000010000000000001010000000000010000000000000000100001001000010100000100100001010000000000000000000000000000000000000000000000	0.125	0.812	1	683.54	9817	7711	0.30		6	1321
#	0.027;0.062	#	#	#	#	#	#	-0.024;0.137	#	0.355;0.775	#	0.670;0.951	#	#	#	#	0.273;0.918	0.060;0.503	#	#	#	#	#	#	#	#	#	#	#	#	#	#	011001001010101010001000101000010000000000000000000001000000000000000000110100000000000000010001010101010001010010001000010000000000000000000000000000000000000000000000000000	0.115	0.806	1	497.81	9818	7712	0.18		6	307
#	#	#	#	0.007;0.058	#	#	#	#	#	#	#	#	#	-101.635;-33.978	#	#	#	#	#	#	#	-1.368;4.958	#	1.037;4.141	#	#	#	-0.010;0.314	#	#	#	#	010000001010000000000000000000010000100000000000000000000000000001000100110000010000000000000010000000100000110010000100000000000000000000000000001001000000000000000000000000	0.143	0.824	1	727.08	9820	7714	0.15		6	1018
#	-0.005;0.032	#	0.014;0.241	#	#	-0.633;0.479	-2.385;2.413	#	0.109;0.344	#	#	#	#	#	#	0.108;0.219	#	#	#	#	0.060;0.512	5.786;12.303	#	#	-0.008;0.041	#	#	#	#	#	#	-0.073;0.018	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	1.000	1.000	1	61.00	9825	7719	0.30		6	6
#	#	#	0.014;0.241	#	#	#	-2.385;2.413	#	0.109;0.344	#	#	#	#	#	#	#	#	-0.202;0.490	#	#	-0.032;0.420	#	#	#	#	#	#	#	#	#	#	-0.073;0.018	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	1.000	1.000	1	61.00	9825	7719	0.18		6	6
#	#	0.031;0.060	-0.003;0.591	#	#	#	#	-0.011;0.236	#	#	0.066;0.129	#	#	-107.301;-37.462	#	#	#	-0.117;0.575	#	#	#	-0.154;3.392	#	#	#	0.029;0.052	#	#	-0.074;1.954	#	0.643;0.887	#	101000010101001000010101000110000101000000000000000000000000010000000101000000010100000000000010010100001100010100000100000000000000000000000001101100000000000100000000000000	0.209	0.855	1	361.07	9833	7727	0.30		6	53
#	#	#	0.288;0.620	#	#	#	#	#	0.041;0.184	0.329;0.683	#	#	#	#	#	#	#	0.122;0.666	#	#	0.012;0.640	-0.153;4.735	0.060;0.217	0.854;8.365	#	#	#	0.110;0.400	-0.345;1.300	0.045;0.319	#	#	010000000000000000001001101000000001000000000000000000000010000000000110110000010000000000000000000000010000110100000000000000000000000000000000000000000000100000000000000000	0.150	0.827	2	614.24	9834	7728	0.33		6	683
-1.514;6.669	#	#	#	#	#	#	-1.657;1.738	#	#	#	#	#	#	#	#	#	0.178;1.095	#	#	#	-0.096;0.531	#	#	#	#	#	#	-0.032;0.350	-0.115;1.560	#	0.285;0.749	#	010000000000010010001001100000010001100010000000000000000000000000000100111000010000000000000000001000010000010010000000010000000000000000000000000000100000000000000000000000	0.142	0.823	1	702.42	9838	7732	0.21		6	1453
#	#	#	#	#	#	0.219;0.495	#	#	#	#	0.080;0.133	#	#	#	#	#	#	#	#	0.327;2.586	#	#	-0.063;0.183	7.410;12.618	#	#	#	#	#	#	#	#	001001010010010000000001000000000100000000000100000000000001000000000001000000000010100000000010010100010100010011000000001000100000000000000000000000000000000000000000000000	0.196	0.850	1	497.90	7735	7735	0.15		0	13
-1.460;4.072	#	#	#	#	#	#	#	#	#	#	#	0.157;0.764	#	-106.151;-26.490	0.243;1.833	#	0.303;0.548	#	#	0.713;1.924	#	#	#	#	#	#	#	-0.084;0.389	#	0.180;0.663	#	0.141;0.278	010101001010010100101000000001010000100000000000000010000000000000000110100000010000000100001001001010000000010110000100000000000000000000000000000001000000000000000000000000	0.111	0.803	1	550.44	9844	7738	0.27		6	61
2.268;6.648	#	#	-0.011;0.461	0.023;0.050	#	#	#	#	#	0.311;0.517	0.053;0.124	#	#	#	0.748;2.016	-0.033;0.082	#	#	#	-0.613;0.920	#	-1.690;5.211	#	#	#	0.009;0.049	0.188;0.742	-0.034;0.356	#	#	#	#	000000100101100000100100100110100000100000100000000000000000001000000000101100000000001000010010110000001100000111010000000010000000001000110100000000000000000000000001000000	0.069	0.765	1	776.06	9848	7742	0.36		6	353
#	0.026;0.058	#	#	#	#	#	-0.961;1.918	#	#	#	#	#	#	#	#	#	#	#	-18181791717198180589948311978760508008973796161954585144275300115288097683810940299973892438261815456749860646247006904865249605947846010322962478895927652118887963104903168.000;18181811919198180307502563804275053600227565078472279822305067165687575037997158144220401458054523913444792752723002711686775494608624976037094603611764368481198136082038784.000	#	#	#	#	3.085;6.790	#	#	#	0.046;0.295	#	#	0.330;0.968	#	000000010101000001010101010000010101100010000000010000000000000101000000010000010000000000000010001100000100000011100100110100000000000000000000000100010000000000010000000000	0.082	0.779	2	716.16	9849	7743	0.18		6	735
0.896;5.621	#	-0.001;0.027	#	0.006;0.056	#	#	-0.901;1.682	#	#	#	#	#	#	#	#	-0.034;0.061	#	-0.046;0.388	#	#	#	#	#	#	#	-0.003;0.020	#	#	-0.753;1.363	#	0.234;0.654	#	010001000000100100000001000000000001000000001000000000000100000000010000000000000000000000010010100010000010010100000100000000000000000000100000000000000001000000000000000000	0.120	0.809	1	731.60	9851	7745	0.27		6	839
#	#	#	#	#	-0.042;0.905	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.011;0.025	#	#	#	#	#	#	010101000001100100000100100000000010100000000000000001000000000001000100000000010000000000001000101000000100110010000100010000000000000000000000000000000000000000010010000000	0.115	0.806	2	690.67	9852	7746	0.06		6	1234
#	#	#	#	0.018;0.091	#	#	-2.297;2.649	#	0.078;0.214	#	#	#	#	#	#	#	#	#	#	#	#	-3.279;4.664	#	#	#	#	0.415;0.652	0.139;0.669	#	#	#	#	010101100000000100100000000000000000000000000000000000000000000000000000000000010100000000000000101010000000010100000100000001000000000000100000000000000000000000000000000000	0.148	0.826	1	657.80	9859	7753	0.18		6	1258
