Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
0.139;0.399	0.294;0.614	0.448;0.838	0.684;0.964	0.448;0.778	0.595;0.885	0.299;0.689	0.418;0.718	0.255;0.565	0.212;0.572	0.602;0.922	0.218;0.552	0.483;0.783	0.380;0.527	-0.075;0.385	0.397;0.743	0.286;0.733	000001	0.100	1.000	1	6.33	4132	4132	1.00		0	0
0.659;0.949	0.079;0.459	0.164;0.414	#	0.288;0.698	0.430;0.680	0.184;0.624	0.506;0.866	0.420;0.770	0.209;0.489	0.564;0.576	0.494;0.799	0.366;0.626	#	0.272;0.752	0.466;0.792	0.450;0.936	100000	0.100	1.000	1	14.67	4191	4191	0.88		0	0
-0.184;0.206	-0.067;0.393	-0.162;0.228	0.041;0.331	0.294;0.614	0.473;0.773	0.372;0.652	0.450;0.910	0.430;0.910	0.379;0.639	0.486;0.856	-0.042;0.204	0.549;0.899	0.373;0.633	-0.158;0.302	0.389;0.785	0.228;0.335	001000	0.100	1.000	1	9.00	4216	4216	1.00		0	0
-0.149;0.231	-0.092;0.178	0.135;0.535	0.523;1.003	0.780;0.838	0.358;0.808	-0.144;0.206	0.596;1.016	0.177;0.487	0.361;0.651	-0.182;0.238	0.612;0.858	0.431;0.681	-0.126;0.354	0.662;1.002	0.668;1.014	0.315;0.732	000001	0.100	1.000	1	16.33	4299	4299	1.00		0	0
0.343;0.713	0.126;0.606	0.057;0.487	0.808;1.188	0.588;0.978	-0.118;0.723	0.191;0.661	0.501;0.981	0.157;0.507	0.086;0.506	#	0.619;0.865	0.296;0.736	0.327;0.777	0.497;0.787	0.782;0.827	0.138;0.594	000001	0.100	1.000	1	9.67	4307	4307	0.94		0	0
0.650;1.130	-0.185;0.285	0.810;1.190	0.830;1.170	0.506;0.663	0.750;1.250	0.769;1.019	-0.066;0.294	0.508;0.958	#	0.079;0.479	0.386;0.720	#	0.222;0.472	0.077;0.567	0.187;0.672	0.279;0.696	010000	0.100	1.000	1	4.00	4347	4347	0.88		0	0
0.046;0.546	-0.005;0.345	0.088;0.508	0.025;0.435	0.002;0.382	0.755;1.245	0.842;1.112	-0.019;0.351	0.850;1.150	0.714;1.204	0.689;1.159	0.366;0.405	0.575;0.861	0.130;0.620	0.064;0.354	0.232;0.638	0.049;0.446	000001	0.100	1.000	1	18.67	4459	4459	1.00		0	0
0.112;0.502	0.659;1.059	0.292;0.592	0.366;0.726	0.603;1.093	#	0.234;0.694	0.194;0.624	-0.077;0.263	0.283;0.553	0.317;0.757	0.280;0.761	0.491;0.811	0.035;0.325	0.388;0.497	#	0.176;0.603	000001	0.100	1.000	1	23.33	4471	4471	0.88		0	0
0.097;0.474	0.213;0.427	#	0.272;0.562	#	0.281;0.641	0.339;0.609	-0.099;0.351	#	0.286;0.325	0.219;0.719	0.101;0.386	#	0.311;0.691	#	0.045;0.312	#	010000	0.100	1.000	1	37.00	4520	4520	0.65		0	0
0.314;0.657	0.739;1.199	0.321;0.631	0.578;0.918	0.251;0.571	0.456;0.816	0.572;0.882	0.175;0.585	0.502;1.399	0.489;0.829	0.150;0.600	-0.035;0.092	0.130;0.590	0.410;0.680	#	0.335;0.780	0.145;0.483	000010	0.100	1.000	1	8.00	4556	4556	0.94		0	0
-0.132;0.328	0.028;0.458	#	0.444;0.854	0.329;0.589	0.358;0.688	0.422;0.712	0.750;0.962	0.298;0.788	0.291;0.791	-0.178;-0.085	0.064;0.339	#	0.465;0.795	-0.185;0.185	0.637;0.964	0.127;0.573	001000	0.100	1.000	1	9.67	4582	4582	0.88		0	0
0.099;0.559	#	-0.157;0.333	0.118;0.538	0.030;0.500	0.611;1.111	0.036;0.041	0.206;0.566	#	0.578;1.068	-0.025;0.265	0.329;0.732	0.697;1.127	#	0.332;0.652	0.142;0.637	0.242;0.718	000001	0.100	1.000	1	17.67	4657	4657	0.82		0	0
#	0.395;0.645	-0.076;0.284	-0.001;0.329	0.215;0.665	0.132;0.401	-0.031;0.319	0.223;0.663	0.276;0.334	-0.106;0.254	-0.019;0.281	0.511;0.806	0.369;0.619	-0.152;0.248	#	-0.038;0.407	0.590;0.918	000001	0.100	1.000	1	65.33	4708	4708	0.88		0	0
#	0.069;0.439	0.443;0.793	0.066;0.546	0.117;0.547	#	0.414;0.844	0.536;0.826	0.273;0.703	#	0.229;0.397	#	-0.202;0.238	0.287;0.657	#	0.332;0.757	0.290;0.776	000100	0.100	1.000	1	23.00	4832	4832	0.71		0	0
#	#	#	0.555;0.845	0.609;0.889	0.520;0.860	0.201;0.491	0.301;0.390	0.335;0.685	0.425;0.785	0.430;0.820	0.255;0.717	0.457;0.787	-0.105;0.067	0.337;0.717	0.449;0.815	#	000001	0.100	1.000	1	13.50	5032	5032	0.76		0	0
0.306;0.471	#	#	0.388;0.708	0.242;0.622	#	-0.073;0.677	#	0.005;0.275	0.403;0.498	0.299;0.609	#	#	-0.088;0.419	0.666;0.916	0.470;0.718	#	000010	0.053	0.873	1	29.75	5077	5077	0.59		0	0
0.193;0.693	#	0.427;0.877	0.157;0.537	0.540;0.940	0.830;1.170	-0.149;0.151	-0.136;0.324	0.308;0.798	0.786;1.126	-0.157;0.028	0.060;0.453	0.501;0.565	0.079;0.549	-0.136;0.264	#	0.315;0.642	000001	0.100	1.000	1	13.75	5097	5097	0.88		0	0
0.336;0.586	0.354;0.784	#	0.479;0.769	0.484;0.591	0.320;0.590	#	0.012;0.352	0.513;0.783	0.380;0.630	0.154;0.564	0.237;0.640	0.175;0.525	0.342;0.622	0.193;0.503	-0.174;0.232	0.377;0.664	000001	0.100	1.000	1	14.50	5181	5181	0.88		0	0
0.650;1.130	-0.185;0.285	0.810;1.190	0.830;1.170	0.506;0.846	0.750;1.250	0.769;1.019	-0.066;0.294	0.508;0.958	#	0.079;0.479	0.386;0.720	#	0.472;0.503	0.077;0.567	0.187;0.672	0.279;0.696	010000	0.100	1.000	1	5.75	5256	5256	0.88		0	0
0.670;0.980	0.675;1.155	0.645;0.895	0.705;1.075	-0.007;0.483	0.646;0.936	#	-0.025;0.435	0.722;1.062	0.771;1.041	0.540;0.890	0.400;0.656	0.379;0.879	1.147;1.200	0.196;0.656	0.048;0.305	0.223;0.620	001010	0.100	1.000	1	7.00	5434	5434	0.94		0	0
-0.132;0.328	0.028;0.458	#	0.444;0.854	0.329;0.589	0.358;0.688	0.422;0.712	0.632;0.744	0.298;0.788	0.291;0.791	-0.085;0.285	0.064;0.339	0.605;0.995	0.465;0.795	-0.185;0.185	0.637;0.964	0.127;0.573	001000	0.100	1.000	1	13.00	5491	5491	0.94		0	0
0.760;1.240	0.943;1.123	0.718;1.028	0.714;1.044	0.707;1.067	0.002;0.432	0.712;1.022	0.152;0.552	#	-0.088;0.402	0.721;1.111	0.422;0.884	0.457;0.937	0.618;0.958	0.358;0.648	0.440;0.687	0.367;0.813	001000	0.100	1.000	1	9.00	5647	5647	0.94		0	0
#	-0.197;0.223	-0.158;0.182	-0.229;0.251	-0.154;0.176	#	-0.219;0.241	0.445;0.948	0.184;0.474	0.615;1.095	-0.160;0.180	0.542;0.925	0.276;0.666	0.231;0.561	0.437;0.927	0.494;0.860	0.567;0.944	000001	1.000	1.000	1	99.32	49066	5698	0.88		26	26
0.616;0.926	0.608;1.018	0.606;0.916	0.563;0.913	0.498;0.868	0.280;0.780	0.479;0.879	-0.008;0.122	0.672;1.082	0.475;0.735	0.348;0.688	0.011;0.473	0.191;0.551	0.444;0.744	0.157;0.527	0.162;0.469	0.072;0.429	000010	0.100	1.000	1	9.50	5806	5806	1.00		0	0
-0.076;0.394	0.044;0.484	0.421;0.442	0.760;1.240	0.835;1.165	0.614;0.984	-0.160;0.190	0.337;0.677	0.022;0.482	-0.061;0.419	0.162;0.662	0.410;0.902	-0.164;0.266	0.090;0.530	0.509;0.979	0.588;1.073	0.072;0.538	000001	0.100	1.000	1	17.50	6078	6078	1.00		0	0
0.825;1.175	0.405;0.905	0.395;0.745	0.416;0.876	0.785;1.215	0.579;0.949	0.825;1.175	0.013;0.576	0.695;1.185	0.514;0.894	0.855;1.145	0.610;1.013	0.393;0.723	0.307;0.637	0.414;0.724	0.166;0.581	0.635;1.041	010000	1.000	1.000	1	46.88	49573	6205	1.00		26	26
0.054;0.524	#	#	0.760;1.240	#	#	#	#	#	#	#	#	#	#	-0.160;0.140	#	#	010000	0.308	0.889	1	58.73	49637	6269	0.18		52	78
#	0.205;0.515	0.259;0.619	0.825;1.175	#	0.664;0.944	0.489;0.839	-0.199;0.231	0.775;1.225	#	#	-0.158;0.167	#	-0.217;0.243	-0.130;0.130	#	#	000010	1.000	1.000	1	49.62	49673	6305	0.59		26	26
0.865;1.135	1.193;1.200	0.839;1.109	0.825;1.175	0.780;1.220	0.030;0.470	0.855;1.145	#	0.773;1.053	0.240;0.600	#	0.438;0.870	0.750;1.090	#	0.350;0.670	#	0.494;0.851	001000	0.100	1.000	1	5.00	6331	6331	0.76		0	0
0.417;0.747	0.264;0.624	0.138;0.468	0.082;0.572	0.146;0.546	0.485;0.545	0.128;0.448	0.182;0.662	0.280;0.760	0.324;0.664	0.146;0.516	0.388;0.850	0.179;0.599	0.281;0.741	0.224;0.594	0.351;0.835	0.398;0.705	001010	0.100	1.000	1	48.00	6449	6449	1.00		0	0
#	#	#	#	0.512;0.982	#	#	#	-0.181;0.182	#	#	#	#	-0.195;0.225	#	#	#	010000	0.062	0.757	1	103.98	49977	6495	0.18		287	963
-0.071;0.239	-0.141;0.349	0.010;0.360	0.277;0.597	-0.111;0.199	0.245;0.635	-0.157;0.217	0.731;1.001	0.527;0.967	0.679;1.119	-0.142;0.168	0.646;1.029	0.540;0.800	0.056;0.476	0.691;0.991	0.624;1.069	0.558;0.995	000001	1.000	1.000	1	83.31	49890	6522	1.00		26	26
#	0.274;0.534	-0.022;0.228	-0.065;0.415	-0.041;0.389	0.710;0.725	0.209;0.709	#	0.111;0.491	0.304;0.614	0.119;0.389	0.336;0.621	0.403;0.863	0.151;0.461	0.270;0.610	0.347;0.704	#	001000	0.100	1.000	1	66.00	6530	6530	0.82		0	0
0.733;1.123	0.134;0.404	0.729;1.159	0.741;1.151	0.755;1.245	0.783;1.113	0.758;1.138	0.624;0.944	0.702;1.002	0.601;1.011	0.835;1.165	0.354;0.659	0.314;0.379	0.498;0.948	0.399;0.649	0.338;0.615	0.308;0.745	000001	0.100	1.000	1	5.75	6535	6535	1.00		0	0
0.733;1.123	0.134;0.404	0.729;1.159	0.741;1.151	0.755;1.245	0.783;1.113	0.758;1.138	0.624;0.944	0.702;1.002	0.601;1.011	0.835;1.165	0.354;0.659	-0.116;0.314	0.498;1.136	0.399;0.649	0.338;0.615	#	000001	1.000	1.000	1	47.47	49903	6535	0.94		26	26
0.249;0.679	0.373;0.743	0.285;0.785	0.301;0.781	0.510;0.870	0.357;0.637	0.500;0.760	#	0.143;0.413	-0.228;0.644	0.461;0.881	0.183;0.438	0.503;0.863	0.382;0.642	-0.018;0.342	0.236;0.340	0.191;0.393	000100	0.100	1.000	1	13.50	6570	6570	0.94		0	0
0.169;0.459	0.465;0.875	0.329;0.629	-0.023;0.317	0.314;0.564	0.643;1.023	0.394;0.684	0.045;0.475	0.569;0.919	0.338;0.788	0.069;0.559	-0.086;0.327	0.619;1.049	0.014;0.404	-0.124;0.226	0.164;0.481	-0.396;0.222	000001	1.000	1.000	1	79.45	49966	6598	1.00		26	26
-0.162;0.178	-0.139;0.151	-0.164;0.176	-0.123;0.137	-0.160;0.170	0.244;0.544	-0.165;0.175	0.660;1.100	0.027;0.437	0.204;0.564	-0.170;0.180	0.763;1.038	0.526;0.786	0.202;0.602	0.765;1.015	0.721;1.087	0.678;1.442	001100	1.000	1.000	1	86.24	48411	6727	1.00		25	25
0.449;0.709	0.692;1.172	#	0.627;0.947	0.835;1.165	0.845;1.155	0.820;1.180	0.045;0.485	-0.222;0.529	0.825;0.850	#	0.211;0.565	#	-0.167;0.258	#	#	-0.055;0.865	010000	0.100	1.000	1	15.60	6898	6898	0.71		0	0
0.391;0.831	0.322;0.622	#	#	0.480;0.940	0.491;0.941	-0.044;0.316	0.409;0.899	0.690;0.950	0.578;0.988	-0.144;0.196	#	0.142;0.402	#	0.614;1.184	0.548;0.578	0.447;0.753	000010	0.100	1.000	1	11.00	6954	6954	0.76		0	0
0.810;1.190	0.753;1.153	0.709;1.089	0.694;1.094	0.595;1.085	-0.183;-0.059	0.498;0.988	0.164;0.594	0.845;1.155	#	0.671;0.912	0.422;0.835	0.494;0.844	#	0.362;0.612	0.372;0.669	0.475;0.723	001000	0.100	1.000	1	9.80	6987	6987	0.88		0	0
0.548;0.878	0.424;0.804	0.038;0.478	#	-0.172;0.278	#	0.526;0.624	#	#	#	#	0.317;0.930	0.388;0.870	0.449;0.869	-0.147;0.694	0.366;0.741	#	000001	0.053	0.880	1	26.00	7013	7013	0.59		0	0
#	#	#	0.242;0.702	#	#	#	-0.159;0.291	0.722;1.162	#	0.156;0.606	#	#	-0.058;0.446	#	#	0.289;0.676	000001	1.000	1.000	1	83.75	48790	7106	0.35		25	25
0.670;0.980	0.675;1.155	0.645;0.895	0.705;1.075	-0.007;0.483	0.646;0.936	#	-0.025;0.435	0.722;1.062	0.771;1.041	0.540;0.890	0.344;0.400	0.379;0.879	0.737;1.147	0.196;0.656	0.048;0.305	0.223;0.620	001010	0.100	1.000	1	7.40	7118	7118	0.94		0	0
-0.115;0.235	0.161;0.631	0.254;0.724	0.007;0.407	0.625;0.945	-0.118;0.302	#	-0.079;0.270	-0.079;0.211	-0.155;0.285	0.677;0.967	#	0.101;0.351	-0.068;0.382	-0.088;0.252	0.225;0.562	0.081;0.497	100000	1.000	1.000	1	94.64	48804	7120	0.88		25	25
-0.217;0.223	#	-0.129;0.131	0.188;0.538	#	-0.133;0.267	#	#	-0.201;0.279	0.039;0.263	-0.164;0.166	0.544;1.060	-0.124;0.126	-0.068;0.312	#	0.719;1.045	0.530;0.817	100001	1.000	1.000	2	146.19	49011	7327	0.71		25	25
0.283;0.653	#	0.376;0.746	0.538;0.868	0.600;0.930	0.248;0.678	0.539;0.969	0.336;0.696	0.186;0.784	0.206;0.556	0.502;0.972	0.115;0.498	#	0.193;0.623	0.141;0.571	0.088;0.198	0.139;0.437	000110	0.100	1.000	1	31.60	7441	7441	0.88		0	0
0.463;0.843	-0.222;0.228	#	0.814;1.084	0.551;1.021	0.066;0.356	-0.174;0.286	#	0.467;0.837	0.433;1.020	0.520;0.990	0.059;0.403	#	#	#	-0.190;0.216	0.214;0.601	000010	1.000	1.000	1	47.39	49278	7594	0.71		25	25
0.693;1.073	0.155;0.455	0.483;0.963	0.028;0.891	#	0.074;0.464	#	-0.156;0.294	0.440;0.840	0.100;0.378	#	#	0.503;0.873	#	0.115;0.835	-0.028;0.368	0.178;0.654	001000	1.000	1.000	1	73.41	49416	7732	0.71		25	25
#	#	0.757;1.107	#	#	-0.134;0.422	#	#	-0.167;0.303	#	#	0.300;0.575	0.452;0.852	-0.275;0.392	#	0.012;0.399	0.047;0.851	000010	1.000	1.000	1	68.97	49440	7756	0.47		25	25
0.318;0.748	0.300;0.740	0.268;0.618	0.351;0.661	0.319;0.609	0.502;0.942	0.144;1.045	#	0.323;0.803	0.135;0.515	0.113;0.533	0.235;0.726	0.062;0.562	#	0.258;0.678	0.478;0.804	0.195;0.245	001000	0.100	1.000	1	47.40	7840	7840	0.88		0	0
0.733;1.123	0.134;0.768	0.729;1.159	0.741;1.151	0.755;1.245	0.783;1.113	0.420;1.138	0.624;0.944	0.702;1.002	0.601;1.011	0.835;1.165	0.354;0.659	-0.116;0.314	0.498;0.948	0.399;0.649	0.338;0.615	0.308;0.745	000001	1.000	1.000	1	47.69	49903	8219	1.00		25	25
0.733;1.123	0.134;0.768	0.729;1.159	0.741;1.151	0.755;1.245	0.783;1.113	0.758;1.138	0.624;0.944	0.702;1.002	0.601;1.011	0.835;1.165	0.354;0.659	-0.072;0.314	0.498;0.948	0.399;0.649	0.338;0.615	0.308;0.745	000001	1.000	1.000	1	47.69	49903	8219	1.00		25	25
0.773;1.133	0.770;1.140	-0.332;0.802	0.477;0.977	0.542;0.912	#	#	0.392;0.822	0.491;0.741	#	#	#	#	0.750;1.125	0.115;0.873	0.515;0.900	0.524;0.937	001000	1.000	1.000	1	48.35	48751	8751	0.65		24	24
0.573;0.933	#	#	0.012;0.420	#	#	0.468;0.778	#	0.564;0.974	#	#	-0.051;0.342	0.104;0.514	#	#	0.004;0.535	-0.100;0.178	000010	1.000	1.000	1	49.85	48752	8752	0.47		24	24
#	0.522;0.932	0.156;0.596	0.372;0.742	0.248;0.588	0.343;0.623	0.580;0.607	0.036;0.486	0.189;0.569	#	0.473;0.843	-0.115;0.430	0.454;0.814	0.393;0.783	0.098;0.428	0.074;0.519	0.117;0.534	000100	0.100	1.000	1	38.17	8762	8762	0.88		0	0
0.670;0.980	0.675;1.155	0.645;0.895	0.705;1.075	-0.007;0.483	0.646;0.863	#	-0.025;0.435	0.722;1.062	0.771;1.041	0.540;0.890	0.400;0.656	0.379;0.879	0.737;1.147	0.196;0.656	0.048;0.305	0.223;0.620	001010	1.000	1.000	1	64.62	48802	8802	0.94		24	24
-0.132;0.328	0.028;0.363	0.287;0.547	0.444;0.854	0.329;0.589	0.358;0.688	#	0.632;0.962	0.298;0.788	#	-0.085;0.285	#	0.605;0.995	#	#	#	0.127;0.573	001000	1.000	1.000	1	61.62	48859	8859	0.65		24	24
0.616;0.926	0.608;1.018	0.299;0.916	0.563;0.913	0.498;0.868	0.280;0.780	0.479;0.879	0.122;0.462	0.672;1.122	0.475;0.735	0.348;0.688	0.011;0.473	#	0.444;0.744	0.157;0.527	0.162;0.469	0.072;0.429	000010	1.000	1.000	1	79.40	49174	9174	0.94		24	24
#	#	#	-0.142;0.218	0.825;1.175	-0.141;0.245	#	#	#	#	-0.111;0.335	0.565;1.034	#	#	0.404;0.764	0.668;1.483	#	100000	1.000	1.000	1	60.46	49207	9207	0.41		24	24
0.423;0.873	#	#	0.074;0.551	0.143;0.503	#	#	#	0.322;0.752	0.591;1.011	0.613;0.983	0.253;0.597	#	0.305;0.805	#	0.006;0.382	0.344;0.811	000001	1.000	1.000	1	77.95	49277	9277	0.59		24	24
#	-0.132;0.228	0.429;0.829	0.814;1.084	#	#	#	#	#	0.433;0.813	#	0.059;0.403	#	0.279;0.629	#	-0.190;0.216	#	000010	1.000	1.000	1	47.52	49278	9278	0.41		24	24
0.112;0.462	-0.539;0.180	#	0.311;0.741	0.706;1.086	0.080;0.360	#	-0.140;0.140	0.048;0.528	-0.142;0.375	#	#	-0.237;0.253	0.171;0.631	-0.119;0.301	-0.223;-0.039	0.048;0.703	000010	0.052	0.870	1	46.00	9303	9303	0.76		0	0
-0.116;0.896	-0.085;0.365	0.521;0.841	#	#	0.240;0.610	0.068;0.368	#	#	#	#	#	-0.193;0.672	0.394;0.844	-0.195;0.195	#	-0.225;0.232	000001	1.000	1.000	1	76.90	49465	9465	0.53		24	24
-0.053;0.257	#	-0.132;0.268	-0.097;0.383	-0.023;0.772	0.649;0.832	#	#	0.269;0.729	#	#	-0.221;0.221	0.104;0.574	0.287;0.617	#	0.179;0.515	-0.147;0.151	001000	0.100	1.000	1	42.50	9534	9534	0.65		0	0
#	0.334;0.604	0.257;0.577	-0.307;1.602	0.071;0.451	0.099;0.579	#	0.377;0.693	#	0.441;0.801	0.141;0.751	0.391;0.853	0.650;1.150	#	#	0.553;0.766	0.650;0.679	000001	0.100	1.000	1	61.17	9596	9596	0.71		0	0
#	0.354;0.784	0.454;0.734	#	0.484;0.854	#	#	0.012;0.352	0.513;0.783	0.380;0.630	#	0.237;0.640	0.175;0.525	0.342;0.622	0.193;0.503	-0.174;0.232	0.377;0.664	000001	1.000	1.000	1	119.12	48549	10181	0.71		23	23
-0.378;0.437	-0.035;0.405	#	#	0.805;1.195	0.394;0.724	0.014;0.474	#	-0.193;0.207	-0.227;0.253	#	0.525;0.967	#	#	0.658;0.938	#	0.371;0.867	100010	1.000	1.000	1	56.55	48579	10211	0.59		23	23
0.449;0.709	#	0.632;0.882	#	0.835;1.165	0.845;1.155	#	0.045;0.485	-0.222;0.268	#	0.338;1.245	0.211;0.565	#	-0.169;0.201	0.226;0.496	#	0.369;0.865	010000	1.000	1.000	1	61.46	48582	10214	0.65		23	23
0.810;1.190	0.753;1.153	0.709;1.089	0.694;1.094	0.595;1.085	-0.183;0.187	0.498;0.988	0.224;0.534	0.845;0.926	#	0.671;0.951	0.422;0.835	0.494;0.844	#	0.362;0.612	0.379;0.669	0.475;0.723	001000	0.100	1.000	1	17.14	10303	10303	0.88		0	0
0.760;1.135	0.875;1.125	#	#	0.707;1.145	#	0.712;1.083	0.152;0.552	#	-0.150;0.370	#	#	#	#	0.268;0.835	0.418;0.784	#	001000	0.308	0.889	1	71.54	49453	10352	0.47		94	141
0.739;1.421	0.575;1.075	#	0.708;0.992	0.433;1.088	-0.022;0.944	#	-0.030;0.440	#	0.003;0.562	0.707;1.117	0.259;0.623	0.234;0.757	#	0.115;0.490	0.184;0.701	0.200;0.487	001000	1.000	1.000	1	68.76	48729	10361	0.76		23	23
0.046;0.546	#	0.088;0.508	#	#	#	0.842;1.112	-0.084;-0.019	0.850;1.150	0.714;1.204	#	#	0.491;0.861	0.130;0.495	0.064;0.354	0.232;0.638	#	000001	0.100	1.000	1	45.50	10368	10368	0.59		0	0
0.573;0.933	#	#	0.012;0.420	#	#	0.468;0.778	#	0.564;0.974	#	#	-0.051;0.342	0.104;0.514	#	#	0.277;0.535	-0.100;0.178	000010	0.100	1.000	1	36.00	10384	10384	0.47		0	0
0.069;0.409	#	#	#	0.030;0.581	#	0.554;0.804	0.179;0.559	0.668;0.948	#	0.237;0.597	0.059;0.422	0.080;0.420	#	#	#	0.032;0.488	000001	1.000	1.000	1	102.25	48834	10466	0.53		23	23
-0.176;0.324	-0.195;0.285	-0.207;0.253	-0.122;0.188	-0.161;0.179	#	-0.172;0.238	0.554;0.834	0.176;0.616	0.194;0.534	-0.176;0.204	0.700;1.172	-0.185;0.255	0.114;0.364	0.807;1.057	0.626;0.942	0.657;1.084	100010	0.308	0.889	2	136.14	49072	10704	0.94		24	72
0.295;0.522	#	#	#	0.543;0.656	#	0.269;0.600	0.103;0.423	0.065;0.525	0.466;0.856	#	#	-0.058;-0.028	#	0.390;0.780	0.020;0.466	0.628;1.104	000001	0.057	0.912	1	36.86	10744	10744	0.59		0	0
0.755;1.245	0.107;0.547	#	0.870;1.387	0.764;1.234	#	#	#	#	0.513;1.068	0.659;1.359	0.283;0.790	0.073;0.553	0.217;0.567	#	#	0.477;0.904	000001	1.000	1.000	1	59.33	49244	10876	0.59		23	23
-0.215;0.230	-0.205;0.262	-0.461;0.317	#	0.460;0.840	#	#	#	#	#	#	#	-0.210;0.210	0.800;1.200	-0.135;0.275	-0.340;0.575	#	010000	1.000	1.000	1	58.07	49348	10980	0.47		23	23
-0.190;0.322	#	#	0.459;0.949	#	0.833;1.133	#	#	-0.181;0.183	0.362;0.863	#	0.345;0.728	#	-0.248;0.252	#	#	#	010000	1.000	1.000	1	71.54	49395	11027	0.41		23	23
#	0.155;0.455	0.483;0.963	0.461;0.891	#	0.029;0.464	-0.075;0.608	-0.136;0.274	#	0.088;0.378	0.426;0.726	0.276;0.747	0.503;0.873	0.565;0.855	#	0.368;0.430	#	001000	0.100	1.000	1	44.50	11048	11048	0.71		0	0
-0.139;0.341	0.053;0.403	-0.118;0.362	0.120;0.440	0.141;0.461	0.372;0.832	-0.133;0.217	0.157;0.417	0.474;0.657	0.279;0.559	-0.142;0.248	#	-0.169;0.277	-0.146;0.264	0.221;0.501	0.424;0.681	0.341;0.797	100000	0.100	1.000	1	112.57	11241	11241	0.94		0	0
#	#	#	#	#	#	#	#	#	0.835;1.165	#	-0.152;0.237	#	#	-0.520;0.275	#	#	010000	0.202	0.852	1	69.36	49637	11269	0.18		138	248
#	#	-0.221;0.259	#	#	0.664;0.974	-0.133;0.414	-0.220;0.220	#	#	#	#	#	-0.167;0.618	#	0.072;0.448	#	010000	0.313	0.890	1	113.80	49979	11342	0.35		47	70
#	0.134;0.404	0.729;1.159	0.741;1.151	0.755;1.245	0.783;1.113	0.758;1.138	0.624;0.944	0.702;1.002	0.824;1.011	0.835;1.165	0.354;0.659	-0.116;0.314	0.498;0.948	0.399;0.649	0.338;0.615	0.308;0.745	000001	0.100	1.000	1	13.43	11535	11535	0.94		0	0
0.733;1.123	0.134;0.768	0.729;1.159	0.741;1.151	0.755;1.245	0.783;1.113	0.758;1.138	0.624;0.944	1.002;1.087	0.601;1.011	0.835;1.165	0.354;0.659	-0.116;0.314	0.498;0.948	0.399;0.649	0.338;0.615	0.308;0.745	000001	0.100	1.000	1	20.25	11535	11535	1.00		0	0
#	0.870;1.130	-0.215;0.215	#	#	#	#	0.126;0.406	#	#	0.830;1.170	-0.221;0.221	#	#	#	-0.092;0.294	-0.144;0.144	010000	1.000	1.000	1	40.97	49913	11545	0.41		23	23
-0.187;0.233	#	0.564;1.004	0.735;1.125	0.721;1.135	#	#	-0.139;0.383	0.053;0.453	0.368;0.853	#	0.417;0.878	#	-0.042;0.328	#	0.623;0.979	0.146;0.768	010000	1.000	1.000	1	52.54	48407	11723	0.65		22	22
-0.184;0.206	-0.067;0.393	-0.162;0.228	0.041;0.331	0.294;0.614	0.473;0.773	0.372;0.652	0.710;0.910	0.430;0.910	0.379;0.639	0.486;0.856	-0.042;0.465	0.549;0.899	0.373;0.633	-0.158;0.302	0.389;0.785	-0.111;0.335	001000	0.100	1.000	1	26.62	11809	11809	1.00		0	0
#	-0.092;0.178	#	0.523;1.003	#	0.358;0.898	-0.144;0.206	0.596;1.016	0.040;0.487	#	#	0.612;0.858	-0.099;0.681	-0.126;0.525	#	0.668;1.014	#	000001	1.000	1.000	1	65.63	48576	11892	0.59		22	22
0.810;1.190	0.753;1.153	0.709;1.089	0.694;1.094	0.595;1.085	-0.183;0.187	0.498;0.988	#	0.845;1.155	#	0.671;0.951	0.422;0.692	0.494;0.844	#	0.362;0.612	0.372;0.669	0.475;0.723	001000	1.000	1.000	1	49.04	48671	11987	0.82		22	22
#	0.870;1.130	#	#	0.755;1.245	#	0.820;1.180	#	#	#	#	0.332;0.823	#	-0.180;0.301	0.106;0.589	0.413;0.819	#	010000	1.000	1.000	1	77.74	48832	12148	0.41		44	44
#	-0.121;0.129	0.313;0.613	-0.097;0.343	0.829;1.079	#	0.551;1.193	0.604;1.014	0.374;0.664	0.383;0.783	0.725;0.975	0.515;0.820	0.680;1.090	0.331;0.761	0.412;0.772	0.452;0.699	0.615;0.942	100001	1.000	1.000	1	40.83	48884	12200	0.88		22	22
#	-0.222;0.138	0.429;0.829	0.814;1.084	0.551;1.021	0.066;0.657	-0.174;0.286	#	0.467;0.837	0.433;0.813	#	0.059;0.403	0.722;1.062	#	-0.040;0.400	-0.190;0.216	#	000010	1.000	1.000	1	47.47	49278	12594	0.71		22	22
0.463;0.843	#	0.429;0.829	0.814;1.084	0.551;1.021	#	-0.174;0.286	#	0.467;0.837	#	0.520;0.990	0.059;0.403	#	#	-0.229;0.400	-0.190;0.216	0.214;0.359	000010	0.100	1.000	1	48.00	12594	12594	0.65		0	0
#	-0.537;0.172	0.058;0.538	#	0.489;0.899	#	0.120;0.400	-0.139;0.881	-0.181;0.182	#	0.422;0.812	#	#	#	0.388;0.868	#	0.190;0.557	010000	0.154	0.830	1	75.95	49395	12711	0.53		22	45
