Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Att18	Att19	Att20	Att21	Att22	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	#	0.052;0.219	-0.301;0.369	5.763;9.828	-0.037;0.276	0.196;0.300	#	0.336;6.436	#	0.391;0.550	#	0.006;0.105	#	0.188;0.882	0.012;0.923	-0.112;0.915	#	0.041;0.106	#	-0.457;0.691	001110	0.031	0.500	1	57.45	9987	6077	0.59		10	20
#	0.040;0.100	#	#	#	2.496;4.844	#	0.015;0.130	#	-2.247;5.282	#	#	#	-0.014;0.091	0.005;0.013	-0.539;0.310	#	2.270;4.392	0.168;0.441	#	#	0.534;1.629	110000	1.000	1.000	2	58.41	9881	6091	0.45		19	19
#	-0.012;0.120	-0.041;0.085	#	#	0.002;6.665	0.356;0.588	#	#	#	-0.295;0.325	0.187;0.515	#	#	0.001;0.012	#	-0.500;0.841	#	#	#	-0.346;1.587	#	100001	0.280	0.775	1	74.24	9962	6093	0.41		69	89
#	#	#	0.189;0.283	-0.582;0.582	5.423;12.225	#	0.158;0.373	#	6.429;10.626	#	#	#	#	0.004;0.014	#	#	#	#	#	0.868;2.306	#	001100	0.227	0.744	1	65.18	9913	6094	0.32		29	39
#	-0.016;0.120	#	-0.006;0.053	#	#	#	-0.029;0.139	#	-1.271;3.789	#	0.379;0.587	-0.030;0.399	-0.015;0.083	#	#	#	#	#	0.056;0.118	#	#	100001	0.175	0.706	1	85.29	9819	6100	0.36		48	68
#	#	#	#	#	#	#	-0.032;0.148	#	#	#	#	0.133;0.595	#	0.018;0.024	0.138;0.717	#	1.619;4.152	0.149;0.855	#	0.222;2.005	#	110001	0.024	0.474	1	25.25	9628	6109	0.32		9	19
#	-0.005;0.128	#	#	#	-0.392;2.973	0.399;0.530	#	-0.340;0.481	#	#	0.175;0.562	0.279;0.688	#	0.003;0.012	-0.181;1.059	-0.239;0.381	#	0.178;0.696	0.069;0.116	#	#	000001	1.000	1.000	1	49.87	9632	6113	0.50		19	19
#	#	0.022;0.123	#	#	#	0.240;0.477	#	-0.012;0.307	#	#	0.648;0.981	#	-0.018;0.081	0.012;0.020	#	#	#	0.101;0.534	#	#	#	100001	1.000	1.000	1	52.56	9636	6117	0.32		9	9
-80.673;-63.984	#	0.059;0.164	0.052;0.219	#	6.102;9.828	#	#	#	#	#	0.445;0.550	-0.056;0.241	0.054;0.150	#	#	#	#	0.414;1.025	#	#	#	001110	0.061	0.572	1	85.59	9993	6128	0.36		119	208
-76.089;-65.122	-0.007;0.099	#	0.134;0.272	-0.527;0.463	0.429;7.640	#	#	#	#	#	#	#	0.107;0.110	0.008;0.018	0.215;0.871	#	#	#	#	#	#	100000	0.000	0.333	1	82.81	6129	6129	0.36		0	0
-87.134;-79.720	#	0.040;0.177	0.036;0.133	-0.218;0.223	5.584;5.784	#	#	#	#	#	0.276;0.680	0.022;0.412	#	#	-0.279;0.628	#	-0.647;1.612	0.043;0.645	#	#	0.134;0.601	001100	0.001	0.357	1	67.14	6136	6136	0.50		0	0
#	0.084;0.163	0.032;0.235	0.052;0.219	#	6.102;9.828	#	#	0.337;1.112	#	#	#	-0.102;0.202	#	#	0.155;1.506	#	-0.379;1.367	#	0.055;0.110	#	#	001110	1.000	1.000	1	54.10	9675	6141	0.41		19	19
#	#	#	#	#	0.263;5.551	#	-0.030;0.196	-0.199;0.258	-0.987;5.802	-0.502;0.146	0.488;0.730	#	#	0.006;0.012	#	#	#	#	0.075;0.106	0.136;1.015	-0.492;0.736	000001	0.051	0.551	1	71.34	9963	6152	0.45		49	89
#	0.033;0.193	0.058;0.182	#	#	#	#	#	-0.140;0.624	0.047;4.987	0.057;0.452	0.465;0.607	#	0.088;0.197	#	#	-0.346;0.860	#	#	#	-1.650;1.419	0.717;1.632	001010	0.062	0.574	1	53.19	9822	6153	0.45		39	68
#	#	#	#	#	#	0.112;0.353	#	-0.140;0.624	1.284;6.589	0.057;0.452	0.465;0.607	-0.035;0.368	0.088;0.209	0.002;0.013	0.503;1.834	#	0.030;2.494	#	#	-1.650;1.419	0.717;1.632	001010	1.000	1.000	1	70.56	9672	6153	0.55		9	9
#	0.112;0.235	#	0.067;0.161	#	4.563;8.649	#	#	0.088;0.555	#	#	#	0.031;0.440	0.056;0.174	#	0.240;1.089	0.308;1.229	#	#	#	1.475;2.682	#	000010	1.000	1.000	2	36.11	9674	6155	0.41		9	9
-83.850;-61.597	0.084;0.163	#	0.052;0.219	#	6.102;9.828	#	0.009;0.132	0.337;1.112	#	#	#	#	#	0.009;0.011	#	#	#	0.414;1.025	#	#	-0.359;0.539	001110	1.000	1.000	1	47.11	9675	6156	0.41		9	9
#	#	0.064;0.194	#	#	#	0.036;0.372	#	#	#	#	#	0.038;0.434	0.075;0.150	#	-0.229;0.775	0.788;0.853	0.233;1.603	#	#	#	#	011000	1.000	1.000	1	31.00	9678	6159	0.32		9	9
-82.772;-66.302	#	#	0.099;0.269	#	#	0.228;0.500	#	0.200;0.519	#	-0.279;0.647	0.392;0.665	#	0.017;0.143	#	#	0.087;0.853	#	0.079;0.616	0.072;0.111	#	0.531;1.303	011000	0.073	0.592	1	42.20	9997	6160	0.50		29	49
#	#	#	0.224;0.328	#	#	0.011;0.138	0.029;0.305	#	#	-0.267;0.560	#	-0.065;0.377	#	#	#	#	0.925;3.116	0.058;0.670	#	#	#	010000	1.000	1.000	1	37.33	9692	6173	0.32		9	9
-63.802;-56.824	#	-0.026;0.123	#	0.802;1.771	#	#	-0.029;0.139	-0.013;0.317	-1.974;5.556	#	#	#	#	0.003;0.010	0.565;1.106	#	1.026;3.491	-0.064;0.416	0.056;0.118	#	#	100001	1.000	1.000	1	23.00	9699	6180	0.50		9	9
#	-0.000;0.117	#	0.190;0.364	#	0.485;9.259	0.085;0.207	0.094;0.316	#	5.373;10.681	#	0.407;0.691	-0.027;0.237	0.065;0.116	#	0.531;1.437	-0.178;0.943	0.386;2.064	0.160;0.480	0.047;0.101	#	#	001000	1.000	1.000	1	43.89	9701	6182	0.64		9	9
-76.470;-59.353	#	#	#	#	#	#	-0.057;0.044	#	#	-0.149;0.333	0.343;0.505	#	#	#	#	-0.203;0.784	#	#	#	-0.346;0.798	0.782;1.356	100001	1.000	1.000	1	116.42	9709	6190	0.32		27	27
#	0.054;0.168	#	#	#	#	#	-0.057;0.044	#	#	-0.068;0.252	#	#	0.025;0.071	#	#	-0.178;0.841	#	#	#	-0.346;1.587	#	100001	1.000	1.000	1	115.19	9788	6190	0.27		37	37
#	#	#	0.149;0.233	#	#	0.228;0.500	#	#	#	-0.279;0.647	0.317;0.727	#	#	#	#	#	#	#	#	#	0.531;1.303	011000	1.000	1.000	1	59.67	9711	6192	0.23		9	9
-80.845;-57.309	0.048;0.128	#	#	#	#	0.149;0.313	#	-0.199;0.258	-1.494;5.972	#	#	0.279;0.481	0.010;0.088	#	#	#	0.191;2.724	0.178;0.696	#	#	#	000001	0.198	0.723	1	111.12	9963	6195	0.41		128	177
-71.590;-60.036	#	-0.054;0.200	#	#	4.597;9.404	#	0.005;0.167	#	#	#	#	#	#	#	#	#	-0.113;2.005	-0.047;0.264	0.061;0.122	#	0.138;0.928	100000	1.000	1.000	1	46.44	9716	6197	0.36		9	9
#	#	0.013;0.178	#	#	#	0.146;0.396	-0.004;0.126	#	#	0.025;0.469	0.379;0.663	0.317;0.772	#	#	0.461;0.962	-0.254;0.567	1.808;4.015	-0.116;0.392	#	-0.157;1.545	#	100000	0.052	0.553	1	63.23	9990	6198	0.50		47	85
#	#	#	0.119;0.192	#	#	#	0.083;0.194	#	#	#	#	0.009;0.293	0.075;0.150	#	#	#	0.233;1.603	0.147;0.595	#	-0.347;1.272	#	011000	0.044	0.534	1	60.05	9991	6202	0.32		78	146
-80.673;-63.984	#	#	#	-0.301;0.369	6.102;9.828	-0.037;0.386	0.196;0.300	#	0.336;6.384	#	0.391;0.550	#	0.006;0.121	#	0.188;0.847	#	#	#	0.050;0.106	#	-0.170;0.539	001110	0.217	0.737	1	57.07	9987	6203	0.50		28	38
#	#	#	#	-0.301;0.369	#	-0.029;0.103	#	0.585;0.926	0.336;6.436	0.513;1.123	#	#	#	#	0.188;0.847	#	#	#	0.041;0.103	#	#	001110	0.121	0.655	1	49.80	9987	6203	0.32		38	58
#	#	#	#	#	#	#	#	0.898;1.422	#	#	#	#	-0.000;0.106	#	#	0.012;1.000	-0.305;0.962	#	0.060;0.094	#	#	001110	1.000	1.000	2	46.43	9979	6205	0.23		19	19
-85.343;-60.951	#	#	#	#	#	0.142;0.256	#	-0.009;0.663	-0.087;4.973	#	0.587;0.794	#	0.109;0.178	#	-0.100;1.231	#	#	#	#	0.310;1.188	#	110000	1.000	1.000	1	37.67	9725	6206	0.36		9	9
-91.924;-77.374	#	#	#	#	#	#	#	#	1.122;7.483	#	0.229;0.568	#	#	#	#	#	1.812;3.353	0.309;0.733	0.116;0.139	#	#	010000	1.000	1.000	1	36.22	9726	6207	0.27		9	9
-58.763;-51.392	#	-0.041;0.123	#	#	#	-0.068;0.209	#	-0.194;0.661	#	-0.134;0.385	0.281;0.543	-0.079;0.390	#	#	-0.104;0.803	#	#	0.069;0.521	#	#	#	100001	0.302	0.787	1	71.38	9768	6225	0.41		37	47
#	#	#	#	0.878;1.224	#	0.356;0.588	-0.014;0.130	#	-0.984;4.323	-0.156;0.329	#	#	-0.015;0.071	0.001;0.012	#	#	#	#	0.081;0.141	-0.810;1.587	#	100001	0.024	0.474	1	58.42	9747	6228	0.41		9	19
-103.893;-79.073	-0.030;0.090	#	0.016;0.166	#	3.622;10.833	#	#	#	0.336;6.384	0.030;0.523	#	#	0.017;0.093	#	-0.031;0.760	#	0.084;1.076	#	0.062;0.107	#	#	001110	0.132	0.667	1	87.73	9959	6239	0.45		38	57
#	0.204;0.265	#	#	#	3.987;11.078	#	#	#	2.808;7.992	-0.186;0.604	#	#	#	#	#	#	#	0.189;0.688	#	0.591;1.359	#	000100	1.000	1.000	1	29.89	9761	6242	0.27		9	9
-114.082;-83.699	0.204;0.265	#	#	-0.388;0.388	#	-0.087;0.163	#	-0.045;0.433	4.669;7.706	-0.186;0.604	#	-0.028;0.315	#	#	#	-0.021;0.531	#	#	0.054;0.108	0.591;1.359	#	000100	1.000	1.000	1	29.89	9761	6242	0.50		9	9
#	#	0.013;0.178	#	1.248;2.008	#	#	-0.052;0.174	#	#	-0.251;0.469	#	#	0.044;0.062	#	#	-0.254;0.567	#	-0.116;0.392	0.073;0.098	#	1.075;1.596	100000	0.132	0.667	1	47.55	9765	6246	0.41		18	27
-95.533;-79.073	-0.030;0.090	#	0.085;0.166	#	3.622;10.833	-0.037;0.140	#	0.074;0.713	0.336;6.384	0.030;0.523	#	-0.180;0.275	#	0.003;0.010	#	#	0.084;1.076	0.526;1.138	0.062;0.107	0.439;2.031	-0.404;0.763	001110	1.000	1.000	1	116.12	9959	6247	0.68		19	19
-63.802;-51.392	#	-0.041;0.123	0.017;0.088	#	0.080;5.248	#	0.029;0.144	#	#	-0.107;0.385	#	#	#	#	#	#	#	0.149;0.573	#	-0.620;1.587	#	100001	0.075	0.596	1	73.58	9983	6249	0.36		115	193
#	0.007;0.065	0.034;0.120	0.020;0.098	-0.299;0.318	6.738;10.464	-0.065;0.135	#	-0.167;0.483	4.419;11.208	#	0.349;0.497	#	0.010;0.099	#	-0.227;0.641	0.056;0.843	-0.674;1.517	#	0.062;0.090	#	-0.012;0.491	001101	1.000	1.000	1	26.22	9770	6251	0.68		9	9
-88.023;-61.920	0.033;0.193	#	0.011;0.183	0.976;1.804	#	0.112;0.353	-0.020;0.198	-0.140;0.624	1.157;1.284	0.057;0.452	0.458;0.688	-0.035;0.368	#	#	#	#	#	#	#	#	0.717;1.632	001010	0.100	1.000	1	148.08	6256	6256	0.55		0	0
-77.204;-66.505	0.064;0.194	0.064;0.200	#	-0.432;0.432	-0.183;7.990	0.228;0.500	#	-0.118;0.555	#	#	#	0.038;0.434	0.075;0.150	#	0.330;1.083	0.708;0.853	#	#	0.067;0.111	#	#	011000	0.001	0.427	1	110.02	6265	6265	0.55		0	0
#	#	0.176;0.297	#	-0.335;0.335	1.538;7.547	#	#	0.777;1.335	#	#	0.259;0.565	-0.099;0.250	0.054;0.108	#	0.310;0.947	#	#	#	#	0.837;2.017	-0.308;0.392	000110	1.000	1.000	1	36.00	9790	6271	0.45		9	9
#	#	0.176;0.258	0.170;0.293	-0.335;0.335	0.457;6.466	-0.024;0.130	#	1.028;1.586	2.622;10.522	#	#	#	#	0.003;0.013	0.310;0.947	#	#	#	#	0.837;2.017	#	000110	1.000	1.000	1	36.00	9790	6271	0.45		9	9
#	-0.015;0.107	#	#	-0.272;0.610	#	#	0.219;0.368	0.380;0.722	-0.624;6.042	#	0.257;0.573	#	0.017;0.071	-0.006;0.012	#	-0.008;0.896	0.720;3.184	#	#	-0.099;0.971	#	110000	1.000	1.000	1	39.78	9805	6286	0.50		9	9
#	#	#	0.123;0.211	#	5.763;11.772	#	#	#	#	-0.052;1.123	0.335;0.586	-0.118;0.317	0.040;0.105	#	-0.728;0.882	#	1.668;3.636	0.190;0.557	0.046;0.103	#	#	001110	1.000	1.000	1	39.33	9810	6291	0.45		9	9
-77.068;-57.309	0.048;0.128	-0.026;0.196	#	#	#	0.149;0.313	#	-0.199;0.258	-1.494;5.256	#	#	0.279;0.481	0.023;0.088	0.004;0.012	#	-0.224;0.747	#	#	0.069;0.117	0.136;1.661	-0.492;0.639	000001	1.000	1.000	1	144.61	9963	6292	0.59		125	125
#	-0.016;0.120	-0.041;0.085	#	0.054;0.812	-0.380;7.568	#	-0.057;0.044	-0.255;0.740	#	#	#	#	-0.015;0.083	0.005;0.019	#	#	#	#	#	0.115;1.131	#	100001	1.000	1.000	1	94.62	9910	6300	0.41		56	56
-97.662;-80.973	0.128;0.186	#	#	#	#	#	#	0.184;0.468	#	0.055;0.684	0.255;0.522	#	#	#	-0.106;0.955	#	#	#	0.047;0.106	#	-0.326;0.536	000100	1.000	1.000	1	23.56	9831	6312	0.36		9	9
-88.995;-69.201	-0.014;0.103	0.017;0.167	-0.014;0.240	-0.505;0.676	#	0.103;0.409	#	0.253;0.698	-0.056;8.145	-0.015;0.749	0.472;0.641	-0.050;0.267	#	0.003;0.014	0.105;0.625	#	#	0.008;0.648	0.077;0.101	0.411;1.426	0.081;0.656	001000	0.063	0.575	2	63.35	9924	6313	0.77		65	113
#	0.093;0.136	#	#	-0.095;0.432	-0.183;7.990	#	#	0.015;0.448	0.465;5.773	-0.047;0.700	0.292;0.619	#	0.075;0.150	#	0.330;1.083	0.087;0.853	#	#	0.062;0.120	-0.347;1.272	#	011000	0.071	0.589	1	51.85	9957	6315	0.55		56	95
#	-0.009;0.106	0.118;0.236	0.061;0.230	#	3.038;8.807	#	#	0.132;0.587	9.089;14.644	0.426;1.080	0.317;0.727	#	#	#	#	#	-0.819;2.332	#	0.072;0.111	#	#	011000	1.000	1.000	1	54.89	9836	6317	0.45		9	9
#	-0.014;0.114	#	0.189;0.283	#	#	-0.027;0.173	#	0.249;1.036	#	#	#	-0.047;0.217	#	0.004;0.010	0.005;1.008	#	-1.660;1.577	0.145;0.775	0.042;0.108	0.868;1.581	#	001100	0.090	0.618	1	55.65	9909	6339	0.50		47	76
#	0.018;0.077	-0.041;0.085	#	0.254;1.065	#	0.208;0.549	-0.014;0.139	#	-1.974;5.556	#	0.212;0.621	#	#	#	#	#	#	#	#	0.759;1.163	#	100001	0.031	0.500	1	90.84	9788	6353	0.36		9	18
#	#	-0.126;0.085	#	#	#	#	-0.029;0.131	#	#	#	0.343;0.583	0.586;0.810	-0.015;0.071	0.001;0.014	0.565;1.106	-0.134;0.335	#	0.036;0.290	#	#	#	100001	1.000	1.000	1	46.33	9872	6353	0.41		9	9
#	#	#	0.119;0.192	#	#	#	0.083;0.194	#	#	#	#	#	0.075;0.150	#	#	#	#	0.147;0.595	#	-0.347;1.272	#	011000	0.045	0.539	1	60.05	9991	6360	0.23		76	141
-71.590;-60.036	#	#	0.040;0.126	1.248;2.008	#	#	#	#	#	#	0.379;0.663	0.317;0.772	-0.093;0.062	#	#	#	#	#	#	-0.157;1.545	#	100000	0.138	0.673	1	65.71	9988	6364	0.32		37	55
-68.314;-52.833	#	#	0.100;0.144	0.041;0.587	1.375;6.215	#	0.000;0.123	#	#	-0.197;0.642	0.298;0.532	-0.025;0.397	#	0.003;0.012	0.413;1.300	#	#	#	#	0.001;0.770	0.564;1.795	110000	0.000	0.312	1	63.48	6367	6367	0.55		0	0
-78.108;-64.842	0.007;0.110	#	#	#	#	#	0.081;0.284	#	#	#	#	-0.049;0.228	#	#	-0.460;0.042	-0.272;0.934	#	0.085;0.452	#	#	#	011000	0.294	0.783	1	62.06	9893	6374	0.32		36	46
#	-0.006;0.126	0.204;0.286	#	#	0.301;9.194	#	0.228;0.404	0.564;0.929	1.392;8.428	#	#	#	0.078;0.121	0.006;0.010	#	#	#	#	#	#	#	000110	1.000	1.000	1	24.22	9905	6386	0.36		9	9
#	#	0.129;0.297	#	#	#	-0.057;0.134	#	0.735;1.145	#	#	#	#	0.010;0.092	0.002;0.013	#	0.824;1.327	-0.298;1.311	#	#	#	-0.381;0.678	001100	1.000	1.000	2	66.31	9913	6390	0.36		19	19
#	#	-0.138;0.085	#	0.219;1.224	#	0.013;0.177	-0.057;0.044	#	#	#	#	0.016;0.399	#	0.005;0.019	#	-0.203;0.784	#	#	#	#	#	100001	1.000	1.000	1	65.59	9910	6391	0.32		18	18
#	0.054;0.168	-0.041;0.085	0.006;0.088	#	#	#	0.003;0.139	#	-2.592;6.542	-0.273;0.325	0.379;0.505	#	#	#	#	#	1.924;4.423	0.291;0.734	#	#	#	100001	0.075	0.596	2	46.29	9937	6415	0.41		28	47
-67.240;-55.062	-0.117;0.116	0.091;0.180	0.015;0.120	#	2.017;8.543	-0.022;0.174	#	0.189;0.473	-0.136;6.900	-0.160;0.962	0.341;0.656	0.006;0.448	0.002;0.130	0.004;0.014	#	#	#	#	#	#	#	010000	0.070	0.587	1	46.24	9943	6424	0.59		27	46
#	#	#	0.261;0.332	#	#	0.018;0.236	-0.058;0.364	0.282;0.783	0.708;6.386	#	0.741;0.904	-0.005;0.365	#	0.003;0.019	#	-0.047;0.823	#	-0.081;0.606	0.054;0.109	0.145;0.886	#	000001	1.000	1.000	1	14.78	9956	6437	0.55		9	9
#	#	#	0.261;0.332	#	#	0.018;0.236	0.088;0.364	0.282;0.783	0.708;6.386	#	0.741;0.904	-0.005;0.365	#	0.003;0.019	#	-0.047;0.823	0.314;2.197	-0.081;0.606	0.054;0.109	0.145;0.886	#	000001	1.000	1.000	1	14.78	9956	6437	0.59		9	9
#	0.093;0.136	#	#	-0.432;0.432	#	#	-0.050;0.222	0.015;0.448	#	-0.047;0.700	0.292;0.619	#	#	0.005;0.012	#	#	0.357;1.212	0.172;0.417	#	#	#	011000	0.374	0.821	1	64.94	9997	6438	0.41		46	56
-88.491;-48.486	#	#	-0.006;0.053	#	#	#	-0.029;0.139	0.294;0.325	#	#	0.212;0.583	#	-0.015;0.105	#	#	#	#	0.036;0.290	#	#	#	100001	0.100	1.000	1	142.33	6441	6441	0.32		0	0
#	#	-0.045;0.123	#	#	6.323;10.049	#	0.016;0.119	-0.255;0.461	11.596;15.299	#	#	-0.259;0.323	0.022;0.144	0.002;0.013	#	#	#	0.245;0.622	#	1.243;2.121	-0.241;0.423	100001	1.000	1.000	1	19.00	9961	6442	0.50		9	9
#	-0.015;0.107	#	#	#	0.658;9.535	-0.040;0.151	#	#	-1.236;7.775	#	0.386;0.573	-0.232;0.414	0.101;0.186	0.008;0.012	#	-0.008;0.896	#	#	#	-0.099;1.188	#	110000	1.000	1.000	2	26.89	9968	6449	0.45		9	9
#	0.087;0.166	0.236;0.407	0.052;0.219	#	#	-0.037;0.276	#	0.337;1.112	#	0.728;1.166	#	#	#	#	#	0.012;1.000	-0.264;1.277	#	#	#	-0.170;0.350	001110	1.000	1.000	2	31.78	9973	6454	0.41		9	9
#	0.084;0.163	#	#	-0.555;0.555	#	-0.037;0.276	#	0.337;1.112	#	0.685;1.123	0.391;0.550	#	#	0.006;0.014	0.478;0.980	#	#	0.414;1.025	0.055;0.111	#	-0.652;0.350	001110	1.000	1.000	1	31.78	9973	6454	0.50		9	9
#	#	#	#	#	#	0.149;0.472	#	#	0.007;7.783	#	#	0.397;0.688	#	0.020;0.025	#	#	0.191;2.724	#	#	#	#	000001	1.000	1.000	1	32.00	9980	6461	0.23		9	9
-80.673;-63.984	#	0.059;0.202	0.052;0.147	#	6.102;9.828	-0.060;0.139	#	#	#	#	0.297;0.445	-0.025;0.173	#	#	#	-0.207;0.597	#	0.414;1.025	0.051;0.103	0.521;1.399	-0.359;0.539	001110	0.328	0.800	1	62.78	9700	6462	0.55		36	45
-76.089;-51.568	#	#	0.134;0.199	-0.527;0.463	0.429;7.640	#	0.007;0.291	#	5.688;9.391	#	#	0.034;0.370	0.033;0.110	#	0.215;0.871	#	#	#	0.064;0.102	#	#	100000	1.000	1.000	1	46.78	9984	6465	0.45		9	9
-76.089;-51.568	#	#	0.134;0.199	-0.527;0.463	#	#	#	#	5.688;9.391	#	#	0.034;0.370	0.033;0.110	#	0.215;0.871	-0.115;0.790	#	#	0.064;0.102	#	#	100000	0.031	0.500	1	38.96	9984	6465	0.41		9	18
#	-0.014;0.144	0.112;0.201	0.033;0.205	-0.259;-0.030	4.723;9.771	#	-0.006;0.216	#	#	0.280;0.613	0.345;0.700	#	0.038;0.108	#	0.291;0.793	-0.291;0.831	0.022;1.288	#	0.051;0.110	0.543;1.229	#	011100	0.000	0.062	1	101.67	6466	6466	0.64		0	0
#	#	#	#	0.041;0.587	1.375;6.215	#	0.000;0.123	#	#	-0.051;0.665	#	#	0.103;0.194	#	0.010;0.743	#	1.507;2.397	#	#	0.231;1.219	0.564;1.795	110000	1.000	1.000	1	41.00	9986	6467	0.41		9	9
-72.946;-55.829	0.032;0.188	#	#	#	1.375;6.215	0.119;0.423	#	#	#	#	0.257;0.721	0.272;0.576	0.124;0.215	#	#	-0.009;0.476	1.507;2.397	#	#	#	#	110000	1.000	1.000	1	41.00	9986	6467	0.41		9	9
-80.673;-62.304	#	#	#	-0.301;0.369	6.102;16.009	-0.264;0.456	#	0.585;0.926	0.336;6.384	0.470;1.123	#	#	0.006;0.121	#	#	#	#	0.190;1.025	#	#	#	001110	1.000	1.000	1	61.77	9987	6468	0.41		36	36
-71.590;-60.036	#	#	0.040;0.126	1.248;2.008	#	#	#	#	#	#	0.379;0.663	0.317;0.772	0.044;0.062	0.005;0.009	#	-0.254;0.567	#	#	0.088;0.120	-0.157;1.545	#	100000	1.000	1.000	1	79.18	9988	6469	0.45		18	18
-82.772;-69.506	#	0.007;0.220	0.119;0.269	-0.432;0.458	-0.163;6.327	0.228;0.500	#	0.200;0.519	#	-0.279;0.700	0.392;0.665	#	#	#	0.500;1.619	0.087;0.853	#	0.079;0.616	#	#	0.531;1.303	011000	1.000	1.000	1	59.58	9997	6478	0.59		18	18
#	#	0.129;0.297	0.127;0.320	#	5.423;9.196	#	#	0.735;1.145	#	#	#	-0.110;0.352	#	0.002;0.013	#	0.274;0.626	-0.298;1.583	0.163;0.869	#	#	#	001100	0.023	0.471	1	50.02	9609	6481	0.41		8	17
#	0.040;0.100	-0.021;0.097	#	#	2.496;4.844	#	0.015;0.130	#	-2.247;5.282	#	#	#	-0.014;0.091	0.005;0.013	-0.539;0.310	#	2.270;4.392	0.168;0.441	#	#	0.534;1.629	110000	1.000	1.000	1	66.88	9610	6482	0.50		8	8
-72.641;-52.528	#	#	-0.043;0.124	0.219;1.224	#	0.208;0.549	-0.057;0.044	-0.142;0.452	#	-0.107;0.170	#	#	0.021;0.083	#	#	#	#	#	#	#	0.483;1.722	100001	1.000	1.000	1	112.75	9772	6484	0.41		44	44
#	-0.012;0.120	-0.041;0.085	#	#	-1.051;6.410	#	-0.057;0.044	-0.255;0.740	#	-0.107;0.325	0.228;0.473	#	#	#	#	#	#	#	#	-0.820;1.183	#	100001	0.551	0.887	1	95.30	9888	6484	0.36		71	80
-63.802;-51.392	#	-0.026;0.123	-0.006;0.145	0.219;1.019	#	#	#	-0.013;0.317	#	#	#	#	-0.098;0.071	0.003;0.010	#	-0.178;0.841	-1.145;1.319	0.293;0.604	#	#	-0.005;0.947	100001	0.318	0.795	1	77.79	9983	6488	0.50		35	44
-72.641;-52.528	#	-0.055;0.158	-0.018;0.154	0.219;1.065	-0.049;6.410	#	-0.057;0.044	#	#	-0.145;0.325	0.343;0.621	#	-0.028;0.092	#	#	#	-0.276;1.777	#	0.070;0.121	-0.346;1.587	#	100001	1.000	1.000	1	136.80	9888	6489	0.55		34	34
#	#	#	#	1.056;2.149	#	0.257;0.516	-0.032;0.148	#	#	#	0.216;0.500	0.133;0.595	#	0.018;0.024	#	#	1.619;4.152	0.149;0.855	#	0.222;2.005	#	110001	1.000	1.000	1	33.12	9628	6500	0.41		8	8
#	0.054;0.168	-0.023;0.199	#	#	5.016;9.102	#	0.001;0.189	-0.188;0.552	#	#	#	-0.137;0.319	#	0.011;0.015	#	#	0.381;1.339	0.320;0.705	#	#	0.380;0.991	100001	1.000	1.000	2	26.50	9630	6502	0.45		8	8
#	#	#	#	#	-0.392;2.973	0.399;0.530	#	#	#	#	#	#	#	#	#	#	#	0.178;0.696	#	#	#	000001	1.000	1.000	1	49.63	9632	6504	0.14		17	17
#	0.000;0.098	#	#	0.254;1.224	#	#	#	#	#	#	0.575;0.717	#	#	#	#	-0.178;0.441	1.026;3.491	0.463;0.990	0.084;0.112	-0.169;1.587	#	100001	1.000	1.000	2	41.60	9781	6505	0.36		17	17
#	#	#	#	0.219;1.224	#	#	#	#	#	#	#	0.021;0.325	#	#	0.278;1.127	#	1.026;3.491	0.463;0.990	0.084;0.112	-0.169;1.587	#	100001	0.120	0.654	1	42.52	9781	6505	0.32		17	26
-87.699;-49.132	0.007;0.106	0.118;0.236	0.061;0.230	#	3.038;8.807	-0.044;0.142	0.081;0.284	0.007;0.587	#	0.426;1.080	0.317;0.727	#	#	0.004;0.010	#	#	-0.819;1.603	#	0.072;0.111	0.869;1.830	#	011000	0.126	0.660	1	61.92	9864	6507	0.64		35	53
#	0.047;0.125	#	-0.027;0.115	-0.723;0.291	#	0.149;0.313	#	#	0.789;4.122	-0.502;0.626	#	#	#	#	0.224;0.783	-0.086;0.747	#	#	#	-0.150;0.541	#	000001	0.128	0.662	1	85.95	9904	6516	0.41		53	80
-80.673;-63.984	#	0.059;0.202	0.052;0.147	#	6.102;9.828	#	#	#	#	#	0.445;0.550	#	#	#	0.155;1.506	#	#	0.414;1.025	0.051;0.103	#	-0.359;0.539	001110	0.234	0.748	1	107.04	9993	6519	0.41		80	107
#	0.014;0.146	#	0.144;0.249	#	#	0.044;0.208	0.048;0.217	#	#	#	#	#	#	0.006;0.017	0.159;0.757	#	1.110;1.359	0.832;1.086	0.064;0.108	#	#	000100	0.100	1.000	1	54.43	6526	6526	0.41		0	0
-80.673;-63.984	0.084;0.163	0.059;0.202	0.052;0.219	#	6.102;9.828	#	#	0.337;1.112	#	#	0.297;0.445	-0.102;0.173	#	#	#	#	-0.379;1.367	#	#	0.521;1.399	-0.359;0.539	001110	1.000	1.000	1	53.89	9675	6532	0.50		17	17
