Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Att18	Att19	Att20	Att21	Att22	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-77.468;-64.843	#	#	#	-0.608;0.848	-1.088;7.320	0.046;0.360	-0.011;0.166	-0.018;0.301	#	#	0.486;0.682	0.221;0.432	#	#	#	#	-0.628;1.015	0.266;0.690	0.085;0.116	#	#	000001	0.277	0.774	1	112.56	9992	5644	0.50		188	243
-91.524;-73.307	#	0.100;0.234	0.085;0.210	#	#	#	#	#	3.755;5.459	#	0.211;0.533	#	#	0.003;0.018	#	-0.055;1.073	-0.249;0.812	#	#	#	#	001110	0.053	0.556	1	61.29	9987	5654	0.36		124	223
#	#	#	#	#	#	#	#	-0.179;0.913	#	0.276;0.819	0.525;0.661	#	#	#	#	#	#	#	#	#	0.434;0.645	011000	0.068	0.583	1	66.32	9957	5656	0.18		77	132
-85.194;-61.658	-0.015;0.132	-0.061;0.176	#	#	#	#	-0.054;0.058	#	#	#	0.170;0.542	#	#	0.002;0.013	#	#	#	#	#	#	-0.071;0.809	100001	0.068	0.585	2	80.30	9962	5660	0.32		155	265
#	#	#	-0.080;0.124	0.334;0.530	#	#	#	-0.097;0.290	-1.993;6.030	#	#	0.392;0.616	#	#	#	-0.285;0.552	#	0.081;0.731	0.063;0.127	#	#	100001	1.000	1.000	1	60.96	9962	5661	0.36		11	11
#	#	-0.025;0.171	#	#	#	0.179;0.444	#	#	#	#	#	0.221;0.511	0.009;0.119	#	#	#	#	0.387;0.688	0.093;0.115	#	#	000001	0.048	0.545	1	80.33	9998	5662	0.27		79	145
#	0.097;0.153	#	0.031;0.219	#	#	0.038;0.201	0.188;0.434	0.388;1.060	#	#	#	#	#	#	0.025;1.433	#	#	#	#	1.308;2.516	#	001110	1.000	1.000	1	38.04	9973	5672	0.32		11	11
-84.434;-66.033	#	#	#	#	#	#	#	#	#	0.154;0.635	0.585;0.759	#	#	0.003;0.013	-0.376;0.511	-0.213;0.943	1.015;2.711	0.213;0.655	0.065;0.087	#	#	111000	0.132	0.667	1	66.75	9977	5676	0.41		22	33
-90.037;-71.208	0.008;0.068	#	#	#	5.889;10.576	#	#	0.761;1.559	#	#	0.211;0.583	-0.121;0.235	0.002;0.121	0.003;0.013	-0.493;0.510	#	#	#	0.060;0.087	#	#	001110	1.000	1.000	1	64.78	9979	5678	0.45		22	22
#	0.024;0.174	#	#	#	3.913;12.807	#	0.062;0.181	-0.213;0.379	0.562;7.227	#	#	#	#	#	0.156;1.391	-0.358;0.411	#	0.438;0.777	0.124;0.177	#	#	000001	1.000	1.000	1	28.03	9980	5679	0.41		11	11
#	0.024;0.174	#	#	0.366;1.089	4.334;12.386	0.401;0.537	#	-0.071;0.237	0.562;7.227	-0.347;0.500	0.394;0.777	#	#	#	0.156;1.676	-0.225;0.411	#	0.438;1.005	0.124;0.177	#	#	000001	1.000	1.000	1	28.03	9980	5679	0.55		11	11
-83.520;-54.849	#	0.088;0.234	#	-0.315;0.478	#	#	0.007;0.291	#	#	#	#	#	#	0.010;0.016	-0.118;1.310	0.028;0.647	#	0.523;0.833	#	1.217;2.177	-0.107;0.665	100000	1.000	1.000	1	37.84	9984	5683	0.45		11	11
#	0.030;0.164	0.088;0.234	0.110;0.185	-0.315;0.478	#	#	0.007;0.291	#	#	#	0.315;0.653	#	#	0.010;0.016	#	0.028;0.647	#	#	#	1.217;2.177	#	100000	1.000	1.000	1	37.84	9984	5683	0.41		11	11
-76.739;-50.408	#	-0.013;0.200	#	0.984;1.858	#	0.244;0.313	0.006;0.190	#	-1.963;6.307	#	0.198;0.602	0.340;0.769	-0.037;0.100	0.003;0.009	#	#	1.612;3.700	-0.003;0.527	#	#	0.923;1.479	100000	1.000	1.000	2	97.23	9990	5689	0.59		33	33
-90.148;-68.762	-0.003;0.099	0.072;0.282	#	-0.379;0.406	#	#	0.012;0.154	-0.179;0.664	#	#	0.473;0.957	#	-0.003;0.115	#	#	#	#	0.022;0.387	0.068;0.125	-0.081;1.207	0.434;1.900	011000	0.104	0.636	1	71.33	9997	5696	0.55		77	121
#	#	-0.006;0.225	#	#	2.517;6.123	0.173;0.408	#	#	#	#	0.344;0.545	#	-0.014;0.075	#	-0.169;0.314	-0.414;0.624	2.352;3.686	0.101;0.549	#	-0.650;1.325	#	110000	1.000	1.000	1	62.90	9610	5700	0.45		10	10
-85.194;-61.658	#	#	#	#	0.378;6.951	#	-0.054;0.058	-0.194;0.342	#	#	0.170;0.542	#	#	#	#	#	#	#	#	#	#	100001	0.047	0.544	1	72.41	9962	5713	0.23		249	458
#	0.108;0.166	#	#	-0.279;0.567	1.998;9.089	#	0.088;0.292	#	#	#	#	0.058;0.223	#	0.004;0.017	0.115;0.867	#	-0.052;1.420	0.420;0.684	#	#	-0.254;0.644	000100	1.000	1.000	1	47.40	9626	5716	0.45		10	10
#	-0.004;0.102	#	#	0.535;0.951	#	#	#	-0.581;0.290	-1.993;6.030	-0.173;0.282	0.609;0.789	#	#	#	0.413;0.915	-0.199;0.588	#	#	#	-0.171;1.503	#	100001	1.000	1.000	1	33.50	9633	5723	0.41		10	10
-86.768;-68.795	-0.017;0.126	#	0.138;0.232	#	#	-0.069;0.167	-0.024;0.173	0.081;0.913	6.583;12.552	#	0.473;0.741	#	#	0.002;0.013	#	#	#	0.301;0.471	#	#	#	011000	1.000	1.000	2	96.18	9947	5725	0.45		54	54
#	-0.009;0.092	0.024;0.132	#	#	0.501;7.520	#	#	#	#	-0.051;0.282	#	-0.036;0.433	#	0.010;0.015	#	#	#	#	#	#	#	100001	0.041	0.529	1	71.23	9934	5727	0.27		74	140
-85.252;-54.441	-0.005;0.099	#	#	#	0.390;4.836	#	0.003;0.290	0.182;0.479	0.968;6.029	#	0.541;0.710	#	0.023;0.167	#	0.082;0.138	-0.003;0.768	#	#	#	#	#	001000	1.000	1.000	1	53.20	9638	5728	0.45		10	10
-93.186;-75.641	0.048;0.111	#	#	-1.227;0.485	4.638;7.643	#	#	#	#	#	#	-0.130;0.365	#	#	#	#	-0.687;1.572	0.785;1.133	#	#	#	000100	1.000	1.000	1	45.70	9654	5744	0.32		10	10
-72.085;-71.623	0.022;0.085	#	#	-0.258;0.523	2.201;9.052	-0.063;0.348	#	#	-1.575;6.010	#	0.354;0.512	0.074;0.384	-0.005;0.109	0.004;0.011	#	-0.187;0.583	-0.511;1.337	#	#	#	#	001100	0.143	0.677	3	45.56	9967	5745	0.55		21	31
-95.721;-68.762	#	-0.013;0.282	#	#	#	#	#	#	1.314;12.552	#	0.349;0.957	0.088;0.359	0.040;0.115	#	#	#	0.415;1.313	0.022;0.310	#	#	-0.066;0.628	011000	0.084	0.610	1	79.17	9974	5759	0.41		86	141
-90.148;-68.762	#	#	#	#	#	#	0.030;0.160	0.194;0.638	#	-0.205;0.708	0.473;0.741	0.088;0.359	0.024;0.131	#	#	#	#	0.134;0.310	0.049;0.116	0.450;1.794	#	011000	0.129	0.664	1	67.47	9957	5777	0.45		85	128
-106.925;-88.096	0.059;0.130	#	#	-0.538;0.538	4.945;11.676	#	#	#	9.427;12.513	#	#	#	#	0.004;0.011	#	#	#	#	#	0.667;1.902	-0.304;0.755	101000	1.000	1.000	1	30.60	9690	5780	0.36		10	10
#	-0.035;0.112	0.100;0.271	#	-0.410;0.418	#	#	0.013;0.155	#	#	#	#	#	0.005;0.133	0.003;0.018	-0.493;0.433	-0.055;1.073	-0.616;0.374	#	0.060;0.087	#	-0.582;1.368	001110	0.219	0.738	1	63.25	9916	5781	0.50		31	42
#	#	0.155;0.279	0.244;0.309	0.240;0.666	#	#	#	#	-1.684;6.216	0.061;0.653	0.401;0.778	0.037;0.301	0.009;0.083	#	-0.758;0.496	#	0.942;3.099	#	#	0.025;1.672	#	010000	1.000	1.000	2	30.90	9692	5782	0.50		10	10
-99.115;-68.304	0.018;0.096	#	0.186;0.368	#	#	#	#	#	#	0.042;0.819	#	-0.119;0.337	#	0.001;0.014	#	0.118;0.737	#	0.252;0.591	#	2.555;3.296	#	001000	1.000	1.000	1	44.40	9701	5791	0.41		10	10
-90.086;-64.080	#	#	0.187;0.312	-0.591;0.591	#	#	#	#	2.304;6.624	0.224;0.717	0.428;0.816	#	0.044;0.131	#	#	#	#	0.530;0.893	#	1.128;2.144	#	000110	1.000	1.000	1	47.90	9715	5805	0.41		10	10
-79.496;-47.829	#	#	0.018;0.114	#	1.977;5.823	#	-0.015;0.135	-0.090;0.252	-3.415;5.842	-0.158;-0.023	0.288;0.512	0.010;0.492	#	#	-0.049;0.704	#	-0.420;1.440	#	0.053;0.107	-0.651;1.270	#	100000	0.000	0.037	1	124.90	5808	5808	0.59		0	0
#	#	0.223;0.394	#	#	3.015;10.466	-0.085;0.165	#	0.761;1.559	6.386;12.188	0.519;0.951	0.356;0.583	#	#	#	#	0.493;1.113	#	#	#	#	-0.547;0.783	001110	1.000	1.000	1	68.70	9724	5814	0.41		10	10
-85.194;-61.658	#	-0.071;0.176	#	#	#	0.074;0.215	-0.054;0.058	-0.342;0.290	#	-0.107;0.276	#	#	#	#	0.413;0.915	#	-0.139;1.162	0.011;0.350	#	#	#	100001	1.000	1.000	1	88.51	9804	5817	0.41		21	21
#	0.010;0.094	#	0.057;0.156	-0.608;0.626	#	#	#	#	#	-0.117;0.500	#	0.221;0.511	#	0.006;0.014	#	#	-0.628;1.479	#	0.085;0.116	-0.361;1.450	#	000001	0.051	0.552	1	80.79	9963	5830	0.41		200	362
-67.035;-50.279	#	#	-0.033;0.129	#	0.378;3.910	0.011;0.141	#	#	0.220;6.030	#	0.312;0.497	#	0.036;0.080	#	#	#	#	#	0.065;0.089	#	#	100001	0.056	0.561	1	68.75	9983	5834	0.36		137	244
-85.194;-57.591	#	#	#	0.678;1.348	0.378;3.910	#	-0.054;0.058	-0.194;0.342	0.341;3.550	#	0.280;0.651	#	#	0.004;0.015	#	#	#	#	0.077;0.110	#	#	100001	0.075	0.596	1	88.63	9821	5837	0.41		62	104
-95.987;-73.307	#	#	#	#	8.305;13.473	#	#	#	3.755;5.459	#	#	-0.075;0.169	0.009;0.103	#	#	#	-0.345;0.812	0.297;0.617	#	#	-0.188;0.333	001110	0.080	0.604	1	76.39	9987	5838	0.36		32	53
#	#	#	#	#	#	#	#	0.251;0.536	#	0.138;0.533	0.211;0.582	-0.121;0.235	0.013;0.192	0.003;0.015	-0.007;1.285	#	-0.616;0.374	#	0.060;0.087	#	#	001110	0.043	0.533	1	64.06	9959	5847	0.41		72	135
#	#	#	#	#	#	#	0.066;0.162	0.251;0.536	#	0.138;0.533	0.211;0.582	-0.121;0.235	0.002;0.192	#	#	#	-0.616;0.374	#	0.060;0.087	#	#	001110	0.056	0.562	1	65.26	9797	5847	0.36		41	73
-127.513;-83.485	#	-0.008;0.182	0.046;0.143	-0.441;0.441	4.523;10.172	#	#	#	3.611;7.190	#	#	-0.018;0.305	0.135;0.237	0.005;0.015	0.635;1.156	#	#	#	0.053;0.109	#	0.380;1.726	000100	1.000	1.000	1	35.70	9761	5851	0.55		10	10
-76.739;-64.173	0.008;0.074	-0.013;0.203	#	0.984;1.995	#	#	#	#	#	#	0.198;0.602	#	#	0.003;0.009	#	-0.314;0.774	#	#	#	#	0.923;1.479	100000	0.143	0.677	1	58.90	9903	5855	0.36		42	62
-84.212;-51.004	#	#	#	#	0.378;6.951	0.360;0.583	-0.043;0.058	-0.097;0.290	0.341;6.030	#	#	#	#	#	#	-0.352;0.603	#	#	#	0.738;2.165	#	100001	0.031	0.500	1	61.45	9767	5857	0.36		10	20
-85.194;-61.658	#	#	#	#	#	#	-0.054;0.058	-0.194;0.342	0.341;3.550	#	#	#	0.002;0.046	0.001;0.015	#	#	#	#	#	#	-0.114;1.071	100001	0.193	0.719	1	117.22	9888	5862	0.32		82	114
-85.194;-57.591	#	#	#	#	0.378;6.951	#	-0.054;0.058	-0.194;0.342	0.341;3.550	-0.260;0.394	0.170;0.542	#	0.002;0.046	#	#	#	0.669;2.966	#	#	#	-0.114;1.071	100001	1.000	1.000	1	149.72	9888	5862	0.45		72	72
#	#	#	0.076;0.136	-0.389;0.554	#	#	#	0.182;0.479	#	#	0.541;0.607	#	0.084;0.139	0.003;0.010	-0.373;1.103	#	0.506;1.944	#	#	0.504;1.711	-0.547;0.656	001000	0.122	0.656	1	87.01	9807	5864	0.45		21	32
-72.238;-50.414	#	#	0.144;0.308	-0.316;0.654	#	0.050;0.187	#	-0.083;1.003	#	#	0.276;0.554	0.113;0.364	#	#	#	#	#	0.019;0.707	0.064;0.091	#	-0.376;0.683	110000	0.247	0.756	1	37.70	9805	5869	0.45		31	41
-85.194;-57.591	#	#	#	#	0.378;6.951	#	0.011;0.058	-0.194;0.290	#	#	#	#	#	#	#	#	#	#	#	#	-0.114;1.071	100001	0.116	0.650	1	87.71	9962	5871	0.23		197	303
-91.308;-69.911	#	0.113;0.342	0.162;0.310	#	#	#	#	0.436;0.777	4.454;12.601	#	#	#	-0.005;0.080	#	#	#	#	#	0.050;0.107	1.139;1.567	#	001100	1.000	1.000	1	58.14	9791	5881	0.36		20	20
-67.035;-50.279	#	#	-0.033;0.129	#	0.378;3.910	#	-0.080;0.204	#	#	#	0.312;0.432	#	#	#	#	#	#	#	0.052;0.114	#	#	100001	0.052	0.554	1	79.55	9942	5886	0.27		92	166
-95.987;-73.307	#	#	0.015;0.182	#	8.305;13.473	#	-0.015;0.146	#	#	-0.027;0.553	0.259;0.494	#	#	#	#	#	-0.345;0.545	#	#	#	-0.439;0.333	001110	0.237	0.750	1	66.92	9797	5887	0.36		30	40
#	0.126;0.234	#	#	-0.555;0.573	#	#	0.035;0.184	0.248;0.654	3.755;8.626	#	#	-0.020;0.237	#	#	-0.069;1.108	#	-0.345;0.812	0.297;0.617	0.054;0.098	#	-0.188;0.584	001110	1.000	1.000	1	62.70	9797	5887	0.50		10	10
-90.148;-68.762	-0.016;0.060	0.072;0.282	#	#	#	-0.082;0.159	#	0.194;0.638	1.314;12.552	-0.068;0.771	0.473;0.741	-0.020;0.198	0.028;0.111	#	0.080;0.813	0.134;1.340	0.726;1.890	#	0.049;0.116	0.066;1.712	0.373;0.645	011000	0.065	0.578	1	67.06	9922	5888	0.73		85	147
-90.148;-68.762	#	#	#	#	#	#	0.012;0.154	-0.179;0.913	1.862;5.812	0.276;0.554	0.473;0.741	#	-0.003;0.116	#	#	#	#	#	0.065;0.096	#	0.434;0.645	011000	0.068	0.584	1	62.08	9974	5888	0.41		73	125
-99.228;-69.435	-0.003;0.108	0.117;0.316	#	#	#	-0.026;0.092	0.068;0.267	#	4.856;8.189	#	0.513;0.703	#	0.032;0.076	0.003;0.015	0.424;0.906	-0.108;1.114	#	0.298;0.618	0.070;0.095	#	#	001100	0.132	0.667	1	52.32	9946	5889	0.59		42	63
-89.702;-64.454	#	0.058;0.114	#	-0.385;0.567	#	#	#	0.071;0.462	5.568;9.765	#	0.376;0.747	#	0.108;0.178	#	#	#	#	-0.054;0.425	0.067;0.098	#	#	001010	1.000	1.000	1	37.90	9803	5893	0.41		10	10
#	#	-0.071;0.148	#	#	0.378;6.951	#	-0.054;0.058	-0.097;0.290	#	#	#	#	0.006;0.090	#	0.413;0.915	#	#	0.011;0.350	#	-0.462;1.349	0.042;0.904	100001	0.100	0.632	1	109.25	9888	5894	0.41		72	114
#	-0.054;0.103	#	0.031;0.219	-0.260;0.674	5.711;11.000	-0.021;0.124	0.185;0.542	0.453;0.841	#	0.519;0.951	0.280;0.641	#	#	#	0.025;1.236	-0.133;1.073	#	#	#	#	0.499;1.846	001110	1.000	1.000	1	32.90	9810	5900	0.55		10	10
#	#	0.235;0.330	0.132;0.223	-0.533;0.684	#	0.038;0.188	0.185;0.438	#	#	0.519;0.951	0.397;0.550	#	#	0.003;0.014	0.025;1.433	#	#	#	#	1.308;2.516	#	001110	1.000	1.000	1	32.76	9973	5900	0.45		21	21
-69.833;-51.004	0.005;0.092	0.002;0.119	#	-0.467;0.327	#	#	-0.108;0.172	#	#	#	0.280;0.542	#	-0.060;0.109	0.001;0.010	#	#	1.249;2.806	-0.102;0.453	#	#	#	100001	0.219	0.738	1	83.00	9942	5909	0.45		31	42
#	#	#	#	#	0.378;3.910	#	-0.054;0.058	#	#	#	0.170;0.542	#	0.002;0.046	0.004;0.015	0.399;1.036	#	0.669;2.966	#	#	-0.061;0.707	#	100001	0.563	0.891	2	117.81	9888	5911	0.36		82	92
-82.851;-72.153	0.036;0.127	#	#	-0.414;0.467	#	0.200;0.337	0.032;0.191	#	#	#	#	0.010;0.281	#	#	#	-0.023;0.734	#	#	#	0.867;1.690	#	001010	0.121	0.656	1	61.59	9822	5912	0.36		40	61
#	0.181;0.241	-0.010;0.104	0.041;0.148	#	#	0.207;0.408	#	#	#	#	#	#	0.017;0.119	#	#	-0.232;0.856	#	#	#	#	0.977;2.294	000001	1.000	1.000	1	24.10	9823	5913	0.32		10	10
#	#	0.056;0.205	#	#	#	0.026;0.538	#	#	2.607;7.353	#	0.487;0.635	#	#	#	#	#	2.018;3.147	#	0.104;0.151	#	0.780;1.508	010000	1.000	1.000	2	33.50	9825	5915	0.32		10	10
-94.667;-83.969	0.114;0.200	0.060;0.202	0.015;0.206	#	2.793;8.922	0.076;0.221	0.040;0.135	0.110;0.543	1.864;10.998	0.031;0.709	0.293;0.484	#	#	0.004;0.013	#	#	#	#	0.063;0.090	#	-0.380;0.589	000100	1.000	1.000	1	35.70	9831	5921	0.64		10	10
-90.148;-67.896	#	#	#	#	4.176;8.382	#	-0.007;0.173	#	6.583;12.552	0.592;0.913	#	#	#	#	#	#	#	0.301;0.471	0.055;0.105	#	#	011000	1.000	1.000	1	83.90	9836	5926	0.32		10	10
-86.494;-54.827	0.015;0.156	-0.026;0.129	0.129;0.251	#	#	#	#	#	#	0.188;0.656	0.720;1.039	#	#	#	0.131;1.536	#	-0.548;0.548	#	0.067;0.094	0.267;1.250	-0.350;0.350	000010	1.000	1.000	1	46.30	9837	5927	0.50		10	10
-83.926;-67.236	0.041;0.119	0.097;0.189	#	0.142;0.601	#	#	#	-0.025;0.499	-0.568;6.961	0.235;0.618	0.520;0.673	#	-0.008;0.045	0.011;0.017	#	#	0.314;2.744	#	0.106;0.150	-0.698;1.180	#	100000	1.000	1.000	1	27.00	9843	5933	0.59		10	10
-95.345;-63.250	#	-0.027;0.138	#	0.366;1.069	#	#	-0.097;0.168	#	#	#	0.253;0.498	#	#	0.009;0.014	#	-0.225;0.730	0.431;2.484	0.330;0.654	#	#	#	000001	0.143	0.677	1	50.59	9890	5935	0.41		21	31
-77.468;-64.843	0.022;0.052	0.026;0.105	#	#	-1.088;4.721	0.115;0.360	-0.014;0.147	-0.269;0.514	#	#	0.486;0.682	0.221;0.432	#	#	#	#	#	0.266;0.690	#	#	#	000001	0.000	0.000	1	94.35	5944	5944	0.45		0	11
-98.962;-69.435	#	#	#	#	#	-0.026;0.231	0.284;0.444	#	#	#	0.513;0.829	#	#	0.004;0.015	#	#	0.020;1.047	0.264;0.885	#	#	#	001100	0.122	0.656	1	52.29	9907	5948	0.32		21	32
-98.962;-69.435	#	#	0.215;0.398	#	#	#	#	#	#	#	0.513;0.816	#	#	0.003;0.015	#	#	#	#	#	1.601;2.918	#	001100	0.143	0.677	1	53.73	9913	5951	0.23		21	31
-103.307;-84.050	#	#	#	0.229;1.040	#	#	#	0.182;0.479	#	#	0.541;0.710	-0.039;0.285	0.023;0.167	#	#	#	#	#	0.085;0.111	#	#	001000	1.000	1.000	1	30.40	9862	5952	0.32		10	10
#	0.008;0.068	-0.033;0.271	#	#	4.374;9.061	#	#	#	3.755;5.459	0.164;0.479	0.211;0.550	0.004;0.252	#	0.003;0.021	#	#	-0.345;0.812	#	0.060;0.087	0.588;1.795	#	001110	0.158	0.691	1	74.18	9999	5961	0.50		94	136
-87.188;-61.512	#	#	#	#	5.509;10.917	0.101;0.394	#	#	0.968;6.029	#	0.541;0.607	#	0.084;0.139	0.006;0.018	#	#	#	#	#	0.642;1.711	#	001000	0.075	0.596	1	44.67	9926	5963	0.36		31	52
-106.575;-69.260	0.095;0.216	#	0.051;0.207	#	0.458;7.548	0.298;0.521	0.064;0.328	#	1.060;9.206	#	0.416;0.618	#	#	#	#	-0.185;0.669	#	0.335;0.834	#	#	-0.431;0.574	001000	0.247	0.756	1	50.88	9884	5967	0.50		31	41
#	#	0.072;0.282	0.066;0.246	-0.227;0.531	-0.387;9.430	#	#	0.194;0.638	#	-0.205;0.535	#	0.088;0.359	0.045;0.110	#	#	#	0.415;1.890	0.134;0.310	0.071;0.116	0.450;1.794	#	011000	0.042	0.530	1	69.51	9957	5969	0.55		105	198
-84.434;-66.033	-0.004;0.057	#	#	#	8.060;12.146	-0.072;0.133	#	-0.102;0.692	#	#	#	#	0.022;0.088	0.003;0.013	-0.376;0.511	#	0.932;2.711	0.213;0.655	#	0.257;1.602	#	111000	1.000	1.000	1	38.60	9889	5979	0.50		10	10
-84.434;-66.033	-0.004;0.057	#	#	#	8.060;12.146	-0.072;0.133	#	-0.083;0.692	#	#	#	#	0.022;0.088	0.000;0.013	-0.376;0.511	#	0.932;2.711	0.213;0.655	#	0.257;1.602	#	111000	1.000	1.000	1	38.60	9889	5979	0.50		10	10
-95.345;-63.250	#	-0.027;0.138	#	0.366;1.069	4.474;11.805	#	-0.097;0.168	#	#	#	0.253;0.498	#	#	0.009;0.014	#	-0.225;0.730	0.431;2.484	0.330;0.654	0.088;0.136	#	#	000001	1.000	1.000	1	55.89	9890	5980	0.50		20	20
-90.148;-68.762	#	#	#	#	#	#	0.012;0.154	-0.179;0.913	1.862;5.812	0.276;0.554	0.473;0.741	#	-0.003;0.116	0.003;0.011	#	#	#	#	0.065;0.096	#	0.434;0.645	011000	0.066	0.581	1	62.08	9974	5984	0.45		72	124
-76.739;-50.408	0.008;0.123	-0.013;0.200	#	0.984;1.995	#	#	0.006;0.190	-0.162;0.408	#	#	0.198;0.602	0.340;0.769	#	0.003;0.009	#	#	0.855;3.700	-0.003;0.527	#	0.287;1.330	#	100000	0.135	0.670	1	70.92	9990	5993	0.55		61	91
-108.489;-66.373	0.009;0.111	0.161;0.260	#	#	#	#	0.222;0.410	#	2.304;6.624	#	0.382;0.816	#	0.038;0.162	#	#	#	#	0.488;0.932	#	0.868;2.404	-0.999;0.508	000110	1.000	1.000	2	39.55	9905	5995	0.45		20	20
#	#	0.198;0.344	#	#	#	0.006;0.160	0.284;0.395	0.633;1.630	5.718;9.544	#	0.627;0.829	0.014;0.278	0.041;0.138	#	#	#	0.020;1.047	0.264;0.885	#	#	#	001100	1.000	1.000	1	67.30	9907	5997	0.45		10	10
#	-0.025;0.136	#	0.162;0.324	#	#	#	#	0.633;1.630	#	#	0.513;0.829	-0.121;0.335	#	#	#	#	0.020;1.047	#	#	#	-0.076;0.373	001100	1.000	1.000	2	68.49	9913	5999	0.32		41	41
#	#	#	0.162;0.324	#	#	#	#	0.633;1.630	#	0.781;1.102	0.513;0.829	#	#	#	#	0.456;1.854	0.020;1.047	#	#	#	#	001100	1.000	1.000	1	74.06	9913	6003	0.27		20	20
-98.360;-76.107	#	#	0.046;0.148	#	5.246;10.173	-0.044;0.102	0.086;0.293	0.120;0.883	3.413;8.350	0.159;0.628	0.191;0.396	-0.104;0.213	0.039;0.087	#	#	0.289;0.724	#	#	0.048;0.105	#	-0.047;0.438	000111	1.000	1.000	1	38.50	9919	6009	0.64		10	10
#	#	-0.013;0.138	-0.016;0.053	#	#	0.050;0.187	#	0.030;0.486	#	-0.096;0.700	#	-0.071;0.365	0.003;0.126	0.006;0.010	#	#	0.682;2.872	#	0.064;0.091	-0.110;2.223	#	110000	0.000	0.000	1	64.80	6017	6017	0.50		0	10
#	#	#	-0.014;0.094	0.334;0.951	0.378;3.910	#	-0.101;0.161	-0.013;0.503	-1.993;6.030	#	0.170;0.542	0.280;0.728	#	#	#	#	1.631;2.966	#	#	#	#	100001	0.057	0.563	1	59.07	9931	6021	0.41		40	71
#	0.042;0.181	0.044;0.228	-0.013;0.157	-0.335;0.335	#	#	0.102;0.198	#	-1.534;7.353	-0.018;0.475	0.394;0.491	0.119;0.398	#	0.000;0.013	#	#	0.464;2.061	#	0.059;0.106	#	-0.267;0.308	010000	0.132	0.667	4	38.85	9940	6030	0.59		20	30
-101.410;-79.586	-0.007;0.105	0.136;0.224	0.058;0.146	#	3.416;14.428	-0.025;0.112	0.007;0.226	#	#	0.367;0.959	0.188;0.576	#	#	0.004;0.012	-0.437;0.816	0.729;1.366	#	#	#	0.794;2.122	#	011100	1.000	1.000	1	47.80	9954	6044	0.59		10	10
-101.410;-79.586	-0.007;0.105	0.116;0.224	0.058;0.146	#	3.416;14.428	-0.025;0.112	0.007;0.226	#	#	0.367;0.959	0.188;0.576	#	#	0.004;0.012	-0.437;1.110	0.729;1.366	#	#	0.049;0.111	0.794;2.122	#	011100	1.000	1.000	1	47.80	9954	6044	0.64		10	10
-91.524;-73.307	0.008;0.068	#	#	#	#	-0.046;0.186	#	0.215;0.944	3.755;5.459	0.164;0.479	-0.008;0.533	#	#	0.003;0.018	#	-0.055;1.073	-0.345;0.812	#	#	#	#	001110	0.044	0.535	1	66.37	9975	6045	0.45		92	172
-90.148;-68.762	#	#	#	#	0.574;9.430	#	#	0.194;0.638	#	#	0.473;0.741	#	#	0.009;0.012	#	#	0.415;2.709	0.022;0.310	0.071;0.116	0.450;1.794	#	011000	1.000	1.000	1	75.63	9957	6047	0.41		20	20
#	#	0.100;0.271	#	#	#	#	#	0.251;0.536	#	#	#	-0.121;0.235	0.002;0.133	#	-0.493;0.510	-0.055;1.073	-0.616;0.374	#	0.060;0.087	#	#	001110	1.000	1.000	1	87.00	9959	6049	0.36		50	50
#	#	#	#	#	#	#	-0.043;0.058	#	0.341;6.030	#	0.340;0.509	#	#	#	#	#	#	#	#	#	#	100001	0.060	0.570	1	73.91	9962	6052	0.14		240	421
#	0.010;0.138	#	#	#	1.421;5.507	0.179;0.444	#	#	#	#	#	0.221;0.511	0.009;0.110	#	#	-0.232;0.755	-0.472;1.479	#	0.093;0.115	#	#	000001	0.063	0.575	1	91.90	9998	6053	0.36		122	212
#	#	#	#	0.558;1.140	#	0.170;0.493	#	#	#	#	#	0.398;0.570	-0.000;0.117	0.015;0.023	#	#	#	0.266;0.943	0.106;0.140	#	#	010010	1.000	1.000	1	36.00	9966	6056	0.32		10	10
#	#	#	0.113;0.306	0.334;0.951	#	#	-0.086;0.128	#	-1.993;6.030	-0.051;0.282	#	#	#	#	0.413;0.915	#	#	#	0.071;0.113	#	#	100001	0.132	0.667	1	31.69	9972	6062	0.32		20	30
-90.148;-67.896	#	0.022;0.168	#	#	#	#	0.012;0.222	#	#	0.276;0.819	#	#	-0.003;0.116	#	#	0.134;1.298	0.415;1.486	0.022;0.387	#	#	0.434;1.900	011000	0.134	0.669	1	72.79	9997	6064	0.41		81	121
#	0.024;0.174	#	#	#	#	#	0.062;0.248	#	0.562;7.227	-0.307;0.500	#	#	#	#	0.156;1.391	-0.358;0.411	#	0.438;0.777	0.124;0.177	#	#	000001	1.000	1.000	1	27.80	9980	6070	0.36		10	10
#	0.024;0.174	#	#	0.366;1.089	4.334;12.386	#	#	-0.145;0.311	0.562;7.227	-0.347;0.482	0.394;0.777	#	#	#	0.156;1.676	-0.225;0.411	#	0.438;1.005	0.124;0.177	#	#	000001	1.000	1.000	1	27.80	9980	6070	0.50		10	10
