Mean_Acc1000_Mean_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
1.733;5.651	#	#	#	#	0.103;0.586	0.024;0.432	#	0.022;0.150	#	#	#	0.352;0.860	#	#	#	#	#	#	#	#	#	#	0.016;0.249	#	0.005;0.052	0.012;0.036	#	#	#	0.009;0.417	#	0.092;0.161	010000010000100000010000000010000100000010000000000000000000000000000000101000010000000000000101010100000100010011000000000000000000000000100000010100000000000000000001000000	0.138	0.820	1	684.76	9812	7706	0.30		6	430
0.269;8.683	0.026;0.064	#	0.021;0.659	#	#	#	-0.480;3.285	-0.321;0.160	#	#	#	#	#	#	#	#	#	#	#	#	#	-1.746;5.155	0.027;0.194	#	#	#	#	#	#	-0.184;0.328	#	0.021;0.093	011010011010010010011001001000010101100100000000000000000000000100000010100000010100000000010001000100010100010111100000110000010000000000000000000000000000000000000000000000	0.077	0.774	2	708.64	9821	7715	0.27		6	850
#	0.018;0.063	#	#	#	#	#	-2.847;1.508	#	#	0.416;0.820	#	#	#	-82.532;-47.612	#	-0.034;0.051	#	#	#	#	0.367;1.004	#	#	#	-0.002;0.027	#	#	#	#	#	#	#	011000100100100000100101100010010100000000000000000010000010100000010000000000010100000000010010001101000101010100000101010000000000000000100010001100000000000000000000000000	0.094	0.789	2	617.34	9822	7716	0.21		6	197
#	-0.009;0.036	#	#	-0.016;0.035	#	#	#	#	0.129;0.325	-0.099;0.288	#	-0.417;0.380	#	#	#	#	#	#	-11202102121231110434272744015257155457793476497393058551442630981969737882771334579649573371990549562515180503264578961402054413305907115139139430136055813989913513911386112.000;31222102121231310612753277731617666419608111616438283909567797512501880292671446938577102840378513036045248462200432257908641537343309035614260499456251543376853601806712832.000	#	-0.023;0.503	#	#	#	#	#	#	-0.059;0.529	#	0.511;1.203	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.494	0.932	1	63.04	9825	7719	0.27		6	13
#	#	#	#	-0.016;0.035	#	#	#	#	#	#	#	-0.191;0.380	#	#	#	#	#	#	#	#	#	#	0.134;0.289	#	0.004;0.030	#	#	0.090;0.380	#	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	1.000	1.000	1	60.50	9825	7719	0.15		6	6
#	0.023;0.061	#	#	#	#	#	#	#	#	#	0.070;0.110	#	-0.028;0.174	#	#	#	#	#	#	-0.300;1.233	#	#	#	#	#	#	0.165;0.403	-0.021;0.443	#	-0.115;0.491	#	#	100000010101000001010101000110000101000000000000000000000000000001000010101000010000000000000000000000001100010010000100010000000000010000100010000100000000000000010000000000	0.167	0.836	1	465.75	7721	7721	0.21		0	19
#	#	0.028;0.063	#	#	#	0.047;0.523	-1.526;1.944	#	#	#	#	0.444;1.087	#	#	#	#	#	#	84333358434319332702671513913806246580177885441336041378800492371935904443773247990525838890388037780285412316608554674276714433142506938030746121534340112561358655585255424.000;117666661767682666957733646780227035546229532785757276232883479117816309135995734490475533327506041597576998263058340978097559804393034360755125780358046371065118392064147456.000	#	-0.017;0.444	#	#	#	#	#	#	#	0.426;1.455	#	0.468;1.062	#	101000010101001000010101000110000101000000000000000000000000010000000101000000010100000000000010010100001100010100000100000000000000000000000001101100000000000100000000000000	0.462	0.926	1	405.40	9833	7727	0.24		6	13
#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.002;1.616	-0.059;0.513	#	#	2.175;6.081	#	#	#	0.103;0.360	#	-0.080;0.233	0.450;0.782	0.003;0.119	010001100000000110100000101000000000000000000000000000000000000000000100000000010000000000010010001011010001010100000100010000000000000000000000000010000000000000000000000000	0.143	0.823	1	757.56	9837	7731	0.21		6	957
#	#	#	#	#	#	#	#	-0.021;0.135	#	#	0.074;0.139	#	0.266;0.377	-117.004;-42.799	#	-0.002;0.069	#	#	#	#	#	#	#	#	#	#	0.310;0.527	-0.139;0.383	#	#	0.214;0.625	#	001001010010010000000001000000000100000000000100000000000001000000000001000000000010100000000010010100010100010011000000001000100000000000000000000000000000000000000000000000	0.375	0.907	2	370.86	9841	7735	0.24		6	24
#	#	0.012;0.043	-0.097;0.401	#	#	#	#	-0.021;0.135	#	#	#	0.211;0.727	0.266;0.377	#	#	-0.003;0.070	#	#	#	#	#	-0.770;3.735	#	#	#	0.005;0.043	#	#	#	#	0.184;0.656	#	001001010010010000000001000000000100000000000100000000000001000000000001000000000010100000000010010100010100010011000000001000100000000000000000000000000000000000000000000000	0.375	0.907	1	370.86	9841	7735	0.27		6	24
#	#	#	0.267;0.643	#	#	#	#	#	#	0.300;0.827	0.053;0.121	#	#	#	#	#	0.526;0.762	0.281;0.909	#	#	#	0.701;5.206	#	#	#	#	#	#	#	#	#	#	010001100000000110000110100000011000000000000000000000000000000000000000000000000000000000000100000001000100001100000100000000010010000000000000000000000000000000000000000000	0.140	0.821	1	559.47	9846	7740	0.18		6	241
#	#	#	-0.050;0.561	#	-0.021;0.796	#	#	-0.028;0.185	0.024;0.160	#	#	#	#	#	#	#	0.233;0.551	#	#	#	#	#	-0.001;0.200	-0.950;5.059	#	#	#	#	#	#	#	#	010001000000100100000001000000000001000000001000000000000100000000010000000000000000000000010010100010000010010100000100000000000000000000100000000000000001000000000000000000	0.123	0.811	2	694.64	9851	7745	0.21		6	1510
#	#	#	0.006;0.373	-0.001;0.045	#	#	#	#	-0.039;0.193	#	#	#	-0.054;0.157	-90.060;-32.224	#	#	#	#	#	#	#	-1.435;5.083	#	#	#	#	#	#	#	#	#	0.033;0.153	010010010101010000010101000100000101000000000000000000000001000000001000000000000010101000000100000000001100010011000100000000000000000000000000000000000000010000000000000000	0.106	0.799	1	744.08	9858	7752	0.21		6	1111
-0.426;2.535	#	#	#	#	0.071;0.795	#	0.022;2.058	0.054;0.201	#	0.074;0.676	#	0.122;0.738	#	#	0.155;1.572	#	0.213;0.540	#	#	#	#	0.536;3.794	#	#	#	#	#	#	#	0.006;0.603	#	#	101010010000001000011001000010010101000000000000000000000000010000000001000100010010101000010011010100000100010011001010000000000000000010000000100100000000000100000000000000	0.074	0.771	1	534.66	7754	7754	0.30		0	50
#	0.025;0.044	#	#	-0.003;0.059	#	0.122;0.880	#	-0.030;0.193	#	#	0.044;0.126	#	#	#	#	#	0.192;0.674	-0.069;0.522	#	#	0.012;0.372	#	0.149;0.444	2.809;6.214	#	#	#	#	#	-0.147;0.450	#	0.047;0.144	010000000000000100010000000001001000000000000000000000001010100000000000000000010000000000000011001010000010010100000000010000000000000000000100000000000000000000000000000000	0.127	0.813	1	677.70	9873	7767	0.36		6	238
#	#	0.010;0.026	-0.159;0.417	#	#	0.043;0.405	#	#	-0.025;0.164	#	#	#	#	-101.027;-37.735	#	#	0.162;0.671	#	#	#	#	#	#	#	#	#	0.203;0.792	#	#	#	#	#	010001100001000000000110001001000000100000000000000001000000000000000010101000010000000000000000000000000000010010100000000000000000000000000000000000000100000000000000000000	0.141	0.822	1	724.40	9875	7769	0.21		6	1126
#	0.027;0.052	#	#	#	#	#	#	-0.083;0.192	#	#	0.061;0.120	#	#	#	#	#	#	#	-15666651566581666100014542868876108878460828418493583476334277202684930915868455817099319223813238689007004206460706323198183701208305207974141469313136523540846722972385280.000;17666651766781668155047589997544680087590818925927651377748709543195473776354030682850375213304765128284581739989079980622661670042222214750238189510569734962913013506506752.000	-0.462;1.702	#	#	#	#	#	#	#	#	#	#	#	#	001000000100100001000001000010100000000001000010000000000000000000000010101001010000000000010010000001000001010110000100010000000000000000100010000100000000000000000000000000	0.102	0.796	1	689.22	9878	7772	0.15		6	1885
#	#	#	0.121;0.514	#	#	#	#	#	#	#	#	#	#	-93.887;-51.328	#	0.002;0.051	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.329;0.967	#	010001101010100110101000101010011010000000000000000000000000000000000100000000010000001000010010101001010101010111100001110001000000000000000000000000000000000000000000001000	0.077	0.773	1	649.84	9882	7776	0.12		6	2015
#	#	#	0.128;0.478	-0.017;0.047	#	-0.101;0.692	-2.405;2.467	#	#	#	#	#	#	#	#	#	#	#	#	-0.898;1.038	0.013;0.363	#	0.058;0.291	#	#	#	#	#	#	#	#	#	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	0.110	0.802	1	716.64	9883	7777	0.21		6	1130
-3.730;4.684	#	#	#	-0.015;0.045	#	#	#	0.272;0.580	#	#	#	#	#	#	#	#	-0.173;0.309	#	#	-0.858;0.998	0.013;0.363	#	#	#	#	#	#	#	#	#	#	#	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	0.520	0.937	1	62.78	9883	7777	0.18		6	12
2.779;8.427	#	-0.000;0.029	-0.068;0.447	#	0.039;0.744	0.149;0.851	#	-0.091;0.184	#	#	#	#	#	#	0.293;2.008	#	#	#	#	#	0.007;0.450	#	0.053;0.165	#	#	#	#	#	#	#	#	#	001001010000001000010001000010000101100000000000001000000000000001000010100000010000000000010001010100000100010010000000000000000000010000000000000000001000000000000000000000	0.137	0.820	1	802.21	9885	7779	0.27		6	1097
#	0.027;0.057	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-2.031;5.479	#	#	0.190;0.718	#	#	-0.030;0.293	-0.168;0.696	#	011001011010101010010000101000010001000000000001000000100000000010000110110000110101000100010101010101010101010110101010110100000000000000100000000110000010000000000000000000	0.044	0.732	1	731.91	9887	7781	0.15		6	1766
#	#	#	#	#	#	#	-1.633;2.427	-0.014;0.142	0.039;0.188	#	#	#	#	-104.036;-29.831	#	-0.026;0.070	#	#	#	#	#	#	#	0.357;5.764	#	#	#	#	-0.165;0.923	#	#	#	000000000000000000000000000000000000000000000000000000000000000101000110111000010000001000001000010000101100110011000100000000000000000000000000000010000000000000000000000000	0.127	0.814	1	654.39	9890	7784	0.21		6	1759
#	#	#	#	#	-0.144;0.859	#	#	#	#	#	#	#	#	#	0.438;1.706	#	#	#	#	#	#	0.407;3.091	-0.013;0.213	0.008;6.617	#	-0.006;0.032	#	0.142;0.383	-0.109;1.125	#	0.238;0.658	#	100110010101000001010101010100000101100000000000000000000001000000001000000100000000101000000000010000001000110011010100000000000000000000100000000101000000000000000000000000	0.071	0.768	1	767.74	9892	7786	0.27		6	1125
#	#	0.020;0.058	0.014;0.617	0.082;0.140	#	0.226;0.566	#	#	0.113;0.295	#	#	#	0.088;0.277	-117.053;-36.300	#	0.037;0.151	#	#	#	#	#	#	0.140;0.309	3.933;10.943	#	#	0.540;0.947	0.274;0.655	-0.285;0.832	#	#	#	011000010001010100000101010101010101000000000000000000000001000000001000000000000000100000001100000000000000110011000100000000000000000000000000000000000000010000000000000000	1.000	1.000	1	115.33	9894	7788	0.39		6	6
-0.897;4.808	#	0.020;0.058	#	#	#	#	#	0.106;0.263	0.113;0.295	0.548;0.779	#	#	#	#	0.107;1.126	0.037;0.151	#	#	-19808043079825703849842114878985096297314544923090773042976659217756331957926023182991204778263767901576022500749674966487971140059653459051606089122180475380093932684705792.000;41808063081845904238439705688075858938437362082491472849011313047799742123461525143566423736110892192196208761222230506243693473476160027053052189713086875460815589824528384.000	#	#	#	0.106;0.344	#	#	0.012;0.052	#	#	#	#	#	#	011000010001010100000101010101010101000000000000000000000001000000001000000000000000100000001100000000000000110011000100000000000000000000000000000000000000010000000000000000	1.000	1.000	1	115.33	9894	7788	0.30		6	6
#	#	#	#	#	#	#	#	#	0.057;0.305	#	#	#	-0.078;0.189	#	0.715;1.460	#	#	#	#	#	#	#	#	#	-0.013;0.038	#	0.389;0.892	#	0.260;1.465	#	0.468;0.852	#	101001010100001000010101000010000101000010000000000000000000000001000010100000010000000000010001010101000101010010000100010000100000000000010000000000000000000000000000000000	0.110	0.802	1	766.92	9897	7791	0.21		6	759
#	#	#	#	0.024;0.051	0.111;0.928	#	#	#	-0.002;0.187	#	#	#	#	#	#	-0.029;0.060	#	#	#	#	#	-1.360;5.158	0.010;0.215	#	#	#	#	#	#	-0.049;0.311	0.478;0.819	#	010001100010000110100010101000011010000000000001000000100000000010000000100000000000000000010010100001010101000100000100000000000000100000100000000000000000000000000000000000	0.086	0.783	1	743.56	9899	7793	0.24		6	934
#	#	#	#	#	#	0.076;0.880	#	#	#	#	0.047;0.136	#	#	-106.382;-31.086	#	#	#	0.034;0.634	#	#	#	0.627;3.886	0.002;0.256	#	#	#	#	#	-0.054;1.150	#	#	#	000100010101000101010101010100000101100000000000000000000000000001000000111000000000000000001000010000001000010100000100000000000000000000000000000000000000000000010000000000	0.108	0.800	2	672.05	9900	7794	0.21		6	1920
#	0.021;0.054	#	0.060;0.383	#	#	#	#	#	-0.002;0.123	#	#	#	#	-82.919;-54.546	#	#	#	#	-10716152161636713252368608566357400602156925598976560535127185333405172257064960325229908882206171474388766178671919047427766240015883058369273132381698058389560691680870400.000;32718152181836714387187774109185773828994300786392252873570603291663065463418538779230572684010318934286138383814981617027885823241694934555356605199723282151305781234892800.000	#	#	0.139;3.685	-0.031;0.186	#	#	#	0.322;0.548	#	#	#	#	#	011001000010100000000000000010000000000000000000100000100000000010000110100100100000010000000000000100000000000100100000000000000000000000000000000110000000000000000000000000	0.109	0.801	2	803.33	9904	7798	0.24		6	799
#	0.028;0.043	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.326;0.569	#	#	#	-0.084;0.526	#	#	#	0.000;0.031	#	0.350;0.749	-0.099;0.457	#	-0.141;0.428	#	#	001001001010000010100000001000010000000000100000000000000000010000000100000100010000000000000011010100010100010001001000000000000000000000000000100000000000000100000000000000	0.107	0.800	1	723.80	9906	7800	0.21		6	1164
#	#	0.006;0.029	0.050;0.321	#	#	#	#	#	#	#	0.046;0.137	0.371;0.788	#	#	#	#	#	#	68686896969659693179676260940346496371706239221214145068247213185159846430525443228281589266856025159041159118752007619570660932235127677511998740822525692665263396820615168.000;131313103232342307860488442436075804161207784498333861907922545581312540056953709141073023135078113062927865977745802537447281658379303005787886827646907026680272276527513600.000	#	#	#	#	2.562;6.367	0.003;0.068	#	#	#	#	#	0.304;0.732	#	100000000101001001010101010110000101000000000000000000000001000000001000000000000010100000000001000100001100010011000100000000000000000000000000000000000000010000000000000000	0.249	0.870	1	578.25	9915	7809	0.24		6	80
#	#	#	#	#	0.067;1.422	#	#	#	#	#	#	0.403;0.775	#	-115.687;-33.844	#	#	#	#	#	#	#	#	0.054;0.199	#	#	#	#	#	#	-0.251;0.422	#	#	010000001010000000001000001010010100000000000000000000000000010000000100010000010000000000000011010100000100110010000000000000000000000000000000100000000000000100000000000000	0.126	0.813	3	667.46	9919	7813	0.15		6	1857
2.279;8.157	#	#	#	#	#	#	-1.185;0.660	#	#	#	#	#	#	#	#	-0.032;0.071	#	#	#	-1.085;1.698	#	0.529;5.513	0.081;0.279	3.187;6.592	#	-0.001;0.028	#	#	#	-0.139;0.467	0.462;0.698	#	000001000000000000000101100000010001100000000000000011000000000000000100110000010000000000000010100010000000010110000100010001000000000000000000000001000000000000000000000000	0.146	0.825	1	737.42	9927	7821	0.30		6	406
#	#	#	#	#	#	0.184;0.795	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.483;2.058	0.057;0.639	#	0.063;0.337	0.504;6.813	#	#	#	0.058;0.472	-0.478;0.844	#	#	0.100;0.165	011010011010001010010001001000010101000000000000000000000001000000000001000000000000101000000001000100010100010001100000000000000000000000000000000000000000010000000000000000	0.118	0.808	1	680.34	9937	7831	0.24		6	709
1.889;9.842	0.032;0.049	#	0.230;0.641	0.011;0.057	#	#	#	#	#	0.252;0.680	#	#	#	-107.344;-40.778	#	#	#	#	#	-0.887;1.211	#	#	#	#	-0.006;0.030	#	#	#	-0.735;0.822	#	#	0.052;0.146	010100100100100100000101000000000000000000000000100000000000000000100100000100010000000000000010101000000100100100100100000000000000000000000100000010000000000000001000000000	0.109	0.801	1	711.55	9939	7833	0.30		6	792
#	0.034;0.050	0.019;0.052	0.253;0.472	#	#	0.105;0.569	#	#	#	0.304;0.585	#	0.499;0.743	#	#	#	-0.002;0.053	#	#	76263657727341364696221214259244503570830717167501600210748646013039505260362676447580757317718805404887407689089439690540964434999598204717518114428215296969373364940439552.000;125253512626375352621486392499597619484257750831202764274750465857958083359192229425728310221892331198150670350287674723830964987786169459510869794958016888976885321346056192.000	0.496;2.069	#	0.656;5.544	0.056;0.326	#	#	0.022;0.046	#	#	0.625;1.506	#	#	0.033;0.098	100001010101100101010101000110000101000000000000000011000010000000010000100100000000000000000000100000001100010100000100010000000000000000000000000000000100000000000000000000	0.406	0.914	1	384.34	9942	7836	0.42		6	12
#	#	#	0.124;0.613	-0.001;0.035	#	0.524;0.819	#	#	0.165;0.251	#	#	#	#	#	#	-0.011;0.076	0.375;0.548	#	#	#	#	1.405;5.239	#	#	0.020;0.061	#	0.244;0.712	#	#	-0.070;0.252	#	#	000001000101000001000100000100000000100000000000000000000000000000000000000000010000001000000010000010000100010111000000000000000000000000000000000000000000000000000000000000	1.000	1.000	1	328.67	9950	7844	0.30		6	6
#	0.022;0.061	-0.003;0.025	0.003;0.457	#	#	-0.239;0.565	#	#	#	0.278;0.707	#	#	#	#	-0.122;1.295	#	#	#	#	#	-0.134;0.494	0.570;4.883	0.027;0.128	-1.009;4.899	#	#	#	#	#	#	#	#	010000101010100010101010101001001010000000000000000000000000000000010010100001010000000000000000000011010000010110000000000000000000000000000000000010000000000000000000000000	0.098	0.793	2	794.56	9951	7845	0.30		6	776
#	#	#	#	#	#	#	#	-0.083;0.220	#	#	#	0.286;0.721	-0.098;0.220	#	#	#	#	#	-33332303333263336491466168668026939905895683068356702613832204563957611532536541362811449250414842315352675528725709393866098685590529211078758890243583842563052042910171136.000;33334303333463332018658097064814638026207611620485767094333768927803197851908431637087939623821165319230496364173863213775592056910525634370000427403828674444467430047612928.000	#	#	#	#	#	#	#	#	#	#	#	#	0.020;0.179	000001000000100000000010000000001000000000000000000000000010000000000110110000010000000000000001000100000100010100000000000000000000000000000000000000000000000000000000001000	0.164	0.834	1	649.11	9958	7852	0.15		6	1697
#	0.023;0.055	#	#	#	#	#	#	#	#	#	#	0.170;0.795	#	#	#	-0.010;0.041	#	-0.018;0.444	#	#	#	#	#	-0.540;5.669	#	-0.008;0.024	#	#	#	#	#	#	011001001010011010010001000000010101000010000000000000000000000001000000100000010000000000010000010101010000010010000100111000000000000000000000000000100000000000000010000000	0.115	0.805	1	767.78	9960	7854	0.18		6	1372
#	0.035;0.071	#	-0.123;0.401	#	#	-0.081;0.610	#	#	#	#	#	0.281;0.871	#	#	#	-0.030;0.052	#	-0.154;0.455	#	-1.869;0.713	#	#	#	#	#	#	#	#	#	-0.135;0.339	#	0.019;0.097	100010000101001000010001000110000101000000000000000000000001000000001001000000000010101000000100010100000100010011000000011000000000000000000000000000000000010000000000000000	0.093	0.788	1	731.83	9962	7856	0.27		6	412
#	0.035;0.071	#	-0.123;0.401	#	#	-0.081;0.610	-0.185;3.432	#	#	0.195;0.533	#	0.281;0.871	#	#	#	#	#	-0.154;0.455	#	-1.869;0.713	#	#	#	#	#	#	#	#	#	-0.135;0.339	#	0.019;0.097	100010000101001000010001000110000101000000000000000000000001000000001001000000000010101000000100010100000100010011000000011000000000000000000000000000000000010000000000000000	0.099	0.793	1	747.31	9962	7856	0.30		6	326
3.025;6.829	#	0.002;0.024	#	#	#	-0.230;0.597	#	-0.043;0.137	-0.004;0.189	#	#	#	0.040;0.225	-102.691;-27.395	#	#	#	-0.118;0.473	#	#	#	#	#	#	0.002;0.025	#	#	#	#	-0.069;0.300	#	#	001000010000011000010001010000000101000000000000000000000001000000000001000000000000101000000011010100010100010011000000111000000000000000000000000000000000010000000000000000	0.100	0.795	1	784.69	9965	7859	0.30		6	802
#	#	#	#	#	#	#	#	#	-0.093;0.093	#	#	#	-0.141;0.173	-40.922;40.922	#	0.018;0.094	#	#	#	#	#	#	-0.079;0.079	-2.453;2.453	#	#	#	-0.162;0.162	#	#	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	43.00	9966	7860	0.21		6	6
#	#	0.021;0.059	#	#	-0.696;0.696	#	#	0.315;0.666	-0.093;0.093	#	#	#	#	#	#	0.018;0.094	#	#	-16776741767701767494866535693759252927682086677675584417986405806613991918275879222252012599286042161667969714483722658068289874028565925117115711129102212282803596732399616.000;38778763787903787308637799040072157021770392535895401249006805388751546103940445215816416996691946826298126642447736189201015280895360433716187720338193614365453200360734720.000	#	#	-2.109;2.109	-0.079;0.079	#	#	#	#	#	#	#	#	#	011001011010101010011000001010010100000000000000000000000000000110000100110000010000000000010001010100010100010010101000000000000000000010000100000110000000000001000000001000	1.000	1.000	1	43.00	9966	7860	0.24		6	6
#	0.031;0.055	#	#	#	0.035;0.592	#	#	#	#	#	#	#	#	#	#	#	#	0.378;0.618	#	#	#	-0.388;4.404	#	#	0.006;0.050	#	#	#	#	#	#	#	010101100000100000100010000010001010000000000000000000100000000010000100100000010100000000010010101001000001010100100000000000001000000010000000000010000000000000100000000000	0.103	0.797	1	642.38	9967	7861	0.15		6	255
#	#	#	#	0.036;0.078	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0.010;0.040	#	0.404;0.889	#	#	#	#	#	010001001010000010101000101000000000000000000100000000000000000101000010111100000000000000010000000100010100010011000010000101000001000100000000000000000000000001000001100000	0.074	0.770	2	672.15	9973	7867	0.09		7	708
#	#	#	#	#	#	0.035;0.601	#	#	#	#	#	#	#	#	-0.220;0.923	#	#	-0.028;0.424	#	#	-0.151;0.495	#	0.014;0.264	1.930;7.839	#	#	#	#	#	-0.029;0.520	0.219;0.875	0.085;0.215	011001011010011010010001000000010101000000000000000000000000000000000100000100000000000000010001010100010100010110001010010000000000000110000000000100000000000000000000000000	0.118	0.807	1	650.56	9975	7869	0.27		6	704
#	#	#	-0.032;0.387	0.002;0.066	0.330;0.812	0.034;0.419	#	-0.076;0.199	#	#	#	#	#	#	#	#	#	#	-22737352363757726199837374189432448579682177040555157304243051234416809006710385867675312081770778660846104191325291339408047757262160325807575135348480261386429632083918848.000;24737352383759748404233432592613281012169999675143191703510078342954135077326361138349941092803579355965624743612832037516362930871439147167937833339328449572919142967672832.000	0.225;1.354	-0.192;0.500	-1.440;4.790	0.097;0.237	0.261;4.367	0.004;0.046	0.000;0.031	#	#	#	#	#	#	001000000010001010000000101000010010000000000000000000000000000101000100110000010100000000010000000101010001010010100010000000000000000000000100000010000000000000010000000000	0.109	0.801	1	827.48	9977	7871	0.39		6	326
#	#	#	#	-0.000;0.041	#	0.391;0.724	-1.700;0.884	#	0.056;0.221	#	#	#	#	-101.384;-56.643	#	#	#	#	#	-0.366;0.723	0.065;0.490	#	#	#	#	#	0.325;0.689	#	#	#	#	#	011001101010101010101010101000011010001000000000000000000000001000000000000000000100000001010001000100010100000100000000000000000000000000000000000000000000000000000000000000	0.091	0.787	2	710.22	9978	7872	0.24		6	164
1.687;7.796	#	#	#	0.005;0.079	#	#	#	#	#	0.352;0.681	#	#	#	#	#	-0.016;0.042	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	000001100000100000000100100010000000000000000000000000000000000000000100000000010000001000010000000001000001000011000000100000000000000000000000000000000000000000000000000000	0.147	0.826	2	722.95	9980	7874	0.12		6	1814
#	#	#	#	0.024;0.057	#	#	#	#	0.079;0.268	0.289;0.644	#	#	0.095;0.203	#	-0.242;1.373	#	#	#	#	-0.160;1.293	0.148;0.462	#	#	#	#	#	0.369;0.924	#	#	#	#	0.024;0.139	010001101010000010000010101000011010000000000000000000010000001100000000100000110001000011010000000000010100010100101000100001001000000000000000000000000000000010000000000000	0.076	0.772	1	749.68	9983	7877	0.27		6	454
