Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	0.132;0.522	#	#	#	0.372;0.862	0.766;1.046	0.064;0.414	#	0.582;0.850	0.612;1.099	0.356;0.760	0.113;0.513	0.262;0.522	#	0.354;0.863	0.557;0.825	000001	1.000	1.000	1	52.00	49244	39244	0.65		6	6
-0.100;0.200	-0.424;0.403	#	#	#	#	#	-0.265;0.435	#	-0.093;0.601	#	#	#	#	-0.607;0.308	0.013;0.498	0.041;0.507	000010	0.070	0.766	1	188.73	49965	39249	0.41		272	919
0.238;0.578	#	#	-0.210;0.210	#	#	0.096;0.436	0.036;0.446	#	#	-0.068;0.524	-0.128;0.128	-0.169;0.181	-0.225;0.401	-0.140;0.242	0.031;0.381	-0.164;0.188	010000	1.000	1.000	1	53.17	49251	39251	0.65		6	6
#	#	0.483;0.803	#	#	0.505;1.138	#	#	#	#	0.514;0.815	#	#	#	#	#	0.029;0.416	000001	0.319	0.892	1	102.22	49342	39257	0.24		25	37
0.565;1.193	#	0.293;0.673	#	0.524;0.914	0.226;0.537	#	#	0.231;0.588	#	0.276;0.686	0.545;0.548	0.374;0.754	-0.102;0.328	#	0.486;0.753	0.377;0.677	001000	0.100	1.000	1	88.29	39260	39260	0.65		0	0
0.830;1.170	#	0.124;0.733	0.304;0.757	0.360;0.610	#	0.747;0.792	#	#	0.141;0.805	0.346;0.891	0.545;0.958	0.436;0.853	-0.112;0.522	#	0.427;0.830	0.377;0.873	001000	0.100	1.000	1	87.00	39260	39260	0.71		0	0
#	-0.130;0.958	-0.127;0.218	#	0.158;0.628	-0.131;0.872	0.085;1.441	0.245;0.625	#	#	#	#	0.119;0.710	0.072;0.522	-0.160;0.160	0.314;0.848	#	001000	0.110	0.802	1	153.45	49534	39262	0.59		13	32
#	0.850;1.150	#	0.049;0.429	0.065;0.465	0.371;1.016	#	0.620;0.703	#	#	0.058;0.328	-0.281;0.314	-0.211;0.249	#	#	#	#	010000	0.100	1.000	1	39.10	39264	39264	0.47		0	0
0.865;1.135	#	#	#	#	0.576;1.016	0.114;0.964	#	-0.098;0.152	#	0.058;0.328	#	#	-0.215;0.215	#	#	-0.094;0.263	010000	1.000	1.000	1	50.17	49264	39264	0.41		6	6
#	#	#	#	#	#	0.805;1.195	0.110;0.470	0.255;0.722	0.661;0.941	#	0.224;0.627	#	0.400;0.760	#	#	0.349;0.806	000001	1.000	1.000	1	75.00	49277	39277	0.41		6	6
#	#	0.474;0.784	0.754;1.144	#	-0.170;0.494	-0.119;0.231	-0.215;0.230	#	#	#	-0.201;0.457	#	#	#	-0.205;0.231	#	000010	1.000	1.000	1	40.83	49278	39278	0.41		6	6
0.765;1.197	-0.180;0.180	#	0.770;1.230	#	-0.177;0.273	#	-0.165;0.289	-0.039;0.261	#	0.586;1.066	#	0.145;0.625	#	0.102;0.382	-0.158;0.725	-0.050;0.665	000010	1.000	1.000	1	41.17	49292	39292	0.65		6	6
#	#	0.122;0.524	#	#	#	-0.023;0.527	-0.230;0.350	-0.149;0.398	-0.125;0.492	#	0.020;0.588	-0.130;0.205	0.072;0.999	#	#	#	000010	0.157	0.831	1	190.14	49941	39303	0.47		140	296
0.331;0.651	#	0.046;0.681	-0.043;0.237	#	#	#	#	0.313;0.743	#	-0.108;0.138	#	#	#	#	#	#	000010	0.049	0.740	1	138.14	49304	39304	0.29		18	98
#	#	#	0.163;0.772	#	0.248;0.638	0.085;0.522	#	#	#	0.004;0.384	#	0.103;0.301	0.275;0.574	0.155;0.861	#	0.211;0.548	001000	0.233	0.865	2	193.73	49924	39317	0.47		38	64
#	#	0.755;1.245	-0.139;0.194	-0.276;0.211	-0.238;0.683	#	#	#	0.120;0.569	#	#	#	0.092;0.311	#	#	0.935;1.112	100000	0.100	1.000	1	152.00	39330	39330	0.41		0	0
#	-0.397;0.345	-0.150;0.404	#	0.440;0.860	#	0.850;1.185	#	-0.163;0.267	#	#	#	-0.115;0.252	#	#	0.199;0.466	-0.164;0.135	010000	1.000	1.000	1	39.50	49348	39348	0.47		6	6
-0.185;0.320	#	#	#	#	#	0.815;1.150	#	#	#	#	#	#	#	-0.165;0.165	#	#	010000	0.162	0.833	1	64.22	49348	39348	0.18		12	24
0.702;1.042	0.439;0.689	0.661;0.941	0.686;0.996	#	#	0.540;1.030	#	#	#	#	0.188;0.492	0.830;1.170	0.273;1.115	#	#	0.320;0.897	000001	1.000	1.000	1	95.67	49355	39355	0.53		6	6
#	0.456;0.969	0.195;0.685	#	#	#	#	#	#	0.279;0.689	#	#	#	#	#	#	#	000001	0.183	0.844	1	127.57	49987	39380	0.18		213	394
-0.639;0.204	#	-0.233;0.001	-0.160;0.246	#	#	#	#	-0.168;0.211	#	-0.199;0.201	#	#	#	#	0.743;1.034	0.819;1.073	100000	0.817	0.980	1	173.67	49986	39393	0.41		44	50
#	#	#	#	#	#	#	0.725;1.025	0.191;0.561	-0.121;0.279	0.487;0.787	#	#	0.094;0.514	#	0.527;0.932	0.563;0.999	000010	0.239	0.867	1	87.10	49412	39412	0.41		6	10
0.875;1.125	0.103;0.373	#	#	-0.358;0.599	0.131;0.511	0.767;1.167	0.725;1.025	#	#	#	0.573;0.956	#	0.094;0.514	0.424;0.754	#	0.563;0.999	000010	1.000	1.000	1	71.50	49412	39412	0.59		6	6
#	#	0.217;0.567	#	#	-0.238;0.329	#	#	#	#	#	#	#	#	0.364;1.075	0.473;1.115	#	100000	0.054	0.746	1	165.15	49983	39418	0.24		164	690
#	#	0.138;0.878	0.469;1.012	0.257;0.537	#	#	#	-0.020;0.649	#	0.365;1.099	#	#	-0.120;0.519	0.412;0.696	#	0.144;0.745	000001	0.096	0.791	1	153.73	49894	39421	0.47		30	71
#	#	#	#	#	#	#	#	-0.028;0.312	#	#	0.687;1.593	#	-0.116;0.184	#	#	0.756;1.568	100000	0.206	0.854	2	194.67	49986	39432	0.24		509	917
#	#	0.612;1.112	0.770;1.085	0.730;1.160	0.353;0.853	0.865;1.058	0.248;0.598	#	0.020;0.440	0.695;1.175	0.472;0.777	#	#	#	#	0.421;0.828	001000	1.000	1.000	1	49.67	49453	39453	0.59		6	6
#	#	#	0.016;0.336	0.496;0.866	#	0.190;0.610	#	#	0.107;0.467	#	0.289;0.814	0.200;1.418	0.239;0.768	#	0.194;0.863	#	000001	0.391	0.910	1	152.71	49786	39454	0.47		19	26
0.021;0.888	-0.080;0.360	#	0.020;0.360	-0.099;0.241	#	0.018;0.418	#	#	0.418;0.606	0.025;0.253	-0.419;0.241	-0.173;0.317	0.424;0.814	#	#	-0.210;0.217	000001	1.000	1.000	1	57.33	49465	39465	0.65		6	6
0.307;0.664	#	#	#	#	#	#	#	#	0.250;0.606	#	#	#	#	#	0.304;0.571	-0.063;0.676	000001	0.142	0.823	1	157.31	49995	39466	0.24		203	421
-0.425;0.477	-0.156;0.224	-0.117;0.193	-0.092;0.158	#	0.083;0.553	-0.125;0.195	0.508;0.898	0.109;0.459	#	-0.097;0.333	0.531;0.865	-0.107;0.283	0.347;0.837	0.459;0.769	0.588;0.845	0.456;0.952	000110	0.391	0.910	1	151.11	49478	39478	0.88		6	13
#	#	#	#	#	#	-0.125;0.197	-0.240;0.450	#	#	#	-0.376;0.467	#	#	#	-0.149;0.326	#	010000	0.217	0.859	1	167.46	49996	39512	0.24		705	1225
-0.141;0.311	-0.210;0.250	#	0.081;0.349	#	#	#	#	#	#	-0.212;0.218	#	0.271;0.541	#	0.569;0.819	0.697;0.964	0.710;0.968	001000	0.056	0.750	1	141.71	39525	39525	0.47		0	14
0.512;0.912	0.421;1.346	#	0.604;0.903	#	#	#	0.153;0.624	#	#	#	0.421;0.745	#	#	#	#	#	000001	0.259	0.874	1	93.88	49897	39528	0.29		39	58
#	#	#	0.623;0.903	0.675;0.849	0.398;0.878	#	#	#	#	#	#	#	#	0.374;0.674	0.087;0.532	0.330;0.628	000001	1.000	1.000	1	115.89	49619	39528	0.35		19	19
0.376;0.866	#	#	#	-0.204;0.115	#	#	#	#	#	-0.507;0.281	0.341;1.079	#	-0.175;0.640	0.127;0.627	0.474;0.957	#	100000	0.155	0.830	1	146.85	49532	39532	0.41		42	98
#	#	#	-0.072;0.358	0.011;0.412	0.085;0.565	#	0.192;0.512	0.087;0.565	#	#	#	0.036;0.673	0.076;0.597	-0.215;0.215	0.271;0.611	#	001000	0.140	0.822	1	195.12	49774	39534	0.53		37	86
-0.004;0.486	-0.003;0.347	#	0.404;0.737	0.296;0.746	0.096;0.376	0.772;1.222	0.551;0.831	#	-0.426;0.356	0.382;0.792	#	0.504;0.944	-0.231;0.249	0.448;0.918	0.380;0.686	0.608;0.890	100010	1.000	1.000	1	92.17	49542	39542	0.82		6	6
#	#	#	#	#	#	0.155;0.504	#	#	#	#	0.620;0.902	-0.125;0.355	#	0.489;0.899	#	0.093;1.099	001000	0.059	0.753	1	183.15	49893	39552	0.29		168	610
#	0.075;0.445	#	#	#	0.351;0.529	0.249;0.798	#	-0.097;0.651	#	#	0.595;0.949	0.127;0.567	0.304;0.478	0.643;1.024	#	#	000001	1.000	1.000	1	184.83	49557	39557	0.47		6	6
0.030;0.445	#	#	0.393;0.877	#	0.119;0.724	0.239;0.817	#	#	0.567;0.827	#	0.034;0.550	#	0.311;0.601	#	-0.092;0.175	0.071;0.647	000001	1.000	1.000	1	83.17	49559	39559	0.53		6	6
#	-0.157;0.253	0.611;0.911	0.810;1.190	#	#	#	0.666;0.956	-0.197;0.253	#	#	0.437;0.732	#	#	0.467;0.957	0.582;1.047	0.154;0.630	100010	1.000	1.000	1	77.83	49569	39569	0.53		6	6
#	0.204;0.403	0.005;0.637	#	#	#	0.085;0.522	#	0.126;0.448	#	#	0.211;0.505	#	0.275;0.708	0.155;0.861	#	#	001000	0.121	0.810	1	221.26	49570	39570	0.41		42	98
0.790;1.210	0.520;0.790	0.390;0.750	0.471;0.821	0.750;1.250	0.574;0.954	#	-0.062;0.338	0.780;1.100	0.474;0.934	0.845;1.155	#	0.368;0.748	#	0.364;0.774	#	#	010000	1.000	1.000	2	45.00	49573	39573	0.71		6	6
0.027;0.327	0.342;0.762	#	0.169;0.619	0.113;0.533	0.289;0.759	0.113;0.563	#	-0.312;0.224	0.059;0.339	0.100;0.590	#	0.181;0.571	-0.018;0.402	0.017;0.487	0.575;0.941	0.457;0.933	010000	1.000	1.000	1	164.17	49576	39576	0.82		6	6
#	#	#	#	#	#	#	#	#	#	-0.269;0.483	0.269;0.827	#	#	#	#	0.566;1.019	000100	0.055	0.748	2	191.45	49970	39583	0.18		901	4033
#	0.054;1.241	0.045;0.515	#	0.270;0.586	-0.057;0.500	#	#	0.093;0.453	#	#	#	0.138;0.498	-0.093;0.271	#	0.013;1.127	#	000010	0.061	0.756	1	205.96	49816	39593	0.47		94	383
#	-0.783;0.329	#	#	-0.157;0.303	#	#	-0.240;0.190	-0.014;0.267	-0.037;0.655	-0.026;0.412	#	#	#	#	#	#	010000	0.273	0.878	1	189.84	49996	39601	0.35		508	796
0.676;1.021	0.456;0.969	#	#	#	-0.019;0.718	0.213;0.563	#	-0.020;0.480	0.193;0.515	0.704;1.085	#	#	0.504;0.753	#	0.327;0.961	#	000001	1.000	1.000	1	69.83	49602	39602	0.53		6	6
0.136;0.616	-0.207;0.273	0.636;1.372	#	#	0.547;0.827	-0.140;0.160	0.676;1.146	#	0.368;0.848	-0.172;0.178	#	-0.013;0.377	-0.085;0.375	#	0.779;1.165	#	100001	0.162	0.833	1	86.17	49627	39627	0.65		6	12
0.124;0.454	-0.197;0.236	0.845;1.155	0.875;1.125	0.835;1.165	0.870;1.130	#	#	#	#	#	0.086;0.361	#	#	#	0.544;0.930	#	010000	1.000	1.000	1	28.67	49637	39637	0.47		6	6
-0.185;0.255	#	-0.126;0.174	-0.179;0.321	-0.050;0.156	0.394;0.804	#	0.290;0.716	#	#	#	0.398;0.771	0.321;0.691	#	-0.142;0.806	#	#	000010	0.096	0.791	1	152.47	49643	39643	0.53		22	67
-0.124;0.501	0.115;0.565	0.005;0.294	#	#	-0.115;0.724	#	#	0.106;1.179	#	-0.060;0.360	#	0.237;0.840	0.208;0.489	#	#	0.314;0.721	001000	0.242	0.868	1	223.74	49962	39645	0.53		88	146
#	#	0.444;0.685	#	0.233;0.613	0.622;0.882	#	0.425;0.775	0.307;0.717	#	#	#	#	#	#	#	#	000001	0.419	0.917	1	132.73	49664	39664	0.29		6	12
0.202;0.702	#	0.310;1.004	#	#	#	#	-0.077;0.313	0.130;0.947	#	#	#	-0.042;0.438	#	#	#	0.225;1.000	000001	0.132	0.817	1	146.61	49844	39666	0.35		85	182
0.045;0.385	#	0.385;1.023	#	#	-0.238;0.329	-0.388;0.503	#	#	#	-0.242;0.258	#	#	#	#	#	#	100000	0.050	0.740	1	145.24	49973	39670	0.29		31	140
0.450;1.368	0.274;0.644	0.446;0.766	#	-0.216;0.683	0.167;0.627	0.369;0.773	-0.082;0.218	#	#	0.394;0.734	#	#	0.336;0.836	0.105;0.365	#	#	000100	0.162	0.833	1	71.64	49674	39674	0.59		6	12
0.150;0.866	0.425;0.815	#	#	#	-0.246;0.201	#	#	#	-0.161;0.169	#	#	#	-0.153;0.177	#	#	-0.155;0.342	010000	1.000	1.000	1	60.56	49977	39676	0.35		13	13
#	0.425;0.815	0.647;1.027	#	#	-0.199;0.201	0.775;1.225	#	#	-0.161;0.169	#	#	#	-0.118;0.142	-0.084;0.256	#	-0.155;0.831	010000	1.000	1.000	1	40.17	49676	39676	0.47		6	6
-0.145;0.215	-0.119;0.176	#	-0.129;0.181	-0.127;0.183	0.253;0.675	-0.207;0.293	0.477;0.767	0.111;0.411	0.625;1.035	-0.174;0.246	0.442;0.727	-0.187;0.253	#	0.416;0.676	#	#	000110	1.000	1.000	1	128.72	49945	39684	0.76		13	13
-0.194;0.321	#	#	-0.099;0.461	#	#	0.464;0.844	-0.240;0.450	-0.173;0.484	#	#	#	#	-0.173;0.401	#	-0.149;0.129	#	010000	1.000	1.000	1	88.43	49702	39702	0.41		12	12
-0.128;0.196	#	-0.082;0.160	-0.057;0.623	-0.113;0.552	#	#	0.024;0.394	#	#	#	-0.384;0.149	0.681;0.941	-0.149;0.401	-0.138;0.250	#	#	010000	1.000	1.000	1	102.00	49710	39710	0.53		6	6
#	#	0.122;0.474	-0.082;0.336	#	#	#	#	#	#	#	-0.201;0.588	#	0.072;0.617	#	#	#	000010	0.089	0.785	1	229.62	49975	39711	0.24		429	1271
-0.083;0.367	#	0.479;1.346	0.387;0.787	0.465;0.955	#	0.102;0.512	0.362;1.027	-0.201;0.249	#	0.219;0.716	0.465;0.721	#	0.662;1.032	#	0.323;0.846	#	000001	1.000	1.000	1	64.17	49739	39739	0.65		6	6
0.331;0.632	#	#	0.069;0.237	#	#	#	0.378;0.638	#	-0.125;0.375	#	#	#	#	#	#	#	000010	0.133	0.817	1	186.75	49740	39740	0.24		42	93
-0.090;0.180	#	#	#	0.127;0.458	0.061;0.331	#	0.147;0.803	#	#	0.049;0.379	#	0.119;1.037	#	#	#	#	001000	0.098	0.793	1	226.01	49962	39743	0.35		173	466
#	#	#	0.470;0.930	#	#	#	#	#	#	#	0.156;0.748	#	#	#	-0.002;0.429	0.360;0.676	000001	0.150	0.827	1	117.51	49929	39765	0.24		103	214
#	0.456;0.711	#	#	0.410;0.910	#	0.225;0.968	#	#	#	#	0.444;1.170	#	#	0.148;0.678	#	#	000001	0.328	0.894	1	137.59	49897	39765	0.29		107	161
#	#	#	0.203;0.613	#	#	0.116;0.550	0.446;0.806	0.377;0.857	#	-0.040;0.360	0.455;0.750	#	0.683;0.963	0.391;0.807	0.541;1.305	0.534;0.901	100000	1.000	1.000	1	97.26	49973	39768	0.59		13	13
#	-0.072;0.298	-0.044;0.221	#	#	#	#	0.198;1.406	#	#	#	0.521;1.131	0.112;0.502	#	0.547;1.075	#	#	100000	0.045	0.734	1	195.53	49888	39773	0.35		237	1042
#	#	-0.127;0.591	0.051;0.378	-0.215;0.536	#	#	#	-0.198;0.536	-0.128;0.362	#	#	0.206;0.652	0.462;0.762	#	#	#	000010	0.125	0.812	1	162.62	49912	39775	0.41		31	71
#	0.445;0.640	#	#	#	#	#	#	#	#	#	#	0.200;1.418	#	#	0.205;0.492	0.190;0.491	000001	0.176	0.840	1	135.56	49778	39778	0.24		52	94
#	0.075;0.445	#	0.016;0.336	0.496;0.866	#	0.249;0.610	#	-0.006;0.254	0.107;0.467	#	0.289;0.814	#	0.239;0.768	#	0.194;0.863	0.518;0.876	000001	1.000	1.000	1	150.81	49786	39786	0.59		12	12
#	#	#	#	#	#	#	#	#	-0.246;1.073	#	#	0.397;0.918	0.361;0.711	#	0.456;0.679	0.600;0.927	000001	0.113	0.804	1	129.99	49947	39788	0.29		31	75
-0.247;0.493	#	#	-0.109;0.241	#	#	-0.145;0.165	0.760;1.001	#	#	0.120;0.600	#	-0.202;0.506	#	#	#	0.756;1.568	100000	0.460	0.925	1	207.48	49835	39796	0.41		49	67
0.030;0.321	#	#	-0.124;0.195	#	-0.160;0.193	-0.579;0.195	#	#	#	-0.154;0.226	-0.015;0.290	-0.215;0.215	#	-0.165;0.803	#	#	010000	0.124	0.811	1	219.86	49919	39801	0.47		111	242
#	-0.181;0.189	#	#	#	#	#	0.461;0.625	#	#	#	#	0.200;0.622	0.447;0.718	#	-0.028;0.821	#	000001	0.214	0.857	1	143.74	49803	39803	0.29		24	42
#	0.427;0.757	-0.226;0.244	#	-0.216;0.403	#	0.633;0.953	#	#	-0.208;0.252	#	0.676;0.951	-0.190;0.210	#	#	#	0.670;1.096	100000	1.000	1.000	1	82.50	49804	39804	0.47		6	6
#	-0.103;0.187	0.176;0.556	-0.203;0.735	#	0.462;0.782	-0.156;0.334	0.655;1.135	#	#	0.341;0.771	-0.010;0.354	#	#	#	0.646;1.239	0.109;0.496	000010	1.000	1.000	1	44.50	49806	39806	0.59		6	6
0.599;1.009	0.721;1.091	#	#	#	-0.238;0.795	0.423;0.803	#	#	#	#	0.365;0.621	-0.199;0.506	#	0.364;0.794	#	#	100000	1.000	1.000	1	132.00	49813	39813	0.41		6	6
0.634;1.074	0.656;1.156	#	0.737;1.037	#	0.138;0.618	0.403;0.823	0.284;0.724	0.106;0.566	0.284;0.674	#	#	0.089;0.569	-0.163;0.337	0.320;0.740	0.176;0.482	#	100000	1.000	1.000	1	132.00	49813	39813	0.71		6	6
#	#	0.723;1.053	#	#	0.431;0.751	#	#	#	0.685;0.955	0.428;0.828	0.017;0.498	0.448;0.833	#	#	#	#	010000	1.000	1.000	1	48.17	49814	39814	0.35		6	6
#	0.099;0.564	0.743;1.033	#	0.586;0.976	#	0.460;1.035	-0.152;0.228	#	0.600;1.060	#	#	#	#	-0.262;0.713	0.034;0.499	0.069;0.565	010000	1.000	1.000	1	48.17	49814	39814	0.53		6	6
0.427;0.846	0.254;0.634	0.178;0.428	0.187;0.467	0.141;0.551	0.160;0.460	0.118;0.458	0.197;0.647	0.335;0.705	0.329;0.659	0.136;0.526	0.492;0.747	0.199;0.579	0.301;0.721	0.239;0.579	0.375;1.046	0.328;0.775	001010	1.000	1.000	2	206.33	49817	39817	1.00		6	6
#	#	0.310;0.878	#	-0.291;0.366	#	#	#	0.145;0.635	0.279;0.689	#	0.212;0.664	-0.049;0.401	#	#	0.549;0.994	#	000001	0.075	0.772	1	174.33	49820	39820	0.41		30	95
#	#	-0.011;0.349	#	#	#	-0.118;0.322	#	0.398;0.898	0.706;1.166	-0.652;0.650	0.486;0.839	0.006;0.356	#	#	#	#	000001	0.045	0.733	1	98.37	49829	39829	0.41		6	30
#	-0.095;0.255	#	#	#	#	#	0.528;0.998	#	0.706;1.166	#	0.456;0.869	0.006;0.356	0.390;0.680	#	0.627;1.013	0.502;0.899	000001	0.162	0.833	1	101.52	49829	39829	0.47		6	12
#	-0.125;0.248	#	0.775;1.225	0.720;1.070	0.422;0.702	-0.221;0.249	0.812;1.079	-0.200;0.289	0.443;0.923	-0.161;0.219	0.332;0.489	#	#	#	#	#	100000	1.000	1.000	2	64.83	49843	39843	0.59		6	6
#	#	0.805;1.195	#	0.860;1.140	#	0.765;1.235	#	#	-0.120;0.220	#	0.460;0.804	0.183;0.603	#	0.400;0.750	0.246;0.622	#	010000	1.000	1.000	1	57.46	49845	39845	0.47		12	12
0.840;1.160	#	0.755;1.245	-0.246;0.254	-0.190;0.202	#	#	#	#	#	-0.171;0.179	#	-0.098;0.292	0.092;0.311	#	-0.128;1.115	#	100000	1.000	1.000	1	71.67	49856	39856	0.47		6	6
0.718;1.178	#	0.463;0.913	#	0.524;0.914	#	0.490;0.970	0.115;0.575	0.431;0.921	#	#	#	0.374;0.754	0.374;0.714	0.348;0.635	#	#	001000	1.000	1.000	1	78.00	49864	39864	0.53		6	6
0.094;0.698	-0.127;0.537	#	#	0.810;1.190	0.106;0.286	#	0.065;0.963	0.121;0.680	-0.154;0.465	#	#	#	0.060;1.015	#	0.082;0.507	0.507;0.721	001000	0.100	1.000	1	82.71	39866	39866	0.59		0	0
#	#	#	#	0.835;1.165	#	0.527;1.017	#	#	#	#	#	0.476;0.786	0.691;1.021	-0.110;0.200	#	0.232;0.490	000001	1.000	1.000	1	36.17	49873	39873	0.35		6	6
#	0.656;0.996	#	#	#	0.629;0.969	0.527;1.017	0.291;0.561	#	#	#	-0.169;0.273	#	0.691;1.021	-0.110;0.517	#	0.144;0.490	000001	1.000	1.000	1	36.17	49873	39873	0.47		6	6
#	#	-0.167;0.404	#	#	#	#	#	#	#	-0.068;0.630	#	#	-0.225;0.225	#	-0.127;0.259	-0.164;0.309	010000	0.364	0.904	1	182.44	49996	39874	0.29		523	735
-0.081;0.249	#	#	#	#	0.235;0.645	#	0.631;1.101	#	0.729;1.069	#	#	#	0.016;0.516	#	0.713;1.358	0.588;0.965	000001	0.162	0.833	1	91.10	49890	39890	0.41		6	12
0.435;0.707	-0.212;0.228	#	#	#	#	#	#	#	#	#	0.306;0.689	#	0.331;0.721	#	#	0.114;0.700	000001	0.222	0.860	1	159.85	49891	39891	0.29		18	31
#	0.075;0.445	0.289;0.878	#	#	#	#	0.345;0.785	-0.097;0.651	#	#	#	#	0.148;0.624	#	#	#	000001	0.072	0.769	1	193.11	49981	39894	0.29		155	476
#	0.456;0.711	#	0.815;1.213	#	#	#	#	#	#	#	0.444;1.170	#	#	0.124;0.678	#	#	000001	1.000	1.000	1	97.40	49897	39897	0.24		24	24
#	0.119;0.188	0.784;1.104	0.746;1.096	#	0.632;1.168	#	0.639;0.929	0.617;1.087	#	0.810;1.352	#	#	#	0.284;0.764	0.264;0.690	0.328;0.725	000001	0.100	1.000	1	28.73	39903	39903	0.59		0	0
0.748;1.108	0.104;0.419	0.784;1.104	0.796;1.146	0.860;1.140	#	0.768;1.128	0.639;0.929	#	#	#	0.359;0.654	-0.106;0.304	0.553;0.893	0.048;0.764	#	0.328;0.725	000001	1.000	1.000	1	35.17	49903	39903	0.71		6	6
#	#	-0.249;0.405	#	#	-0.120;0.120	#	-0.185;0.450	-0.186;0.555	-0.198;0.272	#	#	#	-0.173;0.225	-0.165;0.588	#	#	010000	0.137	0.820	1	191.63	49996	39911	0.41		487	1031
#	#	0.030;0.685	#	#	#	#	#	#	#	#	0.302;0.610	#	#	0.117;0.597	0.164;0.821	#	000001	0.045	0.733	1	203.64	49995	39917	0.24		638	2797
#	-0.117;0.143	#	-0.230;0.397	-0.023;0.327	-0.080;0.380	-0.048;0.412	#	0.288;0.801	#	#	0.108;1.054	#	#	#	#	#	000010	0.056	0.749	1	173.29	49972	39921	0.41		89	443
#	0.031;0.491	-0.152;0.466	#	-0.117;0.467	0.010;0.239	-0.219;0.950	#	#	-0.152;0.455	#	#	0.119;0.649	0.066;0.574	0.482;0.899	0.462;0.998	#	001000	0.141	0.822	1	242.15	49950	39922	0.59		222	470
#	#	#	#	-0.215;0.345	#	#	#	#	-0.128;0.950	#	#	#	#	#	0.013;0.611	#	000010	0.052	0.744	1	200.26	49998	39925	0.18		984	4497
-0.220;0.299	#	-0.191;0.322	0.012;0.452	#	#	#	0.266;1.304	#	#	#	0.513;0.886	#	0.255;0.595	0.537;0.775	#	#	000100	0.055	0.749	1	168.62	49895	39937	0.41		73	420
#	#	#	#	#	#	#	#	#	0.250;0.606	#	#	#	#	#	-0.012;0.473	-0.063;0.605	000001	0.073	0.770	1	159.20	49995	39944	0.18		322	1009
#	-0.192;0.238	#	-0.100;0.210	-0.222;0.228	#	#	#	#	#	-0.007;0.364	#	0.302;0.853	0.656;0.976	#	#	#	000001	0.055	0.748	1	124.98	49948	39948	0.35		12	49
#	0.456;0.969	0.264;0.694	#	#	#	#	0.060;0.564	0.369;0.879	-0.163;0.698	0.230;0.539	-0.017;0.258	0.614;1.099	-0.016;0.434	-0.084;0.186	-0.155;0.570	-0.225;0.251	000001	1.000	1.000	2	72.00	49966	39966	0.71		6	6
0.149;0.479	#	0.229;0.729	-0.103;0.876	0.239;0.639	0.593;1.073	#	#	#	#	-0.379;0.538	#	#	#	-0.129;0.231	#	#	000001	0.214	0.857	1	99.64	49966	39966	0.41		16	28
-0.090;0.501	-0.130;0.590	-0.152;0.294	#	0.000;0.400	#	-0.850;1.441	#	#	0.104;0.641	#	#	#	0.097;0.386	#	#	#	001000	0.061	0.756	1	219.19	49990	39991	0.41		498	1716
#	#	#	#	#	-0.199;0.211	#	#	#	-0.211;0.594	#	-0.376;0.467	#	#	#	#	#	010000	0.087	0.784	1	186.92	49996	40002	0.18		727	1960
0.061;0.381	-0.030;0.430	0.057;0.387	-0.006;0.354	0.130;0.500	-0.081;0.199	0.120;0.440	0.081;0.471	-0.092;0.298	-0.150;0.220	#	0.323;0.579	-0.091;0.279	-0.116;0.374	0.170;0.580	0.229;0.516	0.269;0.586	000110	0.051	0.743	2	225.88	48375	40007	0.94		6	70
#	0.445;0.969	#	#	#	0.384;0.683	#	#	#	#	0.177;0.874	#	#	-0.044;0.475	#	0.194;0.676	#	000001	0.202	0.852	1	142.81	49987	40010	0.29		89	149
#	#	0.717;1.077	0.718;1.098	0.013;0.383	0.655;1.145	0.765;1.235	#	-0.130;0.160	0.275;0.937	0.518;0.868	#	0.328;0.798	0.526;1.016	#	#	-0.148;0.671	010000	1.000	1.000	1	62.00	48395	40027	0.65		5	5
0.050;0.475	0.647;0.967	0.028;0.458	#	0.579;0.959	0.548;0.978	0.618;0.998	0.082;0.522	0.526;0.906	#	0.678;1.158	#	0.533;0.993	#	#	#	0.182;0.539	000010	1.000	1.000	1	68.60	48405	40037	0.65		5	5
#	0.568;0.861	0.644;0.924	0.740;1.120	0.760;1.213	0.700;1.170	-0.192;0.258	-0.002;0.278	#	0.458;0.768	0.795;1.205	0.480;0.814	0.374;0.844	-0.147;0.343	0.489;0.959	0.618;0.984	0.758;0.897	010000	0.100	1.000	1	34.05	40039	40039	0.88		0	0
#	#	#	0.810;1.190	#	0.432;0.862	#	#	#	-0.065;0.405	#	#	#	0.532;0.792	0.155;0.435	#	0.092;0.536	000001	1.000	1.000	1	85.40	48409	40041	0.35		5	5
-0.142;0.158	-0.239;0.251	-0.129;0.141	-0.123;0.137	-0.150;0.160	#	-0.140;0.150	#	-0.013;0.023	0.194;0.574	-0.195;0.205	0.680;1.122	0.441;0.871	#	0.750;1.030	0.770;1.037	0.758;1.045	001100	0.006	0.751	1	109.28	40043	40043	0.82		0	0
