Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Att18	Att19	Att20	Att21	Att22	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	0.101;0.191	0.098;0.270	#	#	#	#	#	#	#	#	0.398;0.617	#	0.052;0.172	0.004;0.011	#	0.269;0.764	#	#	0.078;0.118	-0.079;1.183	0.280;1.095	011000	0.123	0.657	1	71.68	9957	5483	0.41		23	35
#	#	0.124;0.349	#	#	#	-0.032;0.141	0.146;0.426	0.976;1.387	#	#	#	-0.097;0.253	#	0.007;0.011	-0.056;1.313	#	#	#	#	#	-0.380;0.463	000110	0.031	0.500	1	44.42	9790	5489	0.36		11	22
#	#	#	0.215;0.314	#	1.178;6.826	#	0.146;0.426	0.976;1.387	#	#	#	#	0.050;0.112	#	#	#	#	#	#	#	#	000110	1.000	1.000	1	48.99	9790	5489	0.23		11	11
#	0.026;0.122	0.087;0.295	0.136;0.217	-0.278;0.441	#	-0.078;0.244	#	0.591;1.059	#	#	#	#	#	0.005;0.009	-0.459;0.773	#	#	#	#	0.606;3.418	-0.054;0.754	001100	0.113	0.647	1	50.88	9791	5490	0.45		22	34
#	#	0.094;0.332	0.106;0.189	#	7.379;15.071	#	#	#	2.544;6.494	#	0.346;0.657	-0.125;0.225	-0.003;0.109	0.009;0.014	#	0.322;1.008	#	#	0.046;0.111	0.847;1.554	#	001110	0.071	0.589	1	61.81	9795	5494	0.50		33	56
#	#	#	#	-0.266;0.316	#	0.165;0.175	-0.073;0.183	#	#	-0.360;0.563	#	#	0.019;0.093	#	#	#	#	0.060;0.341	0.066;0.092	#	0.168;0.778	100001	1.000	1.000	1	169.39	9804	5503	0.36		11	11
-88.539;-72.706	#	0.094;0.332	#	-0.311;0.324	#	#	#	#	0.151;6.845	#	#	-0.029;0.225	-0.003;0.109	#	0.339;1.111	#	1.719;4.115	#	#	0.847;1.554	#	001110	1.000	1.000	1	25.71	9810	5509	0.41		11	11
#	#	0.003;0.127	0.001;0.139	1.412;1.994	#	#	0.053;0.166	#	#	#	0.293;0.686	#	0.024;0.111	#	#	#	2.624;3.788	0.146;0.494	#	#	1.165;1.704	000001	0.113	0.647	1	46.81	9823	5522	0.41		22	34
#	0.136;0.286	#	#	#	#	#	0.053;0.166	-0.284;0.434	-1.961;6.803	#	#	0.431;0.688	#	#	-0.724;0.279	-0.150;0.620	#	#	#	-0.095;1.442	1.165;1.704	000001	1.000	1.000	1	29.12	9823	5522	0.41		11	11
-76.672;-47.041	#	#	0.019;0.183	#	#	#	#	#	0.324;4.274	0.754;0.762	0.359;0.763	-0.051;0.485	0.018;0.125	#	#	#	1.902;3.579	#	#	0.355;1.358	#	010000	0.000	0.295	1	81.50	5524	5524	0.41		0	0
#	#	0.098;0.256	0.141;0.220	#	#	#	#	#	8.657;15.076	#	0.398;0.617	-0.020;0.303	#	#	#	-0.056;0.764	0.061;2.270	#	0.078;0.118	#	#	011000	1.000	1.000	1	53.29	9836	5535	0.36		11	11
-112.143;-86.039	0.130;0.208	0.026;0.197	#	-0.608;0.643	3.373;7.460	#	-0.064;0.189	#	4.370;13.134	#	0.252;0.525	#	0.129;0.190	#	#	#	-0.467;1.005	0.332;0.796	#	#	-0.331;0.495	001100	0.031	0.500	1	37.77	9840	5539	0.55		11	22
#	-0.032;0.091	#	#	-0.311;0.324	#	-0.078;0.181	#	#	#	#	#	-0.039;0.051	-0.003;0.109	0.003;0.015	#	#	#	#	#	#	-0.412;0.898	001110	0.166	0.698	1	84.19	9993	5547	0.32		104	149
#	#	0.001;0.134	#	#	-0.477;6.342	0.105;0.351	#	#	#	-0.083;0.608	#	0.162;0.399	#	#	0.138;1.353	-0.049;0.437	#	0.060;0.341	0.066;0.092	-0.269;0.415	#	100001	0.196	0.722	2	68.91	9915	5549	0.45		57	79
#	-0.005;0.106	0.001;0.134	#	#	-0.477;6.342	0.105;0.351	-0.008;0.172	#	-1.531;6.792	#	0.411;0.681	-0.026;0.351	-0.011;0.096	#	#	#	-0.300;1.001	0.060;0.341	#	-0.269;0.415	#	100001	1.000	1.000	1	107.40	9915	5549	0.55		23	23
#	#	0.098;0.270	0.141;0.220	#	#	0.089;0.154	#	#	#	#	#	#	#	#	-1.156;0.452	#	0.061;1.943	0.026;0.754	0.057;0.118	#	-0.143;1.095	011000	0.132	0.667	1	58.03	9991	5563	0.36		46	69
-118.396;-72.706	-0.032;0.091	0.041;0.209	#	#	4.661;15.071	-0.078;0.122	-0.018;0.261	#	1.387;5.583	#	#	-0.114;0.051	#	0.003;0.015	#	#	#	#	#	#	#	001110	0.204	0.728	1	85.76	9993	5581	0.41		91	125
#	0.004;0.099	0.014;0.114	#	#	6.637;9.642	#	-0.022;0.093	-0.082;0.271	-0.397;6.268	#	#	0.279;0.457	#	#	0.438;1.518	#	0.277;2.638	0.198;0.621	0.095;0.129	#	#	000001	1.000	1.000	1	42.93	9890	5589	0.50		11	11
#	0.008;0.064	0.001;0.134	#	#	0.702;3.962	0.002;0.138	#	-0.083;0.453	#	#	0.189;0.511	#	-0.011;0.093	#	#	#	#	#	#	#	-0.037;0.473	100001	0.104	0.636	2	80.97	9983	5600	0.36		136	214
-96.956;-67.429	-0.003;0.123	0.214;0.297	#	#	#	-0.078;0.244	#	#	#	#	0.596;0.749	#	#	#	#	#	#	#	#	#	-0.274;0.854	001100	0.137	0.672	1	51.46	9913	5606	0.27		45	67
#	#	#	#	-0.484;0.521	3.968;8.415	-0.032;0.109	#	#	#	0.856;1.707	#	#	0.029;0.072	0.004;0.011	#	#	#	#	#	#	#	001100	1.000	1.000	1	57.17	9913	5608	0.27		23	23
#	-0.005;0.122	#	0.205;0.338	#	#	#	#	0.591;1.095	#	0.731;1.200	#	#	#	#	-0.018;0.773	#	#	#	#	#	-0.033;0.470	001100	0.132	0.667	1	50.31	9913	5612	0.27		22	33
-75.611;-47.829	#	#	#	#	#	#	#	0.149;0.513	#	-0.066;0.378	0.440;0.620	#	#	#	-0.746;0.013	-0.163;1.269	1.062;2.071	#	#	0.586;1.327	#	010000	1.000	1.000	1	48.03	9914	5613	0.36		33	33
#	#	0.098;0.270	0.141;0.220	#	#	0.089;0.154	0.098;0.266	#	#	#	#	#	0.008;0.129	#	-1.156;0.452	#	0.061;1.943	0.026;0.754	0.057;0.118	#	-0.143;1.095	011000	1.000	1.000	1	64.86	9991	5621	0.45		45	45
-81.111;-55.007	#	#	0.054;0.114	0.503;1.261	#	0.262;0.423	#	#	#	#	0.447;0.682	#	-0.006;0.037	#	0.051;0.668	#	#	0.011;0.491	0.066;0.118	#	0.629;1.311	000001	1.000	1.000	1	86.88	9928	5627	0.45		11	11
-84.607;-67.062	0.112;0.197	#	#	-0.591;0.644	#	#	0.233;0.355	#	#	#	#	0.100;0.449	-0.011;0.062	#	#	#	#	#	0.076;0.119	#	-0.022;1.145	100000	1.000	1.000	1	59.01	9929	5628	0.36		11	11
#	#	0.089;0.197	0.030;0.095	#	#	#	-0.062;0.191	-0.220;0.777	#	#	0.304;0.615	0.401;0.751	#	0.004;0.011	#	-0.105;0.684	#	0.003;0.468	#	#	#	100000	1.000	1.000	2	54.51	9988	5635	0.41		23	23
#	0.120;0.195	0.014;0.102	0.003;0.120	#	#	#	#	#	#	-0.875;0.584	#	0.299;0.530	-0.006;0.088	0.004;0.013	0.147;1.189	-0.228;0.576	#	#	#	#	#	100001	1.000	1.000	1	50.07	9937	5636	0.41		11	11
#	0.008;0.064	0.001;0.134	#	#	#	#	#	-0.083;0.453	-0.125;5.505	#	0.189;0.511	#	-0.011;0.051	#	#	-0.340;0.916	0.899;1.857	#	0.058;0.105	-0.628;0.991	-0.082;1.210	100001	0.182	0.712	1	87.17	9983	5641	0.50		111	156
#	#	0.060;0.240	0.069;0.155	-0.029;0.782	-4.343;7.842	0.061;0.188	0.073;0.203	#	#	0.080;0.401	0.295;0.649	0.013;0.244	#	0.003;0.014	-0.022;0.634	0.124;0.760	1.387;2.551	#	#	#	0.003;0.736	010100	1.000	1.000	2	29.04	9944	5643	0.64		11	11
-103.896;-81.644	#	0.134;0.226	#	-0.151;0.307	4.204;9.612	#	#	0.353;1.094	5.527;11.205	0.323;1.002	#	#	0.023;0.099	0.004;0.017	#	#	#	0.194;0.477	0.024;0.092	0.414;1.971	#	011100	1.000	1.000	2	42.45	9954	5653	0.55		22	22
-79.999;-68.445	0.101;0.191	0.098;0.270	0.103;0.287	#	2.085;10.564	#	0.086;0.190	#	#	#	0.398;0.617	#	#	#	-0.146;1.051	0.269;0.764	0.199;1.637	0.026;0.553	#	-0.079;1.183	0.280;1.095	011000	1.000	1.000	1	105.19	9957	5656	0.59		11	11
#	#	0.094;0.332	0.106;0.189	#	7.379;11.031	-0.074;0.239	#	#	2.544;6.494	-0.030;0.476	#	-0.125;0.225	0.076;0.109	0.003;0.014	#	#	#	0.365;0.835	0.046;0.111	#	-0.412;0.677	001110	0.132	0.667	1	99.10	9959	5658	0.55		22	33
-92.038;-71.925	#	-0.063;0.169	#	#	#	#	#	#	11.349;15.546	#	#	#	0.045;0.139	#	#	-0.370;0.679	#	#	0.066;0.092	1.133;2.230	#	100001	1.000	1.000	1	28.88	9961	5660	0.32		11	11
#	0.043;0.157	#	#	-0.238;1.144	1.217;5.784	0.320;0.477	#	#	-1.531;5.505	#	0.160;0.542	0.325;0.602	0.023;0.065	0.004;0.012	0.573;0.989	#	#	#	0.068;0.102	-0.009;0.991	#	100001	1.000	1.000	1	116.80	9962	5661	0.55		44	44
#	0.097;0.179	#	0.033;0.176	#	#	#	#	-0.127;0.512	#	-0.128;0.563	#	#	0.027;0.090	0.015;0.023	#	#	#	0.331;0.877	0.102;0.144	#	#	010010	1.000	1.000	1	38.71	9966	5665	0.36		11	11
#	#	#	#	-0.311;0.324	4.661;15.071	#	0.018;0.167	#	#	#	0.394;0.547	#	#	0.005;0.012	#	0.004;1.023	-0.232;0.561	#	0.064;0.089	#	-0.026;0.477	001110	0.072	0.590	1	78.52	9975	5670	0.41		111	188
#	0.139;0.195	#	0.124;0.296	0.184;0.995	1.021;7.391	#	-0.072;0.211	#	0.866;5.310	0.052;0.496	#	0.164;0.567	#	#	#	#	#	#	0.073;0.112	0.612;1.572	-0.028;0.960	100001	1.000	1.000	1	44.19	9972	5671	0.50		11	11
-118.396;-72.706	#	0.041;0.209	#	#	4.661;19.345	#	#	0.174;0.550	2.544;6.494	0.069;0.377	#	-0.114;0.051	#	#	#	#	-0.220;1.217	#	0.064;0.089	#	#	001110	0.095	0.625	1	97.47	9975	5674	0.41		55	88
#	0.055;0.143	#	#	#	4.454;12.266	0.381;0.558	#	#	#	-0.116;0.291	0.422;0.749	#	#	0.018;0.027	#	-0.376;0.562	0.999;1.992	0.255;0.961	#	0.510;1.470	#	000001	1.000	1.000	1	37.47	9980	5679	0.45		11	11
-75.300;-53.475	#	#	#	#	#	#	#	#	#	#	#	#	0.126;0.192	#	#	#	#	0.256;0.802	#	0.025;1.425	0.686;1.135	110000	1.000	1.000	1	35.78	9986	5685	0.23		11	11
#	#	#	#	#	#	0.052;0.320	#	-0.019;0.434	0.067;3.276	#	#	#	#	#	#	#	1.438;3.526	0.259;0.753	#	#	1.129;1.614	100000	0.061	0.571	1	56.02	9990	5689	0.27		44	77
-84.955;-68.445	#	0.098;0.291	0.141;0.220	#	#	0.089;0.154	-0.095;0.167	#	#	#	0.398;0.617	0.134;0.338	0.054;0.129	#	#	#	#	#	#	0.203;1.575	#	011000	1.000	1.000	1	88.49	9991	5690	0.41		22	22
#	0.016;0.144	#	0.032;0.110	0.269;1.156	-0.779;3.667	0.163;0.454	#	-0.144;0.280	#	#	#	-0.050;0.286	0.044;0.081	#	0.065;1.010	#	#	#	0.070;0.118	#	-0.338;0.613	000001	0.237	0.750	1	126.48	9992	5691	0.50		33	44
#	0.026;0.122	#	0.136;0.217	-0.441;0.441	#	-0.078;0.244	#	0.591;1.059	4.096;12.983	#	#	#	#	0.004;0.013	-0.459;0.949	#	#	0.243;0.778	0.059;0.086	1.115;1.993	-0.054;0.754	001100	0.122	0.656	1	50.43	9791	5699	0.55		21	32
#	#	-0.016;0.120	-0.033;0.197	-0.073;1.144	#	0.320;0.504	#	#	-1.850;5.505	#	0.293;0.451	0.325;0.893	0.023;0.065	0.004;0.012	#	#	1.636;3.073	#	#	#	#	100001	0.122	0.656	1	103.12	9623	5702	0.45		21	32
#	0.008;0.064	0.001;0.134	#	#	0.702;3.962	0.002;0.138	#	-0.083;0.453	#	#	0.189;0.511	#	-0.011;0.093	#	#	-0.203;0.835	#	#	#	#	-0.037;0.473	100001	0.099	0.630	1	80.97	9983	5706	0.41		131	208
#	#	#	0.019;0.110	#	#	0.002;0.138	#	#	#	#	#	0.172;0.350	-0.011;0.093	0.004;0.014	-0.208;0.853	#	#	-0.185;0.512	#	#	-0.037;0.473	100001	0.048	0.546	1	74.26	9983	5717	0.36		119	218
-86.796;-72.674	#	#	#	1.030;2.176	4.998;8.123	#	-0.040;0.155	#	#	-0.278;0.536	0.260;0.456	#	0.027;0.077	#	#	#	#	#	#	#	#	110001	1.000	1.000	1	28.50	9628	5718	0.32		10	10
#	#	#	#	#	4.998;8.123	#	#	-0.299;0.498	5.478;9.058	-0.278;0.536	#	0.209;0.519	0.027;0.077	#	#	#	#	#	#	#	#	110001	1.000	1.000	1	28.50	9628	5718	0.27		10	10
#	#	#	#	0.347;1.140	#	0.177;0.413	-0.063;0.159	#	#	#	0.314;0.483	#	#	#	-0.746;0.296	#	0.726;2.164	#	0.082;0.110	-0.379;1.044	#	010000	1.000	1.000	1	25.30	9629	5719	0.36		10	10
#	-0.005;0.142	#	#	#	3.814;10.304	0.165;0.232	#	#	#	#	0.189;0.511	#	#	0.011;0.015	#	-0.154;0.516	#	0.383;0.684	#	#	-0.148;1.321	100001	1.000	1.000	1	29.10	9630	5720	0.36		10	10
-72.104;-60.550	0.053;0.113	0.001;0.134	#	0.768;1.806	#	#	#	#	#	#	#	0.289;0.534	#	#	-0.326;0.484	#	#	-0.006;0.398	#	#	#	100001	0.080	0.604	1	58.32	9709	5726	0.32		32	53
#	0.016;0.144	-0.057;0.121	#	#	#	0.163;0.454	#	#	#	-0.179;0.487	#	#	0.044;0.081	#	0.065;1.010	#	#	0.114;0.575	#	#	-0.338;0.613	000001	0.077	0.599	1	109.81	9992	5734	0.36		263	439
-84.890;-64.778	0.082;0.186	#	#	#	4.661;15.357	-0.048;0.202	#	#	5.038;11.333	#	#	#	#	#	#	#	-0.616;0.890	#	#	0.740;2.469	-0.295;0.476	001110	1.000	1.000	1	60.32	9797	5737	0.36		32	32
#	0.008;0.064	0.001;0.134	#	#	#	#	-0.017;0.244	#	#	#	#	0.162;0.399	-0.011;0.093	#	#	#	-0.300;1.001	#	#	-0.269;0.415	#	100001	0.055	0.560	1	74.66	9915	5742	0.32		42	75
#	#	#	#	-0.599;0.599	#	#	-0.002;0.266	0.227;0.728	2.220;6.787	#	#	#	0.071;0.132	#	#	-0.270;0.701	#	#	#	1.524;2.731	-0.145;0.716	000100	0.024	0.476	1	35.62	9654	5744	0.36		10	21
#	-0.044;0.057	#	#	-0.520;0.520	#	#	#	#	#	#	0.219;0.496	0.102;0.307	-0.033;0.084	#	#	-0.000;0.469	#	0.120;0.798	0.048;0.120	-0.442;0.688	0.492;1.085	110000	0.059	0.568	1	54.69	9886	5757	0.45		42	74
-81.589;-47.780	0.107;0.220	0.078;0.167	#	-0.244;0.840	0.143;6.753	#	#	#	#	#	#	0.431;0.675	#	0.003;0.015	#	-0.403;0.803	0.731;3.059	#	#	#	#	001010	1.000	1.000	1	51.80	9670	5760	0.41		10	10
-81.111;-55.007	#	-0.057;0.121	#	-0.146;1.156	-0.184;5.464	-0.016;0.275	#	-0.144;0.280	#	-0.294;0.631	#	#	0.044;0.081	#	0.065;1.213	#	-0.252;0.912	#	0.085;0.114	#	-0.241;0.621	000001	0.103	0.635	1	105.09	9992	5761	0.55		172	271
-80.247;-62.702	-0.005;0.129	0.098;0.270	0.187;0.383	#	#	0.077;0.331	#	0.340;0.841	#	#	#	#	#	0.001;0.012	#	0.540;1.159	-0.003;2.017	0.026;0.487	#	#	0.280;1.583	011000	1.000	1.000	1	24.80	9678	5768	0.50		10	10
#	#	#	#	-0.311;0.324	4.661;11.031	-0.028;0.122	#	#	0.151;6.570	0.069;0.377	0.394;0.547	#	-0.003;0.109	#	#	#	-0.667;0.561	#	#	#	-0.412;0.898	001110	0.138	0.673	1	84.67	9975	5781	0.41		109	162
#	#	0.041;0.209	0.024;0.238	#	4.661;11.031	-0.028;0.203	-0.024;0.085	#	0.151;6.570	0.069;0.377	#	#	#	0.003;0.015	0.065;0.663	-0.203;0.869	-0.667;0.561	#	0.064;0.089	-0.074;1.929	#	001110	0.320	0.796	1	82.22	9975	5781	0.59		43	54
-89.802;-68.405	#	0.156;0.242	0.135;0.220	-0.360;0.545	5.598;9.084	#	#	#	#	#	#	#	0.087;0.136	#	#	#	#	0.377;0.791	0.078;0.118	#	#	011000	1.000	1.000	1	38.20	9696	5786	0.36		10	10
#	#	0.001;0.134	#	#	0.702;5.990	0.002;0.138	#	-0.083;0.453	-1.531;5.505	-0.360;0.549	#	#	-0.011;0.051	#	#	#	#	-0.320;0.373	#	-0.503;1.390	0.507;1.709	100001	1.000	1.000	1	44.40	9699	5789	0.45		10	10
#	-0.032;0.091	0.041;0.209	0.080;0.187	#	#	-0.078;0.181	#	#	#	#	#	-0.039;0.051	-0.003;0.109	#	#	0.322;1.023	#	#	#	#	-0.412;0.898	001110	1.000	1.000	1	104.90	9993	5790	0.36		43	43
#	-0.017;0.130	#	#	-0.204;0.642	#	#	0.138;0.272	#	#	#	#	0.003;0.214	#	#	#	-0.175;1.030	#	#	#	2.267;3.584	#	001000	1.000	1.000	1	52.00	9701	5791	0.27		10	10
#	0.016;0.144	-0.057;0.121	#	#	#	0.163;0.299	-0.027;0.188	#	0.463;3.672	-0.259;0.568	#	#	0.044;0.081	#	0.065;1.010	#	#	0.114;0.575	#	#	-0.338;0.613	000001	0.181	0.711	1	125.48	9992	5792	0.45		216	304
#	0.021;0.145	0.001;0.134	#	#	-0.477;6.342	0.105;0.351	#	#	#	-0.083;0.608	#	0.162;0.399	#	#	0.138;1.353	-0.049;0.437	#	0.060;0.341	0.066;0.092	-0.269;0.415	#	100001	0.188	0.716	1	68.90	9915	5799	0.50		53	74
-79.999;-57.847	#	-0.004;0.173	0.103;0.287	-0.617;0.468	#	#	0.025;0.198	#	#	#	0.398;0.617	0.194;0.392	#	0.004;0.011	0.520;1.600	#	0.454;1.943	0.086;0.453	0.065;0.128	-0.079;1.183	0.280;1.095	011000	0.132	0.667	2	67.02	9997	5801	0.64		42	63
-88.539;-72.706	0.008;0.107	0.094;0.332	0.106;0.189	-0.311;0.324	7.379;15.071	#	#	#	#	#	0.215;0.657	-0.039;0.225	#	0.009;0.014	#	0.322;1.008	#	#	#	0.847;1.554	-0.204;0.729	001110	0.219	0.738	1	72.26	9795	5812	0.55		31	42
#	0.083;0.117	0.021;0.247	#	#	#	#	#	-0.196;0.613	#	-0.109;0.392	0.578;0.802	#	0.126;0.192	#	#	-0.127;0.886	#	#	#	0.025;1.425	#	110000	1.000	1.000	1	27.70	9725	5815	0.36		10	10
-90.854;-78.444	#	#	#	#	#	0.267;0.567	#	#	#	-0.133;0.378	#	0.288;0.598	#	0.006;0.012	0.473;1.591	-0.163;0.523	#	0.380;0.662	0.099;0.156	-0.037;1.472	#	010000	0.024	0.476	1	43.70	9726	5816	0.45		10	21
#	#	-0.029;0.203	#	0.663;1.580	#	#	#	-0.220;0.464	1.435;7.606	-0.133;0.378	#	#	#	#	#	#	2.001;3.164	0.380;0.662	0.099;0.156	-0.133;1.568	0.951;1.777	010000	1.000	1.000	1	49.80	9726	5816	0.45		10	10
#	#	#	#	#	2.517;4.555	#	#	#	#	-0.066;0.378	0.440;0.620	#	#	#	-0.746;0.013	#	0.154;3.184	#	0.032;0.103	0.586;1.327	#	010000	0.031	0.500	1	39.35	9914	5818	0.32		11	22
-76.119;-64.565	#	-0.016;0.120	-0.016;0.117	-0.073;1.144	1.217;5.784	0.231;0.504	#	#	-2.776;6.358	-0.360;0.467	0.293;0.451	#	0.007;0.089	0.004;0.012	0.573;0.989	-0.269;0.535	#	-0.026;0.473	#	-0.009;1.555	#	100001	0.606	0.905	2	95.79	9962	5827	0.68		95	105
-85.105;-55.578	#	0.001;0.143	-0.033;0.197	-0.073;1.144	1.217;5.784	0.231;0.504	#	#	-1.850;5.432	-0.360;0.467	0.293;0.451	#	-0.023;0.063	#	0.573;0.989	-0.269;0.535	1.636;3.073	#	#	#	#	100001	1.000	1.000	1	123.27	9772	5827	0.59		41	41
-118.396;-72.706	-0.032;0.091	#	0.106;0.189	#	4.661;15.071	-0.078;0.122	#	#	#	#	#	-0.114;0.051	0.037;0.083	#	#	#	#	#	#	#	#	001110	0.188	0.716	1	96.01	9975	5838	0.32		53	74
#	#	#	0.098;0.178	#	#	-0.028;0.122	0.033;0.152	#	#	#	0.346;0.547	#	0.010;0.136	0.004;0.009	#	0.236;1.023	-0.667;1.231	0.154;0.652	#	#	-0.259;0.334	001110	0.099	0.630	1	68.76	9999	5847	0.45		75	119
#	#	#	0.103;0.220	-0.498;0.560	#	-0.059;0.169	#	#	1.150;9.544	#	0.398;0.617	0.072;0.343	0.002;0.118	#	1.131;1.748	#	#	#	0.078;0.118	#	#	011000	1.000	1.000	1	41.20	9760	5850	0.41		10	10
#	0.194;0.276	#	#	#	3.802;10.893	-0.003;0.315	#	#	1.944;8.856	-0.025;0.480	#	#	#	#	#	#	#	#	#	#	0.550;1.556	000100	1.000	1.000	1	28.60	9761	5851	0.27		10	10
#	#	0.001;0.102	#	#	-1.158;4.370	#	-0.049;0.154	#	#	-0.875;0.255	0.189;0.511	#	0.021;0.088	#	0.147;1.189	#	#	#	#	0.745;2.419	#	100001	0.291	0.781	1	59.97	9960	5858	0.36		75	96
-87.263;-71.429	0.012;0.086	-0.020;0.123	#	#	#	#	-0.062;0.171	#	#	#	0.248;0.321	#	#	#	#	-0.370;0.618	#	-0.191;0.405	#	#	#	100000	1.000	1.000	2	62.10	9789	5879	0.32		10	10
#	0.026;0.122	#	0.136;0.338	#	#	#	#	0.591;1.059	#	0.307;0.776	0.369;0.773	#	#	#	#	#	#	#	#	#	-0.054;0.754	001100	1.000	1.000	1	57.14	9858	5881	0.27		31	31
#	0.008;0.064	0.001;0.093	#	-0.073;1.752	#	-0.052;0.138	#	-0.083;0.453	-5.845;5.505	-0.360;0.467	0.189;0.511	#	-0.011;0.051	0.001;0.013	#	#	0.899;1.857	-0.185;0.512	#	#	-0.082;1.210	100001	1.000	1.000	1	108.36	9983	5886	0.59		43	43
-84.890;-64.778	0.082;0.186	0.064;0.153	0.017;0.166	#	4.661;15.357	#	-0.053;0.235	#	#	#	#	#	#	#	#	-0.137;0.751	-0.616;0.890	#	#	0.740;2.469	-0.295;0.476	001110	0.237	0.750	1	53.28	9797	5887	0.45		30	40
#	#	0.098;0.270	0.103;0.287	#	2.085;10.564	#	0.025;0.198	#	#	0.152;0.942	0.398;0.617	#	#	#	#	0.269;0.764	#	#	0.078;0.118	-0.079;0.786	0.280;1.095	011000	0.205	0.728	2	94.77	9957	5888	0.45		83	114
#	#	0.098;0.270	0.103;0.287	#	#	#	0.025;0.198	#	#	0.152;0.942	0.398;0.617	#	#	0.004;0.011	#	0.269;0.764	#	#	0.078;0.118	-0.079;0.786	0.280;1.095	011000	0.205	0.728	1	94.77	9957	5888	0.45		83	114
-100.286;-78.462	-0.001;0.079	0.214;0.297	0.177;0.302	#	3.620;11.191	-0.078;0.244	#	#	3.899;17.006	0.528;0.723	#	#	0.042;0.148	0.005;0.009	-0.018;0.773	-0.065;0.956	#	0.284;0.632	0.070;0.096	#	-0.054;0.875	001100	1.000	1.000	1	71.85	9858	5889	0.68		21	21
-83.375;-47.780	0.107;0.236	-0.030;0.173	#	#	#	#	0.027;0.138	0.069;1.260	5.259;10.073	#	#	#	0.101;0.196	#	-0.077;0.912	-0.165;0.755	0.731;3.059	#	#	#	-0.526;0.784	001010	1.000	1.000	1	22.10	9803	5893	0.50		10	10
-88.539;-72.706	#	0.094;0.332	0.106;0.189	-0.311;0.324	7.379;15.071	#	#	#	0.151;6.494	#	0.346;0.657	#	-0.003;0.109	#	#	0.322;1.008	#	#	#	0.847;1.554	#	001110	0.163	0.696	1	69.86	9959	5900	0.45		71	102
#	#	-0.016;0.120	-0.033;0.108	#	1.217;5.784	0.231;0.504	#	#	#	#	0.293;0.451	0.392;0.590	#	0.004;0.012	0.573;0.989	-0.269;0.535	#	-0.026;0.473	#	-0.009;1.555	#	100001	0.052	0.554	1	60.01	9962	5911	0.50		51	92
#	0.041;0.142	#	#	#	4.701;9.402	0.177;0.359	#	0.226;0.523	0.585;5.961	#	0.281;0.592	-0.075;0.407	0.045;0.138	#	#	#	0.731;3.059	#	0.071;0.098	#	#	001010	0.210	0.732	1	48.18	9822	5912	0.45		30	41
-85.030;-70.481	0.136;0.286	0.003;0.127	#	1.412;1.994	#	#	0.053;0.166	#	#	#	0.299;0.651	0.431;0.688	#	#	-0.724;0.279	-0.150;0.620	#	0.146;0.494	#	-0.095;1.442	#	000001	1.000	1.000	1	29.00	9823	5913	0.50		10	10
#	#	0.134;0.226	#	-0.300;0.335	#	-0.127;0.140	0.005;0.205	0.346;1.087	#	#	#	-0.066;0.304	#	#	-0.254;0.295	#	-0.991;0.806	0.194;0.477	0.069;0.092	0.796;1.971	#	011100	0.024	0.476	2	33.89	9839	5929	0.50		10	21
-81.111;-55.007	0.004;0.099	#	#	#	6.637;9.642	0.163;0.489	#	0.127;0.526	#	0.013;0.359	#	#	#	0.008;0.015	0.403;1.518	#	0.340;2.638	0.218;0.500	0.095;0.129	#	#	000001	1.000	1.000	1	30.30	9845	5935	0.50		10	10
-92.817;-72.706	#	#	0.029;0.238	-0.311;0.324	#	-0.110;0.181	#	#	2.953;8.014	0.069;0.377	#	-0.039;0.051	0.051;0.124	0.003;0.015	#	0.322;1.023	#	#	#	#	#	001110	1.000	1.000	1	123.76	9871	5938	0.45		31	31
-81.111;-55.007	#	#	0.019;0.144	-0.146;1.156	#	#	-0.027;0.188	-0.144;0.280	#	#	#	0.122;0.439	0.044;0.081	0.006;0.010	0.065;1.010	#	#	0.223;0.495	0.085;0.113	#	-0.280;0.599	000001	0.059	0.568	1	101.34	9945	5944	0.55		205	361
#	0.016;0.144	-0.057;0.121	#	-0.146;1.156	#	0.163;0.299	#	-0.144;0.280	0.463;3.672	#	#	#	0.044;0.081	#	0.065;1.010	#	#	#	#	#	#	000001	0.119	0.653	1	117.23	9992	5944	0.36		194	297
-100.286;-78.462	#	0.214;0.297	0.177;0.302	#	3.620;11.191	-0.078;0.244	#	#	#	0.528;0.723	#	#	0.042;0.148	#	#	#	#	#	#	#	-0.054;0.875	001100	0.132	0.667	1	61.70	9858	5948	0.36		20	30
#	-0.022;0.103	0.214;0.297	0.177;0.302	-0.468;0.536	3.620;11.191	-0.078;0.244	#	#	#	0.528;0.723	#	#	0.042;0.148	#	#	0.060;1.132	#	#	0.070;0.096	#	-0.054;1.249	001100	1.000	1.000	1	63.15	9861	5951	0.50		30	30
#	#	0.214;0.297	#	#	#	-0.078;0.244	#	0.310;0.697	0.632;8.038	0.528;0.723	#	#	#	#	#	#	#	#	#	#	#	001100	1.000	1.000	1	61.26	9861	5951	0.23		20	20
