-	/	0	00	04	0;	0cm	1	1-1/2	1-1/2-year	1-month	1-year	1-year-1-month	1-year-4-month	1-year-5-month	1/2	1/2/01	10	10-month	10-year	10-year-9-month	101	102	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	1	0	0	0	0	#	#	#	1	#	#	#	0	0	0	0	0	#	#	1	#	100000000000000000000000000000000000000000000	1.000	1.000	1	57.27	49923	41698	0.52		26	26
#	0	#	0	#	0	0	0	0	#	0	#	0	#	#	0	#	0	#	0	1	0	#	000000000000000000000000000000000010000000000	1.000	1.000	1	70.91	49947	41711	0.57		65	65
#	0	0	#	0	0	#	0	#	0	0	0	#	0	0	0	0	1	0	0	#	0	0	000000000010000000000000000000000000000000000	1.000	1.000	1	42.79	49941	41716	0.74		13	13
0	0	0	0	0	0	0	#	0	#	0	0	0	0	#	0	0	1	0	0	0	0	0	000000000010000000000000000000000000000000000	1.000	1.000	1	42.79	49941	41716	0.87		13	13
#	1	0	0	0	#	#	0	0	0	0	0	0	1	#	0	0	1	1	0	0	0	0	000010000000000000000000000000001000000000000	1.000	1.000	1	33.14	49946	41721	0.83		13	13
0	#	#	0	0	#	#	0	0	0	#	0	0	#	1	0	#	1	#	#	0	1	#	000000000010000000000000000000000000000000000	0.232	0.971	1	54.35	49989	41764	0.57		25	37
0	0	#	0	#	1	0	0	1	#	1	#	0	0	0	0	#	0	0	0	0	0	0	000000000000000000000000000000000000000000010	1.000	1.000	1	27.50	49361	41781	0.78		11	11
0	0	0	0	0	1	0	0	0	1	0	#	#	#	0	#	#	#	#	#	0	#	0	000000000000000000000000000000000000100000010	1.000	1.000	1	44.87	49729	41787	0.61		24	24
0	0	#	#	1	#	#	#	#	0	#	0	#	#	#	0	#	0	#	0	0	0	#	000000000000000000000000000000000000000000001	0.635	0.991	1	114.60	49997	41797	0.43		174	187
#	0	0	#	#	1	#	0	0	#	0	0	0	0	#	#	0	0	0	#	0	#	0	000000000000000000000000000000000000000000010	0.738	0.994	1	100.19	49916	41810	0.61		191	191
0	0	0	0	0	0	1	#	0	0	1	1	0	0	0	1	#	0	#	0	#	#	#	000000000000000000000000100000000000000000000	1.000	1.000	1	41.18	49391	41811	0.74		11	11
1	0	0	0	#	0	0	#	1	0	#	0	0	0	#	0	0	0	#	0	#	1	0	000000000000000000000010000000000000000000000	1.000	1.000	1	51.30	49393	41813	0.74		11	11
0	#	#	0	0	#	0	0	#	0	#	#	0	#	1	0	#	1	#	#	0	1	#	000000000010000000000000000000000000000000000	0.103	0.956	1	54.64	49989	41818	0.52		37	74
1	0	0	0	0	#	#	0	#	#	#	0	0	0	0	0	#	0	1	0	0	0	0	000000000000000000000000000000100000000000000	1.000	1.000	1	58.83	49399	41819	0.74		11	11
0	#	0	1	#	#	0	0	0	1	#	#	0	#	0	#	#	0	#	#	0	0	#	000000000000000000000000000000000000100001000	1.000	1.000	1	51.52	49971	41824	0.52		61	61
#	0	0	0	#	0	0	1	0	0	1	1	#	0	0	0	0	0	0	#	0	0	0	000000000100000000000000000000000000010000000	1.000	1.000	1	49.11	49418	41838	0.83		11	11
#	#	0	1	0	#	0	0	0	#	#	#	0	0	#	1	#	0	0	1	0	0	0	000000000100000000000000000000000000000000000	0.085	0.952	1	40.25	49425	41845	0.65		11	24
0	0	#	0	0	0	#	0	0	1	1	#	#	0	0	1	1	#	0	0	0	0	0	100000000000000000000000000000000000100000000	1.000	1.000	1	32.18	49426	41846	0.78		11	11
0	0	1	1	#	0	0	0	#	0	0	#	#	0	0	1	#	0	0	#	0	0	0	100000000000000000000000000000000000000000000	1.000	1.000	1	57.16	49427	41847	0.74		11	11
0	0	0	1	#	#	0	0	0	0	#	0	#	0	0	1	0	0	#	0	0	#	1	000000000000000000000000000000000000000001000	1.000	1.000	1	28.91	49443	41863	0.74		11	11
0	0	#	1	#	#	0	0	0	0	#	0	0	0	0	#	0	0	1	0	0	0	1	000000000000000000000000000000000000000001000	1.000	1.000	1	28.91	49443	41863	0.78		11	11
0	#	0	1	0	0	0	#	0	#	#	1	#	0	0	1	#	0	0	0	#	#	0	000000000001000000000000000000000000000001000	0.296	0.976	1	35.70	49476	41896	0.65		11	24
1	#	0	0	0	#	0	0	1	0	0	0	#	1	0	0	0	#	#	0	0	0	#	000000000000000000000000000000010000000000000	1.000	1.000	1	55.04	49479	41899	0.74		11	11
#	0	#	0	0	#	0	1	#	0	0	0	0	0	0	1	#	0	1	1	0	0	0	100000000000000000000000000000000001000000000	1.000	1.000	1	28.18	49492	41912	0.78		11	11
0	#	0	#	#	0	0	#	#	0	0	1	#	0	#	#	1	0	1	1	#	0	#	000000000100000000000000000000000000000000000	1.000	1.000	1	47.19	49506	41926	0.57		11	11
0	0	1	0	0	#	0	0	0	0	1	1	#	#	#	0	#	#	#	1	0	0	1	100000000100000000000000000000000000000000000	1.000	1.000	1	45.50	50000	41935	0.70		13	13
1	1	#	0	0	#	0	#	0	0	0	0	0	1	0	#	#	#	#	#	0	#	0	000010000000000000000000000000001000000000000	0.144	0.962	1	130.67	49983	41938	0.61		243	356
#	0	#	#	0	1	#	#	1	#	0	1	#	0	#	0	0	0	0	#	#	0	0	000000000000000000000010000000000000000000010	1.000	1.000	1	39.57	49521	41941	0.57		12	12
0	0	0	#	0	#	#	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	000010000000000000000000000000000000000000000	1.000	1.000	1	31.40	49528	41948	0.87		12	12
0	#	1	#	#	#	1	#	0	#	0	1	0	#	0	1	0	0	0	#	0	0	#	100000000000000000000000100000000000000000000	1.000	1.000	1	34.79	49532	41952	0.61		12	12
0	#	1	0	#	#	0	0	0	0	0	#	#	#	0	#	0	0	#	0	0	0	0	100000000000000000000000000000000000000000000	0.883	0.998	1	202.94	49994	41968	0.65		454	467
0	#	0	0	#	#	#	1	0	#	#	#	#	0	#	1	#	0	0	0	#	#	0	000000000100000000000000000000000000000000000	0.570	0.989	1	99.39	49996	41969	0.48		142	155
#	0	#	#	#	0	0	1	#	0	#	0	0	#	#	#	#	0	0	#	0	#	0	000000000100000000000000000000000000000000000	0.448	0.984	1	94.52	49969	41969	0.48		151	176
0	0	0	#	0	1	0	#	0	0	#	0	0	0	#	#	0	#	0	0	#	0	0	000000000000000000000000000000000000000000010	0.837	0.996	1	115.51	49810	41985	0.70		163	163
#	0	#	#	#	1	0	0	0	0	0	#	0	0	#	1	#	#	0	0	#	0	#	000000000000000000000000000000000000000000010	1.000	1.000	2	138.38	49810	41993	0.57		76	76
0	0	#	1	0	0	#	0	0	1	1	0	#	0	0	0	#	0	0	0	0	1	#	000000000000000000000000000000000000100001000	1.000	1.000	1	37.18	49577	41997	0.78		12	12
0	#	#	#	0	#	#	#	#	#	0	#	0	1	0	0	0	#	#	0	0	#	0	000000000000000000000000000000010000000000000	0.153	0.963	1	117.52	49972	42000	0.48		236	381
#	1	#	#	#	#	0	0	0	#	0	1	0	1	0	0	0	#	0	#	#	#	0	000000000000000000000000000000010000000000000	0.200	0.968	1	83.90	49857	42006	0.57		85	122
#	1	#	0	#	0	0	0	0	0	0	1	#	#	1	0	0	1	0	0	0	#	#	000000000000000000000000000000001000000000000	1.000	1.000	1	44.95	49921	42011	0.70		25	25
#	1	#	#	#	#	#	#	0	0	#	1	0	1	1	0	0	1	0	0	0	#	#	000000000000000000000000000000001000000000000	1.000	1.000	1	44.95	49921	42011	0.57		25	25
1	0	#	0	0	0	0	0	0	0	#	0	0	0	#	0	0	1	0	#	0	1	0	000010000000000000000000000000000000000000000	0.311	0.977	1	60.13	49653	42016	0.83		25	25
#	0	#	0	#	0	0	#	0	0	0	#	0	0	0	#	0	0	0	1	0	1	0	000000000000000000000000000000001000000000000	0.094	0.954	1	42.90	49597	42017	0.74		12	25
0	#	0	1	0	0	0	#	0	0	#	1	#	#	#	1	0	#	0	#	#	1	0	000000000000000000000000000000000000000001000	1.000	1.000	1	31.29	49604	42024	0.61		12	12
0	#	0	1	0	0	0	0	0	0	#	1	0	0	0	1	0	0	0	0	0	1	#	000000000000000000000000000000000000000001000	1.000	1.000	1	31.29	49604	42024	0.87		12	12
1	0	#	0	1	#	0	0	0	0	#	#	0	#	0	#	#	#	0	0	#	0	0	000010000000000000000000000000000000000000001	0.765	0.995	1	70.78	49878	42031	0.61		88	100
0	0	0	0	0	#	0	0	0	0	0	0	0	0	0	#	#	0	#	0	#	0	1	000000000000000000000000000000100000000000000	0.214	0.970	1	38.86	49711	42039	0.78		25	38
#	#	1	1	0	0	#	#	0	#	1	1	0	#	0	0	1	0	#	0	0	0	1	100000000000000000000000000000000000000001000	1.000	1.000	1	34.58	49623	42043	0.70		12	12
0	1	#	0	#	0	#	0	1	0	0	0	0	0	#	0	#	0	#	0	0	#	#	000000000000000000000001000000001000000000000	1.000	1.000	2	37.98	49629	42049	0.65		12	12
0	#	#	#	1	#	0	0	0	#	0	0	0	#	#	0	#	0	#	#	0	0	#	000000000000000000000000000000000000000000001	0.523	0.987	1	103.73	49997	42052	0.52		201	214
0	#	#	0	#	#	0	0	#	1	1	1	0	#	0	#	0	0	#	0	0	0	0	000000000000000000000000000000000000100000000	0.213	0.970	1	36.23	49638	42058	0.65		35	35
1	0	0	#	0	#	0	0	0	0	0	0	0	0	0	0	0	1	0	#	0	1	0	000010000000000000000000000000001000000000000	1.000	1.000	1	55.58	49653	42073	0.87		12	12
0	0	0	#	0	#	#	#	0	1	1	1	0	0	0	0	1	#	0	0	0	#	1	000000000000000000000000000000000000100000000	1.000	1.000	1	61.67	49870	42082	0.74		25	25
0	#	#	#	0	0	#	0	0	1	1	#	#	0	#	0	0	#	0	1	0	0	0	000000000100000000000000000000000000100000000	1.000	1.000	1	34.41	49677	42097	0.65		12	12
0	#	#	0	#	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	#	000000000000000000000000100000000000000000000	1.000	1.000	1	35.52	49689	42109	0.83		12	12
0	#	0	#	#	0	1	0	0	0	0	1	0	0	0	1	0	0	#	0	#	1	#	000000000000000000000000100000000000000000000	1.000	1.000	1	36.33	49930	42109	0.74		25	25
0	0	0	#	#	1	#	0	0	#	0	0	#	0	#	1	0	#	0	0	#	0	#	000000000000000000000000000000000000000000010	0.749	0.994	1	128.42	49810	42115	0.61		85	85
#	#	#	#	#	0	#	1	0	0	#	0	#	#	#	1	#	0	0	#	0	#	0	000000000100000000000000000000000000000000000	0.837	0.996	1	103.63	49996	42136	0.43		150	150
#	#	0	0	0	0	0	0	#	#	#	#	1	0	0	#	#	0	0	0	#	#	0	000000000000000000000000000000000000001000000	1.000	1.000	2	111.83	49864	42137	0.57		167	167
#	#	0	1	#	#	0	0	0	0	1	#	0	#	0	0	1	0	1	#	0	#	#	000000000000000000000000000000000000000001000	0.484	0.986	1	70.50	49744	42140	0.61		37	37
0	#	0	0	#	0	0	0	0	0	#	#	0	0	0	0	0	0	0	0	0	1	1	000000000000000001000000000000000000000000000	1.000	1.000	1	44.02	49792	42145	0.83		25	25
0	#	0	0	#	0	#	0	0	0	1	0	0	#	#	0	0	0	0	0	0	1	1	000000000000000001000000000000000000000000000	1.000	1.000	2	47.65	49725	42145	0.78		12	12
0	0	0	0	0	0	0	0	0	0	#	1	#	0	1	0	0	1	0	#	0	#	0	000000000010000000000000000000000000000000000	1.000	1.000	1	49.93	49990	42151	0.83		25	25
#	#	0	0	0	0	0	0	#	#	1	#	1	0	0	#	#	0	0	0	0	#	0	000000000000000000000000000000000000001000000	1.000	1.000	1	85.43	49766	42152	0.65		25	25
0	0	0	1	#	0	1	#	#	0	0	1	#	0	#	1	#	0	#	#	0	0	#	000000000000000000000000100000000000000001000	1.000	1.000	1	27.89	49734	42154	0.61		12	12
#	0	#	0	#	#	0	#	0	0	0	#	0	#	0	#	0	0	#	0	1	0	#	000000000000000000000000000000000010000000000	1.000	1.000	1	70.90	49947	42162	0.57		61	61
0	#	0	1	#	#	0	0	0	0	1	1	0	#	0	0	1	0	1	#	0	#	#	000000000000000000000000000000000000000001000	0.474	0.985	1	70.50	49744	42164	0.70		36	36
#	0	#	#	0	0	#	#	0	#	0	#	1	0	0	#	#	0	#	0	#	0	#	000000000000000000000000000000000000001000000	0.520	0.987	1	114.66	49864	42170	0.48		152	178
0	#	0	1	0	0	0	#	0	1	0	#	0	#	#	0	#	#	0	0	#	0	#	000000000000000000000000000000000000100001000	1.000	1.000	1	45.43	49811	42180	0.61		25	25
0	0	0	1	#	#	#	#	0	1	0	#	#	#	0	0	0	0	#	0	#	0	#	000000000000000000000000000000000000100001000	1.000	1.000	1	45.43	49811	42180	0.57		25	25
#	#	#	0	0	#	0	#	#	1	#	1	0	0	0	0	1	0	#	#	0	#	#	000000000000000000000000000000000000100000000	0.330	0.978	1	48.42	49942	42193	0.52		75	75
#	#	0	0	0	0	0	#	0	1	#	1	0	0	0	0	1	0	#	#	0	#	#	000000000000000000000000000000000000100000000	0.420	0.983	2	54.33	49870	42193	0.65		62	62
0	0	0	#	#	0	0	0	0	0	#	#	#	#	0	0	#	0	1	#	0	0	0	000000000000000000000000000000000000000001000	0.152	0.963	1	57.49	49784	42204	0.65		59	71
0	#	1	#	#	#	#	0	#	#	0	0	#	0	0	#	1	0	#	0	0	0	#	100000000000000000000000000000000000000000000	0.474	0.985	1	52.33	49789	42209	0.52		36	36
0	0	#	0	0	#	1	0	0	0	1	#	0	#	0	1	#	0	#	#	0	0	#	000000000000000000000000100000000000000000000	1.000	1.000	1	96.93	49800	42220	0.65		34	34
#	#	0	#	#	0	#	1	0	0	#	#	#	0	#	1	#	0	0	#	0	#	0	000000000100000000000000000000000000000000000	0.605	0.990	1	96.49	49996	42222	0.48		148	160
0	0	#	0	0	0	#	0	0	0	1	#	#	0	#	1	0	0	#	0	0	0	1	000000000000000000000000000000000000100000000	0.114	0.957	1	34.82	49803	42223	0.74		12	23
0	1	#	0	0	#	#	1	0	0	0	0	#	#	#	1	#	0	#	0	0	0	0	000000000100000000000000000000000000000000000	1.000	1.000	1	95.07	49996	42224	0.65		38	38
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	#	0	0	0	0	0	0	000000000000010000000000000000000000000000010	0.157	0.964	1	89.43	49806	42226	0.96		13	71
0	#	0	#	0	#	#	0	0	1	0	#	#	#	0	#	0	0	0	0	#	0	#	000000000000000000000000000000000000100001000	1.000	1.000	1	45.35	49811	42231	0.57		24	24
1	0	#	0	1	#	0	0	0	0	0	#	0	#	0	#	#	#	0	0	#	0	0	000010000000000000000000000000000000000000001	0.761	0.995	1	70.78	49878	42243	0.65		86	98
#	0	#	#	#	0	0	0	#	0	1	1	1	0	0	0	0	#	#	1	#	0	#	000000000000000000000000000000000000101000000	1.000	1.000	1	40.79	49827	42247	0.61		12	12
1	1	#	0	0	#	0	0	#	0	0	#	0	#	1	#	1	#	0	#	0	0	0	000010000000000000000000000000001000000000000	1.000	1.000	1	54.54	49832	42252	0.65		23	23
#	0	1	1	0	#	#	0	0	0	0	1	0	0	0	#	0	0	#	#	0	0	0	100000000000000000000000000000000000000001000	0.193	0.968	1	65.80	49978	42257	0.74		25	48
0	#	#	1	#	#	#	0	0	0	#	#	#	0	0	0	0	0	1	0	0	1	0	000000000000000000000000000000000000000001000	1.000	1.000	1	31.41	49844	42264	0.65		12	12
1	1	0	0	#	#	0	0	0	0	#	0	0	1	1	0	0	1	0	#	#	0	0	000000000010000000000000000000000000000000000	1.000	1.000	1	49.73	49856	42276	0.78		12	12
0	0	0	#	0	#	0	#	0	1	1	1	0	0	0	#	1	#	0	0	#	#	1	000000000000000000000000000000000000100000000	1.000	1.000	1	61.49	49870	42290	0.70		24	24
#	#	#	0	0	#	#	#	#	0	0	1	0	1	0	0	0	1	0	#	0	1	#	000000000000000000000000000000010000000000000	1.000	1.000	1	105.31	49911	42295	0.61		94	94
#	0	#	#	#	1	0	0	#	0	0	#	0	#	#	1	#	0	0	0	#	0	#	000000000000000000000000000000000000000000010	0.757	0.994	1	110.54	49889	42309	0.52		96	96
1	0	0	0	1	#	#	0	#	0	#	1	0	#	0	0	0	1	#	0	0	1	0	000010000000000000000000000000000000000000001	1.000	1.000	1	31.00	49890	42310	0.74		12	12
#	0	1	1	#	0	0	0	#	0	#	1	#	0	0	#	1	0	0	0	0	0	#	000000000000000000000000000000000000000001000	0.227	0.971	1	51.12	49901	42321	0.70		35	35
0	0	1	#	0	#	1	0	0	#	#	#	0	0	#	1	#	0	0	0	#	0	1	000000000000000000000000100000000000000001000	1.000	1.000	1	31.21	49907	42327	0.65		12	12
0	#	#	0	0	0	#	#	#	0	#	#	0	#	0	1	#	0	0	1	#	0	0	000000000100000000000000000000000000000000000	0.269	0.974	1	135.85	49970	42346	0.57		301	408
#	0	#	0	#	0	0	0	0	0	0	0	0	#	0	0	#	0	#	0	1	0	#	000000000000000000000000000000000010000000000	1.000	1.000	2	70.90	49947	42356	0.70		60	60
0	0	0	0	0	0	0	0	0	#	0	0	0	0	0	0	0	1	0	#	0	0	0	000000000010000000000000000000000000000000000	1.000	1.000	1	42.78	49941	42361	0.91		12	12
0	0	1	0	0	0	#	0	0	#	0	1	0	0	0	#	1	0	0	0	#	#	1	100000000000000000000000000000000000100000000	1.000	1.000	1	30.43	49942	42362	0.78		12	12
1	1	0	0	0	0	#	0	0	0	#	0	0	1	1	0	#	1	1	#	#	0	#	000010000000000000000000000000001000000000000	1.000	1.000	1	33.22	49946	42366	0.74		12	12
#	#	0	0	0	0	0	0	#	0	#	#	#	0	#	1	#	#	0	1	#	#	#	000000000100000000000000000000000000000000000	0.256	0.973	1	143.56	49970	42369	0.48		262	367
#	#	0	0	0	0	0	#	0	0	1	1	0	0	#	0	#	0	0	#	#	#	0	000000000100000000000000000000000000000000000	0.198	0.968	1	41.94	49968	42388	0.65		35	46
0	#	0	#	#	#	#	#	#	1	1	#	#	#	#	0	#	0	1	#	0	#	#	000000000000000000000000000000000000100001000	0.579	0.989	1	51.09	49971	42391	0.35		34	45
1	1	#	#	1	#	0	#	#	0	0	#	0	#	0	0	#	#	0	0	0	#	0	000010000000000000000000000000001000000000000	0.103	0.956	1	62.66	49986	42406	0.57		27	27
1	1	0	#	1	#	#	#	#	#	#	#	#	#	0	#	#	0	0	0	0	0	#	000010000000000000000000000000001000000000001	1.000	1.000	1	62.63	49986	42406	0.43		24	24
0	1	#	#	0	#	#	0	0	0	#	0	0	#	1	#	#	1	#	#	0	1	0	000000000010000000000000000000000000000000000	1.000	1.000	2	38.04	49989	42409	0.57		12	12
#	1	#	#	#	0	#	1	0	0	#	#	#	0	#	1	#	0	0	#	0	#	0	000000000100000000000000000000000000000000000	0.325	0.978	1	82.26	49996	42416	0.48		36	48
0	1	0	0	0	#	#	0	0	#	#	0	#	#	#	#	0	#	0	0	#	0	0	000000000000000000000000000000001000000000000	0.562	0.989	1	124.50	49993	42421	0.57		210	221
#	0	0	0	#	1	0	0	1	#	1	#	0	#	0	0	#	#	0	0	#	0	0	000000000000000000000000000000000000000000010	1.000	1.000	1	27.60	49361	42426	0.65		10	10
0	0	#	0	#	1	0	0	1	0	1	#	0	#	0	0	#	0	#	0	0	0	#	000000000000000000000000000000000000000000010	1.000	1.000	1	27.60	49361	42426	0.70		10	10
0	0	0	0	#	1	#	0	0	#	0	#	0	0	#	#	1	#	0	#	0	#	0	000000000000000000000000000000000000100000010	1.000	1.000	1	44.88	49729	42432	0.61		22	22
0	0	0	1	#	0	0	0	#	0	0	#	#	#	#	0	#	0	0	0	0	0	#	000000000000000000000000000000000000000001000	1.000	1.000	1	136.24	49963	42444	0.65		124	124
0	0	#	1	0	0	1	0	0	0	1	0	0	0	0	#	#	0	0	0	0	0	#	000000000000000000000000100000000000000100000	0.092	0.953	1	37.78	49384	42449	0.83		10	21
0	#	0	1	0	#	#	0	0	0	1	0	0	#	0	1	0	0	#	0	0	0	0	000000000000000000000000100000000000000100000	1.000	1.000	1	34.90	49384	42449	0.78		10	10
0	#	#	0	0	#	0	0	0	0	0	0	0	#	#	0	0	1	#	#	0	1	0	000000000010000000000000000000000000000000000	0.222	0.970	1	54.38	49989	42463	0.70		22	33
0	0	0	#	0	#	#	#	0	#	#	#	0	1	0	0	#	1	0	0	#	#	0	000000000000000000000000000000010000000000000	1.000	1.000	1	144.61	49954	42466	0.57		58	58
0	0	0	1	#	0	0	#	#	1	1	#	0	#	0	0	#	0	1	0	0	#	#	000000000000000000000000000000000000100001000	1.000	1.000	1	54.47	49971	42469	0.65		32	32
#	0	#	0	0	0	0	1	0	#	1	1	#	0	0	0	0	0	0	#	#	0	0	000000000100000000000000000000000000010000000	0.293	0.976	1	44.40	49418	42483	0.74		10	22
0	0	0	0	0	0	0	#	#	0	#	1	0	0	0	0	0	0	#	0	0	0	1	000000000000000000000000000010000000000001000	1.000	1.000	1	29.10	49436	42501	0.83		10	10
0	#	#	0	0	0	0	0	0	#	1	1	0	0	0	0	0	0	1	#	0	0	#	000000000000000000000000000000000000100000000	1.000	1.000	1	43.10	49438	42503	0.78		10	10
0	0	#	0	#	1	#	0	0	#	0	0	1	0	#	#	0	0	#	#	0	0	0	000000000000000000000000000000000000001000010	1.000	1.000	1	34.90	49440	42505	0.65		10	10
0	0	0	1	0	#	0	0	#	0	#	0	0	0	0	1	#	0	#	#	0	0	#	000000000000000000000000000000000000000001000	0.103	0.956	1	33.94	49443	42508	0.70		10	20
0	0	0	#	0	#	#	#	#	#	0	#	0	1	#	#	0	#	#	0	0	#	#	000000000000000000000000000000010000000000000	0.554	0.988	1	114.96	49972	42512	0.43		256	288
0	0	0	0	0	0	#	#	0	0	#	#	1	0	0	#	#	0	0	0	#	0	0	000000000000000000000000000000000000001000000	1.000	1.000	1	110.77	49864	42526	0.70		169	169
0	0	0	0	0	0	0	0	0	#	0	#	0	0	#	1	1	0	0	0	#	0	0	000000000000000000000000000000000000010000000	1.000	1.000	1	28.70	49467	42532	0.83		10	10
0	#	0	1	0	0	0	#	0	#	0	1	#	0	0	1	1	0	0	0	#	0	0	000000000001000000000000000000000000000001000	1.000	1.000	1	39.60	49476	42541	0.78		10	10
0	#	0	1	0	0	0	#	#	0	#	1	0	0	0	1	#	0	0	0	#	0	0	000000000001000000000000000000000000000001000	1.000	1.000	1	39.60	49476	42541	0.74		10	10
0	#	0	#	1	#	0	0	#	0	#	0	#	#	#	0	#	0	#	0	0	#	#	000000000000000000000000000000000000000000001	0.522	0.987	1	103.73	49997	42543	0.48		191	203
1	1	#	0	0	#	0	#	#	#	0	#	0	#	0	#	0	0	0	0	0	#	0	000010000000000000000000000000001000000000000	0.410	0.982	1	173.86	49983	42572	0.61		424	548
0	#	1	0	0	#	0	0	0	#	1	#	0	0	0	#	0	#	#	1	0	#	1	100000000100000000000000000000000000000000000	1.000	1.000	1	45.29	50000	42580	0.65		12	12
0	0	#	#	0	1	0	#	1	0	0	#	0	0	#	0	0	0	0	0	#	#	0	000000000000000000000010000000000000000000010	1.000	1.000	1	38.68	49521	42586	0.70		11	11
#	0	0	0	0	0	0	1	0	0	#	0	#	#	0	#	0	0	0	1	#	#	#	000000000000000000000000000000000001000000000	1.000	1.000	1	55.40	49524	42589	0.65		11	11
0	0	0	0	0	0	0	0	#	#	0	0	0	#	#	0	0	#	1	1	0	#	#	000000000000000000000000000000000000001000000	1.000	1.000	1	38.31	49535	42600	0.70		11	11
0	0	0	0	0	1	0	0	0	0	0	#	#	#	#	1	0	0	1	#	0	0	#	000000000000000000000000000000000100000000010	1.000	1.000	1	34.55	49551	42616	0.74		11	11
1	0	0	#	0	0	0	0	#	0	#	#	#	#	#	#	0	0	0	#	0	0	#	000010000000000000000000000000000000000000000	0.861	0.997	1	225.27	49998	42626	0.57		783	804
#	#	#	0	#	#	#	0	0	0	0	1	0	#	0	0	1	0	#	1	#	0	0	000000000100000000000000000000000000000000000	1.000	1.000	1	177.70	49563	42628	0.61		21	21
1	#	#	#	1	#	#	0	#	#	#	#	#	0	0	#	0	#	#	0	#	0	0	000010000000000000000000000000000000000000001	1.000	1.000	1	91.11	49878	42632	0.39		47	47
#	#	0	#	#	0	#	1	0	#	#	0	#	0	#	1	#	0	0	#	#	0	#	000000000100000000000000000000000000000000000	0.814	0.996	1	103.61	49996	42635	0.43		130	130
0	#	#	1	#	#	#	0	0	1	1	0	0	0	#	0	0	#	0	0	0	1	0	000000000000000000000000000000000000100001000	1.000	1.000	1	37.13	49577	42642	0.70		11	11
0	0	0	#	#	0	#	0	0	1	1	#	0	0	0	0	0	#	#	0	0	#	#	000000000000000000000000000000000000100001000	0.486	0.986	1	42.68	49577	42642	0.65		21	31
0	0	#	0	1	0	0	0	#	#	#	#	#	#	#	#	#	0	0	0	0	#	0	000000000000000000000000000000000000000000001	0.629	0.991	1	114.60	49997	42674	0.52		152	164
0	0	#	0	0	#	#	1	#	#	#	0	#	0	#	#	#	0	#	0	0	#	#	000000000100000000000000000000000000000000000	0.583	0.989	1	95.70	49969	42681	0.43		137	149
0	0	0	0	0	#	0	0	0	0	0	0	0	0	0	#	#	#	#	#	0	#	1	000000000000000000000000000000100000000000000	0.213	0.970	1	38.93	49711	42684	0.70		23	35
1	0	#	0	#	#	0	#	0	#	0	#	#	0	0	0	0	0	#	0	1	#	#	000000000000000000000000000000000010000000000	1.000	1.000	1	91.22	49622	42687	0.57		21	21
#	0	1	#	0	#	#	0	0	#	#	#	0	0	0	0	1	0	#	0	0	#	1	100000000000000000000000000000000000000001000	0.093	0.954	1	32.32	49623	42688	0.61		11	23
0	1	#	0	1	0	0	#	0	#	#	#	0	1	#	0	#	0	0	0	0	0	#	000000000000000000000000000000001000000000001	1.000	1.000	1	45.32	49632	42697	0.65		11	11
0	0	0	#	0	1	#	#	0	0	0	#	0	0	#	#	0	0	0	0	0	0	0	000000000000000000000000000000000000000000010	0.835	0.996	1	115.51	49810	42698	0.74		148	148
0	1	#	#	#	#	#	0	1	#	0	#	0	1	#	0	#	#	0	0	0	0	#	000000000000000000000000000000001000000000000	1.000	1.000	1	41.78	49643	42708	0.52		11	11
#	#	0	#	0	0	0	#	#	0	#	#	#	1	0	0	#	1	#	#	#	#	#	000000000000000000000000000000010000000000000	0.200	0.968	1	95.56	49979	42711	0.39		279	382
#	#	0	0	0	0	0	0	0	#	#	#	1	0	0	#	0	#	#	0	#	#	0	000000000000000000000000000000000000001000000	1.000	1.000	2	111.83	49864	42715	0.57		154	154
0	0	#	#	#	#	1	0	0	0	0	#	0	0	0	1	0	0	0	0	0	1	#	000000000000000000000000100000000000000000000	1.000	1.000	1	36.34	49930	42754	0.74		23	23
0	#	0	1	0	0	0	0	0	0	0	1	#	0	#	#	#	0	#	0	0	0	1	000000000000000000000000000000000000100001000	1.000	1.000	1	33.97	49693	42758	0.74		11	11
#	0	#	1	0	#	0	#	0	0	1	1	0	0	#	#	1	0	0	1	#	1	#	000000000100000000000000000000000000000000000	1.000	1.000	2	28.50	49714	42779	0.65		11	11
0	0	0	#	0	0	#	#	0	0	1	1	0	0	0	0	1	0	#	#	0	1	0	000000000100000000000000000000000000000000000	1.000	1.000	1	28.50	49714	42779	0.78		11	11
0	0	0	#	0	0	#	#	#	#	0	#	0	1	#	#	0	#	0	0	0	#	#	000000000000000000000000000000010000000000000	0.549	0.988	1	114.96	49972	42784	0.52		245	276
0	0	0	0	#	1	#	0	0	1	0	0	0	0	#	0	1	#	#	#	#	#	#	000000000000000000000000000000000000100000010	1.000	1.000	1	44.77	49729	42794	0.61		11	11
#	#	0	0	0	0	#	0	0	#	#	#	1	0	0	#	#	0	#	0	#	0	#	000000000000000000000000000000000000001000000	1.000	1.000	1	110.77	49864	42797	0.52		163	163
