landmass	zone	area	population	language	religion	bars	stripes	colours	circles	crosses	saltires	quarters	sunstars	crescent	triangle	icon	animate	text	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	2	#	-152.280;170.280	10	1	#	#	#	#	0	#	#	0	#	#	#	0	0	1100100	0.000	0.221	1	26.91	885	240	0.42		5	11
#	#	-3081.310;3863.310	-364.960;380.960	#	5	0	7	#	#	0	0	#	1	#	1	1	#	0	1101000	0.000	0.429	1	7.83	886	241	0.58		6	6
#	#	-3081.310;3863.310	-364.960;380.960	#	5	0	7	#	#	0	0	#	1	#	1	1	#	0	0000110	0.000	0.143	1	7.83	886	241	0.58		6	6
6	#	#	#	1	1	#	#	#	0	1	#	1	4	#	#	#	0	#	1010100	1.000	1.000	2	18.80	887	242	0.42		5	5
6	#	#	#	#	#	#	#	#	0	1	#	#	4	#	#	#	0	#	1010100	1.000	1.000	1	18.80	887	242	0.26		5	5
#	#	-4879.520;6769.520	#	#	#	#	#	4	#	#	#	0	0	0	1	#	#	#	0010000	0.000	-0.048	1	33.86	888	243	0.32		12	18
#	#	-4879.520;6769.520	#	#	#	#	#	4	#	#	#	0	0	0	1	#	#	#	0101010	0.000	0.143	2	33.86	888	243	0.32		6	18
2	#	-6629.690;8827.690	-125.040;137.040	#	#	#	3	#	#	#	0	0	0	#	0	0	0	#	1101000	0.000	0.294	1	57.20	889	244	0.53		5	17
1	#	#	-357.840;357.840	#	1	0	0	3	#	#	0	0	7	0	#	#	1	0	1101000	1.000	1.000	1	13.80	890	245	0.63		5	5
#	1	#	-231.840;231.840	#	#	0	#	#	0	#	#	#	0	#	#	0	0	#	1000100	0.002	0.541	1	73.95	906	246	0.37		57	81
1	4	#	#	#	#	#	0	#	#	1	#	#	#	0	0	1	1	0	0000010	0.035	-0.714	1	27.32	894	249	0.47		6	12
1	4	#	#	#	#	#	0	#	#	1	#	#	#	0	0	1	1	0	1111100	0.035	0.714	2	27.32	894	249	0.47		12	12
#	#	#	-215.960;250.017	#	2	0	#	2	0	#	0	0	#	0	0	#	#	#	1000100	0.035	0.714	1	52.41	895	250	0.47		11	22
#	#	#	-215.960;529.960	#	2	0	#	2	0	#	0	0	#	0	0	0	0	#	1000100	0.035	0.714	1	52.41	895	250	0.58		11	22
1	4	-3872.540;8224.540	-166.320;166.320	#	1	#	#	2	#	0	#	0	0	0	0	0	#	#	1000100	1.000	1.000	1	33.60	767	251	0.63		5	5
3	1	-5795.520;5853.520	#	6	6	#	0	#	#	#	#	#	1	0	#	0	1	#	1001010	1.000	1.000	1	43.20	897	252	0.53		5	5
4	#	-4810.460;5494.460	-300.400;304.400	10	5	#	#	#	0	0	#	#	1	0	#	#	1	#	1101000	0.035	0.714	1	14.50	886	253	0.53		10	10
#	#	-5774.540;6322.540	-179.480;193.480	3	5	#	2	3	0	#	0	0	1	#	0	#	0	0	1101000	1.000	1.000	1	22.50	899	254	0.68		6	6
1	4	#	-267.120;267.120	#	#	0	0	#	#	#	1	#	#	#	#	#	#	#	0000001	0.001	-0.469	1	34.64	982	255	0.32		17	28
#	#	-7926.750;8874.750	-449.823;229.760	3	1	#	#	#	#	0	#	0	#	#	0	0	#	#	1101000	1.000	1.000	2	37.20	772	256	0.42		5	5
#	4	-3772.340;3844.340	-130.040;132.040	6	#	#	#	4	#	0	0	0	1	#	#	#	#	0	0100000	0.000	0.143	1	20.02	999	258	0.53		12	12
#	4	-3772.340;3844.340	-130.040;132.040	6	#	#	#	4	#	0	0	0	1	#	#	#	#	0	1001010	0.000	0.429	1	20.02	903	258	0.53		6	12
4	#	#	#	#	2	#	#	#	0	0	0	0	#	#	0	#	#	#	0100100	0.000	0.458	1	67.54	904	259	0.37		5	39
#	#	2306.370;16419.630	-36.120;498.120	1	1	#	13	3	#	0	#	1	50	#	#	0	0	#	1010100	1.000	1.000	1	14.80	905	260	0.58		5	5
5	1	#	-253.400;351.400	10	3	#	#	#	#	#	0	#	#	0	0	#	#	#	1010100	0.027	0.697	1	39.05	960	261	0.42		11	17
#	1	-4804.450;5276.450	#	#	6	#	#	#	1	0	0	0	0	0	0	0	0	0	1000000	0.000	0.429	1	26.67	907	262	0.68		6	6
#	1	-4804.450;5276.450	#	#	6	#	#	#	1	0	0	0	0	0	0	0	0	0	0010100	0.035	0.714	1	26.67	907	262	0.68		6	6
#	1	-4804.450;5276.450	#	#	6	0	#	#	1	0	0	0	0	0	0	0	0	0	1010100	1.000	1.000	2	30.00	907	262	0.74		5	5
#	1	#	#	#	6	#	#	#	1	0	0	0	0	#	0	0	0	0	1000000	0.000	0.429	2	30.00	907	262	0.58		5	5
#	4	-3025.310;3919.310	-171.520;211.520	8	2	#	0	2	#	0	0	0	1	#	0	#	#	#	1100000	0.035	0.714	2	41.40	908	263	0.63		5	10
#	4	-3025.310;3919.310	-171.520;211.520	8	2	0	0	2	#	0	0	0	1	#	0	#	#	#	1100000	0.035	0.714	1	41.40	908	263	0.68		5	10
#	4	-5642.510;5782.510	-193.560;199.560	1	0	#	0	3	0	0	0	0	0	#	0	0	#	#	0100101	1.000	1.000	2	56.00	909	264	0.74		5	5
#	2	#	#	#	#	0	0	4	#	#	#	0	#	#	#	#	#	#	0101001	0.000	0.455	1	32.97	910	265	0.26		6	11
#	2	#	#	#	#	0	0	4	#	#	#	0	#	#	#	#	#	#	1000000	0.000	-0.117	1	32.97	910	265	0.26		6	11
#	#	-8175.730;8177.730	-141.120;141.120	#	#	0	0	#	1	#	#	#	0	0	0	#	#	0	1000000	0.000	0.253	1	39.89	972	265	0.47		26	26
4	1	#	-206.640;206.640	6	0	#	#	#	#	0	#	0	#	#	1	#	0	0	1101010	1.000	1.000	1	22.60	912	267	0.53		5	5
5	1	#	#	6	4	#	#	4	#	#	0	#	0	#	0	1	0	#	0110101	1.000	1.000	2	12.20	913	268	0.53		5	5
5	1	#	#	#	2	#	#	4	#	#	0	#	1	#	1	#	0	0	1010110	0.024	0.688	1	35.25	914	269	0.47		5	11
#	3	#	-299.440;315.440	2	#	#	#	3	0	#	0	#	0	#	0	#	0	#	1011000	0.035	0.714	1	63.90	916	271	0.47		5	10
#	#	#	-148.280;174.280	10	5	#	6	#	#	#	#	#	0	0	0	0	#	#	0000100	0.000	0.143	1	14.50	918	273	0.42		6	6
#	#	#	-148.280;174.280	10	5	#	6	#	#	#	#	#	0	0	0	0	#	#	1001010	0.035	0.714	1	14.50	918	273	0.42		6	6
#	2	#	#	#	1	0	#	3	#	1	#	#	6	0	#	#	0	#	0000100	0.000	0.429	1	15.33	919	274	0.42		6	6
#	2	#	#	#	1	0	#	3	#	1	#	#	6	0	#	#	0	#	1010000	0.035	0.714	1	15.33	919	274	0.42		6	6
6	2	#	#	#	1	0	#	3	#	1	#	#	6	0	0	#	0	#	1010100	1.000	1.000	1	17.60	919	274	0.53		5	5
1	4	#	-226.800;226.800	1	1	#	#	#	#	0	0	0	2	#	#	0	0	#	1000000	0.000	-0.143	1	13.33	921	276	0.58		6	6
1	4	#	-226.800;226.800	1	1	#	#	#	#	0	0	0	2	#	#	0	0	#	0101110	0.035	0.714	1	13.33	921	276	0.58		6	6
#	4	#	-226.800;226.800	1	1	#	#	#	#	0	0	0	2	#	#	0	0	0	1101110	1.000	1.000	1	15.20	921	276	0.58		5	5
2	3	-3643.440;6213.440	-132.160;160.160	2	0	#	#	#	0	#	0	#	#	0	#	0	#	0	1000100	0.000	0.420	1	62.04	922	277	0.58		10	32
#	3	-3643.440;6213.440	-132.160;160.160	2	0	#	#	#	0	0	0	0	#	0	#	0	#	0	1000100	0.000	0.365	1	63.95	922	277	0.63		5	27
#	#	-8175.730;8177.730	#	2	#	#	0	#	#	#	#	0	0	#	#	#	#	#	1010100	0.009	0.623	1	56.62	536	278	0.26		5	22
#	#	#	#	1	#	0	#	#	1	#	#	0	#	#	#	#	#	#	0001010	0.000	-0.169	1	12.52	924	279	0.21		6	11
1	#	#	#	1	#	0	#	#	1	#	#	0	#	0	0	#	#	#	1111111	1.000	1.000	2	12.80	924	279	0.37		5	5
3	#	-2912.260;2912.260	#	#	0	#	0	3	#	1	#	#	#	0	0	1	0	#	1000110	1.000	1.000	1	40.40	797	281	0.53		5	5
#	#	-4245.380;4267.380	#	1	1	0	#	#	0	#	1	#	#	0	#	0	#	#	0101010	0.000	-0.179	1	34.58	927	282	0.42		5	16
#	#	-4245.380;4267.380	#	1	1	0	#	#	0	#	1	#	#	0	1	0	#	0	0101010	1.000	1.000	1	37.20	927	282	0.53		5	5
4	#	-6049.550;6271.550	#	#	5	0	11	3	0	0	0	#	1	0	0	#	0	#	1010100	1.000	1.000	2	22.50	930	285	0.68		6	6
4	4	#	-366.920;368.920	10	#	#	#	#	#	#	0	#	#	#	0	#	0	0	0010100	0.035	0.714	1	25.60	930	285	0.42		5	5
2	#	-6629.690;8827.690	-125.040;137.040	2	#	#	3	#	#	#	0	0	0	#	0	0	#	#	1000000	0.000	0.321	1	58.32	916	286	0.53		10	16
2	#	-6629.690;8827.690	-125.040;137.040	2	#	#	3	#	#	#	0	0	0	#	0	0	#	#	0101000	0.000	0.214	1	58.32	889	286	0.53		5	16
#	#	#	-279.440;335.440	#	0	#	#	#	#	#	#	#	#	0	#	#	#	#	0010100	0.000	0.290	2	55.13	995	286	0.16		84	148
#	#	#	-171.360;171.360	1	1	0	#	#	#	1	#	1	5	#	0	#	0	0	1000000	0.000	0.143	2	14.67	933	288	0.53		6	6
#	#	#	-171.360;171.360	1	1	0	#	#	#	1	#	1	5	#	0	#	0	0	0011100	0.035	0.714	1	14.67	933	288	0.53		6	6
#	#	-5712.510;5712.510	-171.360;171.360	1	1	0	#	#	1	1	#	1	5	#	0	#	0	0	1011100	1.000	1.000	1	16.80	933	288	0.63		5	5
4	#	-6362.590;3494.290	#	3	#	3	0	#	0	0	#	#	#	#	0	0	0	0	1101000	0.060	0.755	2	64.98	934	289	0.58		16	28
4	4	-3002.290;6854.590	-130.080;142.080	#	#	#	0	3	#	0	0	#	0	#	#	#	#	0	1000000	0.000	0.429	1	61.11	934	289	0.53		11	11
#	2	-7616.680;7616.680	#	#	#	0	#	#	0	0	#	#	1	#	0	#	0	#	0011100	0.000	0.065	1	36.58	936	291	0.42		5	11
#	4	-3848.350;3992.350	#	#	5	#	#	#	#	0	0	#	0	0	0	0	0	#	0110100	0.027	0.696	1	39.66	937	292	0.53		10	16
#	4	-3848.350;3992.350	#	#	5	#	#	4	#	0	0	#	0	0	0	0	0	0	0110100	0.035	0.714	1	18.60	937	292	0.63		5	5
6	3	#	-236.880;236.880	#	#	#	0	5	0	0	#	0	0	#	#	1	#	#	1011101	1.000	1.000	1	17.20	938	293	0.53		5	5
#	#	#	#	2	#	#	#	#	#	0	0	0	#	0	#	0	#	#	1000100	0.000	0.446	2	58.98	929	296	0.32		21	66
#	#	#	#	2	#	#	#	#	#	0	0	0	#	0	#	0	#	#	0100001	0.000	-0.160	1	58.98	841	296	0.32		6	66
3	1	-6576.610;7088.610	-335.840;379.840	6	6	0	#	#	0	#	0	0	1	#	0	0	0	#	1011100	1.000	1.000	1	46.20	944	299	0.74		5	5
2	#	#	-274.200;280.200	#	0	0	#	#	#	#	#	#	1	#	#	1	1	1	1100010	0.000	0.143	1	19.83	945	300	0.42		6	6
2	#	#	-274.200;280.200	#	0	0	#	#	#	#	#	#	1	#	#	1	1	1	0011100	0.000	0.143	1	19.83	945	300	0.42		6	6
#	1	-5212.580;7780.580	-258.080;266.080	3	#	#	0	#	#	0	0	#	#	0	0	0	#	#	1011000	0.007	0.607	1	58.67	817	301	0.53		5	16
4	1	-5212.580;7780.580	-258.080;266.080	3	#	#	0	#	#	0	0	#	#	0	0	0	0	#	1011000	0.035	0.714	1	52.30	817	301	0.63		5	10
#	1	-5408.630;8704.630	#	#	#	#	3	#	#	#	#	#	#	0	#	1	#	1	0100000	0.000	0.429	1	16.67	947	302	0.32		6	6
#	1	-5408.630;8704.630	#	#	#	#	3	#	#	#	#	#	#	0	#	1	#	1	1000100	0.035	0.714	1	16.67	947	302	0.32		6	6
#	1	-3932.370;4356.370	#	8	#	#	2	3	0	0	#	#	#	#	#	1	0	#	0100000	0.000	0.429	1	19.83	949	304	0.47		6	6
#	1	-3932.370;4356.370	#	8	#	#	2	3	0	0	#	#	#	#	#	1	0	#	1000100	0.035	0.714	2	19.83	949	304	0.47		6	6
#	4	#	#	#	1	0	0	#	#	0	0	#	#	0	0	#	1	#	0111100	0.035	0.714	1	44.00	950	305	0.47		5	5
#	4	#	#	#	1	#	0	#	0	0	0	#	#	0	0	#	1	#	0111100	0.214	0.857	1	34.00	950	305	0.47		10	10
1	4	-6468.580;6524.580	-261.120;273.120	#	#	2	0	2	0	0	#	#	#	#	#	0	#	#	1000010	1.000	1.000	1	44.60	951	306	0.53		5	5
1	4	-6468.580;6524.580	#	3	#	2	#	2	0	0	#	#	#	#	#	0	#	#	1000010	1.000	1.000	1	44.60	951	306	0.47		5	5
#	3	#	-299.440;335.440	2	0	#	#	3	0	0	#	#	#	#	#	#	#	#	0010100	0.000	0.286	1	59.34	920	307	0.37		10	20
#	3	#	-279.440;315.440	#	#	0	#	#	#	#	#	#	#	0	#	0	0	0	0011000	0.000	0.381	1	50.94	933	307	0.37		15	36
#	1	#	-247.000;257.000	7	#	#	#	#	1	#	#	1	0	#	0	#	#	1	1111101	1.000	1.000	1	10.20	953	308	0.42		5	5
#	#	-7084.640;7252.640	-240.920;242.920	#	2	1	3	#	#	#	0	0	0	0	#	0	0	#	0100000	0.000	0.143	1	26.17	954	309	0.58		6	6
#	#	-7084.640;7252.640	-240.920;242.920	#	2	1	3	#	#	#	0	0	0	0	#	0	0	#	1000110	0.035	0.714	1	26.17	954	309	0.58		6	6
#	4	-3580.320;3588.320	#	6	#	1	#	5	0	0	0	#	1	0	#	0	#	0	1101011	1.000	1.000	1	20.00	955	310	0.63		6	6
#	#	#	-211.680;211.680	6	#	#	#	5	#	0	0	#	1	#	0	0	1	#	1001011	0.035	0.714	1	22.80	955	310	0.47		5	5
#	#	#	-211.680;211.680	6	#	1	#	5	#	0	0	0	1	#	0	0	1	#	1001011	0.035	0.714	1	22.80	955	310	0.58		5	5
6	1	-7728.690;7728.690	-317.520;317.520	#	#	#	#	#	#	#	#	#	#	0	0	#	1	#	0001100	0.000	0.169	1	33.03	956	311	0.37		11	11
6	1	-7728.690;7728.690	-317.520;317.520	#	#	#	#	#	#	#	#	#	#	0	0	#	1	#	1010000	0.000	0.169	1	33.03	956	311	0.37		11	11
6	1	-7728.690;7728.690	#	#	#	#	#	#	#	0	0	0	#	0	0	#	1	#	1011100	0.035	0.714	1	35.80	956	311	0.47		10	10
#	1	#	#	4	1	0	#	#	#	#	0	0	#	0	0	#	#	#	1001010	1.000	1.000	1	50.83	829	313	0.42		6	6
#	#	#	-306.480;318.480	#	#	#	#	3	#	0	#	#	#	0	#	0	#	0	1000010	0.000	0.097	1	70.05	994	313	0.32		16	200
#	1	-6359.590;6857.590	-306.480;318.480	#	#	#	#	3	0	0	#	#	#	0	#	0	#	0	1000010	0.000	0.240	1	76.49	897	313	0.47		10	59
#	#	4520.550;14601.450	645.120;1370.880	#	6	0	#	#	0	0	0	#	5	#	#	0	0	0	1001000	1.000	1.000	1	12.20	959	314	0.58		5	5
#	#	4520.550;14601.450	645.120;1370.880	#	#	0	0	#	0	#	0	#	5	#	#	0	0	0	1001000	1.000	1.000	2	12.20	959	314	0.53		5	5
#	1	#	-141.400;211.400	10	3	#	#	3	#	0	0	1	#	#	0	1	#	#	1010100	1.000	1.000	2	20.80	960	315	0.53		5	5
#	1	-7080.690;8376.690	#	#	#	0	3	#	0	#	0	#	#	0	0	1	0	0	0001000	0.000	0.143	1	30.22	1000	316	0.58		12	12
#	1	-7080.690;8376.690	#	#	#	0	3	#	0	#	0	#	#	0	0	1	0	0	1000010	0.000	0.429	1	30.22	1000	316	0.58		12	12
#	1	#	#	#	#	#	3	#	#	#	0	#	1	0	0	#	0	0	1101110	0.009	0.625	1	45.41	961	316	0.42		5	16
#	#	#	-243.960;249.960	#	#	0	3	#	#	#	0	#	1	0	0	1	#	#	1100110	0.000	0.429	2	28.69	961	316	0.42		10	15
#	1	-5684.510;5740.510	-322.560;-232.461	#	#	0	#	4	#	#	#	#	0	#	1	0	0	#	1110100	0.000	0.486	1	10.50	317	317	0.47		0	0
#	#	#	-231.840;322.560	#	5	#	#	#	0	#	0	#	0	0	#	0	0	#	1000100	0.000	0.104	1	52.58	937	317	0.42		16	37
#	#	#	-351.800;353.800	#	#	#	0	#	0	#	0	0	0	#	0	#	1	#	0101000	0.000	0.152	1	55.84	964	319	0.42		21	32
#	#	#	-351.800;353.800	#	#	#	0	#	0	#	0	0	0	#	0	#	1	#	0000100	0.000	-0.027	1	55.84	964	319	0.42		27	32
#	1	#	#	10	#	#	#	3	#	0	0	#	0	#	0	#	#	0	1000100	0.001	0.500	1	48.10	907	320	0.42		10	16
#	1	#	#	10	#	#	#	3	#	0	0	#	0	#	0	#	#	0	0010000	0.000	0.214	1	48.10	907	320	0.42		10	16
#	#	#	#	#	1	#	3	3	#	0	0	0	0	#	#	0	0	0	1101000	0.000	0.286	1	58.01	836	320	0.53		5	20
4	2	#	-218.880;254.880	#	#	0	#	#	#	#	0	0	0	0	#	#	0	0	0011000	0.000	0.156	1	45.16	966	321	0.53		17	22
4	2	#	-218.880;254.880	#	#	0	#	#	#	#	0	0	0	0	#	#	0	0	0100000	0.000	-0.026	1	45.16	888	321	0.53		16	22
#	#	#	#	#	#	0	0	2	#	#	#	#	0	0	#	0	0	#	1000100	0.214	0.857	1	48.92	969	324	0.37		15	20
#	#	-5711.510;5713.510	#	#	#	0	0	#	#	#	#	1	0	0	#	0	0	#	1000100	1.000	1.000	1	32.60	969	324	0.42		5	5
3	#	-6720.600;6720.600	-282.240;282.240	#	1	0	1	3	#	0	#	#	0	#	0	#	0	#	0000100	0.000	0.429	1	32.17	971	326	0.58		6	6
3	#	-6720.600;6720.600	-282.240;282.240	#	1	0	1	3	#	0	#	#	0	#	0	#	0	#	1001000	0.035	0.714	1	32.17	971	326	0.58		6	6
#	#	-6720.600;6720.600	-282.240;282.240	1	1	0	1	3	#	0	0	#	0	#	0	1	0	#	1001100	1.000	1.000	1	36.40	971	326	0.68		5	5
#	#	#	#	3	7	#	#	#	0	#	0	#	1	0	0	#	#	#	1001000	0.000	0.429	1	20.33	975	330	0.37		6	6
#	#	#	#	3	7	#	#	#	0	#	0	#	1	0	0	#	#	#	0100100	0.000	0.429	1	20.33	975	330	0.37		6	6
#	#	#	-214.720;218.720	3	7	#	#	#	0	#	0	#	#	0	0	#	#	#	1101100	1.000	1.000	1	23.40	975	330	0.37		5	5
#	1	#	#	#	2	0	#	4	0	#	0	0	1	0	#	0	0	0	0100000	0.000	-0.025	1	42.37	718	331	0.63		12	17
6	3	-7053.630;7059.630	-357.840;357.840	#	1	0	#	#	0	#	0	1	5	0	#	0	#	#	1010100	1.000	1.000	1	27.40	979	334	0.63		5	5
#	1	-8036.730;8316.730	#	10	4	#	0	#	0	0	0	#	#	1	0	0	#	#	0000001	0.000	0.429	1	15.17	980	335	0.58		6	6
#	1	-8036.730;8316.730	#	10	4	#	0	#	0	0	0	#	#	1	0	0	#	#	0010100	0.035	0.714	1	15.17	980	335	0.58		6	6
#	4	#	-267.120;221.760	#	#	0	#	#	#	1	1	#	#	0	#	#	#	1	0000001	0.000	-0.429	1	27.40	982	337	0.37		10	10
1	#	#	-221.760;267.120	1	#	0	0	#	#	#	1	#	#	#	#	#	#	#	1111101	0.006	0.600	1	35.03	982	337	0.32		15	25
#	#	-7037.630;7075.630	-216.720;216.720	#	1	#	#	3	0	#	#	#	0	#	#	#	#	#	0010000	0.000	0.134	2	67.69	992	339	0.32		33	68
#	#	-7037.630;7075.630	-216.720;216.720	#	1	#	#	3	0	#	#	#	0	#	#	#	#	#	0001010	0.000	-0.050	2	67.69	927	339	0.32		15	68
#	#	-8175.730;8177.730	-141.120;141.120	#	#	#	0	#	#	#	#	0	0	0	0	#	#	0	1000000	0.000	0.377	2	78.05	972	341	0.42		113	139
#	#	-8175.730;8177.730	-141.120;141.120	#	#	#	0	#	#	#	#	0	0	0	0	#	#	0	0010100	0.000	0.223	2	78.05	972	341	0.42		42	139
5	#	-4022.360;4042.360	-238.920;244.920	#	2	0	2	#	0	#	#	0	0	#	#	0	1	#	0100100	0.000	0.429	1	23.83	988	343	0.58		6	6
5	#	-4022.360;4042.360	-238.920;244.920	#	2	0	2	#	0	#	#	0	0	#	#	0	1	#	1000001	0.000	0.429	1	23.83	988	343	0.58		6	6
3	#	-3788.350;4052.350	-181.520;201.520	6	1	#	9	#	0	#	0	1	0	0	#	#	0	0	0010100	1.000	1.000	1	31.20	991	346	0.68		5	5
#	#	-6496.580;6496.580	-317.520;317.520	1	1	#	1	3	0	0	0	#	0	#	#	#	#	0	0010101	0.000	0.429	1	40.30	992	347	0.58		5	10
1	#	-6496.580;6496.580	-317.520;317.520	1	1	0	1	3	0	0	0	#	#	0	0	#	#	0	0010101	1.000	1.000	3	44.20	992	347	0.74		5	5
2	4	-5248.550;7072.550	-136.200;166.200	2	#	#	3	#	#	#	#	#	7	#	#	#	1	0	1001000	0.000	-0.429	1	17.67	995	350	0.47		6	6
2	4	-5248.550;7072.550	-136.200;166.200	2	#	#	3	#	#	#	#	#	7	#	#	#	1	0	0110111	0.000	0.429	2	17.67	995	350	0.47		6	6
#	#	-5248.550;7072.550	-136.200;335.440	2	0	#	#	#	#	#	#	#	7	0	#	#	1	#	0010100	0.000	-0.429	1	20.00	995	350	0.37		5	5
2	4	#	-279.440;166.200	#	#	#	3	#	#	#	#	#	#	#	#	#	#	0	0110111	0.000	0.429	1	20.00	995	350	0.26		5	5
#	1	-3939.360;4125.360	#	#	#	0	#	#	0	#	0	#	#	#	#	0	#	0	1000100	0.000	0.449	1	66.52	988	352	0.37		90	140
#	1	#	-231.840;231.840	#	6	#	#	#	0	#	#	#	0	0	0	0	0	0	1100100	1.000	1.000	1	55.40	868	352	0.53		5	5
#	#	#	#	#	#	#	#	#	0	0	0	0	1	#	0	#	#	0	0100100	0.000	0.145	1	50.36	999	353	0.37		26	116
#	4	-3745.340;3871.340	-327.600;327.600	6	#	#	5	4	0	0	#	0	1	#	0	0	#	0	0100000	0.000	0.143	1	20.50	999	354	0.68		6	6
#	4	-3745.340;3871.340	-327.600;327.600	6	#	#	5	4	0	0	#	0	1	#	0	0	#	0	1001000	0.000	0.429	1	20.50	999	354	0.68		6	6
6	1	#	#	10	0	#	#	#	0	0	0	0	4	0	#	0	#	#	1011100	1.000	1.000	1	24.75	873	357	0.58		4	4
#	#	-7084.640;7252.640	-240.920;242.920	#	2	#	3	#	#	#	0	0	#	0	#	0	0	#	0100010	0.000	0.347	1	51.68	954	358	0.47		30	35
#	#	-7084.640;7252.640	-240.920;242.920	#	2	#	3	#	#	#	0	0	#	0	#	0	0	#	1000100	0.000	0.429	1	51.68	954	358	0.47		35	35
5	#	#	#	#	2	#	3	#	#	0	0	0	2	#	#	#	0	#	0100010	0.000	0.429	1	32.25	874	358	0.42		4	4
#	1	-9491.680;8177.730	#	5	#	0	0	3	0	#	#	0	#	0	#	#	0	0	1010100	1.000	1.000	1	42.75	747	360	0.58		4	4
#	#	-7916.710;7988.710	-294.480;330.480	7	#	#	#	3	#	0	0	1	#	0	#	0	0	#	1010100	1.000	1.000	1	14.75	877	361	0.53		4	4
#	#	-7916.710;7988.710	-294.480;330.480	7	3	#	#	3	#	0	0	1	#	0	0	0	#	#	1010100	1.000	1.000	1	14.75	877	361	0.58		4	4
6	#	-7728.690;7728.690	-317.520;236.880	#	1	#	#	7	#	#	#	#	0	#	0	#	1	#	0001100	0.000	-0.143	1	38.56	943	363	0.42		9	9
#	#	-8175.730;8177.730	#	#	#	#	0	#	1	#	#	#	0	0	0	#	#	0	1000000	0.000	0.238	1	40.17	972	364	0.37		24	24
#	#	-8175.730;8177.730	-141.120;141.120	#	#	0	0	#	#	#	0	#	0	0	0	#	#	0	1000000	0.000	0.446	1	72.29	972	364	0.47		54	64
#	4	#	#	#	2	#	#	2	#	0	#	0	#	#	0	#	#	0	0101000	0.022	0.683	1	44.22	881	365	0.37		4	9
#	4	#	#	#	#	#	#	2	0	0	#	0	#	1	0	#	#	0	0101000	1.000	1.000	1	37.25	881	365	0.42		4	4
#	#	-7037.630;7075.630	-216.720;216.720	#	1	#	#	#	0	#	#	#	0	#	#	0	0	0	0011010	0.000	-0.065	1	62.10	883	367	0.42		4	59
6	#	#	#	#	1	#	#	#	#	1	#	1	4	#	#	#	0	#	1010100	1.000	1.000	1	21.75	887	371	0.32		4	4
#	#	#	-269.280;305.280	10	#	#	0	#	0	0	#	#	0	#	#	0	0	#	0111010	0.000	0.365	1	43.89	888	372	0.42		4	9
2	#	#	#	2	#	#	#	#	0	#	0	0	#	0	#	0	#	#	0100000	0.000	0.071	1	64.78	889	373	0.37		4	24
#	#	-6629.690;8827.690	-306.480;318.480	2	#	#	3	3	#	0	#	#	0	0	0	0	0	0	1000000	0.000	0.429	3	67.44	916	373	0.63		9	9
#	#	#	#	1	#	0	#	#	1	#	#	0	#	#	#	#	#	#	0010101	0.000	-0.429	1	13.30	924	374	0.21		5	10
#	#	#	#	1	#	0	#	#	1	#	#	0	#	#	#	#	#	#	1100000	0.000	0.143	1	13.30	924	374	0.21		10	10
3	#	#	#	#	6	0	3	#	0	0	#	#	1	0	0	#	1	#	1100100	0.000	0.429	1	22.40	892	376	0.53		5	5
3	#	#	#	#	6	0	3	#	0	0	#	#	1	0	0	#	1	#	0011000	0.000	0.143	1	22.40	892	376	0.53		5	5
#	1	#	#	#	6	0	3	#	0	0	#	#	1	0	0	#	#	0	0100100	0.000	-0.016	1	37.22	892	376	0.53		4	9
#	#	#	-167.400;185.400	#	#	#	#	#	0	0	0	0	1	#	0	#	1	#	0011000	0.000	0.083	1	33.42	956	376	0.42		9	24
1	4	-8176.730;8176.730	-277.200;277.200	#	1	0	#	#	1	1	1	1	#	#	#	#	1	0	1111110	1.000	1.000	1	25.80	894	378	0.63		5	5
#	4	#	#	#	#	#	0	#	#	#	#	#	#	0	0	#	1	0	1111100	0.001	0.510	1	41.11	894	378	0.32		9	14
1	#	-8175.730;8177.730	-141.120;141.120	#	#	#	0	#	#	1	#	#	0	0	0	1	#	0	0010100	0.000	-0.143	1	31.44	894	378	0.53		9	9
#	1	-3939.360;4125.360	#	#	6	#	#	#	#	#	0	#	#	#	0	0	#	0	0100100	0.000	0.029	1	52.99	868	381	0.37		5	25
#	1	-3939.360;4125.360	#	#	6	#	#	#	#	#	0	#	#	#	0	0	#	0	1000000	0.000	0.429	1	52.99	944	381	0.37		25	25
#	#	-5795.520;5853.520	#	#	6	#	0	#	#	#	#	#	1	0	#	0	1	#	1001010	1.000	1.000	1	50.00	897	381	0.37		4	4
#	#	#	-306.480;318.480	6	#	#	#	3	#	0	#	0	#	0	#	0	#	0	1000010	0.000	0.429	1	54.75	897	381	0.42		4	8
#	#	#	-306.480;11.977	#	#	#	#	3	0	0	#	#	#	0	#	0	#	0	0100000	0.000	0.154	1	66.38	994	383	0.37		67	129
#	4	#	-221.760;352.800	1	1	0	0	#	#	1	#	#	#	#	#	#	1	1	1111101	1.000	1.000	1	28.78	982	384	0.47		9	9
#	#	#	-352.800;221.760	1	#	0	#	#	0	#	1	#	#	0	0	#	#	1	1111100	0.035	0.714	1	39.25	900	384	0.42		4	4
5	1	#	-174.320;410.320	#	#	0	#	2	#	0	0	#	#	#	#	0	#	0	1000100	0.014	0.652	3	50.31	902	386	0.47		9	23
