Mean_Acc1000_Mean_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_ZeroCrossings_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Mean_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	#	#	#	#	#	#	-0.090;0.184	#	#	#	#	#	#	#	#	0.277;0.532	#	#	#	#	#	#	#	#	-0.002;0.018	#	#	#	#	0.300;0.720	#	101000010101011000010101010110010101000000000000010000000000000001000010101000010000000000000000010100000100010010000100010000000000001000000000000000010000000000000001000000	0.102	0.796	1	610.71	9752	8348	0.12		4	852
#	#	#	0.045;0.377	#	#	#	#	#	#	#	#	0.075;0.492	#	#	#	#	#	#	#	#	#	#	#	0.852;4.356	#	0.016;0.032	#	#	-0.038;0.262	-0.147;0.431	-0.002;0.531	-0.002;0.069	000001000001001001010001000000100001000000000000000000000000001000000000100000000000000000001011000100000100000110000000000000100000000000000000000000000000000010000000000010	0.058	0.915	1	653.50	8351	8351	0.24		0	0
#	#	#	#	0.052;0.117	#	#	-0.444;3.730	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	2.384;5.188	0.029;0.056	0.000;0.040	#	#	#	#	#	#	011000000000000000000101000000000001000000000000000000000001000100000001000000010000101000010000000101000001010011001010010000000010000000000000000000000000010000000000000000	0.149	0.827	1	549.98	9761	8357	0.15		4	52
3.103;7.598	0.027;0.061	0.043;0.060	#	#	#	#	#	#	#	0.326;0.672	#	#	#	#	#	#	0.179;0.770	#	#	#	#	-3.448;4.628	#	#	#	#	#	#	#	#	#	#	010001010000001010011001000000010101000000000100000000000000000100000000100100000100001000010010000101010101010111000000010001000000000000000000000000000000000001000000100000	0.111	0.802	1	350.30	9764	8360	0.18		4	27
#	#	#	#	0.005;0.065	#	#	#	#	#	#	#	#	#	-88.026;-52.015	#	#	#	#	-12231301323253220810228091743276221633039169871355607116738115244078798778985746413420174992497219210618760845938469977890950039072932810453299648904475851018662491688271872.000;34233303323253240336514693979491440423162569491412053673892354059390116365546823820828089430573658873518851830523208976592193144971446783228995512077575064192558635050598400.000	#	#	#	#	-3.677;5.785	#	#	#	#	-0.445;0.642	#	0.279;0.935	#	011001001000000010010001001000010101000000000100000000000001000100000001000100000010001000010000000000010100010011001000101000000010000000000000000000000000010000000000000000	0.088	0.784	1	636.62	9768	8364	0.18		4	902
#	#	0.015;0.037	0.445;0.791	#	#	#	#	#	#	0.299;0.809	#	#	-0.041;0.226	-135.125;-36.641	#	#	0.257;0.766	#	#	#	0.028;0.656	-1.586;4.404	0.098;0.223	#	0.013;0.049	#	#	#	#	#	0.401;0.751	#	011001000000101000000010101010000010000011100000000110000000000000000000100000010000000000010000010001010101010110000000000000001000000000101010000000000000000000000000001000	0.099	0.793	1	517.19	9769	8365	0.33		4	89
#	0.023;0.060	#	#	#	#	#	#	#	#	#	#	0.520;0.846	0.155;0.443	#	#	-0.073;0.071	#	#	#	#	#	1.035;5.827	0.051;0.237	#	#	0.025;0.044	0.520;0.918	#	0.581;1.345	#	0.570;0.850	#	010000000000000000010000000000000000000000000000000000000000000000000101010100000000000000000000000000100000110110100100000000000000000100000100000000000000000000000000000000	0.166	0.836	1	446.07	9770	8366	0.30		4	50
#	0.027;0.071	#	#	#	#	#	-1.322;1.778	#	#	#	0.060;0.138	#	#	#	#	-0.036;0.060	#	#	-13131202323253229974666695505272568461997213988463309260756832347477075750844679057455332614255229243138595297082080264526178251205567206108718401755864992715953830885326848.000;33333402323253229455876675184842664848729325603956047212514811920165487045072026380407135959401635810359107214015959945632887084968597878293079759297024969351760223074779136.000	#	#	#	-0.057;0.225	#	-0.001;0.029	#	#	#	#	#	#	0.008;0.085	010101100000000000100000100000001000000000000000000000000000001000000000100010000000000000000000000001010101010110000000010000000000000000000000000000000000000010000000000000	0.164	0.835	1	606.97	9780	8376	0.24		4	389
#	#	#	#	-0.017;0.057	#	#	#	#	0.037;0.239	#	#	#	#	-105.392;-50.830	#	#	#	#	#	#	#	#	#	#	#	-0.002;0.018	#	0.181;0.413	#	#	#	#	010100101000000110101001100001011000000000000000000010000010100000010000100000010000000000000010001000010100001100100100000010000000000000000000001000000000000000000000000000	0.083	0.780	1	658.60	9781	8377	0.15		4	644
-0.802;11.600	0.023;0.054	#	#	#	#	#	#	#	#	0.515;0.671	#	#	#	#	#	#	#	#	#	#	#	#	-0.040;0.255	#	#	#	#	#	#	#	0.329;0.722	#	010000000000000000000000100000000000000000000000000000000000001000010110101000010100000000000000000000000100010010000000000000000000000000000000000010000000000000000000000000	0.153	0.829	1	549.54	8382	8382	0.15		0	312
1.640;11.462	#	#	-0.043;0.578	#	-0.280;0.483	0.136;0.714	#	#	0.065;0.185	#	#	0.507;0.861	-0.040;0.261	#	#	-0.023;0.090	#	#	#	#	#	#	#	#	#	-0.002;0.035	0.231;0.838	#	#	#	#	0.029;0.156	010001100000100100000010100000001010000000000100000000000000000100010000000000010100000000000000000000000100110100000000000000000000000000000000000000000000000001000000000000	0.129	0.815	2	615.67	9792	8388	0.33		4	616
#	#	-0.000;0.026	#	#	0.130;0.817	0.010;0.621	#	-0.053;0.194	#	#	0.062;0.116	0.311;0.909	#	#	#	-0.012;0.039	#	#	-14746451464769733349574447933424356060359955722106773238023014906515296432630855248759143514492491253505096157597229332024389586696405298631386285491202968287659733117042688.000;34748453484769752723357665673305649893516297766318213347746009896222534392871462133347924518362709352895673806021034190865855478783703349406089299245672755876380683551113216.000	-0.327;1.690	#	#	#	#	-0.015;0.051	#	#	#	#	#	#	#	010001001010000010001000001000010100000000000001000000100000000010000100100000010000000000010001000101010001010110001000000001000001000000000100000010000000000000000000000000	0.107	0.800	1	673.85	9795	8391	0.30		4	946
#	#	#	0.105;0.638	#	#	#	-1.678;2.751	0.029;0.181	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	010001010001000100010100000000000101100010000000001000000000000001000000101000010000000000000000110000000000010110000000100000000000000000000000000000000000000000010001001000	0.118	0.808	2	603.86	9796	8392	0.09		5	1484
#	#	#	0.155;0.426	#	#	#	-0.453;1.687	#	#	#	0.063;0.107	#	#	-96.775;-20.388	#	#	0.242;0.587	#	-8191901909209180805043350181860938314137196033410980867288966902225597765222193125697273888978659205922206280932162389927499861193260590342843381555747891246963410025316352.000;30191901929209200142265907589121043384464240831484043264101420783248723441130799676507814112688587907061038973536181094210748856060792117481661316646815908275349694672011264.000	#	#	#	#	#	#	#	0.147;0.479	#	#	#	#	0.191;0.253	011000000010000010010000001000010100000000000000000000000001000000100000000000000000001000000011010100010100010111100000001000000000000000000000000000000000000000001000000000	1.000	1.000	1	505.00	9799	8395	0.24		4	4
#	0.019;0.044	#	#	#	#	#	#	-0.034;0.193	#	#	#	#	#	#	#	#	#	-0.104;0.505	-29796952978824793823181991635090431390657184438135619077748205836212667901382320393619005718751238614423629947536965437009305106347018829559769712119671664613555216477847552.000;29798952980824794215241446944024103755694646942978467649429746024844757695460333574927828690272513736560009458936606168136135890491212935080440951020723907305127300521000960.000	#	#	#	#	#	#	#	#	0.049;0.422	-0.436;1.033	#	#	0.082;0.144	000001000001000000000101000000000000100010000000001101000000000001000000110000010000000000000000000100100100110111000100010000000000000000000000000000000000000000010001000000	0.126	0.813	1	719.14	9800	8396	0.21		4	565
#	#	-0.001;0.020	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.007;0.064	0.299;0.626	#	#	#	#	2.752;6.585	#	#	#	#	#	#	-0.754;0.891	0.100;0.403	#	#	001000011010001010011001101010010100100000000000000000000000000001000010110000010000000000010001000101010101010010100010001000000000000000000000000000000000000000010000000000	0.125	0.812	1	747.32	9802	8398	0.18		4	54
#	#	#	#	#	0.181;1.109	#	#	-0.102;0.234	#	#	0.053;0.126	#	#	#	0.799;1.669	-0.026;0.131	#	#	#	-0.196;2.144	#	#	#	-0.374;7.036	#	#	#	#	#	#	0.594;0.821	#	010001101010100010101010101000011010000000000000000000000000000000010100100100000000011000010000000101010100010111000000010000000010000100000100000000000000000000000000000000	0.100	0.794	1	648.52	9803	8399	0.24		4	173
#	0.025;0.057	#	#	0.018;0.073	#	0.143;0.448	-1.209;2.482	#	#	#	#	0.231;0.820	#	-90.942;-41.836	#	#	0.183;0.692	#	66152556615121162299673351842392474979291562973624755901007328227791129995709089208032030313765119130545967202776284724203323241755833377627215752722664906204768187262697472.000;135849463584880843722591040230629395590742973395686421182800081968036388620812755781089651851887358072912925225286970689983570930601115712467676494620775560160557440698417152.000	#	#	#	#	1.513;4.016	#	#	#	-0.123;0.498	-0.386;1.406	#	#	#	101001010100001000010101000110010101000010000000000000000000000001000000100000010000000000010001010101000101010010000000011000000000010000001000000100000000000000010000000000	0.200	0.851	1	580.24	9806	8402	0.33		4	68
2.749;7.244	#	#	#	#	#	#	#	#	#	#	#	0.652;0.933	#	-99.617;-40.690	#	#	#	0.015;0.560	#	#	#	#	0.057;0.340	#	#	#	#	#	#	#	#	#	010001100101000000100000100001011000000000000000000000001000100000000000000000000000000000001100001001000100110100000100000000000000000000000000000000000000000000000000000000	0.124	0.812	1	548.20	9810	8406	0.15		4	254
1.717;4.598	#	#	0.011;0.264	#	#	#	#	-0.110;0.193	#	0.288;0.675	#	#	#	#	0.395;1.389	-0.041;0.055	#	0.078;0.309	#	-0.298;1.518	#	#	#	1.195;5.701	-0.013;0.031	#	#	0.072;0.553	#	#	#	#	001001010000011010010001000010010101000000000000000000000000010010000100000000010000101000010001010101010001010011101010010000000000010000000000100000000000000100000000000000	0.090	0.786	1	725.03	9813	8409	0.33		4	251
1.378;9.446	#	#	#	#	#	#	-1.088;2.013	#	0.053;0.165	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.197;0.438	0.453;0.986	#	011001001010101010001000101000010000000000000000000001000000000000000000110100000000000000010001010101010001010010001000010000000000000000000000000000000000000000000000000000	0.110	0.802	1	662.41	9818	8414	0.15		4	1139
#	#	#	#	#	#	#	-1.880;0.482	#	#	#	#	#	-0.086;0.228	#	#	#	#	#	#	#	#	#	#	1.237;3.941	#	-0.009;0.010	#	#	#	#	#	#	010000001010000000000000000000010000100000000000000000000000000001000100110000010000000000000010000000100000110010000100000000000000000000000000001001000000000000000000000000	0.147	0.825	1	665.66	8416	8416	0.12		0	178
0.825;6.703	0.026;0.055	0.003;0.029	#	#	#	#	#	#	#	#	#	#	#	-88.948;-42.024	-0.130;1.311	#	#	#	#	-0.026;0.983	-0.157;0.387	#	#	2.243;6.446	#	#	#	-0.069;0.512	-0.484;1.368	#	#	#	001000000001100001010100010110000100000010000000000000000000000000000000101000010000000000000000000000101000110010010000000000000000000000000010000100100000000000000001000000	0.107	0.800	1	767.11	9823	8419	0.30		4	615
0.825;6.703	#	0.003;0.058	#	#	#	#	-1.944;3.076	#	#	#	#	#	#	-88.948;-42.024	#	#	#	#	#	-0.026;0.983	-0.157;0.387	-0.374;3.939	#	2.243;6.446	#	#	#	-0.069;0.512	-0.484;1.368	#	#	#	001000000001100001010100010110000100000010000000000000000000000000000000101000010000000000000000000000101000110010010000000000000000000000000010000100100000000000000001000000	0.104	0.797	1	730.72	9823	8419	0.30		4	698
#	#	#	-0.030;0.285	-0.026;0.045	#	#	-1.425;1.453	#	#	#	#	#	-0.126;0.167	#	#	#	-0.116;0.284	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	0.306	0.888	1	55.00	9825	8421	0.15		4	9
#	#	#	-0.030;0.285	#	#	#	#	#	0.122;0.331	-0.091;0.280	#	-0.205;0.393	#	#	#	#	#	#	#	#	#	#	#	#	#	0.004;0.021	-0.221;0.420	#	#	#	#	-0.029;0.047	010010000000000100000000000001010000000000000000000000000000000000000100100000010000000000010000000000000000110110000100000000000000000000000000000000000000000000000000000000	1.000	1.000	1	61.00	9825	8421	0.21		4	4
#	#	#	#	#	-0.287;0.975	0.032;0.722	-0.788;3.124	-0.005;0.118	0.049;0.205	#	#	#	-0.022;0.128	#	#	#	0.317;0.626	#	#	-0.675;1.423	#	#	#	#	#	#	0.199;0.840	#	#	#	0.394;0.708	0.036;0.125	000000000101000001000101000000000101000010000000000000000000000001000000110000010000000000001000010000000100110010000100000000000000000000000000000000100000000000000000001000	0.141	0.822	1	642.77	9829	8425	0.33		4	744
#	#	#	#	0.006;0.033	-0.287;0.975	0.032;0.722	-0.788;3.124	-0.005;0.118	0.049;0.205	#	#	#	-0.022;0.128	#	#	#	#	#	#	-0.675;1.423	#	#	0.009;0.279	#	#	#	0.199;0.840	#	#	#	#	0.029;0.036	000000000101000001000101000000000101000010000000000000000000000001000000110000010000000000001000010000000100110010000100000000000000000000000000000000100000000000000000001000	0.043	0.730	1	396.25	8425	8425	0.33		0	4
#	0.025;0.059	#	#	#	#	#	#	-0.022;0.191	-0.012;0.160	0.230;0.634	#	#	-0.001;0.115	#	#	#	#	#	#	#	#	#	#	#	#	#	0.307;0.619	#	#	#	#	#	100000000101000001010101010110000101000000000000010000000000000000000010101000010000001000000000110000101100110010010100000000000000011000000010000000010000000000000000000000	0.081	0.778	1	673.21	9832	8428	0.18		4	827
#	0.033;0.052	#	#	#	#	#	#	0.023;0.203	#	#	#	0.648;0.884	#	-112.212;-35.279	#	#	#	#	#	-1.087;1.858	#	#	#	#	#	#	#	#	#	#	0.494;1.036	#	101000010101001000010101000110000101000000000000000000000000010000000101000000010100000000000010010100001100010100000100000000000000000000000001101100000000000100000000000000	0.084	0.780	1	532.68	9833	8429	0.18		4	314
#	#	#	#	0.062;0.106	-0.230;0.838	-0.060;0.630	#	#	#	#	#	#	#	#	#	-0.014;0.102	#	0.044;0.413	63626306363593639205019003765922441882153508682975540161009558476609223917499134395615770256439324631181716955296103741786467297083795857983637060166031050613081358555152384.000;138373713838408360455386156928110840244253909544117777450674413013142989662269848085385601961454754746680693624370791910587806940451745440802234841726355433013395689094250496.000	-0.374;1.858	0.034;0.394	#	#	#	0.020;0.076	0.027;0.054	0.678;0.903	#	#	#	#	#	101000010101001000010101000110000101000000000000000000000000010000000101000000010100000000000010010100001100010100000100000000000000000000000001101100000000000100000000000000	1.000	1.000	1	247.25	9833	8429	0.33		4	4
5.496;10.222	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.012;0.070	#	#	-3030201312143029962059242656560901051607463324916311437646527840589848570452896612342278716133202397305961847384904769145914431044305972684244604098510297649720633453445120.000;23232401314143230686099723186742560110593519793169757704883737417892581728630730041798044653428598258945732274093435509474992586024256406353574399934822828339230438181568512.000	#	-0.011;0.672	6.853;12.316	#	#	#	#	#	#	#	#	0.246;0.814	#	010101100001000101100101100001001000000000000000000000001000100000010100000000010000000000001010101010000100110100000100000000000000000000000000000000000000001000000000000000	0.262	0.875	1	288.69	9835	8431	0.18		4	17
0.594;6.588	#	#	#	#	#	#	#	#	#	0.079;0.680	0.081;0.132	0.161;0.777	#	-101.181;-58.622	#	#	0.132;0.777	-0.066;0.497	#	#	#	-0.530;3.495	#	8.762;11.266	#	#	#	#	#	#	0.122;0.717	#	001001010010010000000001000000000100000000000100000000000001000000000001000000000010100000000010010100010100010011000000001000100000000000000000000000000000000000000000000000	1.000	1.000	1	279.00	9841	8437	0.30		4	4
-0.308;2.920	#	#	-0.104;0.464	#	0.282;0.932	#	0.285;2.130	#	#	#	#	#	0.028;0.208	#	#	-0.037;0.066	0.103;0.748	#	#	#	-0.145;0.390	#	-0.028;0.182	#	#	#	0.374;0.590	#	#	#	#	0.182;0.238	010101001010010100101000000001010000100000000000000010000000000000000110100000010000000100001001001010000000010110000100000000000000000000000000000001000000000000000000000000	0.194	0.849	1	471.70	9844	8440	0.33		4	12
#	#	-0.003;0.031	#	#	#	#	#	#	#	#	#	#	#	-85.613;-51.784	#	#	#	#	#	#	#	#	#	1.742;6.749	#	#	#	#	-0.490;0.833	#	#	#	010001100000000010100000100000000000000000000000000000000000000000100000010000000000000000000010100001010100110010000100000010010000000000000000000000000000000000001000000000	0.133	0.817	1	618.37	9845	8441	0.12		4	1111
-0.982;6.855	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	-0.020;0.053	#	#	#	#	#	#	#	#	0.001;0.038	#	0.385;0.732	#	#	#	#	#	010000010100000100000001000001000000000000000000000000000000000001000100110000010000000000001011000000101100110010000000000000000000000000000000000000000000000000000000000000	0.145	0.824	1	716.19	9854	8450	0.12		4	1225
#	#	#	-0.015;0.420	0.016;0.043	#	#	-1.361;0.484	#	-0.023;0.182	#	#	#	-0.098;0.194	#	#	#	#	#	-3645440454659542831593312604308041306427292517533193276198079623585465987120634194434613060815291337700205374248163797238979742626572391699814044059836674930179161139970048.000;25647462474659744458954396155610192498923404496558505978829566169992232341548604403950309767944844871454556199750399794113107003747933550973682383657482213155098273203093504.000	-0.199;1.334	-0.215;0.468	-2.643;4.312	#	#	#	-0.010;0.022	0.266;0.682	#	#	-0.101;0.448	#	0.055;0.194	011001011010000100001000000000000100000010000000000000000010000000000000100000010100000000000010000100000000010110000000000000000000000000000000000000000000000000000000000000	0.175	0.840	1	761.60	9855	8451	0.39		4	315
#	#	#	#	#	#	#	#	0.005;0.208	#	#	#	#	#	#	#	#	#	#	-24342303333374242797841456471380845004227406748636961880299870799542077350498290242484677918059227338666798323025869513801935139319833905900513854481747734870231815605452800.000;44344503535374438897343531118797438035375164483280449723240822953411971124028117929882321663871635916145324763917481984129667828397944623890705079143892748485486371747659776.000	#	#	-0.027;4.286	#	#	#	#	#	#	#	#	#	#	010001100101000100000000000001010001000000000000000000000000000000100000000000000000000000001010100001000001010100000100000000000000000000000000000000000000000000001000000000	0.144	0.824	1	656.93	9857	8453	0.09		4	1290
#	0.033;0.075	#	#	#	#	#	#	#	#	#	#	0.496;0.813	0.002;0.231	#	#	-0.013;0.063	#	#	#	#	0.083;0.351	#	#	#	0.011;0.044	#	#	#	#	0.022;0.439	#	#	010101100000000100100000000000000000000000000000000000000000000000000000000000010100000000000000101010000000010100000100000001000000000000100000000000000000000000000000000000	0.150	0.827	1	689.46	9859	8455	0.21		4	877
#	#	#	#	#	#	#	-0.981;2.710	-0.041;0.116	#	#	#	0.328;0.872	#	#	#	#	#	#	#	#	#	0.564;3.343	#	#	#	0.000;0.034	#	0.019;0.582	0.037;0.918	-0.052;0.185	#	#	010001100000100100100110100001001010000000000000000011000000000000000000001000010000000000010010100011000100010100000000000000011000000000100000000000000100000000000000000000	0.099	0.794	1	707.02	9861	8457	0.24		4	693
1.561;8.362	0.029;0.055	#	#	#	-0.048;0.918	#	-1.553;1.030	#	#	#	#	#	#	#	#	#	#	-0.025;0.455	-26867653586891868184816314779850165213784506425174945013537769516102463139419668115814886048409017646234964340821685339385358264247443957510231595642926328655564006234259456.000;46869653786911867067413457845499025540268653408609473136745625319750911243700705544350690495727141026828458715594778316159959440954717894503100377078215508292735840452345856.000	-0.628;1.142	#	0.046;5.317	#	#	#	#	#	#	#	#	#	#	010001000100010000000100000000000001000000000000000000000001000010000000000000010000100000001000000100010100110011010000000000000000001000000000000000000000000000000000000000	0.145	0.824	1	740.95	9862	8458	0.24		4	770
#	#	#	#	#	-0.100;0.661	#	#	#	0.038;0.158	#	#	0.297;0.832	#	#	#	#	#	#	-17685840858702674172491737845471670059807842447020458741967385753448689584113437555357132746212374480842194085039562728999097671642445688664774890174381616944963489095483392.000;19687862878704693317489498866232244103143157064943877172300341658123602682735378475070966503951392699466934910952336332697883541522387139866512000322424386829221967289122816.000	#	-0.112;0.525	#	0.012;0.274	#	#	#	#	#	#	#	#	0.126;0.181	001001011010001010011001010000010101000010000000000000000000000001000000010000010000000000010000010101010101010110101010011000000000000000000000000100100000000000000000000000	0.119	0.808	1	635.73	9863	8459	0.21		4	199
#	#	0.001;0.027	#	#	#	0.086;0.415	#	#	#	#	#	#	#	#	#	#	#	0.036;0.627	#	-1.049;1.533	#	#	#	0.215;7.725	#	#	#	#	#	#	#	#	010001101000000010000000000000010100000000010000000000000000001000000000100000000101000001000001000100010000010100000000000000000000000000000000000000000000000010000000000000	0.130	0.815	1	659.77	9866	8462	0.15		4	935
0.598;8.550	0.035;0.050	#	#	#	#	#	#	#	#	0.238;0.600	#	#	#	-92.557;-42.360	0.210;1.304	#	#	#	#	-0.387;1.792	#	#	#	#	0.008;0.077	#	#	#	#	#	#	#	011001010100010100010101000000010101100000000000000000000000000001000010010000010000000000010001000101010101010010000010010000000000000000000000000000000000000000000010001000	0.114	0.805	1	689.05	9868	8464	0.21		4	1161
0.525;7.095	0.023;0.057	#	#	#	#	#	#	#	#	0.299;0.703	#	#	-0.026;0.232	#	#	-0.025;0.057	#	#	#	#	0.275;0.608	#	0.007;0.148	#	#	#	#	#	-0.239;0.937	-0.010;0.379	#	#	011000001010101010001000101000010000000000000000000000000000000100000110100100000000001000000000000100010000110011101000000000000000000000000100000000000000000001000000000000	0.104	0.797	1	739.93	9869	8465	0.27		4	218
0.397;7.773	#	#	-0.099;0.442	#	#	0.019;0.495	#	#	#	#	#	0.368;0.630	#	-86.513;-54.867	#	#	#	#	#	-0.705;0.868	-0.088;0.466	-0.475;4.509	#	-1.132;5.878	0.007;0.034	#	#	#	#	-0.133;0.559	0.306;0.699	#	000001000000000000100001100000000001000000000000000000000000000000000100100100000000000000000000100000010000010110000010000001000000001000000000000000000000000000000000000000	0.151	0.828	1	794.43	9874	8470	0.36		4	580
#	#	#	0.296;0.812	-0.007;0.047	-0.211;0.773	0.246;0.744	#	#	0.004;0.246	#	#	#	#	-94.040;-51.481	#	-0.032;0.055	#	0.231;0.850	#	#	0.111;0.683	#	0.040;0.262	#	#	#	#	#	-0.450;1.724	-0.032;0.281	0.474;0.710	0.043;0.139	010101100000000100100000100001001000000010000000000000000000100000000000100000010000000000000010101011000000010110000100010000000000000000000000000000100000000000000000000000	0.144	0.824	1	619.90	9880	8476	0.42		4	316
-1.482;2.437	#	#	#	#	#	#	#	0.319;0.532	#	#	-0.009;0.043	#	#	-27.071;7.849	-0.619;0.872	0.127;0.193	#	#	#	#	-0.112;0.488	4.387;10.905	#	#	#	#	#	#	-0.442;0.499	0.560;1.157	-0.045;0.182	-0.037;0.072	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	0.520	0.937	1	60.50	9883	8479	0.36		4	8
-1.482;2.437	0.009;0.028	#	#	#	#	#	#	#	0.122;0.218	#	#	#	#	#	#	#	#	#	#	-0.656;0.796	#	#	#	#	0.019;0.053	#	-0.150;0.309	#	#	#	-0.045;0.182	#	010100100000000100001010100000001000000000000000000000000000000000000000000000010100000000000000101000000000001100000100000010000010000000100000000000000000000000000000000000	1.000	1.000	1	60.00	9883	8479	0.21		4	4
#	#	#	0.026;0.585	#	#	#	#	-0.064;0.149	#	#	0.071;0.116	#	#	#	#	#	#	#	#	-1.660;1.245	-0.041;0.531	-0.369;3.944	#	#	-0.001;0.038	0.008;0.024	#	#	0.368;2.014	#	#	#	001001010101001001010101010100010101100000000000000000000000000001000010100000010000000000001010000100001000000110100100010000000000010100001010000011000000000000000000000000	0.078	0.775	1	742.18	9886	8482	0.27		4	566
#	#	#	#	#	0.003;0.810	#	#	#	#	#	#	#	#	#	#	#	0.227;0.572	#	#	-0.258;1.114	#	#	#	#	-0.010;0.032	#	#	-0.056;0.384	#	-0.205;0.468	#	#	011001011010101010010000101000010001000000000001000000100000000010000110110000110101000100010101010101010101010110101010110100000000000000100000000110000010000000000000000000	0.043	0.731	2	722.02	9887	8483	0.18		4	856
#	#	#	#	#	0.003;0.810	#	#	#	#	0.119;0.654	#	#	#	#	#	#	0.227;0.572	#	#	#	#	#	#	#	-0.010;0.032	#	#	-0.056;0.384	#	-0.205;0.468	#	#	011001011010101010010000101000010001000000000001000000100000000010000110110000110101000100010101010101010101010110101010110100000000000000100000000110000010000000000000000000	0.043	0.730	1	717.54	9887	8483	0.18		4	981
