Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Att18	Att19	Att20	Att21	Att22	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	0.028;0.106	#	#	-0.573;0.573	#	0.152;0.311	#	#	#	-0.281;0.619	0.446;0.725	0.261;0.525	0.059;0.118	#	#	#	0.150;1.109	#	#	#	0.354;0.784	000001	1.000	1.000	1	165.42	9945	5994	0.41		31	31
#	#	#	0.160;0.319	-0.569;0.648	#	#	0.242;0.437	#	4.113;11.149	0.491;1.392	0.638;0.840	-0.081;0.374	#	#	#	#	#	0.315;0.833	#	#	#	001100	1.000	1.000	1	69.20	9907	5997	0.36		10	10
#	-0.029;0.105	#	0.224;0.315	#	4.449;7.934	#	#	0.769;1.111	#	#	0.562;0.780	-0.038;0.252	#	#	-0.131;1.104	#	-0.041;1.054	#	#	#	-0.193;0.489	001100	1.000	1.000	1	54.70	9909	5999	0.41		10	10
#	#	#	0.052;0.160	#	#	-0.089;0.160	-0.003;0.317	#	-0.025;6.579	#	#	-0.061;0.143	0.007;0.131	0.004;0.013	#	0.404;0.882	-0.598;0.942	0.116;0.728	#	0.430;1.665	#	001110	0.042	0.530	1	74.89	9916	6006	0.50		70	132
-79.988;-46.155	0.009;0.102	-0.014;0.163	#	-0.310;0.766	#	-0.092;0.249	#	#	#	0.169;0.946	#	#	0.038;0.091	#	-0.679;1.176	#	1.914;2.975	0.047;0.545	0.072;0.091	#	0.327;1.494	110000	0.024	0.476	1	38.10	9927	6017	0.55		10	21
-87.858;-63.038	#	#	-0.004;0.129	#	#	0.205;0.437	-0.001;0.137	-0.345;0.177	#	-0.309;0.444	0.389;0.575	#	#	#	#	#	0.381;2.264	0.143;0.372	#	#	#	100001	0.042	0.529	1	91.04	9960	6021	0.41		81	153
#	#	-0.002;0.084	0.015;0.111	#	#	#	-0.001;0.137	-0.345;0.177	#	-0.309;0.444	0.337;0.485	#	#	#	#	#	0.381;2.264	0.143;0.372	#	-0.407;1.512	0.039;0.882	100001	0.073	0.592	1	87.53	9960	6021	0.45		132	223
-85.658;-79.023	-0.017;0.122	#	#	#	2.608;7.655	#	#	#	#	-0.124;0.752	#	#	#	0.008;0.016	0.643;1.531	#	-1.203;0.757	0.355;0.685	0.069;0.142	0.572;1.752	-0.578;0.733	000011	0.000	0.000	1	56.71	6022	6022	0.50		0	20
-83.295;-67.462	0.036;0.107	#	0.005;0.099	1.167;2.207	-2.781;5.993	#	-0.055;0.137	-0.129;0.567	#	#	#	0.215;0.551	0.012;0.070	0.004;0.016	-0.040;1.169	#	#	#	#	1.129;2.035	#	100001	1.000	1.000	1	56.90	9934	6024	0.55		10	10
-81.668;-67.462	#	#	0.030;0.115	#	-2.781;5.993	0.236;0.404	-0.031;0.129	#	#	#	0.304;0.626	#	#	#	0.192;0.732	#	#	0.027;0.564	#	1.129;1.183	#	100001	1.000	1.000	1	56.90	9934	6024	0.41		10	10
-83.295;-67.462	#	#	-0.004;0.129	#	#	0.205;0.437	#	#	-0.238;5.440	-0.309;0.444	0.337;0.485	0.183;0.414	0.012;0.070	0.003;0.014	#	#	#	0.027;0.564	0.058;0.123	#	#	100001	0.074	0.595	1	79.53	9960	6027	0.50		91	153
#	#	#	#	#	#	#	-0.001;0.148	-0.345;0.177	#	#	#	#	#	0.003;0.011	-0.040;0.964	-0.386;0.652	2.661;3.996	#	#	1.129;2.035	#	100001	1.000	1.000	2	63.00	9937	6027	0.32		10	10
#	#	-0.048;0.171	0.045;0.142	#	1.716;2.702	#	-0.048;0.190	#	-0.237;2.849	#	0.372;0.574	#	#	#	#	#	#	#	0.054;0.082	#	#	100001	1.000	1.000	2	95.32	9942	6032	0.32		20	20
#	-0.011;0.147	#	#	-0.573;0.573	#	0.152;0.311	#	#	#	#	0.706;0.725	#	#	#	0.096;0.627	-0.175;0.645	0.150;1.109	-0.112;0.575	0.070;0.110	#	0.354;0.784	000001	0.000	0.000	1	44.70	6035	6035	0.45		0	10
#	#	0.171;0.279	0.073;0.140	-0.309;0.898	#	#	#	0.365;0.866	#	0.347;0.754	0.427;0.744	#	0.006;0.134	0.004;0.013	#	0.622;1.041	#	#	#	0.219;1.512	#	111000	1.000	1.000	1	36.20	9949	6039	0.45		10	10
-96.061;-84.935	0.002;0.093	#	#	-0.363;0.519	4.219;11.069	#	0.128;0.255	0.558;0.889	3.927;8.370	#	0.356;0.656	#	#	0.004;0.016	-0.121;1.191	#	#	#	#	1.038;2.081	#	011100	1.000	1.000	2	37.80	9954	6044	0.50		10	10
#	#	#	#	#	-0.514;7.058	#	0.136;0.316	#	1.695;5.398	#	0.708;0.937	#	-0.018;0.074	0.004;0.012	#	-0.257;0.881	#	#	#	#	#	000001	1.000	1.000	1	38.90	9956	6046	0.32		10	10
-76.256;-60.423	#	-0.047;0.178	-0.028;0.144	#	#	#	#	#	-0.852;5.814	#	#	0.261;0.525	#	#	0.233;0.947	#	-0.301;1.308	0.270;0.806	#	-0.358;1.343	0.084;0.784	000001	0.047	0.542	1	93.15	9963	6053	0.45		130	240
-83.675;-66.130	#	#	0.119;0.301	0.228;0.951	#	#	#	-0.049;0.475	-0.245;6.420	0.009;0.539	#	0.125;0.606	0.095;0.161	#	#	-0.084;0.669	0.771;1.764	#	#	0.694;1.490	-0.135;1.068	100001	1.000	1.000	1	37.90	9972	6062	0.55		10	10
#	#	0.123;0.278	#	-0.441;0.863	#	-0.047;0.108	0.068;0.244	#	#	0.384;0.717	#	-0.003;0.300	0.018;0.105	#	-0.490;1.009	#	0.970;2.100	#	0.040;0.111	#	#	111000	0.132	0.667	2	35.17	9977	6067	0.45		20	30
-99.197;-70.097	-0.041;0.119	#	0.202;0.322	-0.302;0.300	#	#	#	0.773;1.547	#	#	#	-0.019;0.205	#	#	#	0.404;0.856	#	#	0.061;0.096	#	#	001110	1.000	1.000	1	54.82	9979	6069	0.36		20	20
#	#	#	0.056;0.151	#	#	0.551;0.606	0.025;0.217	#	#	-0.265;0.439	0.403;0.768	#	-0.018;0.118	0.018;0.027	#	-0.257;0.881	#	#	#	#	#	000001	0.100	1.000	1	57.16	6070	6070	0.36		0	0
#	0.065;0.135	#	#	#	#	0.387;0.551	#	#	#	#	#	#	#	0.018;0.027	#	-0.257;0.881	#	#	#	#	#	000001	1.000	1.000	1	27.30	9980	6070	0.18		10	10
-83.486;-58.781	-0.079;0.119	0.043;0.197	0.081;0.198	#	6.262;10.588	#	0.057;0.317	#	-0.025;6.579	#	#	-0.061;0.143	0.007;0.131	0.007;0.013	-0.027;1.910	0.404;0.856	#	#	#	#	0.068;0.826	001110	0.285	0.778	1	107.66	9959	6077	0.59		70	90
-77.153;-54.473	#	#	#	#	-1.291;7.002	0.170;0.393	#	-0.309;0.500	#	-0.143;0.412	#	0.410;0.739	-0.034;0.059	#	#	-0.312;0.625	2.482;4.364	#	#	-0.198;1.161	0.591;1.812	100000	0.095	0.625	1	70.79	9988	6078	0.50		50	80
-87.265;-65.012	#	0.032;0.194	0.109;0.296	-0.419;0.528	1.596;5.802	0.026;0.153	#	#	5.023;6.392	#	#	#	#	#	-0.884;0.466	#	#	#	0.048;0.107	0.841;1.371	0.143;0.646	011000	1.000	1.000	3	55.30	9991	6081	0.50		10	10
-80.130;-66.974	#	#	0.047;0.136	#	6.262;10.588	-0.089;0.157	0.057;0.359	#	#	#	0.273;0.666	#	0.062;0.118	0.006;0.009	#	-0.045;0.658	-0.230;2.234	#	0.063;0.105	#	-0.335;0.993	001110	0.272	0.771	1	77.65	9999	6083	0.55		101	131
-80.130;-66.974	#	#	0.047;0.136	#	6.262;10.588	-0.089;0.157	-0.013;0.359	0.053;0.589	#	#	#	#	0.062;0.118	#	#	-0.045;0.658	-0.230;2.234	#	0.063;0.105	#	-0.335;0.993	001110	0.112	0.645	1	71.32	9999	6083	0.50		91	141
#	#	0.055;0.141	0.109;0.220	#	-0.133;7.198	#	#	0.032;0.576	#	#	0.404;0.598	#	#	#	0.909;1.775	#	-0.252;2.007	0.146;0.814	#	#	0.143;0.905	011000	0.132	0.667	1	40.43	9997	6087	0.41		20	30
#	#	#	0.081;0.151	#	#	#	-0.200;0.220	#	1.883;6.408	#	0.518;0.831	0.261;0.525	0.017;0.118	0.003;0.015	#	#	#	#	#	0.243;1.203	-0.476;0.476	000001	0.100	0.632	1	93.56	9998	6088	0.41		120	190
#	-0.020;0.105	0.143;0.282	#	#	4.449;7.934	#	#	0.769;1.111	4.474;10.275	#	#	#	#	#	#	#	#	#	#	#	-0.193;0.489	001100	1.000	1.000	1	57.09	9909	6090	0.27		19	19
-68.171;-57.045	#	#	#	#	#	#	#	-0.345;0.429	-0.237;2.849	#	#	0.214;0.318	-0.022;0.068	#	#	#	#	0.119;0.564	0.054;0.082	-0.820;1.183	#	100001	0.129	0.664	1	67.29	9952	6097	0.36		79	119
#	#	-0.002;0.084	-0.004;0.129	#	0.156;6.789	0.205;0.437	-0.001;0.148	-0.345;0.177	#	#	0.337;0.485	#	#	0.004;0.013	#	#	0.381;2.264	-0.020;0.372	#	0.031;1.512	#	100001	0.392	0.829	1	108.27	9960	6100	0.50		97	117
#	#	-0.060;0.178	#	#	3.135;14.065	#	#	#	#	#	0.186;0.530	0.127;0.602	0.026;0.078	0.016;0.027	#	-0.109;0.477	#	0.323;0.680	0.138;0.181	#	#	110001	1.000	1.000	1	39.33	9628	6109	0.41		9	9
#	#	#	0.016;0.212	#	6.262;14.487	-0.137;0.182	0.057;0.219	#	-0.025;6.579	#	0.280;0.461	-0.170;0.147	0.050;0.128	#	#	0.404;0.856	#	#	0.061;0.096	#	0.068;0.826	001110	0.319	0.796	1	117.52	9959	6127	0.50		39	49
#	-0.008;0.110	0.164;0.246	0.105;0.178	#	#	-0.101;0.231	#	0.229;0.640	0.079;8.102	0.526;0.847	0.313;0.695	#	#	0.005;0.015	-0.487;0.576	-0.003;1.035	#	#	0.057;0.093	#	#	001010	0.024	0.474	1	30.06	9650	6131	0.55		9	19
#	#	#	-0.028;0.144	-0.573;0.573	#	0.152;0.311	-0.059;0.221	#	#	#	#	0.203;0.368	#	#	0.096;0.627	#	#	#	#	#	#	000001	0.054	0.559	1	90.05	9992	6132	0.27		138	247
#	#	#	#	-0.309;0.309	#	#	-0.055;0.064	-0.345;0.429	-0.237;2.849	#	#	#	-0.022;0.068	#	-0.044;0.689	#	#	0.119;0.564	0.050;0.105	-0.820;1.183	#	100001	0.075	0.596	1	89.80	9983	6133	0.41		59	99
-77.066;-59.093	#	#	0.024;0.120	-0.573;0.573	#	#	#	#	#	-0.025;0.159	0.483;0.685	#	0.017;0.118	0.001;0.014	#	-0.379;0.709	#	#	#	#	-0.228;0.688	000001	0.129	0.664	1	86.02	9992	6134	0.41		79	119
-90.405;-81.288	0.031;0.128	0.090;0.280	0.141;0.253	#	#	0.028;0.224	#	#	2.096;6.910	-0.230;0.658	#	#	#	#	#	#	#	#	#	1.703;2.553	#	000100	1.000	1.000	2	36.33	9654	6135	0.36		9	9
-78.035;-58.778	#	0.006;0.177	0.024;0.120	-0.291;0.573	0.597;4.683	#	-0.021;0.220	-0.175;0.315	#	-0.142;0.370	0.483;0.685	#	0.017;0.074	#	0.306;1.463	#	#	0.211;0.762	#	-0.273;1.785	-0.266;0.541	000001	0.142	0.676	1	81.97	9969	6152	0.64		186	275
-83.486;-66.864	#	#	0.016;0.160	-0.617;0.652	6.262;14.487	-0.089;0.160	0.057;0.219	#	-0.025;6.579	-0.146;0.718	0.314;0.461	#	#	#	#	0.404;0.856	#	#	0.061;0.096	0.430;1.665	0.068;0.589	001110	1.000	1.000	1	135.45	9959	6156	0.59		48	48
-75.632;-62.366	#	#	0.245;0.326	#	#	0.023;0.450	#	#	#	#	0.744;0.941	#	#	#	-0.242;1.147	0.291;0.953	0.199;2.700	#	0.074;0.108	#	#	011000	1.000	1.000	1	18.89	9678	6159	0.36		9	9
-87.361;-70.201	0.098;0.155	#	#	0.261;0.528	1.137;6.426	#	0.095;0.243	-0.256;0.564	#	0.056;0.661	#	0.154;0.411	0.025;0.136	#	#	#	0.199;1.637	#	0.062;0.099	#	#	011000	1.000	1.000	1	64.44	9679	6160	0.50		9	9
-99.068;-68.080	#	#	0.052;0.198	#	3.819;10.068	-0.089;0.157	0.057;0.359	#	#	0.033;0.197	0.273;0.666	-0.130;0.246	0.062;0.113	#	#	#	#	0.381;1.058	#	#	-0.335;0.993	001110	0.000	0.000	1	30.30	6162	6162	0.50		0	10
#	0.098;0.155	#	#	#	#	0.192;0.347	#	#	1.667;5.864	#	#	#	#	#	-0.101;1.288	#	0.199;0.937	#	#	#	#	011000	0.075	0.596	1	61.77	9957	6168	0.23		59	99
-106.069;-88.952	#	#	#	#	4.404;12.216	-0.049;0.160	#	#	9.118;12.821	0.168;0.674	#	-0.130;0.365	#	#	#	#	#	#	#	#	-0.061;0.513	101000	1.000	1.000	1	48.22	9690	6171	0.32		9	9
#	#	0.157;0.278	0.211;0.342	#	1.556;10.570	0.009;0.141	0.110;0.282	#	#	-0.091;0.735	0.415;0.764	#	0.024;0.068	#	-0.662;0.399	#	#	#	#	0.300;1.397	-0.046;1.049	010000	1.000	1.000	1	33.89	9692	6173	0.50		9	9
#	#	-0.034;0.163	#	#	1.086;6.667	-0.077;0.262	-0.060;0.131	#	4.670;6.656	0.169;0.946	#	#	#	#	#	-0.012;0.540	1.028;2.503	#	0.064;0.091	#	#	110000	1.000	1.000	1	64.40	9849	6178	0.41		19	19
-86.988;-60.423	#	#	#	#	#	0.152;0.311	-0.008;0.207	#	-0.852;5.814	#	#	0.261;0.525	#	0.004;0.012	#	-0.339;0.816	0.150;1.109	#	#	-0.358;1.343	#	000001	0.237	0.750	1	117.68	9963	6184	0.41		147	196
-84.238;-67.977	#	#	0.216;0.399	#	4.453;8.780	-0.043;0.152	#	0.704;0.783	1.885;6.946	0.057;0.884	0.461;0.783	#	0.018;0.104	#	-0.188;0.989	#	#	#	0.056;0.102	1.197;2.075	-0.259;0.639	000110	0.004	0.531	1	141.21	6196	6196	0.59		0	0
-77.153;-54.473	#	#	#	#	#	0.170;0.393	-0.052;0.136	-0.309;0.500	#	-0.143;0.412	0.272;0.600	0.410;0.739	#	#	#	-0.312;0.625	2.482;4.364	#	#	-0.198;1.435	0.591;1.812	100000	0.054	0.558	1	70.03	9988	6198	0.50		48	86
-83.486;-66.864	#	0.043;0.197	0.047;0.136	#	6.262;10.588	#	0.057;0.359	0.421;0.854	#	#	0.273;0.666	-0.061;0.143	0.062;0.118	0.006;0.009	#	-0.045;0.856	#	0.424;0.810	0.063;0.105	#	#	001110	0.110	0.643	1	104.01	9722	6203	0.59		18	28
#	#	#	#	-0.300;0.300	#	#	#	0.773;1.547	#	0.358;0.873	#	#	#	#	-0.301;1.107	0.404;0.856	-0.582;1.064	#	0.061;0.096	#	#	001110	0.144	0.679	1	53.76	9979	6205	0.32		19	28
#	-0.041;0.119	0.234;0.383	0.202;0.322	#	#	#	#	0.773;1.547	#	#	#	-0.075;0.255	#	-0.001;0.011	#	0.404;0.856	#	#	#	0.657;2.440	#	001110	1.000	1.000	1	47.89	9724	6205	0.36		9	9
#	0.028;0.167	#	0.192;0.260	#	1.619;6.667	0.120;0.279	-0.060;0.271	#	1.294;5.244	0.169;0.946	#	-0.147;0.584	#	0.003;0.014	#	-0.351;0.821	#	0.102;0.469	0.072;0.112	-0.184;1.682	-0.395;0.485	110000	1.000	1.000	1	35.22	9725	6206	0.64		9	9
#	#	#	-0.011;0.148	0.628;1.615	1.996;7.524	#	-0.042;0.154	-0.140;0.384	#	#	0.194;0.722	0.202;0.684	#	#	0.617;1.447	-0.129;0.340	1.812;3.353	0.356;0.686	0.115;0.140	#	0.852;1.875	010000	0.024	0.474	1	33.91	9726	6207	0.59		9	19
#	#	#	#	0.628;1.615	#	#	-0.042;0.154	-0.140;0.384	#	#	0.194;0.722	#	0.002;0.063	0.003;0.015	0.617;1.447	-0.146;0.357	1.812;3.353	0.356;0.686	#	#	#	010000	0.024	0.474	1	32.20	9726	6207	0.45		9	19
#	#	#	-0.004;0.129	-0.096;0.962	0.818;5.413	#	-0.001;0.048	-0.154;0.427	#	#	0.337;0.485	#	#	0.003;0.011	0.455;1.284	#	#	#	#	#	#	100001	1.000	1.000	1	131.00	9888	6208	0.36		46	46
-83.486;-58.781	#	0.034;0.148	#	#	2.557;8.686	#	#	#	#	#	0.394;0.569	-0.061;0.143	#	#	0.310;1.063	#	-0.923;1.575	0.465;0.728	#	0.351;1.202	0.068;0.589	001110	0.387	0.827	1	101.99	9975	6214	0.45		86	104
#	#	#	#	#	#	0.152;0.311	#	#	#	#	#	#	0.017;0.074	#	0.096;0.627	-0.339;0.816	0.150;1.109	#	#	-0.358;0.427	#	000001	0.000	0.000	1	73.20	6221	6221	0.27		0	10
#	0.021;0.101	#	#	-0.273;0.273	#	0.139;0.207	-0.059;0.221	-0.199;0.655	#	#	0.606;0.895	-0.044;0.378	0.017;0.116	0.001;0.013	-0.003;1.154	#	#	0.483;0.631	#	-0.083;1.646	#	001011	1.000	1.000	2	68.40	9875	6224	0.55		19	19
#	#	#	#	0.784;1.242	-0.891;7.275	0.235;0.485	#	-0.059;0.499	-1.419;5.369	#	0.337;0.485	0.308;0.506	#	#	0.574;1.210	0.039;0.542	#	#	0.071;0.125	#	#	100001	1.000	1.000	1	112.84	9747	6228	0.45		27	27
#	#	#	0.052;0.198	-0.575;0.321	6.262;10.588	-0.089;0.175	-0.006;0.491	#	#	#	0.280;0.482	-0.130;0.246	#	#	0.193;1.562	#	-0.923;1.575	0.465;0.728	#	0.759;1.747	0.068;0.589	001110	0.063	0.575	1	79.98	9981	6229	0.55		65	113
#	#	#	#	#	#	#	#	0.006;0.394	#	#	0.345;0.689	0.384;0.774	#	#	#	-0.386;0.870	-0.352;1.359	#	#	0.026;2.002	-0.171;0.314	001000	0.121	0.655	2	37.30	9877	6230	0.32		19	29
#	0.009;0.080	#	#	1.072;2.182	#	#	-0.017;0.225	0.281;0.547	-1.485;5.180	#	0.321;0.588	#	#	#	#	#	1.806;3.721	#	#	#	#	110000	0.000	0.000	1	39.40	6240	6240	0.32		0	10
#	0.172;0.275	-0.006;0.181	#	-0.414;0.414	3.982;10.712	#	#	-0.092;0.524	#	-0.038;0.493	#	#	#	#	#	-0.115;0.555	#	#	#	0.409;1.232	0.461;1.646	000100	1.000	1.000	1	30.67	9761	6242	0.41		9	9
-77.153;-54.473	0.035;0.128	#	#	#	-1.291;7.002	0.188;0.393	-0.087;0.200	-0.309;0.500	#	#	#	0.410;0.739	-0.034;0.085	#	0.041;0.755	#	#	-0.215;0.491	#	0.523;1.435	0.591;1.812	100000	0.144	0.679	1	87.74	9936	6243	0.55		19	28
#	#	-0.003;0.190	0.026;0.098	#	#	0.030;0.266	-0.055;0.167	#	#	#	#	#	-0.039;0.085	#	0.041;0.755	#	2.482;4.364	-0.215;0.491	#	#	#	100000	1.000	1.000	1	29.89	9765	6246	0.36		9	9
-81.114;-68.704	#	#	0.021;0.128	-0.381;0.374	0.606;9.259	#	#	#	#	-0.054;0.625	0.481;0.667	#	0.078;0.145	#	-0.279;0.994	-0.186;0.682	#	0.338;0.781	#	0.202;2.013	-0.227;0.688	001000	0.045	0.538	2	46.88	9989	6255	0.55		78	145
#	0.036;0.147	#	#	#	4.023;8.109	0.127;0.409	0.011;0.148	#	#	#	#	-0.032;0.364	#	0.002;0.013	#	-0.197;0.841	#	0.133;0.679	0.054;0.112	0.025;1.342	0.824;1.524	001010	0.075	0.596	1	36.85	9822	6256	0.50		28	47
-86.488;-68.515	#	#	#	#	4.023;8.109	0.102;0.434	0.011;0.152	0.027;0.483	#	#	#	#	0.069;0.178	#	#	-0.197;0.841	#	0.020;0.674	#	-0.969;1.342	0.851;1.497	001010	1.000	1.000	2	46.34	9822	6256	0.45		28	28
#	#	-0.034;0.163	0.153;0.299	#	1.086;6.667	#	#	#	-2.601;6.656	#	#	-0.147;0.329	#	0.009;0.013	-0.679;0.402	-0.088;1.409	1.028;1.884	#	#	-0.300;1.071	#	110000	1.000	1.000	1	35.44	9779	6260	0.45		9	9
#	#	0.069;0.163	#	0.085;0.966	#	#	0.029;0.148	#	#	#	0.373;0.570	0.275;0.295	0.038;0.091	#	-0.168;1.182	-0.197;0.540	#	0.047;0.545	0.064;0.091	#	#	110000	0.024	0.474	1	146.40	9783	6264	0.45		9	19
-83.486;-68.080	#	#	0.052;0.198	#	6.262;8.686	#	#	#	#	#	0.280;0.569	-0.061;0.143	#	#	0.310;1.063	#	-0.464;2.103	0.465;0.728	#	#	0.068;0.589	001110	0.302	0.787	1	98.95	9981	6268	0.41		74	94
-83.486;-58.781	#	0.034;0.148	0.043;0.189	-0.575;0.652	2.557;10.588	-0.089;0.175	0.057;0.491	#	#	#	0.394;0.482	#	#	#	#	#	-0.923;1.575	0.465;0.728	#	0.759;1.747	#	001110	0.205	0.728	1	81.70	9981	6268	0.50		75	103
-67.934;-57.235	#	#	#	0.056;0.497	#	0.162;0.437	-0.001;0.129	#	-0.238;5.369	-0.309;0.285	0.337;0.485	#	#	#	#	#	#	#	0.058;0.123	0.031;1.183	#	100001	0.110	0.643	1	102.23	9788	6269	0.41		18	28
-89.810;-71.409	-0.011;0.106	#	0.184;0.311	#	#	#	#	#	4.113;11.149	0.279;0.686	#	-0.097;0.374	0.008;0.075	#	#	#	#	0.428;0.757	0.055;0.111	#	#	001100	0.248	0.757	1	75.25	9799	6272	0.41		28	37
-83.486;-58.781	#	0.034;0.148	0.081;0.198	#	#	#	0.057;0.317	#	-0.025;6.579	0.034;0.627	#	-0.061;0.143	#	#	0.310;1.063	#	-0.923;1.575	0.465;0.728	0.044;0.108	#	0.068;0.589	001110	0.365	0.818	1	98.80	9981	6278	0.55		121	148
-87.718;-70.601	#	-0.097;0.189	0.109;0.220	0.261;0.528	#	#	#	#	1.938;5.023	-0.105;0.808	#	#	0.035;0.141	-0.007;0.013	-0.242;1.147	-0.098;0.953	#	#	#	0.054;1.618	#	011000	0.132	0.667	1	72.69	9922	6279	0.50		56	84
#	#	0.118;0.315	0.184;0.311	#	#	#	#	#	6.194;11.149	0.279;0.686	#	#	0.008;0.075	#	-0.217;1.230	#	#	0.428;0.757	0.055;0.111	0.525;1.924	#	001100	1.000	1.000	1	88.56	9799	6280	0.41		27	27
#	0.098;0.155	#	#	#	#	#	#	#	1.667;5.864	#	#	#	0.035;0.141	#	#	-0.001;0.605	-0.398;0.937	0.049;0.443	#	#	#	011000	0.088	0.615	1	59.37	9957	6287	0.27		48	78
#	0.036;0.147	#	#	#	4.023;8.109	0.127;0.434	0.011;0.148	0.027;0.483	#	#	#	#	0.069;0.178	#	#	#	#	0.006;0.674	#	-0.969;1.342	0.851;1.497	001010	1.000	1.000	1	46.16	9822	6303	0.41		27	27
-107.893;-74.873	-0.037;0.118	#	#	-0.511;1.158	5.818;9.424	#	#	0.476;0.482	-0.337;8.427	#	#	-0.072;0.304	-0.045;0.143	#	0.108;0.836	-0.097;1.008	-0.360;0.564	#	#	#	#	000110	0.000	0.000	1	36.33	6305	6305	0.50		0	9
#	#	0.065;0.195	0.051;0.148	#	#	#	-0.042;0.282	#	#	#	#	0.202;0.684	#	#	0.617;1.447	#	2.176;3.305	#	0.092;0.125	#	0.781;1.875	010000	1.000	1.000	1	37.89	9825	6306	0.36		9	9
#	#	#	0.051;0.148	#	#	#	-0.042;0.282	#	#	#	#	0.202;0.684	#	#	0.617;1.447	#	2.176;3.305	0.021;0.661	0.092;0.125	#	0.781;1.875	010000	0.031	0.500	2	32.15	9825	6306	0.36		9	18
#	#	#	#	-0.524;0.604	#	-0.089;0.204	0.057;0.317	#	2.999;6.579	#	#	-0.012;0.206	0.122;0.170	#	#	-0.302;0.602	-0.923;1.575	#	#	#	0.068;0.589	001110	0.207	0.730	1	59.75	9830	6311	0.41		27	37
-97.020;-81.615	#	#	0.058;0.163	#	#	#	#	#	3.099;9.764	#	#	#	0.118;0.206	#	0.135;0.714	-0.159;0.661	#	#	#	#	#	000100	1.000	1.000	1	29.89	9831	6312	0.27		9	9
-97.020;-81.615	#	#	0.058;0.163	#	#	#	#	#	2.605;10.258	#	#	#	0.118;0.206	0.004;0.011	0.135;0.714	0.063;0.661	#	#	#	1.099;2.361	#	000100	1.000	1.000	1	29.89	9831	6312	0.36		9	9
-87.746;-66.350	0.098;0.170	#	#	#	#	0.095;0.347	-0.024;0.237	#	1.482;6.049	#	#	0.154;0.411	0.035;0.141	0.003;0.011	#	-0.001;0.605	0.288;1.384	#	0.062;0.099	#	#	011000	0.183	0.712	2	69.27	9957	6315	0.50		47	66
#	0.098;0.170	#	#	#	1.137;6.426	0.095;0.347	-0.024;0.237	#	1.482;6.049	#	#	0.154;0.411	0.035;0.141	0.003;0.011	#	-0.073;0.605	0.288;1.384	#	0.062;0.099	#	#	011000	0.183	0.712	1	69.27	9957	6315	0.50		47	66
#	#	-0.097;0.189	0.109;0.208	#	3.819;8.086	-0.008;0.153	#	#	8.843;14.891	#	#	0.061;0.411	#	#	#	#	#	0.173;0.814	#	-0.412;2.267	0.143;0.646	011000	0.031	0.500	1	45.03	9836	6317	0.41		9	18
-82.539;-70.557	#	-0.097;0.189	#	-0.424;0.528	3.759;8.026	0.026;0.153	#	#	8.843;14.891	#	0.430;0.755	0.061;0.411	#	-0.007;0.013	#	#	#	0.146;0.597	#	-0.412;2.013	#	011000	1.000	1.000	2	25.44	9836	6317	0.50		9	9
#	0.038;0.133	0.006;0.222	0.081;0.269	#	0.593;3.597	0.094;0.357	#	#	#	0.040;0.804	0.676;1.003	#	0.066;0.124	0.005;0.010	#	0.155;1.109	#	#	0.065;0.096	#	#	000010	1.000	1.000	1	48.78	9837	6318	0.50		9	9
#	0.040;0.120	0.116;0.203	#	#	#	#	#	#	#	#	#	#	-0.033;0.128	0.011;0.020	#	#	#	#	#	0.051;1.890	-0.076;1.150	100000	1.000	1.000	2	31.24	9984	6324	0.27		19	19
#	#	0.082;0.258	0.154;0.316	#	-0.383;8.419	#	#	0.038;0.436	#	#	#	#	#	0.009;0.017	#	0.067;0.905	1.205;2.368	#	0.100;0.154	#	-0.129;0.966	100000	1.000	1.000	1	33.56	9843	6324	0.41		9	9
#	0.065;0.090	#	0.056;0.184	#	4.433;10.322	0.353;0.576	-0.021;0.220	0.047;0.606	#	#	0.282;0.680	#	0.017;0.118	#	#	#	-0.360;1.487	#	#	#	#	000001	1.000	1.000	2	33.67	9845	6326	0.41		9	9
#	#	0.107;0.175	#	0.414;0.855	#	0.252;0.322	#	#	#	#	#	-0.085;0.331	#	0.004;0.013	#	0.078;0.682	#	#	0.067;0.128	#	0.303;0.895	001000	0.050	0.594	1	40.75	6343	6343	0.36		0	0
-90.425;-60.042	#	#	0.067;0.228	#	#	-0.003;0.274	0.068;0.244	#	#	0.384;0.717	#	#	#	#	-0.490;1.009	#	0.970;2.100	#	#	#	0.545;1.119	111000	0.031	0.500	1	42.67	9867	6348	0.36		9	18
-83.486;-66.864	#	#	0.016;0.160	-0.617;0.652	#	-0.089;0.160	0.057;0.219	#	#	#	0.314;0.461	#	#	0.003;0.013	#	0.404;0.856	#	#	0.061;0.096	0.430;1.665	0.068;0.589	001110	0.192	0.719	1	106.53	9959	6352	0.50		46	64
-79.488;-47.394	#	-0.048;0.184	0.002;0.117	#	#	0.167;0.417	-0.024;0.114	#	-2.105;4.560	#	#	#	#	0.004;0.012	#	-0.387;0.601	1.285;2.620	#	0.070;0.117	#	1.525;2.051	110000	1.000	1.000	1	50.00	9876	6357	0.50		9	9
