Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Att18	Att19	Att20	Att21	Att22	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-92.481;-60.814	#	#	0.008;0.115	#	#	0.053;0.167	#	#	#	0.058;0.564	#	#	0.022;0.141	0.003;0.015	-0.358;0.421	#	#	0.248;0.681	#	0.390;1.103	0.890;1.446	110000	1.000	1.000	1	27.98	9927	4738	0.45		13	13
-81.433;-50.194	0.103;0.205	0.131;0.242	#	#	#	0.134;0.475	#	0.070;0.651	#	#	#	#	0.013;0.103	#	#	#	#	#	#	0.682;2.712	0.220;0.902	100000	1.000	1.000	1	45.11	9929	4740	0.36		13	13
#	0.012;0.131	#	0.059;0.137	-0.373;0.458	-0.785;6.065	0.132;0.323	#	-0.150;0.636	#	#	#	0.227;0.425	0.045;0.091	#	#	#	#	0.132;0.499	0.066;0.120	#	-0.192;1.155	000001	0.147	0.682	1	110.57	9992	4756	0.50		227	333
-105.860;-79.099	#	#	#	#	#	#	0.030;0.137	0.055;0.860	#	#	#	-0.076;0.370	0.005;0.088	#	0.407;1.371	#	#	0.153;0.850	0.061;0.110	1.031;1.950	-0.202;1.072	001100	0.082	0.606	1	57.37	9946	4757	0.45		40	66
#	#	#	0.034;0.146	#	6.859;12.507	#	0.077;0.268	#	0.705;8.235	0.111;0.419	#	-0.110;0.129	#	#	#	#	-0.075;0.952	0.096;0.727	0.065;0.103	#	#	001110	0.178	0.708	1	109.89	9999	4759	0.41		97	137
-78.492;-59.663	0.021;0.127	-0.006;0.121	0.059;0.137	#	0.550;6.078	#	#	#	#	#	#	-0.016;0.425	#	#	#	#	#	#	0.081;0.119	1.154;1.342	-0.541;0.733	000001	0.031	0.500	1	35.74	9860	4780	0.41		13	26
-81.483;-46.320	#	#	#	#	#	0.319;0.474	-0.171;0.200	0.003;0.235	#	#	0.615;0.784	#	#	#	0.127;0.903	#	#	0.144;0.577	#	-0.291;1.356	-0.001;0.933	100001	0.132	0.667	1	48.22	9972	4783	0.41		26	39
#	#	-0.000;0.174	#	#	#	#	0.004;0.238	-0.270;0.555	1.179;5.725	-0.166;0.513	#	#	#	#	0.455;1.091	#	#	0.340;0.768	0.133;0.168	#	0.117;0.960	000001	1.000	1.000	1	32.07	9980	4791	0.41		13	13
#	#	0.026;0.242	#	0.129;1.028	0.559;4.645	0.153;0.389	-0.021;0.239	#	0.754;7.049	0.005;0.609	#	0.186;0.662	0.137;0.181	#	#	-0.060;0.526	0.938;2.616	#	#	#	#	110000	1.000	1.000	1	38.22	9986	4797	0.50		13	13
-87.707;-76.153	#	0.013;0.241	#	#	3.825;8.664	#	0.059;0.228	#	#	#	0.528;0.705	-0.014;0.191	0.027;0.155	#	#	0.053;0.723	#	#	#	0.539;2.569	#	011000	0.092	0.621	1	79.89	9991	4802	0.41		131	211
#	#	#	#	-0.398;0.512	#	#	#	#	#	#	0.422;0.703	0.054;0.417	0.018;0.077	#	1.064;1.816	#	#	#	#	#	0.406;1.429	011000	1.000	1.000	1	80.47	9997	4808	0.27		13	13
#	#	0.152;0.232	0.165;0.282	#	#	#	#	#	5.874;11.181	#	#	#	#	#	-0.041;0.653	0.241;0.894	#	#	#	1.099;1.950	#	001100	1.000	1.000	1	70.97	9858	4811	0.27		38	38
#	#	#	#	#	2.391;6.116	#	0.110;0.221	#	-0.556;4.629	0.489;0.794	0.373;0.624	#	0.034;0.217	#	-0.462;1.163	0.136;0.691	-0.501;1.895	0.108;0.748	#	-0.270;1.259	0.089;1.000	011000	1.000	1.000	1	49.25	9893	4820	0.55		13	13
#	#	#	#	#	3.376;9.745	#	#	#	#	#	0.189;0.527	#	#	0.018;0.024	#	-0.410;0.779	#	0.290;0.713	#	#	#	110001	1.000	1.000	1	27.52	9628	4830	0.23		12	12
-85.295;-50.194	#	#	#	1.003;1.461	-0.022;3.343	0.179;0.466	#	#	0.038;5.011	-0.210;0.432	#	0.317;0.772	#	0.005;0.010	#	-0.265;0.516	#	#	#	#	1.111;1.632	100000	0.196	0.722	1	90.69	9990	4836	0.45		65	90
#	#	#	#	0.548;1.518	1.030;6.463	#	#	#	#	#	0.746;0.882	#	-0.004;0.050	#	#	#	#	0.181;0.577	#	-0.324;1.323	#	100001	1.000	1.000	1	71.42	9636	4838	0.27		12	12
#	0.084;0.184	0.006;0.149	#	-0.481;0.489	6.859;12.507	-0.057;0.161	0.077;0.268	#	#	-0.114;0.775	#	#	#	#	-0.197;0.556	#	-0.633;0.907	0.137;0.968	#	#	-0.115;0.639	001110	0.132	0.667	1	58.51	9797	4849	0.50		26	39
#	0.003;0.141	-0.012;0.175	#	#	#	0.016;0.130	#	#	#	#	0.412;0.772	#	0.004;0.102	#	-0.086;0.435	#	#	0.153;0.850	0.070;0.072	#	-0.233;1.072	001100	1.000	1.000	2	64.38	9655	4857	0.41		12	12
-87.551;-64.015	#	0.006;0.149	0.034;0.146	#	6.859;10.789	#	0.199;0.398	#	0.705;8.235	-0.114;0.775	#	-0.110;0.129	#	#	#	#	#	0.137;0.961	0.057;0.095	#	-0.115;0.639	001110	1.000	1.000	1	85.52	9660	4862	0.50		12	12
#	0.129;0.218	#	#	#	4.563;8.649	#	-0.042;0.154	#	0.820;9.090	-0.343;0.634	0.225;0.618	#	0.086;0.144	#	#	#	#	#	0.048;0.106	#	#	000010	1.000	1.000	1	25.40	9674	4876	0.36		12	12
#	#	-0.012;0.200	#	#	#	-0.117;0.188	0.013;0.136	#	0.705;6.649	0.111;0.545	0.347;0.587	#	0.125;0.168	#	0.091;0.612	#	#	0.137;0.961	#	#	-0.096;0.532	001110	0.237	0.750	1	51.41	9830	4877	0.45		39	52
-87.707;-76.153	-0.033;0.168	#	#	#	#	#	0.025;0.228	0.076;0.361	#	#	0.528;0.705	#	0.022;0.091	#	#	#	0.945;1.869	#	#	#	-0.047;0.994	011000	0.055	0.560	1	68.67	9865	4881	0.36		51	91
#	#	#	-0.018;0.133	0.187;1.269	0.814;7.312	#	#	#	#	-0.397;0.504	0.199;0.467	#	-0.004;0.050	#	#	#	#	0.144;0.577	#	#	#	100001	0.133	0.668	1	99.41	9983	4882	0.32		157	235
-86.811;-69.266	-0.016;0.101	0.086;0.186	#	#	#	-0.008;0.187	#	#	#	#	#	#	0.034;0.217	#	0.109;0.785	#	1.263;1.447	0.108;0.748	#	0.299;1.259	#	011000	1.000	1.000	1	87.99	9922	4887	0.41		51	51
-86.811;-69.266	0.082;0.131	-0.017;0.186	#	-0.609;0.678	#	#	#	#	#	#	0.433;0.624	-0.050;0.296	#	0.005;0.010	#	0.063;0.615	0.557;1.698	0.108;0.748	0.078;0.114	#	#	011000	0.047	0.542	1	71.77	9957	4889	0.50		64	118
-112.702;-82.319	#	#	0.013;0.117	#	#	#	#	#	7.143;14.796	0.033;0.791	0.243;0.582	-0.107;0.342	0.083;0.148	#	#	#	0.014;1.349	#	0.043;0.106	0.489;2.080	#	101000	1.000	1.000	1	43.55	9690	4892	0.45		12	12
#	#	-0.035;0.117	-0.018;0.133	#	0.814;6.463	#	#	#	#	-0.397;0.504	#	#	-0.004;0.050	#	-0.306;1.005	#	1.132;2.740	#	#	#	#	100001	0.047	0.542	1	93.60	9942	4897	0.32		182	336
-86.811;-69.266	0.082;0.131	-0.017;0.186	0.100;0.282	#	2.391;6.116	#	#	#	#	-0.038;0.345	0.422;0.624	-0.050;0.301	#	0.005;0.010	#	#	#	#	#	#	#	011000	0.297	0.785	1	72.87	9957	4913	0.41		51	65
#	-0.007;0.030	#	0.001;0.113	#	-0.098;6.065	#	#	#	-3.159;6.099	#	#	#	#	#	-0.026;0.746	#	#	0.100;0.583	#	#	#	000001	0.132	0.667	1	76.76	9978	4915	0.27		26	39
-78.492;-62.710	0.012;0.172	#	0.059;0.137	-0.643;0.273	#	0.132;0.323	#	-0.051;0.405	#	-0.073;0.408	0.592;0.796	0.227;0.425	0.045;0.091	#	#	-0.083;0.533	0.136;1.060	#	0.065;0.120	#	#	000001	1.000	1.000	1	142.70	9963	4916	0.59		91	91
-87.454;-59.638	#	#	#	#	3.098;10.789	#	#	#	3.922;9.353	0.703;1.147	#	#	0.023;0.091	#	#	0.271;1.067	-0.075;1.088	0.137;0.955	0.057;0.085	#	-0.115;0.639	001110	0.150	0.684	1	40.73	9987	4926	0.45		52	76
-84.139;-54.184	#	#	-0.018;0.133	#	#	#	#	#	-1.102;3.332	#	0.199;0.369	#	0.009;0.093	#	#	#	-0.657;1.430	#	#	#	0.023;0.544	100001	0.216	0.736	1	77.53	9962	4929	0.32		39	53
-79.483;-47.388	-0.011;0.116	0.043;0.189	0.014;0.131	#	2.628;10.818	0.008;0.163	0.036;0.193	#	-0.935;4.836	-0.179;0.341	0.425;0.546	0.162;0.347	0.012;0.091	#	-0.956;0.067	#	0.845;3.562	#	0.066;0.098	#	#	010000	1.000	1.000	1	39.99	9914	4930	0.68		26	26
-75.992;-45.181	#	-0.035;0.117	#	0.618;1.764	0.814;6.319	#	-0.076;0.136	#	#	#	0.313;0.482	0.194;0.465	#	0.002;0.015	#	#	#	#	#	-0.316;1.773	#	100001	0.114	0.648	1	82.12	9937	4949	0.41		140	216
#	0.231;0.314	#	-0.002;0.191	-0.405;0.405	#	#	#	#	#	#	0.106;0.488	-0.071;0.305	0.125;0.247	#	0.201;1.590	#	-0.076;2.183	#	0.060;0.092	#	#	000100	1.000	1.000	1	30.46	9761	4963	0.41		13	13
#	0.062;0.121	0.044;0.161	#	#	#	#	-0.014;0.251	#	#	#	0.484;0.702	-0.032;0.291	0.075;0.170	#	#	#	#	0.077;0.557	#	#	0.853;1.481	001010	0.254	0.760	2	52.49	9822	4977	0.36		38	50
-86.811;-69.266	#	0.094;0.186	#	#	2.391;6.116	#	#	0.422;0.528	#	0.066;0.794	0.422;0.613	0.020;0.290	0.034;0.217	#	#	-0.130;0.691	0.557;1.447	0.108;0.748	0.054;0.120	-0.270;1.259	#	011000	0.038	0.520	1	48.38	9864	4986	0.59		13	25
-86.811;-64.890	-0.004;0.100	#	0.182;0.238	#	#	#	#	#	#	#	0.389;0.617	0.020;0.290	#	#	-0.462;0.566	#	#	0.108;0.748	0.060;0.109	#	0.087;0.625	011000	0.028	0.490	1	43.85	9836	5004	0.41		25	51
-93.124;-74.295	#	0.019;0.219	0.244;0.310	#	4.582;8.187	#	#	0.005;0.802	5.435;10.619	#	#	-0.129;0.346	#	#	0.121;0.970	0.158;0.626	0.039;1.409	#	0.051;0.104	#	#	001000	1.000	1.000	1	50.18	9701	5009	0.50		12	12
#	-0.007;0.030	#	-0.033;0.147	#	-0.098;6.065	0.129;0.342	#	#	#	#	0.335;0.614	#	-0.007;0.058	#	-0.026;0.746	#	#	0.100;0.583	0.067;0.100	#	#	000001	1.000	1.000	1	67.93	9713	5021	0.41		12	12
#	-0.033;0.168	0.051;0.241	#	#	#	-0.022;0.132	#	#	4.701;9.021	#	0.528;0.705	0.054;0.417	#	#	1.064;1.816	#	-0.388;2.099	#	0.079;0.104	0.539;2.569	#	011000	1.000	1.000	2	52.81	9760	5029	0.45		25	25
#	0.119;0.260	#	-0.018;0.133	-0.554;0.627	-1.737;6.319	#	#	#	#	-0.397;1.036	0.199;0.482	0.194;0.355	0.050;0.060	0.003;0.016	#	-0.187;0.750	#	0.144;0.568	#	-0.316;1.604	#	100001	1.000	1.000	1	90.34	9734	5042	0.55		12	12
-75.186;-60.637	0.002;0.106	#	#	#	0.814;6.463	#	-0.026;0.150	#	#	-0.397;0.504	0.199;0.482	#	-0.004;0.050	0.003;0.012	#	#	#	0.144;0.577	#	#	#	100001	0.053	0.556	1	92.61	9942	5045	0.41		189	340
#	0.134;0.229	0.066;0.228	#	-0.494;0.494	-0.940;7.353	#	#	#	1.807;8.472	#	#	#	#	0.004;0.014	0.214;1.545	#	#	0.170;0.866	#	0.753;1.439	-0.073;0.537	001000	0.123	0.658	1	46.20	9877	5057	0.45		25	38
#	#	0.055;0.139	0.034;0.146	#	3.098;10.789	-0.042;0.108	#	0.309;0.811	-0.113;6.182	#	#	-0.110;0.129	#	0.003;0.016	#	#	#	0.137;0.878	0.060;0.105	#	-0.989;0.639	001110	0.100	0.630	1	80.56	9993	5065	0.50		87	138
#	#	0.055;0.139	0.034;0.146	#	3.098;10.789	-0.042;0.108	#	0.309;0.811	0.961;6.022	#	#	-0.110;0.129	#	0.003;0.016	#	0.049;0.619	#	0.137;0.878	0.060;0.105	#	-0.115;0.639	001110	0.100	0.630	1	80.56	9993	5065	0.55		87	138
#	#	#	#	#	0.814;6.463	#	-0.026;0.150	#	1.016;8.298	#	#	0.194;0.465	#	0.003;0.014	#	#	1.132;1.812	#	#	#	-0.040;0.408	100001	0.132	0.667	1	105.59	9942	5075	0.32		50	75
-81.433;-50.194	-0.019;0.102	0.026;0.118	0.046;0.119	#	4.958;9.044	0.134;0.475	#	-0.177;0.279	1.321;4.654	#	0.223;0.397	0.089;0.658	#	0.005;0.009	#	-0.204;0.516	#	#	0.065;0.119	#	#	100000	1.000	1.000	2	59.23	9789	5097	0.59		12	12
-108.321;-83.287	#	#	#	#	2.500;5.504	#	#	0.965;1.398	2.252;9.534	0.331;1.059	#	#	0.022;0.140	0.002;0.013	-0.056;1.313	1.470;1.989	#	#	#	0.713;1.434	#	000110	1.000	1.000	1	45.17	9790	5098	0.45		12	12
-76.311;-55.770	#	#	-0.018;0.133	#	0.814;6.463	#	-0.026;0.150	#	#	#	#	#	-0.004;0.050	#	-0.749;0.023	#	#	#	0.067;0.098	#	-0.040;0.408	100001	1.000	1.000	1	149.95	9796	5104	0.36		12	12
#	-0.048;0.092	#	#	#	0.814;6.463	#	-0.026;0.150	#	#	#	0.313;0.482	0.144;0.355	#	0.003;0.014	#	#	1.132;1.812	0.144;0.577	#	#	#	100001	0.048	0.544	1	87.87	9960	5104	0.36		87	160
-86.811;-76.153	#	0.013;0.241	#	-0.290;0.927	#	-0.084;0.187	#	#	#	#	#	#	0.022;0.217	#	-0.013;0.566	#	1.263;1.426	0.307;0.900	#	#	#	011000	1.000	1.000	1	109.25	9922	5106	0.36		25	25
-105.860;-79.099	-0.025;0.087	#	#	-0.264;0.264	#	#	0.030;0.137	0.074;0.860	#	0.304;1.020	#	-0.076;0.121	#	#	0.407;1.371	0.260;0.746	#	0.153;0.850	#	#	#	001100	0.123	0.658	3	66.11	9863	5108	0.45		25	38
#	#	#	0.117;0.237	-0.552;0.594	#	#	0.346;0.484	0.448;0.847	#	#	#	#	#	#	#	#	2.386;3.448	#	0.060;0.145	#	#	001110	1.000	1.000	1	27.47	9810	5118	0.27		12	12
-87.551;-64.015	#	#	#	-0.552;0.594	3.098;10.789	#	0.346;0.484	#	0.705;8.235	#	0.347;0.587	-0.338;0.187	0.002;0.115	0.006;0.012	#	#	#	0.137;0.961	0.060;0.105	#	#	001110	1.000	1.000	1	27.47	9810	5118	0.50		12	12
-87.991;-66.166	0.062;0.121	#	#	-0.245;0.249	#	#	-0.014;0.251	#	#	#	0.484;0.702	-0.032;0.291	0.075;0.170	#	#	#	#	#	#	#	0.853;1.481	001010	0.132	0.667	1	44.18	9822	5130	0.36		24	36
#	0.041;0.143	#	0.034;0.146	#	3.098;10.789	#	#	#	#	#	0.301;0.487	-0.065;0.258	0.105;0.187	#	#	#	#	0.135;0.596	0.048;0.108	#	#	001110	0.132	0.667	1	50.28	9830	5138	0.36		24	36
#	#	#	0.182;0.242	-0.384;0.585	#	#	0.025;0.228	#	#	#	0.528;0.705	-0.106;0.389	0.022;0.091	#	#	0.071;0.841	0.945;2.291	#	#	#	0.087;0.625	011000	1.000	1.000	1	89.48	9836	5144	0.41		24	24
-87.707;-64.890	-0.033;0.168	#	0.182;0.242	#	#	-0.044;0.188	#	#	9.460;14.274	#	0.389;0.705	#	#	#	-0.484;0.566	#	#	#	#	0.539;2.569	#	011000	1.000	1.000	1	88.20	9836	5144	0.36		12	12
-90.947;-66.983	-0.036;0.122	0.060;0.254	0.119;0.192	#	#	#	0.151;0.290	#	#	0.172;0.506	#	#	0.025;0.139	#	-0.329;0.249	0.065;0.768	#	#	0.044;0.109	#	0.489;1.251	000010	1.000	1.000	3	77.58	9841	5149	0.50		12	12
#	#	0.131;0.242	#	#	#	#	#	0.032;0.651	-2.093;4.158	#	#	#	#	#	#	#	#	#	0.108;0.145	#	#	100000	1.000	1.000	1	22.13	9843	5151	0.18		12	12
-74.991;-59.658	#	-0.035;0.117	-0.018;0.133	0.187;0.680	0.814;6.463	#	#	-0.203;0.287	#	-0.397;0.504	#	#	-0.004;0.050	0.003;0.012	#	-0.123;0.698	#	0.200;0.614	#	#	#	100001	0.078	0.600	1	99.18	9983	5161	0.50		75	125
#	0.012;0.131	#	0.059;0.137	-0.373;0.458	-0.785;6.065	0.132;0.323	#	-0.150;0.636	#	-0.092;0.339	#	0.227;0.425	0.045;0.091	#	#	#	#	0.132;0.499	0.066;0.120	#	-0.192;1.155	000001	0.166	0.699	1	113.44	9992	5162	0.55		197	282
#	#	#	0.208;0.331	#	5.678;8.923	0.006;0.119	#	0.295;1.092	3.928;11.334	#	#	#	0.030;0.096	#	-0.105;1.110	0.353;0.956	#	#	0.061;0.110	1.108;2.178	#	001100	1.000	1.000	1	57.14	9907	5169	0.45		37	37
-99.884;-87.474	#	#	#	#	3.962;7.687	0.137;0.256	#	#	#	0.170;0.507	0.432;0.873	-0.292;0.437	#	#	0.127;1.265	-0.103;0.818	1.025;2.359	#	#	0.080;1.233	-0.014;0.992	001000	1.000	1.000	1	33.88	9862	5170	0.50		12	12
-105.860;-79.099	-0.025;0.087	#	#	-0.264;0.264	#	#	0.030;0.137	#	#	0.304;1.020	#	-0.076;0.121	#	#	0.407;1.371	0.260;0.746	#	0.153;0.850	#	#	#	001100	0.115	0.649	1	65.64	9863	5171	0.41		24	37
-92.536;-60.441	0.163;0.229	0.066;0.154	#	#	#	#	0.146;0.246	#	1.807;8.472	0.018;0.437	#	#	0.030;0.148	#	#	#	#	#	#	#	#	001000	1.000	1.000	1	57.97	9877	5185	0.32		12	12
-78.510;-66.100	-0.033;0.125	#	#	#	2.391;6.116	#	0.110;0.221	#	-0.556;4.629	0.066;0.794	0.418;0.652	0.020;0.290	0.053;0.217	#	-0.462;1.163	-0.224;0.691	0.557;1.447	#	#	#	0.087;1.000	011000	0.058	0.566	1	56.26	9957	5199	0.59		98	173
-87.707;-69.266	#	0.219;0.241	#	#	2.391;11.351	#	#	-0.054;0.528	-0.556;7.217	0.489;0.794	0.373;0.705	#	0.022;0.217	#	#	0.071;0.841	0.080;1.244	0.108;0.748	0.059;0.102	#	0.089;1.000	011000	1.000	1.000	1	46.16	9893	5201	0.59		12	12
-86.811;-69.266	0.082;0.131	#	0.100;0.282	-0.609;0.678	2.391;6.116	0.235;0.471	#	#	#	#	#	-0.050;0.301	0.008;0.124	#	#	#	-0.638;1.519	#	#	#	#	011000	0.076	0.597	1	75.09	9957	5203	0.41		37	62
#	-0.008;0.128	#	#	-0.287;0.366	5.678;8.923	#	0.215;0.464	0.295;1.092	#	0.510;1.373	0.570;0.788	-0.065;0.358	0.010;0.098	#	#	#	0.163;2.046	0.243;0.772	0.061;0.110	0.730;1.498	#	001100	1.000	1.000	1	58.15	9907	5215	0.59		12	12
#	#	0.177;0.365	0.227;0.316	-0.287;0.366	#	0.006;0.133	0.215;0.464	#	#	#	#	#	0.035;0.110	0.003;0.018	-0.105;1.110	0.353;0.956	0.054;1.013	#	#	#	#	001100	0.237	0.750	1	52.62	9907	5215	0.45		36	48
-96.609;-71.789	-0.007;0.084	#	0.208;0.331	#	#	#	#	0.643;1.007	#	#	#	-0.124;0.365	#	#	-0.208;1.181	#	-0.349;1.362	#	#	#	-0.233;0.933	001100	0.245	0.755	1	48.09	9909	5217	0.36		37	49
-75.186;-60.637	#	-0.035;0.117	#	0.187;1.269	#	#	-0.076;0.200	-0.218;0.251	#	-0.538;0.504	0.199;0.467	#	-0.004;0.050	#	#	#	#	0.144;0.453	#	-0.252;1.669	#	100001	0.302	0.787	1	112.31	9942	5218	0.45		133	169
#	-0.030;0.074	#	#	#	#	#	#	-0.163;0.251	#	#	0.313;0.482	0.144;0.465	-0.004;0.050	#	#	#	#	#	#	#	#	100001	0.130	0.665	1	93.29	9983	5223	0.23		171	257
-92.340;-77.637	#	#	#	-0.340;0.347	6.859;12.507	-0.042;0.108	-0.015;0.180	#	1.341;5.943	-0.110;0.729	0.301;0.587	-0.106;0.349	#	0.005;0.010	-0.551;0.536	#	#	0.316;0.955	0.062;0.085	#	#	001110	0.135	0.670	1	86.95	9959	5224	0.59		73	109
#	#	#	0.039;0.188	#	3.962;7.687	#	-0.128;0.158	#	-0.446;5.603	0.170;0.621	#	-0.292;0.270	0.091;0.148	#	#	#	1.025;1.981	#	0.069;0.107	0.080;1.233	-0.525;0.895	001000	1.000	1.000	1	53.94	9924	5226	0.50		25	25
-86.811;-76.153	#	0.013;0.241	#	-0.290;0.927	1.859;9.070	#	#	#	#	#	#	#	#	#	-0.013;0.566	#	1.263;1.426	0.307;0.900	#	#	#	011000	0.132	0.667	1	84.53	9922	5230	0.32		24	36
#	-0.031;-0.014	#	0.007;0.135	#	1.300;5.266	#	0.054;0.135	-0.240;0.535	#	#	0.402;0.555	#	0.023;0.090	#	#	#	#	#	#	#	#	000011	0.000	0.025	1	152.09	5233	5233	0.32		0	0
-92.481;-57.823	#	0.006;0.114	#	#	#	0.053;0.167	#	#	#	0.058;0.564	#	-0.061;0.355	#	0.003;0.015	-0.358;0.421	-0.237;0.784	#	#	#	#	0.890;1.446	110000	1.000	1.000	1	27.34	9927	5235	0.41		12	12
-81.433;-50.194	#	0.131;0.242	#	#	#	#	0.204;0.384	#	#	-0.030;0.599	0.376;0.720	#	0.013;0.103	#	#	#	#	0.047;0.527	#	#	0.220;0.902	100000	0.132	0.667	1	48.68	9929	5237	0.36		24	36
#	#	0.131;0.242	#	#	#	0.134;0.475	0.166;0.422	#	#	#	#	#	0.013;0.103	#	0.495;0.977	#	#	#	#	#	0.220;0.902	100000	1.000	1.000	1	44.82	9929	5237	0.27		12	12
#	-0.030;0.074	#	#	#	#	#	#	#	#	#	0.313;0.482	0.144;0.465	-0.004;0.050	#	#	-0.303;0.568	#	#	#	#	#	100001	0.084	0.609	1	89.23	9983	5242	0.23		170	279
-75.992;-45.181	#	-0.035;0.117	#	#	#	#	#	#	#	#	0.313;0.482	0.194;0.465	-0.004;0.050	0.002;0.015	#	#	#	#	#	#	#	100001	0.115	0.649	1	99.96	9942	5245	0.27		157	242
-87.707;-76.153	#	#	#	#	#	#	-0.007;0.201	#	4.701;9.021	#	0.528;0.705	#	#	#	-0.484;0.365	#	-0.388;2.099	#	#	#	#	011000	1.000	1.000	1	95.21	9991	5255	0.27		49	49
#	#	0.055;0.139	0.034;0.146	#	3.098;12.507	-0.042;0.108	0.169;0.268	0.309;0.811	#	#	#	-0.110;0.129	#	#	#	#	-0.075;0.952	#	0.065;0.105	-0.085;1.506	-0.115;0.639	001110	0.132	0.667	1	95.47	9948	5256	0.50		24	36
-82.977;-53.236	0.025;0.114	0.273;0.416	#	-0.402;0.832	-0.995;7.538	#	0.118;0.333	-0.187;0.555	#	#	#	0.075;0.286	0.034;0.104	#	#	-0.056;0.832	0.554;1.402	#	#	0.035;2.118	-0.425;0.706	000001	1.000	1.000	1	25.08	9956	5264	0.59		12	12
-82.977;-53.236	#	#	0.204;0.389	#	-0.995;7.538	#	#	#	#	0.457;0.963	#	#	#	#	#	#	0.554;1.402	0.144;0.586	0.055;0.108	0.035;0.996	#	000001	1.000	1.000	1	25.08	9956	5264	0.36		12	12
#	0.007;0.068	#	0.126;0.195	#	4.733;10.142	#	#	#	-0.872;5.794	0.218;0.853	0.557;0.775	#	#	#	-0.442;0.522	#	1.430;2.014	0.241;0.627	0.057;0.107	#	-0.251;1.077	111000	1.000	1.000	1	40.08	9977	5285	0.50		12	12
#	-0.007;0.030	#	0.001;0.137	#	-0.785;6.065	#	#	#	#	#	#	#	0.036;0.101	#	-0.026;1.423	#	0.180;1.207	#	#	#	#	000001	1.000	1.000	1	47.87	9978	5286	0.27		24	24
-87.454;-64.015	#	0.133;0.280	#	#	3.098;10.789	#	#	#	3.922;9.353	0.703;1.147	#	-0.110;0.129	#	#	#	-0.140;1.067	#	#	0.060;0.096	0.446;1.159	-0.115;0.639	001110	0.031	0.500	1	43.74	9979	5287	0.45		12	24
#	#	#	#	#	4.214;12.506	#	#	#	1.179;6.610	#	#	#	-0.035;0.086	#	0.455;1.091	#	#	#	0.133;0.168	#	0.117;0.960	000001	1.000	1.000	1	31.88	9980	5288	0.27		12	12
#	#	#	#	#	#	#	0.004;0.238	-0.270;0.436	1.179;4.470	-0.190;0.365	#	0.486;0.750	-0.033;0.085	#	0.455;1.091	-0.434;0.621	#	#	0.133;0.168	0.290;1.690	0.117;0.960	000001	1.000	1.000	2	31.88	9980	5288	0.50		12	12
-87.454;-58.355	#	#	#	-0.344;0.344	#	0.029;0.210	#	#	3.922;9.353	0.703;1.147	#	#	0.023;0.091	#	#	0.271;1.067	-0.821;1.088	0.124;0.961	#	#	#	001110	0.061	0.571	1	42.50	9987	5295	0.41		48	84
-85.295;-50.194	0.002;0.101	#	-0.011;0.169	1.003;1.461	-0.022;3.343	0.179;0.466	#	#	0.038;5.011	-0.210;0.432	#	0.317;0.772	#	#	-0.030;1.262	#	2.653;3.238	#	0.074;0.104	#	1.111;2.170	100000	1.000	1.000	2	124.67	9990	5298	0.59		36	36
#	#	#	#	#	#	0.236;0.450	-0.088;0.192	-0.168;0.390	-1.957;6.930	#	0.363;0.511	0.329;0.527	#	#	-0.544;0.267	#	1.771;4.012	-0.131;0.490	#	#	1.070;2.272	110000	1.000	1.000	1	116.67	9876	5309	0.45		23	23
-82.755;-79.099	0.003;0.113	#	#	-0.264;0.264	7.778;10.783	0.006;0.133	#	#	#	0.157;0.764	#	-0.059;0.370	#	#	0.629;1.149	#	#	#	#	#	-0.233;1.072	001100	1.000	1.000	1	110.96	9613	5312	0.41		11	11
#	-0.030;0.074	-0.035;0.117	#	#	#	#	#	#	#	#	0.313;0.482	0.144;0.465	-0.004;0.050	0.003;0.014	#	#	#	#	#	#	#	100001	0.128	0.663	1	93.29	9983	5318	0.27		165	249
#	0.040;0.129	#	#	#	1.030;4.395	#	#	#	#	-0.073;0.297	0.746;0.882	#	-0.004;0.053	#	-0.179;0.766	#	#	0.181;0.577	#	-0.324;1.323	#	100001	1.000	1.000	1	67.16	9636	5335	0.36		11	11
#	#	#	#	0.548;1.518	1.030;6.463	0.238;0.479	0.093;0.219	#	#	#	0.746;0.882	0.128;0.623	0.010;0.050	#	#	#	1.121;3.449	0.181;0.454	#	#	#	100001	1.000	1.000	1	67.16	9636	5335	0.41		11	11
#	#	#	#	-0.316;0.646	2.326;7.974	0.003;0.190	0.204;0.452	#	-1.456;6.938	#	#	-0.051;0.319	0.013;0.103	0.007;0.015	#	-0.041;0.445	#	0.047;0.620	#	0.727;1.660	0.220;0.762	100000	1.000	1.000	1	40.19	9929	5347	0.55		23	23
#	#	#	#	#	#	-0.019;0.190	#	0.253;0.946	#	0.142;0.907	0.482;0.815	#	#	#	0.130;0.786	0.131;1.102	#	0.709;1.208	0.067;0.092	#	#	000100	1.000	1.000	1	30.15	9654	5353	0.36		11	11
