-	/	0	00	04	0;	0cm	1	1-1/2	1-1/2-year	1-month	1-year	1-year-1-month	1-year-4-month	1-year-5-month	1/2	1/2/01	10	10-month	10-year	10-year-9-month	101	102	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
0	#	0	#	#	0	1	0	0	#	1	0	#	#	0	#	1	0	0	0	#	0	#	000000000000000000000000100000000000000000000	1.000	1.000	1	25.00	887	242	0.61		2	2
#	0	#	#	0	0	#	0	0	#	#	0	0	0	0	1	#	#	0	#	#	#	0	000000000100000000000000000000000000000000000	0.513	0.935	1	105.50	821	243	0.52		23	66
0	#	1	#	#	0	#	#	0	#	#	1	0	#	0	1	1	#	#	0	#	0	#	100000000000000000000000000000000000100000000	1.000	1.000	2	4.50	889	244	0.48		2	2
#	0	#	#	0	#	0	#	#	0	0	#	0	#	#	#	0	#	#	#	0	#	0	000000000000000000000001000000000000000000000	0.408	0.914	1	146.21	994	247	0.39		21	366
#	0	#	#	0	0	0	#	#	0	0	#	0	#	#	#	0	0	#	#	0	#	0	000000000000000000000001000000000000000000000	0.417	0.916	1	152.81	994	247	0.48		21	300
0	1	#	#	#	#	#	#	0	0	#	#	0	#	0	0	0	#	#	#	0	0	#	000000000000000000000000000000001000000000000	0.728	0.969	2	85.67	895	250	0.43		20	27
0	1	#	#	#	#	#	#	0	0	0	#	0	#	0	#	0	#	0	#	#	0	#	000000000000000000000000000000001000000000000	0.710	0.966	1	86.01	895	250	0.43		20	29
0	0	#	1	#	#	#	#	0	0	#	#	0	0	0	#	#	#	#	#	#	#	#	000000000000000000000000000000000000000001000	0.652	0.958	1	59.66	985	251	0.35		52	68
1	#	#	0	#	0	#	#	#	0	0	0	#	0	#	0	#	0	0	0	0	#	#	000010000000000000000000000000000000000000000	0.843	0.983	1	161.33	974	252	0.52		87	89
1	#	#	0	#	0	#	#	#	#	0	0	#	0	#	0	#	#	0	0	0	#	0	000010000000000000000000000000000000000000000	0.839	0.983	1	161.29	974	252	0.48		90	92
0	#	0	0	0	#	0	#	0	0	#	0	0	#	#	1	0	#	0	1	#	#	0	000000000100000000000000000000000000000000000	0.729	0.969	1	113.62	898	253	0.61		20	30
#	#	#	0	#	0	0	#	0	0	#	0	#	#	#	#	0	0	0	#	#	#	#	000000000100000000000000000000000000000000000	0.413	0.915	3	151.60	961	253	0.39		56	384
0	0	0	#	#	#	#	0	0	0	1	#	#	0	#	#	0	0	#	#	#	0	#	000000000000000000000000000010000000000001000	0.354	0.901	1	76.99	899	254	0.48		3	32
#	#	0	#	#	#	0	0	#	#	1	1	0	#	0	#	0	#	1	#	0	0	0	000000000000000000000000000000000000100000000	0.635	0.956	2	22.33	901	256	0.52		2	3
0	0	0	#	0	#	#	#	#	0	#	0	#	#	0	#	#	#	0	0	#	#	#	000000000000000000100000000000000000000000000	0.382	0.908	2	146.57	902	257	0.39		2	171
0	0	0	0	#	#	#	#	#	#	#	#	#	#	0	1	0	#	#	#	0	#	#	000000000000000000000000000000000000001000010	0.299	0.886	1	101.06	903	258	0.35		2	90
1	#	0	#	#	#	0	#	#	0	0	1	0	#	#	0	#	#	0	#	#	1	0	000000000000000000000000000000010000000000000	0.682	0.962	1	32.62	958	260	0.48		8	13
1	0	0	0	0	#	0	0	0	#	#	0	0	1	#	0	0	#	0	0	#	0	#	000010000000000000000000000000000000000000000	0.836	0.982	1	133.96	913	268	0.70		28	35
1	#	0	#	0	#	0	0	#	0	#	0	#	1	#	#	0	0	0	#	#	#	0	000000000000000000000000000000000010000000000	0.333	0.896	1	123.64	914	269	0.52		4	58
1	#	0	#	0	#	0	0	#	0	#	0	0	1	#	#	0	0	0	0	#	#	0	000000000000000000000000000000000010000000000	0.333	0.896	1	123.64	914	269	0.61		4	58
0	#	#	0	0	#	#	0	#	#	#	0	0	0	0	#	0	#	0	#	0	0	#	000000000000000000000000000000100000000000000	0.398	0.912	1	151.06	980	273	0.52		9	202
#	0	1	1	#	0	#	#	0	0	#	#	0	0	0	#	0	#	0	#	0	#	#	100000000000000000000000000000000000010000000	0.463	0.926	2	47.92	920	275	0.52		2	12
#	#	#	0	0	#	#	#	0	0	0	0	0	#	0	#	0	#	#	0	0	1	0	000000001000000000000000000000010000000000000	0.339	0.897	1	45.50	921	276	0.57		2	13
#	0	#	#	#	#	#	0	#	0	1	#	#	0	0	0	1	#	0	0	#	0	#	100000000000000000000000000000000000000001000	0.599	0.950	1	39.00	922	277	0.48		2	8
#	0	0	0	#	#	#	0	#	#	0	0	1	0	#	1	0	#	0	0	#	0	#	000000000000000000000000000000000000001000000	0.952	0.995	1	49.11	940	279	0.57		9	9
#	0	0	0	#	#	0	0	#	#	0	0	1	0	#	1	0	#	0	#	#	0	0	000000000000000000000000000000000000001000000	0.952	0.995	1	54.11	940	279	0.61		9	9
#	0	#	#	#	0	#	#	#	#	#	#	0	#	0	0	0	0	0	0	#	0	#	100000000000000000000000000000000000100000000	0.284	0.882	1	165.77	927	282	0.43		3	264
1	#	#	0	#	0	#	#	#	0	0	0	#	0	0	0	#	0	0	0	0	#	0	000010000000000000000000000000000000000000000	0.839	0.983	1	161.33	974	283	0.61		80	82
1	#	#	0	#	0	#	#	#	#	0	0	#	0	#	0	#	#	0	0	#	0	0	000010000000000000000000000000000000000000000	0.830	0.981	1	157.89	974	283	0.48		80	84
#	0	0	#	#	#	#	0	#	0	#	1	0	#	#	1	#	0	0	#	0	#	#	000000000000000000000000000000000000010000000	0.360	0.903	1	26.42	930	285	0.43		2	16
0	0	#	#	#	#	#	#	0	0	#	#	0	0	0	#	#	#	#	#	#	#	#	000000000000000000000000000000000000000001000	0.420	0.917	2	114.29	985	286	0.30		49	328
#	0	#	0	1	0	#	#	0	0	0	0	#	#	#	#	#	0	0	0	#	#	#	000000000000000000000000000000000000000000001	0.779	0.975	1	99.63	932	287	0.48		24	27
#	#	0	#	0	#	0	0	0	#	0	0	0	0	#	1	#	#	0	#	#	0	0	000000000000000000000000000000000001000000000	0.453	0.924	1	112.90	934	289	0.57		7	42
1	0	#	0	0	#	0	0	#	#	#	0	#	1	0	0	1	0	#	#	0	0	#	000010000000000000000000000000000000000000000	0.825	0.981	2	43.43	947	292	0.61		7	7
1	0	#	#	0	#	0	0	#	#	#	#	#	1	#	0	1	0	#	#	0	0	#	000010000000000000000000000000000000000000000	0.825	0.981	1	43.43	947	292	0.48		7	7
1	#	#	#	#	0	#	0	#	0	#	0	0	1	#	#	0	#	#	0	0	0	#	000000000000000000000000000000010000000000000	0.345	0.899	1	117.31	942	297	0.48		9	78
0	0	#	#	#	0	#	#	#	#	#	#	0	#	0	0	#	0	0	#	0	0	#	100000000000000000000000000000000000000000000	0.484	0.930	1	131.49	972	298	0.43		64	236
1	#	#	#	0	0	#	0	#	#	#	#	#	1	0	0	#	0	0	#	#	#	#	000010000000000000000001000000000000000000000	0.474	0.928	1	117.76	947	302	0.39		2	63
#	#	0	0	0	0	#	0	0	#	#	#	#	#	0	#	0	#	0	#	0	#	0	000000000000000000010000000000000000000000000	0.357	0.902	1	148.79	948	303	0.48		3	337
#	0	#	0	#	#	0	0	#	0	#	#	#	1	0	0	#	0	#	0	0	#	#	000000000000000000000000000000010000000000000	0.515	0.936	1	128.86	949	304	0.48		17	54
#	#	0	0	#	#	#	#	0	#	0	0	#	#	#	#	0	1	#	0	0	0	#	000010000000000000000000000100001000000000000	0.234	0.865	1	73.81	950	305	0.43		2	26
#	0	#	0	0	0	#	#	0	0	#	0	#	0	0	1	#	#	#	#	#	0	0	000000000000000000000000100000000000000100000	0.332	0.896	1	96.40	952	307	0.52		7	80
#	#	#	0	0	0	#	0	0	0	0	0	0	0	#	#	#	#	#	#	#	#	#	000000000000000000000000100000000000000000000	0.402	0.913	2	145.46	952	307	0.43		23	247
#	#	#	0	0	0	0	1	0	#	0	#	#	0	#	1	#	#	1	1	0	#	0	100000000000000000000000000000000001000000000	1.000	1.000	2	8.50	955	310	0.57		2	2
1	#	0	#	#	#	#	#	#	0	0	#	0	1	#	0	#	#	0	#	#	1	#	000000000000000000000000000000010000000000000	0.562	0.944	1	44.91	958	313	0.39		11	23
#	0	#	#	0	#	#	0	0	0	0	#	0	#	0	0	0	0	0	#	0	#	#	000000000000000000000100000000000000000000000	0.409	0.915	1	166.53	959	314	0.57		11	205
0	0	0	#	#	#	#	#	#	#	0	#	0	0	0	#	#	#	#	#	0	0	#	000000000100000000000000000000000000000000000	0.465	0.926	1	136.93	960	315	0.39		51	213
0	0	0	0	#	#	#	#	#	#	0	#	0	0	0	#	1	#	#	1	0	0	#	000000000100000000000000000000000000000000000	0.740	0.970	1	28.67	960	315	0.52		7	9
0	0	0	#	#	0	#	#	0	#	#	0	0	#	0	0	#	0	#	1	#	0	0	000000000100000000000000000000000000000000000	0.757	0.972	1	110.76	961	316	0.57		15	21
0	#	0	0	0	#	#	0	#	0	#	#	#	0	0	#	0	#	0	#	#	0	0	000000000000000000000000000000000000010000000	0.383	0.908	1	147.69	965	320	0.52		4	183
0	#	0	0	0	0	#	0	#	0	#	#	#	0	0	#	0	#	#	#	#	0	0	000000000000000000000000000000000000010000000	0.388	0.910	1	148.12	965	320	0.52		4	166
0	1	#	#	#	#	0	#	0	#	0	#	#	#	0	0	0	0	0	0	0	0	#	000000000000000000000000000000000000000000001	0.431	0.919	1	87.00	968	323	0.57		4	22
#	#	0	#	#	#	#	0	#	0	#	#	0	0	#	#	0	0	0	0	0	#	#	000000000000000001000000000000000000000000000	0.363	0.904	2	149.22	971	326	0.43		4	238
#	0	1	#	#	0	0	0	0	0	#	1	#	#	#	0	0	#	0	#	0	#	0	100000000000000000000000000000000000000000000	0.934	0.993	1	77.46	972	327	0.57		13	13
1	0	0	#	0	0	0	#	#	#	#	0	#	0	#	#	0	#	#	0	1	0	0	000000000000000000000000000000000010000000000	1.000	1.000	2	46.67	977	332	0.57		3	3
0	0	#	#	#	#	#	0	0	0	#	1	0	0	0	#	0	0	0	1	0	#	#	100000000100000000000000000000000000000000000	0.427	0.919	1	25.00	333	333	0.61		2	6
1	#	#	0	#	0	#	#	#	#	#	#	#	0	#	0	0	#	0	0	#	0	#	000010000000000000000000000000000000000000000	0.829	0.981	1	155.05	1000	334	0.39		76	79
1	0	0	0	0	#	0	#	0	#	0	0	#	#	#	#	#	#	0	0	#	0	0	000010000000000000000000000000000000000000000	0.918	0.992	1	162.81	974	334	0.57		77	84
0	#	#	#	0	#	#	0	#	#	#	0	0	0	0	#	#	#	0	0	0	0	#	000000000000000000000000000000100000000000000	0.404	0.913	1	152.97	980	335	0.48		11	155
0	#	#	0	0	0	#	0	#	#	#	0	0	0	0	#	#	#	0	0	0	0	#	000000000000000000000000000000100000000000000	0.416	0.916	1	158.78	980	335	0.57		11	126
#	0	0	0	0	#	0	#	#	#	0	1	#	0	#	#	0	#	#	0	#	0	0	000000000000000000000010000000000000000000010	0.338	0.897	1	71.61	984	339	0.52		3	19
0	#	#	0	#	#	0	0	#	0	0	#	0	0	#	#	#	0	#	0	0	0	#	000000000000000000000000000000000000000000010	0.426	0.918	1	149.06	984	339	0.52		16	150
0	#	#	0	#	#	0	0	#	0	#	#	0	0	#	#	#	#	#	0	0	0	#	000000000000000000000000000000000000000000010	0.421	0.917	2	147.16	984	339	0.43		17	168
0	0	#	#	0	#	0	0	0	0	1	#	0	0	#	#	#	#	1	0	0	#	#	000000000000000000000000000010000000000001000	0.572	0.946	1	26.00	985	340	0.57		2	9
0	0	#	1	#	#	#	#	#	0	#	#	0	0	0	0	#	#	#	#	#	#	#	000000000000000000000000000000000000000001000	0.730	0.969	1	75.04	985	340	0.35		36	43
0	#	#	1	#	0	#	#	0	0	#	#	0	#	0	#	#	#	#	#	#	#	0	000000000000000000000000000000000000000001000	0.647	0.957	1	63.28	985	340	0.35		35	48
#	0	0	1	#	#	#	0	0	#	#	1	0	0	0	#	#	#	#	0	#	#	#	000000000000000000000000000000000000100001000	0.615	0.952	1	55.00	876	341	0.43		8	29
#	#	0	#	#	#	0	#	#	#	#	#	#	#	#	0	0	0	#	#	#	#	#	000000000000000000000000000000000001000000000	0.357	0.902	1	146.96	987	342	0.22		6	337
#	0	#	0	#	0	#	0	#	1	#	#	0	0	0	#	1	0	#	#	0	#	#	000000000000000000000000000000000000110000000	0.551	0.942	2	13.20	988	343	0.48		2	10
0	0	#	0	0	0	0	0	#	0	0	#	#	#	1	#	0	0	0	0	#	0	0	000010000000000000000000000000000000000000000	0.635	0.956	1	73.00	991	346	0.70		2	3
#	0	0	#	0	#	0	#	#	0	0	#	0	#	#	0	0	#	#	#	0	0	0	000000000000000000000001000000000000000000000	0.424	0.918	4	156.90	994	349	0.52		18	198
0	0	#	1	#	0	1	#	#	0	0	1	0	0	#	#	0	0	#	#	#	#	0	100000000000000000000000100000000000000000000	1.000	1.000	1	24.00	995	350	0.57		2	2
#	#	#	#	#	0	#	0	0	#	0	#	#	#	0	#	#	#	1	1	0	#	0	000000000000000000000000000000000000001000000	0.712	0.967	1	40.25	998	353	0.39		3	4
1	0	0	0	#	0	0	0	0	0	0	1	0	0	0	0	#	#	0	#	#	#	0	000010000000000000000000000000000000000000000	1.000	1.000	1	107.00	1000	355	0.74		2	2
1	0	0	#	#	0	0	0	0	0	0	1	0	0	0	0	#	#	0	0	#	#	0	000010000000000000000000000000000000000000000	1.000	1.000	1	107.00	1000	355	0.74		2	2
1	#	0	0	0	#	0	#	#	0	0	#	0	#	#	#	#	1	0	#	#	1	#	000000000000000000000000000000010000000000000	0.516	0.936	1	44.85	958	356	0.48		10	25
1	1	0	#	#	#	#	#	#	0	0	#	0	1	#	0	#	#	0	#	#	1	0	000000000000000000000000000000010000000000000	0.532	0.939	1	38.12	958	356	0.48		4	8
#	0	#	#	#	#	0	#	0	#	0	#	0	0	0	#	#	0	0	#	0	0	0	100000000000000000000000000000000000100000000	0.288	0.883	1	147.09	927	359	0.52		2	247
0	#	0	0	#	#	#	#	#	#	#	0	#	0	0	0	0	0	0	#	0	#	#	000000000100000000000000000000000000001000000	0.297	0.886	1	165.85	608	360	0.48		2	112
#	#	#	0	#	0	0	#	0	0	#	0	#	#	0	#	0	0	0	#	#	#	#	000000000100000000000000000000000000000000000	0.418	0.916	1	153.49	961	360	0.43		50	318
#	#	#	0	#	0	0	#	0	#	#	0	#	#	#	#	0	0	0	#	#	#	#	000000000100000000000000000000000000000000000	0.416	0.916	1	151.60	961	360	0.35		50	326
1	1	#	#	0	#	0	0	0	#	0	#	0	#	1	#	#	#	#	#	0	0	0	000010000000000000000000000000000000000000000	0.565	0.944	1	23.75	871	362	0.52		3	4
#	#	0	#	1	#	0	0	#	#	0	#	0	#	#	0	#	#	#	#	0	#	0	000010000000000000000000000000000000000000000	0.473	0.928	1	97.65	804	363	0.39		15	32
#	#	#	0	#	#	0	0	0	#	#	#	0	#	#	0	0	0	#	0	#	#	0	000000000000000000000000000000000000000100000	0.352	0.901	1	152.97	752	364	0.43		1	263
#	#	#	0	#	#	0	#	0	#	#	0	#	#	#	#	0	0	0	#	#	#	#	000000000100000000000000000000000000000000000	0.414	0.916	1	151.57	961	367	0.30		50	334
0	0	#	#	#	1	0	0	0	#	0	0	#	#	#	1	0	#	1	0	#	0	#	000000000000000000000000000000000100000000010	1.000	1.000	1	18.00	369	369	0.57		1	1
#	#	0	0	0	0	#	#	#	0	#	#	0	#	#	#	#	#	0	#	0	#	0	010000000000000000000000000000000000000000000	0.365	0.904	2	146.36	882	372	0.39		5	387
0	#	#	#	0	#	#	0	#	#	0	#	#	0	#	#	0	0	#	0	#	#	0	000000000000001000000000000000000000000000000	0.383	0.908	1	131.31	860	374	0.39		4	170
#	#	#	#	0	0	1	0	0	0	0	0	#	#	#	#	0	#	#	#	#	#	#	000000000000000000000000100000000000000000000	0.861	0.985	1	70.38	952	375	0.39		20	21
1	#	0	#	0	0	0	0	0	#	#	#	#	#	#	0	0	#	0	0	0	0	#	000000000000000000000000000000001000000000000	0.446	0.922	1	143.77	950	378	0.57		37	129
1	0	0	#	#	#	#	#	#	0	#	#	#	1	0	0	#	1	0	0	0	#	0	000010000000000000000000000000000000000000000	0.526	0.938	1	59.72	708	380	0.52		6	15
#	#	0	1	#	#	#	#	0	0	1	1	0	#	0	0	0	#	#	0	#	#	0	000000000000100000000000000000000000010000000	0.255	0.872	1	57.38	382	382	0.52		1	8
0	#	#	0	0	#	0	0	#	0	#	#	0	0	#	#	#	#	#	0	0	0	#	000000000000000000000000000000000000000000010	0.424	0.918	1	146.68	984	383	0.48		14	140
0	0	0	1	0	#	#	0	0	0	#	0	0	0	0	#	1	0	1	0	#	0	#	000000000001000000000000000000000000000001000	0.635	0.956	1	16.50	384	384	0.74		1	2
1	0	#	0	1	0	#	#	0	0	0	0	0	#	0	0	#	0	0	0	#	#	#	000010000000000000000000000000000000000000001	1.000	1.000	1	55.40	694	385	0.65		5	5
1	#	#	0	#	0	#	0	0	0	#	0	#	0	#	0	#	0	#	0	0	#	0	000010000000000000000000000000000000000000000	0.841	0.983	1	162.11	974	385	0.57		68	70
0	0	#	#	0	#	#	0	1	#	#	#	0	#	#	#	0	0	0	0	#	#	0	000000000000000000000001000000000000000000000	0.724	0.968	1	105.93	994	386	0.48		19	28
#	0	#	#	0	#	#	0	0	0	0	#	0	#	0	0	0	0	#	0	0	#	#	000000000000000000000100000000000000000000000	0.410	0.915	2	177.79	959	387	0.57		9	163
1	0	0	#	#	0	0	0	0	#	#	#	0	#	#	0	#	1	0	0	0	1	#	000000000010000000000000000000000000000000000	0.406	0.914	1	44.05	780	390	0.61		2	16
#	#	0	#	#	0	0	0	#	0	0	#	#	1	0	0	#	0	0	0	0	#	#	000000000000000000000000000000010000000000000	0.387	0.910	1	124.23	949	394	0.57		14	84
0	0	#	1	0	#	#	#	0	1	#	0	0	#	#	0	0	0	#	0	#	#	#	000000000000000000000000000000000000100001000	1.000	1.000	2	23.00	578	395	0.52		2	2
#	0	1	#	#	0	0	#	0	0	#	#	#	#	0	0	0	0	0	#	0	#	0	100000000000000000000000000000000000000000000	0.885	0.988	1	106.56	972	396	0.57		39	44
0	#	#	0	0	#	#	#	0	0	1	#	#	#	#	0	#	#	0	0	#	#	#	100000000000000000000000000000000000000000000	0.519	0.937	1	66.41	741	399	0.39		8	21
0	0	#	0	#	#	0	#	#	0	0	0	0	0	#	#	#	0	#	#	#	0	0	000000000100000000000000000000001000000000000	0.310	0.890	1	146.32	400	400	0.52		1	157
0	0	0	0	#	0	0	#	#	0	0	#	0	0	0	#	#	#	0	#	0	0	#	000000000100000000000000000000000000000000000	0.539	0.940	1	163.19	960	400	0.61		41	123
0	#	0	0	0	#	#	#	#	#	#	0	0	#	#	1	0	0	#	1	#	#	#	000000000100000000000000000000000000000000000	0.758	0.973	1	115.25	898	400	0.43		18	26
#	#	0	#	#	0	0	#	0	#	#	#	0	#	0	#	0	1	0	0	#	0	0	000000000000000000000000000000010000000000000	0.618	0.953	1	76.87	864	402	0.52		10	17
0	0	#	0	#	0	0	#	0	#	#	#	0	#	#	1	0	0	0	#	0	#	0	000000000000000001000000000000000000000000000	0.389	0.910	1	115.93	408	408	0.57		1	39
0	1	#	#	#	#	#	#	#	0	0	1	#	1	1	#	0	#	#	#	0	#	0	000000000000000000000000000000001000000000000	1.000	1.000	1	21.00	739	409	0.43		1	1
0	1	#	0	#	#	#	#	#	0	#	1	#	#	1	#	0	#	#	#	0	#	0	000000000000000000000000000000001000000000000	1.000	1.000	1	21.00	739	409	0.39		1	1
0	#	#	0	0	0	0	1	#	#	#	1	#	0	#	0	#	#	#	#	#	#	#	000000000100000000000000000000000000000000000	0.543	0.941	1	30.67	881	411	0.39		2	3
#	#	0	0	#	0	0	#	#	0	0	0	0	#	1	0	0	1	0	#	#	1	0	000010000000000000000000000000000000000000000	0.599	0.950	1	36.88	849	414	0.65		4	8
#	0	0	0	#	0	#	#	#	0	0	0	0	0	1	0	0	1	0	#	#	1	0	000010000000000000000000000000000000000000000	0.054	0.941	1	14.67	414	414	0.70		0	0
0	0	0	#	0	0	#	0	#	0	0	#	#	#	0	#	0	#	0	1	0	1	#	000000000000000000000000000000001000000000000	0.635	0.956	1	27.50	415	415	0.61		1	2
0	#	#	0	0	#	#	0	#	0	#	#	0	0	0	#	0	#	0	#	0	0	#	000000000000000000000000000000100000000000000	0.391	0.910	1	138.20	980	416	0.52		7	197
#	#	0	0	#	#	#	#	0	#	#	0	0	#	0	#	#	#	#	#	0	0	#	000000000000000000000000000000100000000000000	0.367	0.905	1	147.05	980	416	0.35		11	299
1	0	0	0	0	#	0	#	0	#	#	0	#	1	#	0	0	0	0	0	#	0	#	000010000000000000000000000000000000000000000	0.922	0.992	1	136.64	913	418	0.65		20	22
#	0	0	0	0	#	0	#	0	#	#	0	#	#	#	0	0	#	0	0	#	0	#	000010000000000000000000000000000000000000000	0.615	0.952	1	174.27	991	418	0.52		62	130
#	0	0	#	#	0	0	0	0	0	#	#	#	0	#	#	#	0	0	#	#	#	0	000000000000000000000000000000000000001000000	0.425	0.918	1	147.98	940	419	0.48		19	180
0	0	#	#	#	0	#	#	0	0	1	#	0	0	0	#	#	#	#	#	#	#	#	000000000000000000000000000000000000000001000	0.504	0.934	1	64.42	985	422	0.39		23	51
#	#	#	0	0	0	1	0	0	0	0	0	0	#	#	1	#	0	#	#	#	#	#	000000000000000000000000100000000000000000000	0.883	0.988	1	72.23	952	426	0.52		18	18
0	0	#	#	#	0	#	0	#	#	#	#	0	#	0	#	1	0	0	#	0	#	#	100000000000000000000000000000000000000000000	0.421	0.917	1	51.72	966	428	0.43		8	37
#	0	0	0	1	0	#	#	#	0	#	#	#	#	#	#	0	0	#	0	#	0	0	000010000000000000000000000000000000000000001	0.635	0.956	1	106.26	793	429	0.48		4	16
#	#	#	0	1	0	#	#	0	0	0	0	0	#	#	0	#	0	0	0	0	#	#	000000000000000000000000000000000000000000001	0.766	0.974	1	102.07	968	429	0.57		21	22
#	0	0	#	#	#	0	#	#	0	0	#	0	#	#	0	0	#	#	#	0	0	0	000000000000000000000001000000000000000000000	0.415	0.916	1	155.37	994	431	0.48		16	189
#	0	0	#	0	#	0	#	#	0	0	#	0	#	0	0	0	#	#	#	0	0	0	000000000000000000000001000000000000000000000	0.429	0.919	1	159.63	994	431	0.57		16	161
0	#	#	0	#	0	0	#	#	#	#	#	0	#	1	#	0	#	#	0	0	0	#	000000000000000000000000000000001000000000000	0.478	0.929	1	53.60	819	435	0.43		3	10
1	#	#	#	#	0	0	#	0	#	#	#	#	#	#	0	0	#	0	0	0	0	#	000000000000000000000000000000001000000000000	0.431	0.919	1	143.58	950	436	0.43		35	120
1	1	0	#	0	0	0	#	0	#	#	#	#	#	#	0	0	#	0	0	0	0	#	000000000000000000000000000000001000000000000	0.541	0.940	1	113.59	950	436	0.57		33	44
1	0	0	#	0	0	0	0	#	#	#	0	#	0	#	0	0	#	#	0	1	0	0	000000000000000000000000000000000010000000000	1.000	1.000	1	88.00	977	440	0.65		1	1
1	0	0	#	0	0	0	#	#	#	#	#	#	0	#	#	0	#	#	0	1	0	0	000000000000000000000000000000000010000000000	1.000	1.000	1	88.00	977	440	0.52		1	1
#	0	1	1	0	0	#	0	#	0	#	#	0	0	#	0	1	0	#	0	0	#	#	100000000000000000000000000000000000000001000	0.696	0.964	1	41.60	922	441	0.61		2	5
#	#	#	0	#	0	0	#	0	0	0	0	#	#	0	1	#	#	0	#	0	#	#	000000000000100000000000000000000001000000000	0.276	0.879	1	106.01	443	443	0.48		1	50
#	#	#	#	#	#	#	0	#	0	0	0	0	0	0	#	#	#	0	#	0	0	0	000000000000000000000000000000000001000000000	0.387	0.909	1	152.68	934	443	0.48		10	233
0	1	#	#	#	#	#	#	0	0	0	0	0	#	0	0	0	#	0	#	#	0	#	000000000000000000000000000000001000000000000	0.789	0.977	1	91.10	895	446	0.52		16	19
#	#	#	#	#	0	#	#	#	0	#	0	#	0	0	#	0	0	0	0	0	0	0	000000000000000000000001000000001000000000000	0.270	0.877	1	161.58	447	447	0.52		1	194
#	#	#	#	1	0	0	0	#	#	#	#	0	#	0	#	#	#	0	0	0	0	#	000000000000000000000000000000001000000000001	0.565	0.944	1	100.91	804	450	0.43		4	20
0	#	0	0	#	#	0	0	#	0	#	#	0	0	#	#	#	#	#	0	0	0	#	000000000000000000000000000000000000000000010	0.432	0.919	1	155.64	984	451	0.48		12	96
0	#	#	#	0	#	0	0	#	0	#	#	0	0	#	#	#	0	#	0	0	0	#	000000000000000000000000000000000000000000010	0.401	0.913	1	127.79	984	451	0.48		13	166
1	0	0	#	1	#	#	0	0	#	#	#	0	#	1	0	#	#	#	#	0	#	0	000010000000000000000000000000000000000000001	0.740	0.970	1	28.00	793	454	0.48		2	3
#	0	#	#	0	#	#	0	0	#	0	#	0	#	0	0	0	0	0	0	0	#	#	000000000000000000000100000000000000000000000	0.404	0.913	2	175.63	959	455	0.57		7	144
#	0	#	#	0	#	#	0	0	0	0	#	0	#	0	#	0	0	#	0	0	#	#	000000000000000000000100000000000000000000000	0.396	0.912	1	153.41	959	455	0.52		7	173
0	#	#	0	#	#	0	#	0	#	#	1	0	#	#	#	#	#	#	#	0	#	0	000000000000000000000000000000000000110000000	0.279	0.880	1	50.64	988	456	0.35		2	49
1	0	0	0	0	#	0	0	0	#	0	0	#	#	#	#	#	#	0	0	#	0	0	000010000000000000000000000000000000000000000	0.925	0.992	1	162.82	974	457	0.61		64	69
#	#	#	#	0	#	#	#	#	0	1	#	#	0	0	1	#	0	#	0	0	0	0	000000000000000000000000000000000001000000000	0.349	0.900	1	32.38	459	459	0.48		1	8
#	#	0	0	0	#	0	#	1	0	0	1	#	#	0	0	0	0	#	0	0	0	0	000000000000000000000000000000001000000000000	0.427	0.919	1	69.67	461	461	0.70		1	6
#	#	#	#	0	#	#	#	#	0	#	#	#	0	0	0	0	0	#	#	0	0	#	000000000000000000000000000000000001000000000	0.378	0.907	1	142.52	987	463	0.39		6	218
#	#	#	#	#	#	#	0	#	#	#	0	0	#	#	0	#	#	0	#	#	#	0	000000000000000000000000000000000001000000000	0.355	0.902	1	151.53	933	463	0.26		4	297
#	#	0	#	#	0	0	#	0	0	#	#	0	#	0	#	0	1	0	0	#	#	0	000000000000000000000000000000010000000000000	0.608	0.952	2	72.77	958	464	0.52		20	33
#	0	0	#	#	0	0	#	0	#	#	#	0	#	0	#	0	1	0	#	#	0	0	000000000000000000000000000000010000000000000	0.665	0.960	1	82.20	864	464	0.52		6	10
#	#	#	0	0	#	0	0	#	0	#	#	#	0	0	#	#	#	#	#	0	#	#	100000000000000000000000000000000000000000000	0.447	0.923	1	136.57	972	467	0.35		50	267
#	#	#	0	0	0	0	0	0	0	#	0	#	#	0	0	0	#	#	0	#	#	#	000100000000000000000000000000001010000000000	0.172	0.839	1	160.15	473	473	0.52		1	191
#	#	#	0	#	0	0	0	0	0	1	#	0	0	0	#	0	#	#	1	#	#	#	000000000100000000000000000000000000000000000	0.635	0.956	1	46.50	961	474	0.52		3	4
#	#	#	0	#	0	0	#	0	0	#	0	#	#	#	0	0	0	0	#	#	#	#	000000000100000000000000000000000000000000000	0.381	0.908	1	152.16	961	475	0.43		16	218
#	#	#	0	0	#	0	0	0	1	1	#	#	#	#	#	#	#	0	0	0	#	1	000000000000000000000000000000000000100000000	1.000	1.000	1	13.00	688	480	0.48		2	2
1	0	0	0	0	0	0	#	0	#	0	0	#	#	#	#	#	#	0	0	#	0	0	000010000000000000000000000000000000000000000	0.921	0.992	2	162.84	974	481	0.61		60	65
1	0	#	0	0	#	0	0	0	#	0	0	#	#	#	#	#	0	0	0	#	#	0	000010000000000000000000000000000000000000000	0.943	0.994	1	164.49	974	481	0.57		58	61
