Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
-0.149;0.291	-0.132;0.188	-0.108;0.162	-0.225;0.225	-0.132;0.158	0.570;0.910	#	0.438;0.485	0.652;1.082	#	-0.090;0.170	0.763;1.067	#	-0.209;0.241	0.575;0.925	0.521;1.015	0.810;1.097	010000	0.100	1.000	1	5.67	3435	3435	0.82		0	0
0.703;1.063	0.100;0.510	0.483;0.963	0.431;0.921	0.259;0.609	0.109;0.429	0.213;0.663	-0.141;0.279	#	0.093;0.373	0.386;0.766	0.379;0.644	0.453;0.544	0.585;0.835	0.203;0.473	-0.077;0.417	#	001000	0.100	1.000	1	2.67	3455	3455	0.88		0	0
0.107;0.233	0.215;0.495	0.286;0.736	0.033;0.405	-0.050;0.400	#	#	0.377;0.827	0.442;0.772	0.347;0.617	-0.067;0.313	0.124;0.389	-0.034;0.236	0.351;0.671	-0.114;0.531	0.272;0.737	0.247;0.713	000100	0.100	1.000	1	4.00	3578	3578	0.88		0	0
0.820;1.180	0.505;0.805	#	0.521;0.771	0.835;1.165	0.564;0.964	0.765;1.235	-0.072;0.348	0.745;1.135	0.559;0.849	0.755;1.245	0.684;0.939	0.313;0.803	0.242;0.702	0.394;0.429	0.161;0.586	0.670;1.007	010000	0.100	1.000	1	1.00	3612	3612	0.94		0	0
0.274;0.624	0.291;0.561	0.297;0.707	0.120;0.440	0.006;0.506	-0.024;0.296	0.005;0.415	0.316;0.626	0.236;0.526	-0.010;0.179	0.330;0.610	0.280;0.643	-0.093;0.237	-0.052;0.248	0.561;0.861	#	0.032;0.498	000100	0.100	1.000	1	9.33	3636	3636	0.94		0	0
0.696;0.966	0.596;1.036	0.576;1.066	0.562;0.832	0.492;0.952	0.338;0.678	0.517;0.558	0.370;0.740	0.103;0.353	0.080;0.450	0.720;1.090	0.299;0.642	#	0.395;0.655	0.359;0.659	0.556;1.333	0.260;0.647	000001	0.100	1.000	1	5.33	3641	3641	0.94		0	0
#	0.423;0.552	0.301;0.601	0.418;0.888	0.588;0.838	0.508;0.858	0.462;0.942	0.345;0.674	0.536;0.896	0.493;0.943	0.430;0.880	0.352;0.410	0.417;0.667	#	#	0.340;0.656	0.349;0.597	000001	0.100	1.000	1	3.33	3658	3658	0.82		0	0
0.231;0.521	-0.217;0.283	0.656;0.936	0.520;1.020	0.011;0.401	0.457;0.917	#	0.761;1.061	0.016;0.416	0.358;0.858	-0.167;0.173	0.451;0.746	-0.038;0.402	0.005;0.285	0.267;0.547	0.739;1.204	0.404;0.659	100001	1.000	1.000	1	62.29	49627	3666	0.94		27	27
-0.024;0.476	0.011;0.491	-0.000;0.290	-0.042;0.288	-0.106;0.354	0.378;0.658	-0.095;0.325	0.219;0.579	0.274;0.724	0.430;0.700	-0.094;0.336	0.367;0.632	0.330;0.780	0.067;0.387	0.263;0.583	0.257;0.742	0.685;0.753	000100	0.024	0.867	1	19.80	3672	3672	1.00		0	0
0.064;0.514	-0.134;0.196	#	0.800;1.200	0.775;1.225	0.765;1.235	0.149;0.579	0.675;0.985	-0.122;0.258	0.765;1.235	0.414;0.844	0.007;0.439	-0.231;0.239	0.512;0.832	-0.210;0.210	0.905;0.915	0.202;0.569	010000	0.100	1.000	1	4.67	3676	3676	0.94		0	0
0.201;0.224	0.361;0.661	0.377;0.747	0.344;0.844	0.426;0.876	0.046;0.316	0.464;0.894	0.056;0.416	0.048;0.518	0.198;0.508	#	#	0.079;0.549	0.043;0.383	#	0.192;0.489	0.138;0.634	000001	0.024	0.867	1	5.00	3685	3685	0.82		0	0
0.153;0.533	0.538;0.988	0.075;0.515	-0.070;0.111	0.335;0.605	#	0.216;0.768	0.200;0.450	0.098;0.348	0.024;0.274	0.275;0.765	0.260;0.614	0.240;0.730	-0.134;0.366	#	0.252;0.747	0.244;0.680	000010	0.100	1.000	1	8.33	3704	3704	0.88		0	0
0.209;0.414	-0.140;0.350	0.439;0.759	0.144;0.544	0.149;0.519	0.434;0.714	#	-0.087;0.323	0.677;0.927	0.733;0.993	#	0.157;0.520	-0.075;0.315	0.342;0.632	0.326;0.706	-0.141;0.196	0.378;0.705	000001	0.100	1.000	1	5.33	3705	3705	0.88		0	0
0.535;0.805	0.274;0.644	0.416;0.796	0.205;0.495	0.283;0.643	-0.112;0.622	0.518;0.768	#	0.372;0.622	0.337;0.637	0.424;0.704	0.406;0.494	#	0.356;0.816	0.080;0.390	0.078;0.464	-0.113;0.235	000100	0.100	1.000	1	4.00	3713	3713	0.88		0	0
0.546;0.866	0.089;0.409	0.791;1.171	0.706;1.066	0.704;1.084	-0.066;0.194	0.207;0.697	0.645;1.065	0.525;1.005	0.463;0.943	0.495;0.915	0.441;0.634	-0.130;0.230	-0.218;0.282	0.003;0.433	0.285;0.750	0.336;0.802	000001	0.100	1.000	1	3.33	3734	3734	1.00		0	0
0.546;0.866	0.089;0.409	0.791;1.171	0.706;0.731	0.704;1.084	-0.066;0.194	0.207;0.697	0.645;1.065	0.525;1.005	0.463;0.943	0.495;0.915	0.147;0.441	-0.130;0.524	-0.218;0.282	0.003;0.433	0.285;0.750	0.336;0.802	000001	0.100	1.000	1	3.33	3734	3734	1.00		0	0
0.726;0.844	0.062;0.402	0.357;0.847	0.335;0.775	-0.120;0.140	0.169;0.559	0.149;0.539	0.366;0.756	0.447;0.807	0.166;0.606	0.060;0.470	0.210;0.662	-0.204;0.256	-0.131;0.259	0.199;0.469	0.157;0.652	0.245;0.681	000001	0.100	1.000	1	9.33	3742	3742	1.00		0	0
0.092;0.412	-0.134;0.156	0.310;0.740	0.427;0.737	0.444;0.854	0.259;0.719	-0.213;0.247	0.711;1.131	-0.117;0.173	0.284;0.704	-0.214;-0.197	0.396;0.888	#	-0.108;0.352	0.702;0.962	#	0.248;0.724	100000	0.100	1.000	1	8.67	3815	3815	0.88		0	0
0.307;0.597	0.008;0.288	0.119;0.499	-0.028;0.442	#	0.218;0.508	#	#	0.618;1.301	0.405;0.825	0.024;0.274	0.557;0.930	0.713;0.809	#	0.550;0.900	0.318;0.744	0.643;1.040	000001	0.100	1.000	1	4.33	3827	3827	0.76		0	0
#	#	0.183;0.673	0.693;1.013	0.236;0.267	0.154;0.404	0.239;0.509	0.351;0.721	0.805;1.195	0.130;0.580	0.167;0.527	-0.103;0.240	0.129;0.499	0.378;0.688	-0.025;0.355	0.212;0.539	0.266;0.584	100000	0.100	1.000	1	4.00	3834	3834	0.88		0	0
-0.159;0.221	-0.211;0.219	-0.099;0.151	-0.164;0.030	-0.135;0.225	#	-0.117;0.133	#	0.281;0.341	0.282;0.622	-0.633;0.247	0.449;0.852	#	0.555;0.815	0.404;0.784	0.392;0.709	0.511;0.799	000001	0.100	1.000	1	21.67	3842	3842	0.82		0	0
-0.097;0.233	-0.203;0.287	0.206;0.526	0.395;0.665	#	#	-0.136;0.433	0.740;1.050	#	0.830;1.170	0.351;0.761	#	0.103;0.603	0.679;0.949	0.159;0.177	0.760;1.018	0.163;0.441	000010	0.100	1.000	1	5.33	3845	3845	0.76		0	0
0.835;1.165	0.209;0.479	0.663;1.113	0.796;1.056	0.596;1.056	0.431;0.771	0.705;1.035	-0.102;0.178	0.436;0.686	0.620;1.020	0.448;0.808	#	0.493;0.893	0.268;0.648	0.273;0.673	#	0.143;0.491	010000	1.000	1.000	1	44.84	49814	3853	0.88		27	27
#	0.790;1.210	0.775;1.225	0.870;1.130	0.820;1.180	-0.141;0.179	0.755;1.245	0.158;0.528	-0.020;0.350	-0.160;0.549	0.805;1.195	0.391;0.872	0.173;0.613	0.373;0.693	0.450;0.700	0.281;0.588	0.410;0.866	010000	1.000	1.000	1	47.77	49845	3884	0.94		27	27
0.795;1.205	0.300;0.560	0.860;1.140	-0.221;0.229	-0.204;0.062	-0.210;0.220	-0.202;0.228	0.384;0.834	-0.105;0.255	#	-0.246;0.254	0.065;0.497	-0.104;0.156	-0.104;0.336	#	0.591;1.036	0.709;0.987	100000	1.000	1.000	1	55.65	49856	3895	0.88		27	27
0.683;1.173	0.144;0.394	0.819;1.069	0.666;0.801	0.760;1.240	0.803;1.093	0.751;1.133	0.634;0.934	0.637;1.067	0.641;0.971	0.870;1.130	0.271;0.743	-0.031;0.350	0.578;0.868	0.379;0.669	0.279;0.675	0.333;0.720	000001	0.100	1.000	1	2.67	3942	3942	1.00		0	0
-0.228;0.232	0.231;0.541	-0.170;0.230	-0.151;0.299	-0.059;0.291	#	0.193;0.573	0.321;0.751	-0.169;0.171	0.084;0.150	0.178;0.428	0.809;1.094	0.166;0.456	#	0.737;1.157	0.504;0.989	0.688;1.164	000010	0.100	1.000	1	9.67	3951	3951	0.88		0	0
0.082;0.522	0.646;1.026	0.044;0.464	0.005;0.485	0.430;0.790	0.389;0.429	0.700;1.000	0.180;0.470	0.269;0.599	0.188;0.508	0.489;0.989	0.196;0.648	0.290;0.760	0.419;0.769	0.315;0.615	0.203;0.500	0.315;0.742	000001	0.100	1.000	1	3.33	3954	3954	1.00		0	0
#	-0.037;0.413	0.335;0.755	#	-0.090;-0.073	#	0.028;0.383	#	0.126;0.556	#	-0.172;0.288	0.049;0.471	#	#	#	#	0.049;0.164	000010	0.100	1.000	1	25.00	3964	3964	0.47		0	0
0.363;0.477	0.321;0.771	0.257;0.527	0.186;0.666	0.246;0.516	#	#	0.530;0.810	0.638;0.928	0.203;0.463	0.093;0.353	0.458;0.812	0.020;0.450	0.661;0.931	0.339;0.819	0.616;0.923	0.517;0.785	100000	0.100	1.000	1	10.00	4012	4012	0.88		0	0
0.548;0.918	0.645;1.015	0.513;1.013	0.234;0.634	0.489;0.819	0.061;0.381	0.304;0.694	0.269;0.365	0.099;0.369	0.265;0.615	#	0.191;0.623	0.080;0.530	-0.041;0.369	0.127;0.437	0.461;0.946	0.577;0.915	000010	0.100	1.000	1	8.00	4017	4017	0.94		0	0
0.346;0.716	0.411;0.821	0.200;0.560	0.288;0.558	0.021;0.371	0.384;0.714	0.416;0.826	0.226;0.596	0.416;0.425	0.128;0.408	#	0.315;0.737	0.172;0.612	0.490;0.930	0.294;0.614	#	0.355;0.643	000001	0.100	1.000	1	6.67	4034	4034	0.88		0	0
0.262;0.762	0.057;0.387	#	0.254;0.554	0.795;1.205	0.870;1.130	-0.011;0.249	0.537;1.027	-0.628;0.338	0.687;0.957	-0.197;0.223	#	0.048;0.418	-0.124;0.166	0.265;0.615	0.637;1.082	-0.114;0.194	100000	1.000	1.000	1	44.95	48342	4065	0.88		18	18
-0.189;0.221	-0.148;0.252	-0.011;0.369	0.413;0.753	0.287;0.607	0.352;0.752	-0.129;0.241	0.348;0.638	0.840;1.160	0.840;1.160	0.291;0.370	-0.172;0.172	-0.023;0.337	0.511;0.961	-0.215;0.215	0.298;0.743	#	000001	0.100	1.000	1	7.33	4090	4090	0.94		0	0
-0.189;0.221	-0.148;0.252	-0.011;0.369	0.413;0.753	0.287;0.607	0.352;0.752	-0.129;0.241	0.348;0.638	0.840;1.368	0.840;1.160	-0.059;0.291	-0.172;0.172	-0.023;0.337	0.511;0.961	-0.215;0.215	0.298;0.743	0.050;0.327	000001	1.000	1.000	1	44.97	48367	4090	1.00		18	18
0.507;0.817	#	0.296;0.626	0.692;0.705	0.166;0.606	0.374;0.644	0.540;0.950	0.045;0.405	0.385;0.675	0.418;0.668	0.174;0.664	0.203;0.567	-0.025;0.405	0.164;0.614	0.208;0.468	0.204;0.659	0.215;0.582	000001	0.100	1.000	1	5.00	4101	4101	0.94		0	0
-0.036;0.354	0.647;0.967	0.098;0.388	0.241;0.641	0.644;0.894	0.638;0.888	0.558;1.058	0.057;0.547	0.471;0.961	0.810;1.190	0.673;1.163	0.351;0.616	0.553;0.973	0.440;0.910	0.242;0.612	0.494;0.644	0.157;0.564	000010	0.100	1.000	1	2.67	4128	4128	1.00		0	0
0.216;0.353	-0.058;0.312	#	0.346;0.636	0.036;0.526	0.270;0.520	-0.026;0.404	0.612;1.082	#	#	0.256;0.566	0.552;0.975	0.285;0.625	-0.123;0.147	0.489;0.979	#	0.566;0.924	100000	0.100	1.000	1	9.67	4155	4155	0.76		0	0
#	0.875;1.125	0.845;1.155	0.790;1.210	0.830;1.170	#	#	0.229;0.569	-0.221;0.269	-0.156;0.164	0.800;1.200	0.367;0.849	0.187;0.547	-0.117;0.363	0.445;0.765	0.271;0.746	0.348;0.715	010000	1.000	1.000	1	47.02	48457	4180	0.82		27	27
0.243;0.643	0.651;0.798	0.437;0.867	#	0.600;0.880	0.830;1.170	-0.149;0.151	-0.121;0.309	0.338;0.768	0.816;1.096	-0.052;0.388	0.021;0.492	0.051;0.541	0.129;0.499	-0.121;0.249	-0.158;0.158	#	000001	0.100	1.000	1	3.00	4188	4188	0.88		0	0
0.212;0.682	0.053;0.513	0.046;0.396	0.088;0.518	0.566;0.976	-0.125;0.305	0.709;1.099	0.675;1.145	0.012;0.151	0.340;0.640	0.718;1.018	0.272;0.557	-0.052;0.198	#	0.389;0.729	0.514;0.920	0.270;0.608	000001	0.100	1.000	1	13.33	4249	4249	0.94		0	0
0.086;0.273	-0.176;0.204	#	0.750;1.250	0.800;1.200	-0.062;0.198	0.373;0.753	-0.185;0.185	0.513;0.637	0.307;0.797	0.825;1.175	-0.059;0.334	0.825;1.175	0.661;0.951	-0.180;0.280	-0.109;0.297	0.268;0.665	010000	0.100	1.000	1	4.00	4284	4284	0.94		0	0
0.343;0.713	0.141;0.591	-0.035;0.092	0.838;1.158	0.583;0.983	#	0.196;0.656	0.501;0.981	0.102;0.562	0.106;0.486	0.154;0.654	0.531;0.953	0.301;0.731	0.347;0.757	0.412;0.872	#	0.227;0.505	000001	0.100	1.000	1	8.33	4307	4307	0.88		0	0
0.139;0.499	-0.035;0.275	0.542;0.792	0.386;0.816	0.158;0.428	0.502;1.002	0.036;0.476	-0.033;0.317	#	0.626;1.473	0.144;0.574	0.121;0.583	-0.018;0.402	0.611;0.951	0.164;0.554	#	0.140;0.546	000001	1.000	1.000	1	85.81	48604	4327	0.88		27	27
0.705;1.075	-0.150;0.250	0.855;1.145	0.860;1.140	0.546;0.806	0.825;1.175	0.734;1.054	-0.021;0.249	0.598;0.868	#	-0.164;0.434	#	0.798;1.088	0.137;0.557	0.112;0.532	#	0.324;0.651	010000	1.000	1.000	1	46.65	48624	4347	0.82		27	27
0.374;0.824	0.279;0.639	-0.049;0.351	-0.001;0.329	0.060;0.330	0.052;0.452	#	0.173;0.433	0.261;0.531	-0.101;0.096	0.238;0.538	0.620;0.866	0.182;0.552	0.110;0.450	0.366;0.746	0.116;0.511	0.501;0.937	001010	0.100	1.000	1	14.33	4353	4353	0.94		0	0
-0.195;0.265	0.135;0.535	-0.042;0.258	-0.158;0.302	#	0.157;0.537	0.335;0.785	0.106;0.396	0.076;0.516	0.219;0.686	0.385;0.865	0.546;0.821	0.056;0.556	0.103;0.443	0.517;0.887	0.541;0.542	0.454;0.940	000001	0.100	1.000	1	19.00	4358	4358	0.94		0	0
#	0.257;0.687	0.791;1.051	0.712;0.962	0.530;0.890	0.516;0.916	#	0.784;0.829	0.595;1.045	0.583;0.983	-0.204;0.256	#	#	0.266;0.696	0.594;0.954	0.598;1.014	0.353;0.799	000010	0.100	1.000	1	3.33	4361	4361	0.76		0	0
0.288;0.678	0.328;0.618	0.204;0.604	#	0.107;0.497	-0.009;0.331	0.467;0.827	0.325;0.805	0.293;0.573	0.111;0.431	0.353;0.733	0.182;0.457	0.233;0.533	0.404;0.854	0.352;0.483	0.418;0.724	#	000001	0.100	1.000	1	5.33	4403	4403	0.88		0	0
0.855;1.145	0.407;0.697	0.695;1.025	#	0.763;1.213	0.608;0.715	0.483;0.923	0.378;0.818	0.378;0.848	0.209;0.619	0.696;1.116	0.244;0.607	0.117;0.617	0.199;0.549	0.199;0.509	0.415;0.683	0.311;0.757	000001	0.100	1.000	1	4.67	4438	4438	0.94		0	0
0.174;0.574	-0.219;0.271	0.081;0.381	0.094;0.504	#	0.652;1.132	0.422;0.626	-0.174;0.306	0.787;1.097	0.823;1.113	0.315;1.100	0.495;0.751	0.502;0.872	-0.079;0.231	0.187;0.637	0.031;0.456	0.295;0.762	000001	0.100	1.000	1	7.33	4513	4513	0.94		0	0
0.174;0.574	-0.219;0.271	0.081;0.381	0.094;0.504	#	0.652;1.132	0.206;0.626	-0.174;0.306	0.787;1.097	0.823;1.113	0.315;0.695	0.495;0.751	0.502;0.872	-0.079;0.231	0.438;0.637	0.031;0.456	0.295;0.762	000001	0.100	1.000	1	7.33	4513	4513	0.94		0	0
0.158;0.418	0.596;1.026	0.501;0.811	0.611;0.981	0.825;1.186	0.112;0.542	0.830;1.170	0.084;0.304	-0.032;0.378	0.129;0.519	0.785;1.215	0.144;0.438	0.655;0.915	-0.099;0.251	#	0.162;0.637	0.232;0.629	010000	0.100	1.000	1	7.67	4521	4521	0.94		0	0
0.289;0.589	1.003;1.184	0.261;0.691	0.533;0.963	#	0.426;0.846	0.577;0.877	0.106;0.530	0.542;0.872	0.534;0.784	0.155;0.595	0.048;0.470	0.165;0.555	0.295;0.795	-0.048;0.372	0.315;0.800	0.086;0.542	000010	0.100	1.000	1	2.33	4556	4556	0.94		0	0
0.397;0.877	-0.245;0.225	0.159;0.629	0.069;0.434	#	0.673;0.933	-0.177;0.212	-0.014;0.396	#	#	-0.144;0.212	0.103;0.349	#	0.311;0.361	#	0.011;0.357	-0.018;0.708	000010	0.052	0.870	1	10.67	4605	4605	0.71		0	0
0.417;0.767	0.468;0.612	0.532;0.992	0.772;1.042	0.675;1.155	-0.008;0.342	0.368;0.788	0.180;0.590	0.412;0.822	0.301;0.661	0.692;1.132	0.152;0.398	0.077;0.537	0.194;0.474	0.017;0.477	0.198;0.485	0.067;0.364	000001	0.100	1.000	1	6.00	4687	4687	1.00		0	0
-0.196;0.214	0.488;0.908	-0.175;0.205	#	-0.170;0.220	0.228;0.668	0.364;0.524	0.129;0.549	0.225;0.645	#	0.389;0.659	0.026;0.438	0.004;0.324	#	-0.033;0.437	0.276;0.563	0.048;0.434	001100	0.100	1.000	1	13.00	4701	4701	0.82		0	0
0.762;1.232	0.431;0.881	0.725;1.165	0.525;0.605	0.358;0.608	0.734;1.024	0.314;0.754	0.175;0.605	0.585;0.895	0.795;1.205	0.437;0.787	#	0.760;1.240	0.124;0.374	0.220;0.570	0.373;0.630	0.388;0.745	000010	0.100	1.000	1	4.67	4760	4760	0.94		0	0
0.636;0.906	#	0.541;0.981	0.588;0.888	#	0.335;0.725	0.494;0.864	0.087;0.497	0.672;1.082	0.400;0.810	#	0.385;0.439	0.156;0.586	0.364;0.824	#	0.157;0.474	0.072;0.429	000010	0.024	0.867	1	5.20	4897	4897	0.76		0	0
0.855;1.145	0.112;0.542	#	0.815;1.185	0.874;1.124	#	0.771;1.041	#	0.820;1.180	0.568;0.868	0.744;1.024	0.342;0.794	0.123;0.503	0.227;0.557	0.207;0.248	0.270;0.735	#	000001	0.100	1.000	1	2.33	4967	4967	0.76		0	0
-0.007;0.473	0.343;0.823	0.355;0.665	0.391;0.861	0.311;0.691	0.249;0.639	0.381;0.631	0.075;0.445	-0.235;0.245	0.559;0.999	0.292;0.712	-0.053;0.083	0.149;0.569	-0.186;0.264	-0.122;0.238	0.196;0.453	0.023;0.390	000001	0.100	1.000	1	9.00	4988	4988	1.00		0	0
-0.036;0.354	0.647;0.967	0.098;0.388	0.531;0.641	0.644;0.894	0.638;0.888	0.558;1.058	0.057;0.547	0.471;0.961	0.810;1.190	0.673;1.163	0.351;0.616	0.553;0.973	0.440;0.910	0.242;0.612	0.228;0.644	0.157;0.564	000010	0.100	1.000	1	4.25	5037	5037	1.00		0	0
0.306;0.616	0.399;0.749	#	0.388;0.708	0.222;0.642	0.023;0.363	0.292;0.632	0.354;0.714	0.230;0.340	0.043;0.443	0.254;0.654	0.547;0.979	0.345;0.805	0.039;0.349	0.616;0.966	0.450;0.737	0.578;0.915	000010	0.100	1.000	1	11.25	5077	5077	0.94		0	0
0.243;0.643	0.651;1.011	0.437;0.867	#	0.600;0.880	0.830;1.170	-0.149;0.151	-0.121;0.309	0.338;0.384	0.816;1.096	-0.052;0.388	0.021;0.492	0.051;0.541	0.129;0.499	-0.121;0.249	-0.158;0.158	#	000001	0.100	1.000	1	5.00	5097	5097	0.88		0	0
0.256;0.716	0.254;0.604	0.489;0.779	0.247;0.737	#	0.204;0.644	#	0.149;0.499	0.254;0.754	0.256;0.312	0.205;0.695	0.178;0.571	0.518;0.938	-0.243;0.257	#	0.147;0.573	#	000001	0.100	1.000	1	9.00	5130	5130	0.76		0	0
#	0.188;0.306	-0.051;0.239	-0.143;0.217	-0.108;0.352	0.217;0.697	0.464;0.814	0.402;0.872	-0.128;0.362	0.306;0.656	0.296;0.786	#	0.429;0.769	-0.641;0.261	0.486;0.946	0.318;0.763	0.603;1.030	000001	0.100	1.000	1	16.25	5233	5233	0.88		0	0
#	0.257;0.687	0.791;1.051	0.712;0.962	0.530;0.890	0.516;0.916	#	0.727;0.829	0.595;1.045	0.583;0.983	-0.204;0.256	#	#	0.266;0.696	0.594;0.954	0.598;1.014	0.353;0.799	000010	0.100	1.000	1	4.75	5270	5270	0.76		0	0
0.820;1.180	0.713;1.193	#	0.754;1.034	0.975;1.103	-0.138;0.142	#	0.144;0.614	0.795;1.205	-0.191;0.219	0.621;1.001	0.456;0.800	0.449;0.889	0.810;1.190	0.466;0.637	0.328;0.714	0.406;0.793	001000	0.100	1.000	1	3.75	5303	5303	0.88		0	0
0.165;0.445	-0.171;0.189	0.123;0.603	0.575;1.065	0.269;0.529	0.287;0.410	0.604;1.064	0.607;1.037	0.306;0.706	0.261;0.571	0.206;0.466	0.068;0.313	-0.122;0.268	0.089;0.429	0.096;0.346	0.198;0.465	0.179;0.467	100000	0.100	1.000	1	12.50	5357	5357	1.00		0	0
0.674;1.124	0.620;1.030	0.046;0.987	0.693;1.013	#	0.217;0.547	0.722;1.082	-0.010;0.420	0.491;0.587	0.088;0.398	0.737;1.087	0.225;0.657	0.314;0.584	0.776;1.036	0.190;0.490	0.159;0.515	0.096;0.592	001000	0.100	1.000	1	3.50	5361	5361	0.94		0	0
0.019;0.379	#	#	#	#	0.587;0.937	#	#	#	0.419;0.651	#	#	0.124;0.494	#	#	0.534;1.029	#	001000	0.069	0.765	1	105.63	49275	5376	0.29		53	134
0.288;0.963	0.164;0.504	#	-0.007;0.413	0.870;1.130	0.312;0.792	#	#	0.619;0.919	0.800;1.200	0.755;1.245	-0.086;0.376	0.119;0.499	0.464;0.754	0.035;0.305	0.118;0.375	-0.085;0.163	000010	1.000	1.000	1	43.75	48752	5384	0.82		26	26
0.423;0.833	0.345;0.775	0.467;0.857	0.377;0.757	0.366;0.826	0.216;0.546	0.490;0.920	0.330;0.660	0.339;0.719	0.336;0.433	0.421;0.681	0.249;0.544	0.169;0.519	0.193;0.513	0.282;0.532	0.292;0.599	0.146;0.612	000100	0.100	1.000	1	8.25	5459	5459	1.00		0	0
0.010;0.139	0.410;0.880	0.343;0.623	0.453;0.883	0.330;0.660	0.339;0.759	0.146;0.396	0.413;0.683	0.180;0.450	0.225;0.595	0.419;0.829	0.159;0.424	0.093;0.553	0.192;0.542	-0.057;0.363	0.537;1.032	0.528;0.816	000001	0.100	1.000	1	8.75	5533	5533	1.00		0	0
0.010;0.350	0.410;0.880	0.343;0.623	0.272;0.883	0.330;0.660	0.339;0.759	0.146;0.396	0.413;0.683	0.180;0.450	0.225;0.595	0.419;0.829	0.159;0.424	0.093;0.553	0.138;0.192	0.107;0.363	0.537;1.032	0.528;0.816	000001	0.100	1.000	1	8.75	5533	5533	1.00		0	0
0.076;0.496	0.646;0.946	0.309;0.579	0.294;0.684	0.133;0.593	0.001;0.481	0.755;1.245	0.385;0.775	0.298;0.688	0.386;0.636	0.392;0.742	0.537;0.832	#	0.256;0.696	0.909;0.915	0.364;0.670	0.493;0.939	100000	0.100	1.000	1	8.50	5588	5588	0.94		0	0
0.762;1.351	0.431;0.881	0.725;1.165	0.605;0.885	0.358;0.608	0.734;1.024	0.314;0.754	0.175;0.605	0.585;0.895	0.795;0.816	0.437;0.787	#	0.760;1.240	0.124;0.374	0.220;0.570	0.373;0.630	0.388;0.745	000010	0.100	1.000	1	5.50	5669	5669	0.94		0	0
-0.190;0.270	0.241;0.425	#	-0.139;0.241	#	#	0.218;0.628	0.154;0.644	0.206;0.646	0.531;0.921	0.333;0.643	0.566;0.978	#	0.108;0.518	#	0.148;0.642	0.608;0.915	000001	1.000	1.000	1	123.38	49041	5673	0.71		26	26
-0.016;0.444	0.334;0.341	0.304;0.574	0.149;0.639	0.467;0.747	0.314;0.564	0.672;0.932	-0.101;0.249	0.174;0.956	0.182;0.512	#	-0.149;0.071	0.321;0.601	#	-0.162;0.198	-0.008;0.467	-0.186;0.260	010000	0.100	1.000	1	6.75	5736	5736	0.88		0	0
0.855;1.145	0.112;0.542	#	0.394;1.185	0.874;1.124	#	0.771;1.041	#	0.820;1.180	0.568;0.868	0.744;1.024	0.342;0.794	0.123;0.503	0.557;0.646	0.207;0.657	0.270;0.735	#	000001	0.100	1.000	1	3.50	5876	5876	0.76		0	0
#	0.431;0.741	0.442;0.902	0.287;0.757	#	0.441;0.711	0.322;0.712	0.227;0.677	-0.099;0.281	-0.017;0.323	0.081;0.531	0.231;0.673	#	-0.203;0.227	0.241;0.691	0.691;0.812	0.399;0.736	000001	0.100	1.000	1	17.25	5888	5888	0.82		0	0
-0.007;0.473	0.343;0.823	0.355;0.665	0.391;0.861	0.311;0.691	0.249;0.639	0.381;0.499	0.075;0.445	-0.235;0.245	0.559;0.999	0.292;0.712	-0.053;0.350	0.149;0.569	-0.186;0.264	-0.122;0.238	0.196;0.453	#	000001	0.100	1.000	1	12.00	5897	5897	0.94		0	0
0.280;0.590	0.291;0.771	0.127;0.587	0.371;0.861	0.565;0.855	0.338;0.718	0.405;0.725	0.244;0.694	0.146;0.626	0.439;0.829	0.525;0.875	0.250;0.732	0.326;0.656	0.203;0.513	0.250;0.343	0.458;0.765	0.509;0.761	000001	0.100	1.000	1	8.67	5930	5930	1.00		0	0
0.319;0.669	0.062;0.472	0.309;0.759	0.263;0.543	0.260;0.730	#	0.072;0.522	0.040;0.440	0.466;0.751	0.366;0.756	0.119;0.599	#	0.271;0.761	0.198;0.371	0.226;0.616	#	0.355;0.603	000001	0.100	1.000	1	11.00	5939	5939	0.82		0	0
0.737;1.007	0.389;0.739	0.576;1.026	0.606;1.076	0.196;0.666	0.318;0.608	0.640;0.930	0.375;0.865	0.077;0.144	0.448;0.778	0.376;0.806	0.119;0.561	0.780;1.220	#	0.157;0.647	0.306;0.751	0.320;0.657	000001	0.100	1.000	1	4.75	5987	5987	0.94		0	0
#	#	0.486;0.569	#	0.376;0.626	0.121;0.501	#	0.447;0.777	0.163;0.503	#	0.347;0.707	#	0.190;0.540	-0.093;0.227	#	0.305;0.731	#	000001	0.100	1.000	1	18.50	6053	6053	0.53		0	0
0.001;0.441	-0.055;0.335	0.536;0.826	-0.015;0.395	-0.179;0.321	0.195;0.655	0.018;0.418	#	0.615;1.105	0.363;0.723	#	-0.138;0.314	0.284;0.322	0.459;0.779	-0.235;0.235	0.188;0.613	-0.205;0.212	000001	0.100	1.000	1	10.50	6097	6097	0.88		0	0
