-	/	0	00	04	0;	0cm	1	1-1/2	1-1/2-year	1-month	1-year	1-year-1-month	1-year-4-month	1-year-5-month	1/2	1/2/01	10	10-month	10-year	10-year-9-month	101	102	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
0	#	1	0	#	#	0	0	0	1	1	#	#	#	#	#	#	0	0	#	0	#	0	100000000000000000000000000000000000100000000	0.799	0.978	1	16.00	889	244	0.52		3	4
#	0	1	1	#	0	0	#	0	0	#	#	#	#	#	1	0	#	0	0	0	#	#	100000000000000000000000000000000000000000000	0.763	0.973	2	20.40	920	245	0.52		5	5
#	#	#	0	#	#	#	0	#	0	0	0	#	#	0	#	#	#	0	#	0	#	0	000000000000000000000000000000100000000000000	0.363	0.904	2	171.24	980	246	0.39		12	458
0	0	0	0	0	#	#	0	#	0	0	#	#	0	#	#	0	0	#	#	#	0	#	000000000000000000000000100000000000000000000	0.428	0.919	2	162.63	952	248	0.52		25	183
#	1	#	0	0	0	0	0	#	#	0	0	#	1	#	0	0	#	0	0	0	#	#	000000000000000000000000000000001000000000000	0.565	0.944	1	120.95	950	250	0.61		39	56
0	1	0	0	0	#	#	#	#	#	0	#	#	1	0	0	#	#	0	#	0	0	0	000000000000000000000000000000001000000000000	0.928	0.993	1	84.42	895	250	0.57		12	12
#	0	0	0	0	#	#	0	0	#	#	#	#	0	0	0	0	#	0	0	0	0	1	000000000000000000000000000010000000000001000	0.502	0.933	1	90.00	899	254	0.65		2	4
#	#	#	0	#	#	0	0	0	1	1	#	#	0	#	0	#	0	#	#	#	#	#	000000000000000000000000000000000000100000000	0.763	0.973	1	22.30	988	256	0.39		10	10
#	#	0	0	#	0	0	0	#	0	#	#	#	0	0	0	0	#	0	0	#	0	#	000000000000000000100000000000000000000000000	0.366	0.904	1	188.41	902	257	0.57		2	195
0	#	0	0	#	1	#	0	#	0	0	0	#	#	#	#	0	#	#	#	#	#	0	000000000000000000000000000000000000001000010	0.618	0.953	1	63.80	903	258	0.43		2	17
0	0	0	1	#	0	#	0	0	#	1	#	#	0	0	1	#	0	#	#	0	0	1	000000000000000000000000000000000000000001000	0.740	0.970	1	14.00	931	261	0.65		6	6
#	#	0	0	0	0	#	0	#	0	#	#	#	#	0	0	#	#	0	#	#	#	0	000010000000000000000000000000001000000000000	0.426	0.918	1	182.24	993	263	0.43		55	345
#	#	0	0	0	0	#	0	0	0	#	#	#	#	0	0	#	#	#	#	#	#	0	000010000000000000000000000000001000000000000	0.445	0.922	1	175.29	993	263	0.43		55	316
#	0	0	0	0	#	0	#	0	0	#	0	#	#	0	0	0	#	0	0	#	#	0	000010000000000000000000000000000000000000000	0.601	0.950	1	203.53	923	264	0.61		75	164
#	0	0	0	0	#	0	#	0	0	0	0	#	#	0	0	#	#	#	0	#	#	0	000010000000000000000000000000000000000000000	0.623	0.954	1	197.30	923	264	0.57		86	173
0	0	#	0	0	0	#	#	1	0	#	#	0	#	0	#	#	0	0	0	0	0	#	100000000000000000000000000000000000000000000	0.425	0.918	2	114.33	919	274	0.61		2	26
0	0	1	#	0	#	#	#	#	0	#	#	#	#	#	#	#	#	0	0	0	#	#	100000000000000000000000000000000000010000000	0.535	0.939	1	73.62	920	275	0.35		2	80
1	0	#	#	0	0	#	#	#	0	0	#	#	#	#	#	0	#	#	#	0	#	0	000000001000000000000000000000010000000000000	0.270	0.877	1	168.21	921	276	0.39		2	110
0	#	#	1	#	#	0	#	0	0	1	1	#	#	#	0	1	#	0	#	#	0	#	100000000000000000000000000000000000000001000	0.587	0.948	1	25.50	922	277	0.48		2	6
#	#	0	#	0	0	#	#	0	0	#	0	1	#	0	#	#	#	#	#	#	#	#	000000000000000000000000000000000000001000000	0.973	0.997	1	100.65	940	279	0.35		16	16
#	#	0	#	0	0	0	0	#	#	#	0	1	#	0	#	#	#	#	#	0	#	#	000000000000000000000000000000000000001000000	0.971	0.997	1	102.55	940	279	0.39		15	15
#	#	0	0	#	0	0	#	#	0	#	#	#	#	#	0	#	1	#	#	0	#	#	000000000000000000000000000000010000000000000	0.539	0.940	1	94.76	921	280	0.35		33	75
#	#	0	0	#	0	0	0	#	0	#	0	#	#	#	#	#	#	#	#	0	#	#	000000000000000000000000000000010000000000000	0.384	0.909	2	173.09	964	280	0.35		36	398
#	#	#	#	0	#	#	#	#	1	#	1	#	#	#	#	0	#	0	#	0	0	#	100000000000000000000000000000000000100000000	0.635	0.956	1	29.33	927	282	0.30		3	6
0	0	0	0	0	#	0	0	0	#	0	1	0	#	#	1	#	#	0	#	#	#	0	000000000000000000000000000000000000010000000	0.740	0.970	1	36.33	930	285	0.61		2	3
0	#	#	1	#	#	1	0	0	#	#	0	#	#	#	#	#	#	0	#	#	0	1	000000000000000000000000100000000000000001000	1.000	1.000	1	22.50	931	286	0.39		2	2
0	0	0	0	1	0	0	#	0	0	0	0	0	0	0	#	#	#	#	0	0	0	0	000000000000000000000000000000000000000000001	0.880	0.987	2	105.17	953	287	0.78		13	14
#	#	#	#	0	#	#	0	0	#	#	#	#	#	#	0	#	0	#	1	#	#	0	000000000000000000000000000000000001000000000	0.398	0.912	1	114.68	933	288	0.30		5	46
0	#	#	#	0	#	#	0	0	#	#	0	#	#	#	#	#	#	0	#	#	#	0	000000000000000000000000000000000001000000000	0.396	0.911	1	167.61	934	288	0.30		14	261
0	#	0	1	#	0	0	#	#	#	0	#	#	#	0	1	#	0	0	#	#	#	0	000000000001000000000000000000000000000001000	0.635	0.956	1	38.50	294	294	0.48		2	4
0	0	#	0	0	0	#	#	0	#	#	#	0	#	#	0	0	#	#	#	0	#	0	100000000000000000000000000000000000000000000	0.509	0.935	1	166.16	997	298	0.48		45	156
0	0	#	#	#	0	#	#	0	#	#	#	0	#	#	0	0	#	#	#	0	#	0	100000000000000000000000000000000000000000000	0.481	0.929	1	165.93	997	298	0.39		49	194
#	#	0	#	#	0	0	#	1	0	0	0	0	1	0	#	1	0	0	0	#	#	#	000010000000000000000001000000000000000000000	1.000	1.000	1	48.00	947	302	0.61		2	2
#	#	#	0	0	0	#	#	0	#	#	#	#	0	0	#	0	#	0	0	0	#	#	000000000000000000010000000000000000000000000	0.369	0.905	2	175.87	948	303	0.43		4	247
#	1	0	#	0	#	0	#	0	#	#	#	#	#	0	0	#	1	#	0	#	#	#	000010000000000000000000000100001000000000000	0.246	0.869	1	66.02	950	305	0.39		2	17
#	1	#	#	0	#	0	#	#	#	#	#	#	1	0	0	#	#	0	0	#	#	#	000000000000000000000000000000001000000000000	0.575	0.946	1	117.85	950	305	0.35		40	57
#	1	0	0	0	#	0	#	0	#	0	#	#	#	0	0	0	1	#	0	0	#	#	000010000000000000000000000100001000000000000	0.224	0.861	1	66.73	950	305	0.57		1	16
0	#	#	#	0	0	1	0	#	0	0	0	#	0	0	1	0	0	#	0	0	0	0	000000000000000000000000100000000000000000000	0.856	0.985	1	80.56	952	307	0.74		22	23
#	0	1	0	#	0	#	1	#	#	0	0	0	0	0	#	#	#	1	1	#	0	#	100000000000000000000000000000000001000000000	1.000	1.000	2	2.00	955	310	0.57		2	2
#	#	0	0	0	#	#	0	#	#	#	#	#	#	0	#	#	#	0	0	#	0	#	000000000000000000000100000000000000000000000	0.365	0.904	1	169.24	959	314	0.35		11	334
0	#	0	#	0	#	0	0	#	#	#	#	#	0	0	#	#	#	0	0	#	0	#	000000000000000000000100000000000000000000000	0.399	0.912	1	160.43	959	314	0.43		10	147
#	0	0	#	#	#	#	0	0	0	0	#	#	0	0	#	#	0	0	#	#	#	#	000000000100000000000000000000000000000000000	0.445	0.922	1	174.52	960	315	0.43		40	231
#	0	#	0	0	0	0	#	#	0	#	#	0	#	#	0	0	0	0	1	#	#	0	000000000100000000000000000000000000000000000	0.707	0.966	1	128.40	961	316	0.57		19	30
#	0	0	0	0	#	0	#	#	#	#	#	#	#	#	0	#	#	0	#	0	#	#	000000000000000000000000000000000000010000000	0.389	0.910	1	172.59	988	320	0.35		6	271
0	#	1	0	#	0	#	#	0	#	#	1	0	#	#	#	#	0	0	#	0	#	#	100000000000000000000000000000000000000000000	0.754	0.972	1	55.50	978	321	0.43		27	32
0	0	1	0	0	0	#	0	0	0	0	#	#	#	0	0	#	#	0	0	0	#	#	100000000000000000000000000000000000000000000	0.968	0.997	2	93.72	966	321	0.65		40	41
0	1	0	0	#	#	0	#	0	#	#	#	#	#	#	#	#	#	0	#	0	0	0	000000000000000000000000000000000000000000001	0.404	0.913	1	88.25	968	323	0.43		4	38
0	0	#	#	#	#	#	#	#	0	#	#	0	0	0	1	#	0	1	1	0	0	#	000000000100000000000000000000000000000000000	0.635	0.956	1	11.67	969	324	0.52		2	3
#	0	#	#	#	#	0	#	0	#	#	#	#	#	0	0	0	#	0	#	#	0	#	000000000000000001000000000000000000000000000	0.379	0.908	1	176.53	971	326	0.35		3	284
#	#	0	0	#	0	0	0	0	0	#	0	#	#	#	#	#	#	#	#	#	#	#	000000000000000000000000000000010000000000000	0.382	0.908	1	172.18	964	330	0.35		31	347
#	#	#	#	#	#	#	0	#	0	0	0	0	0	0	0	0	#	0	#	#	0	0	000000000000000000000000000000000010000000000	0.375	0.906	1	183.05	977	332	0.52		5	210
#	0	1	0	#	0	0	#	0	#	1	1	0	#	0	0	0	#	#	1	0	0	#	100000000100000000000000000000000000000000000	1.000	1.000	1	26.50	978	333	0.65		2	2
0	0	1	0	#	#	#	0	0	0	#	1	#	#	#	#	0	0	0	#	#	#	#	000000000100000000000000000000000000000000000	0.383	0.908	1	66.18	978	333	0.48		1	17
0	#	1	0	#	0	#	0	0	0	#	#	#	#	0	#	#	0	0	#	#	#	#	000000000100000000000000000000000000000000000	0.420	0.917	1	89.55	978	333	0.43		7	69
#	#	0	0	0	#	#	0	0	0	#	0	#	0	#	#	#	#	0	#	0	0	0	000010000000000000000000000000001000000000000	0.353	0.901	1	176.25	993	338	0.52		20	218
1	1	0	0	0	0	0	#	0	#	#	0	0	#	0	#	#	#	0	0	#	#	0	000010000000000000000000000000000000000000000	0.599	0.950	1	132.01	993	338	0.61		50	57
0	0	0	#	0	1	#	0	#	#	#	1	#	#	#	#	#	#	#	#	#	0	#	000000000000000000000010000000000000000000010	0.836	0.982	1	43.40	984	339	0.35		3	5
#	0	#	0	#	1	#	0	1	0	#	#	0	0	#	#	0	0	0	0	0	0	#	000000000000000000000000000000000000000000010	0.799	0.978	1	47.75	984	339	0.61		4	4
#	0	#	0	#	1	#	0	1	0	#	#	#	0	#	#	0	0	0	0	0	0	#	000000000000000000000000000000000000000000010	0.799	0.978	1	47.75	984	339	0.57		4	4
0	0	0	1	#	#	#	0	0	#	#	#	0	#	0	0	#	#	#	#	#	0	#	000000000000000000000000000010000000000001000	0.529	0.938	1	58.71	985	340	0.43		3	36
0	0	#	#	#	#	#	0	0	0	1	#	0	#	#	#	#	#	1	#	#	#	0	000000000000000000000000000000000000000001000	0.836	0.982	1	21.60	985	340	0.39		5	5
0	0	#	#	#	0	#	0	#	0	1	#	0	#	#	#	#	#	1	0	#	#	0	000000000000000000000000000000000000000001000	0.836	0.982	1	21.60	985	340	0.43		5	5
#	0	#	1	0	0	#	0	0	#	1	#	0	#	0	#	1	0	#	#	#	#	0	000000000000000000000000000000000000100001000	0.583	0.947	1	22.13	986	341	0.52		4	11
#	#	0	#	#	#	#	#	0	0	#	#	#	#	0	#	#	#	0	0	0	#	#	000000000000000000000000000000000000000001000	0.373	0.906	1	164.65	986	341	0.30		25	377
0	0	0	0	#	0	#	1	0	#	0	#	#	0	0	#	#	#	0	#	0	#	0	000000000000000000000000000000000001000000000	0.441	0.921	1	61.54	987	342	0.57		2	13
0	0	0	0	#	0	#	1	0	#	0	#	#	0	0	#	#	#	#	#	0	#	#	000000000000000000000000000000000001000000000	0.441	0.921	1	61.54	987	342	0.48		2	13
0	0	#	#	0	#	0	#	#	#	#	1	0	#	#	#	#	0	0	1	0	0	#	000000000000000000000000000000000000110000000	0.308	0.889	1	32.24	988	343	0.48		2	12
#	0	0	#	#	0	#	0	#	#	0	#	#	#	0	#	0	#	0	#	#	#	#	000000000100000000000000000000000000000000000	0.424	0.918	1	183.83	915	345	0.35		33	285
0	#	0	0	#	0	#	#	#	#	#	0	#	0	1	0	0	0	0	0	#	#	0	000010000000000000000000000000000000000000000	0.635	0.956	1	71.25	991	346	0.57		2	4
0	0	0	0	0	#	0	#	#	0	#	#	0	#	#	0	#	0	#	#	#	0	#	000000000000000000000001000000000000000000000	0.450	0.923	1	176.52	994	349	0.48		20	120
#	#	1	1	0	0	#	0	0	#	0	#	0	0	0	1	#	0	0	0	#	#	0	100000000000000000000000100000000000000000000	0.861	0.985	1	28.33	995	350	0.65		2	3
0	#	#	#	0	0	1	0	#	#	0	#	#	0	0	#	0	0	#	0	0	0	0	000000000000000000000000100000000000000000000	0.830	0.981	1	78.94	995	350	0.61		23	24
0	#	0	0	#	0	0	0	#	0	0	0	#	0	#	0	#	0	#	1	0	#	0	000000000000000000000000000000000000001000000	0.468	0.927	2	132.08	998	353	0.65		4	17
1	0	0	#	#	0	0	0	#	0	#	1	#	#	#	0	0	#	0	0	0	#	0	000010000000000000000000000000000000000000000	0.718	0.967	1	70.07	1000	355	0.61		10	15
1	0	0	#	#	#	#	0	#	0	#	1	#	#	#	0	0	#	0	0	#	#	#	000010000000000000000000000000000000000000000	0.718	0.967	1	70.07	1000	355	0.43		10	15
#	#	1	0	#	#	#	#	#	0	#	#	0	0	#	#	#	#	0	#	#	0	#	100000000000000000000000000000000000100000000	0.507	0.934	1	87.91	359	359	0.30		1	67
#	#	#	0	0	#	0	0	#	#	0	0	#	#	#	0	0	0	#	#	0	#	#	000000000100000000000000000000000000001000000	0.240	0.867	1	173.40	608	360	0.43		2	261
#	#	0	0	#	#	#	#	#	0	#	0	#	#	1	0	0	#	0	#	0	#	0	000010000000000000000000000000000000000000000	0.594	0.949	2	67.42	991	362	0.43		15	28
1	#	0	0	#	#	#	#	#	0	0	#	#	#	0	#	0	#	0	0	#	#	#	000010000000000000000000000000000000000000000	0.715	0.967	1	152.43	1000	363	0.39		129	156
#	0	0	0	#	#	#	0	#	0	0	0	#	#	#	0	0	0	0	#	#	0	0	000000000000000000000000000000000000000100000	0.383	0.909	1	200.80	752	364	0.57		1	177
#	0	0	0	#	#	#	0	#	0	0	0	#	0	#	0	0	0	0	0	#	0	0	000000000000000000000000000000000000000100000	0.386	0.909	1	199.50	752	364	0.65		1	118
0	0	1	#	#	#	#	#	#	0	#	0	0	#	0	1	#	0	#	0	0	0	#	100000000000000000000000000000000000000000000	0.696	0.964	2	26.80	577	365	0.52		3	5
0	0	#	#	0	0	#	#	0	#	0	#	0	#	#	0	0	0	#	#	0	#	0	100000000000000000000000000000000000000000000	0.536	0.939	1	170.67	997	366	0.52		41	119
#	0	0	0	#	0	#	#	0	0	0	#	#	0	#	1	#	#	#	0	#	#	#	000000000100000000000000000000000000000000000	0.418	0.916	3	97.64	620	367	0.43		7	42
#	0	#	0	#	1	0	#	0	0	#	#	#	#	#	#	0	#	1	0	#	#	0	000000000000000000000000000000000100000000010	1.000	1.000	1	4.00	369	369	0.43		1	1
#	#	0	#	#	#	0	#	#	#	#	#	0	#	0	#	0	#	0	0	#	0	#	000000000000000000000000000000000000000000010	0.371	0.906	2	174.99	984	371	0.35		17	305
#	0	0	#	#	0	0	#	#	#	#	0	0	0	#	0	0	0	0	#	#	0	#	010000000000000000000000000000000000000000000	0.394	0.911	1	193.33	882	372	0.52		4	137
0	0	#	#	#	0	#	0	1	0	#	0	0	0	#	0	#	0	1	0	0	#	0	000000000000001000000000000000000000000000000	1.000	1.000	1	17.00	374	374	0.65		1	1
#	#	0	#	#	0	#	#	#	0	0	#	#	#	#	#	0	#	0	0	#	#	0	000010000000000000000000000000001000000000000	0.393	0.911	2	169.61	993	378	0.35		43	356
1	1	0	0	#	#	#	0	#	0	0	#	0	1	0	#	#	0	0	#	0	#	#	000010000000000000000000000000000000000000000	0.578	0.947	1	118.67	878	378	0.57		22	25
1	0	0	#	#	0	#	0	#	0	#	1	#	#	#	0	0	#	0	0	0	#	#	000010000000000000000000000000000000000000000	0.701	0.965	2	70.96	1000	380	0.52		9	14
1	0	0	#	#	#	#	0	#	0	#	1	#	#	#	0	0	#	0	0	#	#	0	000010000000000000000000000000000000000000000	0.701	0.965	1	70.96	1000	380	0.48		9	14
#	#	0	1	#	0	#	#	#	0	#	1	#	#	#	#	0	0	#	#	#	0	0	000000000000100000000000000000000000010000000	0.252	0.871	1	62.90	382	382	0.39		1	10
#	#	#	0	#	1	#	#	0	0	0	0	#	#	0	0	0	0	#	0	0	0	#	000000000000000000000000000000000000000000010	0.915	0.991	2	107.40	835	383	0.57		5	5
#	0	0	1	#	0	0	0	#	#	#	0	0	0	#	0	#	0	1	0	0	#	#	000000000001000000000000000000000000000001000	1.000	1.000	1	7.00	384	384	0.61		1	1
0	#	0	0	0	#	0	0	0	#	#	#	#	#	0	0	#	#	#	0	#	0	#	000000000000000000000100000000000000000000000	0.422	0.917	1	200.04	959	387	0.48		9	93
0	#	0	0	0	0	0	0	#	#	#	#	#	#	0	#	#	0	0	0	#	0	#	000000000000000000000100000000000000000000000	0.418	0.917	1	197.19	959	387	0.52		9	114
#	0	#	#	0	#	#	1	#	#	#	0	0	#	0	#	0	#	#	0	#	#	#	000000000100000000000000000000000000000000000	0.885	0.988	1	60.24	874	388	0.35		10	11
#	#	0	#	#	0	#	#	0	0	#	#	0	0	#	#	#	#	#	0	#	#	#	000000000010000000000000000000000000000000000	0.360	0.903	1	155.06	759	390	0.30		3	232
#	0	0	0	0	#	0	#	0	0	#	0	0	#	0	0	#	#	0	0	#	#	0	000010000000000000000000000000000000000000000	0.635	0.956	1	198.24	923	392	0.61		72	139
0	#	0	0	1	0	0	0	0	#	0	0	0	0	0	0	#	#	#	0	0	0	0	000000000000000000000000000000000000000000001	0.861	0.985	1	113.05	968	393	0.78		11	12
0	0	#	0	1	0	0	0	0	#	0	0	0	0	0	#	#	#	#	0	0	0	0	000000000000000000000000000000000000000000001	0.874	0.987	1	121.50	953	393	0.74		9	10
#	#	0	0	#	0	0	#	#	0	#	#	#	#	#	0	#	#	0	#	0	#	0	000000000000000000000000000000010000000000000	0.398	0.912	1	175.74	964	394	0.39		43	346
#	#	#	#	#	0	#	0	#	#	1	0	#	0	0	#	0	0	#	0	0	#	0	000000000000000000000000000000000000100001000	0.289	0.883	1	94.25	395	395	0.48		1	8
#	0	#	#	0	#	0	0	#	#	#	#	0	#	0	#	#	#	0	0	#	#	1	100000000000000000000000000000000000000000000	0.502	0.933	2	65.57	885	399	0.39		6	18
0	0	#	#	#	#	0	0	0	#	#	#	0	#	0	#	#	#	0	0	#	#	#	100000000000000000000000000000000000000000000	0.509	0.935	1	162.82	966	399	0.39		59	179
#	#	#	0	#	#	#	#	0	0	0	#	0	0	0	1	#	#	0	1	#	#	#	000000000100000000000000000000001000000000000	0.495	0.932	1	67.78	400	400	0.43		1	34
#	#	#	#	#	#	#	0	0	0	#	#	0	0	0	#	0	0	0	#	#	#	#	000000000100000000000000000000000000000000000	0.413	0.915	1	159.35	978	400	0.39		38	289
#	0	0	0	#	0	#	0	#	0	0	#	#	#	0	#	#	#	0	1	#	#	#	000000000100000000000000000000001000000000000	0.507	0.934	1	118.75	400	400	0.43		0	44
#	#	#	#	#	#	#	0	0	0	#	#	0	0	0	0	#	#	0	0	0	#	#	000010000000000000000000000000000000000000001	0.330	0.895	1	165.67	953	403	0.43		4	210
0	#	1	0	0	#	0	0	0	1	#	1	0	0	#	0	#	#	#	#	#	#	#	100000000000000000000000000000000000000000000	0.463	0.926	1	32.67	927	406	0.52		2	3
#	#	#	0	#	0	#	0	0	#	1	#	#	#	0	0	0	0	0	#	0	#	0	000000000000000000000000000000000000100000000	0.421	0.917	1	100.80	645	406	0.52		3	15
0	1	0	#	0	0	#	#	#	#	0	#	#	1	#	#	#	#	0	#	0	0	0	000000000000000000000000000000001000000000000	0.852	0.984	1	84.28	895	409	0.48		13	14
#	1	#	0	#	#	0	#	#	#	#	1	#	0	#	0	#	0	#	1	0	0	#	000000000100000000000000000000000000000000000	1.000	1.000	1	10.00	474	411	0.43		2	2
#	1	0	#	0	0	0	#	#	0	#	0	#	#	0	0	0	0	#	0	#	#	#	000000000000000000000000000000001000000000000	0.635	0.956	1	134.02	993	412	0.52		51	61
#	#	#	0	#	#	#	0	#	0	0	0	#	#	0	#	#	#	0	#	0	#	#	000000000000000000000000000000100000000000000	0.367	0.905	2	171.23	980	416	0.35		10	358
0	#	#	#	0	#	1	0	#	0	#	#	0	0	0	#	0	0	#	0	0	0	0	000000000000000000000000100000000000000000000	0.850	0.984	1	78.39	995	420	0.61		22	22
#	0	0	#	#	0	#	0	0	0	#	1	0	0	#	#	#	0	#	#	#	#	0	000000000000000000000000000000000000000001000	0.596	0.950	1	83.97	986	422	0.48		20	37
#	#	0	#	0	0	#	#	0	0	#	#	1	#	0	#	#	#	#	#	0	0	#	000000000000000000000000000000000000001000000	0.949	0.995	1	99.27	940	424	0.39		17	17
#	#	0	#	0	0	0	0	0	0	#	0	1	#	#	#	#	#	#	#	#	#	#	000000000000000000000000000000000000001000000	0.966	0.997	1	108.26	940	424	0.39		13	13
#	0	#	#	#	0	#	#	0	0	0	#	#	1	#	#	#	#	0	#	#	#	#	000010000000000000000000000000000000000000001	0.414	0.916	1	144.61	793	429	0.30		5	79
#	0	#	#	1	0	#	#	#	0	0	#	#	1	#	#	#	0	0	#	#	#	#	000010000000000000000000000000000000000000001	0.635	0.956	1	63.00	793	429	0.35		2	6
0	0	0	0	0	#	0	#	#	0	#	#	0	#	0	#	#	0	#	#	#	0	#	000000000000000000000001000000000000000000000	0.432	0.919	2	169.67	994	431	0.48		17	144
#	0	0	0	#	0	#	1	0	0	0	#	#	0	0	1	#	#	#	0	0	#	#	000000000100000000000000000000000000000000000	0.915	0.991	1	28.40	620	434	0.57		5	5
1	#	0	0	0	0	#	0	#	0	#	#	#	#	0	0	#	0	#	#	0	#	0	000010000000000000000000000000001000000000000	0.677	0.962	1	155.13	993	436	0.52		33	114
#	#	0	0	#	0	#	0	0	0	#	#	#	#	0	0	#	#	#	#	0	#	#	000010000000000000000000000000001000000000000	0.431	0.919	1	174.77	993	436	0.39		40	258
#	#	#	#	0	#	0	0	0	#	1	#	0	#	#	#	#	#	#	0	#	#	#	100000000000000000000000000000000000000001000	0.424	0.918	1	70.58	922	441	0.30		2	47
#	#	1	#	#	0	0	#	#	#	#	0	#	0	#	#	#	0	#	1	#	0	#	000000000000100000000000000000000001000000000	0.373	0.906	1	60.00	443	443	0.35		1	9
#	0	#	#	0	0	#	0	#	0	0	#	#	0	0	1	#	#	#	1	0	0	0	000000000000000000000000000000000001000000000	0.463	0.926	1	66.41	934	443	0.57		5	30
#	0	#	#	0	0	#	0	#	0	0	0	#	0	0	1	#	0	0	1	#	0	#	000000000000000000000000000000000001000000000	0.475	0.928	1	73.10	934	443	0.61		5	26
#	1	#	0	0	#	0	#	#	#	0	#	#	1	0	0	0	0	0	0	0	#	0	000000000000000000000000000000001000000000000	0.645	0.957	1	123.11	895	446	0.61		26	30
#	1	0	0	0	#	0	#	#	0	0	#	#	#	0	0	#	#	0	#	#	#	0	000000000000000000000001000000001000000000000	0.384	0.909	1	127.07	447	447	0.48		1	76
0	0	0	#	1	0	0	0	0	#	0	0	0	0	0	#	#	#	#	#	0	0	0	000000000000000000000000000000000000000000001	0.845	0.983	1	133.75	953	449	0.70		7	8
0	1	0	#	1	#	0	#	#	0	0	0	0	1	#	0	#	0	0	#	0	0	0	000000000000000000000000000000001000000000001	1.000	1.000	1	29.00	450	450	0.70		1	1
#	#	#	0	0	1	#	#	#	0	0	0	#	#	0	0	0	0	0	0	0	0	#	000000000000000000000000000000000000000000010	0.894	0.989	1	117.00	835	451	0.61		4	4
#	#	#	#	0	1	#	#	0	0	0	0	#	#	0	0	0	0	#	0	0	0	#	000000000000000000000000000000000000000000010	0.915	0.991	1	99.00	835	451	0.57		5	5
0	#	0	0	0	#	0	0	0	#	#	#	#	#	0	#	#	0	0	0	0	0	#	000000000000000000000100000000000000000000000	0.412	0.915	1	197.15	959	455	0.57		7	87
#	#	0	#	0	#	#	0	#	#	#	#	#	#	0	#	#	#	0	0	#	0	#	000000000000000000000100000000000000000000000	0.360	0.903	1	163.25	959	455	0.30		7	289
#	0	#	0	0	0	#	#	0	1	#	#	0	#	0	0	#	#	#	0	0	0	#	000000000000000000000000000000000000110000000	0.635	0.956	1	30.40	456	456	0.52		1	5
#	#	0	0	0	#	0	0	0	0	#	0	#	#	0	#	#	#	0	0	#	#	0	000010000000000000000000000000000000000000000	0.582	0.947	1	181.70	993	457	0.52		107	200
#	#	0	0	#	#	0	#	0	0	#	0	#	#	0	#	#	#	0	0	#	#	0	000010000000000000000000000000000000000000000	0.554	0.943	2	179.47	993	457	0.43		114	234
#	#	#	0	#	#	0	#	#	0	#	1	0	#	#	1	0	#	#	0	0	#	0	000000000000000000000000000000000001000000000	0.394	0.911	1	28.60	459	459	0.43		1	5
1	#	0	#	#	#	0	0	#	#	#	1	0	0	0	0	0	#	#	0	0	#	0	000010000000000000000000000000000000000000000	1.000	1.000	1	109.67	1000	462	0.57		3	3
0	#	#	#	0	#	#	0	#	#	#	#	#	#	#	0	#	#	0	1	#	#	0	000000000000000000000000000000000001000000000	0.401	0.913	1	118.07	933	463	0.30		4	30
#	#	0	0	#	0	0	#	#	0	#	#	#	#	#	#	0	#	#	#	0	#	#	000000000000000000000000000000010000000000000	0.398	0.912	1	170.37	964	464	0.30		37	334
0	1	#	#	0	0	#	#	0	#	#	#	#	1	0	0	0	0	0	#	0	0	0	000100000000000000000000000000001010000000000	0.463	0.926	1	99.33	473	473	0.61		1	6
#	1	0	0	0	0	0	1	0	0	0	0	0	0	0	#	0	#	0	#	0	0	0	000000000100000000000000000000000000000000000	0.799	0.978	1	37.50	622	475	0.83		3	4
1	0	0	#	#	#	#	0	#	0	#	1	#	#	#	0	0	#	0	0	0	0	#	000010000000000000000000000000000000000000000	1.000	1.000	1	97.00	1000	476	0.52		5	5
0	0	1	#	#	#	#	#	#	#	#	0	0	#	0	1	#	0	#	0	0	0	#	100000000000000000000000000000000000000000000	0.543	0.941	1	35.33	577	478	0.48		1	3
0	0	1	#	#	#	#	0	#	0	#	0	0	#	0	1	#	0	#	0	0	0	#	100000000000000000000000000000000000000000000	0.635	0.956	1	43.00	577	478	0.57		1	2
#	#	0	#	#	#	#	0	1	#	0	#	0	0	0	#	#	#	0	0	#	0	#	000000000000000000000000000000000000000000010	0.420	0.917	1	118.03	984	479	0.43		2	23
#	0	#	0	#	1	0	#	#	0	#	#	#	#	#	#	0	0	0	0	0	0	#	000000000000000000000000000000000000000000010	0.894	0.989	1	68.98	984	479	0.48		12	12
#	#	#	0	#	#	0	0	0	#	1	#	#	0	#	0	#	0	#	#	0	#	#	000000000000000000000000000000000000100000000	0.425	0.918	2	87.77	988	480	0.39		6	26
#	#	#	0	#	#	0	0	0	1	1	#	#	0	#	#	#	0	#	#	#	#	#	000000000000000000000000000000000000100000000	0.740	0.970	4	27.50	988	480	0.35		6	6
0	0	1	0	#	0	#	0	0	#	#	#	#	#	0	0	#	#	#	#	0	#	0	100000000000000000000000000000000000000000000	0.904	0.990	2	95.87	997	482	0.48		36	40
0	#	0	0	#	#	#	0	0	0	1	0	#	#	0	#	0	0	0	1	#	#	0	000000000000000000000000000000000001010000000	0.502	0.933	1	87.00	484	484	0.61		1	2
#	#	0	0	0	#	#	0	0	0	1	0	#	#	#	0	#	0	0	1	#	#	0	000000000000000000000000000000000001000000000	0.394	0.911	1	138.00	484	484	0.57		0	1
