Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	0.282;0.662	0.791;1.051	#	0.560;0.860	#	#	0.439;0.869	#	#	#	0.394;0.699	#	#	#	0.633;0.979	#	000010	1.000	1.000	1	38.89	48638	33638	0.35		9	9
-0.470;0.221	-0.053;0.307	0.134;0.594	#	0.660;0.960	0.556;0.946	0.683;1.003	0.707;0.910	0.077;0.437	#	#	-0.125;0.258	0.175;0.475	0.296;0.656	-0.133;0.277	0.157;0.603	0.109;0.357	100000	1.000	1.000	2	44.67	48657	33657	0.82		9	9
-0.202;0.268	-0.081;0.199	-0.161;0.199	-0.199;0.221	-0.148;0.162	0.870;1.130	#	0.577;1.013	0.545;0.832	0.709;1.119	-0.227;0.253	0.669;0.944	0.609;1.089	-0.034;0.396	0.625;0.895	0.626;1.082	0.690;0.997	000010	1.000	1.000	1	65.78	49046	33665	0.94		19	19
0.170;0.510	#	0.112;0.512	0.164;0.614	#	0.423;0.863	#	#	#	#	0.266;0.716	-0.182;0.252	#	#	-0.080;0.420	-0.053;0.422	#	010000	1.000	1.000	1	96.13	49104	33683	0.47		38	38
#	0.034;0.304	0.112;0.512	0.378;0.519	0.377;0.647	0.423;0.863	0.286;0.606	-0.165;0.165	-0.052;0.557	-0.074;0.611	#	-0.131;0.785	0.363;0.693	#	#	#	0.230;0.647	010000	1.000	1.000	1	99.67	48683	33683	0.71		9	9
#	#	-0.128;0.192	-0.145;0.206	-0.152;0.278	#	#	#	0.802;1.182	#	-0.234;0.246	#	#	#	#	-0.237;0.237	#	010000	1.000	1.000	1	97.83	49752	33691	0.35		39	39
#	#	-0.173;0.192	#	#	0.855;1.145	#	#	0.802;1.182	#	#	-0.675;0.182	#	#	#	-0.237;0.342	-0.179;0.298	010000	1.000	1.000	1	68.33	48691	33691	0.35		9	9
#	0.610;1.040	#	#	0.753;1.013	#	0.772;1.032	0.030;0.380	#	#	#	#	0.214;0.684	0.509;1.076	0.105;0.575	0.095;0.580	#	001000	0.145	0.825	1	48.20	48729	33729	0.47		9	19
0.739;1.059	0.610;1.040	0.512;0.962	#	#	0.187;0.577	#	#	#	0.053;0.433	0.777;1.047	0.308;0.573	0.214;0.684	#	#	0.095;0.618	#	001000	1.000	1.000	1	46.89	48729	33729	0.53		9	9
0.755;1.245	0.710;1.225	#	0.552;0.902	0.502;0.952	0.285;0.755	#	#	0.416;0.816	0.584;0.914	#	#	#	#	#	0.524;0.871	-0.152;0.936	001000	1.000	1.000	1	30.22	48751	33751	0.53		9	9
0.573;0.933	#	0.408;0.698	#	0.815;1.185	-0.025;0.781	#	#	#	#	0.662;1.190	-0.061;0.351	0.302;0.519	#	#	#	#	000010	1.000	1.000	1	38.33	48752	33752	0.41		9	9
#	0.328;0.678	0.348;0.758	0.382;0.632	0.267;0.567	-0.100;0.310	0.226;0.666	0.380;0.880	-0.070;0.428	-0.061;0.289	0.078;0.518	0.326;0.611	0.236;0.516	-0.127;0.253	0.185;0.585	0.393;0.838	0.376;0.673	100001	1.000	1.000	2	102.78	48763	33763	0.94		9	9
#	#	#	#	#	0.317;0.667	0.062;0.532	#	#	-0.264;-0.190	0.103;0.473	0.339;0.585	-0.143;0.221	-0.133;0.293	#	#	#	010000	0.058	0.917	1	61.14	33773	33773	0.41		0	0
#	-0.189;0.241	-0.008;0.689	#	#	0.293;1.102	0.221;1.010	#	0.884;1.077	0.695;1.015	#	#	0.504;0.927	#	#	#	#	000001	1.000	1.000	1	57.26	48790	33790	0.41		18	18
#	#	0.501;0.811	0.626;0.966	#	0.132;0.522	0.805;1.195	0.089;0.525	#	#	#	0.134;0.448	#	#	-0.055;0.385	#	#	010000	0.162	0.833	1	46.20	48798	33798	0.41		9	18
0.615;1.035	#	0.580;0.960	0.750;1.030	0.103;0.373	#	0.671;0.921	0.025;0.385	#	#	#	0.381;0.675	#	0.817;1.067	0.226;0.626	0.052;0.300	0.243;0.600	001010	1.000	1.000	1	41.67	48802	33802	0.65		9	9
#	0.268;0.741	#	-0.085;0.584	0.187;0.380	-0.105;0.537	0.701;0.898	#	#	#	-0.193;0.652	#	0.236;0.516	-0.235;0.245	0.693;0.986	0.304;0.621	#	000010	1.000	1.000	1	70.11	48823	33823	0.59		9	9
#	0.161;0.631	0.158;0.315	0.572;0.952	0.230;0.730	0.365;0.865	0.386;0.716	#	#	0.189;0.649	#	#	#	0.724;1.124	0.265;0.705	#	0.321;0.688	000001	1.000	1.000	1	62.11	48857	33857	0.59		9	9
#	#	#	-0.189;0.150	#	#	-0.124;0.254	0.624;1.034	0.642;1.047	0.611;1.021	-0.155;0.235	0.674;1.156	#	#	0.505;0.995	#	0.786;1.157	010000	0.079	0.776	1	79.72	49396	33862	0.53		19	58
-0.235;0.235	#	-0.168;0.172	#	#	#	#	#	-0.140;0.175	#	#	#	#	-0.220;0.220	-0.230;0.230	#	-0.424;0.124	010000	0.654	0.958	1	199.09	49996	33868	0.35		414	473
#	-0.201;0.209	0.218;0.708	#	0.769;1.354	0.595;0.915	0.571;0.981	#	#	#	0.715;0.985	#	#	#	0.352;0.832	0.387;0.763	0.587;0.982	100001	1.000	1.000	1	47.89	48884	33884	0.53		9	9
#	#	#	-0.002;0.248	0.769;1.139	0.595;0.915	#	0.664;0.954	0.359;0.679	#	#	0.540;0.795	0.635;1.135	#	0.352;0.832	#	0.587;0.982	100001	1.000	1.000	1	47.89	48884	33884	0.53		9	9
0.651;1.097	#	#	0.756;1.076	#	#	#	-0.093;0.207	#	0.430;0.860	#	#	#	#	0.382;0.652	-0.010;0.326	#	000001	0.145	0.825	1	44.01	48923	33923	0.35		9	19
#	-0.117;0.243	0.580;1.060	#	#	0.333;0.633	-0.132;0.268	#	#	0.016;0.516	-0.092;0.278	#	-0.167;0.213	0.212;0.632	#	#	#	100001	1.000	1.000	1	71.56	48933	33933	0.47		9	9
0.174;0.484	0.438;0.718	-0.132;0.308	0.158;0.498	0.045;0.485	0.686;1.036	#	#	#	#	#	0.339;0.840	#	0.797;1.057	0.242;0.742	0.223;0.543	0.346;0.614	000001	1.000	1.000	1	58.67	48934	33934	0.65		9	9
#	0.197;0.587	#	#	-0.014;0.276	#	-0.133;0.382	0.008;0.468	0.169;0.569	0.845;1.155	#	#	-0.130;0.250	#	0.409;0.689	#	0.319;0.706	000010	1.000	1.000	1	57.11	48946	33946	0.53		9	9
0.681;1.041	0.260;0.587	#	-0.073;0.584	-0.070;0.348	0.805;1.250	#	0.018;0.458	#	#	#	0.429;0.871	#	-0.159;0.161	#	0.318;0.595	#	000010	1.000	1.000	2	57.11	48946	33946	0.53		9	9
0.397;0.787	0.478;0.848	0.532;0.992	0.737;1.077	0.780;1.050	-0.078;0.412	0.353;0.803	0.185;0.585	0.840;0.842	0.326;0.636	0.702;1.122	0.152;0.640	0.062;0.552	0.129;0.539	0.087;0.407	0.173;0.510	0.007;0.424	000001	0.100	1.000	1	32.21	33964	33964	1.00		0	0
-0.161;0.527	-0.055;0.315	-0.155;0.345	0.012;0.402	-0.070;0.370	-0.120;0.280	0.035;0.365	0.322;0.662	-0.100;0.210	-0.154;0.286	#	0.234;0.637	-0.017;0.403	0.517;0.797	0.314;0.654	0.352;0.609	0.303;0.660	001010	0.047	0.737	1	155.30	48966	33966	0.94		9	19
0.394;0.714	-0.023;0.237	0.795;1.205	0.652;1.102	0.024;0.314	0.485;0.775	0.063;0.255	0.202;0.502	0.722;1.124	0.445;0.915	#	#	0.339;0.629	#	0.274;0.948	0.298;0.556	#	000001	1.000	1.000	1	73.44	48982	33982	0.76		9	9
0.785;1.215	0.642;1.102	#	#	0.846;1.030	#	0.590;1.082	0.209;0.542	#	-0.172;0.322	0.471;0.936	0.380;0.694	#	#	0.332;1.049	#	0.347;0.833	001000	1.000	1.000	1	46.21	49453	34015	0.59		28	28
0.273;0.782	0.258;0.579	#	#	0.117;0.497	#	0.497;0.892	0.269;0.775	#	0.127;0.963	0.327;0.888	0.303;0.568	0.062;0.258	-0.069;0.620	#	#	#	000001	0.070	0.956	1	121.01	34021	34021	0.59		0	0
#	#	#	#	#	#	#	0.350;0.581	#	0.815;1.185	0.453;0.723	0.303;0.649	#	#	#	0.058;0.948	#	000001	0.295	0.885	1	46.35	49567	34035	0.29		19	29
#	0.521;0.791	#	0.976;0.995	0.328;0.638	0.714;1.044	0.289;0.779	#	0.600;0.880	0.835;1.165	#	#	0.800;1.409	#	0.185;0.605	0.338;0.664	0.412;0.720	000010	0.100	1.000	1	35.75	34037	34037	0.65		0	0
#	-0.170;0.220	-0.094;0.376	-0.193;0.682	#	0.875;0.907	#	0.439;1.162	#	-0.198;0.499	-0.077;0.253	0.448;0.822	#	0.084;0.514	0.264;0.602	#	0.503;1.000	000100	0.100	1.000	1	57.25	34040	34040	0.65		0	0
-0.140;0.140	-0.181;0.289	#	-0.120;0.200	#	-0.213;0.237	-0.063;0.217	0.341;0.711	#	-0.049;0.271	-0.162;0.218	0.628;1.060	#	-0.237;0.263	0.825;1.175	0.352;0.372	0.440;0.737	001000	0.100	1.000	1	62.70	34063	34063	0.76		0	0
-0.022;0.388	0.845;1.155	#	#	-0.074;0.416	#	0.607;0.962	#	#	#	#	#	-0.005;0.455	#	-0.200;0.200	-0.178;0.596	-0.198;0.201	010000	1.000	1.000	1	42.78	49076	34076	0.47		9	9
0.761;1.041	#	#	#	0.377;0.717	0.476;0.806	0.658;0.908	0.188;0.588	#	0.400;0.840	#	#	#	0.428;0.698	#	0.017;0.750	0.505;0.961	000001	1.000	1.000	1	53.11	49089	34089	0.53		9	9
-0.042;0.248	0.472;0.842	-0.158;0.252	0.001;0.281	0.014;0.791	0.005;0.385	0.315;0.665	0.318;0.768	-0.113;0.277	#	-0.203;0.277	0.744;1.108	#	-0.025;0.325	0.715;1.125	#	#	100000	1.000	1.000	1	89.33	49093	34093	0.76		9	9
#	#	#	0.182;0.672	-0.069;0.211	#	-0.193;0.241	-0.210;0.366	#	0.326;0.726	#	0.053;0.387	0.251;0.429	#	#	#	0.440;0.680	010000	1.000	1.000	1	87.00	49123	34123	0.47		9	9
#	#	#	#	#	-0.234;0.412	#	#	#	#	#	#	#	#	#	-0.329;0.397	#	010000	0.100	0.794	1	171.86	49996	34127	0.12		1369	3507
#	#	0.363;0.745	0.284;0.754	#	#	-0.169;0.675	#	#	#	#	0.663;1.122	#	#	0.326;0.907	0.619;1.099	0.509;0.896	100000	0.565	0.944	1	85.53	49158	34158	0.41		18	27
#	#	0.592;1.032	#	0.820;1.180	#	0.760;1.240	0.067;0.555	#	#	#	0.586;0.842	#	#	0.709;1.299	#	0.430;0.836	010000	1.000	1.000	1	33.00	49175	34175	0.41		9	9
-0.150;0.200	0.822;1.162	#	#	0.820;1.180	0.636;1.106	0.760;1.240	#	-0.207;0.273	0.543;1.033	0.770;1.230	#	0.116;0.606	0.097;0.407	#	0.313;1.032	#	010000	1.000	1.000	1	33.00	49175	34175	0.65		9	9
#	#	#	#	#	0.401;0.651	#	0.344;0.634	#	0.531;0.921	-0.193;0.197	0.287;0.631	0.204;1.000	#	0.231;0.576	#	0.346;0.612	000001	0.156	0.830	1	117.32	49948	34219	0.47		28	57
#	0.559;1.009	#	0.318;0.568	#	0.214;0.649	#	#	#	-0.040;1.069	0.073;0.563	0.341;0.783	0.095;0.476	#	#	0.246;0.477	0.071;0.727	000001	0.263	0.875	1	132.00	49225	34225	0.53		15	24
0.795;1.205	#	#	#	#	0.581;1.011	#	#	#	0.537;0.987	#	-0.557;0.270	#	#	#	-0.155;0.318	-0.084;0.124	010000	1.000	1.000	1	44.00	49264	34264	0.35		9	9
0.770;1.230	#	0.875;1.125	0.865;1.135	0.781;1.041	-0.147;0.505	-0.108;0.382	-0.245;0.245	#	#	0.601;1.051	-0.074;0.399	#	#	-0.203;0.427	-0.143;0.337	#	000010	1.000	1.000	1	40.22	49292	34292	0.65		9	9
#	#	-0.128;0.192	-0.139;0.311	-0.170;0.180	#	#	-0.240;0.240	0.802;1.182	#	-0.198;0.237	#	#	#	#	-0.237;0.342	#	010000	1.000	1.000	1	97.80	49752	34296	0.41		37	37
0.267;0.972	0.092;0.887	#	0.344;0.843	0.488;0.948	#	#	0.034;0.304	0.543;1.015	#	0.493;0.963	#	#	0.507;0.987	-0.013;0.359	-0.031;0.401	#	000001	0.162	0.833	1	52.84	49342	34342	0.59		9	18
-0.093;0.192	#	#	#	#	#	0.406;0.666	-0.220;0.312	-0.100;0.521	#	0.711;1.211	#	#	#	0.625;1.065	0.128;0.713	#	000010	1.000	1.000	1	50.11	49382	34382	0.41		9	9
-0.150;0.160	#	#	0.514;0.894	#	#	#	#	-0.182;0.026	#	0.263;0.777	#	-0.198;0.647	#	#	#	0.332;0.542	010000	0.073	0.770	1	71.06	49395	34395	0.35		9	29
-0.144;0.286	#	-0.103;0.157	-0.150;0.150	-0.197;0.223	0.570;0.910	-0.095;0.165	0.465;0.955	#	0.571;1.061	#	#	0.797;1.268	#	0.505;0.995	#	#	010000	1.000	1.000	1	70.44	49396	34396	0.59		9	9
-0.024;0.320	#	-0.178;0.273	#	0.387;0.807	0.484;0.904	#	#	#	-0.190;0.200	#	#	#	-0.345;0.227	0.199;0.529	-0.129;0.273	#	010000	0.162	0.833	1	72.62	49406	34406	0.47		9	18
0.748;1.018	0.055;0.535	0.598;0.848	#	0.214;0.654	#	0.303;0.573	#	#	#	#	#	0.178;0.842	0.500;0.920	#	-0.028;-0.002	0.238;0.595	001000	0.100	1.000	1	45.14	34416	34416	0.53		0	0
#	-0.434;0.258	#	-0.154;0.145	#	#	-0.230;0.332	#	#	-0.072;0.188	0.456;0.826	-0.618;0.128	#	#	#	#	-0.128;0.124	010000	1.000	1.000	2	95.92	49955	34425	0.41		28	28
#	0.139;0.389	0.512;0.792	0.830;1.160	0.810;1.190	#	#	0.297;0.717	0.012;0.492	-0.061;0.419	0.257;0.567	0.523;0.789	-0.099;0.201	#	#	#	0.067;0.543	000001	1.000	1.000	1	51.22	49446	34446	0.65		9	9
#	0.139;0.389	#	0.840;1.170	0.810;1.190	0.634;0.964	-0.125;0.155	#	0.012;0.492	#	#	#	-0.099;0.594	#	0.619;0.869	#	0.067;0.543	000001	1.000	1.000	1	51.22	49446	34446	0.53		9	9
#	#	-0.217;0.267	-0.059;0.300	0.227;0.577	#	#	#	-0.544;0.272	#	#	#	#	#	#	-0.237;0.397	-0.179;0.134	010000	1.000	1.000	1	100.13	49955	34464	0.35		48	48
0.041;0.401	-0.105;0.385	#	#	#	#	0.083;0.353	#	0.685;1.035	0.343;0.613	#	-0.104;0.265	0.070;0.201	0.449;0.789	-0.210;0.210	0.272;0.759	#	000001	1.000	1.000	2	66.89	49465	34465	0.59		9	9
-0.155;0.255	0.153;0.483	-0.129;0.201	-0.135;0.185	-0.131;0.189	#	#	0.167;0.507	-0.060;0.390	-0.010;0.450	-0.000;0.280	0.329;0.682	-0.129;0.281	-0.105;0.275	0.394;0.654	0.192;0.539	#	000110	0.094	0.790	2	209.34	49522	34522	0.82		9	103
#	0.488;0.864	#	#	#	#	#	#	#	#	#	#	#	-0.287;0.767	#	#	#	000001	0.111	0.803	1	110.56	49995	34550	0.12		524	1247
0.460;0.830	0.529;0.979	0.520;1.020	#	#	#	0.209;0.469	#	#	-0.032;0.554	#	#	0.083;0.917	#	-0.006;0.324	0.261;0.588	0.137;0.623	001000	1.000	1.000	1	100.87	49558	34558	0.53		18	18
#	#	-0.057;0.666	#	-0.070;0.596	0.102;0.505	#	#	#	#	#	#	#	#	#	#	#	000010	0.050	0.741	1	201.17	49998	34561	0.18		1435	6922
-0.281;0.135	#	#	-0.145;0.416	#	#	#	-0.042;0.571	0.163;0.473	0.855;1.145	0.755;1.245	#	-0.155;0.275	0.173;0.523	-0.200;0.200	0.242;0.658	-0.223;0.223	010000	1.000	1.000	1	36.00	49562	34562	0.65		9	9
0.687;1.067	0.389;0.759	#	0.656;0.966	0.600;0.920	0.512;0.942	0.178;0.568	0.223;0.623	0.855;1.145	0.760;1.240	0.388;0.808	#	#	0.554;0.904	#	0.096;0.374	0.073;0.853	000001	1.000	1.000	1	43.89	49567	34567	0.76		9	9
#	0.389;0.759	0.805;1.661	0.611;1.011	0.600;0.920	#	#	#	#	0.760;1.240	#	0.445;0.690	0.155;0.605	#	0.139;0.579	0.096;0.374	0.536;0.853	000001	1.000	1.000	1	43.89	49567	34567	0.59		9	9
0.109;0.469	-0.099;0.161	0.830;1.170	0.870;1.130	0.825;1.175	0.790;1.210	0.129;0.599	0.625;1.035	-0.102;0.238	0.755;1.245	0.772;0.814	0.022;0.424	-0.171;0.179	0.427;0.917	-0.225;0.225	0.588;0.885	0.192;0.579	010000	0.100	1.000	1	20.52	34637	34637	1.00		0	0
0.875;1.125	-0.160;0.190	0.777;1.077	#	-0.617;0.284	-0.074;0.236	-0.141;0.179	0.475;0.975	#	-0.010;0.340	-0.227;0.263	0.213;0.675	#	0.074;0.514	#	0.537;0.963	#	100000	1.000	1.000	1	57.56	49644	34644	0.71		9	9
-0.079;0.201	#	#	0.164;0.237	-0.189;0.311	#	-0.168;0.272	#	#	0.711;0.961	#	#	0.731;1.021	0.585;1.065	0.319;0.589	0.375;0.860	#	000010	0.100	1.000	1	40.00	34652	34652	0.53		0	0
0.047;0.533	-0.493;0.514	#	#	-0.041;0.377	#	-0.219;0.413	0.376;0.934	#	#	#	#	-0.069;0.600	0.080;0.946	#	#	#	001000	0.055	0.748	1	214.92	49962	34653	0.41		870	3186
0.212;0.698	#	#	#	0.178;0.668	0.293;1.195	#	#	#	0.127;0.963	#	#	#	#	#	0.058;0.775	#	000001	0.159	0.832	1	155.70	49995	34664	0.29		582	1154
-0.167;0.183	#	#	#	#	#	#	#	0.800;1.200	0.580;1.135	#	#	#	#	#	#	0.035;0.511	000010	0.239	0.867	1	38.74	49673	34673	0.24		9	15
#	0.254;0.664	#	#	0.228;0.698	#	0.303;0.848	-0.122;0.258	#	0.347;0.627	0.334;0.794	#	0.390;0.880	#	#	#	-0.103;0.225	000100	1.000	1.000	1	70.22	49674	34674	0.47		9	9
-0.190;0.260	#	-0.110;0.170	#	#	0.308;0.882	#	0.442;0.802	#	0.635;1.025	-0.189;0.261	0.417;0.751	-0.167;0.233	#	0.416;0.676	0.436;0.802	0.457;0.774	000110	1.000	1.000	1	96.30	49945	34684	0.65		19	19
#	#	#	-0.083;0.297	-0.212;0.228	#	#	#	-0.517;0.129	#	#	0.330;0.802	#	#	0.264;0.845	#	#	000100	0.094	0.790	1	188.58	49959	34693	0.29		1303	3821
0.521;0.891	0.114;0.384	0.806;1.156	0.686;1.086	0.679;1.109	-0.106;0.234	0.217;0.687	0.620;0.800	0.630;0.900	0.488;0.918	0.485;0.925	0.117;0.471	-0.085;0.185	-0.153;0.217	0.013;0.423	0.374;0.661	0.391;0.748	000001	0.100	1.000	1	24.97	34695	34695	1.00		0	0
0.815;1.185	0.775;1.215	0.774;1.174	0.810;1.190	#	#	#	#	0.708;1.135	0.250;0.590	#	0.413;0.821	0.685;1.155	0.472;0.782	#	#	0.484;0.795	001000	1.000	1.000	1	38.00	49699	34699	0.59		9	9
#	#	#	0.382;0.673	#	#	#	#	-0.346;0.459	#	#	0.663;1.098	#	#	#	#	#	100000	0.190	0.847	1	122.31	49773	34729	0.18		106	195
#	-0.001;0.258	#	0.105;0.535	#	#	-0.701;0.268	#	-0.126;0.645	#	#	#	#	#	-0.043;0.226	-0.039;0.397	#	010000	0.233	0.864	1	161.33	49863	34733	0.35		236	398
-0.083;0.367	-0.539;0.295	#	0.477;0.772	0.535;0.885	0.249;0.910	#	0.572;1.012	-0.221;0.269	#	0.296;0.776	#	-0.083;0.251	0.607;1.087	#	#	0.355;0.722	000001	1.000	1.000	1	56.22	49739	34739	0.65		9	9
#	#	#	#	-0.113;0.251	0.629;0.976	#	-0.064;0.571	#	#	-0.150;0.270	#	0.090;0.360	#	#	-0.039;0.664	0.359;0.796	010000	0.322	0.893	1	109.16	49979	34747	0.41		19	28
-0.227;0.233	-0.197;0.203	-0.223;0.227	-0.180;0.190	-0.133;0.157	-0.167;0.193	-0.218;0.222	0.551;0.991	-0.181;0.299	-0.015;0.445	-0.211;0.219	0.659;1.081	-0.205;0.245	0.790;1.210	0.581;1.081	0.586;1.041	0.603;1.079	100010	0.419	0.917	2	127.46	49757	34757	1.00		9	18
-0.129;0.607	-0.539;0.210	#	0.367;0.707	0.505;0.915	0.249;0.589	#	#	#	#	0.381;0.726	#	-0.179;0.251	#	-0.166;0.468	0.412;1.150	#	000001	1.000	1.000	1	80.89	49762	34762	0.53		9	9
#	#	#	#	#	#	#	#	#	0.127;1.069	#	0.568;0.581	0.062;0.739	#	#	#	#	000001	0.071	0.768	1	146.05	49897	34764	0.18		37	107
0.666;0.902	#	#	0.462;0.712	#	#	#	#	0.288;0.902	0.025;0.505	#	0.283;0.840	#	#	0.283;1.225	#	0.277;0.664	000001	0.162	0.833	1	86.00	49703	34765	0.41		18	36
0.226;0.596	#	#	#	#	0.193;0.623	#	#	#	0.203;0.659	#	0.236;0.939	#	0.537;0.807	#	-0.002;1.137	0.360;0.913	000001	0.530	0.939	2	128.21	49995	34788	0.41		84	103
-0.107;0.243	#	#	-0.146;0.700	#	-0.025;0.802	#	#	#	0.780;1.220	0.361;0.751	-0.044;0.697	0.158;0.548	0.619;0.949	-0.203;0.241	0.711;1.067	#	000010	1.000	1.000	1	42.78	49806	34806	0.59		9	9
0.170;0.590	-0.200;0.390	0.206;0.644	0.511;0.667	#	#	-0.108;0.382	#	#	#	-0.332;0.369	0.111;0.568	#	#	0.300;0.630	0.261;0.929	0.275;0.681	000010	0.162	0.833	1	114.27	49807	34807	0.59		18	36
0.684;1.024	0.676;1.136	0.595;1.095	0.717;0.741	0.154;0.644	0.183;0.573	0.368;0.858	#	0.086;0.586	0.239;0.719	0.382;0.632	0.257;0.729	0.089;0.569	-0.128;0.302	0.370;0.690	0.186;0.473	0.418;0.666	100000	0.100	1.000	1	44.10	34813	34813	0.94		0	0
#	#	#	#	#	#	#	#	#	#	#	#	0.100;0.701	#	#	#	0.453;0.827	000001	0.054	0.746	1	178.44	49995	34829	0.12		1303	4870
#	-0.031;0.249	#	0.250;0.730	#	0.003;0.273	#	0.428;0.908	-0.102;0.228	#	0.640;0.970	0.124;0.517	#	-0.158;0.242	0.417;0.817	0.560;0.827	-0.063;0.185	000100	1.000	1.000	1	59.33	49841	34841	0.65		9	9
#	#	0.587;0.947	0.775;1.225	#	0.192;0.682	-0.212;0.185	0.664;1.052	#	0.051;0.893	-0.188;0.159	0.213;0.518	#	#	#	0.700;1.099	#	100000	1.000	1.000	1	42.89	49843	34843	0.53		9	9
-0.315;0.196	0.606;1.046	#	0.805;1.165	0.755;1.245	#	0.597;0.947	0.201;0.591	#	#	0.772;1.052	-0.125;0.229	0.431;0.831	#	#	#	0.168;0.705	000001	1.000	1.000	1	35.67	49873	34873	0.59		9	9
#	#	0.060;0.310	0.207;0.667	-0.186;0.274	0.295;0.585	0.202;0.277	0.671;1.061	0.582;1.137	#	-0.142;0.168	0.675;1.000	#	#	#	0.614;1.079	#	000001	0.059	0.921	1	65.73	34890	34890	0.59		0	0
0.788;1.000	0.099;0.439	#	0.696;1.196	#	0.803;1.093	#	#	0.697;1.007	#	0.845;1.155	0.305;0.708	-0.146;0.839	0.513;0.933	0.334;0.714	#	0.293;0.759	000001	1.000	1.000	1	29.56	49903	34903	0.65		9	9
-0.105;0.403	#	#	0.591;0.851	#	-0.227;0.263	#	-0.274;0.287	#	#	#	0.274;0.579	-0.150;0.628	0.092;0.689	0.612;0.886	#	#	000010	1.000	1.000	2	55.11	49908	34908	0.47		9	9
0.855;1.145	0.795;1.205	-0.150;0.365	#	#	0.825;1.255	0.860;1.140	0.051;0.481	0.376;0.716	-0.197;0.203	0.785;1.215	#	0.422;1.195	-0.052;0.238	#	-0.077;-0.032	-0.188;0.188	010000	0.100	1.000	1	26.45	34913	34913	0.76		0	0
#	-0.160;0.160	0.795;1.205	0.228;0.658	-0.156;0.174	0.237;0.667	#	#	#	#	#	#	#	-0.147;0.153	0.614;1.044	#	#	100000	1.000	1.000	1	55.44	49953	34953	0.41		9	9
0.089;0.539	0.500;0.840	#	#	0.239;0.639	0.213;1.003	0.349;0.729	#	#	0.408;0.718	#	-0.114;-0.007	#	#	-0.094;0.196	0.140;0.506	#	000001	0.100	1.000	1	33.95	34966	34966	0.53		0	0
#	0.685;0.975	0.558;0.968	0.219;0.659	0.519;0.789	-0.029;0.471	#	0.254;0.684	#	0.300;0.580	0.345;0.775	#	#	#	#	#	#	000010	0.162	0.833	1	76.47	49978	34978	0.47		9	18
-0.170;0.180	-0.175;0.195	#	0.116;0.564	#	0.744;1.194	#	#	-0.242;0.148	0.828;1.158	#	#	-0.184;0.253	#	0.766;1.023	#	#	100000	1.000	1.000	1	69.50	48403	35035	0.47		8	8
#	0.567;1.047	0.008;0.478	#	#	0.588;0.938	0.618;0.998	0.092;0.646	#	#	0.255;1.148	0.336;0.630	0.558;0.968	0.445;0.905	#	0.218;0.521	0.137;0.584	000010	1.000	1.000	1	46.25	48405	35037	0.65		8	8
#	0.567;1.047	#	0.251;0.631	0.614;0.924	#	#	#	0.556;0.876	0.830;1.170	0.688;1.148	#	0.638;0.888	#	#	0.218;0.653	0.137;0.584	000010	1.000	1.000	1	46.25	48405	35037	0.53		8	8
#	0.651;1.011	#	0.182;0.512	#	#	-0.184;0.166	#	#	#	0.013;0.233	0.099;0.413	0.136;0.456	0.074;0.554	-0.096;0.224	-0.178;0.178	0.330;1.108	000001	1.000	1.000	1	48.50	48465	35097	0.59		8	8
-0.162;0.318	-0.128;0.232	-0.121;0.239	-0.459;0.200	0.229;0.659	-0.142;0.208	0.130;0.470	0.413;0.793	-0.086;0.393	-0.433;0.226	0.525;0.855	#	-0.097;0.303	0.013;0.363	0.349;0.679	0.391;0.748	0.406;0.852	000110	1.000	1.000	2	114.00	48481	35113	0.94		8	8
#	#	#	#	-0.199;0.429	0.119;0.660	0.568;0.928	#	#	0.461;0.759	0.081;0.541	#	#	#	-0.021;0.914	0.230;0.670	0.308;0.635	000001	0.074	0.771	1	113.78	48518	35150	0.47		16	51
#	#	0.394;0.749	0.394;0.854	#	0.250;1.115	#	0.037;0.327	#	0.154;0.755	-0.047;0.504	#	-0.012;0.863	#	0.208;0.370	#	0.317;0.827	000001	0.143	0.824	1	122.60	48549	35181	0.53		24	51
#	-0.020;0.390	0.369;0.639	0.348;0.953	#	0.419;0.832	#	0.564;1.004	-0.833;0.157	-0.122;0.148	0.755;1.225	0.525;0.967	0.437;0.787	0.645;1.025	0.618;0.978	#	#	100010	1.000	1.000	1	41.75	48579	35211	0.71		8	8
#	#	#	#	#	0.825;1.175	0.760;1.240	0.035;0.495	#	0.825;1.175	0.656;1.096	0.236;0.540	0.775;1.225	#	0.231;0.491	0.258;0.713	#	010000	1.000	1.000	1	33.75	48582	35214	0.53		8	8
0.449;0.625	-0.050;0.290	0.447;0.887	0.371;0.831	0.103;0.483	#	#	-0.083;0.396	0.607;1.097	0.711;0.981	0.134;0.584	0.156;0.549	-0.003;0.387	0.651;0.911	-0.024;0.569	0.085;0.401	0.135;0.551	000001	0.100	1.000	1	35.08	35236	35236	0.88		0	0
#	#	0.394;0.698	#	#	#	#	#	0.213;0.877	#	-0.047;0.595	#	-0.012;0.503	#	-0.030;0.370	#	#	000001	0.197	0.850	1	136.95	49928	35242	0.29		184	326
